"ATTR_DATA_ID","OBJ_ID","VER_NBR","ROLE_MBR_ID","KIM_TYP_ID","KIM_ATTR_DEFN_ID","ATTR_VAL"
"KFS2871","KFS2871","1","KFS1262","23","29","4"
"KFS2872","KFS2872","1","KFS1263","23","29","5"
"KFS2873","KFS2873","1","KFS1264","23","29","6"
"KFS2874","KFS2874","1","KFS1265","23","29","7"
"KFS2875","KFS2875","1","KFS1266","23","29","8"
"KFS2876","KFS2876","1","KFS1267","23","29","9"
"KFS2877","KFS2877","1","KFS1268","23","29","10"
"KFS2878","KFS2878","1","KFS1269","23","29","11"
"KFS2879","KFS2879","1","KFS1270","23","29","11"
"KFS2880","KFS2880","1","KFS1271","23","29","12"
"KFS2881","KFS2881","1","KFS1272","23","29","13"
"KFS2882","KFS2882","1","KFS1273","23","29","13"
"KFS2883","KFS2883","1","KFS1274","23","29","14"
"KFS2884","KFS2884","1","KFS1275","23","29","15"
"KFS2885","KFS2885","1","KFS1276","23","29","16"
"KFS2886","KFS2886","1","KFS1277","23","29","17"
"KFS2888","KFS2888","1","KFS1278","37","36","PO"
"KFS2889","KFS2889","1","KFS1279","37","36","PO"
"KFS2890","KFS2890","1","KFS1280","37","36","PO"
"KFS2893","KFS2893","1","KFS1195","32","33","10000021"
"KFS2900-D","KFS2900-D","1","KFS1285","29","13","KFS"
"KFS2900","KFS2900","1","KFS1285","29","22","BL"
"KFS2901","KFS2901","1","KFS1285","29","24","BL"
"KFS2902-D","KFS2902-D","1","KFS1286","29","13","KFS"
"KFS2902","KFS2902","1","KFS1286","29","22","BL"
"KFS2903","KFS2903","1","KFS1286","29","24","BL"
"KFS2904","KFS2904","1","KFS1287","29","13","ACCT"
"KFS2905","KFS2905","1","KFS1287","29","22","BL"
"KFS2906","KFS2906","1","KFS1287","29","24","BL"
"KFS2907","KFS2907","1","KFS1288","29","13","ACCT"
"KFS2908","KFS2908","1","KFS1288","29","22","BL"
"KFS2909","KFS2909","1","KFS1288","29","24","BL"
"KFS2910","KFS2910","1","KFS1289","27","22","BL"
"KFS2911","KFS2911","1","KFS1289","27","24","PSY"
"KFS2912","KFS2912","1","KFS1290","27","22","BL"
"KFS2913","KFS2913","1","KFS1290","27","24","VPIT"
"KFS2920","KFS2920","1","KFS1291","30","13","TF"
"KFS2921","KFS2921","1","KFS1291","30","22","BL"
"KFS2922","KFS2922","1","KFS1291","30","24","PSY"
"KFS2923","KFS2923","1","KFS1291","30","28","EXPIRED_ACCOUNT"
"KFS2945","KFS2945","1","KFS1292","30","13","REQS"
"KFS2946","KFS2946","1","KFS1292","30","22","BL"
"KFS2947","KFS2947","1","KFS1292","30","24","PHYS"
"KFS2948","KFS2948","1","KFS1292","30","26","1000"
"KFS2949","KFS2949","1","KFS1293","24","34","H"
"KFS2950","KFS2950","1","KFS1294","24","34","P"
"KFS2951","KFS2951","1","KFS1295","24","34","T"
"KFS2952","KFS2952","1","KFS1296","33","12","BL"
"KFS2953","KFS2953","1","KFS1296","33","31","1113"
"KFS2954","KFS2954","1","KFS1297","33","12","BL"
"KFS2955","KFS2955","1","KFS1297","33","31","1113"
"KFS2956","KFS2956","1","KFS1298","33","31","1*"
"KFS2957","KFS2957","1","KFS1299","33","31","112*"
"KFS2958","KFS2958","1","KFS1300","31","30","FEMP"
"KFS2960","KFS2960","1","KFS1302","31","30","GENFND"
"KFS2970","KFS2970","1","KFS1612","6","22","IU"
"KFS2971","KFS2971","1","KFS1612","6","24","UNIV"
"KFS2972","KFS2972","1","KFS1613","6","22","IU"
"KFS2973","KFS2973","1","KFS1613","6","24","UNIV"
"KFS2974","KFS2974","1","KFS1614","6","22","IU"
"KFS2975","KFS2975","1","KFS1614","6","24","UNIV"
"KFS2976","KFS2976","1","KFS1615","6","22","IU"
"KFS2977","KFS2977","1","KFS1615","6","24","UNIV"
"KFS2978","KFS2978","1","KFS1616","6","22","IU"
"KFS2979","KFS2979","1","KFS1616","6","24","UNIV"
"KFS2980","KFS2980","1","KFS1617","6","22","IU"
"KFS2981","KFS2981","1","KFS1617","6","24","UNIV"
"KFS2982","KFS2982","1","KFS1618","6","22","IU"
"KFS2983","KFS2983","1","KFS1618","6","24","UNIV"
"KFS2984","KFS2984","1","KFS1619","6","22","BL"
"KFS2985","KFS2985","1","KFS1619","6","24","ARSD"
"KFS2986","KFS2986","1","KFS1620","6","22","BL"
"KFS2987","KFS2987","1","KFS1620","6","24","ARSD"
"KFS2988","KFS2988","1","KFS1621","6","22","BL"
"KFS2989","KFS2989","1","KFS1621","6","24","ARSC"
"KFS2990","KFS2990","1","KFS1622","6","22","BL"
"KFS2991","KFS2991","1","KFS1622","6","24","ARSC"
"KFS2992","KFS2992","1","KFS1623","6","22","BL"
"KFS2993","KFS2993","1","KFS1623","6","24","PSY"
"KFS2994","KFS2994","1","KFS1624","6","22","BL"
"KFS2995","KFS2995","1","KFS1624","6","24","PSY"
"KFS2996","KFS2996","1","KFS1625","6","22","BL"
"KFS2997","KFS2997","1","KFS1625","6","24","BUDG"
"KFS2998","KFS2998","1","KFS1626","6","22","BL"
"KFS2999","KFS2999","1","KFS1626","6","24","BUDG"
"KFS3000","KFS3000","1","KFS1627","6","22","BL"
"KFS3001","KFS3001","1","KFS1627","6","24","BL"
"KFS3002","KFS3002","1","KFS1628","6","22","BL"
"KFS3003","KFS3003","1","KFS1628","6","24","BL"
"KFS3004","KFS3004","1","KFS1629","6","22","BL"
"KFS3005","KFS3005","1","KFS1629","6","24","BI"
"KFS3006","KFS3006","1","KFS1630","6","22","BL"
"KFS3007","KFS3007","1","KFS1630","6","24","BI"
"KFS3008","KFS3008","1","KFS1631","6","22","BL"
"KFS3009","KFS3009","1","KFS1631","6","24","BL"
"KFS3010","KFS3010","1","KFS1632","6","22","UA"
"KFS3011","KFS3011","1","KFS1632","6","24","UA"
"KFS3012","KFS3012","1","KFS1633","6","22","IU"
"KFS3013","KFS3013","1","KFS1633","6","24","UNIV"
"KFS3014","KFS3014","1","KFS1634","6","22","BL"
"KFS3015","KFS3015","1","KFS1634","6","24","BL"
"KFS3016","KFS3016","1","KFS1635","6","22","BL"
"KFS3017","KFS3017","1","KFS1635","6","24","BL"
"KFS3018","KFS3018","1","KFS1636","6","22","BL"
"KFS3019","KFS3019","1","KFS1636","6","24","BL"
"KFS3020","KFS3020","1","KFS1637","6","22","BL"
"KFS3021","KFS3021","1","KFS1637","6","24","BL"
"KFS3022","KFS3022","1","KFS1638","6","22","BL"
"KFS3023","KFS3023","1","KFS1638","6","24","BL"
"KFS3026","KFS3026","1","KFS1641","6","22","IU"
"KFS3027","KFS3027","1","KFS1641","6","24","UNIV"
"KFS3028","KFS3028","1","KFS1642","6","22","BL"
"KFS3029","KFS3029","1","KFS1642","6","24","BL"
"KFS3030","KFS3030","1","KFS1643","6","22","BL"
"KFS3031","KFS3031","1","KFS1643","6","24","ARSD"
"KFS3032","KFS3032","1","KFS1644","6","22","IU"
"KFS3033","KFS3033","1","KFS1644","6","24","UNIV"
"KFS3034","KFS3034","1","KFS1645","6","22","BL"
"KFS3035","KFS3035","1","KFS1645","6","24","BL"
"KFS3036","KFS3036","1","KFS1646","6","22","BL"
"KFS3037","KFS3037","1","KFS1646","6","24","PHYS"
"KFS3038","KFS3038","1","KFS1647","6","22","IU"
"KFS3039","KFS3039","1","KFS1647","6","24","UNIV"
"KFS3040","KFS3040","1","KFS1648","6","22","BL"
"KFS3041","KFS3041","1","KFS1648","6","24","BL"
"KFS3042","KFS3042","1","KFS1649","6","22","BL"
"KFS3043","KFS3043","1","KFS1649","6","24","CHEM"
"KFS3044","KFS3044","1","KFS1650","6","22","IU"
"KFS3045","KFS3045","1","KFS1650","6","24","UNIV"
"KFS3046","KFS3046","1","KFS1651","6","22","BL"
"KFS3047","KFS3047","1","KFS1651","6","24","BL"
"KFS3048","KFS3048","1","KFS1652","6","22","BL"
"KFS3049","KFS3049","1","KFS1652","6","24","VPIT"
"KFS3050","KFS3050","1","KFS1653","6","22","IU"
"KFS3051","KFS3051","1","KFS1653","6","24","UNIV"
"KFS3052","KFS3052","1","KFS1654","6","22","BL"
"KFS3053","KFS3053","1","KFS1654","6","24","RUAD"
"KFS3054","KFS3054","1","KFS1658","27","22","UA"
"KFS3055","KFS3055","1","KFS1658","27","24","VPIT"
"KFS3056","KFS3056","1","KFS1659","27","22","UA"
"KFS3057","KFS3057","1","KFS1659","27","24","VPIT"
"KFS3058","KFS3058","1","KFS1662","27","22","EA"
"KFS3059","KFS3059","1","KFS1662","27","24","BOOK"
"KFS3060","KFS3060","1","KFS1663","27","22","IN"
"KFS3061","KFS3061","1","KFS1663","27","24","LART"
"KFS3062","KFS3062","1","KFS1664","27","22","IN"
"KFS3063","KFS3063","1","KFS1664","27","24","LART"
"KFS3064","KFS3064","1","KFS1665","27","22","IN"
"KFS3065","KFS3065","1","KFS1665","27","24","LART"
"KFS3066","KFS3066","1","KFS1666","27","22","IN"
"KFS3067","KFS3067","1","KFS1666","27","24","LART"
"KFS3068","KFS3068","1","KFS1667","27","22","UA"
"KFS3069","KFS3069","1","KFS1667","27","24","VPIT"
"KFS3070","KFS3070","1","KFS1668","27","22","UA"
"KFS3071","KFS3071","1","KFS1668","27","24","VPIT"
"KFS3072","KFS3072","1","KFS1669","27","22","UA"
"KFS3073","KFS3073","1","KFS1669","27","24","VPIT"
"KFS3082","KFS3082","1","KFS1678","27","22","BL"
"KFS3083","KFS3083","1","KFS1678","27","24","ARSD"
"KFS3084","KFS3084","1","KFS1679","27","22","BL"
"KFS3085","KFS3085","1","KFS1679","27","24","RUAD"
"KFS3086","KFS3086","1","KFS1680","27","22","BL"
"KFS3087","KFS3087","1","KFS1680","27","24","PHYS"
"KFS3088","KFS3088","1","KFS1681","27","22","BL"
"KFS3089","KFS3089","1","KFS1681","27","24","SOC"
"KFS3090","KFS3090","1","KFS1682","27","22","BL"
"KFS3091","KFS3091","1","KFS1682","27","24","BI"
"KFS3092","KFS3092","1","KFS1683","30","24","PSY"
"KFS3093","KFS3093","1","KFS1683","30","26","20000"
"KFS3094","KFS3094","1","KFS1684","30","13","PRAP"
"KFS3095","KFS3095","1","KFS1684","30","22","BL"
"KFS3096","KFS3096","1","KFS1684","30","24","PSY"
"KFS3097","KFS3097","1","KFS1684","30","26","5000"
"KFS3098","KFS3098","1","KFS1684","30","27","30000"
"KFS3099","KFS3099","1","KFS1685","30","13","PRAP"
"KFS3100","KFS3100","1","KFS1685","30","22","BL"
"KFS3101","KFS3101","1","KFS1685","30","24","ARSD"
"KFS3102","KFS3102","1","KFS1685","30","26","20000"
"KFS3103-D","KFS3103-D","1","KFS1686","30","13","KFS"
"KFS3103","KFS3103","1","KFS1686","30","22","BL"
"KFS3104","KFS3104","1","KFS1686","30","24","RUAD"
"KFS3105","KFS3105","1","KFS1686","30","26","20000"
"KFS3106-D","KFS3106-D","1","KFS1687","30","13","KFS"
"KFS3106","KFS3106","1","KFS1687","30","22","BL"
"KFS3107","KFS3107","1","KFS1687","30","24","PHYS"
"KFS3108","KFS3108","1","KFS1688","30","13","PO"
"KFS3109","KFS3109","1","KFS1688","30","22","BL"
"KFS3110","KFS3110","1","KFS1688","30","24","SOC"
"KFS3111","KFS3111","1","KFS1688","30","26","20000"
"KFS3112","KFS3112","1","KFS1689","30","13","PREQ"
"KFS3113","KFS3113","1","KFS1689","30","22","BL"
"KFS3114","KFS3114","1","KFS1689","30","24","SOC"
"KFS3115","KFS3115","1","KFS1689","30","26","5000"
"KFS3116","KFS3116","1","KFS1690","30","13","PUR"
"KFS3117","KFS3117","1","KFS1690","30","22","BL"
"KFS3118","KFS3118","1","KFS1690","30","24","VPIT"
"KFS3119","KFS3119","1","KFS1690","30","26","20000"
"KFS3120","KFS3120","1","KFS1691","30","13","AP"
"KFS3121","KFS3121","1","KFS1691","30","22","BL"
"KFS3122","KFS3122","1","KFS1691","30","24","VPIT"
"KFS3123-D","KFS3123-D","1","KFS1692","30","13","KFS"
"KFS3123","KFS3123","1","KFS1692","30","22","BL"
"KFS3124","KFS3124","1","KFS1692","30","24","BI"
"KFS3125","KFS3125","1","KFS1692","30","26","20000"
"KFS3126","KFS3126","1","KFS1693","47","22","BL"
"KFS3127","KFS3127","1","KFS1693","47","23","1031400"
"KFS3128","KFS3128","1","KFS1693","47","39","AHD"
"KFS3129","KFS3129","1","KFS1694","47","13","REQS"
"KFS3130","KFS3130","1","KFS1694","47","22","BL"
"KFS3131","KFS3131","1","KFS1694","47","23","2231405"
"KFS3132","KFS3132","1","KFS1694","47","39","KUL"
"KFS3133","KFS3133","1","KFS1695","47","22","BL"
"KFS3134","KFS3134","1","KFS1695","47","23","2231479"
"KFS3135","KFS3135","1","KFS1695","47","39","KUL"
"KFS3136","KFS3136","1","KFS1696","47","13","PO"
"KFS3137","KFS3137","1","KFS1696","47","22","BL"
"KFS3138","KFS3138","1","KFS1696","47","23","2231451"
"KFS3139","KFS3139","1","KFS1696","47","39","KUL"
"KFS3144","KFS3144","1","KFS1699","47","22","BL"
"KFS3145","KFS3145","1","KFS1699","47","23","2231461"
"KFS3146","KFS3146","1","KFS1699","47","39","KUL"
"KFS3147","KFS3147","1","KFS1700","47","22","BL"
"KFS3148","KFS3148","1","KFS1700","47","23","2231411"
"KFS3149","KFS3149","1","KFS1700","47","39","KUL"
"KFS3150","KFS3150","1","KFS1701","47","22","BL"
"KFS3151","KFS3151","1","KFS1701","47","23","2231419"
"KFS3152","KFS3152","1","KFS1701","47","39","KUL"
"KFS3153","KFS3153","1","KFS1702","25","22","BL"
"KFS3154","KFS3154","1","KFS1683","30","13","PRAP"
"KFS3155","KFS3155","1","KFS1683","30","22","BL"
"KFS3156","KFS3156","1","KFS1017","17","12","BL"
"KFS3157","KFS3157","1","KFS1018","17","12","BL"
"KFS3158","KFS3158","1","KFS1019","17","12","BL"
"KFS3159","KFS3159","1","KFS1020","17","12","BL"
"KFS3160","KFS3160","1","KFS1021","17","12","BL"
"KFS3161","KFS3161","1","KFS1022","17","12","BL"
"KFS3162","KFS3162","1","KFS1023","17","12","BL"
"KFS3163","KFS3163","1","KFS1024","17","12","BL"
"KFS3164","KFS3164","1","KFS1025","17","12","BL"
"KFS3165","KFS3165","1","KFS1026","17","12","BL"
"KFS3166","KFS3166","1","KFS1027","17","12","IN"
"KFS3167","KFS3167","1","KFS1028","17","12","IN"
"KFS3168","KFS3168","1","KFS1029","17","12","IN"
"KFS3169","KFS3169","1","KFS1030","17","12","IN"
"KFS3170","KFS3170","1","KFS1032","17","12","IN"
"KFS3171","KFS3171","1","KFS994","17","12","IN"
"KFS3172","KFS3172","1","KFS995","17","12","EA"
"KFS3173","KFS3173","1","KFS996","17","12","EA"
"KFS3174","KFS3174","1","KFS997","17","12","EA"
"KFS3175","KFS3175","1","KFS998","17","12","EA"
"KFS3176","KFS3176","1","KFS999","17","12","KO"
"KFS3177","KFS3177","1","KFS1000","17","12","KO"
"KFS3178","KFS3178","1","KFS1001","17","12","KO"
"KFS3179","KFS3179","1","KFS1002","17","12","KO"
"KFS3180","KFS3180","1","KFS1003","17","12","NW"
"KFS3181","KFS3181","1","KFS1004","17","12","NW"
"KFS3182","KFS3182","1","KFS1005","17","12","NW"
"KFS3183","KFS3183","1","KFS1006","17","12","NW"
"KFS3184","KFS3184","1","KFS1007","17","12","NW"
"KFS3185","KFS3185","1","KFS1008","17","12","SB"
"KFS3186","KFS3186","1","KFS1009","17","12","SB"
"KFS3187","KFS3187","1","KFS1010","17","12","SB"
"KFS3188","KFS3188","1","KFS1011","17","12","SB"
"KFS3189","KFS3189","1","KFS1012","17","12","SB"
"KFS3190","KFS3190","1","KFS1013","17","12","SE"
"KFS3191","KFS3191","1","KFS1014","17","12","SE"
"KFS3192","KFS3192","1","KFS1015","17","12","SE"
"KFS3193","KFS3193","1","KFS1016","17","12","SE"
"KFS4000","KFS4000","1","KFS4","36","22","BL"
"KFS4001","KFS4001","1","KFS4","36","24","ACTG"
"KFS4002","KFS4002","1","KFS5","36","22","BL"
"KFS4003","KFS4003","1","KFS1","36","22","NW"
"KFS4004","KFS4004","1","KFS7","36","22","BL"
"KFS4005","KFS4005","1","KFS7","36","24","BOND"
"KFS4006","KFS4006","1","KFS8","36","22","BL"
"KFS4007","KFS4007","1","KFS8","36","24","AIND"
"KFS4008","KFS4008","1","KFS9","36","22","NW"
"KFS4009","KFS4009","1","KFS9","36","24","NURS"
"KFS4010","KFS4010","1","KFS10","36","22","BL"
"KFS4011","KFS4011","1","KFS1","36","24","FORN"
"KFS4012","KFS4012","1","KFS10","36","24","BUS"
"KFS4013","KFS4013","1","KFS11","36","22","IN"
"KFS4014","KFS4014","1","KFS11","36","24","AFFA"
"KFS4015","KFS4015","1","KFS12","36","22","NW"
"KFS4016","KFS4016","1","KFS12","36","24","BOOK"
"KFS4017","KFS4017","1","KFS13","36","22","IN"
"KFS4018","KFS4018","1","KFS13","36","24","ALUM"
"KFS4019","KFS4019","1","KFS14","36","22","NW"
"KFS4020","KFS4020","1","KFS14","36","24","CACA"
"KFS4021","KFS4021","1","KFS1","36","4","KFS-SYS"
"KFS4022","KFS4022","1","KFS4","36","4","KFS-SYS"
"KFS4023","KFS4023","1","KFS5","36","4","KFS-SYS"
"KFS4024","KFS4024","1","KFS7","36","4","KFS-SYS"
"KFS4025","KFS4025","1","KFS8","36","4","KFS-SYS"
"KFS4026","KFS4026","1","KFS9","36","4","KFS-SYS"
"KFS4027","KFS4027","1","KFS10","36","4","KFS-SYS"
"KFS4028","KFS4028","1","KFS11","36","4","KFS-SYS"
"KFS4029","KFS4029","1","KFS12","36","4","KFS-SYS"
"KFS4030","KFS4030","1","KFS13","36","4","KFS-SYS"
"KFS4031","KFS4031","1","KFS14","36","4","KFS-SYS"
"KFS4032","KFS4032","1","KFS5","36","24","ADMS"
"KFS4033","KFS4033","1","KFS1705","30","22","IU"
"KFS4034","KFS4034","1","KFS1705","30","24","UNIV"
"KFS4035","KFS4035","1","KFS1705","30","13","BA"
"KFS4036","KFS4036","1","KFS1706","30","22","IU"
"KFS4037","KFS4037","1","KFS1706","30","24","UNIV"
