"ENTITY_AFLTN_ID","OBJ_ID","ENTITY_ID","AFLTN_TYP_CD","CAMPUS_CD","DFLT_IND","ACTV_IND"
"1111","1111","1111","STAFF","BL","Y","Y"
"1112","1112","1112","STAFF","BL","Y","Y"
"1113","1113","1113","STAFF","BL","Y","Y"
"1114","1114","1114","STAFF","BL","Y","Y"
"1115","1115","1115","STAFF","BL","Y","Y"
"1117","1117","1117","STAFF","BL","Y","Y"
"1122","1122","1122","STAFF","BL","Y","Y"
"1123","1123","1123","STAFF","BL","Y","Y"
"1124","1124","1124","STAFF","BL","Y","Y"
"1125","1125","1125","STAFF","BL","Y","Y"
"1137","1137","1137","STAFF","BL","Y","Y"
"1138","1138","1138","STAFF","BL","Y","Y"
"1143","1143","1143","STAFF","BL","Y","Y"
"1146","1146","1146","STAFF","BL","Y","Y"
"1165","1165","1165","STAFF","BL","Y","Y"
"1168","1168","1168","STAFF","BL","Y","Y"
"1172","1172","1172","STAFF","BL","Y","Y"
"1231","1231","1231","STAFF","BL","Y","Y"
"1232","1232","1232","STAFF","BL","Y","Y"
"1264","1264","1264","STAFF","BL","Y","Y"
"1309","1309","1309","STAFF","BL","Y","Y"
"1315","1315","1315","STAFF","BL","Y","Y"
"1334","1334","1334","STAFF","BL","Y","Y"
"1337","1337","1337","STAFF","BL","Y","Y"
"1361","1361","1361","STAFF","IN","Y","Y"
"1399","1399","1399","STAFF","BL","Y","Y"
"1423","1423","1423","STAFF","BL","Y","Y"
"1433","1433","1433","STAFF","BL","Y","Y"
"1438","1438","1438","STAFF","BL","Y","Y"
"1441","1441","1441","STAFF","BL","Y","Y"
"1444","1444","1444","STAFF","BL","Y","Y"
"1453","1453","1453","STAFF","BL","Y","Y"
"1455","1455","1455","STAFF","BL","Y","Y"
"1470","1470","1470","STAFF","BL","Y","Y"
"1482","1482","1482","STAFF","BL","Y","Y"
"1515","1515","1515","STAFF","BL","Y","Y"
"1520","1520","1520","STAFF","BL","Y","Y"
"1525","1525","1525","STAFF","BL","Y","Y"
"1526","1526","1526","STAFF","BL","Y","Y"
"1531","1531","1531","STAFF","BL","Y","Y"
"1545","1545","1545","STAFF","BL","Y","Y"
"1556","1556","1556","STAFF","BL","Y","Y"
"1574","1574","1574","STAFF","BL","Y","Y"
"1586","1586","1586","STAFF","BL","Y","Y"
"1599","1599","1599","STAFF","BL","Y","Y"
"1601","1601","1601","STAFF","BL","Y","Y"
"1603","1603","1603","STAFF","BL","Y","Y"
"1625","1625","1625","STAFF","BL","Y","Y"
"1637","1637","1637","STAFF","BL","Y","Y"
"1638","1638","1638","STAFF","BL","Y","Y"
"1656","1656","1656","STAFF","BL","Y","Y"
"1676","1676","1676","STAFF","BL","Y","Y"
"1686","1686","1686","STAFF","BL","Y","Y"
"1689","1689","1689","STAFF","BL","Y","Y"
"1705","1705","1705","STAFF","BL","Y","Y"
"1717","1717","1717","STAFF","BL","Y","Y"
"1731","1731","1731","STAFF","BL","Y","Y"
"1744","1744","1744","STAFF","BL","Y","Y"
"1747","1747","1747","STAFF","BL","Y","Y"
"1783","1783","1783","STAFF","IN","Y","Y"
"1861","1861","1861","STAFF","BL","Y","Y"
"1864","1864","1864","STAFF","BL","Y","Y"
"1870","1870","1870","STAFF","BL","Y","Y"
"1884","1884","1884","STAFF","BL","Y","Y"
"2018","2018","2018","STAFF","BL","Y","Y"
"2019","2019","2019","STAFF","BL","Y","Y"
"2049","2049","2049","STAFF","BL","Y","Y"
"2053","2053","2053","STAFF","BL","Y","Y"
"2062","2062","2062","STAFF","BL","Y","Y"
"2073","2073","2073","STAFF","BL","Y","Y"
"2075","2075","2075","STAFF","BL","Y","Y"
"2138","2138","2138","STAFF","BL","Y","Y"
"2163","2163","2163","STAFF","BL","Y","Y"
"2204","2204","2204","STAFF","BL","Y","Y"
"2224","2224","2224","STAFF","BL","Y","Y"
"2227","2227","2227","STAFF","BL","Y","Y"
"2230","2230","2230","STAFF","BL","Y","Y"
"2235","2235","2235","STAFF","BL","Y","Y"
"2236","2236","2236","STAFF","BL","Y","Y"
"2247","2247","2247","STAFF","BL","Y","Y"
"2284","2284","2284","STAFF","BL","Y","Y"
"2344","2344","2344","STAFF","BL","Y","Y"
"2369","2369","2369","STAFF","BL","Y","Y"
"2376","2376","2376","STAFF","BL","Y","Y"
"2377","2377","2377","STAFF","BL","Y","Y"
"2382","2382","2382","STAFF","BL","Y","Y"
"2383","2383","2383","STAFF","BL","Y","Y"
"2388","2388","2388","STAFF","BL","Y","Y"
"2389","2389","2389","STAFF","BL","Y","Y"
"2409","2409","2409","STAFF","BL","Y","Y"
"2412","2412","2412","STAFF","BL","Y","Y"
"2492","2492","2492","STAFF","BL","Y","Y"
"2533","2533","2533","STAFF","BL","Y","Y"
"2534","2534","2534","STAFF","BL","Y","Y"
"2535","2535","2535","STAFF","BL","Y","Y"
"2549","2549","2549","STAFF","BL","Y","Y"
"2550","2550","2550","STAFF","BL","Y","Y"
"2552","2552","2552","STAFF","BL","Y","Y"
"2554","2554","2554","STAFF","BL","Y","Y"
"2559","2559","2559","STAFF","BL","Y","Y"
"2566","2566","2566","STAFF","BL","Y","Y"
"2567","2567","2567","STAFF","BL","Y","Y"
"2568","2568","2568","STAFF","BL","Y","Y"
"2578","2578","2578","STAFF","BL","Y","Y"
"2582","2582","2582","STAFF","BL","Y","Y"
"2584","2584","2584","STAFF","BL","Y","Y"
"2587","2587","2587","STAFF","BL","Y","Y"
"2588","2588","2588","STAFF","BL","Y","Y"
"2593","2593","2593","STAFF","BL","Y","Y"
"2594","2594","2594","STAFF","BL","Y","Y"
"2595","2595","2595","STAFF","BL","Y","Y"
"2602","2602","2602","STAFF","BL","Y","Y"
"2606","2606","2606","STAFF","BL","Y","Y"
"2607","2607","2607","STAFF","BL","Y","Y"
"2612","2612","2612","STAFF","BL","Y","Y"
"2616","2616","2616","STAFF","BL","Y","Y"
"2621","2621","2621","STAFF","BL","Y","Y"
"2629","2629","2629","STAFF","BL","Y","Y"
"2631","2631","2631","STAFF","BL","Y","Y"
"2641","2641","2641","STAFF","BL","Y","Y"
"2646","2646","2646","STAFF","BL","Y","Y"
"2648","2648","2648","STAFF","BL","Y","Y"
"2651","2651","2651","STAFF","BL","Y","Y"
"2655","2655","2655","STAFF","BL","Y","Y"
"2656","2656","2656","STAFF","BL","Y","Y"
"2657","2657","2657","STAFF","BL","Y","Y"
"2658","2658","2658","STAFF","BL","Y","Y"
"2659","2659","2659","STAFF","BL","Y","Y"
"2693","2693","2693","STAFF","BL","Y","Y"
"2694","2694","2694","STAFF","BL","Y","Y"
"2695","2695","2695","STAFF","BL","Y","Y"
"2734","2734","2734","STAFF","BL","Y","Y"
"2742","2742","2742","STAFF","BL","Y","Y"
"2743","2743","2743","STAFF","BL","Y","Y"
"2744","2744","2744","STAFF","EA","Y","Y"
"2745","2745","2745","STAFF","BL","Y","Y"
"2746","2746","2746","STAFF","BL","Y","Y"
"2747","2747","2747","STAFF","BL","Y","Y"
"2748","2748","2748","STAFF","BL","Y","Y"
"2749","2749","2749","STAFF","IN","Y","Y"
"2750","2750","2750","STAFF","BL","Y","Y"
"2751","2751","2751","STAFF","NW","Y","Y"
"2752","2752","2752","STAFF","KO","Y","Y"
"2753","2753","2753","STAFF","BL","Y","Y"
"2754","2754","2754","STAFF","SB","Y","Y"
"2755","2755","2755","STAFF","BL","Y","Y"
"2756","2756","2756","STAFF","BL","Y","Y"
"2757","2757","2757","STAFF","EA","Y","Y"
"2758","2758","2758","STAFF","KO","Y","Y"
"2759","2759","2759","STAFF","IN","Y","Y"
"2760","2760","2760","STAFF","BL","Y","Y"
"2761","2761","2761","STAFF","BL","Y","Y"
"2762","2762","2762","STAFF","BL","Y","Y"
"2763","2763","2763","STAFF","IN","Y","Y"
"2764","2764","2764","STAFF","BL","Y","Y"
"2765","2765","2765","STAFF","BL","Y","Y"
"2766","2766","2766","STAFF","IN","Y","Y"
"2767","2767","2767","STAFF","BL","Y","Y"
"2768","2768","2768","STAFF","SB","Y","Y"
"2769","2769","2769","STAFF","SB","Y","Y"
"2770","2770","2770","STAFF","SB","Y","Y"
"2771","2771","2771","STAFF","EA","Y","Y"
"2772","2772","2772","STAFF","BL","Y","Y"
"2773","2773","2773","STAFF","BL","Y","Y"
"2774","2774","2774","STAFF","IN","Y","Y"
"2775","2775","2775","STAFF","BL","Y","Y"
"2776","2776","2776","STAFF","BL","Y","Y"
"2777","2777","2777","STAFF","IN","Y","Y"
"2778","2778","2778","STAFF","BL","Y","Y"
"2779","2779","2779","STAFF","IN","Y","Y"
"2780","2780","2780","STAFF","IN","Y","Y"
"2781","2781","2781","STAFF","IN","Y","Y"
"2782","2782","2782","STAFF","BL","Y","Y"
"2783","2783","2783","STAFF","IN","Y","Y"
"2784","2784","2784","STAFF","SB","Y","Y"
"2785","2785","2785","STAFF","SB","Y","Y"
"2786","2786","2786","STAFF","EA","Y","Y"
"2787","2787","2787","STAFF","IN","Y","Y"
"2788","2788","2788","STAFF","SE","Y","Y"
"2789","2789","2789","STAFF","BL","Y","Y"
"2790","2790","2790","STAFF","BL","Y","Y"
"2791","2791","2791","STAFF","IN","Y","Y"
"2792","2792","2792","STAFF","EA","Y","Y"
"2793","2793","2793","STAFF","BL","Y","Y"
"2794","2794","2794","STAFF","BL","Y","Y"
"2795","2795","2795","STAFF","BL","Y","Y"
"2796","2796","2796","STAFF","IN","Y","Y"
"2797","2797","2797","STAFF","BL","Y","Y"
"2798","2798","2798","STAFF","EA","Y","Y"
"2799","2799","2799","STAFF","BL","Y","Y"
"2800","2800","2800","STAFF","BL","Y","Y"
"2801","2801","2801","STAFF","BL","Y","Y"
"2802","2802","2802","STAFF","SB","Y","Y"
"2803","2803","2803","STAFF","SB","Y","Y"
"2804","2804","2804","STAFF","SB","Y","Y"
"2805","2805","2805","STAFF","BL","Y","Y"
"2806","2806","2806","STAFF","BL","Y","Y"
"2807","2807","2807","STAFF","IN","Y","Y"
"2808","2808","2808","STAFF","BL","Y","Y"
"2809","2809","2809","STAFF","EA","Y","Y"
"2810","2810","2810","STAFF","BL","Y","Y"
"2811","2811","2811","STAFF","BL","Y","Y"
"2812","2812","2812","STAFF","EA","Y","Y"
"2813","2813","2813","STAFF","KO","Y","Y"
"2814","2814","2814","STAFF","BL","Y","Y"
"2815","2815","2815","STAFF","IN","Y","Y"
"2816","2816","2816","STAFF","BL","Y","Y"
"2817","2817","2817","STAFF","KO","Y","Y"
"2818","2818","2818","STAFF","BL","Y","Y"
"2819","2819","2819","STAFF","BL","Y","Y"
"2820","2820","2820","STAFF","BL","Y","Y"
"2821","2821","2821","STAFF","BL","Y","Y"
"2822","2822","2822","STAFF","KO","Y","Y"
"2823","2823","2823","STAFF","BL","Y","Y"
"2824","2824","2824","STAFF","IN","Y","Y"
"2825","2825","2825","STAFF","BL","Y","Y"
"2826","2826","2826","STAFF","BL","Y","Y"
"2827","2827","2827","STAFF","BL","Y","Y"
"2828","2828","2828","STAFF","BL","Y","Y"
"2829","2829","2829","STAFF","BL","Y","Y"
"2830","2830","2830","STAFF","BL","Y","Y"
"2831","2831","2831","STAFF","IN","Y","Y"
"2832","2832","2832","STAFF","SB","Y","Y"
"2833","2833","2833","STAFF","BL","Y","Y"
"2834","2834","2834","STAFF","BL","Y","Y"
"2835","2835","2835","STAFF","IN","Y","Y"
"2836","2836","2836","STAFF","IN","Y","Y"
"2837","2837","2837","STAFF","IN","Y","Y"
"2838","2838","2838","STAFF","IN","Y","Y"
"2839","2839","2839","STAFF","KO","Y","Y"
"2840","2840","2840","STAFF","IN","Y","Y"
"2841","2841","2841","STAFF","BL","Y","Y"
"2842","2842","2842","STAFF","IN","Y","Y"
"2843","2843","2843","STAFF","NW","Y","Y"
"2844","2844","2844","STAFF","SB","Y","Y"
"2845","2845","2845","STAFF","BL","Y","Y"
"2846","2846","2846","STAFF","BL","Y","Y"
"2847","2847","2847","STAFF","BL","Y","Y"
"2848","2848","2848","STAFF","IN","Y","Y"
"2849","2849","2849","STAFF","EA","Y","Y"
"2850","2850","2850","STAFF","BL","Y","Y"
"2851","2851","2851","STAFF","BL","Y","Y"
"2852","2852","2852","STAFF","BL","Y","Y"
"2853","2853","2853","STAFF","SB","Y","Y"
"2854","2854","2854","STAFF","IN","Y","Y"
"2855","2855","2855","STAFF","NW","Y","Y"
"2856","2856","2856","STAFF","IN","Y","Y"
"2857","2857","2857","STAFF","EA","Y","Y"
"2858","2858","2858","STAFF","BL","Y","Y"
"2859","2859","2859","STAFF","SB","Y","Y"
"2860","2860","2860","STAFF","BL","Y","Y"
"2861","2861","2861","STAFF","BL","Y","Y"
"2862","2862","2862","STAFF","BL","Y","Y"
"2863","2863","2863","STAFF","BL","Y","Y"
"2864","2864","2864","STAFF","IN","Y","Y"
"2865","2865","2865","STAFF","BL","Y","Y"
"2866","2866","2866","STAFF","IN","Y","Y"
"2867","2867","2867","STAFF","BL","Y","Y"
"2868","2868","2868","STAFF","SE","Y","Y"
"2869","2869","2869","STAFF","KO","Y","Y"
"2870","2870","2870","STAFF","IN","Y","Y"
"2871","2871","2871","STAFF","IN","Y","Y"
"2872","2872","2872","STAFF","BL","Y","Y"
"2873","2873","2873","STAFF","BL","Y","Y"
"2874","2874","2874","STAFF","BL","Y","Y"
"2875","2875","2875","STAFF","BL","Y","Y"
"2876","2876","2876","STAFF","SE","Y","Y"
"2877","2877","2877","STAFF","BL","Y","Y"
"2878","2878","2878","STAFF","BL","Y","Y"
"2879","2879","2879","STAFF","BL","Y","Y"
"2880","2880","2880","STAFF","BL","Y","Y"
"2881","2881","2881","STAFF","SE","Y","Y"
"2882","2882","2882","STAFF","SE","Y","Y"
"2883","2883","2883","STAFF","BL","Y","Y"
"2884","2884","2884","STAFF","BL","Y","Y"
"2885","2885","2885","STAFF","BL","Y","Y"
"2886","2886","2886","STAFF","BL","Y","Y"
"2887","2887","2887","STAFF","IN","Y","Y"
"2888","2888","2888","STAFF","BL","Y","Y"
"2889","2889","2889","STAFF","BL","Y","Y"
"2890","2890","2890","STAFF","BL","Y","Y"
"2891","2891","2891","STAFF","EA","Y","Y"
"2892","2892","2892","STAFF","BL","Y","Y"
"2893","2893","2893","STAFF","IN","Y","Y"
"2894","2894","2894","STAFF","BL","Y","Y"
"2895","2895","2895","STAFF","IN","Y","Y"
"2896","2896","2896","STAFF","BL","Y","Y"
"2897","2897","2897","STAFF","IN","Y","Y"
"2898","2898","2898","STAFF","IN","Y","Y"
"2899","2899","2899","STAFF","BL","Y","Y"
"2900","2900","2900","STAFF","EA","Y","Y"
"2901","2901","2901","STAFF","BL","Y","Y"
"2902","2902","2902","STAFF","BL","Y","Y"
"2903","2903","2903","STAFF","BL","Y","Y"
"2904","2904","2904","STAFF","BL","Y","Y"
"2905","2905","2905","STAFF","IN","Y","Y"
"2906","2906","2906","STAFF","BL","Y","Y"
"2907","2907","2907","STAFF","BL","Y","Y"
"2908","2908","2908","STAFF","EA","Y","Y"
"2909","2909","2909","STAFF","BL","Y","Y"
"2910","2910","2910","STAFF","SB","Y","Y"
"2911","2911","2911","STAFF","IN","Y","Y"
"2912","2912","2912","STAFF","BL","Y","Y"
"2913","2913","2913","STAFF","BL","Y","Y"
"2914","2914","2914","STAFF","BL","Y","Y"
"2915","2915","2915","STAFF","BL","Y","Y"
"2916","2916","2916","STAFF","BL","Y","Y"
"2917","2917","2917","STAFF","IN","Y","Y"
"2918","2918","2918","STAFF","BL","Y","Y"
"2919","2919","2919","STAFF","IN","Y","Y"
"2920","2920","2920","STAFF","EA","Y","Y"
"2921","2921","2921","STAFF","EA","Y","Y"
"2922","2922","2922","STAFF","EA","Y","Y"
"2923","2923","2923","STAFF","EA","Y","Y"
"2924","2924","2924","STAFF","EA","Y","Y"
"2925","2925","2925","STAFF","IN","Y","Y"
"2926","2926","2926","STAFF","BL","Y","Y"
"2927","2927","2927","STAFF","EA","Y","Y"
"2928","2928","2928","STAFF","BL","Y","Y"
"2929","2929","2929","STAFF","SB","Y","Y"
"2930","2930","2930","STAFF","EA","Y","Y"
"2931","2931","2931","STAFF","IN","Y","Y"
"2932","2932","2932","STAFF","BL","Y","Y"
"2933","2933","2933","STAFF","IN","Y","Y"
"2934","2934","2934","STAFF","NW","Y","Y"
"2935","2935","2935","STAFF","KO","Y","Y"
"2936","2936","2936","STAFF","IN","Y","Y"
"2937","2937","2937","STAFF","IN","Y","Y"
"2938","2938","2938","STAFF","BL","Y","Y"
"2939","2939","2939","STAFF","EA","Y","Y"
"2940","2940","2940","STAFF","BL","Y","Y"
"2941","2941","2941","STAFF","BL","Y","Y"
"2942","2942","2942","STAFF","BL","Y","Y"
"2943","2943","2943","STAFF","BL","Y","Y"
"2944","2944","2944","STAFF","KO","Y","Y"
"2945","2945","2945","STAFF","BL","Y","Y"
"2946","2946","2946","STAFF","NW","Y","Y"
"2947","2947","2947","STAFF","SB","Y","Y"
"2948","2948","2948","STAFF","KO","Y","Y"
"2949","2949","2949","STAFF","IN","Y","Y"
"2950","2950","2950","STAFF","IN","Y","Y"
"2951","2951","2951","STAFF","SE","Y","Y"
"2952","2952","2952","STAFF","BL","Y","Y"
"2953","2953","2953","STAFF","BL","Y","Y"
"2954","2954","2954","STAFF","BL","Y","Y"
"2955","2955","2955","STAFF","BL","Y","Y"
"2956","2956","2956","STAFF","BL","Y","Y"
"2957","2957","2957","STAFF","BL","Y","Y"
"2958","2958","2958","STAFF","BL","Y","Y"
"2959","2959","2959","STAFF","IN","Y","Y"
"2960","2960","2960","STAFF","IN","Y","Y"
"2961","2961","2961","STAFF","IN","Y","Y"
"2962","2962","2962","STAFF","IN","Y","Y"
"2963","2963","2963","STAFF","IN","Y","Y"
"2964","2964","2964","STAFF","BL","Y","Y"
"2965","2965","2965","STAFF","BL","Y","Y"
"2966","2966","2966","STAFF","IN","Y","Y"
"2967","2967","2967","STAFF","IN","Y","Y"
"2968","2968","2968","STAFF","BL","Y","Y"
"2969","2969","2969","STAFF","SB","Y","Y"
"2970","2970","2970","STAFF","IN","Y","Y"
"2971","2971","2971","STAFF","IN","Y","Y"
"2972","2972","2972","STAFF","EA","Y","Y"
"2973","2973","2973","STAFF","IN","Y","Y"
"2974","2974","2974","STAFF","BL","Y","Y"
"2975","2975","2975","STAFF","IN","Y","Y"
"2976","2976","2976","STAFF","IN","Y","Y"
"2977","2977","2977","STAFF","BL","Y","Y"
"2978","2978","2978","STAFF","BL","Y","Y"
"2979","2979","2979","STAFF","IN","Y","Y"
"2980","2980","2980","STAFF","IN","Y","Y"
"2981","2981","2981","STAFF","BL","Y","Y"
"2982","2982","2982","STAFF","BL","Y","Y"
"2983","2983","2983","STAFF","IN","Y","Y"
"2984","2984","2984","STAFF","IN","Y","Y"
"2985","2985","2985","STAFF","BL","Y","Y"
"2986","2986","2986","STAFF","IN","Y","Y"
"2987","2987","2987","STAFF","BL","Y","Y"
"2988","2988","2988","STAFF","IN","Y","Y"
"2989","2989","2989","STAFF","BL","Y","Y"
"2990","2990","2990","STAFF","BL","Y","Y"
"2991","2991","2991","STAFF","IN","Y","Y"
"2992","2992","2992","STAFF","BL","Y","Y"
"2993","2993","2993","STAFF","IN","Y","Y"
"2994","2994","2994","STAFF","BL","Y","Y"
"2995","2995","2995","STAFF","BL","Y","Y"
"2996","2996","2996","STAFF","NW","Y","Y"
"2997","2997","2997","STAFF","BL","Y","Y"
"2998","2998","2998","STAFF","BL","Y","Y"
"2999","2999","2999","STAFF","IN","Y","Y"
"3000","3000","3000","STAFF","IN","Y","Y"
"3001","3001","3001","STAFF","IN","Y","Y"
"3002","3002","3002","STAFF","BL","Y","Y"
"3003","3003","3003","STAFF","BL","Y","Y"
"3004","3004","3004","STAFF","SB","Y","Y"
"3005","3005","3005","STAFF","IN","Y","Y"
"3006","3006","3006","STAFF","BL","Y","Y"
"3007","3007","3007","STAFF","BL","Y","Y"
"3008","3008","3008","STAFF","BL","Y","Y"
"3009","3009","3009","STAFF","IN","Y","Y"
"3010","3010","3010","STAFF","IN","Y","Y"
"3011","3011","3011","STAFF","IN","Y","Y"
"3012","3012","3012","STAFF","BL","Y","Y"
"3013","3013","3013","STAFF","SB","Y","Y"
"3014","3014","3014","STAFF","BL","Y","Y"
"3015","3015","3015","STAFF","BL","Y","Y"
"3016","3016","3016","STAFF","BL","Y","Y"
"3017","3017","3017","STAFF","EA","Y","Y"
"3018","3018","3018","STAFF","EA","Y","Y"
"3019","3019","3019","STAFF","IN","Y","Y"
"3020","3020","3020","STAFF","BL","Y","Y"
"3021","3021","3021","STAFF","IN","Y","Y"
"3022","3022","3022","STAFF","BL","Y","Y"
"3023","3023","3023","STAFF","BL","Y","Y"
"3024","3024","3024","STAFF","BL","Y","Y"
"3025","3025","3025","STAFF","BL","Y","Y"
"3026","3026","3026","STAFF","BL","Y","Y"
"3027","3027","3027","STAFF","IN","Y","Y"
"3028","3028","3028","STAFF","IN","Y","Y"
"3029","3029","3029","STAFF","BL","Y","Y"
"3030","3030","3030","STAFF","BL","Y","Y"
"3031","3031","3031","STAFF","IN","Y","Y"
"3032","3032","3032","STAFF","IN","Y","Y"
"3033","3033","3033","STAFF","BL","Y","Y"
"3034","3034","3034","STAFF","IN","Y","Y"
"3035","3035","3035","STAFF","IN","Y","Y"
"3036","3036","3036","STAFF","BL","Y","Y"
"3037","3037","3037","STAFF","BL","Y","Y"
"3038","3038","3038","STAFF","KO","Y","Y"
"3039","3039","3039","STAFF","BL","Y","Y"
"3040","3040","3040","STAFF","IN","Y","Y"
"3041","3041","3041","STAFF","BL","Y","Y"
"3042","3042","3042","STAFF","BL","Y","Y"
"3043","3043","3043","STAFF","BL","Y","Y"
"3044","3044","3044","STAFF","SE","Y","Y"
"3045","3045","3045","STAFF","IN","Y","Y"
"3046","3046","3046","STAFF","BL","Y","Y"
"3047","3047","3047","STAFF","BL","Y","Y"
"3048","3048","3048","STAFF","IN","Y","Y"
"3049","3049","3049","STAFF","BL","Y","Y"
"3050","3050","3050","STAFF","SE","Y","Y"
"3051","3051","3051","STAFF","BL","Y","Y"
"3052","3052","3052","STAFF","KO","Y","Y"
"3053","3053","3053","STAFF","IN","Y","Y"
"3054","3054","3054","STAFF","IN","Y","Y"
