"ENTITY_ID","OBJ_ID","ACTV_IND"
"2885","2885","Y"
"2886","2886","Y"
"2887","2887","Y"
"2888","2888","Y"
"2889","2889","Y"
"2890","2890","Y"
"2891","2891","Y"
"2892","2892","Y"
"2893","2893","Y"
"2894","2894","Y"
"2895","2895","Y"
"2896","2896","Y"
"2897","2897","Y"
"2898","2898","Y"
"2899","2899","Y"
"2900","2900","Y"
"2901","2901","Y"
"2902","2902","Y"
"2903","2903","Y"
"2904","2904","Y"
"2905","2905","Y"
"2906","2906","Y"
"2907","2907","Y"
"2908","2908","Y"
"2909","2909","Y"
"2910","2910","Y"
"2911","2911","Y"
"2912","2912","Y"
"2913","2913","Y"
"2914","2914","Y"
"2915","2915","Y"
"2916","2916","Y"
"2917","2917","Y"
"2918","2918","Y"
"2919","2919","Y"
"2920","2920","Y"
"2921","2921","Y"
"2922","2922","Y"
"2923","2923","Y"
"2924","2924","Y"
"2925","2925","Y"
"2926","2926","Y"
"2927","2927","Y"
"2928","2928","Y"
"2929","2929","Y"
"2930","2930","Y"
"2931","2931","Y"
"2932","2932","Y"
"2933","2933","Y"
"2934","2934","Y"
"2935","2935","Y"
"2936","2936","Y"
"2937","2937","Y"
"2938","2938","Y"
"2939","2939","Y"
"2940","2940","Y"
"2941","2941","Y"
"2942","2942","Y"
"2943","2943","Y"
"2944","2944","Y"
"2945","2945","Y"
"2946","2946","Y"
"2947","2947","Y"
"2948","2948","Y"
"2949","2949","Y"
"2950","2950","Y"
"2951","2951","Y"
"2952","2952","Y"
"2953","2953","Y"
"2954","2954","Y"
"2955","2955","Y"
"2956","2956","Y"
"2957","2957","Y"
"2958","2958","Y"
"2959","2959","Y"
"2960","2960","Y"
"2961","2961","Y"
"2962","2962","Y"
"2963","2963","Y"
"2964","2964","Y"
"2965","2965","Y"
"2966","2966","Y"
"2967","2967","Y"
"2968","2968","Y"
"2969","2969","Y"
"2970","2970","Y"
"2971","2971","Y"
"2972","2972","Y"
"2973","2973","Y"
"2974","2974","Y"
"2975","2975","Y"
"2976","2976","Y"
"2977","2977","Y"
"2978","2978","Y"
"2979","2979","Y"
"2980","2980","Y"
"2981","2981","Y"
"2982","2982","Y"
"2983","2983","Y"
"2984","2984","Y"
"2985","2985","Y"
"2986","2986","Y"
"2987","2987","Y"
"2988","2988","Y"
"2989","2989","Y"
"2990","2990","Y"
"2991","2991","Y"
"2992","2992","Y"
"2993","2993","Y"
"2994","2994","Y"
"2995","2995","Y"
"2996","2996","Y"
"2997","2997","Y"
"2998","2998","Y"
"2999","2999","Y"
"3000","3000","Y"
"3001","3001","Y"
"3002","3002","Y"
"3003","3003","Y"
"3004","3004","Y"
"3005","3005","Y"
"3006","3006","Y"
"3007","3007","Y"
"3008","3008","Y"
"3009","3009","Y"
"3010","3010","Y"
"3011","3011","Y"
"3012","3012","Y"
"3013","3013","Y"
"3014","3014","Y"
"3015","3015","Y"
"3016","3016","Y"
"3017","3017","Y"
"3018","3018","Y"
"3019","3019","Y"
"3020","3020","Y"
"3021","3021","Y"
"3022","3022","Y"
"3023","3023","Y"
"3024","3024","Y"
"3025","3025","Y"
"3026","3026","Y"
"3027","3027","Y"
"3028","3028","Y"
"3029","3029","Y"
"3030","3030","Y"
"3031","3031","Y"
"3032","3032","Y"
"3033","3033","Y"
"3034","3034","Y"
"3035","3035","Y"
"3036","3036","Y"
"3037","3037","Y"
"3038","3038","Y"
"3039","3039","Y"
"3040","3040","Y"
"3041","3041","Y"
"3042","3042","Y"
"3043","3043","Y"
"3044","3044","Y"
"3045","3045","Y"
"3046","3046","Y"
"3047","3047","Y"
"3048","3048","Y"
"3049","3049","Y"
"3050","3050","Y"
"3051","3051","Y"
"3052","3052","Y"
"3053","3053","Y"
"3054","3054","Y"
"3055","3055","Y"
"3056","3056","Y"
"3057","3057","Y"
"3058","3058","Y"
"3059","3059","Y"
"3060","3060","Y"
"3061","3061","Y"
"3062","3062","Y"
"3063","3063","Y"
"3064","3064","Y"
"3065","3065","Y"
"3066","3066","Y"
"3067","3067","Y"
"3068","3068","Y"
"3069","3069","Y"
"3070","3070","Y"
"3071","3071","Y"
"3072","3072","Y"
"3073","3073","Y"
"3074","3074","Y"
"3075","3075","Y"
"3076","3076","Y"
"3077","3077","Y"
"3078","3078","Y"
"3079","3079","Y"
"3080","3080","Y"
"3081","3081","Y"
"3082","3082","Y"
"3083","3083","Y"
"3084","3084","Y"
"3085","3085","Y"
"3086","3086","Y"
"3087","3087","Y"
"3088","3088","Y"
"3089","3089","Y"
"3090","3090","Y"
"3091","3091","Y"
"3092","3092","Y"
"3093","3093","Y"
"3094","3094","Y"
"3095","3095","Y"
"3096","3096","Y"
"3097","3097","Y"
"3098","3098","Y"
"3099","3099","Y"
"3100","3100","Y"
"3101","3101","Y"
"3102","3102","Y"
"3103","3103","Y"
"3104","3104","Y"
"3105","3105","Y"
"3106","3106","Y"
"3107","3107","Y"
"3108","3108","Y"
"3109","3109","Y"
"3110","3110","Y"
"3111","3111","Y"
"3112","3112","Y"
"3113","3113","Y"
"3114","3114","Y"
"3115","3115","Y"
"3116","3116","Y"
"3117","3117","Y"
"3118","3118","Y"
"3119","3119","Y"
"3120","3120","Y"
"3121","3121","Y"
"3122","3122","Y"
"3123","3123","Y"
"3124","3124","Y"
"3125","3125","Y"
"3126","3126","Y"
"3127","3127","Y"
"3128","3128","Y"
"3129","3129","Y"
"3130","3130","Y"
"3131","3131","Y"
"3132","3132","Y"
"3133","3133","Y"
"3134","3134","Y"
"3135","3135","Y"
"3136","3136","Y"
"3137","3137","Y"
"3138","3138","Y"
"3139","3139","Y"
"3140","3140","Y"
"3141","3141","Y"
"3142","3142","Y"
"3143","3143","Y"
"3144","3144","Y"
"3145","3145","Y"
"3146","3146","Y"
"3147","3147","Y"
"3148","3148","Y"
"3149","3149","Y"
"3150","3150","Y"
"3151","3151","Y"
"3152","3152","Y"
"3153","3153","Y"
"3154","3154","Y"
"3155","3155","Y"
"3156","3156","Y"
"3157","3157","Y"
"3158","3158","Y"
"3159","3159","Y"
"3160","3160","Y"
"3161","3161","Y"
"3162","3162","Y"
"3163","3163","Y"
"3164","3164","Y"
"3165","3165","Y"
"3166","3166","Y"
"3167","3167","Y"
"3168","3168","Y"
"3169","3169","Y"
"3170","3170","Y"
"3171","3171","Y"
"3172","3172","Y"
"3173","3173","Y"
"3174","3174","Y"
"3175","3175","Y"
"3176","3176","Y"
"3177","3177","Y"
"3178","3178","Y"
"3179","3179","Y"
"3180","3180","Y"
"3181","3181","Y"
"3182","3182","Y"
"3183","3183","Y"
"3184","3184","Y"
"3185","3185","Y"
"3186","3186","Y"
"3187","3187","Y"
"3188","3188","Y"
"3189","3189","Y"
"3190","3190","Y"
"3191","3191","Y"
"3192","3192","Y"
"3193","3193","Y"
"3194","3194","Y"
"3195","3195","Y"
"3196","3196","Y"
"3197","3197","Y"
"3198","3198","Y"
"3199","3199","Y"
"3200","3200","Y"
"3201","3201","Y"
"3202","3202","Y"
"3203","3203","Y"
"3204","3204","Y"
"3205","3205","Y"
"3206","3206","Y"
"3207","3207","Y"
"3208","3208","Y"
"3209","3209","Y"
"3210","3210","Y"
"3211","3211","Y"
"3212","3212","Y"
"3213","3213","Y"
"3214","3214","Y"
"3215","3215","Y"
"3216","3216","Y"
"3217","3217","Y"
"3218","3218","Y"
"3219","3219","Y"
"3220","3220","Y"
"3221","3221","Y"
"3222","3222","Y"
"3223","3223","Y"
"3224","3224","Y"
"3225","3225","Y"
"3226","3226","Y"
"3227","3227","Y"
"3228","3228","Y"
"3229","3229","Y"
"3230","3230","Y"
"3231","3231","Y"
"3232","3232","Y"
"3233","3233","Y"
"3234","3234","Y"
"3235","3235","Y"
"3236","3236","Y"
"3237","3237","Y"
"3238","3238","Y"
"3239","3239","Y"
"3240","3240","Y"
"3241","3241","Y"
"3242","3242","Y"
"3243","3243","Y"
"3244","3244","Y"
"3245","3245","Y"
"3246","3246","Y"
"3247","3247","Y"
"3248","3248","Y"
"3249","3249","Y"
"3250","3250","Y"
"3251","3251","Y"
"3252","3252","Y"
"3253","3253","Y"
"3254","3254","Y"
"3255","3255","Y"
"3256","3256","Y"
"3257","3257","Y"
"3258","3258","Y"
"3259","3259","Y"
"3260","3260","Y"
"3261","3261","Y"
"3262","3262","Y"
"3263","3263","Y"
"3264","3264","Y"
"3265","3265","Y"
"3266","3266","Y"
"3267","3267","Y"
"3268","3268","Y"
"3269","3269","Y"
"3270","3270","Y"
"3272","3272","Y"
"3273","3273","Y"
"3274","3274","Y"
"3275","3275","Y"
"3276","3276","Y"
"3277","3277","Y"
"3278","3278","Y"
"3279","3279","Y"
"3280","3280","Y"
"3281","3281","Y"
"3282","3282","Y"
"3283","3283","Y"
"3284","3284","Y"
"3285","3285","Y"
"3286","3286","Y"
"3287","3287","Y"
"3288","3288","Y"
"3289","3289","Y"
"3290","3290","Y"
"3291","3291","Y"
"3292","3292","Y"
"3293","3293","Y"
"3294","3294","Y"
"3295","3295","Y"
"3296","3296","Y"
"3297","3297","Y"
"3298","3298","Y"
"3299","3299","Y"
"3300","3300","Y"
"3301","3301","Y"
"3302","3302","Y"
"3303","3303","Y"
"3304","3304","Y"
"3305","3305","Y"
"3306","3306","Y"
"3307","3307","Y"
"3308","3308","Y"
"3309","3309","Y"
"3310","3310","Y"
"3311","3311","Y"
"3312","3312","Y"
"3313","3313","Y"
"3314","3314","Y"
"3315","3315","Y"
"3316","3316","Y"
"3317","3317","Y"
"3318","3318","Y"
"3319","3319","Y"
"3320","3320","Y"
"3321","3321","Y"
"3322","3322","Y"
"3323","3323","Y"
"3324","3324","Y"
"3325","3325","Y"
"3326","3326","Y"
"3327","3327","Y"
"3328","3328","Y"
"3329","3329","Y"
"3330","3330","Y"
"3331","3331","Y"
"3332","3332","Y"
"3333","3333","Y"
"3334","3334","Y"
"3335","3335","Y"
"3336","3336","Y"
"3337","3337","Y"
"3338","3338","Y"
"3339","3339","Y"
"3340","3340","Y"
"3341","3341","Y"
"3342","3342","Y"
"3343","3343","Y"
"3344","3344","Y"
"3345","3345","Y"
"3346","3346","Y"
"3347","3347","Y"
"3348","3348","Y"
"3349","3349","Y"
"3350","3350","Y"
"3351","3351","Y"
"3352","3352","Y"
"3353","3353","Y"
"3354","3354","Y"
"3355","3355","Y"
"3356","3356","Y"
"3357","3357","Y"
"3358","3358","Y"
"3359","3359","Y"
"3360","3360","Y"
"3361","3361","Y"
"3362","3362","Y"
"3363","3363","Y"
"3364","3364","Y"
"3365","3365","Y"
"3366","3366","Y"
"3367","3367","Y"
"3368","3368","Y"
"3369","3369","Y"
"3370","3370","Y"
"3371","3371","Y"
"3372","3372","Y"
"3373","3373","Y"
"3374","3374","Y"
"3375","3375","Y"
"3376","3376","Y"
"3377","3377","Y"
"3378","3378","Y"
"3379","3379","Y"
"3380","3380","Y"
"3381","3381","Y"
"3382","3382","Y"
"3383","3383","Y"
"3384","3384","Y"
"3385","3385","Y"
"3386","3386","Y"
"3387","3387","Y"
"3388","3388","Y"
"3389","3389","Y"
"3390","3390","Y"
"3391","3391","Y"
"3392","3392","Y"
"3393","3393","Y"
"3394","3394","Y"
"3395","3395","Y"
"3396","3396","Y"
"3397","3397","Y"
"3398","3398","Y"
"3399","3399","Y"
"3400","3400","Y"
"3401","3401","Y"
"3402","3402","Y"
"3403","3403","Y"
"3404","3404","Y"
"3405","3405","Y"
"3406","3406","Y"
"3407","3407","Y"
"3408","3408","Y"
"3409","3409","Y"
"3410","3410","Y"
"3411","3411","Y"
"3412","3412","Y"
"3413","3413","Y"
"3414","3414","Y"
"3415","3415","Y"
"3416","3416","Y"
"3417","3417","Y"
"3418","3418","Y"
"3419","3419","Y"
"3420","3420","Y"
"3421","3421","Y"
"3422","3422","Y"
"3423","3423","Y"
"3424","3424","Y"
"3425","3425","Y"
"3426","3426","Y"
"3427","3427","Y"
"3428","3428","Y"
"3429","3429","Y"
"3430","3430","Y"
"3431","3431","Y"
"3432","3432","Y"
"3433","3433","Y"
"3434","3434","Y"
"3435","3435","Y"
"3436","3436","Y"
"3437","3437","Y"
"3438","3438","Y"
"3439","3439","Y"
"3440","3440","Y"
"3441","3441","Y"
"3442","3442","Y"
"3443","3443","Y"
"3444","3444","Y"
"3445","3445","Y"
"3446","3446","Y"
"3447","3447","Y"
"3448","3448","Y"
"3449","3449","Y"
"3450","3450","Y"
"3451","3451","Y"
"3452","3452","Y"
"3453","3453","Y"
"3454","3454","Y"
"3455","3455","Y"
"3456","3456","Y"
"3457","3457","Y"
"3458","3458","Y"
"3459","3459","Y"
"3460","3460","Y"
"3461","3461","Y"
"3462","3462","Y"
"3463","3463","Y"
"3464","3464","Y"
"3465","3465","Y"
"3466","3466","Y"
"3467","3467","Y"
"3468","3468","Y"
"3469","3469","Y"
"3470","3470","Y"
"3471","3471","Y"
"3472","3472","Y"
"3473","3473","Y"
"3474","3474","Y"
"3475","3475","Y"
"3476","3476","Y"
"3477","3477","Y"
"3478","3478","Y"
"3479","3479","Y"
"3480","3480","Y"
"3481","3481","Y"
"3482","3482","Y"
"3483","3483","Y"
"3484","3484","Y"
"3485","3485","Y"
"3486","3486","Y"
"3487","3487","Y"
"3488","3488","Y"
"3489","3489","Y"
"3490","3490","Y"
"3491","3491","Y"
"3492","3492","Y"
"3493","3493","Y"
"3494","3494","Y"
"3495","3495","Y"
"3496","3496","Y"
"3497","3497","Y"
"3498","3498","Y"
"3499","3499","Y"
"3500","3500","Y"
"3501","3501","Y"
"3502","3502","Y"
"3503","3503","Y"
"3504","3504","Y"
"3505","3505","Y"
"3506","3506","Y"
"3507","3507","Y"
"3508","3508","Y"
"3509","3509","Y"
"3510","3510","Y"
"3511","3511","Y"
"3512","3512","Y"
"3513","3513","Y"
"3514","3514","Y"
"3515","3515","Y"
"3516","3516","Y"
"3517","3517","Y"
"3518","3518","Y"
"3519","3519","Y"
"3520","3520","Y"
"3521","3521","Y"
"3522","3522","Y"
"3523","3523","Y"
"3524","3524","Y"
"3525","3525","Y"
"3526","3526","Y"
"3527","3527","Y"
"3528","3528","Y"
"3529","3529","Y"
"3530","3530","Y"
"3531","3531","Y"
"3532","3532","Y"
"3533","3533","Y"
"3534","3534","Y"
"3535","3535","Y"
"3536","3536","Y"
"3537","3537","Y"
"3538","3538","Y"
"3539","3539","Y"
"3540","3540","Y"
"3541","3541","Y"
"3542","3542","Y"
"3543","3543","Y"
"3544","3544","Y"
"3545","3545","Y"
"3546","3546","Y"
"3547","3547","Y"
"3548","3548","Y"
"3549","3549","Y"
"3550","3550","Y"
"3551","3551","Y"
"3552","3552","Y"
"3553","3553","Y"
"3554","3554","Y"
"3555","3555","Y"
"3556","3556","Y"
"3557","3557","Y"
"3558","3558","Y"
"3559","3559","Y"
"3560","3560","Y"
"3561","3561","Y"
"3562","3562","Y"
"3563","3563","Y"
"3564","3564","Y"
"3565","3565","Y"
"3566","3566","Y"
"3567","3567","Y"
"3568","3568","Y"
"3569","3569","Y"
"3570","3570","Y"
"3571","3571","Y"
"3572","3572","Y"
"3573","3573","Y"
"3574","3574","Y"
"3575","3575","Y"
"3576","3576","Y"
"3577","3577","Y"
"3578","3578","Y"
"3579","3579","Y"
"3580","3580","Y"
"3581","3581","Y"
"3582","3582","Y"
"3583","3583","Y"
"3584","3584","Y"
"3585","3585","Y"
"3586","3586","Y"
"3587","3587","Y"
"3588","3588","Y"
"3589","3589","Y"
"3590","3590","Y"
"3591","3591","Y"
"3592","3592","Y"
"3593","3593","Y"
"3594","3594","Y"
"3595","3595","Y"
"3596","3596","Y"
"3597","3597","Y"
"3598","3598","Y"
"3599","3599","Y"
"3600","3600","Y"
"3601","3601","Y"
"3602","3602","Y"
"3603","3603","Y"
"3604","3604","Y"
"3605","3605","Y"
"3606","3606","Y"
"3607","3607","Y"
"3608","3608","Y"
"3609","3609","Y"
"3610","3610","Y"
"3611","3611","Y"
"3612","3612","Y"
"3613","3613","Y"
"3614","3614","Y"
"3615","3615","Y"
"3616","3616","Y"
"3617","3617","Y"
"3618","3618","Y"
"3619","3619","Y"
"3620","3620","Y"
"3621","3621","Y"
"3622","3622","Y"
"3623","3623","Y"
"3624","3624","Y"
"3625","3625","Y"
"3626","3626","Y"
"3627","3627","Y"
"3628","3628","Y"
"3629","3629","Y"
"3630","3630","Y"
"3631","3631","Y"
"3632","3632","Y"
"3633","3633","Y"
"3634","3634","Y"
"3635","3635","Y"
"3636","3636","Y"
"3637","3637","Y"
"3638","3638","Y"
"3639","3639","Y"
"3640","3640","Y"
"3641","3641","Y"
"3642","3642","Y"
"3643","3643","Y"
"3644","3644","Y"
"3645","3645","Y"
"3646","3646","Y"
"3647","3647","Y"
"3648","3648","Y"
"3649","3649","Y"
"3650","3650","Y"
"3651","3651","Y"
"3652","3652","Y"
"3653","3653","Y"
"3654","3654","Y"
"3655","3655","Y"
"3656","3656","Y"
"3657","3657","Y"
"3658","3658","Y"
"3659","3659","Y"
"3660","3660","Y"
"3661","3661","Y"
"3662","3662","Y"
"3663","3663","Y"
"3664","3664","Y"
"3665","3665","Y"
"3666","3666","Y"
"3667","3667","Y"
"3668","3668","Y"
"3669","3669","Y"
"3670","3670","Y"
"3671","3671","Y"
"3672","3672","Y"
"3673","3673","Y"
"3674","3674","Y"
"3675","3675","Y"
"3676","3676","Y"
"3677","3677","Y"
"3678","3678","Y"
"3679","3679","Y"
"3680","3680","Y"
"3681","3681","Y"
"3682","3682","Y"
"3683","3683","Y"
"3684","3684","Y"
"3685","3685","Y"
"3686","3686","Y"
"3687","3687","Y"
"3688","3688","Y"
"3689","3689","Y"
"3690","3690","Y"
"3691","3691","Y"
"3692","3692","Y"
"3693","3693","Y"
"3694","3694","Y"
"3695","3695","Y"
"3696","3696","Y"
"3697","3697","Y"
"3698","3698","Y"
"3699","3699","Y"
"3700","3700","Y"
"3701","3701","Y"
"3702","3702","Y"
"3703","3703","Y"
"3704","3704","Y"
"3705","3705","Y"
"3706","3706","Y"
"3707","3707","Y"
"3708","3708","Y"
"3709","3709","Y"
"3710","3710","Y"
"3711","3711","Y"
"3712","3712","Y"
"3713","3713","Y"
"3714","3714","Y"
"3715","3715","Y"
"3716","3716","Y"
"3717","3717","Y"
"3718","3718","Y"
"3719","3719","Y"
"3720","3720","Y"
"3721","3721","Y"
"3722","3722","Y"
"3723","3723","Y"
"3724","3724","Y"
"3725","3725","Y"
"3726","3726","Y"
"3727","3727","Y"
"3728","3728","Y"
"3729","3729","Y"
"3730","3730","Y"
"3731","3731","Y"
"3732","3732","Y"
"3733","3733","Y"
"3734","3734","Y"
"3735","3735","Y"
"3736","3736","Y"
"3737","3737","Y"
"3738","3738","Y"
"3739","3739","Y"
"3740","3740","Y"
"3741","3741","Y"
"3742","3742","Y"
"3743","3743","Y"
"3744","3744","Y"
"3745","3745","Y"
"3746","3746","Y"
"3747","3747","Y"
"3748","3748","Y"
"3749","3749","Y"
"3750","3750","Y"
"3751","3751","Y"
"3752","3752","Y"
"3753","3753","Y"
"3754","3754","Y"
"3755","3755","Y"
"3756","3756","Y"
"3757","3757","Y"
"3758","3758","Y"
"3759","3759","Y"
"3760","3760","Y"
"3761","3761","Y"
"3762","3762","Y"
"3763","3763","Y"
"3764","3764","Y"
"3765","3765","Y"
"3766","3766","Y"
"3767","3767","Y"
"3768","3768","Y"
