"PRNCPL_ID","OBJ_ID","PRNCPL_NM","ENTITY_ID","ACTV_IND"
"1329701509","1329701509","tcgabrie","4008","Y"
"1335003222","1335003222","jkitchen","2965","Y"
"1340401175","1340401175","scgorman","3465","Y"
"1362801241","1362801241","crockett","1091","Y"
"1364506195","1364506195","rcwhitte","2917","Y"
"1365502400","1365502400","toldham","3268","Y"
"1369907980","1369907980","mgaspard","3032","Y"
"1370604405","1370604405","nbarden","3272","Y"
"1373005978","1373005978","hsoucy","3743","Y"
"1373503598","1373503598","hoates","3679","Y"
"1377209588","1377209588","clinksca","2762","Y"
"1381802688","1381802688","mitalber","3154","Y"
"1386607996","1386607996","eccann","3449","Y"
"1391306877","1391306877","jccrim","3616","Y"
"1391703903","1391703903","jccranfo","3773","Y"
"1391709836","1391709836","jcgasawa","3024","Y"
"1394308640","1394308640","ccjeanlo","3585","Y"
"1395608638","1395608638","dkeesee","3319","Y"
"1396502519","1396502519","acbaugh","3035","Y"
"1399906687","1399906687","jcmcphee","3228","Y"
"1401601855","1401601855","gyazzie","3179","Y"
"1402703961","1402703961","ahrens","2388","Y"
"1407101459","1407101459","fpelleti","3296","Y"
"1409801740","1409801740","edsteine","3563","Y"
"1409904240","1409904240","jdpfeife","3170","Y"
"1416100736","1416100736","tkoch","3816","Y"
"1417202799","1417202799","gdduggan","3777","Y"
"1421900725","1421900725","bdashley","3675","Y"
"1423005543","1423005543","henshaw","2235","Y"
"1423508220","1423508220","jdboldt","3982","Y"
"1429401698","1429401698","tdweir","3890","Y"
"1429707627","1429707627","tdblackm","3305","Y"
"1435600603","1435600603","rhess","3783","Y"
"1435601504","1435601504","rplatt","2887","Y"
"1438202062","1438202062","bdbenedi","2621","Y"
"1443505632","1443505632","adbrunel","3789","Y"
"1445401166","1445401166","erubio","2837","Y"
"1452907448","1452907448","thaxton","2138","Y"
"1461200273","1461200273","clowe","3542","Y"
"1462106196","1462106196","dwarring","2888","Y"
"1463703123","1463703123","gdmassie","3932","Y"
"1463708773","1463708773","gdwolfen","3446","Y"
"1466201279","1466201279","jdweston","2876","Y"
"1469805442","1469805442","ikite","2937","Y"
"1481405715","1481405715","burwell","2829","Y"
"1486601605","1486601605","edlink","3714","Y"
"1494004993","1494004993","mlunn","3239","Y"
"1499309452","1499309452","bfey","3132","Y"
"1504703229","1504703229","cburnsid","3102","Y"
"1505600379","1505600379","jerowe","3913","Y"
"1506406723","1506406723","nwigfall","3388","Y"
"1507307306","1507307306","berisner","1315","Y"
"1509103107","1509103107","aemcafee","1012","Y"
"1513707924","1513707924","rearbuck","3453","Y"
"1514106516","1514106516","sharma","1078","Y"
"1516301766","1516301766","deeasley","3503","Y"
"1516709007","1516709007","felingo","3433","Y"
"1516803729","1516803729","sturgill","2800","Y"
"1520300891","1520300891","revalenz","3900","Y"
"1522307114","1522307114","rtye","3949","Y"
"1523400530","1523400530","noconnor","3979","Y"
"1525600953","1525600953","dekirkla","3952","Y"
"1526100787","1526100787","cantu","1334","Y"
"1529707192","1529707192","tmedelli","3509","Y"
"1531507338","1531507338","degarret","3993","Y"
"1533606607","1533606607","ccozart","3439","Y"
"1538407407","1538407407","sehafer","3207","Y"
"1539805280","1539805280","recoffee","2567","Y"
"1541203472","1541203472","wwentwor","3052","Y"
"1542907750","1542907750","jahnke","2629","Y"
"1545104915","1545104915","abarring","2943","Y"
"1548905190","1548905190","jlarrabe","3330","Y"
"1550800182","1550800182","lane","1232","Y"
"1555503680","1555503680","eeschwei","3821","Y"
"1556602834","1556602834","dealicea","3829","Y"
"1565601803","1565601803","senava","3000","Y"
"1567300664","1567300664","sellison","3430","Y"
"1569401609","1569401609","peacock","2376","Y"
"1572208606","1572208606","walcott","1107","Y"
"1581207819","1581207819","rmangan","2936","Y"
"1583009370","1583009370","aeabad","3071","Y"
"1586001806","1586001806","bhoneycu","2844","Y"
"1586809641","1586809641","robeson","2578","Y"
"1587202030","1587202030","remalloy","3490","Y"
"1591904250","1591904250","cgoebel","2984","Y"
"1594308264","1594308264","cenicely","3639","Y"
"1595003228","1595003228","hcalkins","3314","Y"
"1601505971","1601505971","dfalbert","3336","Y"
"1603607198","1603607198","rlamoure","3571","Y"
"1604403450","1604403450","hffinche","2780","Y"
"1604603002","1604603002","westfall","1013","Y"
"1604806887","1604806887","afwasser","2857","Y"
"1607306341","1607306341","bfreber","3782","Y"
"1610003826","1610003826","akunkel","2849","Y"
"1611308074","1611308074","ncarner","3903","Y"
"1612700914","1612700914","ffrosale","3745","Y"
"1612703479","1612703479","fricci","3728","Y"
"1617103986","1617103986","wftom","3204","Y"
"1618507225","1618507225","vbrooke","3608","Y"
"1623901088","1623901088","claw","3368","Y"
"1624505499","1624505499","lfalcone","3481","Y"
"1625704209","1625704209","dbinkley","3217","Y"
"1632009201","1632009201","lfpasley","3627","Y"
"1634605169","1634605169","kbotello","3584","Y"
"1638600687","1638600687","mchang","2826","Y"
"1640704968","1640704968","ihargett","3373","Y"
"1641209639","1641209639","wfrosenb","3401","Y"
"1643905301","1643905301","imiracle","3871","Y"
"1645207081","1645207081","efley","2582","Y"
"1645403294","1645403294","efostran","3507","Y"
"1651505232","1651505232","haddock","1108","Y"
"1658401295","1658401295","aflowry","3799","Y"
"1659102154","1659102154","aaviles","3991","Y"
"1659405606","1659405606","nolinger","2909","Y"
"1662000685","1662000685","jfvelasq","2781","Y"
"1665808937","1665808937","fang","1077","Y"
"1668303757","1668303757","dfbrent","3108","Y"
"1674805643","1674805643","bsummer","2929","Y"
"1680308253","1680308253","droemer","2991","Y"
"1682403759","1682403759","albatten","3813","Y"
"1683304591","1683304591","luschrei","3499","Y"
"1689406108","1689406108","oroof","3589","Y"
"1693204528","1693204528","jingraha","2658","Y"
"1695804716","1695804716","opender","3828","Y"
"1700701530","1700701530","rglay","3172","Y"
"1701107778","1701107778","cgbashaw","2990","Y"
"1701207121","1701207121","dstanfil","3041","Y"
"1705103394","1705103394","jodaniel","1068","Y"
"1713307115","1713307115","toner","2761","Y"
"1715400568","1715400568","tgmosley","3018","Y"
"1715703441","1715703441","jogrigsb","3646","Y"
"1717008596","1717008596","tbayles","3099","Y"
"1719509014","1719509014","bkorte","2948","Y"
"1729700072","1729700072","twatson","2817","Y"
"1730300231","1730300231","fjacobs","3426","Y"
"1731109684","1731109684","jhoekstr","3501","Y"
"1732407799","1732407799","kgriffe","3878","Y"
"1736503440","1736503440","pwhitesi","3660","Y"
"1736801902","1736801902","gesposit","3790","Y"
"1739701101","1739701101","kggodfre","3390","Y"
"1741404211","1741404211","weis","1057","Y"
"1742302068","1742302068","efaust","2872","Y"
"1743101782","1743101782","dstaples","3472","Y"
"1747705005","1747705005","edmunds","1137","Y"
"1756202191","1756202191","qmedley","1087","Y"
"1758506777","1758506777","gwestove","3144","Y"
"1760600402","1760600402","dgquinn","3879","Y"
"1769006523","1769006523","dringer","2799","Y"
"1770301008","1770301008","cgcowan","3792","Y"
"1771605842","1771605842","tgalders","2903","Y"
"1772009053","1772009053","fbrimmer","4015","Y"
"1772205236","1772205236","kgcaruth","3842","Y"
"1777902237","1777902237","hgcanale","3413","Y"
"1778407739","1778407739","gamcgann","3359","Y"
"1781003865","1781003865","warriaga","3760","Y"
"1781104312","1781104312","rgforet","3002","Y"
"1793008100","1793008100","agsistru","3550","Y"
"1794704319","1794704319","karchie","3716","Y"
"1800105002","1800105002","jharrels","3733","Y"
"1805206486","1805206486","jholifie","3289","Y"
"1805600524","1805600524","wolf","2224","Y"
"1811109385","1811109385","rtasker","3610","Y"
"1815201705","1815201705","jdugan","3348","Y"
"1815208190","1815208190","houlihan","1001","Y"
"1816003921","1816003921","lhwild","4017","Y"
"1817304397","1817304397","dheagle","3698","Y"
"1821805071","1821805071","eharmend","3681","Y"
"1825000680","1825000680","sexton","3248","Y"
"1825401133","1825401133","hhbolden","3194","Y"
"1851407732","1851407732","lraab","3080","Y"
"1858404165","1858404165","awalston","3349","Y"
"1860205280","1860205280","bcoffee","3304","Y"
"1860501124","1860501124","khcrabtr","1016","Y"
"1860703812","1860703812","mhkozlow","3067","Y"
"1862105446","1862105446","dhhicker","3447","Y"
"1867204529","1867204529","mhhiller","3996","Y"
"1867601981","1867601981","ehsheare","3547","Y"
"1870105802","1870105802","bsuzuki","3256","Y"
"1872708343","1872708343","cswinson","3129","Y"
"1873802777","1873802777","voglesby","3048","Y"
"1877007651","1877007651","renshaw","2865","Y"
"1879003958","1879003958","ahdurden","3463","Y"
"1881202850","1881202850","rhharbin","3630","Y"
"1890604607","1890604607","rhfoltz","3315","Y"
"1890805655","1890805655","sowings","2923","Y"
"1893206735","1893206735","jpelleri","3680","Y"
"1893804727","1893804727","pforest","3066","Y"
"1896903531","1896903531","thhiggs","3438","Y"
"1897800967","1897800967","dhfranks","3397","Y"
"1908806212","1908806212","mcdavid","1115","Y"
"1913409136","1913409136","efiscus","3233","Y"
"1913605143","1913605143","eispille","3346","Y"
"1917101392","1917101392","wraines","3287","Y"
"1927601081","1927601081","moser","2825","Y"
"1936702499","1936702499","gokeefe","2996","Y"
"1940602451","1940602451","cischaef","3407","Y"
"1946205984","1946205984","lileath","3688","Y"
"1950502955","1950502955","tsaavedr","2898","Y"
"1951202859","1951202859","eireynos","3967","Y"
"1956702925","1956702925","aichow","3884","Y"
"1959008511","1959008511","ahlers","2743","Y"
"1963107144","1963107144","rlanda","3343","Y"
"1969307398","1969307398","clamp","3558","Y"
"1975509930","1975509930","bmodica","2946","Y"
"1976402563","1976402563","eilawton","2492","Y"
"1977504222","1977504222","tination","3031","Y"
"1982103476","1982103476","risaucie","3781","Y"
"1982906442","1982906442","bfederic","3477","Y"
"1985208153","1985208153","mwines","3470","Y"
"1988505427","1988505427","awestcot","3831","Y"
"1988805632","1988805632","brunelle","1036","Y"
"1991802088","1991802088","divarela","2908","Y"
"1996305599","1996305599","tithurmo","3864","Y"
"1997403090","1997403090","mbillups","3082","Y"
"1998203566","1998203566","rstiltne","2954","Y"
"1999401495","1999401495","qmarin","1744","Y"
"2","2","kfs","2","Y"
"2003405744","2003405744","sjgott","3833","Y"
"2007308722","2007308722","bkrouse","3350","Y"
"2007901595","2007901595","hlackey","3459","Y"
"2015800662","2015800662","rjweiss","4026","Y"
"2017509094","2017509094","jquacken","3130","Y"
"2030404991","2030404991","ajpedigo","1601","Y"
"2035402366","2035402366","jjojeda","3835","Y"
"2037407017","2037407017","dkean","3077","Y"
"2039604860","2039604860","sjvillag","3143","Y"
"2040308140","2040308140","ljgarry","3484","Y"
"2042307164","2042307164","econwell","2874","Y"
"2044004167","2044004167","csipes","3285","Y"
"2047009140","2047009140","aeanes","3912","Y"
"2051003056","2051003056","tbrito","3818","Y"
"2056202906","2056202906","qthao","3994","Y"
"2057006123","2057006123","bhollifi","2971","Y"
"2059604038","2059604038","wjwitte","2860","Y"
"2063705233","2063705233","gducharm","3178","Y"
"2065607872","2065607872","sshaughn","2886","Y"
"2067406910","2067406910","vlaroche","2843","Y"
"2079200881","2079200881","hberger","2980","Y"
"2079403368","2079403368","gposton","3419","Y"
"2079504577","2079504577","ggaray","1545","Y"
"2079807479","2079807479","rjkobaya","3502","Y"
"2090102017","2090102017","tjnunn","3721","Y"
"2093401908","2093401908","tjkeenan","3847","Y"
"2098609156","2098609156","rbrannen","3257","Y"
"2100108872","2100108872","jtrueblo","3103","Y"
"2107408108","2107408108","striccia","3812","Y"
"2112807392","2112807392","bmcalpin","3619","Y"
"2117500270","2117500270","jkcurtis","3937","Y"
"2122306680","2122306680","rkrhone","3690","Y"
"2123906967","2123906967","cgillam","3011","Y"
"2125805710","2125805710","akfix","3098","Y"
"2129506255","2129506255","rerumsey","2782","Y"
"2130202257","2130202257","skgant","3136","Y"
"2133704704","2133704704","appleton","2774","Y"
"2141500632","2141500632","mkbooker","3980","Y"
"2142103403","2142103403","mkcuster","3093","Y"
"2151305938","2151305938","sreams","3297","Y"
"2151904169","2151904169","mrawlins","2595","Y"
"2153800157","2153800157","rose","2796","Y"
"2155107462","2155107462","apfister","4025","Y"
"2156007406","2156007406","ekhallid","3707","Y"
"2158407946","2158407946","akpisano","3948","Y"
"2159401306","2159401306","nsingh","3694","Y"
"2160401493","2160401493","ekarella","3819","Y"
"2160507403","2160507403","kkherefo","2018","Y"
"2164400022","2164400022","rodrigue","1079","Y"
"2165804985","2165804985","nsoper","3925","Y"
"2166904212","2166904212","rverdin","3747","Y"
"2168808105","2168808105","rruffner","3081","Y"
"2169500830","2169500830","mbernard","3524","Y"
"2171104510","2171104510","lkmulkey","2822","Y"
"2171806350","2171806350","jloeffle","3165","Y"
"2187909904","2187909904","lkshifle","3288","Y"
"2191200653","2191200653","lmcclure","3656","Y"
"2191506168","2191506168","wklykins","3138","Y"
"2198202350","2198202350","rklombar","3922","Y"
"2200400621","2200400621","mcallaha","3034","Y"
"2208900926","2208900926","jlemerso","3924","Y"
"2210506219","2210506219","mllargen","3466","Y"
"2210608902","2210608902","smorell","3083","Y"
"2210808811","2210808811","mckamey","2770","Y"
"2211304154","2211304154","ngerald","3998","Y"
"2216501154","2216501154","dmanley","3797","Y"
"2216800403","2216800403","llblake","3277","Y"
"2219604689","2219604689","rkeyser","3056","Y"
"2228105867","2228105867","damanzan","3961","Y"
"2228809634","2228809634","klshenk","3431","Y"
"2232000480","2232000480","lboone","3150","Y"
"2234900338","2234900338","rlbaldwi","3235","Y"
"2235508855","2235508855","mbrochu","2878","Y"
"2235508898","2235508898","moloughl","3332","Y"
"2237202707","2237202707","abney","4036","Y"
"2244704330","2244704330","dmcgehee","2978","Y"
"2247204558","2247204558","mforster","3182","Y"
"2250505415","2250505415","tbyron","2795","Y"
"2251000129","2251000129","tlporter","4000","Y"
"2253102501","2253102501","pgannon","3963","Y"
"2253805465","2253805465","klbaran","3622","Y"
"2254202107","2254202107","clgrossm","2951","Y"
"2256603317","2256603317","dlcarl","2848","Y"
"2257903278","2257903278","joreddic","3938","Y"
"2264204055","2264204055","adcochra","1138","Y"
"2266302958","2266302958","elmchenr","3049","Y"
"2275203572","2275203572","aharter","3486","Y"
"2283704736","2283704736","swickham","3593","Y"
"2285105599","2285105599","rothurmo","3858","Y"
"2286203328","2286203328","graff","2779","Y"
"2286701827","2286701827","jlconnel","3965","Y"
"2300300978","2300300978","rmoneil","1082","Y"
"2302909552","2302909552","lmjarboe","3308","Y"
"2307207334","2307207334","wgrillo","1525","Y"
"2307308417","2307308417","biworces","1102","Y"
"2308608509","2308608509","emalpert","3885","Y"
"2310609761","2310609761","smvansco","3227","Y"
"2311506822","2311506822","mmdilley","4014","Y"
"2314607060","2314607060","mmstouff","3615","Y"
"2314806121","2314806121","tmkato","1021","Y"
"2318004374","2318004374","lmtotten","3808","Y"
"2318605547","2318605547","rmdurst","3113","Y"
"2319606904","2319606904","ramckim","3794","Y"
"2321500336","2321500336","dmcummin","3409","Y"
"2325208621","2325208621","gpartee","3671","Y"
"2329509434","2329509434","rkephart","2928","Y"
"2330602960","2330602960","lachance","2834","Y"
"2331208456","2331208456","melson","1574","Y"
"2331903502","2331903502","odevries","1032","Y"
"2331909034","2331909034","elgin","1045","Y"
"2341000360","2341000360","vega","2810","Y"
"2343308403","2343308403","emdaviss","3843","Y"
"2355802016","2355802016","mmcronin","3852","Y"
"2361100900","2361100900","tcote","3752","Y"
"2361504918","2361504918","jmschram","3444","Y"
"2362105752","2362105752","dmdever","3520","Y"
"2363702481","2363702481","switzer","2821","Y"
"2366709421","2366709421","mcmaster","2230","Y"
"2367402565","2367402565","vwhiting","2957","Y"
"2368908934","2368908934","jferree","3962","Y"
"2371700399","2371700399","flowers","2818","Y"
"2379808946","2379808946","rdonohoe","3535","Y"
"2381600911","2381600911","jbaird","3061","Y"
"2382401375","2382401375","asmiley","4013","Y"
"2385706642","2385706642","lkerley","3273","Y"
"2390600602","2390600602","hutchins","1090","Y"
"2393306338","2393306338","dspinell","3933","Y"
"2396907870","2396907870","sweitzer","2862","Y"
"2405502709","2405502709","jnrhoads","3744","Y"
"2416008397","2416008397","leshelma","3195","Y"
"2420002064","2420002064","ghamby","3609","Y"
"2420700782","2420700782","rnmcinty","1023","Y"
"2422606713","2422606713","jnbybee","3043","Y"
"2422607714","2422607714","jateasle","2889","Y"
"2431808577","2431808577","duggins","1047","Y"
"2442402300","2442402300","dliu","4043","Y"
"2444607029","2444607029","dnginsbe","3094","Y"
"2450002411","2450002411","emonahan","3556","Y"
"2452000667","2452000667","mwinters","3601","Y"
"2456208743","2456208743","qfeather","2861","Y"
"2456303043","2456303043","anclancy","3654","Y"
"2459709799","2459709799","nnmcwhir","3387","Y"
"2462903583","2462903583","rnroyste","3311","Y"
"2466307862","2466307862","enalsup","3954","Y"
"2468607983","2468607983","enfitzhu","3483","Y"
"2470005487","2470005487","djohnsto","1433","Y"
"2470508447","2470508447","bnober","3379","Y"
"2473509501","2473509501","hnsheehy","3274","Y"
"2477306322","2477306322","sneberle","3105","Y"
"2479206997","2479206997","hvalente","2893","Y"
"2488308819","2488308819","gleffler","3511","Y"
"2492206714","2492206714","obrockwa","3562","Y"
"2493208285","2493208285","jkaminsk","3367","Y"
"2498300893","2498300893","hnmayer","3417","Y"
"2499408370","2499408370","qlaux","1884","Y"
"2501003115","2501003115","tcharlto","3860","Y"
"2513907599","2513907599","rokowalc","2839","Y"
"2514300297","2514300297","morhodes","3276","Y"
"2517107355","2517107355","wbreault","3467","Y"
"2528805211","2528805211","kalmonte","3530","Y"
"2529001055","2529001055","mogregg","3313","Y"
"2532408486","2532408486","kfulbrig","2961","Y"
"2537402233","2537402233","donugent","1005","Y"
"2537809390","2537809390","coshambl","3820","Y"
"2539200452","2539200452","gopoole","2776","Y"
"2544403609","2544403609","fscherer","3613","Y"
"2552202601","2552202601","bisom","3555","Y"
"2552809682","2552809682","eohurlbu","3393","Y"
"2553103572","2553103572","pharter","3620","Y"
"2553405475","2553405475","eoschenc","3488","Y"
"2557302698","2557302698","wwren","3266","Y"
"2558305577","2558305577","domarlin","3342","Y"
"2559901166","2559901166","rorubio","3476","Y"
"2563206771","2563206771","mclyde","3731","Y"
"2563307411","2563307411","gfrances","3633","Y"
"2564500627","2564500627","rocarey","3201","Y"
"2565902038","2565902038","vhuntley","2554","Y"
"2566404853","2566404853","bgroff","3410","Y"
"2566903942","2566903942","rshrader","3125","Y"
"2572007692","2572007692","fcarley","3981","Y"
"2578605950","2578605950","marchant","1231","Y"
"2580002272","2580002272","locarrin","3722","Y"
"2580507812","2580507812","cmounts","2863","Y"
"2585603740","2585603740","mcbee","2773","Y"
"2588101919","2588101919","bbruner","3631","Y"
"2588908364","2588908364","anock","2952","Y"
"2591309555","2591309555","joholter","2938","Y"
"2591702869","2591702869","jojude","2913","Y"
"2595106260","2595106260","bomiddle","3299","Y"
"2595801199","2595801199","davila","2880","Y"
"2596106833","2596106833","jotingle","3823","Y"
"2598709220","2598709220","klechner","3309","Y"
"2599004561","2599004561","abays","3391","Y"
"2600805164","2600805164","cpgariba","3939","Y"
"2604400361","2604400361","hglover","3525","Y"
"2615105455","2615105455","ochaisso","3867","Y"
"2615708929","2615708929","jgerhart","3809","Y"
"2617807722","2617807722","dpshuck","3866","Y"
"2620008671","2620008671","gpbilly","3216","Y"
"2625401275","2625401275","hho","3970","Y"
"2635407255","2635407255","jppankey","1309","Y"
"2639502574","2639502574","dmackenz","3586","Y"
"2642509031","2642509031","gpfabriz","2918","Y"
"2645800726","2645800726","npsolis","3055","Y"
"2649901983","2649901983","jphanks","3674","Y"
"2656601272","2656601272","dpteague","3973","Y"
"2659604340","2659604340","wcorbitt","2906","Y"
"2660204297","2660204297","bptrudea","3758","Y"
"2661408831","2661408831","aphafner","3746","Y"
"2663206846","2663206846","mparmer","3121","Y"
"2664109901","2664109901","asine","3687","Y"
"2664406482","2664406482","lander","2552","Y"
"2670801721","2670801721","sthorne","2974","Y"
"2671604827","2671604827","tdenman","3662","Y"
"2675503231","2675503231","bpashwor","3839","Y"
"2675607147","2675607147","gphom","2607","Y"
"2676505139","2676505139","dpwesson","3193","Y"
"2681701139","2681701139","fmayes","3513","Y"
"2683109793","2683109793","anavarre","3128","Y"
"2683807863","2683807863","yon","1080","Y"
"2687501556","2687501556","wakins","3126","Y"
"2688805408","2688805408","apgallah","3946","Y"
"2689004273","2689004273","mbrogan","3218","Y"
"2691706557","2691706557","burress","2794","Y"
"2693000507","2693000507","acochran","3455","Y"
"2698204697","2698204697","rpcoggin","3091","Y"
"2701102442","2701102442","cqquarle","3158","Y"
"2701405642","2701405642","mwainwri","2939","Y"
"2708207895","2708207895","rliston","3778","Y"
"2709506479","2709506479","plindema","3678","Y"
"2717708169","2717708169","psanmigu","3798","Y"
"2717804241","2717804241","dqperron","3862","Y"
"2718700680","2718700680","csexton","3587","Y"
"2722306665","2722306665","rqbarrin","3908","Y"
"2722708015","2722708015","awilk","3069","Y"
"2724700273","2724700273","jlowe","2975","Y"
"2726706560","2726706560","jbrockin","2953","Y"
"2728703111","2728703111","pgalvez","3163","Y"
"2735008733","2735008733","jqhepbur","3739","Y"
"2735702616","2735702616","ralston","1052","Y"
"2736007574","2736007574","pqstalna","2535","Y"
"2740808468","2740808468","cqlakin","3510","Y"
"2741900332","2741900332","jqsharp","1113","Y"
"2744604637","2744604637","dqsills","3399","Y"
"2751600451","2751600451","brock","2648","Y"
"2753204360","2753204360","jqlauer","2801","Y"
"2754906885","2754906885","rqwoolar","2534","Y"
"2758708357","2758708357","xrippy","1520","Y"
"2766001893","2766001893","koenig","2019","Y"
"2766501199","2766501199","mdavila","3923","Y"
"2773000082","2773000082","hqcolema","3691","Y"
"2777801570","2777801570","dahl","2284","Y"
"2780707389","2780707389","ymichael","2891","Y"
"2783907167","2783907167","mbremer","3652","Y"
"2788101156","2788101156","bplummer","3931","Y"
"2790001875","2790001875","adowdy","3017","Y"
"2792204561","2792204561","obays","3666","Y"
"2798209582","2798209582","rdegroot","3247","Y"
"2802202597","2802202597","arturpin","3423","Y"
"2802508887","2802508887","mrrutkow","4046","Y"
"2811207565","2811207565","crviolet","3294","Y"
"2814003959","2814003959","blackwoo","1074","Y"
"2814801804","2814801804","tmyles","3670","Y"
"2815401389","2815401389","trrodrig","3291","Y"
"2817408084","2817408084","gavent","3334","Y"
"2820008053","2820008053","grhayash","4004","Y"
"2826600464","2826600464","brsparks","2828","Y"
"2827008884","2827008884","arsergen","3310","Y"
"2836802141","2836802141","galley","2836","Y"
"2839007760","2839007760","cdupless","3498","Y"
"2843302291","2843302291","erbundy","3376","Y"
"2845700356","2845700356","pmcgee","3424","Y"
"2853504613","2853504613","bbilodea","3290","Y"
"2855702943","2855702943","hbeckwit","3333","Y"
"2857103497","2857103497","brmcgrew","3617","Y"
"2857802003","2857802003","dresquiv","3416","Y"
"2858107175","2858107175","dtowner","2787","Y"
"2860009297","2860009297","qpickel","2940","Y"
"2862905828","2862905828","rrdicken","3418","Y"
"2865309548","2865309548","rkirkend","3986","Y"
"2868007063","2868007063","hrshuber","3881","Y"
"2871205128","2871205128","brgodsey","3006","Y"
"2873601030","2873601030","arholley","3554","Y"
"2885908053","2885908053","jhayashi","2981","Y"
"2891402154","2891402154","braviles","3736","Y"
"2892007462","2892007462","bpfister","3751","Y"
"2904700508","2904700508","cschase","1056","Y"
"2905401709","2905401709","aatwood","3109","Y"
"2905707168","2905707168","tboutte","3479","Y"
"2906405069","2906405069","butt","2875","Y"
"2909700894","2909700894","jsalford","1441","Y"
"2915209681","2915209681","jsickes","2236","Y"
"2918801999","2918801999","gsams","3845","Y"
"2929202535","2929202535","purdy","2950","Y"
"2930203477","2930203477","ssales","2775","Y"
"2932706840","2932706840","ssred","3836","Y"
"2935303709","2935303709","cholly","2694","Y"
"2937208570","2937208570","gshaugh","3302","Y"
"2937806342","2937806342","coreal","1124","Y"
"2943509237","2943509237","grindle","1065","Y"
"2950605083","2950605083","resorrel","3738","Y"
"2953707698","2953707698","bocanegr","2593","Y"
"2954107527","2954107527","msmarian","2754","Y"
"2960207362","2960207362","bsvice","3322","Y"
"2966509283","2966509283","mssiegfr","3705","Y"
"2971109038","2971109038","lidorton","4012","Y"
