"ATTR_DATA_ID","OBJ_ID","VER_NBR","ROLE_MBR_ID","KIM_TYP_ID","KIM_ATTR_DEFN_ID","ATTR_VAL"
"KFS2840","KFS2840","1","1231","34","32","81"
"KFS2841","KFS2841","1","1232","34","32","82"
"KFS2842","KFS2842","1","1233","34","32","84"
"KFS2843","KFS2843","1","1234","34","32","50"
"KFS2844","KFS2844","1","1235","34","32","52"
"KFS2845","KFS2845","1","1236","34","32","51"
"KFS2846","KFS2846","1","1237","34","32","53"
"KFS2847","KFS2847","1","1238","34","32","54"
"KFS2848","KFS2848","1","1239","35","35","ANIM"
"KFS2849","KFS2849","1","1240","35","35","ANIM"
"KFS2850","KFS2850","1","1241","25","22","BA"
"KFS2851","KFS2851","1","1242","25","22","BL"
"KFS2852","KFS2852","1","1243","25","22","EA"
"KFS2853","KFS2853","1","1244","25","22","FW"
"KFS2854","KFS2854","1","1245","25","22","HO"
"KFS2855","KFS2855","1","1246","25","22","IA"
"KFS2856","KFS2856","1","1247","25","22","IN"
"KFS2857","KFS2857","1","1248","25","22","IU"
"KFS2858","KFS2858","1","1249","25","22","KO"
"KFS2859","KFS2859","1","1250","25","22","NW"
"KFS2860","KFS2860","1","1251","25","22","SB"
"KFS2861","KFS2861","1","1252","25","22","SE"
"KFS2862","KFS2862","1","1253","25","22","UA"
"KFS2864","KFS2864","1","1255","23","29","1"
"KFS2865","KFS2865","1","1256","23","29","1"
"KFS2866","KFS2866","1","1257","23","29","2"
"KFS2867","KFS2867","1","1258","23","29","2"
"KFS2868","KFS2868","1","1259","23","29","2"
"KFS2869","KFS2869","1","1260","23","29","2"
"KFS2870","KFS2870","1","1261","23","29","3"
"KFS2871","KFS2871","1","1262","23","29","4"
"KFS2872","KFS2872","1","1263","23","29","5"
"KFS2873","KFS2873","1","1264","23","29","6"
"KFS2874","KFS2874","1","1265","23","29","7"
"KFS2875","KFS2875","1","1266","23","29","8"
"KFS2876","KFS2876","1","1267","23","29","9"
"KFS2877","KFS2877","1","1268","23","29","10"
"KFS2878","KFS2878","1","1269","23","29","11"
"KFS2879","KFS2879","1","1270","23","29","11"
"KFS2880","KFS2880","1","1271","23","29","12"
"KFS2881","KFS2881","1","1272","23","29","13"
"KFS2882","KFS2882","1","1273","23","29","13"
"KFS2883","KFS2883","1","1274","23","29","14"
"KFS2884","KFS2884","1","1275","23","29","15"
"KFS2885","KFS2885","1","1276","23","29","16"
"KFS2886","KFS2886","1","1277","23","29","17"
"KFS2888","KFS2888","1","1278","37","36","PO"
"KFS2889","KFS2889","1","1279","37","36","PO"
"KFS2890","KFS2890","1","1280","37","36","PO"
"KFS2900","KFS2900","1","1285","29","22","BL"
"KFS2901","KFS2901","1","1285","29","24","BL"
"KFS2902","KFS2902","1","1286","29","22","BL"
"KFS2903","KFS2903","1","1286","29","24","BL"
"KFS2904","KFS2904","1","1287","29","13","ACCT"
"KFS2905","KFS2905","1","1287","29","22","BL"
"KFS2906","KFS2906","1","1287","29","24","BL"
"KFS2907","KFS2907","1","1288","29","13","ACCT"
"KFS2908","KFS2908","1","1288","29","22","BL"
"KFS2909","KFS2909","1","1288","29","24","BL"
"KFS2910","KFS2910","1","1289","27","22","BL"
"KFS2911","KFS2911","1","1289","27","24","PSY"
"KFS2912","KFS2912","1","1290","27","22","BL"
"KFS2913","KFS2913","1","1290","27","24","VPIT"
"KFS2920","KFS2920","1","1291","30","13","TF"
"KFS2921","KFS2921","1","1291","30","22","BL"
"KFS2922","KFS2922","1","1291","30","24","PSY"
"KFS2923","KFS2923","1","1291","30","28","1"
"KFS2945","KFS2945","1","1292","30","13","REQS"
"KFS2946","KFS2946","1","1292","30","22","BL"
"KFS2947","KFS2947","1","1292","30","24","PHYS"
"KFS2948","KFS2948","1","1292","30","26","1000"
"KFS2949","KFS2949","1","1293","24","34","H"
"KFS2950","KFS2950","1","1294","24","34","P"
"KFS2951","KFS2951","1","1295","24","34","T"
"KFS2952","KFS2952","1","1296","33","12","BL"
"KFS2953","KFS2953","1","1296","33","31","1113"
"KFS2954","KFS2954","1","1297","33","12","BL"
"KFS2955","KFS2955","1","1297","33","31","1113"
"KFS2956","KFS2956","1","1298","33","31","1*"
"KFS2957","KFS2957","1","1299","33","31","112*"
"KFS4017","KFS4017","1","13","36","22","IN"
"KFS4018","KFS4018","1","13","36","24","ALUM"
"KFS4030","KFS4030","1","13","36","4","KFS-SYS"
"KFS2958","KFS2958","1","1300","31","30","FEMP"
"KFS2960","KFS2960","1","1302","31","30","GENFND"
"KFS4040","KFS4040","1","1311","17","12","*"
"KFS2792","KFS2792","1","1327","32","33","10000025"
"KFS2793","KFS2793","1","1328","32","33","10000026"
"KFS2794","KFS2794","1","1329","32","33","10000027"
"KFS2795","KFS2795","1","1330","32","33","10000028"
"KFS2796","KFS2796","1","1331","32","33","10000029"
"KFS2797","KFS2797","1","1332","32","33","10000030"
"KFS2798","KFS2798","1","1333","32","33","10000031"
"KFS2799","KFS2799","1","1334","32","33","10000032"
"KFS2887","KFS2887","1","1337","37","36","DV"
"KFS2925","KFS2925","1","1338","6","22","UA"
"KFS2926","KFS2926","1","1338","6","24","UA"
"KFS2927","KFS2927","1","1339","30","13","BA"
"KFS2928","KFS2928","1","1339","30","22","UA"
"KFS2929","KFS2929","1","1339","30","24","UA"
"KFS2931","KFS2931","1","1340","6","22","EA"
"KFS2932","KFS2932","1","1340","6","24","EA"
"KFS2934","KFS2934","1","1341","6","22","KO"
"KFS2935","KFS2935","1","1341","6","24","KO"
"KFS2937","KFS2937","1","1342","6","22","NW"
"KFS2938","KFS2938","1","1342","6","24","NW"
"KFS2940","KFS2940","1","1343","6","22","SB"
"KFS2941","KFS2941","1","1343","6","24","SB"
"KFS2943","KFS2943","1","1344","6","22","SE"
"KFS2944","KFS2944","1","1344","6","24","SE"
"KFS2962","KFS2962","1","1348","46","38","F"
"KFS2963","KFS2963","1","1349","46","38","W"
"KFS4041","KFS4041","1","1354","17","12","*"
"KFS4019","KFS4019","1","14","36","22","NW"
"KFS4020","KFS4020","1","14","36","24","CACA"
"KFS4031","KFS4031","1","14","36","4","KFS-SYS"
"KFS2964","KFS2964","1","1606","62","45","true"
"KFS2965","KFS2965","1","1607","62","45","true"
"KFS2966","KFS2966","1","1608","62","45","true"
"KFS2967","KFS2967","1","1609","62","45","true"
"KFS2968","KFS2968","1","1610","62","45","false"
"KFS2969","KFS2969","1","1611","62","45","false"
"KFS2970","KFS2970","1","1612","6","22","IU"
"KFS2971","KFS2971","1","1612","6","24","UNIV"
"KFS2972","KFS2972","1","1613","6","22","IU"
"KFS2973","KFS2973","1","1613","6","24","UNIV"
"KFS2974","KFS2974","1","1614","6","22","IU"
"KFS2975","KFS2975","1","1614","6","24","UNIV"
"KFS2976","KFS2976","1","1615","6","22","IU"
"KFS2977","KFS2977","1","1615","6","24","UNIV"
"KFS2978","KFS2978","1","1616","6","22","IU"
"KFS2979","KFS2979","1","1616","6","24","UNIV"
"KFS2980","KFS2980","1","1617","6","22","IU"
"KFS2981","KFS2981","1","1617","6","24","UNIV"
"KFS2982","KFS2982","1","1618","6","22","IU"
"KFS2983","KFS2983","1","1618","6","24","UNIV"
"KFS2984","KFS2984","1","1619","6","22","BL"
"KFS2985","KFS2985","1","1619","6","24","ARSD"
"KFS2986","KFS2986","1","1620","6","22","BL"
"KFS2987","KFS2987","1","1620","6","24","ARSD"
"KFS2988","KFS2988","1","1621","6","22","BL"
"KFS2989","KFS2989","1","1621","6","24","ARSC"
"KFS2990","KFS2990","1","1622","6","22","BL"
"KFS2991","KFS2991","1","1622","6","24","ARSC"
"KFS2992","KFS2992","1","1623","6","22","BL"
"KFS2993","KFS2993","1","1623","6","24","PSY"
"KFS2994","KFS2994","1","1624","6","22","BL"
"KFS2995","KFS2995","1","1624","6","24","PSY"
"KFS2996","KFS2996","1","1625","6","22","BL"
"KFS2997","KFS2997","1","1625","6","24","BUDG"
"KFS2998","KFS2998","1","1626","6","22","BL"
"KFS2999","KFS2999","1","1626","6","24","BUDG"
"KFS3000","KFS3000","1","1627","6","22","BL"
"KFS3001","KFS3001","1","1627","6","24","BL"
"KFS3002","KFS3002","1","1628","6","22","BL"
"KFS3003","KFS3003","1","1628","6","24","BL"
"KFS3004","KFS3004","1","1629","6","22","BL"
"KFS3005","KFS3005","1","1629","6","24","BI"
"KFS3006","KFS3006","1","1630","6","22","BL"
"KFS3007","KFS3007","1","1630","6","24","BI"
"KFS3008","KFS3008","1","1631","6","22","BL"
"KFS3009","KFS3009","1","1631","6","24","BL"
"KFS3010","KFS3010","1","1632","6","22","UA"
"KFS3011","KFS3011","1","1632","6","24","UA"
"KFS3012","KFS3012","1","1633","6","22","IU"
"KFS3013","KFS3013","1","1633","6","24","UNIV"
"KFS3014","KFS3014","1","1634","6","22","BL"
"KFS3015","KFS3015","1","1634","6","24","BL"
"KFS3016","KFS3016","1","1635","6","22","BL"
"KFS3017","KFS3017","1","1635","6","24","BL"
"KFS3018","KFS3018","1","1636","6","22","BL"
"KFS3019","KFS3019","1","1636","6","24","BL"
"KFS3020","KFS3020","1","1637","6","22","BL"
"KFS3021","KFS3021","1","1637","6","24","BL"
"KFS3022","KFS3022","1","1638","6","22","BL"
"KFS3023","KFS3023","1","1638","6","24","BL"
"KFS4039","KFS4039","1","1640","17","12","*"
"KFS3026","KFS3026","1","1641","6","22","IU"
"KFS3027","KFS3027","1","1641","6","24","UNIV"
"KFS3028","KFS3028","1","1642","6","22","BL"
"KFS3029","KFS3029","1","1642","6","24","BL"
"KFS3030","KFS3030","1","1643","6","22","BL"
"KFS3031","KFS3031","1","1643","6","24","ARSD"
"KFS3032","KFS3032","1","1644","6","22","IU"
"KFS3033","KFS3033","1","1644","6","24","UNIV"
"KFS3034","KFS3034","1","1645","6","22","BL"
"KFS3035","KFS3035","1","1645","6","24","BL"
"KFS3036","KFS3036","1","1646","6","22","BL"
"KFS3037","KFS3037","1","1646","6","24","PHYS"
"KFS3038","KFS3038","1","1647","6","22","IU"
"KFS3039","KFS3039","1","1647","6","24","UNIV"
"KFS3040","KFS3040","1","1648","6","22","BL"
"KFS3041","KFS3041","1","1648","6","24","BL"
"KFS3042","KFS3042","1","1649","6","22","BL"
"KFS3043","KFS3043","1","1649","6","24","CHEM"
"KFS3044","KFS3044","1","1650","6","22","IU"
"KFS3045","KFS3045","1","1650","6","24","UNIV"
"KFS3046","KFS3046","1","1651","6","22","BL"
"KFS3047","KFS3047","1","1651","6","24","BL"
"KFS3048","KFS3048","1","1652","6","22","BL"
"KFS3049","KFS3049","1","1652","6","24","VPIT"
"KFS3050","KFS3050","1","1653","6","22","IU"
"KFS3051","KFS3051","1","1653","6","24","UNIV"
"KFS3052","KFS3052","1","1654","6","22","BL"
"KFS3053","KFS3053","1","1654","6","24","RUAD"
"KFS3054","KFS3054","1","1658","27","22","UA"
"KFS3055","KFS3055","1","1658","27","24","VPIT"
"KFS3056","KFS3056","1","1659","27","22","UA"
"KFS3057","KFS3057","1","1659","27","24","VPIT"
"KFS3058","KFS3058","1","1662","27","22","EA"
"KFS3059","KFS3059","1","1662","27","24","BOOK"
"KFS3060","KFS3060","1","1663","27","22","IN"
"KFS3061","KFS3061","1","1663","27","24","LART"
"KFS3062","KFS3062","1","1664","27","22","IN"
"KFS3063","KFS3063","1","1664","27","24","LART"
"KFS3064","KFS3064","1","1665","27","22","IN"
"KFS3065","KFS3065","1","1665","27","24","LART"
"KFS3066","KFS3066","1","1666","27","22","IN"
"KFS3067","KFS3067","1","1666","27","24","LART"
"KFS3068","KFS3068","1","1667","27","22","UA"
"KFS3069","KFS3069","1","1667","27","24","VPIT"
"KFS3070","KFS3070","1","1668","27","22","UA"
"KFS3071","KFS3071","1","1668","27","24","VPIT"
"KFS3072","KFS3072","1","1669","27","22","UA"
"KFS3073","KFS3073","1","1669","27","24","VPIT"
"KFS3082","KFS3082","1","1678","27","22","BL"
"KFS3083","KFS3083","1","1678","27","24","ARSD"
"KFS3084","KFS3084","1","1679","27","22","BL"
"KFS3085","KFS3085","1","1679","27","24","RUAD"
"KFS3086","KFS3086","1","1680","27","22","BL"
"KFS3087","KFS3087","1","1680","27","24","PHYS"
"KFS3088","KFS3088","1","1681","27","22","BL"
"KFS3089","KFS3089","1","1681","27","24","SOC"
"KFS3090","KFS3090","1","1682","27","22","BL"
"KFS3091","KFS3091","1","1682","27","24","BI"
"KFS3092","KFS3092","1","1683","30","24","PSY"
"KFS3093","KFS3093","1","1683","30","26","20000"
"KFS3154","KFS3154","1","1683","30","13","PRAP"
"KFS3155","KFS3155","1","1683","30","22","BL"
"KFS3094","KFS3094","1","1684","30","13","PRAP"
"KFS3095","KFS3095","1","1684","30","22","BL"
"KFS3096","KFS3096","1","1684","30","24","PSY"
"KFS3097","KFS3097","1","1684","30","26","5000"
"KFS3098","KFS3098","1","1684","30","27","30000"
"KFS3099","KFS3099","1","1685","30","13","PRAP"
"KFS3100","KFS3100","1","1685","30","22","BL"
"KFS3101","KFS3101","1","1685","30","24","ARSD"
"KFS3102","KFS3102","1","1685","30","26","20000"
"KFS3103","KFS3103","1","1686","30","22","BL"
"KFS3104","KFS3104","1","1686","30","24","RUAD"
"KFS3105","KFS3105","1","1686","30","26","20000"
"KFS3106","KFS3106","1","1687","30","22","BL"
"KFS3107","KFS3107","1","1687","30","24","PHYS"
"KFS3108","KFS3108","1","1688","30","13","PO"
"KFS3109","KFS3109","1","1688","30","22","BL"
"KFS3110","KFS3110","1","1688","30","24","SOC"
"KFS3111","KFS3111","1","1688","30","26","20000"
"KFS3112","KFS3112","1","1689","30","13","PREQ"
"KFS3113","KFS3113","1","1689","30","22","BL"
"KFS3114","KFS3114","1","1689","30","24","SOC"
"KFS3115","KFS3115","1","1689","30","26","5000"
"KFS3116","KFS3116","1","1690","30","13","PUR"
"KFS3117","KFS3117","1","1690","30","22","BL"
"KFS3118","KFS3118","1","1690","30","24","VPIT"
"KFS3119","KFS3119","1","1690","30","26","20000"
"KFS3120","KFS3120","1","1691","30","13","AP"
"KFS3121","KFS3121","1","1691","30","22","BL"
"KFS3122","KFS3122","1","1691","30","24","VPIT"
"KFS3123","KFS3123","1","1692","30","22","BL"
"KFS3124","KFS3124","1","1692","30","24","BI"
"KFS3125","KFS3125","1","1692","30","26","20000"
"KFS3126","KFS3126","1","1693","47","22","BL"
"KFS3127","KFS3127","1","1693","47","23","1031400"
"KFS3128","KFS3128","1","1693","47","39","AHD"
"KFS3129","KFS3129","1","1694","47","13","REQS"
"KFS3130","KFS3130","1","1694","47","22","BL"
"KFS3131","KFS3131","1","1694","47","23","2231405"
"KFS3132","KFS3132","1","1694","47","39","KUL"
"KFS3133","KFS3133","1","1695","47","22","BL"
"KFS3134","KFS3134","1","1695","47","23","2231479"
"KFS3135","KFS3135","1","1695","47","39","KUL"
"KFS3136","KFS3136","1","1696","47","22","PO"
"KFS3137","KFS3137","1","1696","47","22","BL"
"KFS3138","KFS3138","1","1696","47","23","2231451"
"KFS3139","KFS3139","1","1696","47","39","KUL"
"KFS3140","KFS3140","1","1697","47","22","PO"
"KFS3141","KFS3141","1","1697","47","39","KUL"
"KFS3142","KFS3142","1","1698","47","22","PO"
"KFS3143","KFS3143","1","1698","47","39","KUL"
"KFS3144","KFS3144","1","1699","47","22","BL"
"KFS3145","KFS3145","1","1699","47","23","2231461"
"KFS3146","KFS3146","1","1699","47","39","KUL"
"KFS3147","KFS3147","1","1700","47","22","BL"
"KFS3148","KFS3148","1","1700","47","23","2231411"
"KFS3149","KFS3149","1","1700","47","39","KUL"
"KFS3150","KFS3150","1","1701","47","22","BL"
"KFS3151","KFS3151","1","1701","47","23","2231419"
"KFS3152","KFS3152","1","1701","47","39","KUL"
"KFS3153","KFS3153","1","1702","25","22","BL"
"KFS4033","KFS4033","1","1705","30","22","IU"
"KFS4034","KFS4034","1","1705","30","24","UNIV"
"KFS4035","KFS4035","1","1705","30","13","BA"
"KFS4036","KFS4036","1","1706","30","22","IU"
"KFS4037","KFS4037","1","1706","30","24","UNIV"
"KFS4038","KFS4038","1","1706","30","13","YEBA"
"KFS4042","KFS4042","1","1707","30","22","IU"
"KFS4043","KFS4043","1","1707","30","24","UNIV"
"KFS4044","KFS4044","1","1707","30","13","FPYE"
"KFS4045","KFS4045","1","1708","30","22","IU"
"KFS4046","KFS4046","1","1708","30","24","UNIV"
"KFS4047","KFS4047","1","1708","30","13","LDYE"
"KFS4000","KFS4000","1","4","36","22","BL"
"KFS4001","KFS4001","1","4","36","24","ACTG"
"KFS4022","KFS4022","1","4","36","4","KFS-SYS"
"KFS4002","KFS4002","1","5","36","22","BL"
"KFS4023","KFS4023","1","5","36","4","KFS-SYS"
"KFS4032","KFS4032","1","5","36","24","ADMS"
"KFS4004","KFS4004","1","7","36","22","BL"
"KFS4005","KFS4005","1","7","36","24","BOND"
"KFS4024","KFS4024","1","7","36","4","KFS-SYS"
"KFS4006","KFS4006","1","8","36","22","BL"
"KFS4007","KFS4007","1","8","36","24","AIND"
"KFS4025","KFS4025","1","8","36","4","KFS-SYS"
"KFS2692","KFS2692","1","898","36","4","KFS-CG"
"KFS2693","KFS2693","1","898","36","22","BL"
"KFS2694","KFS2694","1","898","36","24","PSY"
"KFS2695","KFS2695","1","899","36","4","KFS-FP"
"KFS2696","KFS2696","1","899","36","22","BL"
"KFS2697","KFS2697","1","899","36","24","ARSD"
"KFS4008","KFS4008","1","9","36","22","NW"
"KFS4009","KFS4009","1","9","36","24","NURS"
"KFS4026","KFS4026","1","9","36","4","KFS-SYS"
"KFS2698","KFS2698","1","900","36","4","KFS-CG"
"KFS2699","KFS2699","1","900","36","22","UA"
"KFS2700","KFS2700","1","900","36","24","PUR"
"KFS2701","KFS2701","1","901","36","4","KFS-FP"
"KFS2702","KFS2702","1","901","36","22","BL"
"KFS2703","KFS2703","1","901","36","24","ANTH"
"KFS2704","KFS2704","1","902","36","4","KFS-CG"
"KFS2705","KFS2705","1","902","36","22","BL"
"KFS2706","KFS2706","1","902","36","24","VPGA"
"KFS2707","KFS2707","1","903","36","4","KFS-FP"
"KFS2708","KFS2708","1","903","36","22","BL"
"KFS2709","KFS2709","1","903","36","24","ARSD"
"KFS2710","KFS2710","1","904","28","25","N"
"KFS2711","KFS2711","1","904","28","22","UA"
"KFS2712","KFS2712","1","904","28","24","PUR"
"KFS2713","KFS2713","1","905","28","25","Y"
"KFS2714","KFS2714","1","905","28","22","UA"
"KFS2715","KFS2715","1","905","28","24","PUR"
"KFS2716","KFS2716","1","906","28","25","N"
"KFS2717","KFS2717","1","906","28","22","BL"
"KFS2718","KFS2718","1","906","28","24","ARSC"
"KFS2719","KFS2719","1","907","28","25","Y"
"KFS2720","KFS2720","1","907","28","22","BL"
"KFS2721","KFS2721","1","907","28","24","ARSC"
"KFS2722","KFS2722","1","908","28","25","N"
"KFS2723","KFS2723","1","908","28","22","UA"
"KFS2724","KFS2724","1","908","28","24","PUR"
"KFS2725","KFS2725","1","909","28","25","N"
"KFS2726","KFS2726","1","909","28","22","BL"
"KFS2727","KFS2727","1","909","28","24","CHEM"
"KFS2728","KFS2728","1","910","28","25","N"
"KFS2729","KFS2729","1","910","28","22","IN"
"KFS2730","KFS2730","1","910","28","24","PSYC"
"KFS2732","KFS2732","1","911","27","22","EA"
"KFS2733","KFS2733","1","911","27","24","BURS"
"KFS2735","KFS2735","1","912","27","22","IN"
"KFS2736","KFS2736","1","912","27","24","ACCT"
"KFS2738","KFS2738","1","913","27","22","UA"
"KFS2739","KFS2739","1","913","27","24","VPIT"
"KFS2741","KFS2741","1","914","27","22","IN"
"KFS2742","KFS2742","1","914","27","24","ACCT"
"KFS2740","KFS2740","1","915","17","12","BL"
"KFS2743","KFS2743","1","916","17","12","BL"
"KFS2744","KFS2744","1","917","17","12","EA"
"KFS2745","KFS2745","1","918","17","12","EA"
"KFS2746","KFS2746","1","919","17","12","FW"
"KFS2747","KFS2747","1","920","17","12","FW"
"KFS2748","KFS2748","1","921","17","12","IN"
"KFS2749","KFS2749","1","922","17","12","IN"
"KFS2750","KFS2750","1","923","17","12","KO"
"KFS2751","KFS2751","1","924","17","12","KO"
"KFS2752","KFS2752","1","925","17","12","NW"
"KFS2753","KFS2753","1","926","17","12","NW"
"KFS2754","KFS2754","1","927","17","12","SB"
"KFS2755","KFS2755","1","928","17","12","SB"
"KFS2756","KFS2756","1","929","17","12","SE"
"KFS2757","KFS2757","1","930","17","12","SE"
"KFS2758","KFS2758","1","931","17","12","BL"
"KFS2759","KFS2759","1","932","17","12","BL"
"KFS2760","KFS2760","1","933","17","12","EA"
"KFS2761","KFS2761","1","934","17","12","IN"
"KFS2762","KFS2762","1","935","17","12","IN"
"KFS2763","KFS2763","1","936","17","12","KO"
"KFS2764","KFS2764","1","937","17","12","KO"
"KFS2765","KFS2765","1","938","17","12","NW"
"KFS2766","KFS2766","1","939","17","12","NW"
"KFS2767","KFS2767","1","940","17","12","SB"
"KFS2768","KFS2768","1","941","17","12","SB"
"KFS2769","KFS2769","1","942","17","12","SE"
"KFS2770","KFS2770","1","943","17","12","SE"
"KFS2771","KFS2771","1","944","46","12","BL"
"KFS2772","KFS2772","1","945","46","12","EA"
"KFS2773","KFS2773","1","946","46","12","IN"
"KFS2774","KFS2774","1","947","46","12","IN"
"KFS2775","KFS2775","1","948","46","12","KO"
"KFS2776","KFS2776","1","949","46","12","NW"
"KFS2777","KFS2777","1","950","46","12","SB"
"KFS2778","KFS2778","1","951","46","12","SB"
"KFS2779","KFS2779","1","952","46","12","SE"
"KFS2780","KFS2780","1","953","17","12","BL"
"KFS2781","KFS2781","1","954","17","12","BL"
"KFS2782","KFS2782","1","955","17","12","IN"
"KFS2783","KFS2783","1","956","17","12","IN"
"KFS3171","KFS3171","1","994","17","12","IN"
"KFS3172","KFS3172","1","995","17","12","EA"
"KFS3173","KFS3173","1","996","17","12","EA"
"KFS3174","KFS3174","1","997","17","12","EA"
"KFS3175","KFS3175","1","998","17","12","EA"
"KFS3176","KFS3176","1","999","17","12","KO"
