"ROLE_PERM_ID","OBJ_ID","VER_NBR","ROLE_ID","PERM_ID","ACTV_IND"
"KFS563","KFS563","1","44","149","Y"
"KFS565","KFS565","1","44","298","Y"
"KFS567","KFS567","1","44","299","Y"
"KFS57","KFS57","1","5","44","Y"
"KFS570","KFS570","1","54","247","Y"
"KFS571","KFS571","1","54","301","Y"
"KFS572","KFS572","1","62","302","Y"
"KFS573","KFS573","1","35","21","Y"
"KFS574","KFS574","1","35","26","Y"
"KFS575","KFS575","1","35","303","Y"
"KFS576","KFS576","1","35","304","Y"
"KFS577","KFS577","1","2","305","Y"
"KFS579","KFS579","1","44","306","Y"
"KFS580","KFS580","1","66","328","Y"
"KFS581","KFS581","1","66","308","Y"
"KFS594","KFS594","1","26","313","Y"
"KFS595","KFS595","1","26","314","Y"
"KFS596","KFS596","1","26","315","Y"
"KFS597","KFS597","1","26","316","Y"
"KFS598","KFS598","1","26","317","Y"
"KFS599","KFS599","1","26","318","Y"
"KFS6","KFS6","1","4","6","Y"
"KFS60","KFS60","1","35","46","Y"
"KFS600","KFS600","1","26","319","Y"
"KFS601","KFS601","1","26","320","Y"
"KFS602","KFS602","1","26","321","Y"
"KFS603","KFS603","1","26","322","Y"
"KFS604","KFS604","1","26","323","Y"
"KFS605","KFS605","1","26","324","Y"
"KFS606","KFS606","1","22","325","Y"
"KFS607","KFS607","1","22","326","Y"
"KFS608","KFS608","1","26","326","Y"
"KFS61","KFS61","1","5","46","Y"
"KFS610","KFS610","1","6","327","Y"
"KFS611","KFS611","1","62","95","Y"
"KFS612","KFS612","1","11","329","Y"
"KFS613","KFS613","1","11","330","Y"
"KFS614","KFS614","1","11","331","Y"
"KFS619","KFS619","1","49","335","Y"
"KFS62","KFS62","1","34","47","Y"
"KFS63","KFS63","1","46","47","Y"
"KFS632","KFS632","1","46","32","Y"
"KFS633","KFS633","1","46","33","Y"
"KFS634","KFS634","1","46","34","Y"
"KFS635","KFS635","1","35","342","Y"
"KFS636","KFS636","1","5","342","Y"
"KFS637","KFS637","1","35","343","Y"
"KFS638","KFS638","1","5","343","Y"
"KFS639","KFS639","1","35","344","Y"
"KFS64","KFS64","1","34","48","Y"
"KFS640","KFS640","1","5","344","Y"
"KFS642","KFS642","1","35","346","Y"
"KFS643","KFS643","1","5","346","Y"
"KFS644","KFS644","1","35","347","Y"
"KFS645","KFS645","1","5","347","Y"
"KFS646","KFS646","1","35","348","Y"
"KFS647","KFS647","1","5","348","Y"
"KFS648","KFS648","1","2","349","Y"
"KFS649","KFS649","1","92","350","Y"
"KFS65","KFS65","1","46","48","Y"
"KFS650","KFS650","1","33","351","Y"
"KFS651","KFS651","1","94","352","Y"
"KFS652","KFS652","1","93","353","Y"
"KFS653","KFS653","1","62","102","Y"
"KFS654","KFS654","1","54","354","Y"
"KFS655","KFS655","1","39","206","Y"
"KFS656","KFS656","1","66","355","Y"
"KFS657","KFS657","1","62","97","Y"
"KFS658","KFS658","1","22","356","Y"
"KFS659","KFS659","1","44","357","Y"
"KFS66","KFS66","1","34","49","Y"
"KFS660","KFS660","1","62","357","Y"
"KFS661","KFS661","1","66","358","Y"
"KFS662","KFS662","1","83","359","Y"
"KFS663","KFS663","1","62","360","Y"
"KFS664","KFS664","1","11","361","Y"
"KFS665","KFS665","1","44","362","Y"
"KFS666","KFS666","1","54","363","Y"
"KFS667","KFS667","1","32","363","Y"
"KFS668","KFS668","1","54","88","Y"
"KFS669","KFS669","1","32","88","Y"
"KFS67","KFS67","1","46","49","Y"
"KFS670","KFS670","1","49","364","Y"
"KFS671","KFS671","1","22","365","Y"
"KFS672","KFS672","1","22","366","Y"
"KFS673","KFS673","1","22","367","Y"
"KFS674","KFS674","1","22","368","Y"
"KFS675","KFS675","1","44","205","Y"
"KFS676","KFS676","1","2","360","Y"
"KFS677","KFS677","1","4","369","Y"
"KFS678","KFS678","1","2","370","Y"
"KFS679","KFS679","1","66","371","Y"
"KFS680","KFS680","1","11","372","Y"
"KFS681","KFS681","1","22","373","Y"
"KFS682","KFS682","1","22","374","Y"
"KFS684","KFS684","1","6","375","Y"
"KFS685","KFS685","1","6","376","Y"
"KFS686","KFS686","1","5","377","Y"
"KFS687","KFS687","1","35","377","Y"
"KFS688","KFS688","1","53","61","Y"
"KFS689","KFS689","1","53","62","Y"
"KFS690","KFS690","1","53","63","Y"
"KFS691","KFS691","1","53","64","Y"
"KFS693","KFS693","1","54","379","Y"
"KFS694","KFS694","1","37","380","Y"
"KFS696","KFS696","1","60","381","Y"
"KFS697","KFS697","1","70","381","Y"
"KFS698","KFS698","1","59","382","Y"
"KFS699","KFS699","1","59","383","Y"
"KFS70","KFS70","1","38","51","Y"
"KFS703","KFS703","1","50","260","Y"
"KFS707","KFS707","1","17","385","Y"
"KFS708","KFS708","1","50","212","Y"
"KFS71","KFS71","1","62","52","Y"
"KFS710","KFS710","1","19","386","Y"
"KFS711","KFS711","1","19","387","Y"
"KFS712","KFS712","1","54","390","Y"
"KFS713","KFS713","1","54","391","Y"
"KFS714","KFS714","1","32","391","Y"
"KFS715","KFS715","1","54","392","Y"
"KFS716","KFS716","1","32","392","Y"
"KFS718","KFS718","1","61","54","Y"
"KFS719","KFS719","1","98","260","Y"
"KFS721","KFS721","1","98","326","Y"
"KFS722","KFS722","1","70","212","Y"
"KFS73","KFS73","1","39","54","Y"
"KFS74","KFS74","1","37","55","Y"
"KFS75","KFS75","1","37","56","Y"
"KFS77","KFS77","1","44","58","Y"
"KFS78","KFS78","1","33","59","Y"
"KFS79","KFS79","1","39","60","Y"
"KFS8","KFS8","1","2","8","Y"
"KFS80","KFS80","1","37","61","Y"
"KFS81","KFS81","1","46","61","Y"
"KFS82","KFS82","1","37","62","Y"
"KFS83","KFS83","1","46","62","Y"
"KFS84","KFS84","1","37","63","Y"
"KFS85","KFS85","1","46","63","Y"
"KFS86","KFS86","1","37","64","Y"
"KFS87","KFS87","1","46","64","Y"
"KFS88","KFS88","1","38","65","Y"
"KFS89","KFS89","1","16","66","Y"
"KFS9","KFS9","1","49","9","Y"
"KFS90","KFS90","1","16","67","Y"
"KFS93","KFS93","1","11","69","Y"
"KFS94","KFS94","1","13","70","Y"
"KFS95","KFS95","1","44","71","Y"
"KFS96","KFS96","1","62","72","Y"
"KFS97","KFS97","1","45","74","Y"
"KFS98","KFS98","1","45","75","Y"
"KFS99","KFS99","1","17","76","Y"
