kemid|me_dt_id|hist_inc_csh|hist_prin_csh|obj_id|ver_nbr|
032A017014|27.0|0.72|0.0|8529CD48623E060AE0404F8189D81C0B|1.0|
032A017014|28.0|0.51|0.0|8529CD48628D060AE0404F8189D81C0B|1.0|
032A017014|29.0|0.46|0.0|8529CD4862DC060AE0404F8189D81C0B|1.0|
032A017014|30.0|0.22|0.0|8529CD48632B060AE0404F8189D81C0B|1.0|
032A017014|31.0|0.43|0.0|8529CD48637A060AE0404F8189D81C0B|1.0|
032AS06149|1.0|0.94|0.0|8529CD485A57060AE0404F8189D81C0B|1.0|
032AS06149|2.0|0.05|0.0|8529CD485AA3060AE0404F8189D81C0B|1.0|
032AS06149|3.0|0.4|0.0|8529CD485AEE060AE0404F8189D81C0B|1.0|
032AS06149|4.0|0.78|0.0|8529CD485B39060AE0404F8189D81C0B|1.0|
032AS06149|5.0|0.16|0.0|8529CD485B85060AE0404F8189D81C0B|1.0|
032AS06149|6.0|0.79|0.0|8529CD485BD1060AE0404F8189D81C0B|1.0|
032AS06149|7.0|0.42|0.0|8529CD485C1E060AE0404F8189D81C0B|1.0|
032AS06149|8.0|0.97|0.0|8529CD485C6B060AE0404F8189D81C0B|1.0|
032AS06149|9.0|0.46|0.0|8529CD485CB9060AE0404F8189D81C0B|1.0|
032AS06149|10.0|0.94|0.0|8529CD485D07060AE0404F8189D81C0B|1.0|
032AS06149|11.0|0.47|0.0|8529CD485D55060AE0404F8189D81C0B|1.0|
032AS06149|12.0|0.97|0.0|8529CD485DA3060AE0404F8189D81C0B|1.0|
032AS06149|13.0|0.48|0.0|8529CD485DF0060AE0404F8189D81C0B|1.0|
032AS06149|14.0|0.99|0.0|8529CD485E3E060AE0404F8189D81C0B|1.0|
032AS06149|15.0|0.52|0.0|8529CD485E8C060AE0404F8189D81C0B|1.0|
032AS06149|16.0|0.06|0.0|8529CD485EDA060AE0404F8189D81C0B|1.0|
032AS06149|17.0|0.6|0.0|8529CD485F28060AE0404F8189D81C0B|1.0|
032AS06149|18.0|0.05|0.0|8529CD485F76060AE0404F8189D81C0B|1.0|
032AS06149|19.0|0.46|0.0|8529CD485FC4060AE0404F8189D81C0B|1.0|
032AS06149|20.0|0.84|0.0|8529CD486014060AE0404F8189D81C0B|1.0|
032AS06149|21.0|0.98|0.0|8529CD486064060AE0404F8189D81C0B|1.0|
032AS06149|22.0|0.11|0.0|8529CD4860B4060AE0404F8189D81C0B|1.0|
032AS06149|23.0|0.26|0.0|8529CD486103060AE0404F8189D81C0B|1.0|
032AS06149|24.0|0.0|0.0|8529CD486152060AE0404F8189D81C0B|1.0|
032AS06149|25.0|0.75|0.0|8529CD4861A1060AE0404F8189D81C0B|1.0|
032AS06149|26.0|0.5|0.0|8529CD4861F0060AE0404F8189D81C0B|1.0|
032AS06149|27.0|0.05|0.0|8529CD48623F060AE0404F8189D81C0B|1.0|
032AS06149|28.0|0.61|0.0|8529CD48628E060AE0404F8189D81C0B|1.0|
032AS06149|29.0|0.16|0.0|8529CD4862DD060AE0404F8189D81C0B|1.0|
032AS06149|30.0|0.42|0.0|8529CD48632C060AE0404F8189D81C0B|1.0|
032AS06149|31.0|0.68|0.0|8529CD48637B060AE0404F8189D81C0B|1.0|
032AS06198|1.0|0.21|0.0|8529CD485A58060AE0404F8189D81C0B|1.0|
032AS06198|2.0|0.19|0.0|8529CD485AA4060AE0404F8189D81C0B|1.0|
032AS06198|3.0|0.62|0.0|8529CD485AEF060AE0404F8189D81C0B|1.0|
032AS06198|4.0|0.24|0.0|8529CD485B3A060AE0404F8189D81C0B|1.0|
032AS06198|5.0|0.37|0.0|8529CD485B86060AE0404F8189D81C0B|1.0|
032AS06198|6.0|0.32|0.0|8529CD485BD2060AE0404F8189D81C0B|1.0|
032AS06198|7.0|0.55|0.0|8529CD485C1F060AE0404F8189D81C0B|1.0|
032AS06198|8.0|0.71|0.0|8529CD485C6C060AE0404F8189D81C0B|1.0|
032AS06198|9.0|0.45|0.0|8529CD485CBA060AE0404F8189D81C0B|1.0|
032AS06198|10.0|0.45|0.0|8529CD485D08060AE0404F8189D81C0B|1.0|
032AS06198|11.0|0.3|0.0|8529CD485D56060AE0404F8189D81C0B|1.0|
032AS08053|1.0|0.84|0.0|8529CD485A59060AE0404F8189D81C0B|1.0|
032AS08053|2.0|0.8|0.0|8529CD485AA5060AE0404F8189D81C0B|1.0|
032AS08053|3.0|0.37|0.0|8529CD485AF0060AE0404F8189D81C0B|1.0|
032AS08053|4.0|0.42|0.0|8529CD485B3B060AE0404F8189D81C0B|1.0|
032AS08053|5.0|0.56|0.0|8529CD485B87060AE0404F8189D81C0B|1.0|
032AS08053|6.0|0.76|0.0|8529CD485BD3060AE0404F8189D81C0B|1.0|
032AS08053|7.0|0.1|0.0|8529CD485C20060AE0404F8189D81C0B|1.0|
032AS08053|8.0|0.76|0.0|8529CD485C6D060AE0404F8189D81C0B|1.0|
032AS08053|9.0|0.3|0.0|8529CD485CBB060AE0404F8189D81C0B|1.0|
032AS08053|10.0|0.57|0.0|8529CD485D09060AE0404F8189D81C0B|1.0|
032AS08053|11.0|0.04|0.0|8529CD485D57060AE0404F8189D81C0B|1.0|
032AS08053|12.0|0.53|0.0|8529CD485DA4060AE0404F8189D81C0B|1.0|
032AS08053|13.0|0.35|0.0|8529CD485DF1060AE0404F8189D81C0B|1.0|
032AS08053|14.0|0.18|0.0|8529CD485E3F060AE0404F8189D81C0B|1.0|
032AS08053|15.0|0.74|0.0|8529CD485E8D060AE0404F8189D81C0B|1.0|
032AS08053|16.0|0.8|0.0|8529CD485EDB060AE0404F8189D81C0B|1.0|
032AS08053|17.0|0.34|0.0|8529CD485F29060AE0404F8189D81C0B|1.0|
032AS08053|18.0|0.84|0.0|8529CD485F77060AE0404F8189D81C0B|1.0|
032AS08053|19.0|0.89|0.0|8529CD485FC5060AE0404F8189D81C0B|1.0|
032AS08053|20.0|0.78|0.0|8529CD486015060AE0404F8189D81C0B|1.0|
032AS08053|21.0|0.31|0.0|8529CD486065060AE0404F8189D81C0B|1.0|
032AS08053|22.0|0.24|0.0|8529CD4860B5060AE0404F8189D81C0B|1.0|
032AS08053|23.0|0.24|0.0|8529CD486104060AE0404F8189D81C0B|1.0|
032AS08053|24.0|0.36|0.0|8529CD486153060AE0404F8189D81C0B|1.0|
032AS08053|25.0|0.0|0.0|8529CD4861A2060AE0404F8189D81C0B|1.0|
032AS08053|26.0|0.59|0.0|8529CD4861F1060AE0404F8189D81C0B|1.0|
032AS08053|27.0|0.01|0.0|8529CD486240060AE0404F8189D81C0B|1.0|
032AS08053|28.0|0.32|0.0|8529CD48628F060AE0404F8189D81C0B|1.0|
032AS08053|29.0|0.56|0.0|8529CD4862DE060AE0404F8189D81C0B|1.0|
032AS08053|30.0|0.24|0.0|8529CD48632D060AE0404F8189D81C0B|1.0|
032AS08053|31.0|0.37|0.0|8529CD48637C060AE0404F8189D81C0B|1.0|
032AS11040|1.0|0.63|0.0|8529CD485A5A060AE0404F8189D81C0B|1.0|
032AS11040|2.0|0.53|0.0|8529CD485AA6060AE0404F8189D81C0B|1.0|
032AS11040|3.0|0.96|0.0|8529CD485AF1060AE0404F8189D81C0B|1.0|
032AS11040|4.0|0.45|0.0|8529CD485B3C060AE0404F8189D81C0B|1.0|
032AS11040|5.0|0.74|0.0|8529CD485B88060AE0404F8189D81C0B|1.0|
032AS11040|6.0|0.4|0.0|8529CD485BD4060AE0404F8189D81C0B|1.0|
032AS11040|7.0|0.01|0.0|8529CD485C21060AE0404F8189D81C0B|1.0|
032AS11040|8.0|0.65|0.0|8529CD485C6E060AE0404F8189D81C0B|1.0|
032AS11040|9.0|0.99|0.0|8529CD485CBC060AE0404F8189D81C0B|1.0|
032AS11040|10.0|0.05|0.0|8529CD485D0A060AE0404F8189D81C0B|1.0|
032AS11040|11.0|0.46|0.0|8529CD485D58060AE0404F8189D81C0B|1.0|
032AS11040|12.0|0.33|0.0|8529CD485DA5060AE0404F8189D81C0B|1.0|
032AS11040|13.0|0.94|0.0|8529CD485DF2060AE0404F8189D81C0B|1.0|
032AS11040|14.0|0.45|0.0|8529CD485E40060AE0404F8189D81C0B|1.0|
032AS11040|15.0|0.1|0.0|8529CD485E8E060AE0404F8189D81C0B|1.0|
032AS11040|16.0|0.45|0.0|8529CD485EDC060AE0404F8189D81C0B|1.0|
032AS11040|17.0|0.15|0.0|8529CD485F2A060AE0404F8189D81C0B|1.0|
032AS11040|18.0|0.49|0.0|8529CD485F78060AE0404F8189D81C0B|1.0|
032AS11040|19.0|0.41|0.0|8529CD485FC6060AE0404F8189D81C0B|1.0|
032AS11040|20.0|0.75|0.0|8529CD486016060AE0404F8189D81C0B|1.0|
032AS11040|21.0|0.19|0.0|8529CD486066060AE0404F8189D81C0B|1.0|
032AS11040|22.0|0.36|0.0|8529CD4860B6060AE0404F8189D81C0B|1.0|
032AS11040|23.0|0.81|0.0|8529CD486105060AE0404F8189D81C0B|1.0|
032AS11040|24.0|0.47|0.0|8529CD486154060AE0404F8189D81C0B|1.0|
032AS11040|25.0|0.39|0.0|8529CD4861A3060AE0404F8189D81C0B|1.0|
032AS11040|26.0|0.35|0.0|8529CD4861F2060AE0404F8189D81C0B|1.0|
032AS11040|27.0|0.16|0.0|8529CD486241060AE0404F8189D81C0B|1.0|
032AS11040|28.0|0.98|0.0|8529CD486290060AE0404F8189D81C0B|1.0|
032AS11040|29.0|0.71|0.0|8529CD4862DF060AE0404F8189D81C0B|1.0|
032AS11040|30.0|0.62|0.0|8529CD48632E060AE0404F8189D81C0B|1.0|
032AS11040|31.0|0.53|0.0|8529CD48637D060AE0404F8189D81C0B|1.0|
032B011354|1.0|0.02|0.0|8529CD485A5B060AE0404F8189D81C0B|1.0|
032B011354|2.0|0.87|0.0|8529CD485AA7060AE0404F8189D81C0B|1.0|
032B011354|3.0|0.11|0.0|8529CD485AF2060AE0404F8189D81C0B|1.0|
032B011354|4.0|0.45|0.0|8529CD485B3D060AE0404F8189D81C0B|1.0|
032B011354|5.0|0.59|0.0|8529CD485B89060AE0404F8189D81C0B|1.0|
032B011354|6.0|0.13|0.0|8529CD485BD5060AE0404F8189D81C0B|1.0|
032B011354|7.0|0.47|0.0|8529CD485C22060AE0404F8189D81C0B|1.0|
032B011354|8.0|0.45|0.0|8529CD485C6F060AE0404F8189D81C0B|1.0|
032B011354|9.0|0.74|0.0|8529CD485CBD060AE0404F8189D81C0B|1.0|
032B011354|10.0|0.32|0.0|8529CD485D0B060AE0404F8189D81C0B|1.0|
032B011354|11.0|0.07|0.0|8529CD485D59060AE0404F8189D81C0B|1.0|
032B011354|12.0|0.03|0.0|8529CD485DA6060AE0404F8189D81C0B|1.0|
032B011354|13.0|0.01|0.0|8529CD485DF3060AE0404F8189D81C0B|1.0|
032B011354|14.0|0.75|0.0|8529CD485E41060AE0404F8189D81C0B|1.0|
032B011354|15.0|0.74|0.0|8529CD485E8F060AE0404F8189D81C0B|1.0|
032B011354|16.0|0.72|0.0|8529CD485EDD060AE0404F8189D81C0B|1.0|
032B011354|17.0|0.13|0.0|8529CD485F2B060AE0404F8189D81C0B|1.0|
032B011354|18.0|0.46|0.0|8529CD485F79060AE0404F8189D81C0B|1.0|
032B011354|19.0|0.18|0.0|8529CD485FC7060AE0404F8189D81C0B|1.0|
032B011354|20.0|0.16|0.0|8529CD486017060AE0404F8189D81C0B|1.0|
032B011354|21.0|0.66|0.0|8529CD486067060AE0404F8189D81C0B|1.0|
032B011354|22.0|0.72|0.0|8529CD4860B7060AE0404F8189D81C0B|1.0|
032B011354|23.0|0.63|0.0|8529CD486106060AE0404F8189D81C0B|1.0|
032B011354|24.0|0.01|0.0|8529CD486155060AE0404F8189D81C0B|1.0|
032B011354|25.0|0.57|0.0|8529CD4861A4060AE0404F8189D81C0B|1.0|
032B011354|26.0|0.95|0.0|8529CD4861F3060AE0404F8189D81C0B|1.0|
032B011354|27.0|0.51|0.0|8529CD486242060AE0404F8189D81C0B|1.0|
032B011354|28.0|0.07|0.0|8529CD486291060AE0404F8189D81C0B|1.0|
032B011354|29.0|0.45|0.0|8529CD4862E0060AE0404F8189D81C0B|1.0|
032B011354|30.0|0.45|0.0|8529CD48632F060AE0404F8189D81C0B|1.0|
032B011354|31.0|0.45|0.0|8529CD48637E060AE0404F8189D81C0B|1.0|
032D008242|1.0|0.11|0.0|8529CD485A5C060AE0404F8189D81C0B|1.0|
032D008242|2.0|0.11|0.0|8529CD485AA8060AE0404F8189D81C0B|1.0|
032D008242|3.0|0.14|0.0|8529CD485AF3060AE0404F8189D81C0B|1.0|
032D008242|4.0|0.17|0.0|8529CD485B3E060AE0404F8189D81C0B|1.0|
032D008242|5.0|0.17|0.0|8529CD485B8A060AE0404F8189D81C0B|1.0|
032D008242|6.0|0.91|0.0|8529CD485BD6060AE0404F8189D81C0B|1.0|
032D008242|7.0|0.2|0.0|8529CD485C23060AE0404F8189D81C0B|1.0|
032D008242|8.0|0.96|0.0|8529CD485C70060AE0404F8189D81C0B|1.0|
032D008242|9.0|0.58|0.0|8529CD485CBE060AE0404F8189D81C0B|1.0|
032D008242|10.0|0.78|0.0|8529CD485D0C060AE0404F8189D81C0B|1.0|
032D008242|11.0|0.42|0.0|8529CD485D5A060AE0404F8189D81C0B|1.0|
032D008242|12.0|0.75|0.0|8529CD485DA7060AE0404F8189D81C0B|1.0|
032D008242|13.0|0.08|0.0|8529CD485DF4060AE0404F8189D81C0B|1.0|
032D008242|14.0|0.31|0.0|8529CD485E42060AE0404F8189D81C0B|1.0|
032D008242|15.0|0.65|0.0|8529CD485E90060AE0404F8189D81C0B|1.0|
032D008242|16.0|0.99|0.0|8529CD485EDE060AE0404F8189D81C0B|1.0|
032D008242|17.0|0.22|0.0|8529CD485F2C060AE0404F8189D81C0B|1.0|
032D008242|18.0|0.32|0.0|8529CD485F7A060AE0404F8189D81C0B|1.0|
032D008242|19.0|0.94|0.0|8529CD485FC8060AE0404F8189D81C0B|1.0|
032D008242|20.0|0.24|0.0|8529CD486018060AE0404F8189D81C0B|1.0|
032D008242|21.0|0.07|0.0|8529CD486068060AE0404F8189D81C0B|1.0|
032D008242|22.0|0.82|0.0|8529CD4860B8060AE0404F8189D81C0B|1.0|
032D008242|23.0|0.65|0.0|8529CD486107060AE0404F8189D81C0B|1.0|
032D008242|24.0|0.46|0.0|8529CD486156060AE0404F8189D81C0B|1.0|
032D008242|25.0|0.3|0.0|8529CD4861A5060AE0404F8189D81C0B|1.0|
032D008242|26.0|0.11|0.0|8529CD4861F4060AE0404F8189D81C0B|1.0|
032D008242|27.0|0.95|0.0|8529CD486243060AE0404F8189D81C0B|1.0|
032D008242|28.0|0.79|0.0|8529CD486292060AE0404F8189D81C0B|1.0|
032D008242|29.0|0.6|0.0|8529CD4862E1060AE0404F8189D81C0B|1.0|
032D008242|30.0|0.6|0.0|8529CD486330060AE0404F8189D81C0B|1.0|
032D008242|31.0|0.6|0.0|8529CD48637F060AE0404F8189D81C0B|1.0|
032L006015|1.0|0.18|0.0|8529CD485A5D060AE0404F8189D81C0B|1.0|
032L006015|2.0|0.33|0.0|8529CD485AA9060AE0404F8189D81C0B|1.0|
032L006015|3.0|0.99|0.0|8529CD485AF4060AE0404F8189D81C0B|1.0|
032L006015|4.0|0.22|0.0|8529CD485B3F060AE0404F8189D81C0B|1.0|
032L006015|5.0|0.32|0.0|8529CD485B8B060AE0404F8189D81C0B|1.0|
032L006015|6.0|0.88|0.0|8529CD485BD7060AE0404F8189D81C0B|1.0|
032L006015|7.0|0.19|0.0|8529CD485C24060AE0404F8189D81C0B|1.0|
032L006015|8.0|0.53|0.0|8529CD485C71060AE0404F8189D81C0B|1.0|
032L006015|9.0|0.2|0.0|8529CD485CBF060AE0404F8189D81C0B|1.0|
032L006015|10.0|0.6|0.0|8529CD485D0D060AE0404F8189D81C0B|1.0|
032L006015|11.0|0.4|0.0|8529CD485D5B060AE0404F8189D81C0B|1.0|
032L006015|12.0|0.1|0.0|8529CD485DA8060AE0404F8189D81C0B|1.0|
032L006015|13.0|0.06|0.0|8529CD485DF5060AE0404F8189D81C0B|1.0|
032L006015|14.0|0.31|0.0|8529CD485E43060AE0404F8189D81C0B|1.0|
032L006015|15.0|0.29|0.0|8529CD485E91060AE0404F8189D81C0B|1.0|
032L006015|16.0|0.59|0.0|8529CD485EDF060AE0404F8189D81C0B|1.0|
032L006015|17.0|0.94|0.0|8529CD485F2D060AE0404F8189D81C0B|1.0|
032L006015|18.0|0.76|0.0|8529CD485F7B060AE0404F8189D81C0B|1.0|
032L006015|19.0|0.29|0.0|8529CD485FC9060AE0404F8189D81C0B|1.0|
032L006015|20.0|0.66|0.0|8529CD486019060AE0404F8189D81C0B|1.0|
032L006015|21.0|0.12|0.0|8529CD486069060AE0404F8189D81C0B|1.0|
032L006015|22.0|0.03|0.0|8529CD4860B9060AE0404F8189D81C0B|1.0|
032L006015|23.0|0.92|0.0|8529CD486108060AE0404F8189D81C0B|1.0|
032L006015|24.0|0.8|0.0|8529CD486157060AE0404F8189D81C0B|1.0|
032L006015|25.0|0.56|0.0|8529CD4861A6060AE0404F8189D81C0B|1.0|
032L006015|26.0|0.68|0.0|8529CD4861F5060AE0404F8189D81C0B|1.0|
032L006015|27.0|0.47|0.0|8529CD486244060AE0404F8189D81C0B|1.0|
032L006015|28.0|0.0|0.0|8529CD486293060AE0404F8189D81C0B|1.0|
032L006015|29.0|0.96|0.0|8529CD4862E2060AE0404F8189D81C0B|1.0|
032L006015|30.0|0.07|0.0|8529CD486331060AE0404F8189D81C0B|1.0|
032L006015|31.0|0.53|0.0|8529CD486380060AE0404F8189D81C0B|1.0|
032L006098|1.0|0.32|0.0|8529CD485A5E060AE0404F8189D81C0B|1.0|
032L006098|2.0|0.65|0.0|8529CD485AAA060AE0404F8189D81C0B|1.0|
032L006098|3.0|0.54|0.0|8529CD485AF5060AE0404F8189D81C0B|1.0|
032L006098|4.0|0.46|0.0|8529CD485B40060AE0404F8189D81C0B|1.0|
032L006098|5.0|0.03|0.0|8529CD485B8C060AE0404F8189D81C0B|1.0|
032L006098|6.0|0.23|0.0|8529CD485BD8060AE0404F8189D81C0B|1.0|
032L006098|7.0|0.04|0.0|8529CD485C25060AE0404F8189D81C0B|1.0|
032L006098|8.0|0.91|0.0|8529CD485C72060AE0404F8189D81C0B|1.0|
032L006098|9.0|0.93|0.0|8529CD485CC0060AE0404F8189D81C0B|1.0|
032L006098|10.0|0.13|0.0|8529CD485D0E060AE0404F8189D81C0B|1.0|
032L006098|11.0|0.42|0.0|8529CD485D5C060AE0404F8189D81C0B|1.0|
032L006098|12.0|0.57|0.0|8529CD485DA9060AE0404F8189D81C0B|1.0|
032L006098|13.0|0.64|0.0|8529CD485DF6060AE0404F8189D81C0B|1.0|
032L006098|14.0|0.16|0.0|8529CD485E44060AE0404F8189D81C0B|1.0|
032L006098|15.0|0.47|0.0|8529CD485E92060AE0404F8189D81C0B|1.0|
032L006098|16.0|0.39|0.0|8529CD485EE0060AE0404F8189D81C0B|1.0|
032L006098|17.0|0.96|0.0|8529CD485F2E060AE0404F8189D81C0B|1.0|
032L006098|18.0|0.98|0.0|8529CD485F7C060AE0404F8189D81C0B|1.0|
032L006098|19.0|0.77|0.0|8529CD485FCA060AE0404F8189D81C0B|1.0|
032L006098|20.0|0.45|0.0|8529CD48601A060AE0404F8189D81C0B|1.0|
032L006098|21.0|0.35|0.0|8529CD48606A060AE0404F8189D81C0B|1.0|
032L006098|22.0|0.41|0.0|8529CD4860BA060AE0404F8189D81C0B|1.0|
032L006098|23.0|0.61|0.0|8529CD486109060AE0404F8189D81C0B|1.0|
032L006098|24.0|0.13|0.0|8529CD486158060AE0404F8189D81C0B|1.0|
032L006098|25.0|0.87|0.0|8529CD4861A7060AE0404F8189D81C0B|1.0|
032L006098|26.0|0.6|0.0|8529CD4861F6060AE0404F8189D81C0B|1.0|
032L006098|27.0|0.84|0.0|8529CD486245060AE0404F8189D81C0B|1.0|
032L006098|28.0|0.45|0.0|8529CD486294060AE0404F8189D81C0B|1.0|
032L006098|29.0|0.66|0.0|8529CD4862E3060AE0404F8189D81C0B|1.0|
032L006098|30.0|0.66|0.0|8529CD486332060AE0404F8189D81C0B|1.0|
032L006098|31.0|0.66|0.0|8529CD486381060AE0404F8189D81C0B|1.0|
032P002085|6.0|0.0|0.0|8529CD485BD9060AE0404F8189D81C0B|1.0|
032P002085|7.0|0.0|0.0|8529CD485C26060AE0404F8189D81C0B|1.0|
032P002085|8.0|0.0|0.0|8529CD485C73060AE0404F8189D81C0B|1.0|
032P002085|9.0|0.55|0.0|8529CD485CC1060AE0404F8189D81C0B|1.0|
032P002085|10.0|0.39|0.0|8529CD485D0F060AE0404F8189D81C0B|1.0|
032P002085|11.0|0.75|0.0|8529CD485D5D060AE0404F8189D81C0B|1.0|
032P002085|12.0|0.75|0.0|8529CD485DAA060AE0404F8189D81C0B|1.0|
032P002085|13.0|0.87|0.0|8529CD485DF7060AE0404F8189D81C0B|1.0|
032P002085|14.0|0.5|0.0|8529CD485E45060AE0404F8189D81C0B|1.0|
032P002085|15.0|0.05|0.0|8529CD485E93060AE0404F8189D81C0B|1.0|
032P002085|16.0|0.58|0.0|8529CD485EE1060AE0404F8189D81C0B|1.0|
032P002085|17.0|0.84|0.0|8529CD485F2F060AE0404F8189D81C0B|1.0|
032P002085|18.0|0.13|0.0|8529CD485F7D060AE0404F8189D81C0B|1.0|
032P002085|19.0|0.21|0.0|8529CD485FCB060AE0404F8189D81C0B|1.0|
032P002085|20.0|0.16|0.0|8529CD48601B060AE0404F8189D81C0B|1.0|
032P002085|21.0|0.8|0.0|8529CD48606B060AE0404F8189D81C0B|1.0|
032P002085|22.0|0.45|0.0|8529CD4860BB060AE0404F8189D81C0B|1.0|
032P002085|23.0|0.23|0.0|8529CD48610A060AE0404F8189D81C0B|1.0|
032P002085|24.0|0.79|0.0|8529CD486159060AE0404F8189D81C0B|1.0|
032P002085|25.0|0.66|0.0|8529CD4861A8060AE0404F8189D81C0B|1.0|
032P002085|26.0|0.43|0.0|8529CD4861F7060AE0404F8189D81C0B|1.0|
032P002085|27.0|0.31|0.0|8529CD486246060AE0404F8189D81C0B|1.0|
032P002085|28.0|0.17|0.0|8529CD486295060AE0404F8189D81C0B|1.0|
032P002085|29.0|0.01|0.0|8529CD4862E4060AE0404F8189D81C0B|1.0|
032P002085|30.0|0.01|0.0|8529CD486333060AE0404F8189D81C0B|1.0|
032P002085|31.0|0.01|0.0|8529CD486382060AE0404F8189D81C0B|1.0|
032P002101|13.0|0.0|0.0|8529CD485DF8060AE0404F8189D81C0B|1.0|
032P002101|14.0|0.0|0.0|8529CD485E46060AE0404F8189D81C0B|1.0|
032P002101|15.0|0.0|0.0|8529CD485E94060AE0404F8189D81C0B|1.0|
032P002101|16.0|0.0|0.0|8529CD485EE2060AE0404F8189D81C0B|1.0|
032P002101|17.0|0.0|0.0|8529CD485F30060AE0404F8189D81C0B|1.0|
032P002101|18.0|0.0|0.0|8529CD485F7E060AE0404F8189D81C0B|1.0|
032P002101|19.0|0.0|0.0|8529CD485FCC060AE0404F8189D81C0B|1.0|
032P002101|20.0|0.0|0.0|8529CD48601C060AE0404F8189D81C0B|1.0|
032P002101|21.0|0.0|0.0|8529CD48606C060AE0404F8189D81C0B|1.0|
032P002101|22.0|0.0|0.0|8529CD4860BC060AE0404F8189D81C0B|1.0|
032P002101|23.0|0.0|0.0|8529CD48610B060AE0404F8189D81C0B|1.0|
032P002101|24.0|0.0|0.0|8529CD48615A060AE0404F8189D81C0B|1.0|
032P002101|25.0|0.0|0.0|8529CD4861A9060AE0404F8189D81C0B|1.0|
032P002101|26.0|0.02|0.0|8529CD4861F8060AE0404F8189D81C0B|1.0|
032P002101|27.0|0.04|0.0|8529CD486247060AE0404F8189D81C0B|1.0|
032P002101|28.0|0.56|0.0|8529CD486296060AE0404F8189D81C0B|1.0|
032P002101|29.0|0.09|0.0|8529CD4862E5060AE0404F8189D81C0B|1.0|
032P002101|30.0|0.59|0.0|8529CD486334060AE0404F8189D81C0B|1.0|
032P002101|31.0|0.59|0.0|8529CD486383060AE0404F8189D81C0B|1.0|
032P011045|1.0|0.12|0.0|8529CD485A5F060AE0404F8189D81C0B|1.0|
032P011045|2.0|0.98|0.0|8529CD485AAB060AE0404F8189D81C0B|1.0|
032P011045|3.0|0.02|0.0|8529CD485AF6060AE0404F8189D81C0B|1.0|
032P011045|4.0|0.1|0.0|8529CD485B41060AE0404F8189D81C0B|1.0|
032P011045|5.0|0.41|0.0|8529CD485B8D060AE0404F8189D81C0B|1.0|
032P011045|6.0|0.98|0.0|8529CD485BDA060AE0404F8189D81C0B|1.0|
032P011045|7.0|0.57|0.0|8529CD485C27060AE0404F8189D81C0B|1.0|
032P011045|8.0|0.16|0.0|8529CD485C74060AE0404F8189D81C0B|1.0|
032P011045|9.0|0.76|0.0|8529CD485CC2060AE0404F8189D81C0B|1.0|
032P011045|10.0|0.37|0.0|8529CD485D10060AE0404F8189D81C0B|1.0|
032P011045|11.0|0.01|0.0|8529CD485D5E060AE0404F8189D81C0B|1.0|
032P011045|12.0|0.81|0.0|8529CD485DAB060AE0404F8189D81C0B|1.0|
032P011045|13.0|0.62|0.0|8529CD485DF9060AE0404F8189D81C0B|1.0|
032P011045|14.0|0.43|0.0|8529CD485E47060AE0404F8189D81C0B|1.0|
