univ_fiscal_yr|fin_coa_cd|pos_benefit_typ_cd|obj_id|ver_nbr|pos_frng_bene_pct|pos_frngben_obj_cd|actv_ind|lbr_ben_rt_cat_cd|offset_fin_object_cd|offset_account_nbr|
2009.0|IN|E|B801174F-251D-8588-1A1E-8A7733A84A22|1.0|12.19|5772|Y|--|||
2009.0|IN|F|C60AB03F-36EC-E72C-9554-B2B6AB9C82BA|1.0|7.0|5760|Y|--|||
2009.0|IN|G|D0C0B6E5-B206-4F2D-4BCA-09DFFCD6F0B4|1.0|13.08|5625|Y|--|||
2009.0|IN|N|6583ADB7-6492-F33E-8A8F-D25F96C21935|1.0|0.0|5760|Y|--|||
2009.0|IN|R|AB8DD270-DB7F-B629-DFD0-EC9D7498FC62|1.0|18.66|5772|Y|--|||
2009.0|KO|B|0DB227F6-CF58-D095-FB9A-AB2B4FBED405|1.0|8.82|5773|Y|--|||
2009.0|KO|E|B896C0D2-C629-4FE8-8FF8-0716C3DE925F|1.0|12.19|5772|Y|--|||
2009.0|KO|F|91BCB2B9-4B23-74E3-7E8B-1CFEA31E27D4|1.0|7.0|5760|Y|--|||
2009.0|KO|G|6247DF6E-2DCF-7F7E-5AD8-77AF24400A2C|1.0|13.08|5625|Y|--|||
2009.0|KO|N|6B95B08C-0F1F-0337-13D6-FD6C0703496C|1.0|0.0|5760|Y|--|||
2009.0|KO|R|FDF343A9-CB25-D5C1-7C14-17EE07BBCED8|1.0|18.66|5772|Y|--|||
2009.0|NW|B|015B9B5B-8F8C-C981-56DE-618B9CCBCF36|1.0|8.82|5773|Y|--|||
2009.0|NW|E|8433A28A-9281-6FED-0F05-93E36940BAF0|1.0|12.19|5772|Y|--|||
2009.0|NW|F|45465B13-FF64-05EE-AAE9-FB8498596D9F|1.0|7.0|5760|Y|--|||
2009.0|NW|G|784BF5A0-850A-95A6-A14F-87FF8098E163|1.0|13.08|5625|Y|--|||
2009.0|NW|N|E62272E1-286B-EC27-712B-F7ED643FB3CF|1.0|0.0|5760|Y|--|||
2009.0|NW|R|BAF63E64-8F33-618E-1D25-A43B0ECCC62C|1.0|18.66|5772|Y|--|||
2009.0|SB|B|BEE95583-73F9-D28B-59D4-EFFDC8D2FBE0|1.0|8.82|5773|Y|--|||
2009.0|SB|E|1E701CEE-4456-EDDD-F944-8FEF6C5D88DE|1.0|12.19|5772|Y|--|||
2009.0|SB|F|17381DF1-C459-2C56-4C26-732886208D66|1.0|7.0|5760|Y|--|||
2009.0|SB|G|F60EA25B-F7F2-AA7C-A674-FCD187EBB82B|1.0|13.08|5625|Y|--|||
2009.0|SB|N|CE87CCBD-D6F0-79F4-C32B-620BE4914B34|1.0|0.0|5760|Y|--|||
2009.0|SB|R|E4B53CEF-AD9D-523C-A91E-32E5FA88A6B4|1.0|18.66|5772|Y|--|||
2009.0|SE|B|0A9F317E-4091-1E85-13FF-2283384A5BA2|1.0|8.82|5773|Y|--|||
2009.0|SE|E|3FA0A0B3-7CD9-5BD5-15C2-04938DD8D6A6|1.0|12.19|5772|Y|--|||
2009.0|SE|F|58B36A50-C79C-0AC1-8157-29C29595725B|1.0|7.0|5760|Y|--|||
2009.0|SE|G|DA96118A-0BF0-BEE7-9EE8-497DA9A39C69|1.0|13.08|5625|Y|--|||
2009.0|SE|N|64E39153-9C57-AE3A-BF70-5C78B437DA8E|1.0|0.0|5760|Y|--|||
2009.0|SE|R|E30870A2-8400-5750-0B47-703CBA8C7F79|1.0|18.66|5772|Y|--|||
2009.0|UA|B|F17FB6DA-4769-120C-D8F0-1C127F08C111|1.0|8.82|5773|Y|--|||
2009.0|UA|E|475832B6-EC5C-F374-4BC3-CE60E27EB530|1.0|12.19|5772|Y|--|||
2009.0|UA|F|A386B9D5-3FC5-D099-F7FA-BACC657A0AAF|1.0|7.0|5760|Y|--|||
2009.0|UA|G|181632FC-F131-795E-4FB5-FB66B4943AAD|1.0|13.08|5625|Y|--|||
2009.0|UA|N|3BDFA48D-DA00-2488-7099-E1C2FB8C9C0E|1.0|0.0|5760|Y|--|||
2009.0|UA|R|C09F0A4C-C9CC-28E8-F088-2A676A185CD3|1.0|18.66|5772|Y|--|||
2010.0|BA|B|7648EA60-57FF-70CA-C56A-29E349BF0CF6|2.0|8.82|5773|Y|--|||
2010.0|BA|E|C1C811CB-1092-C0BC-4E55-1310B30CBF59|2.0|12.19|5772|Y|--|||
2010.0|BA|F|9083C208-8F93-D377-609A-5C56DC7C7C06|2.0|7.0|5760|Y|--|||
2010.0|BA|G|FD4A7BE3-D038-C87A-4594-5E058E3F4840|2.0|13.08|5625|Y|--|||
2010.0|BA|N|391C50C3-886B-66AC-CE7F-1B873F88D4F2|2.0|0.0|5760|Y|--|||
2010.0|BA|R|98392A6B-DEBF-BB58-FC17-BE272BCB1A94|2.0|18.66|5772|Y|--|||
2010.0|BL|B|4B54D225-6AD8-24BC-4D09-CF05A531A1CC|2.0|8.82|5773|Y|--|||
2010.0|BL|E|0621ABD0-2CFC-2EAC-B4C2-F9D4398B8FF1|2.0|12.19|5772|Y|--|||
2010.0|BL|F|57C09110-CD16-6C10-91EB-9FA472D5BA13|2.0|7.0|5760|Y|--|||
2010.0|BL|G|814F86AB-8E0A-ACA2-98B0-CDFFC1375607|2.0|13.08|5625|Y|--|||
2010.0|BL|N|3BA265C1-2F7C-B851-9123-667E063481AA|2.0|0.0|5760|Y|--|||
2010.0|BL|R|7EB2C696-5A31-07A9-4025-5CCA21AD495D|2.0|18.66|5772|Y|--|||
2010.0|EA|B|A0CD4218-C68B-74FA-FA49-63EA8CE6381B|2.0|8.82|5773|Y|--|||
2010.0|EA|E|91067D77-ADAB-7531-1FB8-CCDB62421B0E|2.0|12.19|5772|Y|--|||
2010.0|EA|F|964B63A1-D908-569F-C621-9A3C883703C6|2.0|7.0|5760|Y|--|||
2010.0|EA|G|029E78CA-7EB7-46A1-6040-899F6AF249A8|2.0|13.08|5625|Y|--|||
2010.0|EA|N|8B51CD34-9572-5B45-EB67-0584A7F8B7A5|2.0|0.0|5760|Y|--|||
2010.0|EA|R|42497FC8-E404-4F38-227E-1B68C6D9AF6C|2.0|18.66|5772|Y|--|||
2010.0|FW|B|106485B2-395B-274D-D63F-4ABBFA8504F3|2.0|8.82|5773|Y|--|||
2010.0|FW|E|DBAA3810-E774-A599-5257-CCB03C93D2BF|2.0|12.19|5772|Y|--|||
2010.0|FW|F|181EED52-4B0B-01F8-1EB8-90C1553621FB|2.0|7.0|5760|Y|--|||
2010.0|FW|G|EE7FA037-B27F-A53B-FE65-3CB835C90819|2.0|13.08|5625|Y|--|||
2010.0|FW|N|C5959D55-999A-F37E-F579-19AC7B8A1779|2.0|0.0|5760|Y|--|||
2010.0|FW|R|6F6A24B7-5508-57A4-DB87-B94F49E91036|2.0|18.66|5772|Y|--|||
2010.0|HO|B|9D9774E4-9C84-A5A5-B314-FCCDEBAB09D4|2.0|8.82|5773|Y|--|||
2010.0|HO|E|480CF05C-2C72-3631-D848-917AA53FEE09|2.0|12.19|5772|Y|--|||
2010.0|HO|F|E203C085-F950-8E32-CBAB-6905486D3B07|2.0|7.0|5760|Y|--|||
2010.0|HO|G|EA8FAFFB-8096-F9CD-F8FF-B38146C5C060|2.0|13.08|5625|Y|--|||
2010.0|HO|N|EE12040F-8ACB-54E1-97ED-ACE37FC0A4E3|2.0|0.0|5760|Y|--|||
2010.0|HO|R|EB25172C-9A49-7204-0503-131D90D999AB|2.0|18.66|5772|Y|--|||
2010.0|IA|B|18C3A8BC-E89E-8C39-50BA-BEDFA5CF1C68|2.0|8.82|5773|Y|--|||
2010.0|IA|E|5841A2B2-626B-021F-3B75-798CE7B22188|2.0|12.19|5772|Y|--|||
2010.0|IA|F|69BBC76D-D8AA-198C-7475-225E5CB18CAA|2.0|7.0|5760|Y|--|||
2010.0|IA|G|C74263A8-3D2D-3B15-29CD-AFDC1A275DC7|2.0|13.08|5625|Y|--|||
2010.0|IA|N|4E1305B2-B6BB-F6C0-65AF-9B3BB1401818|2.0|0.0|5760|Y|--|||
2010.0|IA|R|61BA5A5A-9845-CEF3-D716-3E6E8D752178|2.0|18.66|5772|Y|--|||
2010.0|IN|B|62D69252-B68F-7B91-FBCD-17B01F8AD64B|2.0|8.82|5773|Y|--|||
2010.0|IN|E|D61557E5-1F93-7490-7641-908012F8DF43|2.0|12.19|5772|Y|--|||
2010.0|IN|F|6C6E93E8-6C94-3348-9BDD-272BC386D8DC|2.0|7.0|5760|Y|--|||
2010.0|IN|G|ACFBEB65-CF93-CC2D-5D8D-E2E1B42A6914|2.0|13.08|5625|Y|--|||
2010.0|IN|N|BDB4B524-E844-85E6-2D27-EE4EBF8689D1|2.0|0.0|5760|Y|--|||
2010.0|IN|R|71FE346D-1F10-AC76-8DE8-6E049CFBC36E|2.0|18.66|5772|Y|--|||
2010.0|KO|B|02CC4BFB-297E-51AF-1F54-0B0A1A723967|2.0|8.82|5773|Y|--|||
2010.0|KO|E|30EBEE81-53CF-5A4A-994D-70D8424196CB|2.0|12.19|5772|Y|--|||
2010.0|KO|F|64C4062A-AE1F-B4A5-0495-239D33156A83|2.0|7.0|5760|Y|--|||
2010.0|KO|G|93144A26-2476-A360-2F33-E6714C75FFDA|2.0|13.08|5625|Y|--|||
2010.0|KO|N|02359F48-3A86-FE31-E5F2-696CF94AE21C|2.0|0.0|5760|Y|--|||
2010.0|KO|R|F216806F-48EC-5C58-DCAE-DDDEBAD78A43|2.0|18.66|5772|Y|--|||
2010.0|NW|B|EF66CB66-536A-3B88-F6E1-DFD13DE4FB75|2.0|8.82|5773|Y|--|||
2010.0|NW|E|92592E2E-CE54-230A-4C8D-0F157794D7A1|2.0|12.19|5772|Y|--|||
2010.0|NW|F|DA3EC2B1-3B0F-28D2-BCFE-7105A7125AAF|2.0|7.0|5760|Y|--|||
2010.0|NW|G|62725DBB-FA5D-76C8-833E-22BB99B53BCA|2.0|13.08|5625|Y|--|||
2010.0|NW|N|122C3EA3-38BB-0AA7-D6C6-C8E3F8409E58|2.0|0.0|5760|Y|--|||
2010.0|NW|R|F26C858E-9E53-6F26-3B08-331E05E235F3|2.0|18.66|5772|Y|--|||
2010.0|SB|B|7CF5C6AB-F22F-4C96-9A8C-93D64471C402|2.0|8.82|5773|Y|--|||
2010.0|SB|E|AD771D8F-BA71-D3BD-1DA0-F03E59F8356C|2.0|12.19|5772|Y|--|||
2010.0|SB|F|A135767E-84DB-EBFD-F533-72EAA5436359|2.0|7.0|5760|Y|--|||
2010.0|SB|G|B980DDC6-0E23-EDAD-6292-BA05234196FD|2.0|13.08|5625|Y|--|||
2010.0|SB|N|CDC93DFA-772E-DBBC-47E0-044F9968814F|2.0|0.0|5760|Y|--|||
2010.0|SB|R|9E0CEBA0-0BB0-0EE7-984C-12112D807304|2.0|18.66|5772|Y|--|||
2010.0|SE|B|3BF70A67-E69A-9AF6-1205-3EE744D59A2B|2.0|8.82|5773|Y|--|||
2010.0|SE|E|1243B8AD-0A48-18C5-3478-75E80403CB08|2.0|12.19|5772|Y|--|||
2010.0|SE|F|7381FA2E-2697-2D94-D793-EFCCD82F6CC1|2.0|7.0|5760|Y|--|||
2010.0|SE|G|C9BE9DAB-C52E-93B5-66AD-7CF87FCBEBD7|2.0|13.08|5625|Y|--|||
2010.0|SE|N|73D17C15-95FB-8873-14E1-7C3C3113A014|2.0|0.0|5760|Y|--|||
2010.0|SE|R|F827A6AA-26BA-9322-386A-5CB67F3C4848|2.0|18.66|5772|Y|--|||
2010.0|UA|B|088816FE-D3E2-6AC3-667D-BA3E8271848C|2.0|8.82|5773|Y|--|||
2010.0|UA|E|EA3B31D0-E31E-6C18-F45D-EA2E220442EC|2.0|12.19|5772|Y|--|||
2010.0|UA|F|3E1FC93F-0A1F-95A7-7CAA-D63EB5D7B605|2.0|7.0|5760|Y|--|||
2010.0|UA|G|2950EA67-74F2-BFF3-4479-9A1EE0296BE6|2.0|13.08|5625|Y|--|||
2010.0|UA|N|E1B67E3B-0956-B911-AEB7-90D8DA225CD9|2.0|0.0|5760|Y|--|||
2010.0|UA|R|D5952F04-FF5F-0F57-A85A-687C32197304|2.0|18.66|5772|Y|--|||
2011.0|BA|B|D00B00CB-D760-351F-B67F-12013CDF208A|2.0|8.82|5773|Y|--|||
2011.0|BA|E|76F12FB5-76B7-6495-3CCC-A1B8B8EB0526|2.0|12.19|5772|Y|--|||
2011.0|BA|F|9631AC5D-3ED0-1862-488E-EF4F51DCFB27|2.0|7.0|5760|Y|--|||
2011.0|BA|G|9B131A2E-E1B5-F9E8-0340-1544A51CC986|2.0|13.08|5625|Y|--|||
2011.0|BA|N|A50A7E7A-CC9E-C9E7-757F-AD0B6C694659|2.0|0.0|5760|Y|--|||
2011.0|BA|R|D7371574-F8BB-1364-1D23-09EDCBE97E71|2.0|18.66|5772|Y|--|||
2011.0|BL|B|B7EF4838-0D9A-DCE4-AF26-2B588DC09E43|2.0|8.82|5773|Y|--|||
2011.0|BL|E|263D27E2-7B72-E1AA-3E87-E582496F140D|2.0|12.19|5772|Y|--|||
2011.0|BL|F|0C17EAFD-0B54-A0B7-FEAB-21D958B07086|2.0|7.0|5760|Y|--|||
2011.0|BL|G|2F8A8EFA-CEAC-71D5-D634-89538C6B33A9|2.0|13.08|5625|Y|--|||
2011.0|BL|N|2B8BC7DA-DA32-D949-4298-F526360F7BA7|2.0|0.0|5760|Y|--|||
2011.0|BL|R|0F281AAF-8673-41A0-8930-5B9463AA98D8|2.0|18.66|5772|Y|--|||
2011.0|EA|B|D908FFA6-0176-08E5-BE9E-1A52721AB42A|2.0|8.82|5773|Y|--|||
2011.0|EA|E|4CD90889-79D7-DC9D-7721-1C3BA7B21865|2.0|12.19|5772|Y|--|||
2011.0|EA|F|43FC4ADF-2F46-795E-17A5-E6A2121D5555|2.0|7.0|5760|Y|--|||
2011.0|EA|G|7BB37E0F-55A9-7EAF-4507-92DBCEED362F|2.0|13.08|5625|Y|--|||
2011.0|EA|N|E4C2DEE8-8231-959F-C35B-2F65D4B495AE|2.0|0.0|5760|Y|--|||
2011.0|EA|R|BDF84A9F-E00A-41D2-5048-B85ED41A8AA2|2.0|18.66|5772|Y|--|||
2011.0|FW|B|6A5462F1-4AA2-4D8C-B3AA-48742E35DD9E|2.0|8.82|5773|Y|--|||
2011.0|FW|E|8B370183-82EA-1036-31B9-BB755A3DC22C|2.0|12.19|5772|Y|--|||
2011.0|FW|F|FABDD0F9-39EA-F50F-0117-9BEE0735BEB6|2.0|7.0|5760|Y|--|||
2011.0|FW|G|A86CD6DA-A233-903E-9D85-50454AF8A22E|2.0|13.08|5625|Y|--|||
2011.0|FW|N|48F78F40-7589-BCBC-E1B9-45585B3B336C|2.0|0.0|5760|Y|--|||
2011.0|FW|R|A3F77F2C-63A3-6BBA-BF7E-E4B8DCE64D80|2.0|18.66|5772|Y|--|||
2011.0|HO|B|588E4369-D41A-7C1C-7DD7-72F5FD0F5F33|2.0|8.82|5773|Y|--|||
2011.0|HO|E|78CE2279-6EFB-5F77-9B85-D3772B2ED917|2.0|12.19|5772|Y|--|||
2011.0|HO|F|800AB248-E19A-0820-98CD-2F56E976A195|2.0|7.0|5760|Y|--|||
2011.0|HO|G|7EA9559D-C546-ADFC-CB0B-2938F24257CD|2.0|13.08|5625|Y|--|||
2011.0|HO|N|0FA306C5-C0DE-CAAD-A07E-BC548F8CAB2C|2.0|0.0|5760|Y|--|||
2011.0|HO|R|4D5B69D6-FE3D-C543-1DB0-55CCEE510DDE|2.0|18.66|5772|Y|--|||
2011.0|IA|B|B95995D8-AD6F-F5C7-0948-9DE0D28DC487|2.0|8.82|5773|Y|--|||
2011.0|IA|E|BFB0DB1F-FBB3-EAB4-4380-983E3F8B235F|2.0|12.19|5772|Y|--|||
2011.0|IA|F|F1151B26-050C-0D07-7E15-F068192F5659|2.0|7.0|5760|Y|--|||
2011.0|IA|G|1727C880-AE46-3071-2403-AC810BDFE30B|2.0|13.08|5625|Y|--|||
2011.0|IA|N|DA85AFBC-C036-5893-AB4E-A86CAB6EEA50|2.0|0.0|5760|Y|--|||
2011.0|IA|R|324BA5F7-D96A-F905-57AC-EC33EE400F04|2.0|18.66|5772|Y|--|||
2011.0|IN|B|2E9F3D65-3A8D-CB39-F3D7-A487E450BBB1|2.0|8.82|5773|Y|--|||
2011.0|IN|E|DD54249F-8E19-9D78-3BA5-DAE07F158C66|2.0|12.19|5772|Y|--|||
2011.0|IN|F|9F089DC5-6A6D-D003-8E7A-882CDA43AEC7|2.0|7.0|5760|Y|--|||
2011.0|IN|G|972C77C0-B480-F240-D69C-ABB85E3A109F|2.0|13.08|5625|Y|--|||
2011.0|IN|N|F8F00D37-083C-B1EC-D75B-F6DDDA9EF205|2.0|0.0|5760|Y|--|||
2011.0|IN|R|6BFD6429-40B7-9820-118B-3F8FDCC15A23|2.0|18.66|5772|Y|--|||
2011.0|KO|B|9334F031-5CD0-CB52-166D-95923FFA0AE8|2.0|8.82|5773|Y|--|||
2011.0|KO|E|22697691-4073-AC94-6F5F-520128FD9BA6|2.0|12.19|5772|Y|--|||
2011.0|KO|F|B6E8A57A-1915-9423-B1FC-F0D7890E527B|2.0|7.0|5760|Y|--|||
2011.0|KO|G|AE2B0921-116B-552C-62CF-510FA09C63E1|2.0|13.08|5625|Y|--|||
2011.0|KO|N|6D251A77-BA68-E606-76D4-A5B94EF3B7C6|2.0|0.0|5760|Y|--|||
2011.0|KO|R|305EF573-21C4-513F-3519-48A210B9527D|2.0|18.66|5772|Y|--|||
2011.0|NW|B|ED1A42A8-307B-BD70-8726-F86B3B39D769|2.0|8.82|5773|Y|--|||
2011.0|NW|E|4656A7B0-7009-8680-EE3D-27A3BDE5530F|2.0|12.19|5772|Y|--|||
2011.0|NW|F|96526D60-B6AE-1373-16BD-E02C7C62F2F4|2.0|7.0|5760|Y|--|||
2011.0|NW|G|C87AEE30-B0BD-D787-45A0-151CE745795E|2.0|13.08|5625|Y|--|||
2011.0|NW|N|A28F04C6-BE0A-98C2-C9CB-087F8804DB94|2.0|0.0|5760|Y|--|||
2011.0|NW|R|A74AA61F-C0D2-017B-AAD4-2E318D5C1E46|2.0|18.66|5772|Y|--|||
2011.0|SB|B|950E8AC2-78D9-3DDB-EA52-E05B6DA22E2B|2.0|8.82|5773|Y|--|||
2011.0|SB|E|07F9B63B-0A5A-2F92-B78A-73BA859929F4|2.0|12.19|5772|Y|--|||
2011.0|SB|F|800E6C62-6A89-8C5B-D2D7-00B410103425|2.0|7.0|5760|Y|--|||
2011.0|SB|G|58584B1A-202D-C0CE-A4A0-221522541187|2.0|13.08|5625|Y|--|||
2011.0|SB|N|8ABF747A-0D0A-8806-054A-208B862D185B|2.0|0.0|5760|Y|--|||
2011.0|SB|R|69C9A2CD-FB8E-A6C2-5F9D-C4EA47711BB7|2.0|18.66|5772|Y|--|||
2011.0|SE|B|E11D99C9-72FF-9D9D-F41D-983596F4239F|2.0|8.82|5773|Y|--|||
2011.0|SE|E|8C0F9D48-DEF1-C203-F4FB-C04189641524|2.0|12.19|5772|Y|--|||
2011.0|SE|F|36B54DCC-DB63-4717-9D79-3D51926D090C|2.0|7.0|5760|Y|--|||
2011.0|SE|G|F692B63E-83B0-82ED-94DC-423B64093A34|2.0|13.08|5625|Y|--|||
2011.0|SE|N|6387F00D-6C02-B342-770F-8C480BA6F610|2.0|0.0|5760|Y|--|||
2011.0|SE|R|15B4DF76-7F35-BAA0-7D96-E2691AB07E52|2.0|18.66|5772|Y|--|||
2011.0|UA|B|0933884B-AC45-1B53-EE5F-AB9D973A20C2|2.0|8.82|5773|Y|--|||
2011.0|UA|E|6A333752-AA2F-3545-2C05-3735F97F8A7D|2.0|12.19|5772|Y|--|||
2011.0|UA|F|CEC2E911-F1A8-0815-FBAD-A91429A5551C|2.0|7.0|5760|Y|--|||
2011.0|UA|G|71B212FA-0453-DEBC-6387-5C3D3E3539F6|2.0|13.08|5625|Y|--|||
2011.0|UA|N|862A7084-F8DD-B996-8C0A-E5F7350A7366|2.0|0.0|5760|Y|--|||
2011.0|UA|R|776EA04C-78AB-AE46-B3F8-4D7BD459ED9E|2.0|18.66|5772|Y|--|||
2012.0|BA|B|9AB42791-45E3-F8F2-CF40-E7F1F16A1E69|2.0|8.82|5773|Y|--|||
2012.0|BA|E|8923AC22-2F8E-5B58-715C-0801AF346CAE|2.0|12.19|5772|Y|--|||
2012.0|BA|F|8E259C13-5E96-CDE3-A926-819F5040759C|2.0|7.0|5760|Y|--|||
2012.0|BA|G|201B8D67-DA3D-148D-30B1-247833312D30|2.0|13.08|5625|Y|--|||
2012.0|BA|N|A289AA85-6C6F-D64E-022B-497D4EF1BA83|2.0|0.0|5760|Y|--|||
2012.0|BA|R|DC152197-0305-0F5D-F243-5786FA79A83F|2.0|18.66|5772|Y|--|||
2012.0|BL|B|B0B9E523-2F1F-A39F-A2E0-25DFBFA488AF|2.0|8.82|5773|Y|--|||
2012.0|BL|E|DB7DE489-6C11-A429-A09C-4CCB7F9D7BBE|2.0|12.19|5772|Y|--|||
2012.0|BL|F|9B2BBBFF-0EB5-30BE-01F5-9A02378103BB|2.0|7.0|5760|Y|--|||
2012.0|BL|G|A1E2EAA2-CB63-9F5A-97AC-A44EE0D40FF9|2.0|13.08|5625|Y|--|||
2012.0|BL|N|9F365475-A08C-D349-3952-F74E07A095D2|2.0|0.0|5760|Y|--|||
2012.0|BL|R|75EE715A-1DCB-0893-C3EF-E14670478C1A|2.0|18.66|5772|Y|--|||
2012.0|EA|B|6E28CDB2-E0C3-9119-5C04-3FCD3917C1B7|2.0|8.82|5773|Y|--|||
2012.0|EA|E|B7D79935-7027-1BB4-A9A8-3CAD2142C819|2.0|12.19|5772|Y|--|||
2012.0|EA|F|7588C663-470F-3F7A-00B7-EDD6580CF27D|2.0|7.0|5760|Y|--|||
2012.0|EA|G|8609DBF4-941F-6006-C951-C44B978512DA|2.0|13.08|5625|Y|--|||
2012.0|EA|N|F028776A-DFF2-04C5-AE90-10B6B56340BC|2.0|0.0|5760|Y|--|||
2012.0|EA|R|7F966167-124A-C914-102F-8448DCE8BFE7|2.0|18.66|5772|Y|--|||
2012.0|FW|B|99653CDA-7107-8BD6-3F98-DDE42A4076DF|2.0|8.82|5773|Y|--|||
2012.0|FW|E|F6FD93D7-5DB2-108C-9CE9-75BC4058439C|2.0|12.19|5772|Y|--|||
2012.0|FW|F|EF849525-93DE-91F1-DEB7-BC12CC7D5E24|2.0|7.0|5760|Y|--|||
2012.0|FW|G|4EF8841A-F5E6-797E-0D43-0B9CEDF94D36|2.0|13.08|5625|Y|--|||
2012.0|FW|N|E995BCEB-D7BB-B0C4-3EE3-4B1647F94B86|2.0|0.0|5760|Y|--|||
2012.0|FW|R|DED9056F-24A4-99C1-3156-612AF3BF9C85|2.0|18.66|5772|Y|--|||
2012.0|HO|B|DF5631D0-2031-D65B-F1B7-FFB348E6DCB0|2.0|8.82|5773|Y|--|||
2012.0|HO|E|F22464AB-A000-CE3B-EA3E-81A71A1DB381|2.0|12.19|5772|Y|--|||
2012.0|HO|F|E8CD7393-286D-F501-186A-5EF6A34750A8|2.0|7.0|5760|Y|--|||
2012.0|HO|G|5FC4B9D2-F26D-247B-7E71-05E9A05DC9D7|2.0|13.08|5625|Y|--|||
2012.0|HO|N|F2AB91F2-FE2C-7BC7-AA91-C36A9E95C8F3|2.0|0.0|5760|Y|--|||
