univ_fiscal_yr|fin_coa_cd|account_nbr|fin_object_cd|acct_sf_cd|curr_bdgt_bal_amt|acct_actl_xpnd_amt|acct_encum_amt|timestamp|
2009.0|BL|0211207|IDEX|C|0.0|74658.26|0.0||
2009.0|BL|0211207|TRVL|C|0.0|42127.25|0.0||
2009.0|BL|0211208|CMPN|C|0.0|74597.76|0.0||
2009.0|BL|0211208|GENX|C|0.0|621563.05|309266.0||
2009.0|BL|0211208|IDEX|C|0.0|74658.26|0.0||
2009.0|BL|0211208|TRVL|C|0.0|42127.25|0.0||
2009.0|BL|0211209|CMPN|C|0.0|74597.76|0.0||
2009.0|BL|0211209|GENX|C|0.0|621563.05|309266.0||
2009.0|BL|0211209|IDEX|C|0.0|74658.26|0.0||
2009.0|BL|0211209|TRVL|C|0.0|42127.25|0.0||
2009.0|BL|0211301|    |H|7598.8|0.0|89.24||
2009.0|BL|0211302|    |H|7598.8|0.0|89.24||
2009.0|BL|0211303|    |H|7598.8|0.0|89.24||
2009.0|BL|0211304|    |H|7598.8|0.0|89.24||
2009.0|BL|0211305|    |H|7598.8|0.0|89.24||
2009.0|BL|0211306|    |H|7598.8|0.0|89.24||
2009.0|BL|0211307|    |H|7598.8|0.0|89.24||
2009.0|BL|0211308|    |H|7598.8|0.0|89.24||
2009.0|BL|0211309|    |H|7598.8|0.0|89.24||
2009.0|BL|0211401|    |H|-309.71|0.0|198.28||
2009.0|BL|0211402|    |H|-309.71|0.0|198.28||
2009.0|BL|0211403|    |H|-309.71|0.0|198.28||
2009.0|BL|0211404|    |H|-309.71|0.0|198.28||
2009.0|BL|0211405|    |H|-309.71|0.0|198.28||
2009.0|BL|0211406|    |H|-309.71|0.0|198.28||
2009.0|BL|0211407|    |H|-309.71|0.0|198.28||
2009.0|BL|0211408|    |H|-309.71|0.0|198.28||
2009.0|BL|0211409|    |H|-309.71|0.0|198.28||
2009.0|BL|0211501|ADV|L|0.0|19.3|0.0||
2009.0|BL|0211501|S&E|L|0.0|25.85|4469.01||
2009.0|BL|0211501|SERV|L|0.0|109.5|0.0||
2009.0|BL|0211502|ADV|L|0.0|19.3|0.0||
2009.0|BL|0211502|S&E|L|0.0|25.85|4469.01||
2009.0|BL|0211502|SERV|L|0.0|109.5|0.0||
2009.0|BL|0211503|ADV|L|0.0|19.3|0.0||
2009.0|BL|0211503|S&E|L|0.0|25.85|4469.01||
2009.0|BL|0211503|SERV|L|0.0|109.5|0.0||
2009.0|BL|0211504|ADV|L|0.0|19.3|0.0||
2009.0|BL|0211504|S&E|L|0.0|25.85|4469.01||
2009.0|BL|0211504|SERV|L|0.0|109.5|0.0||
2009.0|BL|0211505|ADV|L|0.0|19.3|0.0||
2009.0|BL|0211505|S&E|L|0.0|25.85|4469.01||
2009.0|BL|0211505|SERV|L|0.0|109.5|0.0||
2009.0|BL|0211506|ADV|L|0.0|19.3|0.0||
2009.0|BL|0211506|S&E|L|0.0|25.85|4469.01||
2009.0|BL|0211506|SERV|L|0.0|109.5|0.0||
2009.0|BL|0211507|ADV|L|0.0|19.3|0.0||
2009.0|BL|0211507|S&E|L|0.0|25.85|4469.01||
2009.0|BL|0211507|SERV|L|0.0|109.5|0.0||
2009.0|BL|0211508|ADV|L|0.0|19.3|0.0||
2009.0|BL|0211508|S&E|L|0.0|25.85|4469.01||
2009.0|BL|0211508|SERV|L|0.0|109.5|0.0||
2009.0|BL|0211509|ADV|L|0.0|19.3|0.0||
2009.0|BL|0211509|S&E|L|0.0|25.85|4469.01||
2009.0|BL|0211509|SERV|L|0.0|109.5|0.0||
2009.0|BL|0211601|ACSA|L|0.0|184430.45|0.0||
2009.0|BL|0211601|BENF|L|0.0|59368.59|0.0||
2009.0|BL|0211601|BISA|L|0.0|27007.86|0.0||
2009.0|BL|0211601|FINA|L|0.0|3354.45|0.0||
2009.0|BL|0211601|HRCO|L|0.0|25006.24|0.0||
2009.0|BL|0211601|ICOE|L|0.0|145820.79|0.0||
2009.0|BL|0211601|OEXP|L|0.0|310.0|0.0||
2009.0|BL|0211601|PART|L|0.0|4500.0|0.0||
2009.0|BL|0211601|PHON|L|0.0|79.32|0.0||
2009.0|BL|0211601|PRIN|L|0.0|384.43|0.0||
2009.0|BL|0211601|R&M|L|0.0|958.23|0.0||
2009.0|BL|0211601|S&E|L|0.0|29356.8|198.28||
2009.0|BL|0211601|SAAP|L|0.0|17280.0|0.0||
2009.0|BL|0211601|TRAV|L|0.0|5417.44|0.0||
2009.0|BL|0211602|ACSA|L|0.0|184430.45|0.0||
2009.0|BL|0211602|BENF|L|0.0|59368.59|0.0||
2009.0|BL|0211602|BISA|L|0.0|27007.86|0.0||
2009.0|BL|0211602|FINA|L|0.0|3354.45|0.0||
2009.0|BL|0211602|HRCO|L|0.0|25006.24|0.0||
2009.0|BL|0211602|ICOE|L|0.0|145820.79|0.0||
2009.0|BL|0211602|OEXP|L|0.0|310.0|0.0||
2009.0|BL|0211602|PART|L|0.0|4500.0|0.0||
2009.0|BL|0211602|PHON|L|0.0|79.32|0.0||
2009.0|BL|0211602|PRIN|L|0.0|384.43|0.0||
2009.0|BL|0211602|R&M|L|0.0|958.23|0.0||
2009.0|BL|0211602|S&E|L|0.0|29356.8|198.28||
2009.0|BL|0211602|SAAP|L|0.0|17280.0|0.0||
2009.0|BL|0211602|TRAV|L|0.0|5417.44|0.0||
2009.0|BL|0211603|ACSA|L|0.0|184430.45|0.0||
2009.0|BL|0211603|BENF|L|0.0|59368.59|0.0||
2009.0|BL|0211603|BISA|L|0.0|27007.86|0.0||
2009.0|BL|0211603|FINA|L|0.0|3354.45|0.0||
2009.0|BL|0211603|HRCO|L|0.0|25006.24|0.0||
2009.0|BL|0211603|ICOE|L|0.0|145820.79|0.0||
2009.0|BL|0211603|OEXP|L|0.0|310.0|0.0||
2009.0|BL|0211603|PART|L|0.0|4500.0|0.0||
2009.0|BL|0211603|PHON|L|0.0|79.32|0.0||
2009.0|BL|0211603|PRIN|L|0.0|384.43|0.0||
2009.0|BL|0211603|R&M|L|0.0|958.23|0.0||
2009.0|BL|0211603|S&E|L|0.0|29356.8|198.28||
2009.0|BL|0211603|SAAP|L|0.0|17280.0|0.0||
2009.0|BL|0211603|TRAV|L|0.0|5417.44|0.0||
2009.0|BL|0211604|ACSA|L|0.0|184430.45|0.0||
2009.0|BL|0211604|BENF|L|0.0|59368.59|0.0||
2009.0|BL|0211604|BISA|L|0.0|27007.86|0.0||
2009.0|BL|0211604|FINA|L|0.0|3354.45|0.0||
2009.0|BL|0211604|HRCO|L|0.0|25006.24|0.0||
2009.0|BL|0211604|ICOE|L|0.0|145820.79|0.0||
2009.0|BL|0211604|OEXP|L|0.0|310.0|0.0||
2009.0|BL|0211604|PART|L|0.0|4500.0|0.0||
2009.0|BL|0211604|PHON|L|0.0|79.32|0.0||
2009.0|BL|0211604|PRIN|L|0.0|384.43|0.0||
2009.0|BL|0211604|R&M|L|0.0|958.23|0.0||
2009.0|BL|0211604|S&E|L|0.0|29356.8|198.28||
2009.0|BL|0211604|SAAP|L|0.0|17280.0|0.0||
2009.0|BL|0211604|TRAV|L|0.0|5417.44|0.0||
2009.0|BL|0211605|ACSA|L|0.0|184430.45|0.0||
2009.0|BL|0211605|BENF|L|0.0|59368.59|0.0||
2009.0|BL|0211605|BISA|L|0.0|27007.86|0.0||
2009.0|BL|0211605|FINA|L|0.0|3354.45|0.0||
2009.0|BL|0211605|HRCO|L|0.0|25006.24|0.0||
2009.0|BL|0211605|ICOE|L|0.0|145820.79|0.0||
2009.0|BL|0211605|OEXP|L|0.0|310.0|0.0||
2009.0|BL|0211605|PART|L|0.0|4500.0|0.0||
2009.0|BL|0211605|PHON|L|0.0|79.32|0.0||
2009.0|BL|0211605|PRIN|L|0.0|384.43|0.0||
2009.0|BL|0211605|R&M|L|0.0|958.23|0.0||
2009.0|BL|0211605|S&E|L|0.0|29356.8|198.28||
2009.0|BL|0211605|SAAP|L|0.0|17280.0|0.0||
2009.0|BL|0211605|TRAV|L|0.0|5417.44|0.0||
2009.0|BL|0211606|ACSA|L|0.0|184430.45|0.0||
2009.0|BL|0211606|BENF|L|0.0|59368.59|0.0||
2009.0|BL|0211606|BISA|L|0.0|27007.86|0.0||
2009.0|BL|0211606|FINA|L|0.0|3354.45|0.0||
2009.0|BL|0211606|HRCO|L|0.0|25006.24|0.0||
2009.0|BL|0211606|ICOE|L|0.0|145820.79|0.0||
2009.0|BL|0211606|OEXP|L|0.0|310.0|0.0||
2009.0|BL|0211606|PART|L|0.0|4500.0|0.0||
2009.0|BL|0211606|PHON|L|0.0|79.32|0.0||
2009.0|BL|0211606|PRIN|L|0.0|384.43|0.0||
2009.0|BL|0211606|R&M|L|0.0|958.23|0.0||
2009.0|BL|0211606|S&E|L|0.0|29356.8|198.28||
2009.0|BL|0211606|SAAP|L|0.0|17280.0|0.0||
2009.0|BL|0211606|TRAV|L|0.0|5417.44|0.0||
2009.0|BL|0211607|ACSA|L|0.0|184430.45|0.0||
2009.0|BL|0211607|BENF|L|0.0|59368.59|0.0||
2009.0|BL|0211607|BISA|L|0.0|27007.86|0.0||
2009.0|BL|0211607|FINA|L|0.0|3354.45|0.0||
2009.0|BL|0211607|HRCO|L|0.0|25006.24|0.0||
2009.0|BL|0211607|ICOE|L|0.0|145820.79|0.0||
2009.0|BL|0211607|OEXP|L|0.0|310.0|0.0||
2009.0|BL|0211607|PART|L|0.0|4500.0|0.0||
2009.0|BL|0211607|PHON|L|0.0|79.32|0.0||
2009.0|BL|0211607|PRIN|L|0.0|384.43|0.0||
2009.0|BL|0211607|R&M|L|0.0|958.23|0.0||
2009.0|BL|0211607|S&E|L|0.0|29356.8|198.28||
2009.0|BL|0211607|SAAP|L|0.0|17280.0|0.0||
2009.0|BL|0211607|TRAV|L|0.0|5417.44|0.0||
2009.0|BL|0211608|ACSA|L|0.0|184430.45|0.0||
2009.0|BL|0211608|BENF|L|0.0|59368.59|0.0||
2009.0|BL|0211608|BISA|L|0.0|27007.86|0.0||
2009.0|BL|0211608|FINA|L|0.0|3354.45|0.0||
2009.0|BL|0211608|HRCO|L|0.0|25006.24|0.0||
2009.0|BL|0211608|ICOE|L|0.0|145820.79|0.0||
2009.0|BL|0211608|OEXP|L|0.0|310.0|0.0||
2009.0|BL|0211608|PART|L|0.0|4500.0|0.0||
2009.0|BL|0211608|PHON|L|0.0|79.32|0.0||
2009.0|BL|0211608|PRIN|L|0.0|384.43|0.0||
2009.0|BL|0211608|R&M|L|0.0|958.23|0.0||
2009.0|BL|0211608|S&E|L|0.0|29356.8|198.28||
2009.0|BL|0211608|SAAP|L|0.0|17280.0|0.0||
2009.0|BL|0211608|TRAV|L|0.0|5417.44|0.0||
2009.0|BL|0211609|ACSA|L|0.0|184430.45|0.0||
2009.0|BL|0211609|BENF|L|0.0|59368.59|0.0||
2009.0|BL|0211609|BISA|L|0.0|27007.86|0.0||
2009.0|BL|0211609|FINA|L|0.0|3354.45|0.0||
2009.0|BL|0211609|HRCO|L|0.0|25006.24|0.0||
2009.0|BL|0211609|ICOE|L|0.0|145820.79|0.0||
2009.0|BL|0211609|OEXP|L|0.0|310.0|0.0||
2009.0|BL|0211609|PART|L|0.0|4500.0|0.0||
2009.0|BL|0211609|PHON|L|0.0|79.32|0.0||
2009.0|BL|0211609|PRIN|L|0.0|384.43|0.0||
2009.0|BL|0211609|R&M|L|0.0|958.23|0.0||
2009.0|BL|0211609|S&E|L|0.0|29356.8|198.28||
2009.0|BL|0211609|SAAP|L|0.0|17280.0|0.0||
2009.0|BL|0211609|TRAV|L|0.0|5417.44|0.0||
2009.0|BL|0211701|4061|O|0.0|109.5|0.0||
2009.0|BL|0211701|4802|O|0.0|19.3|0.0||
2009.0|BL|0211701|5000|O|0.0|15.29|4021.67||
2009.0|BL|0211701|5007|O|0.0|10.56|0.0||
2009.0|BL|0211701|5017|O|0.0|0.0|98.34||
2009.0|BL|0211701|5200|O|0.0|0.0|349.0||
2009.0|BL|0211702|4061|O|0.0|109.5|0.0||
2009.0|BL|0211702|4802|O|0.0|19.3|0.0||
2009.0|BL|0211702|5000|O|0.0|15.29|4021.67||
2009.0|BL|0211702|5007|O|0.0|10.56|0.0||
2009.0|BL|0211702|5017|O|0.0|0.0|98.34||
2009.0|BL|0211702|5200|O|0.0|0.0|349.0||
2009.0|BL|0211703|4061|O|0.0|109.5|0.0||
2009.0|BL|0211703|4802|O|0.0|19.3|0.0||
2009.0|BL|0211703|5000|O|0.0|15.29|4021.67||
2009.0|BL|0211703|5007|O|0.0|10.56|0.0||
2009.0|BL|0211703|5017|O|0.0|0.0|98.34||
2009.0|BL|0211703|5200|O|0.0|0.0|349.0||
2009.0|BL|0211704|4061|O|0.0|109.5|0.0||
2009.0|BL|0211704|4802|O|0.0|19.3|0.0||
2009.0|BL|0211704|5000|O|0.0|15.29|4021.67||
2009.0|BL|0211704|5007|O|0.0|10.56|0.0||
2009.0|BL|0211704|5017|O|0.0|0.0|98.34||
2009.0|BL|0211704|5200|O|0.0|0.0|349.0||
2009.0|BL|0211705|4061|O|0.0|109.5|0.0||
2009.0|BL|0211705|4802|O|0.0|19.3|0.0||
2009.0|BL|0211705|5000|O|0.0|15.29|4021.67||
2009.0|BL|0211705|5007|O|0.0|10.56|0.0||
2009.0|BL|0211705|5017|O|0.0|0.0|98.34||
2009.0|BL|0211705|5200|O|0.0|0.0|349.0||
2009.0|BL|0211706|4061|O|0.0|109.5|0.0||
2009.0|BL|0211706|4802|O|0.0|19.3|0.0||
2009.0|BL|0211706|5000|O|0.0|15.29|4021.67||
2009.0|BL|0211706|5007|O|0.0|10.56|0.0||
2009.0|BL|0211706|5017|O|0.0|0.0|98.34||
2009.0|BL|0211706|5200|O|0.0|0.0|349.0||
2009.0|BL|0211707|4061|O|0.0|109.5|0.0||
2009.0|BL|0211707|4802|O|0.0|19.3|0.0||
2009.0|BL|0211707|5000|O|0.0|15.29|4021.67||
2009.0|BL|0211707|5007|O|0.0|10.56|0.0||
2009.0|BL|0211707|5017|O|0.0|0.0|98.34||
2009.0|BL|0211707|5200|O|0.0|0.0|349.0||
2009.0|BL|0211708|4061|O|0.0|109.5|0.0||
2009.0|BL|0211708|4802|O|0.0|19.3|0.0||
2009.0|BL|0211708|5000|O|0.0|15.29|4021.67||
2009.0|BL|0211708|5007|O|0.0|10.56|0.0||
2009.0|BL|0211708|5017|O|0.0|0.0|98.34||
2009.0|BL|0211708|5200|O|0.0|0.0|349.0||
2009.0|BL|0211709|4061|O|0.0|109.5|0.0||
2009.0|BL|0211709|4802|O|0.0|19.3|0.0||
2009.0|BL|0211709|5000|O|0.0|15.29|4021.67||
2009.0|BL|0211709|5007|O|0.0|10.56|0.0||
2009.0|BL|0211709|5017|O|0.0|0.0|98.34||
2009.0|BL|0211709|5200|O|0.0|0.0|349.0||
2009.0|BL|0211801|2008|O|0.0|107999.85|0.0||
2009.0|BL|0211801|4002|O|0.0|7678.29|0.0||
2009.0|BL|0211801|4012|O|0.0|22.52|0.0||
2009.0|BL|0211801|4035|O|0.0|50567.01|435.0||
2009.0|BL|0211801|4055|O|0.0|85.0|0.0||
2009.0|BL|0211801|4110|O|0.0|200.26|0.0||
2009.0|BL|0211801|4166|O|0.0|19.75|0.0||
2009.0|BL|0211801|4370|O|0.0|3.42|0.0||
2009.0|BL|0211801|4700|O|0.0|25.0|0.0||
2009.0|BL|0211801|4768|O|0.0|140.96|0.0||
2009.0|BL|0211801|4776|O|0.0|125.0|0.0||
2009.0|BL|0211801|4938|O|0.0|74.55|0.0||
2009.0|BL|0211801|4967|O|0.0|54.0|0.0||
2009.0|BL|0211801|4972|O|0.0|203.8|0.0||
2009.0|BL|0211801|5000|O|0.0|59.5|0.0||
2009.0|BL|0211801|5027|O|0.0|463.98|0.0||
2009.0|BL|0211801|5047|O|0.0|201.0|0.0||
2009.0|BL|0211801|5200|O|0.0|4909.76|0.0||
2009.0|BL|0211801|5500|O|0.0|99023.98|0.0||
2009.0|BL|0211801|5625|O|0.0|11062.78|0.0||
2009.0|BL|0211801|5760|O|0.0|7583.32|0.0||
2009.0|BL|0211801|5772|O|0.0|13531.87|0.0||
2009.0|BL|0211801|7030|O|0.0|17612.45|0.0||
2009.0|BL|0211802|2008|O|0.0|107999.85|0.0||
2009.0|BL|0211802|4002|O|0.0|7678.29|0.0||
2009.0|BL|0211802|4012|O|0.0|22.52|0.0||
2009.0|BL|0211802|4035|O|0.0|50567.01|435.0||
2009.0|BL|0211802|4055|O|0.0|85.0|0.0||
2009.0|BL|0211802|4110|O|0.0|200.26|0.0||
2009.0|BL|0211802|4166|O|0.0|19.75|0.0||
2009.0|BL|0211802|4370|O|0.0|3.42|0.0||
2009.0|BL|0211802|4700|O|0.0|25.0|0.0||
2009.0|BL|0211802|4768|O|0.0|140.96|0.0||
2009.0|BL|0211802|4776|O|0.0|125.0|0.0||
2009.0|BL|0211802|4938|O|0.0|74.55|0.0||
2009.0|BL|0211802|4967|O|0.0|54.0|0.0||
2009.0|BL|0211802|4972|O|0.0|203.8|0.0||
2009.0|BL|0211802|5000|O|0.0|59.5|0.0||
2009.0|BL|0211802|5027|O|0.0|463.98|0.0||
2009.0|BL|0211802|5047|O|0.0|201.0|0.0||
2009.0|BL|0211802|5200|O|0.0|4909.76|0.0||
2009.0|BL|0211802|5500|O|0.0|99023.98|0.0||
2009.0|BL|0211802|5625|O|0.0|11062.78|0.0||
2009.0|BL|0211802|5760|O|0.0|7583.32|0.0||
2009.0|BL|0211802|5772|O|0.0|13531.87|0.0||
2009.0|BL|0211802|7030|O|0.0|17612.45|0.0||
2009.0|BL|0211803|2008|O|0.0|107999.85|0.0||
2009.0|BL|0211803|4002|O|0.0|7678.29|0.0||
2009.0|BL|0211803|4012|O|0.0|22.52|0.0||
2009.0|BL|0211803|4035|O|0.0|50567.01|435.0||
2009.0|BL|0211803|4055|O|0.0|85.0|0.0||
2009.0|BL|0211803|4110|O|0.0|200.26|0.0||
2009.0|BL|0211803|4166|O|0.0|19.75|0.0||
2009.0|BL|0211803|4370|O|0.0|3.42|0.0||
2009.0|BL|0211803|4700|O|0.0|25.0|0.0||
2009.0|BL|0211803|4768|O|0.0|140.96|0.0||
2009.0|BL|0211803|4776|O|0.0|125.0|0.0||
2009.0|BL|0211803|4938|O|0.0|74.55|0.0||
2009.0|BL|0211803|4967|O|0.0|54.0|0.0||
2009.0|BL|0211803|4972|O|0.0|203.8|0.0||
2009.0|BL|0211803|5000|O|0.0|59.5|0.0||
2009.0|BL|0211803|5027|O|0.0|463.98|0.0||
2009.0|BL|0211803|5047|O|0.0|201.0|0.0||
2009.0|BL|0211803|5200|O|0.0|4909.76|0.0||
2009.0|BL|0211803|5500|O|0.0|99023.98|0.0||
2009.0|BL|0211803|5625|O|0.0|11062.78|0.0||
2009.0|BL|0211803|5760|O|0.0|7583.32|0.0||
2009.0|BL|0211803|5772|O|0.0|13531.87|0.0||
2009.0|BL|0211803|7030|O|0.0|17612.45|0.0||
2009.0|BL|0211804|2008|O|0.0|107999.85|0.0||
2009.0|BL|0211804|4002|O|0.0|7678.29|0.0||
2009.0|BL|0211804|4012|O|0.0|22.52|0.0||
2009.0|BL|0211804|4035|O|0.0|50567.01|435.0||
2009.0|BL|0211804|4055|O|0.0|85.0|0.0||
2009.0|BL|0211804|4110|O|0.0|200.26|0.0||
2009.0|BL|0211804|4166|O|0.0|19.75|0.0||
2009.0|BL|0211804|4370|O|0.0|3.42|0.0||
2009.0|BL|0211804|4700|O|0.0|25.0|0.0||
2009.0|BL|0211804|4768|O|0.0|140.96|0.0||
2009.0|BL|0211804|4776|O|0.0|125.0|0.0||
2009.0|BL|0211804|4938|O|0.0|74.55|0.0||
2009.0|BL|0211804|4967|O|0.0|54.0|0.0||
2009.0|BL|0211804|4972|O|0.0|203.8|0.0||
2009.0|BL|0211804|5000|O|0.0|59.5|0.0||
2009.0|BL|0211804|5027|O|0.0|463.98|0.0||
2009.0|BL|0211804|5047|O|0.0|201.0|0.0||
2009.0|BL|0211804|5200|O|0.0|4909.76|0.0||
2009.0|BL|0211804|5500|O|0.0|99023.98|0.0||
2009.0|BL|0211804|5625|O|0.0|11062.78|0.0||
2009.0|BL|0211804|5760|O|0.0|7583.32|0.0||
2009.0|BL|0211804|5772|O|0.0|13531.87|0.0||
2009.0|BL|0211804|7030|O|0.0|17612.45|0.0||
2009.0|BL|0211805|2008|O|0.0|107999.85|0.0||
2009.0|BL|0211805|4002|O|0.0|7678.29|0.0||
2009.0|BL|0211805|4012|O|0.0|22.52|0.0||
2009.0|BL|0211805|4035|O|0.0|50567.01|435.0||
2009.0|BL|0211805|4055|O|0.0|85.0|0.0||
2009.0|BL|0211805|4110|O|0.0|200.26|0.0||
2009.0|BL|0211805|4166|O|0.0|19.75|0.0||
2009.0|BL|0211805|4370|O|0.0|3.42|0.0||
2009.0|BL|0211805|4700|O|0.0|25.0|0.0||
2009.0|BL|0211805|4768|O|0.0|140.96|0.0||
2009.0|BL|0211805|4776|O|0.0|125.0|0.0||
2009.0|BL|0211805|4938|O|0.0|74.55|0.0||
2009.0|BL|0211805|4967|O|0.0|54.0|0.0||
2009.0|BL|0211805|4972|O|0.0|203.8|0.0||
2009.0|BL|0211805|5000|O|0.0|59.5|0.0||
2009.0|BL|0211805|5027|O|0.0|463.98|0.0||
2009.0|BL|0211805|5047|O|0.0|201.0|0.0||
2009.0|BL|0211805|5200|O|0.0|4909.76|0.0||
2009.0|BL|0211805|5500|O|0.0|99023.98|0.0||
2009.0|BL|0211805|5625|O|0.0|11062.78|0.0||
2009.0|BL|0211805|5760|O|0.0|7583.32|0.0||
2009.0|BL|0211805|5772|O|0.0|13531.87|0.0||
2009.0|BL|0211805|7030|O|0.0|17612.45|0.0||
2009.0|BL|0211806|2008|O|0.0|107999.85|0.0||
2009.0|BL|0211806|4002|O|0.0|7678.29|0.0||
2009.0|BL|0211806|4012|O|0.0|22.52|0.0||
2009.0|BL|0211806|4035|O|0.0|50567.01|435.0||
2009.0|BL|0211806|4055|O|0.0|85.0|0.0||
2009.0|BL|0211806|4110|O|0.0|200.26|0.0||
2009.0|BL|0211806|4166|O|0.0|19.75|0.0||
2009.0|BL|0211806|4370|O|0.0|3.42|0.0||
2009.0|BL|0211806|4700|O|0.0|25.0|0.0||
2009.0|BL|0211806|4768|O|0.0|140.96|0.0||
2009.0|BL|0211806|4776|O|0.0|125.0|0.0||
2009.0|BL|0211806|4938|O|0.0|74.55|0.0||
2009.0|BL|0211806|4967|O|0.0|54.0|0.0||
2009.0|BL|0211806|4972|O|0.0|203.8|0.0||
2009.0|BL|0211806|5000|O|0.0|59.5|0.0||
2009.0|BL|0211806|5027|O|0.0|463.98|0.0||
2009.0|BL|0211806|5047|O|0.0|201.0|0.0||
2009.0|BL|0211806|5200|O|0.0|4909.76|0.0||
2009.0|BL|0211806|5500|O|0.0|99023.98|0.0||
2009.0|BL|0211806|5625|O|0.0|11062.78|0.0||
2009.0|BL|0211806|5760|O|0.0|7583.32|0.0||
2009.0|BL|0211806|5772|O|0.0|13531.87|0.0||
2009.0|BL|0211806|7030|O|0.0|17612.45|0.0||
2009.0|BL|0211807|2008|O|0.0|107999.85|0.0||
2009.0|BL|0211807|4002|O|0.0|7678.29|0.0||
2009.0|BL|0211807|4012|O|0.0|22.52|0.0||
2009.0|BL|0211807|4035|O|0.0|50567.01|435.0||
2009.0|BL|0211807|4055|O|0.0|85.0|0.0||
2009.0|BL|0211807|4110|O|0.0|200.26|0.0||
2009.0|BL|0211807|4166|O|0.0|19.75|0.0||
2009.0|BL|0211807|4370|O|0.0|3.42|0.0||
2009.0|BL|0211807|4700|O|0.0|25.0|0.0||
2009.0|BL|0211807|4768|O|0.0|140.96|0.0||
2009.0|BL|0211807|4776|O|0.0|125.0|0.0||
2009.0|BL|0211807|4938|O|0.0|74.55|0.0||
2009.0|BL|0211807|4967|O|0.0|54.0|0.0||
2009.0|BL|0211807|4972|O|0.0|203.8|0.0||
2009.0|BL|0211807|5000|O|0.0|59.5|0.0||
2009.0|BL|0211807|5027|O|0.0|463.98|0.0||
2009.0|BL|0211807|5047|O|0.0|201.0|0.0||
2009.0|BL|0211807|5200|O|0.0|4909.76|0.0||
2009.0|BL|0211807|5500|O|0.0|99023.98|0.0||
2009.0|BL|0211807|5625|O|0.0|11062.78|0.0||
2009.0|BL|0211807|5760|O|0.0|7583.32|0.0||
2009.0|BL|0211807|5772|O|0.0|13531.87|0.0||
2009.0|BL|0211807|7030|O|0.0|17612.45|0.0||
2009.0|BL|0211808|2008|O|0.0|107999.85|0.0||
2009.0|BL|0211808|4002|O|0.0|7678.29|0.0||
2009.0|BL|0211808|4012|O|0.0|22.52|0.0||
2009.0|BL|0211808|4035|O|0.0|50567.01|435.0||
2009.0|BL|0211808|4055|O|0.0|85.0|0.0||
2009.0|BL|0211808|4110|O|0.0|200.26|0.0||
2009.0|BL|0211808|4166|O|0.0|19.75|0.0||
2009.0|BL|0211808|4370|O|0.0|3.42|0.0||
2009.0|BL|0211808|4700|O|0.0|25.0|0.0||
2009.0|BL|0211808|4768|O|0.0|140.96|0.0||
2009.0|BL|0211808|4776|O|0.0|125.0|0.0||
2009.0|BL|0211808|4938|O|0.0|74.55|0.0||
2009.0|BL|0211808|4967|O|0.0|54.0|0.0||
