univ_fiscal_yr|fin_coa_cd|account_nbr|sub_acct_nbr|fin_object_cd|fin_sub_obj_cd|fin_balance_typ_cd|fin_obj_typ_cd|position_nbr|emplid|obj_id|ver_nbr|acln_annl_bal_amt|fin_beg_bal_ln_amt|contr_gr_bb_ac_amt|mo1_acct_ln_amt|mo2_acct_ln_amt|mo3_acct_ln_amt|mo4_acct_ln_amt|mo5_acct_ln_amt|mo6_acct_ln_amt|mo7_acct_ln_amt|mo8_acct_ln_amt|mo9_acct_ln_amt|mo10_acct_ln_amt|mo11_acct_ln_amt|mo12_acct_ln_amt|mo13_acct_ln_amt|timestamp|
2009.0|BA|6044900|-----|2400|---|IE|EX|00022120|0000223771|531CC9D0E2116831E0404F8189D83280|1.0|6142.2|0.0|0.0|33782.1|-3071.1|-3071.1|-3071.1|-3071.1|-3071.1|-3071.1|-3071.1|-3071.1|-3071.1|0.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2400|---|IE|EX|00030851|0000092426|531CC9D0E2136831E0404F8189D83280|1.0|10212.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20424.6|-5106.15|-5106.15|0.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|ES|00008115|0000059227|531CC9D0E2146831E0404F8189D83280|1.0|-738.4|0.0|0.0|103.75|229.69|76.56|153.11|153.13|-689.04|229.66|0.02|153.12|76.55|-1224.95|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|ES|00008993|0000237963|531CC9D0E2156831E0404F8189D83280|1.0|-1000.0|0.0|0.0|134.3|309.36|103.13|206.23|206.25|-928.07|309.33|0.01|206.25|103.11|-1649.9|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|ES|00009186|0000105978|531CC9D0E2166831E0404F8189D83280|1.0|-927.2|0.0|0.0|128.8|288.0|96.0|192.0|192.0|-864.0|288.0|0.0|192.0|96.0|-1536.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|ES|00012417|0000000787|531CC9D0E2176831E0404F8189D83280|1.0|-1306.4|0.0|0.0|-1306.4|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|ES|00012431|0000226165|531CC9D0E2186831E0404F8189D83280|1.0|-1183.68|0.0|0.0|299.12|404.4|134.8|269.6|269.6|-1213.2|404.4|0.0|269.6|134.79|-2156.79|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|ES|00014644|0000221692|531CC9D0E2196831E0404F8189D83280|1.0|-833.6|0.0|0.0|106.22|256.33|85.45|170.86|170.88|-768.94|256.31|-0.01|170.9|85.44|-1367.04|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|ES|00015209|0000026869|531CC9D0E21A6831E0404F8189D83280|1.0|-752.8|0.0|0.0|106.07|16.44|295.89|69.38|242.93|-1483.51|242.2|-242.2|604.2|-429.61|-174.59|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|ES|00015281|0000229293|531CC9D0E21B6831E0404F8189D83280|1.0|-928.0|0.0|0.0|120.94|286.09|95.37|190.69|173.98|-841.47|286.06|0.0|190.74|95.34|-1525.74|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|ES|00019261|0000243650|531CC9D0E21C6831E0404F8189D83280|1.0|-279.2|0.0|0.0|34.72|85.64|28.54|57.02|57.12|-256.84|85.61|-0.02|57.12|28.52|-456.63|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|ES|00019760|0000243128|531CC9D0E21D6831E0404F8189D83280|1.0|-275.0|0.0|0.0|34.08|84.29|28.13|56.16|56.23|-252.88|84.27|0.01|56.21|28.08|-449.58|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|ES|00019967|0000236216|531CC9D0E21E6831E0404F8189D83280|1.0|-928.0|0.0|0.0|128.85|288.25|96.1|120.25|143.11|-969.43|404.75|109.14|192.17|-157.38|-1283.81|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|ES|00019971|0000042074|531CC9D0E21F6831E0404F8189D83280|1.0|-749.98|0.0|0.0|155.52|246.96|82.32|-483.65|812.93|-740.86|-48.7|295.63|164.66|-137.97|-1096.82|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|ES|00026148|0000241843|531CC9D0E2206831E0404F8189D83280|1.0|-928.0|0.0|0.0|120.93|286.11|95.36|190.7|190.71|-1016.75|444.59|0.02|190.71|-333.19|-1097.19|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|ES|00026159|0000089297|531CC9D0E2216831E0404F8189D83280|1.0|-928.0|0.0|0.0|120.94|286.08|95.38|190.71|190.72|-858.23|286.06|0.0|190.74|95.35|-1525.75|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|EX|00008115|0000059227|531CC9D0E2226831E0404F8189D83280|1.0|16816.0|0.0|0.0|1504.0|1531.2|1531.2|1531.2|1531.2|2296.8|1531.2|1531.2|1531.2|1531.2|765.6|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|EX|00008993|0000237963|531CC9D0E2236831E0404F8189D83280|1.0|22500.52|0.0|0.0|2031.2|2062.4|2062.4|2062.4|2062.4|3093.6|2062.4|2062.4|2062.4|2062.4|876.52|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|EX|00009186|0000105978|531CC9D0E1D86831E0404F8189D83280|1.0|21087.2|0.0|0.0|1887.2|1920.0|1920.0|1920.0|1920.0|2880.0|1920.0|1920.0|1920.0|1920.0|960.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|EX|00012417|0000000787|531CC9D0E1D96831E0404F8189D83280|1.0|914.48|0.0|0.0|914.48|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|EX|00012431|0000226165|531CC9D0E1DA6831E0404F8189D83280|1.0|29623.2|0.0|0.0|2663.2|2696.0|2696.0|2696.0|2696.0|4044.0|2696.0|2696.0|2696.0|2696.0|1348.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|EX|00014644|0000221692|531CC9D0E1DB6831E0404F8189D83280|1.0|18776.0|0.0|0.0|1688.0|1708.8|1708.8|1708.8|1708.8|2563.2|1708.8|1708.8|1708.8|1708.8|854.4|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|EX|00015209|0000026869|531CC9D0E1DC6831E0404F8189D83280|1.0|9684.0|0.0|0.0|1533.6|1406.03|1123.28|1003.04|1561.6|1561.6|581.01|186.32|402.8|216.48|108.24|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|EX|00015281|0000229293|531CC9D0E1DD6831E0404F8189D83280|1.0|20811.75|0.0|0.0|1881.6|1907.2|1907.2|1871.44|1898.38|2860.8|1809.93|1907.2|1907.2|1907.2|953.6|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|EX|00019261|0000243650|531CC9D0E1DE6831E0404F8189D83280|1.0|6272.63|0.0|0.0|564.6|570.8|570.8|570.78|570.8|856.2|570.8|570.82|570.83|570.8|285.4|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|EX|00019760|0000243128|531CC9D0E1DF6831E0404F8189D83280|1.0|6176.04|0.0|0.0|556.0|561.99|562.0|561.98|562.0|843.01|562.0|562.03|562.0|562.01|281.02|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|EX|00019967|0000236216|531CC9D0E1E06831E0404F8189D83280|1.0|19261.51|0.0|0.0|1888.8|1921.6|1921.6|1879.32|1620.27|2438.51|1523.11|1790.81|1702.06|1746.62|828.81|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|EX|00019971|0000042074|531CC9D0E1E16831E0404F8189D83280|1.0|16082.92|0.0|0.0|1626.4|1646.4|1564.08|1265.05|1234.8|2469.6|1418.99|1646.4|1386.06|1508.72|316.42|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|EX|00026148|0000241843|531CC9D0E1E26831E0404F8189D83280|1.0|19625.59|0.0|0.0|1881.6|1706.35|1907.2|1907.2|1907.2|2702.26|1605.74|1811.48|1824.0|1639.36|733.2|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|AC|EX|00026159|0000089297|531CC9D0E1E36831E0404F8189D83280|1.0|20953.6|0.0|0.0|1881.6|1907.2|1907.2|1907.2|1907.2|2860.8|1907.2|1907.2|1907.2|1907.2|953.6|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|ES|00008115|0000059227|531CC9D0E1E46831E0404F8189D83280|1.0|0.0|0.0|0.0|-842.15|-229.69|-76.56|-153.11|-153.13|689.04|-229.66|-0.02|-153.12|-76.55|1224.95|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|ES|00008993|0000237963|531CC9D0E1E56831E0404F8189D83280|1.0|0.0|0.0|0.0|-1134.3|-309.36|-103.13|-206.23|-206.25|928.07|-309.33|-0.01|-206.25|-103.11|1649.9|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|ES|00009186|0000105978|531CC9D0E1E66831E0404F8189D83280|1.0|0.0|0.0|0.0|-1056.0|-288.0|-96.0|-192.0|-192.0|864.0|-288.0|0.0|-192.0|-96.0|1536.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|ES|00012431|0000226165|531CC9D0E1E76831E0404F8189D83280|1.0|0.0|0.0|0.0|-1482.8|-404.4|-134.8|-269.6|-269.6|1213.2|-404.4|0.0|-269.6|-134.79|2156.79|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|ES|00014644|0000221692|531CC9D0E1E86831E0404F8189D83280|1.0|0.0|0.0|0.0|-939.82|-256.33|-85.45|-170.86|-170.88|768.94|-256.31|0.01|-170.9|-85.44|1367.04|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|ES|00015209|0000026869|531CC9D0E1E96831E0404F8189D83280|1.0|0.0|0.0|0.0|-858.87|-16.44|-295.89|-69.38|-242.93|1483.51|-242.2|242.2|-604.2|429.61|174.59|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|ES|00015281|0000229293|531CC9D0E1EA6831E0404F8189D83280|1.0|0.0|0.0|0.0|-1048.94|-286.09|-95.37|-190.69|-173.98|841.47|-286.06|0.0|-190.74|-95.34|1525.74|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|ES|00019261|0000243650|531CC9D0E1EB6831E0404F8189D83280|1.0|0.0|0.0|0.0|-313.92|-85.64|-28.54|-57.02|-57.12|256.84|-85.61|0.02|-57.12|-28.52|456.63|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|ES|00019760|0000243128|531CC9D0E1EC6831E0404F8189D83280|1.0|0.0|0.0|0.0|-309.08|-84.29|-28.13|-56.16|-56.23|252.88|-84.27|-0.01|-56.21|-28.08|449.58|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|ES|00019967|0000236216|531CC9D0E1ED6831E0404F8189D83280|1.0|0.0|0.0|0.0|-1056.85|-288.25|-96.1|-120.25|-143.11|969.43|-404.75|-109.14|-192.17|157.38|1283.81|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|ES|00019971|0000042074|531CC9D0E1EE6831E0404F8189D83280|1.0|0.0|0.0|0.0|-905.5|-246.96|-82.32|483.65|-812.93|740.86|48.7|-295.63|-164.66|137.97|1096.82|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|ES|00026148|0000241843|531CC9D0E1EF6831E0404F8189D83280|1.0|0.0|0.0|0.0|-1048.93|-286.11|-95.36|-190.7|-190.71|1016.75|-444.59|-0.02|-190.71|333.19|1097.19|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|ES|00026159|0000089297|531CC9D0E1F06831E0404F8189D83280|1.0|0.0|0.0|0.0|-1048.94|-286.08|-95.38|-190.71|-190.72|858.23|-286.06|0.0|-190.74|-95.35|1525.75|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|EX|00008115|0000059227|531CC9D0E1F16831E0404F8189D83280|1.0|3828.0|0.0|0.0|19140.0|-1531.2|-1531.2|-1531.2|-1531.2|-2296.8|-1531.2|-1531.2|-1531.2|-1531.2|-765.6|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|EX|00008993|0000237963|531CC9D0E1F26831E0404F8189D83280|1.0|5156.0|0.0|0.0|25780.0|-2062.4|-2062.4|-2062.4|-2062.4|-3093.6|-2062.4|-2062.4|-2062.4|-2062.4|-1031.2|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|EX|00009186|0000105978|531CC9D0E1F36831E0404F8189D83280|1.0|4800.0|0.0|0.0|24000.0|-1920.0|-1920.0|-1920.0|-1920.0|-2880.0|-1920.0|-1920.0|-1920.0|-1920.0|-960.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|EX|00012417|0000000787|531CC9D0E1F46831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|EX|00012431|0000226165|531CC9D0E1F56831E0404F8189D83280|1.0|6740.0|0.0|0.0|33700.0|-2696.0|-2696.0|-2696.0|-2696.0|-4044.0|-2696.0|-2696.0|-2696.0|-2696.0|-1348.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|EX|00014644|0000221692|531CC9D0E1F66831E0404F8189D83280|1.0|4272.0|0.0|0.0|21360.0|-1708.8|-1708.8|-1708.8|-1708.8|-2563.2|-1708.8|-1708.8|-1708.8|-1708.8|-854.4|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|EX|00015209|0000026869|531CC9D0E1F76831E0404F8189D83280|1.0|3904.0|0.0|0.0|19520.0|-1561.6|-1561.6|-1561.6|-1561.6|-2342.4|-1561.6|-1561.6|-1561.6|-1561.6|-780.8|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|EX|00015281|0000229293|531CC9D0E1F86831E0404F8189D83280|1.0|4768.0|0.0|0.0|23840.0|-1907.2|-1907.2|-1907.2|-1907.2|-2860.8|-1907.2|-1907.2|-1907.2|-1907.2|-953.6|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|EX|00019261|0000243650|531CC9D0E1F96831E0404F8189D83280|1.0|1427.0|0.0|0.0|7135.0|-570.8|-570.8|-570.8|-570.8|-856.2|-570.8|-570.8|-570.8|-570.8|-285.4|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|EX|00019760|0000243128|531CC9D0E1FA6831E0404F8189D83280|1.0|1405.0|0.0|0.0|7025.0|-562.0|-562.0|-562.0|-562.0|-843.0|-562.0|-562.0|-562.0|-562.0|-281.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|EX|00019967|0000236216|531CC9D0E1FB6831E0404F8189D83280|1.0|4804.0|0.0|0.0|24020.0|-1921.6|-1921.6|-1921.6|-1921.6|-2882.4|-1921.6|-1921.6|-1921.6|-1921.6|-960.8|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|EX|00019971|0000042074|531CC9D0E1FC6831E0404F8189D83280|1.0|4116.0|0.0|0.0|20580.0|-1646.4|-1646.4|-1646.4|-1646.4|-2469.6|-1646.4|-1646.4|-1646.4|-1646.4|-823.2|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|EX|00026148|0000241843|531CC9D0E1FD6831E0404F8189D83280|1.0|4768.0|0.0|0.0|23840.0|-1907.2|-1907.2|-1907.2|-1907.2|-2860.8|-1907.2|-1907.2|-1907.2|-1907.2|-953.6|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|2500|---|IE|EX|00026159|0000089297|531CC9D0E1FE6831E0404F8189D83280|1.0|4768.0|0.0|0.0|23840.0|-1907.2|-1907.2|-1907.2|-1907.2|-2860.8|-1907.2|-1907.2|-1907.2|-1907.2|-953.6|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|3000|---|AC|ES|00023275|0000001601|531CC9D0E2016831E0404F8189D83280|1.0|-299.48|0.0|0.0|-299.48|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|3000|---|AC|ES|00023275|0000021554|531CC9D0E1FF6831E0404F8189D83280|1.0|-108.3|0.0|0.0|-18.44|63.76|59.92|108.02|-49.24|-83.16|6.04|50.7|36.37|20.37|-302.64|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|3000|---|AC|ES|00023275|0000103872|531CC9D0E1B36831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|284.05|38.0|240.35|-562.4|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|3000|---|AC|ES|00023275|0000221385|531CC9D0E2006831E0404F8189D83280|1.0|-333.0|0.0|0.0|-34.36|123.46|-261.23|345.3|60.97|-299.39|45.22|76.05|62.1|33.68|-484.8|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|3000|---|AC|ES|00023275|0000224365|531CC9D0E1B26831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|136.5|-136.5|0.0|0.0|0.0|0.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|3000|---|AC|ES|00023281|0000007220|531CC9D0E1AB6831E0404F8189D83280|1.0|-190.58|0.0|0.0|-190.58|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|3000|---|AC|ES|00023281|0000008257|531CC9D0E1AC6831E0404F8189D83280|1.0|-471.2|0.0|0.0|23.36|282.72|-422.08|66.4|-421.6|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|3000|---|AC|ES|00023281|0000008486|531CC9D0E1AD6831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|3000|---|AC|ES|00023281|0000194700|531CC9D0E1AE6831E0404F8189D83280|1.0|-599.2|0.0|0.0|-245.44|171.52|-525.28|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|3000|---|AC|ES|00023281|0000220719|531CC9D0E1B46831E0404F8189D83280|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|378.56|159.04|-11.52|-526.08|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|3000|---|AC|ES|00023281|A000000009|531CC9D0E1AF6831E0404F8189D83280|1.0|-24.0|0.0|0.0|332.4|-311.6|-44.8|0.0|0.0|0.0|0.0|450.32|183.28|112.64|-746.24|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|3000|---|AC|ES|00023281|M000000007|531CC9D0E1B06831E0404F8189D83280|1.0|-677.45|0.0|0.0|-87.47|253.73|176.29|-1020.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|3000|---|AC|ES|00023281|M000000010|531CC9D0E1B16831E0404F8189D83280|1.0|-570.92|0.0|0.0|-371.27|-199.65|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|3000|---|AC|EX|00023275|0000001601|531CC9D0E1B76831E0404F8189D83280|1.0|99.0|0.0|0.0|99.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|3000|---|AC|EX|00023275|0000021554|531CC9D0E1B56831E0404F8189D83280|1.0|3102.17|0.0|0.0|187.15|218.03|227.19|378.32|285.69|519.7|150.16|331.52|330.54|284.71|189.16|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|3000|---|AC|EX|00023275|0000103872|531CC9D0E1C06831E0404F8189D83280|1.0|1363.25|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|428.45|214.7|638.4|81.7|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|3000|---|AC|EX|00023275|0000221385|531CC9D0E1B66831E0404F8189D83280|1.0|5861.25|0.0|0.0|569.25|587.25|378.0|594.0|599.25|769.5|362.25|568.5|526.5|604.5|302.25|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|3000|---|AC|EX|00023275|0000224365|531CC9D0E1BF6831E0404F8189D83280|1.0|136.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|136.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|3000|---|AC|EX|00023281|0000008257|531CC9D0E1BA6831E0404F8189D83280|1.0|3536.8|0.0|0.0|936.0|1114.4|730.4|476.8|279.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|3000|---|AC|EX|00023281|0000194700|531CC9D0E1BB6831E0404F8189D83280|1.0|1432.8|0.0|0.0|696.8|710.4|25.6|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|3000|---|AC|EX|00023281|0000220719|531CC9D0E1C16831E0404F8189D83280|1.0|2033.6|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|539.2|581.6|576.0|336.8|0.0|0.0|20070502165829|
2009.0|BA|6044900|-----|3000|---|AC|EX|00023281|A000000009|531CC9D0E1BC6831E0404F8189D83280|1.0|3043.2|0.0|0.0|349.6|83.2|0.0|0.0|0.0|0.0|0.0|809.6|749.6|650.4|400.8|0.0|0.0|20070502165829|
