univ_fiscal_yr|univ_fiscal_prd_cd|obj_id|ver_nbr|univ_fiscal_prd_nm|row_actv_ind|bdgt_rollover_cd|univ_fscpd_end_dt|
2011.0|10|E72BD857-73A8-18C9-7148-0A43B32FF6AA|3.0|APR. 2011|Y|N|20110430000000|
2011.0|11|A9CAEA71-D7DE-50D0-D2BC-EB02AE79A39C|3.0|MAY 2011|Y|N|20110531000000|
2011.0|12|844A5D04-EAFC-0636-00A9-559BFCF5370D|3.0|JUNE 2011|Y|N|20110630000000|
2011.0|13|E5E56C4F-9565-0717-7E88-A0B42A5B81B2|3.0|CLOSING 11|Y|N|20110630000000|
2011.0|AB|B7213E0E-6A01-75F9-DAF1-ED818C72127D|3.0|ANNUAL BAL|Y|N|20110630000000|
2011.0|BB|15C09C66-2B7D-900C-F254-6A01210C9243|3.0|BEG. BAL.|Y|N|20110630000000|
2011.0|CB|DC3E6B74-1BAD-C71C-F29E-04CD871D35C4|3.0|CG BEG BAL|Y|N|20110630000000|
2012.0|01|1C81DCEA-BB97-F9FB-E331-414A4CB9DC28|3.0|JULY 2011|Y|N|20110731000000|
2012.0|02|7752C1E2-3926-5E1E-C923-D43CD4773D47|3.0|AUG. 2011|Y|N|20110831000000|
2012.0|03|9EBF9576-0235-58F3-43E8-E668BAB8A186|3.0|SEPT. 2011|Y|N|20110930000000|
2012.0|04|39B8443A-506C-BB76-7359-1956D5E7A193|3.0|OCT. 2011|Y|N|20111031000000|
2012.0|05|D439EE49-EA2C-A70B-0F6F-F6C53FB963FD|3.0|NOV. 2011|Y|N|20111130000000|
2012.0|06|CF9404E2-C7A9-49E5-3B18-F7CECDA6767E|3.0|DEC. 2011|Y|N|20111231000000|
2012.0|07|AA52A00C-330F-B819-4EF9-2D14A835D415|3.0|JAN. 2012|Y|N|20120131000000|
2012.0|08|BCBED881-E554-C50E-C1C8-828B14321A76|3.0|FEB. 2012|Y|N|20120228000000|
2012.0|09|0BF01151-C0C6-A7BC-E071-183F24ED199E|3.0|MAR. 2012|Y|N|20120331000000|
2012.0|10|1390346E-6AC4-E42B-ABB2-E3142B88B484|3.0|APR. 2012|Y|N|20120430000000|
2012.0|11|DC1E3959-82F6-F493-A057-F8D167A0DB5E|3.0|MAY 2012|Y|N|20120531000000|
2012.0|12|D3C63F28-B417-3850-F59B-1342D78E63C2|3.0|JUNE 2012|Y|N|20120630000000|
2012.0|13|346E867C-E7A8-0F02-5AC9-31169E7A80CB|3.0|CLOSING 12|Y|N|20120630000000|
2012.0|AB|D230CC28-B1BF-9C80-E5C1-727D66ABB1D9|3.0|ANNUAL BAL|Y|N|20120630000000|
2012.0|BB|889C615C-3859-90E1-54BA-C636ABA0F4CF|3.0|BEG. BAL.|Y|N|20120630000000|
2012.0|CB|E7102264-BF1C-0254-BDC9-668ECDF1812D|3.0|CG BEG BAL|Y|N|20120630000000|
2013.0|01|7AAEE99F-B1E6-5509-1BF0-3272241C9D09|3.0|JULY 2012|Y|N|20120731000000|
2013.0|02|DE114290-69AB-2FEA-E371-6F6DC0D7DB82|3.0|AUG. 2012|Y|N|20120831000000|
2013.0|03|017F7E2A-731B-F89F-6B74-965851F9E19B|3.0|SEPT. 2012|Y|N|20120930000000|
2013.0|04|2BCC300E-1D40-72A7-7C43-655B1567923F|3.0|OCT. 2012|Y|N|20121031000000|
2013.0|05|AD073A87-3E00-9029-36E9-29C2D50CE436|3.0|NOV. 2012|Y|N|20121130000000|
2013.0|06|8F5A8DB6-CA36-5698-B35F-DDC10C315E71|3.0|DEC. 2012|Y|N|20121231000000|
2013.0|07|46C74CFA-B231-5628-6140-1EBDF26C0F18|3.0|JAN. 2013|Y|N|20130131000000|
2013.0|08|994B6821-8661-0BF9-F3C4-9BDB38C0B662|3.0|FEB. 2013|Y|N|20130228000000|
2013.0|09|E13C2F51-3668-5728-8006-F3405F032F3D|3.0|MAR. 2013|Y|N|20130331000000|
2013.0|10|87FB477A-40F6-77ED-1BFA-6ED987110D3C|3.0|APR. 2013|Y|N|20130430000000|
2013.0|11|A1C9ED7A-2F0E-50E7-60A4-BC2D84A1B97C|3.0|MAY 2013|Y|N|20130531000000|
2013.0|12|F0B482F9-56D4-74B6-8693-EA18C909214E|3.0|JUNE 2013|Y|N|20130630000000|
2013.0|13|0152FBB9-71D0-4FC0-6794-033779E23D3D|3.0|CLOSING 13|Y|N|20130630000000|
2013.0|AB|50365E1B-7136-DE0D-17B9-1FAF241E8C73|3.0|ANNUAL BAL|Y|N|20130630000000|
2013.0|BB|0447314F-096F-B710-15F3-7A932CC0AF0D|3.0|BEG. BAL.|Y|N|20130630000000|
2013.0|CB|8CD99240-5686-E3BF-E633-78C8995A8502|3.0|CG BEG BAL|Y|N|20130630000000|
2014.0|01|25346a0e-f0e0-4908-ac0d-1d26bef0b852|4.0|JULY 2013|Y|N|20130731000000|
2014.0|02|39a6b160-0bf7-4f04-a4cd-2af9c84e0560|4.0|AUG. 2013|Y|N|20130831000000|
2014.0|03|c6d0a678-572c-4028-a00e-150ddb408f19|4.0|SEPT. 2013|Y|N|20130930000000|
2014.0|04|048921cc-30ea-4ec5-b9e4-aa24877645c9|4.0|OCT. 2013|Y|N|20131031000000|
2014.0|05|62ba85b5-55bf-45e7-8239-5453ee96c5c3|4.0|NOV. 2013|Y|N|20131130000000|
2014.0|06|12100b30-e0d2-49ae-827c-2e6a54e2c36f|4.0|DEC. 2013|Y|N|20131231000000|
2014.0|07|c6fc0225-9caf-4504-88a1-bc2183dcb05d|4.0|JAN. 2014|Y|N|20140131000000|
2014.0|08|08bef98f-1960-4cf5-a103-737c55fc499f|4.0|FEB. 2014|Y|N|20140228000000|
2014.0|09|f38fa8a3-6298-418f-8917-ed190ba62767|4.0|MAR. 2014|Y|N|20140331000000|
2014.0|10|aa00c9b9-b2c8-418e-bbd3-6e3c8551cf76|4.0|APR. 2014|Y|N|20140430000000|
2014.0|11|8736e2d4-7a23-4eb7-9b8f-4a0fe886e204|4.0|MAY 2014|Y|N|20140531000000|
2014.0|12|99b363b0-3b34-45c4-b224-a5cb75c9e9bf|4.0|JUNE 2014|Y|N|20140630000000|
2014.0|13|9807c30b-1bd7-4f5e-a147-288ce4abaa50|4.0|CLOSING 14|Y|N|20140630000000|
2014.0|AB|3f129926-076a-4df5-9d0d-83c774759a89|4.0|ANNUAL BAL|Y|N|20140630000000|
2014.0|BB|dbdc5e83-9494-41b7-b778-feed2a3a6412|4.0|BEG. BAL.|Y|N|20140630000000|
2014.0|CB|464d36ef-4c56-4ab2-b705-5e846dca8e4f|4.0|CG BEG BAL|Y|N|20140630000000|
2015.0|01|8d48b464-9ada-489d-8972-6f41ed01d136|3.0|JULY 2014|Y|N|20140731000000|
2015.0|02|e2299123-0ba6-4a3d-bfda-5c1a4ff6cc0c|3.0|AUG. 2014|Y|N|20140831000000|
2015.0|03|cadfe1f5-722f-4155-8988-ea3f9429135f|3.0|SEPT. 2014|Y|N|20140930000000|
2015.0|04|b7beb13f-6d49-44af-8be7-4787adeda4f1|3.0|OCT. 2014|Y|N|20141031000000|
2015.0|05|73104494-c9d6-43ae-94ce-d0e675dd5a13|3.0|NOV. 2014|Y|N|20141130000000|
2015.0|06|8695292b-042b-4958-8fdc-4673b2571dd0|3.0|DEC. 2014|Y|N|20141231000000|
2015.0|07|5376e2ac-08e7-4040-a445-68b11959957e|3.0|JAN. 2015|Y|N|20150131000000|
2015.0|08|ec1433e1-8558-4d47-9875-330f55922cb5|3.0|FEB. 2015|Y|N|20150228000000|
2015.0|09|a05f22cc-d5c2-45c5-bc98-eb8a672848cb|3.0|MAR. 2015|Y|N|20150331000000|
2015.0|10|ab3ee380-3bb7-4651-b0b9-ef90e66d0d61|3.0|APR. 2015|Y|N|20150430000000|
2015.0|11|2b493d03-a427-4895-98d5-44f5b9e7dd3f|3.0|MAY 2015|Y|N|20150531000000|
2015.0|12|234a5375-ec62-4f24-a441-a440121bc6d2|3.0|JUNE 2015|Y|N|20150630000000|
2015.0|13|39ea7e36-8d6b-4c30-9896-b0473cdaceb4|3.0|CLOSING 15|Y|N|20150630000000|
2015.0|AB|a2777d6f-5240-4e93-a294-8c96b0ef3731|3.0|ANNUAL BAL|Y|N|20150630000000|
2015.0|BB|dd4293b3-6807-45b3-9cd7-b687c764bfb9|3.0|BEG. BAL.|Y|N|20150630000000|
2015.0|CB|197afe1d-7561-47a4-bd2b-9b200eb695a5|3.0|CG BEG BAL|Y|N|20150630000000|
2016.0|01|ef1a31ca-69f6-4304-b03a-d55e29da5e15|2.0|JULY 2015|N|N|20150731000000|
2016.0|02|0423ea18-6bb1-493b-8324-9504275c239d|2.0|AUG. 2015|N|N|20150831000000|
2016.0|03|3e469446-850b-4c5e-9b93-c48d0623bb78|2.0|SEPT. 2015|N|N|20150930000000|
2016.0|04|be0c86ba-8aa9-4d8a-801a-63b50ad640e9|2.0|OCT. 2015|N|N|20151031000000|
2016.0|05|862019be-5966-4bc2-91d1-92e50c063b74|2.0|NOV. 2015|N|N|20151130000000|
2016.0|06|5d186ade-16c7-4d41-958f-01b1d04c60d0|2.0|DEC. 2015|N|N|20151231000000|
2016.0|07|2f83447b-251d-4347-b481-d6c330ac5c4f|2.0|JAN. 2016|N|N|20160131000000|
2016.0|08|b3aa0808-a4e7-468e-8179-ab653623c839|2.0|FEB. 2016|N|N|20160228000000|
2016.0|09|41535286-b3de-43b0-bc63-9d0bc97eb4d5|2.0|MAR. 2016|N|N|20160331000000|
2016.0|10|013b38a2-6e8e-475d-9938-c35b5f0244f1|2.0|APR. 2016|N|N|20160430000000|
2016.0|11|afabf314-d8db-4def-95bb-1b8ac423a0c8|2.0|MAY 2016|N|N|20160531000000|
2016.0|12|0d7a6c3f-f2ee-4497-ba9d-898095ca7605|2.0|JUNE 2016|N|N|20160630000000|
2016.0|13|650c7633-6815-4f04-bca6-444b5fad7a6c|2.0|CLOSING 16|N|N|20160630000000|
2016.0|AB|23c2e21d-d965-4f21-b135-7aae65890fd9|2.0|ANNUAL BAL|N|N|20160630000000|
2016.0|BB|83989be0-8bc9-4d89-9fbf-9d8d405e65e5|2.0|BEG. BAL.|N|N|20160630000000|
2016.0|CB|34e0c573-3cce-4a90-b21a-f99646d0b60d|2.0|CG BEG BAL|N|N|20160630000000|
