person_unvl_id|fin_coa_cd|org_cd|ver_nbr|rpts_to_fin_coa_cd|rpts_to_org_cd|pull_flag|
3949401795|BA|COSH|1.0|BA|CLSH|0.0|
3949401795|BA|CUGE|1.0|BA|MANT|0.0|
3949401795|BA|CVAH|1.0|BA|APTS|0.0|
3949401795|BA|DDDR|1.0|BA|FSDR|0.0|
3949401795|BA|DSBL|1.0|BA|MOTR|0.0|
3949401795|BA|EIDR|1.0|BA|CAFE|0.0|
3949401795|BA|EISH|1.0|BA|HOUS|0.0|
3949401795|BA|ELEC|1.0|BA|PHYP|0.0|
3949401795|BA|EQRE|1.0|BL|BL|0.0|
3949401795|BA|EVAH|1.0|BA|APTS|0.0|
3949401795|BA|FAC|1.0|BA|AUTM|0.0|
3949401795|BA|FOOD|1.0|BA|CNFD|0.0|
3949401795|BA|FRAT|1.0|BA|TRAN|0.0|
3949401795|BA|FRDR|1.0|BA|CAFE|0.0|
3949401795|BA|FRSH|1.0|BA|HOUS|0.0|
3949401795|BA|FSDR|1.0|BA|CAFE|0.0|
3949401795|BA|FSSH|1.0|BA|HOUS|0.0|
3949401795|BA|FURN|1.0|BA|MANT|0.0|
3949401795|BA|GRDR|1.0|BA|FSDR|0.0|
3949401795|BA|HALL|1.0|BA|RPAS|0.0|
3949401795|BA|HCAH|1.0|BA|CLSH|0.0|
3949401795|BA|HCMM|1.0|BA|ACSS|0.0|
3949401795|BA|HOUS|1.0|BA|HALL|0.0|
3949401795|BA|IDS|1.0|BL|JOUR|0.0|
3949401795|BA|IMAU|1.0|BA|AXOP|0.0|
3949401795|BA|IMBI|1.0|BL|RUGS|0.0|
3949401795|BA|IMU|1.0|BA|IMUC|0.0|
3949401795|BA|IMUC|1.0|BA|IMAU|0.0|
3949401795|BA|INAC|1.0|BA|ACAC|0.0|
3949401795|BA|INTD|1.0|BA|FURN|0.0|
3949401795|BA|IUHC|1.0|BL|SSER|0.0|
3949401795|BA|IUPB|1.0|BA|IUPR|0.0|
3949401795|BA|IUPJ|1.0|BA|IUPR|0.0|
3949401795|BA|IUPR|1.0|BL|BUDG|0.0|
3949401795|BA|JHDR|1.0|BA|CAFE|0.0|
3949401795|BA|LLAC|1.0|BA|ACAC|0.0|
3949401795|BA|LOGE|1.0|BA|HALL|0.0|
3949401795|BA|MADR|1.0|BA|CAFE|0.0|
3949401795|BA|MAGE|1.0|BA|MANT|0.0|
3949401795|BA|MANT|1.0|BA|RPAS|0.0|
3949401795|BA|MARR|1.0|BA|IMUC|0.0|
3949401795|BA|MAXI|1.0|BA|CODS|0.0|
3949401795|BA|MKGE|1.0|BA|CAGE|0.0|
3949401795|BA|MKTG|1.0|BA|AXOP|0.0|
3949401795|BA|MLDR|1.0|BA|CAFE|0.0|
3949401795|BA|MNDR|1.0|BA|CAFE|0.0|
3949401795|BA|MNSH|1.0|BA|HOUS|0.0|
3949401795|BA|MOTR|1.0|BA|TRAN|0.0|
3949401795|BA|MPAD|1.0|BA|MPOP|0.0|
3949401795|BA|MPDR|1.0|BA|MPOP|0.0|
3949401795|BA|MPLS|1.0|BA|MPOP|0.0|
3949401795|BA|MPOP|1.0|BA|MOTR|0.0|
3949401795|BA|MPSV|1.0|BA|MPOP|0.0|
3949401795|BA|NCAR|1.0|BL|BRAD|0.0|
3949401795|BA|PARK|1.0|BA|TRAN|0.0|
3949401795|BA|PCON|1.0|BA|IMU|0.0|
3949401795|BA|PHYP|1.0|BL|PHYP|0.0|
3949401795|BA|POGE|1.0|BA|HALL|0.0|
3949401795|BA|PRES|1.0|BA|AUTM|0.0|
3949401795|BA|PRGE|1.0|BA|CENT|0.0|
3949401795|BA|PSTO|1.0|BA|PHYP|0.0|
3949401795|BA|RBAH|1.0|BA|APTS|0.0|
3949401795|BA|REDR|1.0|BA|CAFE|0.0|
3949401795|BA|RESA|1.0|BL|RESL|0.0|
3949401795|BA|RESH|1.0|BA|HOUS|0.0|
3949401795|BA|RMAH|1.0|BA|ACSH|0.0|
3949401795|BA|RPAS|1.0|BA|AXOP|0.0|
3949401795|BA|RPSL|1.0|BA|PRGE|0.0|
3949401795|BA|SCGE|1.0|BA|CENT|0.0|
3949401795|BA|SEWG|1.0|BA|FURN|0.0|
3949401795|BA|SMDR|1.0|BA|CAFE|0.0|
3949401795|BA|SPDR|1.0|BA|CAFE|0.0|
3949401795|BA|STPR|1.0|BA|PRGE|0.0|
3949401795|BA|TEGE|1.0|BA|CAGE|0.0|
3949401795|BA|TELA|1.0|BA|COMM|0.0|
3949401795|BA|TELB|1.0|BA|COMM|0.0|
3949401795|BA|TELC|1.0|BA|COMM|0.0|
3949401795|BA|TESH|1.0|BA|HOUS|0.0|
3949401795|BA|TRAN|1.0|BA|AXOP|0.0|
3949401795|BA|TTAH|1.0|BA|APTS|0.0|
3949401795|BA|UAAH|1.0|BA|APTS|0.0|
3949401795|BA|UPHO|1.0|BA|FURN|0.0|
3949401795|BA|UTIL|1.0|BA|CENT|0.0|
3949401795|BA|UTIM|1.0|BA|PHYP|0.0|
3949401795|BA|VPAT|1.0|BL|PHYP|0.0|
3949401795|BA|VSHP|1.0|BA|BOOK|0.0|
3949401795|BA|WPDR|1.0|BA|WRDR|0.0|
3949401795|BA|WRCS|1.0|BA|WRDR|0.0|
3949401795|BA|WRDR|1.0|BA|CAFE|0.0|
3949401795|BA|WRSH|1.0|BA|HOUS|0.0|
3949401795|BA|WWDR|1.0|BA|CAFE|0.0|
3949401795|BA|WWSH|1.0|BA|HOUS|0.0|
3949401795|BL|AAAM|1.0|BL|FOLK|0.0|
3949401795|BL|AACC|1.0|BL|LCL|0.0|
3949401795|BL|ACAD|1.0|BL|LAWS|0.0|
3949401795|BL|ACC|1.0|BL|CSER|0.0|
3949401795|BL|ACSP|1.0|BL|ASDV|0.0|
3949401795|BL|ACTG|1.0|BL|BUS|0.0|
3949401795|BL|ACTR|1.0|BL|RUGS|0.0|
3949401795|BL|ADML|1.0|BL|LADM|0.0|
3949401795|BL|ADMS|1.0|BL|OES|0.0|
3949401795|BL|ADST|1.0|BL|RUGS|0.0|
3949401795|BL|ADVS|1.0|BL|LAWS|0.0|
3949401795|BL|AECC|1.0|BL|CLIN|0.0|
3949401795|BL|AERO|1.0|BL|OACA|0.0|
3949401795|BL|AFFA|1.0|BL|EXEC|0.0|
3949401795|BL|AFRI|1.0|BL|ARSC|0.0|
3949401795|BL|AFRO|1.0|BL|ARSC|0.0|
3949401795|BL|AGP|1.0|BL|BUS|0.0|
3949401795|BL|AHRV|1.0|BL|HIST|0.0|
3949401795|BL|AIND|1.0|BL|RUGS|0.0|
3949401795|BL|ALCO|1.0|BL|SSER|0.0|
3949401795|BL|ALPG|1.0|BL|BUDV|0.0|
3949401795|BL|AMID|1.0|BL|ARSC|0.0|
3949401795|BL|AMST|1.0|BL|ARSC|0.0|
3949401795|BL|AMUS|1.0|BL|EMAS|0.0|
3949401795|BL|ANTH|1.0|BL|ARSC|0.0|
3949401795|BL|APHS|1.0|BL|HPER|0.0|
3949401795|BL|ARSC|1.0|BL|BL|0.0|
3949401795|BL|ARSD|1.0|BL|ARSC|0.0|
3949401795|BL|ARVM|1.0|BL|ARSC|0.0|
3949401795|BL|ASDV|1.0|BL|BL|0.0|
3949401795|BL|AST|1.0|BL|ARSC|0.0|
3949401795|BL|AUXA|1.0|BL|AXSV|0.0|
3949401795|BL|AUXE|1.0|BL|AXSV|0.0|
3949401795|BL|AXSV|1.0|BL|DBFA|0.0|
3949401795|BL|BALS|1.0|BL|BL|0.0|
3949401795|BL|BCEI|1.0|BL|BUS|0.0|
3949401795|BL|BCMI|1.0|BL|PHYS|0.0|
3949401795|BL|BCOM|1.0|BL|BUS|0.0|
3949401795|BL|BCOR|1.0|BL|RUGS|0.0|
3949401795|BL|BCTS|1.0|BL|CSER|0.0|
3949401795|BL|BEPP|1.0|BL|BUS|0.0|
3949401795|BL|BFAC|1.0|BL|VPAS|0.0|
3949401795|BL|BFIN|1.0|BL|BUS|0.0|
3949401795|BL|BI|1.0|BL|ARSC|0.0|
3949401795|BL|BIOC|1.0|BL|ARSC|0.0|
3949401795|BL|BL|2.0|IU|UNIV|1.0|
3949401795|BL|BLAN|1.0|BL|BUS|0.0|
3949401795|BL|BLDG|1.0|BL|PHYP|0.0|
3949401795|BL|BLRR|1.0|BL|BL|0.0|
3949401795|BL|BOND|1.0|BL|BL|0.0|
3949401795|BL|BRAD|1.0|BL|RPAD|0.0|
3949401795|BL|BSER|1.0|BL|PHYP|0.0|
3949401795|BL|BSES|1.0|BL|SPEA|0.0|
3949401795|BL|BSLB|1.0|BL|BUS|0.0|
3949401795|BL|BSS|1.0|BL|BUS|0.0|
3949401795|BL|BSSP|1.0|BL|BL|0.0|
3949401795|BL|BSTS|1.0|BL|BUS|0.0|
3949401795|BL|BUDG|1.0|BL|BL|0.0|
3949401795|BL|BUDV|1.0|BL|BUS|0.0|
3949401795|BL|BUGL|1.0|BL|BUS|0.0|
3949401795|BL|BURE|1.0|BL|BUS|0.0|
3949401795|BL|BURS|1.0|BL|BSSP|0.0|
3949401795|BL|BUS|1.0|BL|BL|0.0|
3949401795|BL|BUSP|1.0|BL|LCL|0.0|
3949401795|BL|CAAA|1.0|BL|HPER|0.0|
3949401795|BL|CAMM|1.0|BL|PHYP|0.0|
3949401795|BL|CART|1.0|BL|CMLT|0.0|
3949401795|BL|CCCS|1.0|BL|EXEC|0.0|
3949401795|BL|CCOG|1.0|BL|COSC|0.0|
3949401795|BL|CCSI|1.0|BL|COSC|0.0|
3949401795|BL|CDCT|1.0|BL|SSER|0.0|
3949401795|BL|CECC|1.0|BL|CLIN|0.0|
3949401795|BL|CEDP|1.0|BL|EDUC|0.0|
3949401795|BL|CELT|1.0|BL|TAAL|0.0|
3949401795|BL|CEUS|1.0|BL|ARSC|0.0|
3949401795|BL|CFLT|1.0|BL|EDUC|0.0|
3949401795|BL|CFS|1.0|BL|LACS|0.0|
3949401795|BL|CGBI|1.0|BL|RUGS|0.0|
3949401795|BL|CHEM|1.0|BL|ARSC|0.0|
3949401795|BL|CHIC|1.0|BL|ARSC|0.0|
3949401795|BL|CHML|1.0|BL|LCL|0.0|
3949401795|BL|CIA|1.0|BL|RUGS|0.0|
3949401795|BL|CIBE|1.0|BL|BUS|0.0|
3949401795|BL|CINF|1.0|BL|COSC|0.0|
3949401795|BL|CISA|1.0|BL|COSC|0.0|
3949401795|BL|CITO|1.0|BL|ARSD|0.0|
3949401795|BL|CLAC|1.0|BL|ARSC|0.0|
3949401795|BL|CLAR|1.0|BL|CLAS|0.0|
3949401795|BL|CLAS|1.0|BL|ARSC|0.0|
3949401795|BL|CLER|1.0|BL|BL|0.0|
3949401795|BL|CLIN|1.0|BL|OPT|0.0|
3949401795|BL|CLST|1.0|BL|ARSC|0.0|
3949401795|BL|CMCL|1.0|BL|ARSC|0.0|
3949401795|BL|CME|1.0|BL|RUGS|0.0|
3949401795|BL|CMLT|1.0|BL|ARSC|0.0|
3949401795|BL|CMST|1.0|BL|CHEM|0.0|
3949401795|BL|COGS|1.0|BL|ARSC|0.0|
3949401795|BL|COLP|1.0|BL|ARSD|0.0|
3949401795|BL|COMP|1.0|BL|LAWS|0.0|
3949401795|BL|CONF|1.0|BL|EMAS|0.0|
3949401795|BL|COSC|1.0|BL|CTE|0.0|
3949401795|BL|CPEC|1.0|BL|RUGS|0.0|
3949401795|BL|CPY|1.0|BL|COSC|0.0|
3949401795|BL|CRCC|1.0|BL|ARSC|0.0|
3949401795|BL|CRED|1.0|BL|ARSC|0.0|
3949401795|BL|CRFT|1.0|BL|RUGS|0.0|
3949401795|BL|CRIM|1.0|BL|ARSC|0.0|
3949401795|BL|CRIN|1.0|BL|EDUC|0.0|
3949401795|BL|CSC|1.0|BL|RUGS|0.0|
3949401795|BL|CSCI|1.0|BL|ARSC|0.0|
3949401795|BL|CSER|1.0|BL|BL|0.0|
3949401795|BL|CSLI|1.0|BL|COSC|0.0|
3949401795|BL|CSPH|1.0|BL|COSC|0.0|
3949401795|BL|CSRV|1.0|BL|LAWS|0.0|
3949401795|BL|CTE|1.0|BL|OACA|0.0|
3949401795|BL|CTED|1.0|BL|SUMS|0.0|
3949401795|BL|CYBS|1.0|BL|CTE|0.0|
3949401795|BL|DABL|1.0|BL|SSER|0.0|
3949401795|BL|DACC|1.0|BL|CSER|0.0|
3949401795|BL|DARP|1.0|BL|LAWS|0.0|
3949401795|BL|DBFA|1.0|BL|BUDG|0.0|
3949401795|BL|DEAN|1.0|BL|LAWS|0.0|
3949401795|BL|DEBT|1.0|BL|BL|0.0|
3949401795|BL|DECO|1.0|BL|DSTA|0.0|
3949401795|BL|DEPO|1.0|BL|BL|0.0|
3949401795|BL|DEVO|1.0|BL|ARSD|0.0|
3949401795|BL|DFAC|1.0|BL|BL|0.0|
3949401795|BL|DMAT|1.0|BL|DSTA|0.0|
3949401795|BL|DOFR|1.0|BL|DFAC|0.0|
3949401795|BL|DOPR|1.0|BL|BUS|0.0|
3949401795|BL|DPOL|1.0|BL|DSTA|0.0|
3949401795|BL|DPSY|1.0|BL|DSTA|0.0|
3949401795|BL|DSOC|1.0|BL|DSTA|0.0|
3949401795|BL|DSTA|1.0|BL|CTE|0.0|
3949401795|BL|EADM|1.0|BL|EDUC|0.0|
3949401795|BL|EALC|1.0|BL|ARSC|0.0|
3949401795|BL|EASC|1.0|BL|RUGS|0.0|
3949401795|BL|ECON|1.0|BL|ARSC|0.0|
3949401795|BL|EDL|1.0|BL|LCL|0.0|
3949401795|BL|EDSS|1.0|BL|EDUC|0.0|
3949401795|BL|EDUC|1.0|BL|BL|0.0|
3949401795|BL|ELPS|1.0|BL|EDUC|0.0|
3949401795|BL|EMAS|1.0|BL|BL|0.0|
3949401795|BL|ENDW|1.0|BL|BL|0.0|
3949401795|BL|ENG|1.0|BL|ARSC|0.0|
3949401795|BL|ENSE|1.0|BL|BL|0.0|
3949401795|BL|ENTS|1.0|BL|GEOL|0.0|
3949401795|BL|EPLY|1.0|BL|RPAD|0.0|
3949401795|BL|EQRE|1.0|BL|BL|0.0|
3949401795|BL|ERES|1.0|BL|EDUC|0.0|
3949401795|BL|ETEC|1.0|BL|EDUC|0.0|
3949401795|BL|EVAL|1.0|BL|DFAC|0.0|
3949401795|BL|EXEC|1.0|BL|BL|0.0|
3949401795|BL|FACR|1.0|BL|LAWS|0.0|
3949401795|BL|FADB|1.0|BL|BSSP|0.0|
3949401795|BL|FAL|1.0|BL|LCL|0.0|
3949401795|BL|FAOS|1.0|BL|OSFA|0.0|
3949401795|BL|FCAD|1.0|BL|PHYP|0.0|
3949401795|BL|FILM|1.0|BL|CMCL|0.0|
3949401795|BL|FINA|1.0|BL|ARSC|0.0|
3949401795|BL|FINH|1.0|BL|FINA|0.0|
3949401795|BL|FINS|1.0|BL|FINA|0.0|
3949401795|BL|FOED|1.0|BL|RUGS|0.0|
3949401795|BL|FOLK|1.0|BL|ARSC|0.0|
3949401795|BL|FRES|1.0|BL|RUGS|0.0|
3949401795|BL|FRIT|1.0|BL|ARSC|0.0|
3949401795|BL|FRPR|1.0|BL|DFAC|0.0|
3949401795|BL|FUEL|1.0|BL|PHYP|0.0|
3949401795|BL|GANT|1.0|BL|GSUP|0.0|
3949401795|BL|GBI|1.0|BL|GSUP|0.0|
3949401795|BL|GBIN|1.0|BL|BUS|0.0|
3949401795|BL|GBLK|1.0|BL|RUGS|0.0|
3949401795|BL|GBS|1.0|BL|BL|0.0|
3949401795|BL|GCS|1.0|BL|BUS|0.0|
3949401795|BL|GELB|1.0|BL|LCL|0.0|
3949401795|BL|GENG|1.0|BL|GSUP|0.0|
3949401795|BL|GEOG|1.0|BL|ARSC|0.0|
3949401795|BL|GEOL|1.0|BL|ARSC|0.0|
3949401795|BL|GEOY|1.0|BL|RUGS|0.0|
3949401795|BL|GERM|1.0|BL|ARSC|0.0|
3949401795|BL|GFIS|1.0|BL|GSUP|0.0|
3949401795|BL|GHIS|1.0|BL|GSUP|0.0|
3949401795|BL|GILL|1.0|BL|ARSC|0.0|
3949401795|BL|GLLC|1.0|BL|ARSC|0.0|
3949401795|BL|GMAP|1.0|BL|LCL|0.0|
3949401795|BL|GNDR|1.0|BL|ARSC|0.0|
3949401795|BL|GPL|1.0|BL|GSUP|0.0|
3949401795|BL|GPOL|1.0|BL|GSUP|0.0|
3949401795|BL|GPSY|1.0|BL|GSUP|0.0|
3949401795|BL|GRAD|1.0|BL|RUAD|0.0|
3949401795|BL|GSUP|1.0|BL|CTE|0.0|
3949401795|BL|HACA|1.0|BL|HPER|0.0|
3949401795|BL|HANT|1.0|BL|HUBI|0.0|
3949401795|BL|HBI|1.0|BL|HUBI|0.0|
3949401795|BL|HBIC|1.0|BL|HUBI|0.0|
3949401795|BL|HBUS|1.0|BL|HUBI|0.0|
3949401795|BL|HCHE|1.0|BL|HUBI|0.0|
3949401795|BL|HIST|1.0|BL|ARSC|0.0|
3949401795|BL|HLAW|1.0|BL|HUBI|0.0|
3949401795|BL|HMED|1.0|BL|RUGS|0.0|
3949401795|BL|HONR|1.0|BL|ASDV|0.0|
3949401795|BL|HOPT|1.0|BL|HUBI|0.0|
3949401795|BL|HPER|1.0|BL|BL|0.0|
3949401795|BL|HPSC|1.0|BL|ARSC|0.0|
3949401795|BL|HPSY|1.0|BL|HUBI|0.0|
3949401795|BL|HREL|1.0|BL|HUBI|0.0|
3949401795|BL|HRLS|1.0|BL|LIBR|0.0|
3949401795|BL|HRZN|1.0|BL|BUS|0.0|
3949401795|BL|HSJI|1.0|BL|JOUR|0.0|
3949401795|BL|HSPH|1.0|BL|HUBI|0.0|
3949401795|BL|HUBI|1.0|BL|CTE|0.0|
3949401795|BL|IAAU|1.0|BL|ARSC|0.0|
3949401795|BL|IASC|1.0|BL|RUGS|0.0|
3949401795|BL|IBRC|1.0|BL|BUS|0.0|
3949401795|BL|ICE|1.0|BL|CRIN|0.0|
3949401795|BL|ICMH|1.0|BL|RUGS|0.0|
3949401795|BL|ICOR|1.0|BL|BUS|0.0|
3949401795|BL|IDAP|1.0|BL|RUGS|0.0|
3949401795|BL|IDS|1.0|BL|JOUR|0.0|
3949401795|BL|IECC|1.0|BL|CLIN|0.0|
3949401795|BL|IEPC|1.0|BL|EDUC|0.0|
3949401795|BL|IES|1.0|BL|CTE|0.0|
3949401795|BL|IESC|1.0|BL|CTE|0.0|
3949401795|BL|IIDC|1.0|BL|RUGS|0.0|
3949401795|BL|IMAG|1.0|BL|HIST|0.0|
3949401795|BL|IMBI|1.0|BL|RUGS|0.0|
3949401795|BL|IMBM|1.0|BL|BI|0.0|
3949401795|BL|IMU|1.0|BL|AXSV|0.0|
3949401795|BL|INCO|1.0|BL|BL|0.0|
3949401795|BL|INDI|1.0|BL|ARSC|0.0|
3949401795|BL|INFO|1.0|BL|BL|0.0|
3949401795|BL|INMP|1.0|BL|ARSC|0.0|
3949401795|BL|INSP|1.0|BL|RUGS|0.0|
3949401795|BL|INTP|1.0|BL|EMAS|0.0|
3949401795|BL|IRES|1.0|BL|RUGS|0.0|
3949401795|BL|IRLP|1.0|BL|RUAD|0.0|
3949401795|BL|IS|1.0|BL|BUS|0.0|
3949401795|BL|ISAB|1.0|BL|RUGS|0.0|
3949401795|BL|ISHC|1.0|BL|RUGS|0.0|
3949401795|BL|ISM|1.0|BL|ARSC|0.0|
3949401795|BL|ISS|1.0|BL|DFAC|0.0|
3949401795|BL|ISTE|1.0|BL|EDUC|0.0|
3949401795|BL|IUCF|1.0|BL|RUGS|0.0|
3949401795|BL|IUEY|1.0|BL|CLIN|0.0|
3949401795|BL|IUHC|1.0|BL|SSER|0.0|
3949401795|BL|IUPR|1.0|BL|BUDG|0.0|
3949401795|BL|IUT|1.0|BL|BUS|0.0|
3949401795|BL|IUWH|1.0|BL|SPMG|0.0|
3949401795|BL|JAMH|1.0|BL|ARSC|0.0|
3949401795|BL|JOUR|1.0|BL|BL|0.0|
3949401795|BL|JRNL|1.0|BL|LCL|0.0|
3949401795|BL|JSP|1.0|BL|ARSC|0.0|
3949401795|BL|KINE|1.0|BL|HPER|0.0|
3949401795|BL|KINS|1.0|BL|RUGS|0.0|
3949401795|BL|LACQ|1.0|BL|LTS|0.0|
3949401795|BL|LACS|1.0|BL|LIBR|0.0|
3949401795|BL|LADM|1.0|BL|LIBR|0.0|
3949401795|BL|LAMP|1.0|BL|ARSC|0.0|
3949401795|BL|LARS|1.0|BL|RCOM|0.0|
3949401795|BL|LATS|1.0|BL|ARSC|0.0|
3949401795|BL|LAUT|1.0|BL|LIBR|0.0|
3949401795|BL|LAWL|1.0|BL|LAWS|0.0|
3949401795|BL|LAWS|1.0|BL|BL|0.0|
3949401795|BL|LBST|1.0|BL|OACA|0.0|
3949401795|BL|LBUD|1.0|BL|LADM|0.0|
3949401795|BL|LCAR|1.0|BL|IAAU|0.0|
3949401795|BL|LCAT|1.0|BL|LTS|0.0|
3949401795|BL|LCER|1.0|BL|LIBR|0.0|
3949401795|BL|LCGA|1.0|BL|LIBR|0.0|
3949401795|BL|LCL|1.0|BL|LIBR|0.0|
3949401795|BL|LDEV|1.0|BL|LADM|0.0|
3949401795|BL|LDLP|1.0|BL|LIBR|0.0|
3949401795|BL|LDLS|1.0|BL|LDLP|0.0|
3949401795|BL|LEAD|1.0|BL|CTE|0.0|
3949401795|BL|LENG|1.0|BL|CTE|0.0|
3949401795|BL|LESA|1.0|BL|POLS|0.0|
3949401795|BL|LFIS|1.0|BL|CTE|0.0|
3949401795|BL|LGED|1.0|BL|EDUC|0.0|
3949401795|BL|LHIS|1.0|BL|CTE|0.0|
3949401795|BL|LHPR|1.0|BL|LCL|0.0|
3949401795|BL|LHR|1.0|BL|LADM|0.0|
3949401795|BL|LIBR|1.0|BL|BL|0.0|
3949401795|BL|LIFE|1.0|BL|BL|0.0|
3949401795|BL|LINF|1.0|BL|LIT|0.0|
3949401795|BL|LING|1.0|BL|ARSC|0.0|
3949401795|BL|LIT|1.0|BL|LIBR|0.0|
3949401795|BL|LLAB|1.0|BL|ARSC|0.0|
3949401795|BL|LLC|1.0|BL|ARSC|0.0|
3949401795|BL|LLIB|1.0|BL|LCL|0.0|
3949401795|BL|LMAT|1.0|BL|LIBR|0.0|
3949401795|BL|LOAN|1.0|BL|BL|0.0|
3949401795|BL|LPL|1.0|BL|CTE|0.0|
3949401795|BL|LPRV|1.0|BL|LRCS|0.0|
3949401795|BL|LRCS|1.0|BL|LIBR|0.0|
3949401795|BL|LREF|1.0|BL|LRCS|0.0|
3949401795|BL|LSL|1.0|BL|LCL|0.0|
3949401795|BL|LSLS|1.0|BL|LCL|0.0|
3949401795|BL|LSRT|1.0|BL|DFAC|0.0|
3949401795|BL|LTS|1.0|BL|LIBR|0.0|
3949401795|BL|LUGL|1.0|BL|LACS|0.0|
3949401795|BL|LWAD|1.0|BL|LAWS|0.0|
3949401795|BL|LWAS|1.0|BL|LAWS|0.0|
3949401795|BL|LWBD|1.0|BL|LAWS|0.0|
3949401795|BL|LWBS|1.0|BL|LAWS|0.0|
3949401795|BL|LWHM|1.0|BL|LCL|0.0|
3949401795|BL|MAIL|1.0|BL|SPMG|0.0|
3949401795|BL|MAP|1.0|BL|ASDV|0.0|
3949401795|BL|MART|1.0|BL|MUS|0.0|
3949401795|BL|MATH|1.0|BL|ARSC|0.0|
3949401795|BL|MBA|1.0|BL|BUS|0.0|
3949401795|BL|MBAL|1.0|BL|MUS|0.0|
3949401795|BL|MCOM|1.0|BL|MUS|0.0|
3949401795|BL|MED|1.0|BL|BL|0.0|
3949401795|BL|MEMI|1.0|BL|MUS|0.0|
3949401795|BL|MEST|1.0|BL|ARSC|0.0|
3949401795|BL|MGMT|1.0|BL|BUS|0.0|
3949401795|BL|MILS|1.0|BL|OACA|0.0|
3949401795|BL|MJAZ|1.0|BL|MUS|0.0|
3949401795|BL|MKSV|1.0|BL|AXSV|0.0|
3949401795|BL|MKTG|1.0|BL|BUS|0.0|
3949401795|BL|MLAM|1.0|BL|MUS|0.0|
3949401795|BL|MMUS|1.0|BL|RUGS|0.0|
3949401795|BL|MRI|1.0|BL|RUGS|0.0|
3949401795|BL|MUAC|1.0|BL|MUS|0.0|
3949401795|BL|MUAD|1.0|BL|MUS|0.0|
3949401795|BL|MUAM|1.0|BL|MUS|0.0|
3949401795|BL|MUAR|1.0|BL|MUS|0.0|
3949401795|BL|MUAT|1.0|BL|MUTP|0.0|
3949401795|BL|MUBA|1.0|BL|MUS|0.0|
3949401795|BL|MUCA|1.0|BL|MUEN|0.0|
3949401795|BL|MUDV|1.0|BL|MUAD|0.0|
3949401795|BL|MUED|1.0|BL|MUAC|0.0|
3949401795|BL|MUEN|1.0|BL|MUS|0.0|
3949401795|BL|MUFA|1.0|BL|MUAR|0.0|
3949401795|BL|MUFR|1.0|BL|MUAD|0.0|
3949401795|BL|MUGS|1.0|BL|MUS|0.0|
3949401795|BL|MUHI|1.0|BL|MUAC|0.0|
3949401795|BL|MUHR|1.0|BL|MUAD|0.0|
3949401795|BL|MUIN|1.0|BL|MUAM|0.0|
3949401795|BL|MUIT|1.0|BL|MUTP|0.0|
3949401795|BL|MULB|1.0|BL|MUS|0.0|
