acct_icr_typ_cd|fin_coa_cd|fin_object_cd|obj_id|ver_nbr|acct_icr_excl_typ_actv_ind|
11|IU|5565|0C4EE51FD9862018E043814FD8812018|1.0|Y|
11|IU|5566|0C4EE51FD9872018E043814FD8812018|1.0|Y|
11|IU|5570|0C4EE51FD9882018E043814FD8812018|1.0|Y|
11|IU|5572|0C4EE51FD9892018E043814FD8812018|1.0|Y|
11|IU|5574|0C4EE51FD98A2018E043814FD8812018|1.0|Y|
11|IU|5576|0C4EE51FD98B2018E043814FD8812018|1.0|Y|
11|IU|5578|0C4EE51FD98C2018E043814FD8812018|1.0|Y|
11|IU|5584|0C4EE51FD98D2018E043814FD8812018|1.0|Y|
11|IU|5591|0C4EE51FD98E2018E043814FD8812018|1.0|Y|
11|IU|5595|0C4EE51FD98F2018E043814FD8812018|1.0|Y|
11|IU|5599|0C4EE51FD9902018E043814FD8812018|1.0|Y|
11|IU|7900|0C4EE51FD9912018E043814FD8812018|1.0|Y|
11|IU|9900|0C4EE51FD9922018E043814FD8812018|1.0|Y|
11|IU|9905|0C4EE51FD9932018E043814FD8812018|1.0|Y|
11|IU|9915|0C4EE51FD9942018E043814FD8812018|1.0|Y|
11|IU|9975|0C4EE51FD9952018E043814FD8812018|1.0|Y|
11|IU|9979|0C4EE51FD9962018E043814FD8812018|1.0|Y|
11|IU|9980|0C4EE51FD9972018E043814FD8812018|1.0|Y|
11|IU|9990|0C4EE51FD9982018E043814FD8812018|1.0|Y|
12|IU|2900|0C4EE51FD9992018E043814FD8812018|1.0|Y|
12|IU|2905|0C4EE51FD99A2018E043814FD8812018|1.0|Y|
12|IU|2915|0C4EE51FD99B2018E043814FD8812018|1.0|Y|
12|IU|2920|0C4EE51FD99C2018E043814FD8812018|1.0|Y|
12|IU|2925|0C4EE51FD99D2018E043814FD8812018|1.0|Y|
12|IU|2930|0C4EE51FD99E2018E043814FD8812018|1.0|Y|
12|IU|2935|0C4EE51FD99F2018E043814FD8812018|1.0|Y|
12|IU|2940|0C4EE51FD9A02018E043814FD8812018|1.0|Y|
12|IU|2945|0C4EE51FD9A12018E043814FD8812018|1.0|Y|
12|IU|2950|0C4EE51FD9A22018E043814FD8812018|1.0|Y|
12|IU|3100|0C4EE51FD9A32018E043814FD8812018|1.0|Y|
12|IU|3105|0C4EE51FD9A42018E043814FD8812018|1.0|Y|
12|IU|3110|0C4EE51FD9A52018E043814FD8812018|1.0|Y|
12|IU|3115|0C4EE51FD9A62018E043814FD8812018|1.0|Y|
12|IU|3120|0C4EE51FD9A72018E043814FD8812018|1.0|Y|
12|IU|3122|0C4EE51FD9A82018E043814FD8812018|1.0|Y|
12|IU|3125|0C4EE51FD9A92018E043814FD8812018|1.0|Y|
12|IU|3130|0C4EE51FD9AA2018E043814FD8812018|1.0|Y|
12|IU|3135|0C4EE51FD9AB2018E043814FD8812018|1.0|Y|
12|IU|3140|0C4EE51FD9AC2018E043814FD8812018|1.0|Y|
12|IU|3145|0C4EE51FD9AD2018E043814FD8812018|1.0|Y|
12|IU|3150|0C4EE51FD9AE2018E043814FD8812018|1.0|Y|
12|IU|3201|0C4EE51FD9AF2018E043814FD8812018|1.0|Y|
12|IU|3205|0C4EE51FD9B02018E043814FD8812018|1.0|Y|
12|IU|3210|0C4EE51FD9B12018E043814FD8812018|1.0|Y|
12|IU|3215|0C4EE51FD9B22018E043814FD8812018|1.0|Y|
12|IU|3220|0C4EE51FD9B32018E043814FD8812018|1.0|Y|
12|IU|3225|0C4EE51FD9B42018E043814FD8812018|1.0|Y|
12|IU|3230|0C4EE51FD9B52018E043814FD8812018|1.0|Y|
12|IU|3232|0C4EE51FD9B62018E043814FD8812018|1.0|Y|
12|IU|3235|0C4EE51FD9B72018E043814FD8812018|1.0|Y|
12|IU|3240|0C4EE51FD9B82018E043814FD8812018|1.0|Y|
12|IU|3245|0C4EE51FD9B92018E043814FD8812018|1.0|Y|
12|IU|3300|0C4EE51FD9BA2018E043814FD8812018|1.0|Y|
12|IU|3310|0C4EE51FD9BB2018E043814FD8812018|1.0|Y|
12|IU|3315|0C4EE51FD9BC2018E043814FD8812018|1.0|Y|
12|IU|3320|0C4EE51FD9BD2018E043814FD8812018|1.0|Y|
12|IU|3325|0C4EE51FD9BE2018E043814FD8812018|1.0|Y|
12|IU|3439|0C4EE51FD9BF2018E043814FD8812018|1.0|Y|
12|IU|3447|0C4EE51FD9C02018E043814FD8812018|1.0|Y|
12|IU|3460|0C4EE51FD9C12018E043814FD8812018|1.0|Y|
12|IU|3473|0C4EE51FD9C22018E043814FD8812018|1.0|Y|
12|IU|3480|0C4EE51FD9C32018E043814FD8812018|1.0|Y|
12|IU|3504|0C4EE51FD9C42018E043814FD8812018|1.0|Y|
12|IU|3505|0C4EE51FD9C52018E043814FD8812018|1.0|Y|
12|IU|3515|0C4EE51FD9C62018E043814FD8812018|1.0|Y|
12|IU|3535|0C4EE51FD9C72018E043814FD8812018|1.0|Y|
12|IU|3542|0C4EE51FD9C82018E043814FD8812018|1.0|Y|
12|IU|3543|0C4EE51FD9C92018E043814FD8812018|1.0|Y|
12|IU|3544|0C4EE51FD9CA2018E043814FD8812018|1.0|Y|
12|IU|3702|0C4EE51FD9CB2018E043814FD8812018|1.0|Y|
12|IU|3703|0C4EE51FD9CC2018E043814FD8812018|1.0|Y|
12|IU|3705|0C4EE51FD9CD2018E043814FD8812018|1.0|Y|
12|IU|3706|0C4EE51FD9CE2018E043814FD8812018|1.0|Y|
12|IU|3708|0C4EE51FD9CF2018E043814FD8812018|1.0|Y|
12|IU|3709|0C4EE51FD9D02018E043814FD8812018|1.0|Y|
12|IU|3710|0C4EE51FD9D12018E043814FD8812018|1.0|Y|
12|IU|3739|0C4EE51FD9D22018E043814FD8812018|1.0|Y|
12|IU|3740|0C4EE51FD9D32018E043814FD8812018|1.0|Y|
12|IU|3741|0C4EE51FD9D42018E043814FD8812018|1.0|Y|
12|IU|4015|0C4EE51FD9D52018E043814FD8812018|1.0|Y|
12|IU|4016|0C4EE51FD9D62018E043814FD8812018|1.0|Y|
12|IU|4017|0C4EE51FD9D72018E043814FD8812018|1.0|Y|
12|IU|4018|0C4EE51FD9D82018E043814FD8812018|1.0|Y|
12|IU|4082|0C4EE51FD9D92018E043814FD8812018|1.0|Y|
12|IU|4084|0C4EE51FD9DA2018E043814FD8812018|1.0|Y|
12|IU|4085|0C4EE51FD9DB2018E043814FD8812018|1.0|Y|
12|IU|4086|0C4EE51FD9DC2018E043814FD8812018|1.0|Y|
12|IU|4110|0C4EE51FD9DD2018E043814FD8812018|1.0|Y|
12|IU|4150|0C4EE51FD9DE2018E043814FD8812018|1.0|Y|
12|IU|4151|0C4EE51FD9DF2018E043814FD8812018|1.0|Y|
12|IU|4166|0C4EE51FD9E02018E043814FD8812018|1.0|Y|
12|IU|4170|0C4EE51FD9E12018E043814FD8812018|1.0|Y|
12|IU|4300|0C4EE51FD9E22018E043814FD8812018|1.0|Y|
12|IU|4500|0C4EE51FD9E32018E043814FD8812018|1.0|Y|
12|IU|4510|0C4EE51FD9E42018E043814FD8812018|1.0|Y|
12|IU|4520|0C4EE51FD9E52018E043814FD8812018|1.0|Y|
12|IU|4530|0C4EE51FD9E62018E043814FD8812018|1.0|Y|
12|IU|4532|0C4EE51FD9E72018E043814FD8812018|1.0|Y|
12|IU|4534|0C4EE51FD9E82018E043814FD8812018|1.0|Y|
12|IU|4535|0C4EE51FD9E92018E043814FD8812018|1.0|Y|
12|IU|4536|0C4EE51FD9EA2018E043814FD8812018|1.0|Y|
12|IU|4540|0C4EE51FD9EB2018E043814FD8812018|1.0|Y|
12|IU|4550|0C4EE51FD9EC2018E043814FD8812018|1.0|Y|
12|IU|4561|0C4EE51FD9ED2018E043814FD8812018|1.0|Y|
12|IU|4562|0C4EE51FD9EE2018E043814FD8812018|1.0|Y|
12|IU|4620|0C4EE51FD9EF2018E043814FD8812018|1.0|Y|
12|IU|4630|0C4EE51FD9F02018E043814FD8812018|1.0|Y|
12|IU|4680|0C4EE51FD9F12018E043814FD8812018|1.0|Y|
12|IU|4700|0C4EE51FD9F22018E043814FD8812018|1.0|Y|
12|IU|4723|0C4EE51FD9F32018E043814FD8812018|1.0|Y|
12|IU|4730|0C4EE51FD9F42018E043814FD8812018|1.0|Y|
12|IU|4765|0C4EE51FD9F52018E043814FD8812018|1.0|Y|
12|IU|4766|0C4EE51FD9F62018E043814FD8812018|1.0|Y|
12|IU|4802|0C4EE51FD9F72018E043814FD8812018|1.0|Y|
12|IU|4805|0C4EE51FD9F82018E043814FD8812018|1.0|Y|
12|IU|4810|0C4EE51FD9F92018E043814FD8812018|1.0|Y|
12|IU|4815|0C4EE51FD9FA2018E043814FD8812018|1.0|Y|
12|IU|4820|0C4EE51FD9FB2018E043814FD8812018|1.0|Y|
12|IU|4825|0C4EE51FD9FC2018E043814FD8812018|1.0|Y|
12|IU|4870|0C4EE51FD9FD2018E043814FD8812018|1.0|Y|
12|IU|4872|0C4EE51FD9FE2018E043814FD8812018|1.0|Y|
12|IU|5002|0C4EE51FD9FF2018E043814FD8812018|1.0|Y|
12|IU|5010|0C4EE51FDA002018E043814FD8812018|1.0|Y|
12|IU|5012|0C4EE51FDA012018E043814FD8812018|1.0|Y|
12|IU|5016|0C4EE51FDA022018E043814FD8812018|1.0|Y|
12|IU|5027|0C4EE51FDA032018E043814FD8812018|1.0|Y|
12|IU|5030|0C4EE51FDA042018E043814FD8812018|1.0|Y|
12|IU|5035|0C4EE51FDA052018E043814FD8812018|1.0|Y|
12|IU|5040|0C4EE51FDA062018E043814FD8812018|1.0|Y|
12|IU|5050|0C4EE51FDA072018E043814FD8812018|1.0|Y|
12|IU|5070|0C4EE51FDA082018E043814FD8812018|1.0|Y|
12|IU|5080|0C4EE51FDA092018E043814FD8812018|1.0|Y|
12|IU|5105|0C4EE51FDA0A2018E043814FD8812018|1.0|Y|
12|IU|5110|0C4EE51FDA0B2018E043814FD8812018|1.0|Y|
12|IU|5113|0C4EE51FDA0C2018E043814FD8812018|1.0|Y|
12|IU|5120|0C4EE51FDA0D2018E043814FD8812018|1.0|Y|
12|IU|5140|0C4EE51FDA0E2018E043814FD8812018|1.0|Y|
12|IU|5150|0C4EE51FDA0F2018E043814FD8812018|1.0|Y|
12|IU|5160|0C4EE51FDA102018E043814FD8812018|1.0|Y|
12|IU|5199|0C4EE51FDA112018E043814FD8812018|1.0|Y|
12|IU|5300|0C4EE51FDA122018E043814FD8812018|1.0|Y|
12|IU|5310|0C4EE51FDA132018E043814FD8812018|1.0|Y|
12|IU|5315|0C4EE51FDA142018E043814FD8812018|1.0|Y|
12|IU|5320|0C4EE51FDA152018E043814FD8812018|1.0|Y|
12|IU|5510|0C4EE51FDA162018E043814FD8812018|1.0|Y|
12|IU|5512|0C4EE51FDA172018E043814FD8812018|1.0|Y|
12|IU|5514|0C4EE51FDA182018E043814FD8812018|1.0|Y|
12|IU|5516|0C4EE51FDA192018E043814FD8812018|1.0|Y|
12|IU|5518|0C4EE51FDA1A2018E043814FD8812018|1.0|Y|
12|IU|5520|0C4EE51FDA1B2018E043814FD8812018|1.0|Y|
12|IU|5530|0C4EE51FDA1C2018E043814FD8812018|1.0|Y|
12|IU|5540|0C4EE51FDA1D2018E043814FD8812018|1.0|Y|
12|IU|5546|0C4EE51FDA1E2018E043814FD8812018|1.0|Y|
12|IU|5548|0C4EE51FDA1F2018E043814FD8812018|1.0|Y|
12|IU|5549|0C4EE51FDA202018E043814FD8812018|1.0|Y|
12|IU|5553|0C4EE51FDA212018E043814FD8812018|1.0|Y|
12|IU|5555|0C4EE51FDA222018E043814FD8812018|1.0|Y|
12|IU|5557|0C4EE51FDA232018E043814FD8812018|1.0|Y|
12|IU|5560|0C4EE51FDA242018E043814FD8812018|1.0|Y|
12|IU|5562|0C4EE51FDA252018E043814FD8812018|1.0|Y|
12|IU|5565|0C4EE51FDA262018E043814FD8812018|1.0|Y|
12|IU|5566|0C4EE51FDA272018E043814FD8812018|1.0|Y|
12|IU|5570|0C4EE51FDA282018E043814FD8812018|1.0|Y|
12|IU|5572|0C4EE51FDA292018E043814FD8812018|1.0|Y|
12|IU|5574|0C4EE51FDA2A2018E043814FD8812018|1.0|Y|
12|IU|5576|0C4EE51FDA2B2018E043814FD8812018|1.0|Y|
12|IU|5578|0C4EE51FDA2C2018E043814FD8812018|1.0|Y|
12|IU|5584|0C4EE51FDA2D2018E043814FD8812018|1.0|Y|
12|IU|5591|0C4EE51FDA2E2018E043814FD8812018|1.0|Y|
12|IU|5595|0C4EE51FDA2F2018E043814FD8812018|1.0|Y|
12|IU|5599|0C4EE51FDA302018E043814FD8812018|1.0|Y|
12|IU|6000|0C4EE51FDA312018E043814FD8812018|1.0|Y|
12|IU|6001|0C4EE51FDA322018E043814FD8812018|1.0|Y|
12|IU|6010|0C4EE51FDA332018E043814FD8812018|1.0|Y|
12|IU|6011|0C4EE51FDA342018E043814FD8812018|1.0|Y|
12|IU|6020|0C4EE51FDA352018E043814FD8812018|1.0|Y|
12|IU|6030|0C4EE51FDA362018E043814FD8812018|1.0|Y|
12|IU|6040|0C4EE51FDA372018E043814FD8812018|1.0|Y|
12|IU|6050|0C4EE51FDA382018E043814FD8812018|1.0|Y|
12|IU|7000|0C4EE51FDA392018E043814FD8812018|1.0|Y|
12|IU|7030|0C4EE51FDA3A2018E043814FD8812018|1.0|Y|
12|IU|7031|0C4EE51FDA3B2018E043814FD8812018|1.0|Y|
12|IU|7032|0C4EE51FDA3C2018E043814FD8812018|1.0|Y|
12|IU|7098|0C4EE51FDA3D2018E043814FD8812018|1.0|Y|
12|IU|7099|0C4EE51FDA3E2018E043814FD8812018|1.0|Y|
12|IU|7100|0C4EE51FDA3F2018E043814FD8812018|1.0|Y|
12|IU|7130|0C4EE51FDA402018E043814FD8812018|1.0|Y|
12|IU|7200|0C4EE51FDA412018E043814FD8812018|1.0|Y|
12|IU|7300|0C4EE51FDA422018E043814FD8812018|1.0|Y|
12|IU|7400|0C4EE51FDA432018E043814FD8812018|1.0|Y|
12|IU|7500|0C4EE51FDA442018E043814FD8812018|1.0|Y|
12|IU|7530|0C4EE51FDA452018E043814FD8812018|1.0|Y|
12|IU|7531|0C4EE51FDA462018E043814FD8812018|1.0|Y|
12|IU|7550|0C4EE51FDA472018E043814FD8812018|1.0|Y|
12|IU|7600|0C4EE51FDA482018E043814FD8812018|1.0|Y|
12|IU|7800|0C4EE51FDA492018E043814FD8812018|1.0|Y|
12|IU|7900|0C4EE51FDA4A2018E043814FD8812018|1.0|Y|
12|IU|9900|0C4EE51FDA4B2018E043814FD8812018|1.0|Y|
12|IU|9905|0C4EE51FDA4C2018E043814FD8812018|1.0|Y|
12|IU|9915|0C4EE51FDA4D2018E043814FD8812018|1.0|Y|
12|IU|9975|0C4EE51FDA4E2018E043814FD8812018|1.0|Y|
12|IU|9979|0C4EE51FDA4F2018E043814FD8812018|1.0|Y|
12|IU|9980|0C4EE51FDA502018E043814FD8812018|1.0|Y|
12|IU|9990|0C4EE51FDA512018E043814FD8812018|1.0|Y|
13|IU|3125|0C4EE51FDA522018E043814FD8812018|1.0|Y|
13|IU|3135|0C4EE51FDA532018E043814FD8812018|1.0|Y|
13|IU|3542|0C4EE51FDA542018E043814FD8812018|1.0|Y|
13|IU|3543|0C4EE51FDA552018E043814FD8812018|1.0|Y|
13|IU|3544|0C4EE51FDA562018E043814FD8812018|1.0|Y|
13|IU|3702|0C4EE51FDA572018E043814FD8812018|1.0|Y|
13|IU|3703|0C4EE51FDA582018E043814FD8812018|1.0|Y|
13|IU|3705|0C4EE51FDA592018E043814FD8812018|1.0|Y|
13|IU|3706|0C4EE51FDA5A2018E043814FD8812018|1.0|Y|
13|IU|3708|0C4EE51FDA5B2018E043814FD8812018|1.0|Y|
13|IU|3709|0C4EE51FDA5C2018E043814FD8812018|1.0|Y|
13|IU|3710|0C4EE51FDA5D2018E043814FD8812018|1.0|Y|
13|IU|5199|0C4EE51FDA5E2018E043814FD8812018|1.0|Y|
13|IU|5510|0C4EE51FDA5F2018E043814FD8812018|1.0|Y|
13|IU|5512|0C4EE51FDA602018E043814FD8812018|1.0|Y|
13|IU|5514|0C4EE51FDA612018E043814FD8812018|1.0|Y|
13|IU|5516|0C4EE51FDA622018E043814FD8812018|1.0|Y|
13|IU|5518|0C4EE51FDA632018E043814FD8812018|1.0|Y|
13|IU|5520|0C4EE51FDA642018E043814FD8812018|1.0|Y|
13|IU|5530|0C4EE51FDA652018E043814FD8812018|1.0|Y|
13|IU|5540|0C4EE51FDA662018E043814FD8812018|1.0|Y|
13|IU|5546|0C4EE51FDA672018E043814FD8812018|1.0|Y|
13|IU|5548|0C4EE51FDA682018E043814FD8812018|1.0|Y|
13|IU|5549|0C4EE51FDA692018E043814FD8812018|1.0|Y|
13|IU|5553|0C4EE51FDA6A2018E043814FD8812018|1.0|Y|
13|IU|5555|0C4EE51FDA6B2018E043814FD8812018|1.0|Y|
13|IU|5557|0C4EE51FDA6C2018E043814FD8812018|1.0|Y|
13|IU|5560|0C4EE51FDA6D2018E043814FD8812018|1.0|Y|
13|IU|5562|0C4EE51FDA6E2018E043814FD8812018|1.0|Y|
13|IU|5565|0C4EE51FDA6F2018E043814FD8812018|1.0|Y|
13|IU|5566|0C4EE51FDA702018E043814FD8812018|1.0|Y|
13|IU|5570|0C4EE51FDA712018E043814FD8812018|1.0|Y|
13|IU|5572|0C4EE51FDA722018E043814FD8812018|1.0|Y|
13|IU|5574|0C4EE51FDA732018E043814FD8812018|1.0|Y|
13|IU|5576|0C4EE51FDA742018E043814FD8812018|1.0|Y|
13|IU|5578|0C4EE51FDA752018E043814FD8812018|1.0|Y|
13|IU|5584|0C4EE51FDA762018E043814FD8812018|1.0|Y|
13|IU|5591|0C4EE51FDA772018E043814FD8812018|1.0|Y|
13|IU|5595|0C4EE51FDA782018E043814FD8812018|1.0|Y|
13|IU|5599|0C4EE51FDA792018E043814FD8812018|1.0|Y|
13|IU|7900|0C4EE51FDA7A2018E043814FD8812018|1.0|Y|
13|IU|9900|0C4EE51FDA7B2018E043814FD8812018|1.0|Y|
13|IU|9905|0C4EE51FDA7C2018E043814FD8812018|1.0|Y|
13|IU|9915|0C4EE51FDA7D2018E043814FD8812018|1.0|Y|
13|IU|9954|0C4EE51FDA7E2018E043814FD8812018|1.0|Y|
13|IU|9975|0C4EE51FDA7F2018E043814FD8812018|1.0|Y|
13|IU|9979|0C4EE51FDA802018E043814FD8812018|1.0|Y|
13|IU|9980|0C4EE51FDA812018E043814FD8812018|1.0|Y|
13|IU|9990|0C4EE51FDA822018E043814FD8812018|1.0|Y|
14|IU|3125|0C4EE51FDA832018E043814FD8812018|1.0|Y|
14|IU|3135|0C4EE51FDA842018E043814FD8812018|1.0|Y|
14|IU|3542|0C4EE51FDA852018E043814FD8812018|1.0|Y|
14|IU|3543|0C4EE51FDA862018E043814FD8812018|1.0|Y|
14|IU|3544|0C4EE51FDA872018E043814FD8812018|1.0|Y|
14|IU|3702|0C4EE51FDA882018E043814FD8812018|1.0|Y|
14|IU|3703|0C4EE51FDA892018E043814FD8812018|1.0|Y|
14|IU|3705|0C4EE51FDA8A2018E043814FD8812018|1.0|Y|
14|IU|3706|0C4EE51FDA8B2018E043814FD8812018|1.0|Y|
14|IU|3708|0C4EE51FDA8C2018E043814FD8812018|1.0|Y|
14|IU|3709|0C4EE51FDA8D2018E043814FD8812018|1.0|Y|
14|IU|3710|0C4EE51FDA8E2018E043814FD8812018|1.0|Y|
14|IU|4534|0C4EE51FDA8F2018E043814FD8812018|1.0|Y|
14|IU|4536|0C4EE51FDA902018E043814FD8812018|1.0|Y|
14|IU|5199|0C4EE51FDA912018E043814FD8812018|1.0|Y|
14|IU|5510|0C4EE51FDA922018E043814FD8812018|1.0|Y|
14|IU|5512|0C4EE51FDA932018E043814FD8812018|1.0|Y|
14|IU|5514|0C4EE51FDA942018E043814FD8812018|1.0|Y|
14|IU|5516|0C4EE51FDA952018E043814FD8812018|1.0|Y|
14|IU|5518|0C4EE51FDA962018E043814FD8812018|1.0|Y|
14|IU|5520|0C4EE51FDA972018E043814FD8812018|1.0|Y|
14|IU|5530|0C4EE51FDA982018E043814FD8812018|1.0|Y|
14|IU|5540|0C4EE51FDA992018E043814FD8812018|1.0|Y|
14|IU|5546|0C4EE51FDA9A2018E043814FD8812018|1.0|Y|
14|IU|5548|0C4EE51FDA9B2018E043814FD8812018|1.0|Y|
14|IU|5549|0C4EE51FDA9C2018E043814FD8812018|1.0|Y|
14|IU|5553|0C4EE51FDA9D2018E043814FD8812018|1.0|Y|
14|IU|5555|0C4EE51FDA9E2018E043814FD8812018|1.0|Y|
14|IU|5557|0C4EE51FDA9F2018E043814FD8812018|1.0|Y|
14|IU|5560|0C4EE51FDAA02018E043814FD8812018|1.0|Y|
14|IU|5562|0C4EE51FDAA12018E043814FD8812018|1.0|Y|
14|IU|5565|0C4EE51FDAA22018E043814FD8812018|1.0|Y|
14|IU|5566|0C4EE51FDAA32018E043814FD8812018|1.0|Y|
14|IU|5570|0C4EE51FDAA42018E043814FD8812018|1.0|Y|
14|IU|5572|0C4EE51FDAA52018E043814FD8812018|1.0|Y|
14|IU|5574|0C4EE51FDAA62018E043814FD8812018|1.0|Y|
14|IU|5576|0C4EE51FDAA72018E043814FD8812018|1.0|Y|
14|IU|5578|0C4EE51FDAA82018E043814FD8812018|1.0|Y|
14|IU|5584|0C4EE51FDAA92018E043814FD8812018|1.0|Y|
14|IU|5591|0C4EE51FDAAA2018E043814FD8812018|1.0|Y|
14|IU|5595|0C4EE51FDAAB2018E043814FD8812018|1.0|Y|
14|IU|5599|0C4EE51FDAAC2018E043814FD8812018|1.0|Y|
14|IU|7900|0C4EE51FDAAD2018E043814FD8812018|1.0|Y|
14|IU|9900|0C4EE51FDAAE2018E043814FD8812018|1.0|Y|
14|IU|9905|0C4EE51FDAAF2018E043814FD8812018|1.0|Y|
14|IU|9915|0C4EE51FDAB02018E043814FD8812018|1.0|Y|
14|IU|9975|0C4EE51FDAB12018E043814FD8812018|1.0|Y|
14|IU|9979|0C4EE51FDAB22018E043814FD8812018|1.0|Y|
14|IU|9980|0C4EE51FDAB32018E043814FD8812018|1.0|Y|
14|IU|9990|0C4EE51FDAB42018E043814FD8812018|1.0|Y|
15|IU|3542|0C4EE51FDAB52018E043814FD8812018|1.0|Y|
15|IU|3543|0C4EE51FDAB62018E043814FD8812018|1.0|Y|
15|IU|3544|0C4EE51FDAB72018E043814FD8812018|1.0|Y|
15|IU|3702|0C4EE51FDAB82018E043814FD8812018|1.0|Y|
15|IU|3703|0C4EE51FDAB92018E043814FD8812018|1.0|Y|
15|IU|3705|0C4EE51FDABA2018E043814FD8812018|1.0|Y|
15|IU|3706|0C4EE51FDABB2018E043814FD8812018|1.0|Y|
15|IU|3708|0C4EE51FDABC2018E043814FD8812018|1.0|Y|
15|IU|3709|0C4EE51FDABD2018E043814FD8812018|1.0|Y|
15|IU|3710|0C4EE51FDABE2018E043814FD8812018|1.0|Y|
15|IU|5199|0C4EE51FDABF2018E043814FD8812018|1.0|Y|
15|IU|5510|0C4EE51FDAC02018E043814FD8812018|1.0|Y|
15|IU|5512|0C4EE51FDAC12018E043814FD8812018|1.0|Y|
15|IU|5514|0C4EE51FDAC22018E043814FD8812018|1.0|Y|
15|IU|5516|0C4EE51FDAC32018E043814FD8812018|1.0|Y|
15|IU|5518|0C4EE51FDAC42018E043814FD8812018|1.0|Y|
15|IU|5520|0C4EE51FDAC52018E043814FD8812018|1.0|Y|
15|IU|5530|0C4EE51FDAC62018E043814FD8812018|1.0|Y|
15|IU|5540|0C4EE51FDAC72018E043814FD8812018|1.0|Y|
15|IU|5546|0C4EE51FDAC82018E043814FD8812018|1.0|Y|
15|IU|5548|0C4EE51FDAC92018E043814FD8812018|1.0|Y|
15|IU|5549|0C4EE51FDACA2018E043814FD8812018|1.0|Y|
15|IU|5553|0C4EE51FDACB2018E043814FD8812018|1.0|Y|
15|IU|5555|0C4EE51FDACC2018E043814FD8812018|1.0|Y|
15|IU|5557|0C4EE51FDACD2018E043814FD8812018|1.0|Y|
15|IU|5560|0C4EE51FDACE2018E043814FD8812018|1.0|Y|
15|IU|5562|0C4EE51FDACF2018E043814FD8812018|1.0|Y|
15|IU|5565|0C4EE51FDAD02018E043814FD8812018|1.0|Y|
15|IU|5566|0C4EE51FDAD12018E043814FD8812018|1.0|Y|
15|IU|5570|0C4EE51FDAD22018E043814FD8812018|1.0|Y|
15|IU|5572|0C4EE51FDAD32018E043814FD8812018|1.0|Y|
15|IU|5574|0C4EE51FDAD42018E043814FD8812018|1.0|Y|
15|IU|5576|0C4EE51FDAD52018E043814FD8812018|1.0|Y|
15|IU|5578|0C4EE51FDAD62018E043814FD8812018|1.0|Y|
15|IU|5584|0C4EE51FDAD72018E043814FD8812018|1.0|Y|
15|IU|5591|0C4EE51FDAD82018E043814FD8812018|1.0|Y|
15|IU|5595|0C4EE51FDAD92018E043814FD8812018|1.0|Y|
15|IU|5599|0C4EE51FDADA2018E043814FD8812018|1.0|Y|
15|IU|7000|0C4EE51FDADB2018E043814FD8812018|1.0|Y|
15|IU|7030|0C4EE51FDADC2018E043814FD8812018|1.0|Y|
15|IU|7031|0C4EE51FDADD2018E043814FD8812018|1.0|Y|
15|IU|7032|0C4EE51FDADE2018E043814FD8812018|1.0|Y|
15|IU|7098|0C4EE51FDADF2018E043814FD8812018|1.0|Y|
15|IU|7099|0C4EE51FDAE02018E043814FD8812018|1.0|Y|
15|IU|7100|0C4EE51FDAE12018E043814FD8812018|1.0|Y|
15|IU|7130|0C4EE51FDAE22018E043814FD8812018|1.0|Y|
