kim_typ_attr_id|obj_id|ver_nbr|sort_cd|kim_typ_id|kim_attr_defn_id|actv_ind|
79|79|1.0|a|47|13|Y|
8|5ADF18B6D4C27954E0404F8189D85002|1.0|b|7|16|Y|
80|5C4970B2B2E18277E0404F8189D80B30|1.0|c|7|40|Y|
81|5C4970B2B2E28277E0404F8189D80B30|1.0|d|7|41|Y|
82|82|1.0|a|51|13|Y|
83|83|1.0|a|38|22|Y|
84|84|1.0|b|38|24|Y|
85|85|1.0|a|39|22|Y|
86|86|1.0|b|39|23|Y|
87|87|1.0|a|40|22|Y|
89|5C7D997640695002E0404F8189D86F11|1.0|a|42|42|Y|
9|5ADF18B6D4C77954E0404F8189D85002|1.0|a|8|13|Y|
91|5C7D9976406B5002E0404F8189D86F11|1.0|a|43|42|Y|
92|92|1.0|a|48|42|Y|
95|5C997D14EAC3FE40E0404F8189D87DC5|1.0|a|52|13|Y|
96|5C997D14EAC4FE40E0404F8189D87DC5|1.0|b|52|16|Y|
97|5C997D14EAC5FE40E0404F8189D87DC5|1.0|c|52|6|Y|
98|98|1.0|a|53|42|Y|
KFS105|KFS105|1.0|a|6|22|Y|
KFS106|KFS106|1.0|b|6|24|Y|
KFS110|KFS110|1.0|a|62|45|Y|
KFS113|KFS113|1.0|a|KFS68|22|Y|
KFS114|KFS114|1.0|b|KFS68|24|Y|
KFSCNTRB199-TYPATTR1|KFSCNTRB199-TYPATTR1|1.0|a|KFSCNTRB199-TYP1|4|Y|
KFSCNTRB199-TYPATTR2|KFSCNTRB199-TYPATTR2|1.0|b|KFSCNTRB199-TYP1|KFSCNTRB199-ATTRDEF1|Y|
KFSMI6886-TYPEATTR|KFSMI6886-TYPEATTR|1.0|a|KFSMI6886-TYP|KFSMI6886-ATTRDEF|Y|
KFSSEC1001|KFSSEC1001|1.0|a|KFSSEC1|13|Y|
KFSSEC1002|KFSSEC1002|1.0|b|KFSSEC1|6|Y|
KFSSEC1003|KFSSEC1003|1.0|a|KFSSEC2|6|Y|
KFSSEC1004|KFSSEC1004|1.0|a|KFSSEC3|4|Y|
KFSSEC1005|KFSSEC1005|1.0|b|KFSSEC3|6|Y|
KFSSEC1006|KFSSEC1006|1.0|a|KFSSEC4|KFSSEC102|Y|
KFSSEC1007|KFSSEC1007|1.0|b|KFSSEC4|KFSSEC100|Y|
KFSSEC1008|KFSSEC1008|1.0|c|KFSSEC4|KFSSEC101|Y|
KFSSEC1009|KFSSEC1009|1.0|d|KFSSEC4|KFSSEC103|Y|
KFSSEC1010|KFSSEC1010|1.0|d|47|24|Y|
KR1000|CBA9C0DFF600E80EE040F90A05B97BE4|1.0|a|KR1000|13|Y|
KR1001|CBA9C0DFF601E80EE040F90A05B97BE4|1.0|b|KR1000|16|Y|
KR1002|CBA9C0DFF602E80EE040F90A05B97BE4|1.0|c|KR1000|15|Y|
TEM-10000|KFS-TEM-TYP-ATTR-000|1.0|a|10001|TEM-10000|Y|
TEM-10001|KFS-TEM-TYP-ATTR-001|1.0|a|10002|22|Y|
TEM-10002|KFS-TEM-TYP-ATTR-002|1.0|b|10002|24|Y|
TEM-10003|KFS-TEM-TYP-ATTR-003|1.0|c|10002|25|Y|
TEM-10004|KFS-TEM-TYP-ATTR-004|1.0|a|10003|22|Y|
TEM-10005|KFS-TEM-TYP-ATTR-005|1.0|b|10003|24|Y|
TEM-10006|KFS-TEM-TYP-ATTR-006|1.0|c|10003|25|Y|
TEM-10007|KFS-TEM-TYP-ATTR-007|1.0|a|10004|TEM-10000|Y|
TEM-10008|KFS-TEM-TYP-ATTR-008|1.0|a|10006|TEM-10002|Y|
