fin_coa_cd|org_cd|obj_id|ver_nbr|rpts_to_fin_coa_cd|rpts_to_org_cd|rc_cd|
BA|COER|A27BEA7D-0388-542A-6AA4-6B4120102370|2.0|BA|HALL|80|
BA|COIN|C5C95B69-AEE0-C4AD-7217-AA52FA7E81B4|2.0|BA|AXOP|80|
BA|COLL|44A0FFFB-C980-6657-D1E1-9B43FE0EB9AF|2.0|BA|MISC|80|
BA|COMM|19A6D1F1-88D1-8734-EBBB-0A5DF79CD367|2.0|BL|BCTS|66|
BA|CONF|BBDB9229-722F-6603-3804-1602D426A652|2.0|BA|AXOP|80|
BA|COPR|2BA34C5C-B7D4-D53A-9964-CFA6FD07458A|2.0|BA|PRGE|80|
BA|COPY|D15B3ABC-B821-63F2-5A5C-4C263F48D3E8|2.0|BA|CODS|80|
BA|COSH|5B8789DF-8E53-6872-BC6A-626C41168D16|2.0|BA|CLSH|80|
BA|CPUB|42D3C784-BF70-F4F3-F6D7-EE04F584016C|2.0|BA|CODS|80|
BA|CSER|82D7829E-596A-3AEA-767B-43728A34AAE0|2.0|BL|AXSV|80|
BA|CUGE|4EA888F0-085A-8214-0980-9ADAD19C7721|2.0|BA|MANT|80|
BA|CVAH|73C634E9-E3A7-A8E8-1073-AFD8C44315D8|2.0|BA|APTS|80|
BA|CVBR|97F96A82-D8EC-947E-88D2-786AF3F9C73D|2.0|BA|HALL|80|
BA|CVER|5229B2C6-297A-129E-9EBD-9175A80E10B9|2.0|BA|HALL|80|
BA|DCPS|F9FC642F-CD62-3354-DDBF-77FB8641FDA0|2.0|BA|DSER|80|
BA|DDDR|67CBEAF4-2DD9-BE85-2C6F-C85E9AC5736D|2.0|BA|FSDR|80|
BA|DOBR|F56707A9-7C6D-967A-BFE6-6227D9366F63|2.0|BA|HALL|80|
BA|DOER|AC466175-C947-F66B-C25D-BE8CAA3207D0|2.0|BA|HALL|80|
BA|DOGE|BA0042BC-6242-EB23-AB7B-C0A47DE58D0F|2.0|BA|MISC|80|
BA|DOSU|CFB871AD-1E6C-0E3A-41C6-CC58B3839B2B|2.0|BA|MISC|80|
BA|DSBL|B7ADCEE9-FDF6-4B06-D32B-7280B25DDE0A|2.0|BA|MOTR|80|
BA|DSER|78ED8819-3B42-C061-631C-D14578C0BEEE|2.0|BA|CODS|80|
BA|EIBR|13AD27BE-1FBD-2824-5B3B-DF91483F7FF1|2.0|BA|HALL|80|
BA|EIDR|F58EA6FD-F20B-B97F-C384-634C5C356B92|2.0|BA|CAFE|80|
BA|EIER|3078D329-9547-3258-1CA4-15543F48B030|2.0|BA|HALL|80|
BA|EISB|7C6443E9-255A-FF98-4B92-177F70E6AA33|2.0|BA|CAFE|80|
BA|EISH|1DAB91CE-7CF9-2003-2023-31644BCE104F|2.0|BA|HOUS|80|
BA|ELEC|22F014E8-E0CF-DB92-7FA2-628CD7DC7472|2.0|BA|PHYP|82|
BA|EQRE|8297ED6B-20D4-7518-0BF0-C8931E283223|2.0|BL|BL|80|
BA|EVAH|A033FF9D-9CBB-4A36-75E9-4F64F4449FB0|2.0|BA|APTS|80|
BA|EVBR|CB2AFC40-A4C6-1C60-045A-46275C6F3723|2.0|BA|HALL|80|
BA|EVER|6B84D619-7D8B-C55C-FDB4-7A69CF4AF67B|2.0|BA|HALL|80|
BA|FAC|D949EE2D-3265-CF8C-4788-7792226BD38B|2.0|BA|AUTM|80|
BA|FOOD|95DA2529-867F-2968-35B4-76BCB49E3BA4|2.0|BA|CNFD|80|
BA|FRAT|018CD6FA-3945-A2BA-D349-EC851DE08559|2.0|BA|TRAN|80|
BA|FRBR|BB134151-7DDF-9B21-008F-A5243EB1D786|2.0|BA|HALL|80|
BA|FRDR|649FC73F-2C99-8830-BB8C-B230A7D7EEE0|2.0|BA|CAFE|80|
BA|FRER|F5454AC8-7976-B7ED-6FDB-FD9E531D0341|2.0|BA|HALL|80|
BA|FRSB|5A278E14-CC87-3BC5-F62E-96BDF6BEB0A7|2.0|BA|CAFE|80|
BA|FRSH|961C4BD4-D8DF-8B13-B697-BA4397938370|2.0|BA|HOUS|80|
BA|FSBR|4A6CBE52-68B4-DF34-D8C2-A6758C949948|2.0|BA|HALL|80|
BA|FSDR|0AD2F0E8-E30C-A067-B10C-B75AE2D7C7D2|2.0|BA|CAFE|80|
BA|FSER|C1BC1109-F5C2-2E8E-72D8-EF1148AFFB0F|2.0|BA|HALL|80|
BA|FSSH|13F2D451-C757-71B1-8CE1-DDC53FCFC4E1|2.0|BA|HOUS|80|
BA|FURN|0DCA0545-A550-B980-883B-9F0D3DCD34AE|2.0|BA|MANT|80|
BA|GRDR|1C82046A-312F-E008-72AD-C7FF7E369061|2.0|BA|FSDR|80|
BA|GRSB|AC49BBA0-9B9A-C353-3455-BB1FD2FD7E58|2.0|BA|CAFE|80|
BA|HALL|45F6D528-45AC-B0C3-DE64-A54228CDF638|2.0|BA|RPAS|80|
BA|HCAH|1CA80D8D-AD66-F3AF-D335-ED49F71A3BD8|2.0|BA|CLSH|80|
BA|HCBR|B8FB7B29-D4C9-D42A-55D7-4B57002A3192|2.0|BA|HALL|80|
BA|HCER|1C72D646-6AAB-4471-A0E8-657693DC0501|2.0|BA|HALL|80|
BA|HCMM|BE33CDE2-7C6C-8A28-7FA5-B1E2A4501DD9|2.0|BA|ACSS|80|
BA|HCNS|0EF897C6-96EE-0C19-0AA6-0A29D0068351|2.0|BL|EADM|26|
BA|HOUS|CD05A8E8-98E1-3C64-76DE-86D30CD53EC0|2.0|BA|HALL|80|
BA|HRZN|234E1A3D-33F0-582F-2A0C-5A357286F7D9|2.0|BL|BUS|24|
BA|HTAC|6A8EDF88-8759-BA17-822C-8EA849C82A28|2.0|BA|ACAC|80|
BA|IAAC|E336AE80-8C5A-1502-994A-7A40B5269CE5|2.0|BA|ACAC|80|
BA|IDS|66EFCA60-F344-BDE1-0C68-637037B629FB|2.0|BL|JOUR|50|
BA|IMAU|567BEA01-2883-311D-9195-1CDAA50393BC|2.0|BA|AXOP|80|
BA|IMBI|DC1093F0-3659-E3A2-F537-6AB1E4C04EF7|2.0|BL|RUGS|64|
BA|IMCB|FF4A30E2-DC72-93F2-E4F5-461B9568CE83|2.0|BL|RUGS|64|
BA|IMU|14BB52AE-D0E9-0A16-A8A8-AFE5C95F9CF2|2.0|BA|IMUC|80|
BA|IMUC|2E3A736C-169F-AF46-FBC9-FE861FA8CACA|2.0|BA|IMAU|80|
BA|INAC|F202AE63-843F-C7CB-CD74-711D195C07F3|2.0|BA|ACAC|80|
BA|INTD|4787C5B7-DEC0-CBE6-3306-0A4FB2C051D8|2.0|BA|FURN|80|
BA|IUHC|C7A7B48B-AC87-B71F-55F6-A58502148AB1|2.0|BL|SSER|70|
BA|IUPB|58639C81-2B19-CAEA-BE0E-E63E6ADF63FD|2.0|BA|IUPR|80|
BA|IUPJ|1E239FFD-7EA4-E948-1D87-CCFA544A5FDB|2.0|BA|IUPR|80|
BA|IUPR|2179A71B-944F-5C60-630F-3FD53E0961E1|2.0|BL|BUDG|80|
BA|JHDR|74F95732-5B13-E3E7-DDE3-96383810F680|2.0|BA|CAFE|80|
BA|KUL|27D66606-BDC1-54BB-AF19-E283A744A212|2.0|UA|VPIT|94|
BA|LARS|C2FCF5FA-010E-6F63-790A-0279445254A4|2.0|BL|RUGS|64|
BA|LLAC|BEB2651D-A90B-8888-6873-3BE68A2ED059|2.0|BA|ACAC|80|
BA|LOGE|E79E122C-49AD-9C4A-2FA1-055D66CDF3A6|2.0|BA|HALL|80|
BA|MADR|841A70CF-475B-CD79-B1A8-42CFF38FC916|2.0|BA|CAFE|80|
BA|MAGE|31C4EBE3-D011-C407-7683-B2BE013630D4|2.0|BA|MANT|80|
BA|MANT|7563DA76-A860-C685-06C1-60133FDDDBC7|2.0|BA|RPAS|80|
BA|MARR|F8C50599-E62C-8C6D-F47D-39F4378E53BA|2.0|BA|IMUC|80|
BA|MAXI|C31B20A2-81FE-7EC8-2F81-08363F570680|2.0|BA|CODS|80|
BA|MIGE|81D3B9B0-79FC-A551-C410-0B9556C9D61E|2.0|BA|HALL|80|
BA|MISC|01FE6CBE-A75E-7D59-2D66-B6FFEC2E33F1|2.0|BA|HALL|80|
BA|MISU|0D97C0D3-ED96-A5DE-0936-168C9286544D|2.0|BA|HALL|80|
BA|MKGE|65E71E40-07A2-F37F-1922-BB3DE6B74AEB|2.0|BA|CAGE|80|
BA|MKTG|CE934C7A-FE98-ABB7-18B9-A6EB465E5EE4|2.0|BA|AXOP|80|
BA|MLDR|FBCF66DD-D288-E395-2F04-CB660BECE3B4|2.0|BA|CAFE|80|
BA|MLER|E76B7ACE-3741-7C37-B61F-7B7B50941D07|2.0|BA|HALL|80|
BA|MLGE|8FB3332B-21A3-3142-1CDE-4876E7ECFE94|2.0|BA|MISC|80|
BA|MLSU|F042A7A5-BFCD-5E95-FFAA-2B1D110009E0|2.0|BA|MISC|80|
BA|MNBR|9FB2CCFE-7486-74BD-E6DC-2CA88F1E6D9C|2.0|BA|HALL|80|
BA|MNDR|C6F94DDA-10CF-B2F2-2009-4E0453AE43CC|2.0|BA|CAFE|80|
BA|MNER|1926CFAD-7057-6189-01B1-F00A3AA63923|2.0|BA|HALL|80|
BA|MNSH|A5E8CAC3-D884-3A2B-5B45-DC834F334532|2.0|BA|HOUS|80|
BA|MOTR|B3F8BCF8-0DA4-B2D4-7286-06036C1C35B9|2.0|BA|TRAN|80|
BA|MPAD|A9FDC3BA-78BD-8CDA-B686-5CA9ECB611DB|2.0|BA|MPOP|80|
BA|MPDR|636862BA-DC43-3E2D-D96F-9685ACB8812C|2.0|BA|MPOP|80|
BA|MPLS|C61F9375-3A9F-A52B-004D-DA5ABA208F6E|2.0|BA|MPOP|80|
BA|MPOP|CE3C8913-5118-4C90-104C-98FA3EC3086A|2.0|BA|MOTR|80|
BA|MPSV|87ECE485-C2D5-DD61-3905-0FC3B2A459A4|2.0|BA|MPOP|80|
BA|MSGE|CEDE2567-E0EE-E3BC-6179-4E85F71B0A70|2.0|BA|MISC|80|
BA|MSSU|DD2DB7C2-3ED9-D33A-3898-630255BF9D34|2.0|BA|MISC|80|
BA|MUGE|0696B8D7-9D3D-ED9F-8C27-346A236D8466|2.0|BA|MISC|80|
BA|MUSU|BB57E6B1-46F1-11B0-2DE9-B316E0FFE02C|2.0|BA|MISC|80|
BA|NCAR|4EDB516A-3120-745F-4FE0-3C730E404904|2.0|BL|BRAD|28|
BA|PAAC|1C668023-FD4E-8926-CBC2-1E665C1F7DA2|2.0|BA|ACAC|80|
BA|PARK|51D4021F-1AF6-760B-19EB-53E27404717F|2.0|BA|TRAN|80|
BA|PCON|D0D83EDE-33F3-D622-3710-32351A0E1E21|2.0|BA|IMU|80|
BA|PHOT|4B01E2B7-FAA3-6210-7F5A-3CB0DA2D6867|2.0|BA|AXOP|80|
BA|PHYP|8CB166EF-6985-8647-F309-8E38F2A42E05|2.0|BL|PHYP|82|
BA|POGE|CF94BE4A-7156-CF78-45F0-CAE5C680CB10|2.0|BA|HALL|80|
BA|PRES|069CCCA2-B184-61A5-5C68-A1A2983B3C96|2.0|BA|AUTM|80|
BA|PRGE|B3BE4356-90C8-5AFA-6202-D5E4AC435AD5|2.0|BA|CENT|80|
BA|PSTO|C55A6382-7408-A795-9D0D-7662433F0BC2|2.0|BA|PHYP|82|
BA|RBAH|059A421E-6718-D781-B930-856D330A809D|2.0|BA|APTS|80|
BA|RBBR|F3654F25-3A84-B95A-474E-D34A5EF1BF5E|2.0|BA|HALL|80|
BA|RBER|4C8C87BA-9F47-FB51-7E8A-D48C27A6E1E6|2.0|BA|HALL|80|
BA|REBR|51E586A9-C7EB-7F68-5A19-2C4F616A333E|2.0|BA|HALL|80|
BA|REDR|FB15338F-8603-864C-A733-5315E63EE2AA|2.0|BA|CAFE|80|
BA|REER|5C9FEAEF-1902-6FFE-185C-3B17F0FAD41A|2.0|BA|HALL|80|
BA|REFE|D815B6DB-BFD3-768D-FE84-62295F5E4594|2.0|BA|CAFE|80|
BA|RESA|82B150EF-7741-AD01-79E7-7006636404EB|2.0|BL|RESL|80|
BA|RESB|225D37FA-8DCA-8CD3-1935-05632CC87E64|2.0|BA|CAFE|80|
BA|RESH|FA6A1344-0191-37EB-6989-51CCD34779C5|2.0|BA|HOUS|80|
BA|RESL|9E5C6D70-07C5-4AC5-933E-534DF9445B5E|2.0|BA|RPAS|80|
BA|RMAH|8170E183-2A15-801E-9A96-1AB491FE22AF|2.0|BA|ACSH|80|
BA|RMBR|1A7FAB9D-E78C-6B58-AEE8-B83203213D49|2.0|BA|HALL|80|
BA|RMER|7E384050-80E3-93E6-E150-F6CE9DD4EDAC|2.0|BA|HALL|80|
BA|RMSH|D0304C44-DE14-945D-9768-80561C958708|2.0|BA|HOUS|80|
BA|ROAH|39CD0138-3086-7729-A799-13FB6A826BDA|2.0|BA|APTS|80|
BA|RPAS|BAD80184-0800-F6D4-F8B2-E238A8A82FF1|2.0|BA|AXOP|80|
BA|RPSL|DB953984-B709-91D5-CCAF-DE75057E962A|2.0|BA|PRGE|80|
BA|SCER|B1A28DA8-C9A3-F449-66C6-5AFF7171ABEC|2.0|BA|HALL|80|
BA|SCGE|1FB8A803-A5F5-6B73-DC60-AE761F4309B5|2.0|BA|CENT|80|
BA|SCSU|847F5929-3643-6F4A-26D8-DEF040038045|2.0|BA|MISC|80|
BA|SEWG|426B4375-0F9C-12EC-DFDF-2D1D29F525A8|2.0|BA|FURN|80|
BA|SHOW|2BD166E2-59FB-099E-3414-64DB2452397F|2.0|BA|AUTM|80|
BA|SMDR|19B2A50B-CEB7-66D5-44EB-C96FD772DD0F|2.0|BA|CAFE|80|
BA|SPDR|FE7F07A8-A043-2CC8-FA19-46032195E9D7|2.0|BA|CAFE|80|
BA|STPR|132845DC-55A0-CC65-21DB-7BFDA19EB77E|2.0|BA|PRGE|80|
BA|TEBR|4E0908AC-3822-F5F3-A665-36BB6FE80369|2.0|BA|HALL|80|
BA|TEDR|37021909-6B37-1550-6650-C1A9A5D23E4D|2.0|BA|CAFE|80|
BA|TEER|4DF18320-FCDE-61E5-BF4F-CE55F9FC677E|2.0|BA|HALL|80|
BA|TEGE|737C93AC-98FA-0B06-057C-D42683445053|2.0|BA|CAGE|80|
BA|TELA|B35844AE-5913-F5A8-66CA-26AC5EB580B2|2.0|BA|COMM|66|
BA|TELB|E1AB161B-1437-9048-9A5D-639B438FBD3F|2.0|BA|COMM|66|
BA|TELC|E10E7197-2DE7-7D9F-EA8F-328B1025081F|2.0|BA|COMM|66|
BA|TESH|043D5565-5716-9534-C55C-6D4590AFFCA6|2.0|BA|HOUS|80|
BA|THTR|87AFACD1-567B-B162-4DF9-D4B5A6CD66B9|2.0|BA|AUTM|80|
BA|TRAN|8466134D-9978-3CB6-E707-8A8B7C3DBE18|2.0|BA|AXOP|80|
BA|TTAH|6D30A580-47CA-F5B6-1B3A-40AD9E9F88DB|2.0|BA|APTS|80|
BA|TTBR|C1DED8C9-A7C1-C7FC-B75D-51AC7FC5A6EA|2.0|BA|HALL|80|
BA|TTER|7A38FDB1-0213-9498-9BBC-55EEAED7B000|2.0|BA|HALL|80|
BA|UAAH|CBA7A594-BD63-67DD-6378-3D3695E4886B|2.0|BA|APTS|80|
BA|UPHO|D26A6CA1-8D66-869A-B310-397903ADF6BC|2.0|BA|FURN|80|
BA|UTIL|157C8EBC-E5FA-BB9B-51CD-1BD4EFEAFEA4|2.0|BA|CENT|80|
BA|UTIM|B3EBE6F9-C918-A562-A0FD-12721656F734|2.0|BA|PHYP|82|
BA|VPAT|DD8B3195-A899-71BB-5C59-A4715F6FD3B5|2.0|BL|PHYP|82|
BA|VSHP|312F50E8-7178-2AF5-86D7-1B552BF086CF|2.0|BA|BOOK|80|
BA|WLBR|F964298B-13F7-3831-FF2D-F70A96BDF203|2.0|BA|HALL|80|
BA|WLER|24C48A8D-F37A-4134-6DA5-7343849205AD|2.0|BA|HALL|80|
BA|WLGE|75A51E43-1524-0C2C-68A4-9D34980D0CB5|2.0|BA|HALL|80|
BA|WLSH|4CE55E55-9FE5-D1D0-FCED-77CEBB4FD7E0|2.0|BA|HOUS|80|
BA|WLSU|36BF1E6F-30EB-F0B9-4776-EF4FF05FB11D|2.0|BA|WLSH|80|
BA|WPDR|FA255273-0AB9-BFE5-C876-96FAF1C38145|2.0|BA|WRDR|80|
BA|WRBR|40784ADB-0245-9B12-0CEC-AD2AF6813FD2|2.0|BA|HALL|80|
BA|WRCS|68C1F9F8-C53C-8837-27A9-FA5402E270CC|2.0|BA|WRDR|80|
BA|WRDR|FF0B94D5-ED4F-4040-1A85-729A6F5AA292|2.0|BA|CAFE|80|
BA|WRER|BFF8BC97-E5F4-D734-9B26-189931BE11AF|2.0|BA|HALL|80|
BA|WRSB|2D0DDA6D-3A72-D048-4FA3-30E597D5C6BB|2.0|BA|CAFE|80|
BA|WRSH|BAFBF6AE-FC7A-8E14-5338-5050B04B01DE|2.0|BA|HOUS|80|
BA|WWBR|8CC9A629-42CB-EDE8-8A97-3068AA126E4B|2.0|BA|HALL|80|
BA|WWDR|9BD24F21-0DDC-BB7A-E075-6B5AFE13D549|2.0|BA|CAFE|80|
BA|WWER|C83959BB-3E8E-EB22-1839-7220D6D4774D|2.0|BA|HALL|80|
BA|WWSH|03CD304A-CE7A-E333-6A0F-81E7C3611624|2.0|BA|HOUS|80|
BL|AAAI|CF36132C-5C98-63FC-37BF-934A2C767014|2.0|BL|AFRA|75|
BL|AAAM|EAD79416-B4A1-7CAA-E192-52A60FFEB283|2.0|BL|FOLK|04|
BL|AAAR|2A74CAEA-72B0-66B4-059B-4E83D1FD95E8|2.0|BL|HACA|28|
BL|AACC|E11691CA-5079-C5E8-EC21-8F915B5138EC|2.0|BL|LCL|68|
BL|AADC|9CA6C9CE-9869-F383-5B2C-5BF5173CDA25|2.0|BL|AFRO|04|
BL|AAIS|54B40AF9-5EFD-52EA-88B5-2441C70187A5|2.0|BL|ACTG|24|
BL|ABEH|66984462-3572-F3E7-C44C-09BF0D92A793|2.0|BL|BI|04|
BL|ACAD|7999FBE2-1E06-47F9-CB9F-34AB24000883|2.0|BL|LAWS|32|
BL|ACC|B920E8E2-B14E-BB30-9B71-2C16CAAFFDAC|2.0|BL|CSER|66|
BL|ACQU|DF561953-B1D2-C71B-2553-2414E74A2B85|2.0|BL|LIBR|68|
BL|ACSP|261014B7-C959-4F31-34FB-04063408C151|2.0|BL|ASDV|86|
BL|ACT|876137D4-90E1-84A9-CFC9-78216ACE4A3E|2.0|BL|ACTR|64|
BL|ACTG|392A4179-16A0-3A31-DA5E-A50B58B13439|2.0|BL|BUS|24|
BL|ACTR|B46F53FD-22C0-E4D2-210E-C54B97919925|2.0|BL|RUGS|64|
BL|ADBS|394AE69D-908B-741A-E45F-674047214616|2.0|BL|MGMT|24|
BL|ADED|47064DA1-EAF0-F2A0-C535-E4B7C94153F8|2.0|BL|ELPS|26|
BL|ADLP|9AE69351-8A83-F66E-B4D0-B7D31244CCCF|2.0|BL|CRIN|26|
BL|ADML|5D510B35-EA1D-8693-B5EF-8EAC1A676CC2|2.0|BL|LADM|68|
BL|ADMN|88973AC9-5E3B-BE0F-A585-3D53CDEDC51C|2.0|BL|LAWS|32|
BL|ADMS|6FE3680B-C6EC-D9A8-5108-B40E30D9F013|2.0|BL|OES|83|
BL|ADPL|DA70AF1E-BA7D-4B43-6178-AA06852580A3|2.0|BL|SLIS|40|
BL|ADST|0E7135ED-8B9E-C7FC-FC50-3C77C4580F3B|2.0|BL|RUGS|64|
BL|ADVS|0AE79BA7-2544-52A1-E82B-FA00F1DD223E|2.0|BL|LAWS|32|
BL|AECC|6F17B53E-1CF9-2851-CA59-C687AAD19031|2.0|BL|CLIN|44|
BL|AERO|40AA7BBF-04FA-FFC5-76C1-5D1F7DF8D252|2.0|BL|OACA|52|
BL|AFCE|F55650F7-EF8B-D626-2E26-EEA5DB4A3777|2.0|BL|AAAI|75|
BL|AFFA|2FE9DC82-4887-85CE-87B0-A9649E6278A6|2.0|BL|EXEC|74|
BL|AFRA|588E1E27-5DC2-D1D5-8960-B98154E76BE5|2.0|BL|EMAS|75|
BL|AFRI|A33D223F-F5ED-DD9B-FAB9-9C43AD793B90|2.0|BL|ARSC|04|
BL|AFRO|2156F5D9-30C3-49CD-478D-51F2C0E16AF4|2.0|BL|ARSC|04|
BL|AGBD|FFE5F4C1-2B03-8732-6C35-658CC6B26CEA|2.0|BL|HALL|80|
BL|AGDD|4E94CDA4-2A56-560C-3785-309CED68633A|2.0|BL|CAAA|28|
BL|AGP|BBC63F8C-6960-0D59-3B16-B2E67A6C2DBA|2.0|BL|BUS|24|
BL|AHRV|EA07D9E2-5990-C504-6DE9-92E9D3641002|2.0|BL|HIST|04|
BL|AIND|3E5988B8-43B4-8AB0-1F6D-C4561378114C|2.0|BL|RUGS|64|
BL|ALCO|69F036D2-FC96-CE98-771C-954BF182880D|2.0|BL|SSER|70|
BL|ALPG|15498F72-EF26-62FA-0271-41B117423156|2.0|BL|BUDV|24|
BL|AMBA|F78C0CDC-9E07-C89F-EBE8-F7513CEF782A|2.0|BL|BUS|24|
BL|AMBN|9C4FCD50-1377-ABFC-9D9F-22346E2E5A7C|2.0|BL|AGP|24|
BL|AMID|01246F49-1564-D8DC-03DD-4BD3609A6E7A|2.0|BL|ARSC|04|
BL|AMST|69927A77-71A7-457F-738C-446925953DB4|2.0|BL|ARSC|04|
