univ_fiscal_yr|fin_coa_cd|org_cd|org_rvrsn_ctgry_cd|obj_id|ver_nbr|org_rvrsn_cd|org_rvrsn_obj_cd|actv_ind|
2009.0|EA|ACAD|C01|E70C036A-B7FD-5F52-7313-963D95135DC3|2.0|R2|3000|Y|
2009.0|EA|ACAD|C03|8EC49EBF-8385-9A18-8F4A-2FCD0FE02D9F|2.0|R2|5880|Y|
2009.0|EA|ACAD|C04|504F06CC-CD34-4E6D-E9E9-CEA84A31B78D|2.0|R1|7000|Y|
2009.0|EA|ACAD|C05|7545A2D0-AE8D-4C01-B960-2BB91C04FE41|2.0|R2|7900|Y|
2009.0|EA|ACAD|C06|6C9CA93E-53B0-9A2F-5027-FCFE30E76F4E|2.0|R2|9900|Y|
2009.0|EA|ACAD|C07|87096224-FEB6-53BD-AF68-6184EA1A36C7|2.0|R2|9915|Y|
2009.0|EA|ACAD|C08|93C09ADF-1C65-E024-A6FE-35517E28F0B5|2.0|R1|6000|Y|
2009.0|EA|ACAD|C09|23D0C275-89F4-19C2-DC23-E88C10B13203|2.0|R1|5000|Y|
2009.0|EA|ACAD|C10|28EFDCF6-91F9-319D-F907-663D3AC4561F|2.0|R2|7900|Y|
2009.0|EA|ACAD|C11|E72B1CA8-5C8A-397A-E4FE-0BA8424BD6E9|2.0|R2|1800|Y|
2009.0|EA|ACDS|C01|1D852E9C-1F51-08CD-08D7-B5D20A5AC0B2|2.0|R2|3000|Y|
2009.0|EA|ACDS|C03|17EE2B44-03A0-D9B9-7053-6B2E1091877C|2.0|R2|5880|Y|
2009.0|EA|ACDS|C04|1CDC64FD-3F89-DE07-5BDE-15132E07D485|2.0|R1|7000|Y|
2009.0|EA|ACDS|C05|AC911B0A-78F6-C96F-4E70-7ED10581E4C1|2.0|R2|7900|Y|
2009.0|EA|ACDS|C06|DCF01CDA-2252-C523-7326-B3022C2A741F|2.0|R2|9900|Y|
2009.0|EA|ACDS|C07|5F3825DD-4C7B-F204-7E8D-CA815F9ADF01|2.0|R2|9915|Y|
2009.0|EA|ACDS|C08|97EDFC12-C1A3-055E-CAB1-FB161553A363|2.0|R1|6000|Y|
2009.0|EA|ACDS|C09|31CF706E-A2E4-E795-AEAE-BFE074139E89|2.0|R1|5000|Y|
2009.0|EA|ACDS|C10|01B429C0-452E-FE71-CC32-29573DBC3E9F|2.0|R2|5000|Y|
2009.0|EA|ACDS|C11|A6369F8B-7497-B610-3595-A2552092C674|2.0|R2|1800|Y|
2009.0|EA|ADAF|C01|DB0CE80E-B2AB-D72A-ABB6-8A7898ED9CFA|2.0|R2|3000|Y|
2009.0|EA|ADAF|C03|3ECF573A-9647-340F-7564-EE65DFD1F0EB|2.0|R2|5880|Y|
2009.0|EA|ADAF|C04|294A2985-CCBB-1AD2-9562-64F66FC470E4|2.0|R1|7000|Y|
2009.0|EA|ADAF|C05|545A57E4-8213-5EBF-7BD3-08DDA7F84F3D|2.0|R2|7900|Y|
2009.0|EA|ADAF|C06|2CC56FD7-F0D5-D56C-F34E-016AAE647B3B|2.0|R2|9900|Y|
2009.0|EA|ADAF|C07|57D994AE-278A-340F-6102-104290BA3A1A|2.0|R2|9915|Y|
2009.0|EA|ADAF|C08|6610B042-C446-C91B-8CBE-105BA5577DF8|2.0|R1|6000|Y|
2009.0|EA|ADAF|C09|573777F4-B8B6-7B02-1204-1D6A3CD49012|2.0|R1|5000|Y|
2009.0|EA|ADAF|C10|72F9007B-95B0-E0D9-BBAE-68953585A61D|2.0|R2|5000|Y|
2009.0|EA|ADAF|C11|CC117D92-5B24-D84C-3148-EEE072F0A51F|2.0|R2|1800|Y|
2009.0|EA|ADFA|C01|2AC9DB48-F532-DE67-BF38-227B0FF98B43|2.0|R2|3000|Y|
2009.0|EA|ADFA|C03|FF680C42-03C3-E03C-1682-AB29CE242A3E|2.0|R2|5880|Y|
2009.0|EA|ADFA|C04|4894302D-FC27-F3EB-49F5-C2BBED20F346|2.0|R1|7000|Y|
2009.0|EA|ADFA|C05|51D133DA-0D6F-9A55-D707-5B86E037D775|2.0|R2|7900|Y|
2009.0|EA|ADFA|C06|DACF1B87-BA48-7800-80FF-8E7E29D13140|2.0|R2|9900|Y|
2009.0|EA|ADFA|C07|0EFD2E36-2BAA-E96C-86B5-D370859C046C|2.0|R2|9915|Y|
2009.0|EA|ADFA|C08|213FBBCF-3DF1-C4F0-C41D-273F8AC31CDA|2.0|R1|6000|Y|
2009.0|EA|ADFA|C09|48F501DA-7371-25C0-4EE6-9AF158142EBE|2.0|R1|5000|Y|
2009.0|EA|ADFA|C10|161D6B1E-CA5E-99E7-0AF8-39A55F2F06A6|2.0|R2|5000|Y|
2009.0|EA|ADFA|C11|A86AC321-F5C8-5CFA-2851-8CDA7E57D249|2.0|R2|1800|Y|
2009.0|EA|ADMS|C01|3B3E780C-547E-1A5A-531D-C1328F513AE3|2.0|R2|3000|Y|
2009.0|EA|ADMS|C03|E138FF25-669B-6833-0CCF-BDFEDDCEB7BC|2.0|R2|5880|Y|
2009.0|EA|ADMS|C04|E8D46F23-3129-169D-C740-8FC746D099C8|2.0|R1|7000|Y|
2009.0|EA|ADMS|C05|741FC9AB-7A46-55F2-4545-1D9D11B17E9E|2.0|R2|7900|Y|
2009.0|EA|ADMS|C06|D3CA7E15-0291-9692-975A-BF90FD6BFC9E|2.0|R2|9900|Y|
2009.0|EA|ADMS|C07|20192BE2-0A3B-2987-0707-21AE903DD91E|2.0|R2|9915|Y|
2009.0|EA|ADMS|C08|5888F34B-F563-92EC-1AB2-3B4601AAA5CB|2.0|R1|6000|Y|
2009.0|EA|ADMS|C09|DD3A7B59-C2A3-D6AF-AF1E-F969703CF45F|2.0|R1|5000|Y|
2009.0|EA|ADMS|C10|2CCD44D2-990B-209B-7903-06D2AAC03879|2.0|R2|7900|Y|
2009.0|EA|ADMS|C11|0E8A1D6F-0B9A-011A-A8EA-7490259C6797|2.0|R2|1800|Y|
2009.0|EA|BEST|C01|7F63E2FD-CE86-E279-4B11-CC747A9B356F|2.0|R2|3000|Y|
2009.0|EA|BEST|C03|20831895-9F03-F7D1-3D46-CD21F9DCBA6A|2.0|R2|5880|Y|
2009.0|EA|BEST|C04|7CAC3351-69D1-5FC8-CA96-07AC12672BAD|2.0|R1|7000|Y|
2009.0|EA|BEST|C05|8EBB087D-B911-5AFD-C908-712FBAFAF733|2.0|R2|7900|Y|
2009.0|EA|BEST|C06|DB2D01F0-0FE5-5930-B992-F209D1E60650|2.0|R2|9900|Y|
2009.0|EA|BEST|C07|E0CA52F7-59ED-2CB2-3FC3-8871E8950952|2.0|R2|9915|Y|
2009.0|EA|BEST|C08|014D9A71-92D7-0DF0-F52F-0DBF8994A724|2.0|R1|6000|Y|
2009.0|EA|BEST|C09|E7DFD6E1-0957-63EE-CB92-BCD7FEE9976E|2.0|R1|5000|Y|
2009.0|EA|BEST|C10|7996E280-E687-1CD1-5CC9-254FF010E3A2|2.0|R2|5000|Y|
2009.0|EA|BEST|C11|E7AABBA8-748E-FCBC-E146-EA329B140F24|2.0|R2|1800|Y|
2009.0|EA|BOOK|C01|CD866815-E820-D742-906B-DD165869288C|2.0|N2|3000|Y|
2009.0|EA|BOOK|C04|5F718E0E-BF44-EC35-E069-1C3767C31B4C|2.0|N1|7000|Y|
2009.0|EA|BOOK|C05|0408825C-8579-8E08-67E0-14CA8CB419CC|2.0|N1|7900|Y|
2009.0|EA|BOOK|C06|17EC6997-8A1A-502E-E969-42B032FA1312|2.0|N1|9900|Y|
2009.0|EA|BOOK|C07|1ADAE041-BAB7-B77A-CC3F-FC355A6E12B0|2.0|R2|9915|Y|
2009.0|EA|BOOK|C08|C1AC9704-02A0-717B-7790-F57CFD1172E8|2.0|N1|6000|Y|
2009.0|EA|BOOK|C09|A4D3343F-4E42-6201-2337-E33A69223C65|2.0|N1|5000|Y|
2009.0|EA|BOOK|C10|5D57EC72-66C2-8DAC-990A-8A11DD00C986|2.0|N1|5000|Y|
2009.0|EA|BOOK|C11|ACED647E-3DEF-232A-C6C7-DE5D8FE0C8AC|2.0|R2|1800|Y|
2009.0|EA|BSSD|C01|39B17532-D0CF-3014-368C-784D1F93ADD2|2.0|R2|3000|Y|
2009.0|EA|BSSD|C03|2E978BAD-19DA-B5F5-91DB-CB50D5EAB6A5|2.0|R2|5880|Y|
2009.0|EA|BSSD|C04|EBC86895-08FF-F73E-690D-9DBB5C7FD2EB|2.0|R1|7000|Y|
2009.0|EA|BSSD|C05|BAA4003C-7923-187F-BCA4-72F142F78EE9|2.0|R2|7900|Y|
2009.0|EA|BSSD|C06|309636E9-20B2-075C-707A-49D3F6850CB4|2.0|R2|9900|Y|
2009.0|EA|BSSD|C07|F245776C-F638-FFE7-AD00-94417196B562|2.0|R2|9915|Y|
2009.0|EA|BSSD|C08|723B7DB6-F54F-F8BB-AF0E-488A8DBEA297|2.0|R1|6000|Y|
2009.0|EA|BSSD|C09|C8956409-6CB8-EE01-4159-A0B1214D8ED9|2.0|R1|5000|Y|
2009.0|EA|BSSD|C10|C4DFC42E-F1B3-FA31-7C80-6EF19EEDC0F2|2.0|R2|5000|Y|
2009.0|EA|BSSD|C11|BA270A3E-6D96-6572-E0DA-563CE4E2EEA2|2.0|R2|1800|Y|
2009.0|EA|BURS|C01|8ACABDCB-CFF9-768C-F6B4-7B29289885E3|2.0|R2|3000|Y|
2009.0|EA|BURS|C03|297BAF7F-E870-FC60-9C77-145DFCA68C14|2.0|R2|5880|Y|
2009.0|EA|BURS|C04|0F4A3FC8-ADB4-8B0C-2A93-662F657A128A|2.0|R1|7000|Y|
2009.0|EA|BURS|C05|108D43A6-A60F-B073-2714-EB0F2CB4DE72|2.0|R2|7900|Y|
2009.0|EA|BURS|C06|8BAC4F06-8C04-E458-98B6-73DA21C2C8C5|2.0|R2|9900|Y|
2009.0|EA|BURS|C07|675D06C9-7A1A-D90B-27E0-79D701FDCBBA|2.0|R2|9915|Y|
2009.0|EA|BURS|C08|6FE68E2D-391D-34B1-747E-08235389732F|2.0|R1|6000|Y|
2009.0|EA|BURS|C09|B87831B6-D7F9-8A3B-3994-0DB94CAFA363|2.0|R1|5000|Y|
2009.0|EA|BURS|C10|20D697AF-98DF-CBB6-FABF-055178A37737|2.0|R2|5000|Y|
2009.0|EA|BURS|C11|F425D2AC-8137-CDEE-2927-CB57739446AE|2.0|R2|1800|Y|
2009.0|EA|BUSE|C01|2E7159B3-AB70-1DD7-E37A-63B0B6340834|2.0|R2|3000|Y|
2009.0|EA|BUSE|C03|7980CCC7-0A27-AEC5-F999-F23A952BCF8C|2.0|R2|5880|Y|
2009.0|EA|BUSE|C04|134D90A0-B4FE-A958-1172-FE11FEEE3435|2.0|R1|7000|Y|
2009.0|EA|BUSE|C05|24355003-B89E-CB36-FC79-FF033366E930|2.0|R2|7900|Y|
2009.0|EA|BUSE|C06|71EF8914-B739-09B2-79CE-D05FE623BF1F|2.0|R2|9900|Y|
2009.0|EA|BUSE|C07|86EE3D35-5F3F-E6D8-E328-18BE31040962|2.0|R2|9915|Y|
2009.0|EA|BUSE|C08|BA425276-4A0E-6968-1078-786AB5DED0C4|2.0|R1|6000|Y|
2009.0|EA|BUSE|C09|95436122-8BC1-10E1-F6B0-FCAF033BEFA8|2.0|R1|5000|Y|
2009.0|EA|BUSE|C10|419E17CD-B6B9-4436-80A1-3E882F6AEDDD|2.0|R2|7900|Y|
2009.0|EA|BUSE|C11|D7A00548-5873-7ED6-2482-42806BD2384B|2.0|R2|1800|Y|
2009.0|EA|BUSM|C01|CA0F7CF1-FE4A-342C-64E2-75E516DDE738|2.0|R2|3000|Y|
2009.0|EA|BUSM|C03|D229C9F8-1BB1-7819-124E-166801F09289|2.0|R2|5880|Y|
2009.0|EA|BUSM|C04|D6E4EE0B-DA1E-933A-5006-51EC0C8F5686|2.0|R1|7000|Y|
2009.0|EA|BUSM|C05|99FE9B69-15D9-8883-A9AB-FF547EACFCCF|2.0|R2|7900|Y|
2009.0|EA|BUSM|C06|B6E309CF-F50A-6FC1-79C4-649291AFD180|2.0|R2|9900|Y|
2009.0|EA|BUSM|C07|D6D22345-926D-ECB8-2783-53BA7B21D272|2.0|R2|9915|Y|
2009.0|EA|BUSM|C08|BF1E9B22-854D-1521-F437-37D8EB3A293A|2.0|R1|6000|Y|
2009.0|EA|BUSM|C09|5022FE52-1239-1661-A839-1D07F0E976E5|2.0|R1|5000|Y|
2009.0|EA|BUSM|C10|C1C1FC0E-7984-129F-B73B-FEB7CD1C8E3E|2.0|R2|5000|Y|
2009.0|EA|BUSM|C11|DB6664A5-9440-D6BC-47FB-9337D3AFC1D3|2.0|R2|1800|Y|
2009.0|EA|CACA|C01|E0C6C992-D83D-F20F-99EE-B22F6D14810C|2.0|R2|3000|Y|
2009.0|EA|CACA|C03|82CF0EFA-62B4-BC1C-995A-225B58A95F96|2.0|R2|5880|Y|
2009.0|EA|CACA|C04|DF7D73A5-3891-CC41-94F7-E2A50BFBA6D4|2.0|R1|7000|Y|
2009.0|EA|CACA|C05|198B342E-1898-F422-9D07-2FF3DAF8BC33|2.0|R2|7900|Y|
2009.0|EA|CACA|C06|F9F18428-30D2-DCF8-53BE-65ACE70B39DA|2.0|R2|9900|Y|
2009.0|EA|CACA|C07|96361107-E9AD-DDBD-7AD0-D61A51BB8046|2.0|R2|9915|Y|
2009.0|EA|CACA|C08|671CDB51-6851-8DD7-847B-FED962C7A8FA|2.0|R1|6000|Y|
2009.0|EA|CACA|C09|7C9DAFA7-8F7B-E6B3-F6A7-B4A2117CC188|2.0|R1|5000|Y|
2009.0|EA|CACA|C10|48BE4347-39B3-6329-9D23-16DBA97B5DFE|2.0|R2|5000|Y|
2009.0|EA|CACA|C11|A93D71A7-B778-0E1D-37BA-2DBB412B2798|2.0|R2|1800|Y|
2009.0|EA|CHAN|C01|E3247985-9824-4F73-0DF4-75D583E7C3E1|2.0|R2|3000|Y|
2009.0|EA|CHAN|C03|123B7323-FE96-C8D7-4578-C29B956A9D60|2.0|R2|5880|Y|
2009.0|EA|CHAN|C04|06B9F5CB-EB1B-1007-3F61-F492F9A22627|2.0|R1|7000|Y|
2009.0|EA|CHAN|C05|3A072B4F-9261-E02B-FAE2-8841039B7AF3|2.0|R2|7900|Y|
2009.0|EA|CHAN|C06|9FC53215-FABD-E726-4C29-D47201827A8F|2.0|R2|9900|Y|
2009.0|EA|CHAN|C07|A9AD2C7A-97FD-D57B-E48C-ED08AA6C2C3C|2.0|R2|9915|Y|
2009.0|EA|CHAN|C08|A7B758C1-06FB-59E3-64D2-4F24FE7F4721|2.0|R1|6000|Y|
2009.0|EA|CHAN|C09|13666B4B-8C56-BDBC-06E8-7E3FEE97F084|2.0|R1|5000|Y|
2009.0|EA|CHAN|C10|5BD6E495-E7C8-3DAD-7407-0533D13C0B24|2.0|R2|5000|Y|
2009.0|EA|CHAN|C11|C64C2A36-E415-5BAA-C12D-FBEAA5287268|2.0|R2|1800|Y|
2009.0|EA|CHP|C01|1A125A69-5939-F7A0-BD49-2556263660D7|2.0|R2|3000|Y|
2009.0|EA|CHP|C03|6B950208-6840-72CC-A53E-BB4B93D95F4A|2.0|R2|5880|Y|
2009.0|EA|CHP|C04|44926522-D86C-86E7-1BB7-D98DD7979F2F|2.0|R1|7000|Y|
2009.0|EA|CHP|C05|D15C52B9-CFBC-926C-7370-AD75D87621FD|2.0|R2|7900|Y|
2009.0|EA|CHP|C06|EB4AF6D3-D938-9DB8-FF62-2FEB159B2B7D|2.0|R2|9900|Y|
2009.0|EA|CHP|C07|8D483700-6E96-7239-6314-E6C0F6CF02DF|2.0|R2|9915|Y|
2009.0|EA|CHP|C08|23EDAABE-029B-A831-B63B-F24D9A3C0A5C|2.0|R1|6000|Y|
2009.0|EA|CHP|C09|22CFC2B8-F278-C215-C0E4-961C97F85AF8|2.0|R1|5000|Y|
2009.0|EA|CHP|C10|8BA89B2B-5F15-401C-69DC-5C36AD3AADCB|2.0|R2|7900|Y|
2009.0|EA|CHP|C11|1002C0F6-B48B-51F0-E297-446FF3BDD644|2.0|R2|1800|Y|
2009.0|EA|CONN|C01|A7E957A8-C026-23B7-98C3-1C422A9862C4|2.0|R2|3000|Y|
2009.0|EA|CONN|C03|9444AF8C-2171-52DC-9C67-752886100347|2.0|R2|5880|Y|
2009.0|EA|CONN|C04|18EBFAF9-A900-EB19-BA28-9FACF4073E8C|2.0|R1|7000|Y|
2009.0|EA|CONN|C05|992CAF98-6D9E-A9A8-152C-9EBB87D6704C|2.0|R2|7900|Y|
2009.0|EA|CONN|C06|2AA32754-1BCB-811A-C344-0BC8953B94E9|2.0|R2|9900|Y|
2009.0|EA|CONN|C07|E854A144-B42C-F9BF-209E-111FEA4D0261|2.0|R2|9915|Y|
2009.0|EA|CONN|C08|F18F1F8B-A2F8-9785-BFD2-13BBBF832CED|2.0|R1|6000|Y|
2009.0|EA|CONN|C09|177E7154-2590-88FD-C23D-EAA5662E51AF|2.0|R1|5000|Y|
2009.0|EA|CONN|C10|ED3387E8-1B6A-C909-85A5-8962EE2C9430|2.0|R2|7900|Y|
2009.0|EA|CONN|C11|0ED8BBD4-BBF3-E327-014E-DB1A9D4378B7|2.0|R2|1800|Y|
2009.0|EA|CPPS|C01|D42B2695-3CCE-4B97-74D2-8BEE2653C350|2.0|R2|3000|Y|
2009.0|EA|CPPS|C03|3D981A51-89FD-05EF-D719-C7D8CB7345B2|2.0|R2|5880|Y|
2009.0|EA|CPPS|C04|0E2E68C5-95D0-B89F-4EAA-A25F02BC0E15|2.0|R1|7000|Y|
2009.0|EA|CPPS|C05|5C189562-97B5-D74E-4B9C-F1D3BCAB37F9|2.0|R2|7900|Y|
2009.0|EA|CPPS|C06|ABDBD06F-5084-BF58-BD9E-A379B35E6C85|2.0|R2|9900|Y|
2009.0|EA|CPPS|C07|CAFB45A2-8A5A-41AC-FEA7-C02AC4FDCF46|2.0|R2|9915|Y|
2009.0|EA|CPPS|C08|CC7EF897-2FF7-8104-B27F-A43FD915120C|2.0|R1|6000|Y|
2009.0|EA|CPPS|C09|E03F967B-B5A4-256D-4B58-D7DF4B37B0A7|2.0|R1|5000|Y|
2009.0|EA|CPPS|C10|D4676847-F4AC-4BF1-331C-62BC430090A6|2.0|R2|7900|Y|
2009.0|EA|CPPS|C11|C8666C95-129E-9DBD-FBEE-B8A357387773|2.0|R2|1800|Y|
2009.0|EA|CSER|C01|A07E7B14-C206-38F5-B06B-FFA365761EAA|2.0|R2|3000|Y|
2009.0|EA|CSER|C03|1F4C4EB7-BDF1-58FA-B8AC-013E6BEF4B26|2.0|R2|5880|Y|
2009.0|EA|CSER|C04|C30CA2D6-C685-8A99-69D7-FDFD9D78FDFB|2.0|A|7000|Y|
2009.0|EA|CSER|C05|99611BF8-73A2-E99B-6AC4-EFBE2B221000|2.0|R2|7900|Y|
2009.0|EA|CSER|C06|CB4D7206-3804-1EF4-13AB-F604210B341B|2.0|R2|9900|Y|
2009.0|EA|CSER|C07|AFBA8A74-6DD5-0622-0AA3-215C080D9DE9|2.0|R2|9915|Y|
2009.0|EA|CSER|C08|1DA05CDB-5D53-97E2-08B6-CB6CE7459A06|2.0|R1|6000|Y|
2009.0|EA|CSER|C09|D7F9AED0-4F99-7AB6-6BFC-61E99871C8E4|2.0|R1|5000|Y|
2009.0|EA|CSER|C10|153540FB-6522-B05A-4DAB-9A2CB7B1F9CB|2.0|R2|5000|Y|
2009.0|EA|CSER|C11|F082718C-30D5-617E-9F76-1618C8B24E02|2.0|R2|1800|Y|
2009.0|EA|CSP|C01|63B5963C-F7E1-55D0-842B-C9494F12194A|2.0|R2|3000|Y|
2009.0|EA|CSP|C03|4AB31D69-47EB-F105-F058-C9C76AF6F7E2|2.0|R2|5880|Y|
2009.0|EA|CSP|C04|0C1BB61A-9F99-68A7-4DA9-97B9C0DDEE1D|2.0|R1|7000|Y|
2009.0|EA|CSP|C05|D453963E-4623-35D8-0668-205E457C3373|2.0|R2|7900|Y|
2009.0|EA|CSP|C06|01EFB11E-3E85-4C4C-BEBF-0D00DDC742AB|2.0|R2|9900|Y|
2009.0|EA|CSP|C07|7B417FBF-314D-639D-5F3C-A5218DA87BD8|2.0|R2|9915|Y|
2009.0|EA|CSP|C08|41E3C77B-C897-1CF0-A5AD-FE66235F151A|2.0|R1|6000|Y|
2009.0|EA|CSP|C09|C0300506-A0D1-EC00-04B7-E007D309C8DA|2.0|R1|5000|Y|
2009.0|EA|CSP|C10|30664CE6-CAAC-F977-7658-DB757A66ED7F|2.0|R2|5000|Y|
2009.0|EA|CSP|C11|BC194AF5-D261-E8CA-DD91-BCB885636DB0|2.0|R2|1800|Y|
2009.0|EA|CTSD|C01|3920049E-123B-ECF7-45CB-BE5A89432558|2.0|R2|3000|Y|
2009.0|EA|CTSD|C03|0CDB1FB4-7B68-8500-B519-4CDBDE56D5E5|2.0|R2|5880|Y|
2009.0|EA|CTSD|C04|EAD7F9C1-8437-DBBF-2C5F-79DC13313FC4|2.0|R1|7000|Y|
2009.0|EA|CTSD|C05|747C954C-17C9-96D3-B6FD-18C61D8DD77A|2.0|R2|7900|Y|
2009.0|EA|CTSD|C06|774E3F72-93D2-9EDB-4EFF-7E7578A201B0|2.0|R2|9900|Y|
2009.0|EA|CTSD|C07|0797A877-5150-3011-404E-A8D2E335A39A|2.0|R2|9915|Y|
2009.0|EA|CTSD|C08|F15287C7-3E29-8C3F-A580-F1E9D063F3EC|2.0|R1|6000|Y|
2009.0|EA|CTSD|C09|710B5517-18E2-B692-E658-47440D770558|2.0|R1|5000|Y|
2009.0|EA|CTSD|C10|BA587450-F194-00FF-7371-7CBD73691BB7|2.0|R2|5000|Y|
2009.0|EA|CTSD|C11|A09478AE-D0B4-B08E-BFBF-DF9EAEFA635B|2.0|R2|1800|Y|
2009.0|EA|DEBT|C01|046841DD-3F53-5D34-B96C-F48A684E86CC|2.0|R2|3000|Y|
2009.0|EA|DEBT|C03|6CFA1C76-7479-BEB4-0BEE-42A59FF5482C|2.0|R2|5880|Y|
2009.0|EA|DEBT|C04|FB29651C-66B8-4008-0ADB-2B3D167BCE52|2.0|R1|7000|Y|
2009.0|EA|DEBT|C05|6A8C7E83-D5EC-829B-5FF6-F509834BB22C|2.0|R2|7900|Y|
2009.0|EA|DEBT|C06|07318FB1-08C2-C98C-927B-71EF3FDB88E6|2.0|R2|9900|Y|
2009.0|EA|DEBT|C07|357D2934-C19F-A492-C804-8CA0919A45EC|2.0|R2|9915|Y|
2009.0|EA|DEBT|C08|F0C54392-DC28-C6D4-7CF1-BAA59FD6E212|2.0|R1|6000|Y|
2009.0|EA|DEBT|C09|55E1EE30-C647-ADF7-B8BF-F9DBBB1D1D01|2.0|R1|5000|Y|
2009.0|EA|DEBT|C10|167A3B73-EAAD-7684-275A-C4DC32F9BE7D|2.0|R2|5000|Y|
