fin_coa_cd|account_nbr|sub_acct_nbr|obj_id|ver_nbr|sub_acct_typ_cd|icr_typ_cd|fin_series_id|icr_fin_coa_cd|icr_account_nbr|off_cmp_cd|cst_shr_coa_cd|cst_shrsrcacct_nbr|cst_srcsubacct_nbr|
BL|1031400|JBUT|0C4EE51FD8842018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|JCD|0C4EE51FD8852018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|JCHT|0C4EE51FD8862018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|JCRD|0C4EE51FD8872018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|JCRT|0C4EE51FD8882018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|JCT|0C4EE51FD8892018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|JEAB|0C4EE51FD88A2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|JESD|0C4EE51FD88B2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|JEST|0C4EE51FD88C2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|JFD|0C4EE51FD88D2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|JFT|0C4EE51FD88E2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|JGD|0C4EE51FD9062018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|JGT|0C4EE51FD88F2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|JHT|0C4EE51FD8902018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|JKD|0C4EE51FD8912018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|JKT|0C4EE51FD8922018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|JLT|0C4EE51FD8932018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|JMT|0C4EE51FD8942018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|JSD|0C4EE51FD8952018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|JST|0C4EE51FD8962018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|JTD|0C4EE51FD8972018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|JTT|0C4EE51FD8982018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|KCT|0C4EE51FD8992018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|KHD|0C4EE51FD89A2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|KHT|0C4EE51FD89B2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|KMD|0C4EE51FD89C2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|KMET|0C4EE51FD89D2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|KMT|0C4EE51FD89E2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|LBT|0C4EE51FD89F2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|LGT|0C4EE51FD8A02018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|LRT|0C4EE51FD8A12018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|LSAMT|0C4EE51FD8A22018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|LSCT|0C4EE51FD8A32018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|LSD|0C4EE51FD8A42018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|LST|0C4EE51FD8A52018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|MBK|0C4EE51FD8A62018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|MBT|0C4EE51FD8A72018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|MCAD|0C4EE51FD9082018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|MCAT|0C4EE51FD9072018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|MEDIA|0C4EE51FD90B2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|MGT|0C4EE51FD8A82018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|MMD|0C4EE51FD9052018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|MMT|0C4EE51FD8A92018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|MWAD|0C4EE51FD9472018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|MWD|0C4EE51FD8AA2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|MWT|0C4EE51FD8AB2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|NET|0C4EE51FD8FB2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|NLD|0C4EE51FD8AC2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|NLT|0C4EE51FD8AD2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|NSMT|0C4EE51FD8AE2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|NST|0C4EE51FD8AF2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|OCT|0C4EE51FD8B02018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|OSD|0C4EE51FD8F92018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|OST|0C4EE51FD8FA2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|PFD|0C4EE51FD8B12018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|PFT|0C4EE51FD8B22018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|PGD|0C4EE51FD8B32018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|PGT|0C4EE51FD8B42018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|PND|0C4EE51FD8B52018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|PNT|0C4EE51FD8B62018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|PRINT|0C4EE51FD8B72018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|PSD|0C4EE51FD9292018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|REC|0C4EE51FD8B82018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|RET|0C4EE51FD8B92018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|RFD|0C4EE51FD8BA2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|RFT|0C4EE51FD8BB2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|RGD|0C4EE51FD8BC2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|RGT|0C4EE51FD8BD2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|RMD|0C4EE51FD8BE2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|RMT|0C4EE51FD8BF2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|RND|0C4EE51FD8C02018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|RNT|0C4EE51FD8C12018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|RRD|0C4EE51FD8C22018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|RRT|0C4EE51FD8C32018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|RSD|0C4EE51FD8C42018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|RSMT|0C4EE51FD8C52018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|RST|0C4EE51FD8C62018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|RVD|0C4EE51FD8C72018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|RVILT|0C4EE51FD8C82018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|RVT|0C4EE51FD8C92018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|RWT|0C4EE51FD8CA2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|SBD|0C4EE51FD92C2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|SFT|0C4EE51FD8CB2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|SJD|0C4EE51FD8CC2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|SJT|0C4EE51FD8CD2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|SMT|0C4EE51FD8CE2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|SND|0C4EE51FD9492018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|SNT|0C4EE51FD9482018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|SQD|0C4EE51FD8CF2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|SQT|0C4EE51FD8D02018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|SSD|0C4EE51FD8D12018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|SSHT|0C4EE51FD8D22018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|SST|0C4EE51FD8D32018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|STT|0C4EE51FD8D42018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|TBD|0C4EE51FD8D52018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|TBT|0C4EE51FD8D62018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|TJD|0C4EE51FD9342018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|TJT|0C4EE51FD9352018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|TTT|0C4EE51FD8D72018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|WFT|0C4EE51FD8D82018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|WGT|0C4EE51FD8D92018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|WHD|0C4EE51FD8DA2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|WHT|0C4EE51FD8DB2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|WTD|0C4EE51FD8DC2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|WTT|0C4EE51FD8DD2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|WWT|0C4EE51FD8DE2018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|ZTD|0C4EE51FD9202018E043814FD8812018|1.0|EX|||||N||||
BL|1031400|ZTT|0C4EE51FD9232018E043814FD8812018|1.0|EX|||||N||||
BL|4031418|CS001|0C4EE51FD8DF2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4031436|CS001|0C4EE51FD92A2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4131411|CS001|0C4EE51FD9162018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4331410|CS001|0C4EE51FD91D2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4431422|CS001|0C4EE51FD92F2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4431423|CS001|0C4EE51FD9322018E043814FD8812018|1.0|CS||000|||N|BL|2323214||
BL|4531413|CS001|0C4EE51FD91B2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631400|CS001|0C4EE51FD9022018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631452|CS001|0C4EE51FD8E02018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631452|CS002|0C4EE51FD8E12018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631455|CS001|0C4EE51FD8F62018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631464|CS001|0C4EE51FD8E22018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631471|CS001|0C4EE51FD8E32018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631480|CS001|0C4EE51FD8E42018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631483|CS001|0C4EE51FD8E52018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631485|CS001|0C4EE51FD8E62018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631489|CS001|0C4EE51FD8E72018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631492|CS001|0C4EE51FD8E82018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631493|CS001|0C4EE51FD8E92018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631494|CS001|0C4EE51FD8EA2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631506|CS001|0C4EE51FD8EB2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631518|CS001|0C4EE51FD8EC2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631520|CS001|0C4EE51FD8ED2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631526|CS001|0C4EE51FD8EE2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631527|CS001|0C4EE51FD8FF2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631528|CS001|0C4EE51FD9012018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631534|CS001|0C4EE51FD8EF2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631556|CS001|0C4EE51FD8F72018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631601|CS001|0C4EE51FD8F02018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631602|CS001|0C4EE51FD8F12018E043814FD8812018|1.0|CS||000|||N|BL|2331489||
BL|4631613|CS001|0C4EE51FD8FC2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631614|CS001|0C4EE51FD8FD2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631616|CS001|0C4EE51FD8FE2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631617|CS001|0C4EE51FD90E2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631618|CS001|0C4EE51FD9002018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631624|CS001|0C4EE51FD9092018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631625|CS001|0C4EE51FD9102018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631627|CS001|0C4EE51FD9032018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631628|CS001|0C4EE51FD9042018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631629|CS001|0C4EE51FD9182018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631630|CS001|0C4EE51FD9112018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631636|CS001|0C4EE51FD9122018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631637|CS001|0C4EE51FD9132018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631639|CS001|0C4EE51FD91A2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631640|CS001|0C4EE51FD91C2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631640|ICR1|1AAB2478-E592-E81D-AF89-020D4F30FCEA|2.0|EX|10|122|BL|1031400|N||||
BL|4631640|ICR2|7F835147-EE86-B054-7FD5-2D2341C41BD1|1.0|EX|21|082|BL|1031400|N||||
BL|4631640|ICR3|E94988AE-8A0D-6746-1964-A87537C71AA2|1.0|EX|11|122|BL|1031400|N||||
BL|4631640|ICR4|A8DBCE96-A1B6-AFEB-58FF-48FBDF861081|1.0|EX|21|122|UA|2310050|N||||
BL|4631645|CS001|0C4EE51FD9272018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631646|CS001|0C4EE51FD9242018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631648|CS001|0C4EE51FD9252018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631652|CS001|0C4EE51FD9282018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631653|CS001|0C4EE51FD92E2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631653|CS004|0C4EE51FD92D2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631654|CS001|0C4EE51FD9302018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631655|CS001|0C4EE51FD9312018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631660|CS001|0C4EE51FD9332018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631663|CS001|0C4EE51FD9362018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631666|CS001|0C4EE51FD9372018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4631672|CS001|0C4EE51FD94D2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4731402|CS001|0C4EE51FD90C2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4824404|INST1|0C4EE51FD90D2018E043814FD8812018|1.0|CS||000|||N|BL|2224604||
BL|4831401|INST1|0C4EE51FD92B2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4831452|INST1|0C4EE51FD90F2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4831487|CS001|0C4EE51FD8F22018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4831491|CS001|0C4EE51FD8F32018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4831492|CS001|0C4EE51FD8F42018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4831493|CS001|0C4EE51FD8F52018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4831494|INST1|0C4EE51FD9192018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4831496|CS001|0C4EE51FD8F82018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4831497|INST1|0C4EE51FD90A2018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
BL|4831498|INST1|0C4EE51FD9172018E043814FD8812018|1.0|CS||000|||N|BL|1031400||
