univ_fiscal_yr|fin_coa_cd|account_nbr|sub_acct_nbr|fin_object_cd|fin_sub_obj_cd|position_nbr|emplid|obj_id|ver_nbr|july1_bdgt_amt|july1_bdgt_fte_qty|july1_bdgt_tm_pct|
2009.0|BA|6044900|-----|2500|---|00019971|0000000429|3089F9564866C0A8E043814FD881C0A8|1.0|21403.0|1.0|100.0|
2009.0|BA|6044900|-----|2500|---|00026148|0000001387|3089F9564874C0A8E043814FD881C0A8|1.0|24794.0|1.0|100.0|
2009.0|BA|6044900|-----|2500|---|00026159|0000000667|3089F9564875C0A8E043814FD881C0A8|1.0|24794.0|1.0|100.0|
2009.0|BA|6044906|-----|2400|---|00015213|0000000338|3089F956488EC0A8E043814FD881C0A8|1.0|31946.0|0.4986|49.86|
2009.0|BA|6044906|-----|2480|---|00008311|0000000569|3089F956488AC0A8E043814FD881C0A8|1.0|46783.0|1.0|100.0|
2009.0|BA|6044906|-----|2500|---|00005350|0000001295|3089F956485FC0A8E043814FD881C0A8|1.0|28974.0|1.0|100.0|
2009.0|BA|6044906|-----|2500|---|00008189|0000001368|3089F9564864C0A8E043814FD881C0A8|1.0|19947.0|1.0|100.0|
2009.0|BA|6044906|-----|2500|---|00009323|0000001324|3089F9564854C0A8E043814FD881C0A8|1.0|28974.0|1.0|100.0|
2009.0|BA|6044906|-----|2500|---|00009324|0000001350|3089F9564855C0A8E043814FD881C0A8|1.0|28974.0|1.0|100.0|
2009.0|BA|6044906|-----|2500|---|00012774|0000001323|3089F9564858C0A8E043814FD881C0A8|1.0|24981.0|1.0|100.0|
2009.0|BA|6044906|-----|2500|---|00014986|0000001421|3089F9564856C0A8E043814FD881C0A8|1.0|28974.0|1.0|100.0|
2009.0|BA|6044906|-----|2500|---|00017313|0000001359|3089F9564861C0A8E043814FD881C0A8|1.0|28974.0|1.0|100.0|
2009.0|BA|6044906|-----|2500|---|00018785|0000000858|3089F9564862C0A8E043814FD881C0A8|1.0|28974.0|1.0|100.0|
2009.0|BA|6044906|-----|2500|---|00019261|0000001398|3089F956485BC0A8E043814FD881C0A8|1.0|22261.0|0.75|75.0|
2009.0|BA|6044906|-----|2500|---|00019760|0000001394|3089F956485DC0A8E043814FD881C0A8|1.0|21918.0|0.75|75.0|
2009.0|BA|6044906|-----|2500|---|00023943|0000000417|3089F956486EC0A8E043814FD881C0A8|1.0|28974.0|1.0|100.0|
2009.0|BA|6044906|-----|2500|---|00023944|0000001314|3089F956486FC0A8E043814FD881C0A8|1.0|28974.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00000144|0000001230|3089F95648B5C0A8E043814FD881C0A8|1.0|106384.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00000255|0000001418|3089F95648AEC0A8E043814FD881C0A8|1.0|157500.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00001012|0000001448|3089F95648BAC0A8E043814FD881C0A8|1.0|23476.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00004464|0000001495|3089F956480EC0A8E043814FD881C0A8|1.0|114711.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00004674|0000000287|3089F956480FC0A8E043814FD881C0A8|1.0|56746.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00004682|0000000484|3089F9564850C0A8E043814FD881C0A8|1.0|103294.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005047|0000001488|3089F9564810C0A8E043814FD881C0A8|1.0|65000.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005149|0000001256|3089F9564811C0A8E043814FD881C0A8|1.0|72310.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005489|0000001400|3089F9564813C0A8E043814FD881C0A8|1.0|91332.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005490|0000001303|3089F9564814C0A8E043814FD881C0A8|1.0|120293.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005491|0000001494|3089F9564815C0A8E043814FD881C0A8|1.0|114057.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005493|0000001253|3089F9564816C0A8E043814FD881C0A8|1.0|149945.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005494|0000001634|3089F9564817C0A8E043814FD881C0A8|1.0|63225.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005495|0000001685|3089F9564818C0A8E043814FD881C0A8|1.0|59276.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005496|0000001265|3089F9564819C0A8E043814FD881C0A8|1.0|155846.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005497|0000001410|3089F956481AC0A8E043814FD881C0A8|1.0|121038.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005498|0000001234|3089F956487FC0A8E043814FD881C0A8|1.0|151512.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005499|0000001471|3089F956481BC0A8E043814FD881C0A8|1.0|115944.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005500|0000001462|3089F956481CC0A8E043814FD881C0A8|1.0|63897.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005501|0000001347|3089F956481DC0A8E043814FD881C0A8|1.0|93156.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005502|0000001447|3089F956481EC0A8E043814FD881C0A8|1.0|75000.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005504|0000001235|3089F956481FC0A8E043814FD881C0A8|1.0|96340.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005506|0000000304|3089F9564820C0A8E043814FD881C0A8|1.0|64460.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005507|0000001261|3089F9564821C0A8E043814FD881C0A8|1.0|98128.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005508|0000001490|3089F9564822C0A8E043814FD881C0A8|1.0|96658.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005509|0000001283|3089F9564823C0A8E043814FD881C0A8|1.0|76735.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005512|0000001541|3089F9564881C0A8E043814FD881C0A8|1.0|177132.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005513|0000001567|3089F9564824C0A8E043814FD881C0A8|1.0|56298.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005514|0000001233|3089F9564825C0A8E043814FD881C0A8|1.0|57097.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005515|0000001482|3089F9564826C0A8E043814FD881C0A8|1.0|72876.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00005518|0000001392|3089F9564827C0A8E043814FD881C0A8|1.0|72000.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00007964|0000001306|3089F9564828C0A8E043814FD881C0A8|1.0|92970.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00008146|0000001299|3089F95648AFC0A8E043814FD881C0A8|1.0|71752.0|0.5|50.0|
2009.0|BL|1031400|-----|2000|---|00013158|0000001260|3089F9564833C0A8E043814FD881C0A8|1.0|59016.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00013299|0000001269|3089F9564834C0A8E043814FD881C0A8|1.0|137408.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00013427|0000001279|3089F9564835C0A8E043814FD881C0A8|1.0|67209.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00013674|0000001244|3089F9564836C0A8E043814FD881C0A8|1.0|234669.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00021694|0000001457|3089F956484AC0A8E043814FD881C0A8|1.0|44025.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00021695|0000001445|3089F956484BC0A8E043814FD881C0A8|1.0|44025.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00021696|0000000495|3089F956484CC0A8E043814FD881C0A8|1.0|36970.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00021697|0000000294|3089F956484DC0A8E043814FD881C0A8|1.0|45157.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00023368|0000000402|3089F95648B0C0A8E043814FD881C0A8|1.0|80000.0|0.5|50.0|
2009.0|BL|1031400|-----|2000|---|00023485|0000001231|3089F9564867C0A8E043814FD881C0A8|1.0|146000.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00024173|0000001431|3089F9564872C0A8E043814FD881C0A8|1.0|39580.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00026345|0000001285|3089F9564880C0A8E043814FD881C0A8|1.0|228833.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00026784|0000001621|3089F9564877C0A8E043814FD881C0A8|1.0|46719.0|0.75|75.0|
2009.0|BL|1031400|-----|2000|---|00027527|0000001623|3089F956487DC0A8E043814FD881C0A8|1.0|41250.0|0.25|25.0|
2009.0|BL|1031400|-----|2000|---|00028294|0000001263|3089F956489AC0A8E043814FD881C0A8|1.0|161575.0|1.0|100.0|
2009.0|BL|1031400|-----|2000|---|00029499|0000000673|3089F95648A0C0A8E043814FD881C0A8|1.0|34710.0|0.75|75.0|
2009.0|BL|1031400|-----|2400|---|00014806|0000000400|3089F9564886C0A8E043814FD881C0A8|1.0|33302.0|1.0|100.0|
2009.0|BL|1031400|-----|2400|---|00015122|0000001360|3089F9564887C0A8E043814FD881C0A8|1.0|34849.0|1.0|100.0|
2009.0|BL|1031400|-----|2400|---|00016603|0000000380|3089F9564884C0A8E043814FD881C0A8|1.0|44904.0|1.0|100.0|
2009.0|BL|1031400|-----|2400|---|00016955|0000001355|3089F9564892C0A8E043814FD881C0A8|1.0|77935.0|1.0|100.0|
2009.0|BL|1031400|-----|2400|---|00017031|0000000438|3089F9564885C0A8E043814FD881C0A8|1.0|35855.0|1.0|100.0|
2009.0|BL|1031400|-----|2400|---|00017149|0000000370|3089F9564893C0A8E043814FD881C0A8|1.0|49576.0|1.0|100.0|
2009.0|BL|1031400|-----|2480|---|00007960|0000000817|3089F9564888C0A8E043814FD881C0A8|1.0|30319.0|1.0|100.0|
2009.0|BL|1031400|-----|2480|---|00014462|0000001313|3089F956488DC0A8E043814FD881C0A8|1.0|41089.0|1.0|100.0|
2009.0|BL|1031400|-----|2480|---|00016310|0000000258|3089F9564890C0A8E043814FD881C0A8|1.0|32332.0|1.0|100.0|
2009.0|BL|1031400|-----|2480|---|00016473|0000001504|3089F9564891C0A8E043814FD881C0A8|1.0|43562.0|1.0|100.0|
2009.0|BL|1031400|-----|2480|---|00017884|0000001369|3089F9564895C0A8E043814FD881C0A8|1.0|43188.0|1.0|100.0|
2009.0|BL|1031400|-----|2500|---|00000258|0000000384|3089F95648B7C0A8E043814FD881C0A8|1.0|24523.0|1.0|100.0|
2009.0|BL|1031400|-----|2500|---|00000259|0000001383|3089F95648B8C0A8E043814FD881C0A8|1.0|27394.0|1.0|100.0|
2009.0|BL|1031400|-----|2500|---|00004136|0000000297|3089F95648A3C0A8E043814FD881C0A8|1.0|28621.0|1.0|100.0|
2009.0|BL|1031400|-----|2500|---|00004239|0000001326|3089F956480DC0A8E043814FD881C0A8|1.0|26437.0|1.0|100.0|
2009.0|BL|1031400|-----|2500|---|00011928|0000000742|3089F956482EC0A8E043814FD881C0A8|1.0|26208.0|1.0|100.0|
2009.0|BL|1031400|-----|2500|---|00015441|0000000928|3089F9564837C0A8E043814FD881C0A8|1.0|24794.0|1.0|100.0|
2009.0|BL|1031400|-----|2500|---|00016150|0000000336|3089F956483AC0A8E043814FD881C0A8|1.0|36379.0|1.0|100.0|
2009.0|BL|1031400|-----|2500|---|00016324|0000000101|3089F95648A2C0A8E043814FD881C0A8|1.0|25958.0|1.0|100.0|
2009.0|BL|1031400|-----|2500|---|00017098|0000000367|3089F956483DC0A8E043814FD881C0A8|1.0|31242.0|1.0|100.0|
2009.0|BL|1031400|-----|2500|---|00018053|0000001675|3089F956483FC0A8E043814FD881C0A8|1.0|24336.0|1.0|100.0|
2009.0|BL|1031400|-----|2500|---|00018526|0000000788|3089F9564840C0A8E043814FD881C0A8|1.0|26707.0|1.0|100.0|
2009.0|BL|1031400|-----|2500|---|00018590|0000000011|3089F9564841C0A8E043814FD881C0A8|1.0|22235.0|1.0|100.0|
2009.0|BL|1031400|-----|2500|---|00019192|0000000844|3089F9564842C0A8E043814FD881C0A8|1.0|22693.0|1.0|100.0|
2009.0|BL|1031400|-----|2500|---|00019694|0000001385|3089F9564843C0A8E043814FD881C0A8|1.0|24440.0|1.0|100.0|
2009.0|BL|1031400|-----|2500|---|00020716|0000001333|3089F9564845C0A8E043814FD881C0A8|1.0|26437.0|1.0|100.0|
2009.0|BL|1031400|-----|2500|---|00020748|0000001309|3089F9564846C0A8E043814FD881C0A8|1.0|26437.0|1.0|100.0|
2009.0|BL|2231401|-----|2500|---|00013642|0000000945|3089F956486BC0A8E043814FD881C0A8|1.0|28766.0|1.0|100.0|
2009.0|BL|2231475|-----|2000|---|00023941|VACANT|3089F95648B1C0A8E043814FD881C0A8|1.0|22000.0|1.0|100.0|
2009.0|BL|2231498|-----|2000|---|00027316|0000001628|3089F956487CC0A8E043814FD881C0A8|1.0|45397.0|1.0|100.0|
2009.0|BL|2231504|-----|2500|---|00021681|0000001622|3089F956487BC0A8E043814FD881C0A8|1.0|31179.0|1.0|100.0|
2009.0|BL|2331460|-----|2000|---|00029711|0000000305|3089F95648A8C0A8E043814FD881C0A8|1.0|28125.0|0.3|30.0|
2009.0|BL|2331470|-----|2500|---|00020271|0000000816|3089F9564882C0A8E043814FD881C0A8|1.0|26354.0|1.0|100.0|
2009.0|BL|2331474|-----|2500|---|00024193|0000001725|3089F95648A1C0A8E043814FD881C0A8|1.0|25896.0|1.0|100.0|
2009.0|BL|2331492|-----|2500|---|00021184|0000000381|3089F9564849C0A8E043814FD881C0A8|1.0|11218.0|0.35|35.0|
2009.0|BL|4031443|-----|2000|---|00022259|0000000030|3089F956484FC0A8E043814FD881C0A8|1.0|24000.0|0.4|40.0|
2009.0|BL|4031443|-----|2500|---|00020178|0000000640|3089F9564869C0A8E043814FD881C0A8|1.0|24440.0|1.0|100.0|
2009.0|BL|4031443|-----|2500|---|00021506|0000001679|3089F95648ACC0A8E043814FD881C0A8|1.0|35984.0|1.0|100.0|
2009.0|BL|4031443|-----|2500|---|00021767|0000000850|3089F956484EC0A8E043814FD881C0A8|1.0|28850.0|1.0|100.0|
2009.0|BL|4031443|-----|2500|---|00029301|0000000140|3089F956489FC0A8E043814FD881C0A8|1.0|25646.0|1.0|100.0|
2009.0|BL|4031445|-----|2500|---|00021184|0000000381|3089F9564848C0A8E043814FD881C0A8|1.0|4808.0|0.15|15.0|
2009.0|BL|4131407|-----|2500|---|00009335|0000000440|3089F9564829C0A8E043814FD881C0A8|1.0|38938.0|1.0|100.0|
2009.0|BL|4131407|-----|2500|---|00009362|0000001271|3089F956482AC0A8E043814FD881C0A8|1.0|35048.0|1.0|100.0|
2009.0|BL|4131407|-----|2500|---|00011884|0000001498|3089F956482DC0A8E043814FD881C0A8|1.0|26978.0|1.0|100.0|
2009.0|BL|4131414|-----|2000|---|00027131|0000001529|3089F9564878C0A8E043814FD881C0A8|1.0|21498.0|0.5|50.0|
2009.0|BL|4231400|-----|2000|---|00023910|0000001711|3089F956486CC0A8E043814FD881C0A8|1.0|24000.0|1.0|100.0|
2009.0|BL|4431425|-----|2000|---|00001003|0000000270|3089F95648BEC0A8E043814FD881C0A8|1.0|50000.0|1.0|100.0|
2009.0|BL|4431425|-----|2000|---|00001004|0000000290|3089F95648BFC0A8E043814FD881C0A8|1.0|70000.0|1.0|100.0|
2009.0|BL|4431425|-----|2000|---|00029711|0000000305|3089F95648A9C0A8E043814FD881C0A8|1.0|46875.0|0.5|50.0|
2009.0|BL|4431425|-----|2500|---|00029655|0000001728|3089F95648A6C0A8E043814FD881C0A8|1.0|28309.0|1.0|100.0|
2009.0|BL|4431425|-----|2500|---|00029656|0000000811|3089F95648B4C0A8E043814FD881C0A8|1.0|34133.0|1.0|100.0|
2009.0|BL|4431426|-----|2500|---|00012200|0000000646|3089F9564832C0A8E043814FD881C0A8|1.0|34674.0|1.0|100.0|
2009.0|BL|4531415|-----|2500|---|00010194|0000000365|3089F956482CC0A8E043814FD881C0A8|1.0|32261.0|1.0|100.0|
2009.0|BL|4631301|-----|2480|---|00008376|0000001348|3089F95648B3C0A8E043814FD881C0A8|1.0|38227.0|0.8524|85.24|
2009.0|BL|4631613|-----|2500|---|00021184|0000000381|3089F9564847C0A8E043814FD881C0A8|1.0|16026.0|0.5|50.0|
2009.0|BL|4631617|-----|2000|---|00001001|0000001485|3089F95648BCC0A8E043814FD881C0A8|1.0|51500.0|1.0|100.0|
2009.0|BL|4631625|-----|2000|---|00001007|0000001017|3089F95648B9C0A8E043814FD881C0A8|1.0|37675.0|0.5|50.0|
2009.0|BL|4631625|-----|2500|---|00029560|0000001655|3089F95648A4C0A8E043814FD881C0A8|1.0|27706.0|1.0|100.0|
2009.0|BL|4631625|-----|2500|---|00029613|0000001336|3089F95648A5C0A8E043814FD881C0A8|1.0|25459.0|1.0|100.0|
2009.0|BL|4631629|-----|2000|---|00001005|0000000812|3089F95648C0C0A8E043814FD881C0A8|1.0|55696.0|1.0|100.0|
2009.0|BL|4631629|-----|2000|---|00001109|0000001538|3089F95648BBC0A8E043814FD881C0A8|1.0|36457.0|1.0|100.0|
2009.0|BL|4631629|-----|2000|---|00022771|0000000532|3089F9564852C0A8E043814FD881C0A8|1.0|77285.0|1.0|100.0|
2009.0|BL|4631629|-----|2000|---|00024059|0000001682|3089F9564871C0A8E043814FD881C0A8|1.0|36457.0|1.0|100.0|
2009.0|BL|4631629|-----|2480|---|00013842|0000000293|3089F956488CC0A8E043814FD881C0A8|1.0|46254.0|1.0|100.0|
2009.0|BL|4631629|-----|2500|---|00009864|0000000763|3089F956482BC0A8E043814FD881C0A8|1.0|28413.0|1.0|100.0|
2009.0|BL|4631638|-----|2000|---|00017008|0000000362|3089F956483CC0A8E043814FD881C0A8|1.0|61360.0|0.8|80.0|
2009.0|BL|4631640|-----|2000|---|00027132|0000001639|3089F956487AC0A8E043814FD881C0A8|1.0|31365.0|1.0|100.0|
2009.0|BL|4631643|-----|2500|---|00023644|0000000846|3089F9564868C0A8E043814FD881C0A8|1.0|26250.0|1.0|100.0|
2009.0|BL|4631645|-----|2000|---|00029071|0000001548|3089F956489EC0A8E043814FD881C0A8|1.0|36000.0|1.0|100.0|
2009.0|BL|4631646|-----|2000|---|00023942|0000001587|3089F956486DC0A8E043814FD881C0A8|1.0|52000.0|1.0|100.0|
2009.0|BL|4631648|-----|2000|---|00022783|0000000149|3089F9564853C0A8E043814FD881C0A8|1.0|32000.0|1.0|100.0|
2009.0|BL|4631653|-----|2500|---|00020179|0000000671|3089F9564876C0A8E043814FD881C0A8|1.0|25459.0|1.0|100.0|
2009.0|BL|4631655|-----|2500|---|00023732|0000000114|3089F956486AC0A8E043814FD881C0A8|1.0|26166.0|1.0|100.0|
2009.0|BL|4631669|-----|2000|---|00005207|0000001243|3089F9564812C0A8E043814FD881C0A8|1.0|5200.0|0.05|5.0|
2009.0|BL|4631669|-----|2000|---|00016117|0000000357|3089F9564839C0A8E043814FD881C0A8|1.0|9175.0|0.05|5.0|
2009.0|BL|4631669|-----|2000|---|00018034|0000000419|3089F956483EC0A8E043814FD881C0A8|1.0|6853.0|0.031|3.1|
2009.0|BL|4631669|-----|2500|---|00020348|0000000016|3089F9564844C0A8E043814FD881C0A8|1.0|26811.0|1.0|100.0|
2009.0|BL|4631672|-----|2000|---|00001007|0000001017|3089F95648C1C0A8E043814FD881C0A8|1.0|37675.0|0.5|50.0|
2009.0|BL|4631672|-----|2500|---|00012392|0000000676|3089F95648AAC0A8E043814FD881C0A8|1.0|29494.0|1.0|100.0|
2009.0|BL|4631674|-----|2000|---|00016117|0000000357|3089F9564838C0A8E043814FD881C0A8|1.0|9175.0|0.05|5.0|
2009.0|BL|4631674|-----|2000|---|00029123|0000001091|3089F956489DC0A8E043814FD881C0A8|1.0|37000.0|1.0|100.0|
2009.0|BL|4631680|-----|2000|---|00022769|0000001686|3089F9564851C0A8E043814FD881C0A8|1.0|39762.0|1.0|100.0|
2009.0|BL|4631680|-----|2000|---|00027133|0000001722|3089F95648B2C0A8E043814FD881C0A8|1.0|36996.0|1.0|100.0|
2009.0|BL|4631683|-----|2000|---|00022259|0000000030|3089F95648ABC0A8E043814FD881C0A8|1.0|36000.0|0.6|60.0|
2009.0|BL|4631683|-----|2000|---|00028249|0000001699|3089F9564883C0A8E043814FD881C0A8|1.0|35568.0|1.0|100.0|
2009.0|BL|4631683|-----|2000|---|00029072|0000001693|3089F956489BC0A8E043814FD881C0A8|1.0|35548.0|1.0|100.0|
2009.0|BL|4631683|-----|2500|---|00029657|0000000894|3089F95648A7C0A8E043814FD881C0A8|1.0|28309.0|1.0|100.0|
2009.0|BL|4631684|-----|2000|---|00017008|0000000362|3089F956483BC0A8E043814FD881C0A8|1.0|15340.0|0.2|20.0|
2009.0|BL|4631684|-----|2500|---|00012017|0000001487|3089F9564831C0A8E043814FD881C0A8|1.0|15423.0|0.5|50.0|
2009.0|BL|4631685|-----|2500|---|00012017|0000001487|3089F9564830C0A8E043814FD881C0A8|1.0|15423.0|0.5|50.0|
2009.0|BL|4631686|-----|2500|---|00012005|0000000167|3089F956482FC0A8E043814FD881C0A8|1.0|27706.0|1.0|100.0|
2009.0|BL|4631692|-----|2000|---|00001002|0000000356|3089F95648BDC0A8E043814FD881C0A8|1.0|31500.0|1.0|100.0|
2009.0|BL|4631695|-----|2000|---|00027131|0000001529|3089F9564879C0A8E043814FD881C0A8|1.0|21498.0|0.5|50.0|
2009.0|BL|4831498|-----|2000|---|00000363|0000001280|3089F95648B6C0A8E043814FD881C0A8|1.0|25000.0|1.0|100.0|
2009.0|BL|4831498|-----|2480|---|00008376|0000001348|3089F9564889C0A8E043814FD881C0A8|1.0|6620.0|0.1476|14.76|
2009.0|BL|5431400|-----|2000|---|00000776|0000001616|3089F95648ADC0A8E043814FD881C0A8|1.0|38413.0|1.0|100.0|
2009.0|BL|5431400|-----|2000|---|00000900|0000001296|3089F9564899C0A8E043814FD881C0A8|1.0|21792.0|0.5|50.0|
2009.0|BL|5431400|-----|2000|---|00000945|0000000886|3089F95648C2C0A8E043814FD881C0A8|1.0|39000.0|1.0|100.0|
2009.0|BL|5431400|-----|2400|---|00028779|0000000760|3089F9564898C0A8E043814FD881C0A8|1.0|3986.0|0.09|9.0|
