fin_coa_cd|account_nbr|fdoc_typ_cd|acct_dlgt_unvl_id|obj_id|ver_nbr|fdoc_aprv_from_amt|acct_dlgt_prmrt_cd|acct_dlgt_actv_cd|acct_dlgt_start_dt|fdoc_aprv_to_amt|
BA|9019995|AT|5397206164|0393A3CC90C6A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019995|AV|5397206164|0393A3CC90C7A502E043814FD881A502|1.0||Y|Y|20031017000000||
BA|9019995|BA|5397206164|0393A3CC90C8A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019995|BT|5397206164|0393A3CC90CBA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019995|CRM|5397206164|0393A3CC90CCA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019995|DI|5397206164|0393A3CC90CDA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019995|DV|5397206164|0393A3CC90CEA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019995|ELR|5397206164|0393A3CC90CFA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019995|FR|5397206164|0393A3CC90D1A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019995|GEC|5397206164|0393A3CC90D2A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019995|IB|5397206164|0393A3CC90D3A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019995|ND|5397206164|0393A3CC90D4A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019995|PE|5397206164|0393A3CC90D5A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019995|SACC|5397206164|0393A3CC90D6A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019995|SOBJ|5397206164|0393A3CC90D7A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019995|ST|5397206164|0393A3CC90D8A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019995|TF|5397206164|0393A3CC90D9A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019996|AA|5397206164|0393A3CC8F0DA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019996|ACCT|5397206164|0393A3CC8F06A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019996|ADEL|5397206164|0393A3CC8F07A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019996|AR|5397206164|0393A3CC8F0EA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019996|AT|5397206164|0393A3CC8F0FA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019996|AV|5397206164|0393A3CC8EFBA502E043814FD881A502|1.0||Y|Y|20031017000000||
BA|9019996|BA|5397206164|0393A3CC8EFEA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019996|BT|5397206164|0393A3CC8F0BA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019996|CRM|5397206164|0393A3CC8F12A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019996|DI|5397206164|0393A3CC8F00A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019996|DV|5397206164|0393A3CC8EFFA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019996|ELR|5397206164|0393A3CC8F10A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019996|FR|5397206164|0393A3CC8F11A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019996|GEC|5397206164|0393A3CC8F01A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019996|IB|5397206164|0393A3CC8F02A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019996|KFS|2966509283|0393A3CC8DF9A502E043814FD881A502|1.0||N|N|20031017000000||
BA|9019996|KFS|5397206164|0393A3CC8DFAA502E043814FD881A502|1.0||N|N|20030916000000||
BA|9019996|ND|5397206164|0393A3CC8F03A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019996|PE|5397206164|0393A3CC8F04A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019996|SACC|5397206164|0393A3CC8F08A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019996|SOBJ|5397206164|0393A3CC8F09A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019996|ST|5397206164|0393A3CC8F0CA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9019996|TF|5397206164|0393A3CC8F05A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020174|AA|5397206164|0393A3CC8EB5A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020174|ACCT|5397206164|0393A3CC8EC4A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020174|ADEL|5397206164|0393A3CC8EAFA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020174|AR|5397206164|0393A3CC8EB6A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020174|AT|5397206164|0393A3CC8EABA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020174|AV|5397206164|0393A3CC8EB9A502E043814FD881A502|1.0||Y|Y|20031017000000||
BA|9020174|BA|5397206164|0393A3CC8EBCA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020174|BT|5397206164|0393A3CC8EB3A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020174|CRM|5397206164|0393A3CC8EAEA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020174|DI|5397206164|0393A3CC8EBEA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020174|DV|5397206164|0393A3CC8EBDA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020174|ELR|5397206164|0393A3CC8EACA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020174|FR|5397206164|0393A3CC8EADA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020174|GEC|5397206164|0393A3CC8EBFA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020174|IB|5397206164|0393A3CC8EC0A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020174|KFS|2966509283|0393A3CC8D36A502E043814FD881A502|1.0||N|N|20031017000000||
BA|9020174|KFS|5397206164|0393A3CC8D2EA502E043814FD881A502|1.0||N|N|20030210000000||
BA|9020174|ND|5397206164|0393A3CC8EC1A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020174|PE|5397206164|0393A3CC8EC2A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020174|SACC|5397206164|0393A3CC8EB0A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020174|SOBJ|5397206164|0393A3CC8EB1A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020174|ST|5397206164|0393A3CC8EB4A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020174|TF|5397206164|0393A3CC8EC3A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020175|AA|5397206164|0393A3CC8ED9A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020175|ACCT|5397206164|0393A3CC8ED2A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020175|ADEL|5397206164|0393A3CC8ED3A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020175|AR|5397206164|0393A3CC8EDAA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020175|AT|5397206164|0393A3CC8EDBA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020175|AV|5397206164|0393A3CC8EC7A502E043814FD881A502|1.0||Y|Y|20031017000000||
BA|9020175|BA|5397206164|0393A3CC8ECAA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020175|BT|5397206164|0393A3CC8ED7A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020175|CRM|5397206164|0393A3CC8EDEA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020175|DI|5397206164|0393A3CC8ECCA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020175|DV|5397206164|0393A3CC8ECBA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020175|ELR|5397206164|0393A3CC8EDCA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020175|FR|5397206164|0393A3CC8EDDA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020175|GEC|5397206164|0393A3CC8ECDA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020175|IB|5397206164|0393A3CC8ECEA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020175|KFS|2966509283|0393A3CC8D37A502E043814FD881A502|1.0||N|N|20031017000000||
BA|9020175|KFS|5397206164|0393A3CC8D31A502E043814FD881A502|1.0||N|N|20030210000000||
BA|9020175|ND|5397206164|0393A3CC8ECFA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020175|PE|5397206164|0393A3CC8ED0A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020175|SACC|5397206164|0393A3CC8ED4A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020175|SOBJ|5397206164|0393A3CC8ED5A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020175|ST|5397206164|0393A3CC8ED8A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020175|TF|5397206164|0393A3CC8ED1A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020204|AA|5397206164|0393A3CC90E0A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020204|ACCT|5397206164|0393A3CC90E1A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020204|ADEL|5397206164|0393A3CC90E2A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020204|AR|5397206164|0393A3CC90E3A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020204|AT|5397206164|0393A3CC90E4A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020204|AV|5397206164|0393A3CC90E5A502E043814FD881A502|1.0||Y|Y|20031017000000||
BA|9020204|BA|5397206164|0393A3CC90E6A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020204|BT|5397206164|0393A3CC90E9A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020204|CRM|5397206164|0393A3CC90EAA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020204|DI|5397206164|0393A3CC90EBA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020204|DV|5397206164|0393A3CC90ECA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020204|ELR|5397206164|0393A3CC90EDA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020204|FR|5397206164|0393A3CC90EFA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020204|GEC|5397206164|0393A3CC90F0A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020204|IB|5397206164|0393A3CC90F1A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020204|ND|5397206164|0393A3CC90F2A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020204|PE|5397206164|0393A3CC90F3A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020204|SACC|5397206164|0393A3CC90F4A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020204|SOBJ|5397206164|0393A3CC90F5A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020204|ST|5397206164|0393A3CC90F6A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020204|TF|5397206164|0393A3CC90F7A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020224|AA|5397206164|0393A3CC8E0FA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020224|ACCT|5397206164|0393A3CC8E08A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020224|ACCT|6090605470|0393A3CC8C70A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020224|ADEL|5397206164|0393A3CC8E09A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020224|ADEL|6090605470|0393A3CC8C71A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020224|AR|5397206164|0393A3CC8E10A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020224|AR|6090605470|0393A3CC8C7BA502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020224|AT|5397206164|0393A3CC8E11A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020224|AT|6090605470|0393A3CC8C7CA502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020224|AV|5397206164|0393A3CC8DFDA502E043814FD881A502|1.0||Y|Y|20031017000000||
BA|9020224|AV|6090605470|0393A3CC8C65A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020224|BA|5397206164|0393A3CC8E00A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020224|BA|6090605470|0393A3CC8C67A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020224|BT|5397206164|0393A3CC8E0DA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020224|BT|6090605470|0393A3CC8C77A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020224|CRM|5397206164|0393A3CC8E14A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020224|CRM|6090605470|0393A3CC8C7AA502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020224|DI|5397206164|0393A3CC8E02A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020224|DI|6090605470|0393A3CC8C69A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020224|DV|5397206164|0393A3CC8E01A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020224|DV|6090605470|0393A3CC8C68A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020224|ELR|5397206164|0393A3CC8E12A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020224|ELR|6090605470|0393A3CC8C7DA502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020224|FR|5397206164|0393A3CC8E13A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020224|FR|6090605470|0393A3CC8C7EA502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020224|GEC|5397206164|0393A3CC8E03A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020224|GEC|6090605470|0393A3CC8C6AA502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020224|IB|5397206164|0393A3CC8E04A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020224|IB|6090605470|0393A3CC8C6BA502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020224|KFS|2966509283|0393A3CC8D33A502E043814FD881A502|1.0||N|N|20031017000000||
BA|9020224|KFS|5368508241|0393A3CC8C1AA502E043814FD881A502|1.0||N|N|20001129000000||
BA|9020224|KFS|5397206164|0393A3CC8C19A502E043814FD881A502|1.0||N|N|20030210000000||
BA|9020224|KFS|6090605470|0393A3CC8C18A502E043814FD881A502|1.0||Y|N|20001129000000||
BA|9020224|ND|5397206164|0393A3CC8E05A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020224|ND|6090605470|0393A3CC8C6CA502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020224|PCDO|6090605470|0393A3CC8C6EA502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020224|PE|5397206164|0393A3CC8E06A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020224|PE|6090605470|0393A3CC8C6DA502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020224|SACC|5397206164|0393A3CC8E0AA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020224|SACC|6090605470|0393A3CC8C72A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020224|SOBJ|5397206164|0393A3CC8E0BA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020224|SOBJ|6090605470|0393A3CC8C73A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020224|ST|5397206164|0393A3CC8E0EA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020224|ST|6090605470|0393A3CC8C79A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020224|TF|5397206164|0393A3CC8E07A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020224|TF|6090605470|0393A3CC8C6FA502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020391|AA|5397206164|0393A3CC8E8CA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020391|ACCT|5397206164|0393A3CC8E7AA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020391|ACCT|6090605470|0393A3CC8D16A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020391|ADEL|5397206164|0393A3CC8E7BA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020391|ADEL|6090605470|0393A3CC8D17A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020391|AR|5397206164|0393A3CC8E8DA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020391|AR|6090605470|0393A3CC8D21A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020391|AT|5397206164|0393A3CC8E8EA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020391|AT|6090605470|0393A3CC8D22A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020391|AV|5397206164|0393A3CC8E82A502E043814FD881A502|1.0||Y|Y|20031017000000||
BA|9020391|AV|6090605470|0393A3CC8D0BA502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020391|BA|5397206164|0393A3CC8E85A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020391|BA|6090605470|0393A3CC8D0DA502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020391|BT|5397206164|0393A3CC8E8AA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020391|BT|6090605470|0393A3CC8D1DA502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020391|CRM|5397206164|0393A3CC8E91A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020391|CRM|6090605470|0393A3CC8D20A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020391|DI|5397206164|0393A3CC8E7CA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020391|DI|6090605470|0393A3CC8D0FA502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020391|DV|5397206164|0393A3CC8E86A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020391|DV|6090605470|0393A3CC8D0EA502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020391|ELR|5397206164|0393A3CC8E8FA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020391|ELR|6090605470|0393A3CC8D23A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020391|FR|5397206164|0393A3CC8E90A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020391|FR|6090605470|0393A3CC8D24A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020391|GEC|5397206164|0393A3CC8E7DA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020391|GEC|6090605470|0393A3CC8D10A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020391|IB|5397206164|0393A3CC8E7EA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020391|IB|6090605470|0393A3CC8D11A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020391|KFS|2966509283|0393A3CC8D3BA502E043814FD881A502|1.0||N|N|20031017000000||
BA|9020391|KFS|5397206164|0393A3CC8C56A502E043814FD881A502|1.0||N|N|20030210000000||
BA|9020391|KFS|6090605470|0393A3CC8C55A502E043814FD881A502|1.0||Y|N|20020426000000||
BA|9020391|ND|5397206164|0393A3CC8E7FA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020391|ND|6090605470|0393A3CC8D12A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020391|PCDO|6090605470|0393A3CC8D14A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020391|PE|5397206164|0393A3CC8E80A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020391|PE|6090605470|0393A3CC8D13A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020391|SACC|5397206164|0393A3CC8E87A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020391|SACC|6090605470|0393A3CC8D18A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020391|SOBJ|5397206164|0393A3CC8E88A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020391|SOBJ|6090605470|0393A3CC8D19A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020391|ST|5397206164|0393A3CC8E8BA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020391|ST|6090605470|0393A3CC8D1FA502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020391|TF|5397206164|0393A3CC8E79A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020391|TF|6090605470|0393A3CC8D15A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020650|AA|5397206164|0393A3CC8E5FA502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020650|ACCT|5397206164|0393A3CC8E58A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020650|ACCT|6090605470|0393A3CC8CDFA502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020650|ADEL|5397206164|0393A3CC8E59A502E043814FD881A502|1.0||N|Y|20031017000000||
BA|9020650|ADEL|6090605470|0393A3CC8CE0A502E043814FD881A502|1.0||Y|N|20021003000000||
BA|9020650|AR|5397206164|0393A3CC8E47A502E043814FD881A502|1.0||N|Y|20031017000000||
