ctgry_cd|fin_coa_cd|fin_object_cd|ver_nbr|obj_id|actv_ind|
MSS|BL|4002|1.0|AR_CST_CTGRY_FIN_OBJ_CD_088|Y|
MSS|BL|4003|1.0|AR_CST_CTGRY_FIN_OBJ_CD_089|Y|
MSS|BL|4004|1.0|AR_CST_CTGRY_FIN_OBJ_CD_090|Y|
MSS|BL|4005|1.0|AR_CST_CTGRY_FIN_OBJ_CD_091|Y|
MSS|BL|4006|1.0|AR_CST_CTGRY_FIN_OBJ_CD_092|Y|
MSS|BL|4007|1.0|AR_CST_CTGRY_FIN_OBJ_CD_093|Y|
MSS|BL|4008|1.0|AR_CST_CTGRY_FIN_OBJ_CD_094|Y|
MSS|BL|4009|1.0|AR_CST_CTGRY_FIN_OBJ_CD_095|Y|
MSS|BL|4010|1.0|AR_CST_CTGRY_FIN_OBJ_CD_096|Y|
MSS|BL|4011|1.0|AR_CST_CTGRY_FIN_OBJ_CD_097|Y|
MSS|BL|4012|1.0|AR_CST_CTGRY_FIN_OBJ_CD_098|Y|
MSS|BL|4013|1.0|AR_CST_CTGRY_FIN_OBJ_CD_099|Y|
MSS|BL|4014|1.0|AR_CST_CTGRY_FIN_OBJ_CD_100|Y|
MSS|BL|4015|1.0|AR_CST_CTGRY_FIN_OBJ_CD_101|Y|
MSS|BL|4016|1.0|AR_CST_CTGRY_FIN_OBJ_CD_102|Y|
MSS|BL|4017|1.0|AR_CST_CTGRY_FIN_OBJ_CD_103|Y|
MSS|BL|4019|1.0|AR_CST_CTGRY_FIN_OBJ_CD_104|Y|
MSS|BL|4020|1.0|AR_CST_CTGRY_FIN_OBJ_CD_105|Y|
MSS|BL|4021|1.0|AR_CST_CTGRY_FIN_OBJ_CD_106|Y|
MSS|BL|4022|1.0|AR_CST_CTGRY_FIN_OBJ_CD_107|Y|
MSS|BL|4023|1.0|AR_CST_CTGRY_FIN_OBJ_CD_108|Y|
MSS|BL|4024|1.0|AR_CST_CTGRY_FIN_OBJ_CD_109|Y|
MSS|BL|4025|1.0|AR_CST_CTGRY_FIN_OBJ_CD_110|Y|
MSS|BL|4026|1.0|AR_CST_CTGRY_FIN_OBJ_CD_111|Y|
MSS|BL|4027|1.0|AR_CST_CTGRY_FIN_OBJ_CD_112|Y|
MSS|BL|4028|1.0|AR_CST_CTGRY_FIN_OBJ_CD_113|Y|
MSS|BL|4030|1.0|AR_CST_CTGRY_FIN_OBJ_CD_114|Y|
MSS|BL|4031|1.0|AR_CST_CTGRY_FIN_OBJ_CD_115|Y|
MSS|BL|4032|1.0|AR_CST_CTGRY_FIN_OBJ_CD_116|Y|
MSS|BL|4033|1.0|AR_CST_CTGRY_FIN_OBJ_CD_117|Y|
MSS|BL|4034|1.0|AR_CST_CTGRY_FIN_OBJ_CD_118|Y|
MSS|BL|4035|1.0|AR_CST_CTGRY_FIN_OBJ_CD_119|Y|
MSS|BL|4036|1.0|AR_CST_CTGRY_FIN_OBJ_CD_120|Y|
MSS|BL|4037|1.0|AR_CST_CTGRY_FIN_OBJ_CD_121|Y|
MSS|BL|4040|1.0|AR_CST_CTGRY_FIN_OBJ_CD_122|Y|
MSS|BL|4042|1.0|AR_CST_CTGRY_FIN_OBJ_CD_123|Y|
MSS|BL|4045|1.0|AR_CST_CTGRY_FIN_OBJ_CD_124|Y|
MSS|BL|4050|1.0|AR_CST_CTGRY_FIN_OBJ_CD_125|Y|
MSS|EA|4003|1.0|AR_CST_CTGRY_FIN_OBJ_CD_126|Y|
MSS|EA|4008|1.0|AR_CST_CTGRY_FIN_OBJ_CD_127|Y|
MSS|EA|4009|1.0|AR_CST_CTGRY_FIN_OBJ_CD_128|Y|
MSS|EA|4010|1.0|AR_CST_CTGRY_FIN_OBJ_CD_129|Y|
MSS|EA|4013|1.0|AR_CST_CTGRY_FIN_OBJ_CD_130|Y|
MSS|EA|4015|1.0|AR_CST_CTGRY_FIN_OBJ_CD_131|Y|
MSS|EA|4016|1.0|AR_CST_CTGRY_FIN_OBJ_CD_132|Y|
MSS|EA|4018|1.0|AR_CST_CTGRY_FIN_OBJ_CD_133|Y|
MSS|EA|4021|1.0|AR_CST_CTGRY_FIN_OBJ_CD_134|Y|
MSS|EA|4022|1.0|AR_CST_CTGRY_FIN_OBJ_CD_135|Y|
MSS|EA|4023|1.0|AR_CST_CTGRY_FIN_OBJ_CD_136|Y|
MSS|EA|4024|1.0|AR_CST_CTGRY_FIN_OBJ_CD_137|Y|
MSS|EA|4025|1.0|AR_CST_CTGRY_FIN_OBJ_CD_138|Y|
MSS|EA|4026|1.0|AR_CST_CTGRY_FIN_OBJ_CD_139|Y|
MSS|EA|4027|1.0|AR_CST_CTGRY_FIN_OBJ_CD_140|Y|
MSS|EA|4028|1.0|AR_CST_CTGRY_FIN_OBJ_CD_141|Y|
MSS|EA|4032|1.0|AR_CST_CTGRY_FIN_OBJ_CD_142|Y|
MSS|EA|4035|1.0|AR_CST_CTGRY_FIN_OBJ_CD_143|Y|
MSS|EA|4040|1.0|AR_CST_CTGRY_FIN_OBJ_CD_144|Y|
MSS|EA|4042|1.0|AR_CST_CTGRY_FIN_OBJ_CD_145|Y|
MSS|EA|4050|1.0|AR_CST_CTGRY_FIN_OBJ_CD_146|Y|
MSS|FW|4010|1.0|AR_CST_CTGRY_FIN_OBJ_CD_147|Y|
MSS|FW|4013|1.0|AR_CST_CTGRY_FIN_OBJ_CD_148|Y|
MSS|FW|4015|1.0|AR_CST_CTGRY_FIN_OBJ_CD_149|Y|
MSS|FW|4016|1.0|AR_CST_CTGRY_FIN_OBJ_CD_150|Y|
MSS|FW|4021|1.0|AR_CST_CTGRY_FIN_OBJ_CD_151|Y|
MSS|FW|4022|1.0|AR_CST_CTGRY_FIN_OBJ_CD_152|Y|
MSS|FW|4026|1.0|AR_CST_CTGRY_FIN_OBJ_CD_153|Y|
MSS|FW|4027|1.0|AR_CST_CTGRY_FIN_OBJ_CD_154|Y|
MSS|FW|4028|1.0|AR_CST_CTGRY_FIN_OBJ_CD_155|Y|
MSS|FW|4042|1.0|AR_CST_CTGRY_FIN_OBJ_CD_156|Y|
MSS|IA|4008|1.0|AR_CST_CTGRY_FIN_OBJ_CD_157|Y|
MSS|IA|4010|1.0|AR_CST_CTGRY_FIN_OBJ_CD_158|Y|
MSS|IA|4012|1.0|AR_CST_CTGRY_FIN_OBJ_CD_159|Y|
MSS|IA|4013|1.0|AR_CST_CTGRY_FIN_OBJ_CD_160|Y|
MSS|IA|4015|1.0|AR_CST_CTGRY_FIN_OBJ_CD_161|Y|
MSS|IA|4016|1.0|AR_CST_CTGRY_FIN_OBJ_CD_162|Y|
MSS|IA|4021|1.0|AR_CST_CTGRY_FIN_OBJ_CD_163|Y|
MSS|IA|4022|1.0|AR_CST_CTGRY_FIN_OBJ_CD_164|Y|
MSS|IA|4023|1.0|AR_CST_CTGRY_FIN_OBJ_CD_165|Y|
MSS|IA|4025|1.0|AR_CST_CTGRY_FIN_OBJ_CD_166|Y|
MSS|IA|4026|1.0|AR_CST_CTGRY_FIN_OBJ_CD_167|Y|
MSS|IA|4027|1.0|AR_CST_CTGRY_FIN_OBJ_CD_168|Y|
MSS|IA|4028|1.0|AR_CST_CTGRY_FIN_OBJ_CD_169|Y|
MSS|IA|4030|1.0|AR_CST_CTGRY_FIN_OBJ_CD_170|Y|
MSS|IA|4035|1.0|AR_CST_CTGRY_FIN_OBJ_CD_171|Y|
MSS|IA|4040|1.0|AR_CST_CTGRY_FIN_OBJ_CD_172|Y|
MSS|IA|4042|1.0|AR_CST_CTGRY_FIN_OBJ_CD_173|Y|
MSS|IA|4050|1.0|AR_CST_CTGRY_FIN_OBJ_CD_174|Y|
MSS|IN|4001|1.0|AR_CST_CTGRY_FIN_OBJ_CD_175|Y|
MSS|IN|4002|1.0|AR_CST_CTGRY_FIN_OBJ_CD_176|Y|
MSS|IN|4005|1.0|AR_CST_CTGRY_FIN_OBJ_CD_177|Y|
MSS|IN|4006|1.0|AR_CST_CTGRY_FIN_OBJ_CD_178|Y|
MSS|IN|4008|1.0|AR_CST_CTGRY_FIN_OBJ_CD_179|Y|
MSS|IN|4010|1.0|AR_CST_CTGRY_FIN_OBJ_CD_180|Y|
MSS|IN|4012|1.0|AR_CST_CTGRY_FIN_OBJ_CD_181|Y|
MSS|IN|4013|1.0|AR_CST_CTGRY_FIN_OBJ_CD_182|Y|
MSS|IN|4015|1.0|AR_CST_CTGRY_FIN_OBJ_CD_183|Y|
MSS|IN|4016|1.0|AR_CST_CTGRY_FIN_OBJ_CD_184|Y|
MSS|IN|4017|1.0|AR_CST_CTGRY_FIN_OBJ_CD_185|Y|
MSS|IN|4020|1.0|AR_CST_CTGRY_FIN_OBJ_CD_186|Y|
MSS|IN|4021|1.0|AR_CST_CTGRY_FIN_OBJ_CD_187|Y|
MSS|IN|4022|1.0|AR_CST_CTGRY_FIN_OBJ_CD_188|Y|
MSS|IN|4023|1.0|AR_CST_CTGRY_FIN_OBJ_CD_189|Y|
MSS|IN|4024|1.0|AR_CST_CTGRY_FIN_OBJ_CD_190|Y|
MSS|IN|4025|1.0|AR_CST_CTGRY_FIN_OBJ_CD_191|Y|
MSS|IN|4026|1.0|AR_CST_CTGRY_FIN_OBJ_CD_192|Y|
MSS|IN|4027|1.0|AR_CST_CTGRY_FIN_OBJ_CD_193|Y|
MSS|IN|4028|1.0|AR_CST_CTGRY_FIN_OBJ_CD_194|Y|
MSS|IN|4030|1.0|AR_CST_CTGRY_FIN_OBJ_CD_195|Y|
MSS|IN|4032|1.0|AR_CST_CTGRY_FIN_OBJ_CD_196|Y|
MSS|IN|4035|1.0|AR_CST_CTGRY_FIN_OBJ_CD_197|Y|
MSS|IN|4038|1.0|AR_CST_CTGRY_FIN_OBJ_CD_198|Y|
MSS|IN|4040|1.0|AR_CST_CTGRY_FIN_OBJ_CD_199|Y|
MSS|IN|4042|1.0|AR_CST_CTGRY_FIN_OBJ_CD_200|Y|
MSS|IN|4045|1.0|AR_CST_CTGRY_FIN_OBJ_CD_201|Y|
MSS|IN|4050|1.0|AR_CST_CTGRY_FIN_OBJ_CD_202|Y|
MSS|IU|4015|1.0|AR_CST_CTGRY_FIN_OBJ_CD_203|Y|
MSS|IU|4016|1.0|AR_CST_CTGRY_FIN_OBJ_CD_204|Y|
MSS|IU|4017|1.0|AR_CST_CTGRY_FIN_OBJ_CD_205|Y|
MSS|IU|4018|1.0|AR_CST_CTGRY_FIN_OBJ_CD_206|Y|
MSS|IU|4021|1.0|AR_CST_CTGRY_FIN_OBJ_CD_207|Y|
MSS|IU|4023|1.0|AR_CST_CTGRY_FIN_OBJ_CD_208|Y|
MSS|KO|4003|1.0|AR_CST_CTGRY_FIN_OBJ_CD_209|Y|
MSS|KO|4008|1.0|AR_CST_CTGRY_FIN_OBJ_CD_210|Y|
MSS|KO|4010|1.0|AR_CST_CTGRY_FIN_OBJ_CD_211|Y|
MSS|KO|4012|1.0|AR_CST_CTGRY_FIN_OBJ_CD_212|Y|
MSS|KO|4013|1.0|AR_CST_CTGRY_FIN_OBJ_CD_213|Y|
MSS|KO|4015|1.0|AR_CST_CTGRY_FIN_OBJ_CD_214|Y|
MSS|KO|4016|1.0|AR_CST_CTGRY_FIN_OBJ_CD_215|Y|
MSS|KO|4021|1.0|AR_CST_CTGRY_FIN_OBJ_CD_216|Y|
MSS|KO|4022|1.0|AR_CST_CTGRY_FIN_OBJ_CD_217|Y|
MSS|KO|4023|1.0|AR_CST_CTGRY_FIN_OBJ_CD_218|Y|
MSS|KO|4024|1.0|AR_CST_CTGRY_FIN_OBJ_CD_219|Y|
MSS|KO|4025|1.0|AR_CST_CTGRY_FIN_OBJ_CD_220|Y|
MSS|KO|4026|1.0|AR_CST_CTGRY_FIN_OBJ_CD_221|Y|
MSS|KO|4027|1.0|AR_CST_CTGRY_FIN_OBJ_CD_222|Y|
MSS|KO|4028|1.0|AR_CST_CTGRY_FIN_OBJ_CD_223|Y|
MSS|KO|4035|1.0|AR_CST_CTGRY_FIN_OBJ_CD_224|Y|
MSS|KO|4040|1.0|AR_CST_CTGRY_FIN_OBJ_CD_225|Y|
MSS|KO|4042|1.0|AR_CST_CTGRY_FIN_OBJ_CD_226|Y|
MSS|KO|4050|1.0|AR_CST_CTGRY_FIN_OBJ_CD_227|Y|
MSS|NW|4001|1.0|AR_CST_CTGRY_FIN_OBJ_CD_228|Y|
MSS|NW|4002|1.0|AR_CST_CTGRY_FIN_OBJ_CD_229|Y|
MSS|NW|4003|1.0|AR_CST_CTGRY_FIN_OBJ_CD_230|Y|
MSS|NW|4006|1.0|AR_CST_CTGRY_FIN_OBJ_CD_231|Y|
MSS|NW|4008|1.0|AR_CST_CTGRY_FIN_OBJ_CD_232|Y|
MSS|NW|4010|1.0|AR_CST_CTGRY_FIN_OBJ_CD_233|Y|
MSS|NW|4013|1.0|AR_CST_CTGRY_FIN_OBJ_CD_234|Y|
MSS|NW|4015|1.0|AR_CST_CTGRY_FIN_OBJ_CD_235|Y|
MSS|NW|4016|1.0|AR_CST_CTGRY_FIN_OBJ_CD_236|Y|
MSS|NW|4021|1.0|AR_CST_CTGRY_FIN_OBJ_CD_237|Y|
MSS|NW|4022|1.0|AR_CST_CTGRY_FIN_OBJ_CD_238|Y|
MSS|NW|4023|1.0|AR_CST_CTGRY_FIN_OBJ_CD_239|Y|
MSS|NW|4024|1.0|AR_CST_CTGRY_FIN_OBJ_CD_240|Y|
MSS|NW|4025|1.0|AR_CST_CTGRY_FIN_OBJ_CD_241|Y|
MSS|NW|4026|1.0|AR_CST_CTGRY_FIN_OBJ_CD_242|Y|
MSS|NW|4027|1.0|AR_CST_CTGRY_FIN_OBJ_CD_243|Y|
MSS|NW|4028|1.0|AR_CST_CTGRY_FIN_OBJ_CD_244|Y|
MSS|NW|4030|1.0|AR_CST_CTGRY_FIN_OBJ_CD_245|Y|
MSS|NW|4035|1.0|AR_CST_CTGRY_FIN_OBJ_CD_246|Y|
MSS|NW|4040|1.0|AR_CST_CTGRY_FIN_OBJ_CD_247|Y|
MSS|NW|4042|1.0|AR_CST_CTGRY_FIN_OBJ_CD_248|Y|
MSS|NW|4050|1.0|AR_CST_CTGRY_FIN_OBJ_CD_249|Y|
MSS|SB|4003|1.0|AR_CST_CTGRY_FIN_OBJ_CD_250|Y|
MSS|SB|4005|1.0|AR_CST_CTGRY_FIN_OBJ_CD_251|Y|
MSS|SB|4008|1.0|AR_CST_CTGRY_FIN_OBJ_CD_252|Y|
MSS|SB|4010|1.0|AR_CST_CTGRY_FIN_OBJ_CD_253|Y|
MSS|SB|4012|1.0|AR_CST_CTGRY_FIN_OBJ_CD_254|Y|
MSS|SB|4013|1.0|AR_CST_CTGRY_FIN_OBJ_CD_255|Y|
MSS|SB|4014|1.0|AR_CST_CTGRY_FIN_OBJ_CD_256|Y|
MSS|SB|4015|1.0|AR_CST_CTGRY_FIN_OBJ_CD_257|Y|
MSS|SB|4016|1.0|AR_CST_CTGRY_FIN_OBJ_CD_258|Y|
MSS|SB|4017|1.0|AR_CST_CTGRY_FIN_OBJ_CD_259|Y|
MSS|SB|4021|1.0|AR_CST_CTGRY_FIN_OBJ_CD_260|Y|
MSS|SB|4022|1.0|AR_CST_CTGRY_FIN_OBJ_CD_261|Y|
MSS|SB|4023|1.0|AR_CST_CTGRY_FIN_OBJ_CD_262|Y|
MSS|SB|4025|1.0|AR_CST_CTGRY_FIN_OBJ_CD_263|Y|
MSS|SB|4026|1.0|AR_CST_CTGRY_FIN_OBJ_CD_264|Y|
MSS|SB|4027|1.0|AR_CST_CTGRY_FIN_OBJ_CD_265|Y|
MSS|SB|4028|1.0|AR_CST_CTGRY_FIN_OBJ_CD_266|Y|
MSS|SB|4035|1.0|AR_CST_CTGRY_FIN_OBJ_CD_267|Y|
MSS|SB|4040|1.0|AR_CST_CTGRY_FIN_OBJ_CD_268|Y|
MSS|SB|4042|1.0|AR_CST_CTGRY_FIN_OBJ_CD_269|Y|
MSS|SB|4045|1.0|AR_CST_CTGRY_FIN_OBJ_CD_270|Y|
MSS|SB|4050|1.0|AR_CST_CTGRY_FIN_OBJ_CD_271|Y|
MSS|SE|4003|1.0|AR_CST_CTGRY_FIN_OBJ_CD_272|Y|
MSS|SE|4008|1.0|AR_CST_CTGRY_FIN_OBJ_CD_273|Y|
MSS|SE|4010|1.0|AR_CST_CTGRY_FIN_OBJ_CD_274|Y|
MSS|SE|4012|1.0|AR_CST_CTGRY_FIN_OBJ_CD_275|Y|
MSS|SE|4013|1.0|AR_CST_CTGRY_FIN_OBJ_CD_276|Y|
MSS|SE|4015|1.0|AR_CST_CTGRY_FIN_OBJ_CD_277|Y|
MSS|SE|4016|1.0|AR_CST_CTGRY_FIN_OBJ_CD_278|Y|
MSS|SE|4021|1.0|AR_CST_CTGRY_FIN_OBJ_CD_279|Y|
MSS|SE|4022|1.0|AR_CST_CTGRY_FIN_OBJ_CD_280|Y|
MSS|SE|4023|1.0|AR_CST_CTGRY_FIN_OBJ_CD_281|Y|
MSS|SE|4024|1.0|AR_CST_CTGRY_FIN_OBJ_CD_282|Y|
MSS|SE|4025|1.0|AR_CST_CTGRY_FIN_OBJ_CD_283|Y|
MSS|SE|4026|1.0|AR_CST_CTGRY_FIN_OBJ_CD_284|Y|
MSS|SE|4027|1.0|AR_CST_CTGRY_FIN_OBJ_CD_285|Y|
MSS|SE|4028|1.0|AR_CST_CTGRY_FIN_OBJ_CD_286|Y|
MSS|SE|4029|1.0|AR_CST_CTGRY_FIN_OBJ_CD_287|Y|
MSS|SE|4035|1.0|AR_CST_CTGRY_FIN_OBJ_CD_288|Y|
MSS|SE|4038|1.0|AR_CST_CTGRY_FIN_OBJ_CD_289|Y|
MSS|SE|4040|1.0|AR_CST_CTGRY_FIN_OBJ_CD_290|Y|
MSS|SE|4041|1.0|AR_CST_CTGRY_FIN_OBJ_CD_291|Y|
MSS|SE|4042|1.0|AR_CST_CTGRY_FIN_OBJ_CD_292|Y|
MSS|SE|4050|1.0|AR_CST_CTGRY_FIN_OBJ_CD_293|Y|
MSS|UA|4001|1.0|AR_CST_CTGRY_FIN_OBJ_CD_294|Y|
MSS|UA|4002|1.0|AR_CST_CTGRY_FIN_OBJ_CD_295|Y|
MSS|UA|4008|1.0|AR_CST_CTGRY_FIN_OBJ_CD_296|Y|
MSS|UA|4010|1.0|AR_CST_CTGRY_FIN_OBJ_CD_297|Y|
MSS|UA|4012|1.0|AR_CST_CTGRY_FIN_OBJ_CD_298|Y|
MSS|UA|4013|1.0|AR_CST_CTGRY_FIN_OBJ_CD_299|Y|
MSS|UA|4015|1.0|AR_CST_CTGRY_FIN_OBJ_CD_300|Y|
MSS|UA|4016|1.0|AR_CST_CTGRY_FIN_OBJ_CD_301|Y|
MSS|UA|4021|1.0|AR_CST_CTGRY_FIN_OBJ_CD_302|Y|
MSS|UA|4022|1.0|AR_CST_CTGRY_FIN_OBJ_CD_303|Y|
MSS|UA|4023|1.0|AR_CST_CTGRY_FIN_OBJ_CD_304|Y|
MSS|UA|4024|1.0|AR_CST_CTGRY_FIN_OBJ_CD_305|Y|
MSS|UA|4025|1.0|AR_CST_CTGRY_FIN_OBJ_CD_306|Y|
MSS|UA|4026|1.0|AR_CST_CTGRY_FIN_OBJ_CD_307|Y|
MSS|UA|4027|1.0|AR_CST_CTGRY_FIN_OBJ_CD_308|Y|
MSS|UA|4028|1.0|AR_CST_CTGRY_FIN_OBJ_CD_309|Y|
MSS|UA|4030|1.0|AR_CST_CTGRY_FIN_OBJ_CD_310|Y|
MSS|UA|4035|1.0|AR_CST_CTGRY_FIN_OBJ_CD_311|Y|
MSS|UA|4040|1.0|AR_CST_CTGRY_FIN_OBJ_CD_312|Y|
MSS|UA|4042|1.0|AR_CST_CTGRY_FIN_OBJ_CD_313|Y|
MSS|UA|4045|1.0|AR_CST_CTGRY_FIN_OBJ_CD_314|Y|
MSS|UA|4050|1.0|AR_CST_CTGRY_FIN_OBJ_CD_315|Y|
ODC|BA|4100|1.0|AR_CST_CTGRY_FIN_OBJ_CD_316|Y|
ODC|BA|4110|1.0|AR_CST_CTGRY_FIN_OBJ_CD_317|Y|
ODC|BA|4112|1.0|AR_CST_CTGRY_FIN_OBJ_CD_318|Y|
ODC|BA|4115|1.0|AR_CST_CTGRY_FIN_OBJ_CD_319|Y|
ODC|BA|4125|1.0|AR_CST_CTGRY_FIN_OBJ_CD_320|Y|
ODC|BA|4126|1.0|AR_CST_CTGRY_FIN_OBJ_CD_321|Y|
ODC|BA|4127|1.0|AR_CST_CTGRY_FIN_OBJ_CD_322|Y|
ODC|BA|4159|1.0|AR_CST_CTGRY_FIN_OBJ_CD_323|Y|
ODC|BA|4162|1.0|AR_CST_CTGRY_FIN_OBJ_CD_324|Y|
ODC|BA|4166|1.0|AR_CST_CTGRY_FIN_OBJ_CD_325|Y|
ODC|BA|4180|1.0|AR_CST_CTGRY_FIN_OBJ_CD_326|Y|
ODC|BA|4181|1.0|AR_CST_CTGRY_FIN_OBJ_CD_327|Y|
ODC|BA|4190|1.0|AR_CST_CTGRY_FIN_OBJ_CD_328|Y|
ODC|BA|4200|1.0|AR_CST_CTGRY_FIN_OBJ_CD_329|Y|
ODC|BA|4210|1.0|AR_CST_CTGRY_FIN_OBJ_CD_330|Y|
ODC|BA|4300|1.0|AR_CST_CTGRY_FIN_OBJ_CD_331|Y|
ODC|BA|4301|1.0|AR_CST_CTGRY_FIN_OBJ_CD_332|Y|
ODC|BA|4302|1.0|AR_CST_CTGRY_FIN_OBJ_CD_333|Y|
ODC|BA|4303|1.0|AR_CST_CTGRY_FIN_OBJ_CD_334|Y|
ODC|BA|4304|1.0|AR_CST_CTGRY_FIN_OBJ_CD_335|Y|
ODC|BA|4308|1.0|AR_CST_CTGRY_FIN_OBJ_CD_336|Y|
ODC|BA|4309|1.0|AR_CST_CTGRY_FIN_OBJ_CD_337|Y|
ODC|BA|4370|1.0|AR_CST_CTGRY_FIN_OBJ_CD_338|Y|
ODC|BA|4400|1.0|AR_CST_CTGRY_FIN_OBJ_CD_339|Y|
ODC|BL|4100|1.0|AR_CST_CTGRY_FIN_OBJ_CD_340|Y|
ODC|BL|4105|1.0|AR_CST_CTGRY_FIN_OBJ_CD_341|Y|
ODC|BL|4110|1.0|AR_CST_CTGRY_FIN_OBJ_CD_342|Y|
ODC|BL|4115|1.0|AR_CST_CTGRY_FIN_OBJ_CD_343|Y|
ODC|BL|4116|1.0|AR_CST_CTGRY_FIN_OBJ_CD_344|Y|
ODC|BL|4120|1.0|AR_CST_CTGRY_FIN_OBJ_CD_345|Y|
ODC|BL|4125|1.0|AR_CST_CTGRY_FIN_OBJ_CD_346|Y|
ODC|BL|4126|1.0|AR_CST_CTGRY_FIN_OBJ_CD_347|Y|
ODC|BL|4151|1.0|AR_CST_CTGRY_FIN_OBJ_CD_348|Y|
ODC|BL|4155|1.0|AR_CST_CTGRY_FIN_OBJ_CD_349|Y|
ODC|BL|4159|1.0|AR_CST_CTGRY_FIN_OBJ_CD_350|Y|
ODC|BL|4162|1.0|AR_CST_CTGRY_FIN_OBJ_CD_351|Y|
ODC|BL|4166|1.0|AR_CST_CTGRY_FIN_OBJ_CD_352|Y|
ODC|BL|4180|1.0|AR_CST_CTGRY_FIN_OBJ_CD_353|Y|
ODC|BL|4190|1.0|AR_CST_CTGRY_FIN_OBJ_CD_354|Y|
