doc_typ_id|doc_stat_nm|ver_nbr|obj_id|cat_nm|seq_no|
3316|Closed|9.0|4d7ddf44-7cec-42d7-888f-d9d132c299b9|COMPLETE STATUSES|21.0|
3316|Disapproved Budget|9.0|045c797b-2612-43aa-bf1e-127ce9f221f5|COMPLETE STATUSES|22.0|
3316|Disapproved C and G|9.0|89396fbe-735a-40e5-b7c9-17d0b62bf1e4|COMPLETE STATUSES|23.0|
3316|Disapproved Change|9.0|d90f48c8-6477-4e96-b1bf-8e9e58e57f6f|COMPLETE STATUSES|24.0|
3316|Disapproved Commodity Code|9.0|46e4ac6e-94b5-4d70-bb14-1d4208765ba3|COMPLETE STATUSES|25.0|
3316|Disapproved New Unordered Item Review|9.0|cc1fa8e8-b1a0-437d-a743-ff2a1f19cfdb|INCOMPLETE STATUSES|3.0|
3316|Disapproved Purchasing|9.0|3664aac2-207f-4ff9-a33f-cbc1195f0a13|COMPLETE STATUSES|26.0|
3316|Disapproved Tax|9.0|a2291148-c696-4197-92b4-e64c2b273416|COMPLETE STATUSES|27.0|
3316|Error occurred sending cxml|9.0|89b3f31a-1756-4f96-86bf-3e431d3be516|INCOMPLETE STATUSES|9.0|
3316|Error occurred sending fax|9.0|d80afce5-dd29-4230-846e-e4a171b05b77|INCOMPLETE STATUSES|10.0|
3316|In Process|9.0|171e7caf-c2dd-4948-a62d-5b805958e47e|INCOMPLETE STATUSES|0.0|
3316|Open|9.0|c5472bdb-797b-46e0-8248-afca2471e680|COMPLETE STATUSES|28.0|
3316|Out for Quote|9.0|01d7109a-94ab-4c50-8efd-cf690708eaf5|INCOMPLETE STATUSES|11.0|
3316|Payment Hold|9.0|3231d605-9731-4443-b6fb-93020d611f26|INCOMPLETE STATUSES|12.0|
3316|Pending Amendment|9.0|4892cd81-f48c-4e33-8e2f-bb7ded276539|COMPLETE STATUSES|29.0|
3316|Pending Close|9.0|24ebd530-ef68-4a0b-9aaf-169f8d824d88|COMPLETE STATUSES|30.0|
3316|Pending Fax|9.0|eee90dd8-fe34-4a94-bb87-23937dc49b28|INCOMPLETE STATUSES|13.0|
3316|Pending Payment Hold|9.0|7e7d61e4-6f5c-4f2b-b2c4-0c1905218af8|COMPLETE STATUSES|31.0|
3316|Pending Print|9.0|8f3360f1-186d-4a2f-8346-0315282754c6|INCOMPLETE STATUSES|14.0|
3316|Pending Remove Hold|9.0|2cdcde99-bd48-42a4-b2fe-dbc7884f782a|COMPLETE STATUSES|32.0|
3316|Pending Reopen|9.0|1f509c23-fba4-43e4-8aed-bc30826c09ef|COMPLETE STATUSES|33.0|
3316|Pending Retransmit|9.0|702cadb9-bcc8-4876-814b-c2bc72472221|COMPLETE STATUSES|34.0|
3316|Pending Void|9.0|13c4076b-8c56-4a9b-a8ee-4c17629d99de|COMPLETE STATUSES|35.0|
3316|Pending cxml|9.0|43cc46ef-42fd-43a7-863b-19bcdbcba464|INCOMPLETE STATUSES|15.0|
3316|Retired Version|9.0|686fff12-3c16-4835-a314-ccad6c349eee|COMPLETE STATUSES|36.0|
3316|Void|9.0|b2f64127-6050-474c-9a64-e95fce7a9908|COMPLETE STATUSES|37.0|
3316|Waiting for Department|9.0|bb55dd35-4cb4-48f0-ba9a-2f2a05f9e967|INCOMPLETE STATUSES|16.0|
3316|Waiting for Vendor|9.0|bf412492-d8f7-42e1-9ef7-af52781d19e9|INCOMPLETE STATUSES|17.0|
3317|Awaiting Budget Approval|1.0|32647cdd-4dfe-49ba-948b-47bfe263c65c|INCOMPLETE STATUSES|7.0|
3317|Awaiting C and G Approval|1.0|8e40f4ed-26d8-468e-be60-872fbbc378b0|INCOMPLETE STATUSES|6.0|
3317|Awaiting Commodity Code Approval|1.0|3d698b7b-6419-4a62-b655-eb4e99f86766|INCOMPLETE STATUSES|5.0|
3317|Awaiting Fiscal Officer Review|1.0|9d2c4c62-efe7-49f9-afc7-121745a17d01|INCOMPLETE STATUSES|1.0|
3317|Awaiting New Unordered Item Review|1.0|a953d46b-9db4-435b-b758-30e7e1e7f673|INCOMPLETE STATUSES|2.0|
3317|Awaiting Purchasing Approval|1.0|06b591ef-0494-4823-a7e3-328c4733d969|INCOMPLETE STATUSES|4.0|
3317|Awaiting Tax Approval|1.0|0663a5f4-d368-48f6-bacf-641f0989f25a|INCOMPLETE STATUSES|8.0|
3317|Cancelled|1.0|67cae600-5482-482e-a183-ce12fcebb839|COMPLETE STATUSES|18.0|
3317|Cancelled Change|1.0|d2a85c33-c371-46a6-9a1d-b9bcfc71e3a9|COMPLETE STATUSES|19.0|
3317|Change in Process|1.0|2c563274-3a03-48b0-9d62-956532c40919|COMPLETE STATUSES|20.0|
3317|Closed|1.0|cfaa7c95-5b88-42f4-b9c7-d27980008d1e|COMPLETE STATUSES|21.0|
3317|Disapproved Budget|1.0|9b7a6774-7e72-4296-b26c-ab158d51f570|COMPLETE STATUSES|22.0|
3317|Disapproved C and G|1.0|4366c9cb-9bc1-4f8f-be87-6db3dfd94e35|COMPLETE STATUSES|23.0|
3317|Disapproved Change|1.0|9dc1207f-a06a-48eb-bd43-0fb2652bd207|COMPLETE STATUSES|24.0|
3317|Disapproved Commodity Code|1.0|c039ffd2-1a45-4949-94e0-dc45645a87f9|COMPLETE STATUSES|25.0|
3317|Disapproved New Unordered Item Review|1.0|596b91e2-6623-43f4-afe0-957054306f88|INCOMPLETE STATUSES|3.0|
3317|Disapproved Purchasing|1.0|05e25b4f-fdcc-4be3-b6ff-374fc3f88293|COMPLETE STATUSES|26.0|
3317|Disapproved Tax|1.0|273c74a1-d48c-437e-84f5-cefd267caae1|COMPLETE STATUSES|27.0|
3317|Error occurred sending cxml|1.0|6d720d2c-4deb-417f-a468-60b46781c82d|INCOMPLETE STATUSES|9.0|
3317|Error occurred sending fax|1.0|8fc3beda-9e44-41ba-b074-2d8389e5e972|INCOMPLETE STATUSES|10.0|
3317|In Process|1.0|c5b271c4-2c3e-4cfc-972a-038d76f1b91a|INCOMPLETE STATUSES|0.0|
3317|Open|1.0|67003112-59b1-4225-8992-a4c38be1de61|COMPLETE STATUSES|28.0|
3317|Out for Quote|1.0|0ee595fe-314b-4f09-8d92-4982048aa7dc|INCOMPLETE STATUSES|11.0|
3317|Payment Hold|1.0|aae486c0-6aa7-41c5-b2c4-047f35a7bd7a|INCOMPLETE STATUSES|12.0|
3317|Pending Amendment|1.0|956a717a-b677-4bdb-958c-54d8363fa981|COMPLETE STATUSES|29.0|
3317|Pending Close|1.0|fd2f5c66-0e2b-4ab1-89e2-907828ad7c2c|COMPLETE STATUSES|30.0|
3317|Pending Fax|1.0|dc31f2be-d7a3-4c85-85f3-c4fa7e27b462|INCOMPLETE STATUSES|13.0|
3317|Pending Payment Hold|1.0|7f767ce0-b1f5-451f-b6b2-02cc1c0eecea|COMPLETE STATUSES|31.0|
3317|Pending Print|1.0|0cefb284-66b7-42f3-b16e-b61064de5daf|INCOMPLETE STATUSES|14.0|
3317|Pending Remove Hold|1.0|c085db8b-7073-4e0e-a333-34e9f66a9f77|COMPLETE STATUSES|32.0|
3317|Pending Reopen|1.0|1e867a88-cbfc-467a-9705-345bc08ad06a|COMPLETE STATUSES|33.0|
3317|Pending Retransmit|1.0|0b4396e3-d23d-4fe1-8107-78fe33854306|COMPLETE STATUSES|34.0|
3317|Pending Void|1.0|68bd4bf3-0ee0-43be-9609-6ae9a1b04510|COMPLETE STATUSES|35.0|
3317|Pending cxml|1.0|953f4ca0-7b92-4e30-8051-495956405ec7|INCOMPLETE STATUSES|15.0|
3317|Retired Version|1.0|3335fdf3-e68f-410f-916f-6032227a3026|COMPLETE STATUSES|36.0|
3317|Void|1.0|b945c4db-6b4f-4e34-ae1e-86ff7f181de8|COMPLETE STATUSES|37.0|
3317|Waiting for Department|1.0|571c2eac-d5a4-40f6-84a5-ca72eebe1ecf|INCOMPLETE STATUSES|16.0|
3317|Waiting for Vendor|1.0|c7168ac9-bcd4-435a-9c3c-d71004e714a8|INCOMPLETE STATUSES|17.0|
3318|Awaiting Budget Approval|1.0|d791743b-3d3e-4174-91a8-aab58c3d57da|INCOMPLETE STATUSES|6.0|
3318|Awaiting C and G Approval|1.0|35e8df96-137b-4656-8303-23f4cdb72c47|INCOMPLETE STATUSES|5.0|
3318|Awaiting Commodity Code Approval|1.0|d2842d67-1017-4c79-90a3-b877aadf0b33|INCOMPLETE STATUSES|4.0|
3318|Awaiting Fiscal Officer Review|1.0|b4d157e9-6c3f-4242-8e12-2fe2108dd5e5|INCOMPLETE STATUSES|1.0|
3318|Awaiting New Unordered Item Review|1.0|6e9c15b8-741d-498f-b5a4-b7eb51e11927|INCOMPLETE STATUSES|2.0|
3318|Awaiting Purchasing Approval|1.0|d772df02-5a16-4e76-872b-1c51642cc6ba|INCOMPLETE STATUSES|3.0|
3318|Awaiting Tax Approval|1.0|2c39ddfb-b0a2-4c58-b0ff-19b212779cff|INCOMPLETE STATUSES|7.0|
3318|Cancelled|1.0|507e5743-44ce-4b96-ac74-6745120bd96c|COMPLETE STATUSES|17.0|
3318|Cancelled Change|1.0|ecba4657-4cba-413d-91ea-a4f62cf91744|COMPLETE STATUSES|18.0|
3318|Change in Process|1.0|cc422282-1f39-43f7-be17-190f9e284e2a|COMPLETE STATUSES|19.0|
3318|Closed|1.0|65577f57-17ee-4e53-84d1-b88c05022fc0|COMPLETE STATUSES|20.0|
3318|Disapproved Budget|1.0|5d996307-47bf-45d2-b3da-c15217c7cd73|COMPLETE STATUSES|21.0|
3318|Disapproved C and G|1.0|57354231-1705-4bcf-bd28-80200f9f7f6a|COMPLETE STATUSES|22.0|
3318|Disapproved Change|1.0|be6b3804-265e-4936-81a2-26ee3bd6692e|COMPLETE STATUSES|23.0|
3318|Disapproved Commodity Code|1.0|8ee65c19-c95f-4293-9a91-50f18f38880b|COMPLETE STATUSES|24.0|
3318|Disapproved Purchasing|1.0|bdf74a5b-c285-4bd9-9854-f18a09fa2083|COMPLETE STATUSES|25.0|
3318|Disapproved Tax|1.0|b2e782ed-77c4-493b-a8c0-11633ac1f92b|COMPLETE STATUSES|26.0|
3318|Error occurred sending cxml|1.0|806c8cf3-73e8-4949-a11e-42a2312e51fb|INCOMPLETE STATUSES|8.0|
3318|Error occurred sending fax|1.0|aea92598-b982-458f-9aac-bfe3a89fd914|INCOMPLETE STATUSES|9.0|
3318|In Process|1.0|383673d7-3126-4013-9c89-bb76d66238f0|INCOMPLETE STATUSES|0.0|
3318|Open|1.0|10e5809f-4046-4f09-86f5-b270d355be48|COMPLETE STATUSES|27.0|
3318|Out for Quote|1.0|7dfdb5b1-9a73-4e2a-bd41-c7275368497a|INCOMPLETE STATUSES|10.0|
3318|Payment Hold|1.0|16f32d20-e2f0-4b25-be4a-90f4538bdc8e|INCOMPLETE STATUSES|11.0|
3318|Pending Amendment|1.0|e74fd9af-ce8c-4f23-85d7-7a58a4ec34b9|COMPLETE STATUSES|28.0|
3318|Pending Close|1.0|279871be-c940-4802-a05b-fa5c219b9c67|COMPLETE STATUSES|29.0|
3318|Pending Fax|1.0|ae510b66-0d48-4145-98d8-62b76d54fd16|INCOMPLETE STATUSES|12.0|
3318|Pending Payment Hold|1.0|16bc47e9-dbea-458a-9c13-b9376fef05d3|COMPLETE STATUSES|30.0|
3318|Pending Print|1.0|3b987b00-acf8-4f20-84a0-5eb01fb9cb6a|INCOMPLETE STATUSES|13.0|
3318|Pending Remove Hold|1.0|0ef224ca-b957-41b5-ac9e-1ce7c659be23|COMPLETE STATUSES|31.0|
3318|Pending Reopen|1.0|d2f449a8-1833-420a-b63c-4da158ebce94|COMPLETE STATUSES|32.0|
3318|Pending Retransmit|1.0|d5f68479-2834-4eb4-9b35-5cf94bf1b7fc|COMPLETE STATUSES|33.0|
3318|Pending Void|1.0|8675f258-a420-46e1-ab2c-4b54e4934ff6|COMPLETE STATUSES|34.0|
3318|Pending cxml|1.0|cd6c53a1-9186-4f80-bde6-2bef6f7404bc|INCOMPLETE STATUSES|14.0|
3318|Retired Version|1.0|570ef248-a71f-4e2e-8437-5f86ae52b0af|COMPLETE STATUSES|35.0|
3318|Void|1.0|c0d4c808-f175-4cb4-bf6b-3e8c05787770|COMPLETE STATUSES|36.0|
3318|Waiting for Department|1.0|869a2b90-38f9-417e-91a2-6c48b6825f30|INCOMPLETE STATUSES|15.0|
3318|Waiting for Vendor|1.0|7f6c91d8-de84-4a48-98b4-dfd151e59350|INCOMPLETE STATUSES|16.0|
3319|Awaiting Budget Approval|1.0|951d76a1-6949-461f-8a4b-5f114d5f56cf|INCOMPLETE STATUSES|6.0|
3319|Awaiting C and G Approval|1.0|97d0faa7-b44e-48bb-94c3-c1351b41fdb9|INCOMPLETE STATUSES|5.0|
3319|Awaiting Commodity Code Approval|1.0|ed14a019-6723-430f-b838-97707d678af2|INCOMPLETE STATUSES|4.0|
3319|Awaiting Fiscal Officer Review|1.0|68045bff-36b1-4feb-94eb-cd8260477d28|INCOMPLETE STATUSES|1.0|
3319|Awaiting New Unordered Item Review|1.0|565b1a45-af87-4fc6-b3f1-40c7bae87141|INCOMPLETE STATUSES|2.0|
3319|Awaiting Purchasing Approval|1.0|7974e3a1-fad0-46ba-9ca1-898da58b2c8f|INCOMPLETE STATUSES|3.0|
3319|Awaiting Tax Approval|1.0|1979eef8-932f-4208-86d2-51339d919ea1|INCOMPLETE STATUSES|7.0|
3319|Cancelled|1.0|9bf85ad8-50db-4b77-b3a0-5427fa6b5592|COMPLETE STATUSES|17.0|
3319|Cancelled Change|1.0|3edaf59c-d18f-4163-a1b2-6bf0c96b259b|COMPLETE STATUSES|18.0|
3319|Change in Process|1.0|bd926873-f9ee-4c53-bcfb-d92eafd94931|COMPLETE STATUSES|19.0|
3319|Closed|1.0|b7e898fc-8dbd-49f9-b50a-56073b623d08|COMPLETE STATUSES|20.0|
3319|Disapproved Budget|1.0|11decbbd-587f-4bae-ab98-2957aa8c170f|COMPLETE STATUSES|21.0|
3319|Disapproved C and G|1.0|75bd08ff-d83c-411f-8e60-30ccb3441d93|COMPLETE STATUSES|22.0|
3319|Disapproved Change|1.0|ea47d406-73b0-48c8-9e10-eb2a447f6fb0|COMPLETE STATUSES|23.0|
3319|Disapproved Commodity Code|1.0|331911be-2e84-418f-85bc-365f79680e01|COMPLETE STATUSES|24.0|
3319|Disapproved Purchasing|1.0|40bbdf9c-3453-42b8-a5b2-dff1799ed189|COMPLETE STATUSES|25.0|
3319|Disapproved Tax|1.0|0d1f54a3-b8cb-4dc2-93cd-b28e2140b62c|COMPLETE STATUSES|26.0|
3319|Error occurred sending cxml|1.0|25a63048-79dd-4a49-841e-59e0032d2561|INCOMPLETE STATUSES|8.0|
3319|Error occurred sending fax|1.0|981d77ad-d0bb-48d2-925f-5e8fb84ab23d|INCOMPLETE STATUSES|9.0|
3319|In Process|1.0|a30e6f39-a12f-45b2-ad32-e1bb97feaf32|INCOMPLETE STATUSES|0.0|
3319|Open|1.0|cff10e35-50b3-4ac2-a9d7-98b8cd683666|COMPLETE STATUSES|27.0|
3319|Out for Quote|1.0|8c54ee52-4e16-41a0-982b-3bb6ca52a563|INCOMPLETE STATUSES|10.0|
3319|Payment Hold|1.0|75b59e6d-3abc-43c9-bddb-2d43135176c6|INCOMPLETE STATUSES|11.0|
3319|Pending Amendment|1.0|fefbecff-f6e6-45df-b59e-0e0fe1eba9eb|COMPLETE STATUSES|28.0|
3319|Pending Close|1.0|9e635d91-77e3-4d49-b07b-123de1eda5a4|COMPLETE STATUSES|29.0|
3319|Pending Fax|1.0|fd3270fc-5c24-42dc-97fc-96cd974d9d33|INCOMPLETE STATUSES|12.0|
3319|Pending Payment Hold|1.0|0960e872-ada3-4957-b65e-d616927fe48e|COMPLETE STATUSES|30.0|
3319|Pending Print|1.0|787b6b48-e702-40a1-86a1-5f4f134c34a6|INCOMPLETE STATUSES|13.0|
3319|Pending Remove Hold|1.0|a3061a71-5359-482e-b3d6-9469b52a19ef|COMPLETE STATUSES|31.0|
3319|Pending Reopen|1.0|aa146f91-22c4-4c06-9187-0e3661a1ff37|COMPLETE STATUSES|32.0|
3319|Pending Retransmit|1.0|8d4e22d1-e034-4fc9-acf6-d72d3dda34ab|COMPLETE STATUSES|33.0|
3319|Pending Void|1.0|e940ac3e-f90d-4a4d-a7e9-05bd6d1ef800|COMPLETE STATUSES|34.0|
3319|Pending cxml|1.0|822c42e7-ad11-49f3-9788-9021e7d04e71|INCOMPLETE STATUSES|14.0|
3319|Retired Version|1.0|361832e3-7272-430c-bd37-dbb504d3c7c4|COMPLETE STATUSES|35.0|
3319|Void|1.0|a15a3452-b24c-434f-a6f8-87bc6c2988ef|COMPLETE STATUSES|36.0|
3319|Waiting for Department|1.0|d436e960-6651-4965-87e7-b8e951474d23|INCOMPLETE STATUSES|15.0|
3319|Waiting for Vendor|1.0|85b8884c-0679-49b8-ae92-4000f8a5270d|INCOMPLETE STATUSES|16.0|
3320|Awaiting Budget Approval|1.0|d5c9218a-4f57-4679-a281-f02969316ade|INCOMPLETE STATUSES|6.0|
3320|Awaiting C and G Approval|1.0|55cdbd88-4982-45e2-89a6-c1b268b445bb|INCOMPLETE STATUSES|5.0|
3320|Awaiting Commodity Code Approval|1.0|8679b30c-a716-4a58-bc8f-d5465272e68d|INCOMPLETE STATUSES|4.0|
3320|Awaiting Fiscal Officer Review|1.0|3212cae1-e499-4917-8eb0-8d9c20059945|INCOMPLETE STATUSES|1.0|
3320|Awaiting New Unordered Item Review|1.0|eb171d78-f2e2-431a-91d7-3d59b8b1b480|INCOMPLETE STATUSES|2.0|
3320|Awaiting Purchasing Approval|1.0|42d2dbee-c37e-4ea2-b2f1-1f1293fb4843|INCOMPLETE STATUSES|3.0|
3320|Awaiting Tax Approval|1.0|b9e9f77b-f1f3-4a32-8afb-d4121f46e334|INCOMPLETE STATUSES|7.0|
3320|Cancelled|1.0|beaa01ff-c8b8-4f15-a30c-6b537a87742d|COMPLETE STATUSES|17.0|
3320|Cancelled Change|1.0|7416b620-22ab-4726-8265-f1f56ee38658|COMPLETE STATUSES|18.0|
3320|Change in Process|1.0|2730b63c-9163-444f-9894-22da83bee5ba|COMPLETE STATUSES|19.0|
3320|Closed|1.0|e08fca2b-bbb0-4fee-9ff9-4f87a3d08a14|COMPLETE STATUSES|20.0|
3320|Disapproved Budget|1.0|6b2a08a4-83a1-4f0e-9f04-3560440849a8|COMPLETE STATUSES|21.0|
3320|Disapproved C and G|1.0|b426bf8b-9df9-4780-9864-711075a9d259|COMPLETE STATUSES|22.0|
3320|Disapproved Change|1.0|d7f37a5b-4d57-43d9-882e-2280f4e771ce|COMPLETE STATUSES|23.0|
3320|Disapproved Commodity Code|1.0|e89590ec-9b28-493e-a60b-bdacf75ebb94|COMPLETE STATUSES|24.0|
3320|Disapproved Purchasing|1.0|c6e73ebf-a533-47fb-9fe1-eea31bdce59a|COMPLETE STATUSES|25.0|
3320|Disapproved Tax|1.0|049bc97a-fa64-436f-9d5f-cbd9b8706337|COMPLETE STATUSES|26.0|
3320|Error occurred sending cxml|1.0|dd75ab8d-43c5-4075-a951-57b19c9ce41f|INCOMPLETE STATUSES|8.0|
3320|Error occurred sending fax|1.0|e20d93f4-67c3-47c8-b402-3ae2f0172ebc|INCOMPLETE STATUSES|9.0|
3320|In Process|1.0|50ae462c-e405-444b-9447-f603ea95c131|INCOMPLETE STATUSES|0.0|
3320|Open|1.0|b80f9568-cf08-499d-b909-31d9229fe281|COMPLETE STATUSES|27.0|
3320|Out for Quote|1.0|2d4cef04-5748-4d93-a64a-b1e06623067e|INCOMPLETE STATUSES|10.0|
3320|Payment Hold|1.0|ae4fdf49-2f9d-4f94-816b-0e7c34a8dbbc|INCOMPLETE STATUSES|11.0|
3320|Pending Amendment|1.0|0d528371-581a-4fd6-b2ec-a0c724e63179|COMPLETE STATUSES|28.0|
3320|Pending Close|1.0|a6f0b318-e026-4794-9a62-79ca8716402b|COMPLETE STATUSES|29.0|
3320|Pending Fax|1.0|b754c473-c392-432f-ae74-9a849946cf8a|INCOMPLETE STATUSES|12.0|
3320|Pending Payment Hold|1.0|cef95639-8b1c-48fe-811d-ba896eb0f5d8|COMPLETE STATUSES|30.0|
3320|Pending Print|1.0|8e183716-16ce-42d4-b904-c2d991e269b3|INCOMPLETE STATUSES|13.0|
3320|Pending Remove Hold|1.0|610ddde0-bbfa-4be6-bc89-7a402e75671c|COMPLETE STATUSES|31.0|
3320|Pending Reopen|1.0|8868d119-d85b-4e1e-9d86-96cd1ad9f2ad|COMPLETE STATUSES|32.0|
3320|Pending Retransmit|1.0|d5b21b74-c548-4e9d-a47c-5991d5ffecfb|COMPLETE STATUSES|33.0|
3320|Pending Void|1.0|616574ba-b194-45b6-9644-98fad470e26f|COMPLETE STATUSES|34.0|
3320|Pending cxml|1.0|e5a7396b-187c-4676-9cec-c559dc62b0b4|INCOMPLETE STATUSES|14.0|
3320|Retired Version|1.0|9235384f-f2cf-4329-a82a-edaf4f33ba2d|COMPLETE STATUSES|35.0|
3320|Void|1.0|b6f952a5-978f-4a33-afc9-f790817c9c89|COMPLETE STATUSES|36.0|
3320|Waiting for Department|1.0|5a182a5a-7038-4a7a-a15d-8cc68e27ea02|INCOMPLETE STATUSES|15.0|
3320|Waiting for Vendor|1.0|a76d3dbe-58b7-4ab9-8118-613c73f03c80|INCOMPLETE STATUSES|16.0|
3321|Awaiting Budget Approval|1.0|f0253a6f-e6f4-4c29-b894-4e57f85553b4|INCOMPLETE STATUSES|6.0|
3321|Awaiting C and G Approval|1.0|9eae1ff1-b397-4d30-a24c-22f290fdab38|INCOMPLETE STATUSES|5.0|
3321|Awaiting Commodity Code Approval|1.0|d29798b1-4a48-4d3c-b2e3-70791d8b2023|INCOMPLETE STATUSES|4.0|
3321|Awaiting Fiscal Officer Review|1.0|d0bc7ee3-5e70-4851-96ab-4050cafd0164|INCOMPLETE STATUSES|1.0|
3321|Awaiting New Unordered Item Review|1.0|534efc23-c8b4-4b04-b32e-bbce17eb189a|INCOMPLETE STATUSES|2.0|
3321|Awaiting Purchasing Approval|1.0|75aac244-0575-4845-ab8c-f48100c0af16|INCOMPLETE STATUSES|3.0|
3321|Awaiting Tax Approval|1.0|901d0afb-7ff8-4699-9dc2-eebc3740c91c|INCOMPLETE STATUSES|7.0|
3321|Cancelled|1.0|3cca2cf0-c5e6-434c-a8db-aa90f67b108a|COMPLETE STATUSES|17.0|
3321|Cancelled Change|1.0|90682070-e5e6-4e9a-9132-4e4b9ffbc055|COMPLETE STATUSES|18.0|
3321|Change in Process|1.0|674d2c1e-fb14-47ab-9bed-f1e0e674d161|COMPLETE STATUSES|19.0|
3321|Closed|1.0|e2cb562f-c163-4759-a3ac-7d7a807af7f7|COMPLETE STATUSES|20.0|
3321|Disapproved Budget|1.0|63363091-7e0d-46fe-b2d1-d2c4c3fe081b|COMPLETE STATUSES|21.0|
3321|Disapproved C and G|1.0|c554a68c-1e73-4eff-a8d7-ffe0a1216672|COMPLETE STATUSES|22.0|
3321|Disapproved Change|1.0|86276fc7-6d79-40d3-a4e3-39abab42cc7b|COMPLETE STATUSES|23.0|
3321|Disapproved Commodity Code|1.0|4b99b0b6-02e7-42ce-81c3-18fd9d2b1da3|COMPLETE STATUSES|24.0|
3321|Disapproved Purchasing|1.0|c1318b0a-3078-4bad-b51b-e09be08d01d3|COMPLETE STATUSES|25.0|
3321|Disapproved Tax|1.0|41b9e5de-c47d-4bfd-bda0-fe4ba4d5e215|COMPLETE STATUSES|26.0|
3321|Error occurred sending cxml|1.0|da37aeb1-5b77-4c13-b75a-4adc124d5740|INCOMPLETE STATUSES|8.0|
3321|Error occurred sending fax|1.0|80395766-eae7-483e-8837-815f171ca5ba|INCOMPLETE STATUSES|9.0|
3321|In Process|1.0|f7b8b6a7-7a15-4d8d-9bd5-3f3a558a75c6|INCOMPLETE STATUSES|0.0|
3321|Open|1.0|9a672d39-f902-4a98-810c-7526d93cb574|COMPLETE STATUSES|27.0|
3321|Out for Quote|1.0|88962f1b-b7a9-41bf-bbd0-851472015e65|INCOMPLETE STATUSES|10.0|
3321|Payment Hold|1.0|08d4e598-bad1-4b29-9625-cbfca3230560|INCOMPLETE STATUSES|11.0|
3321|Pending Amendment|1.0|1c7d6d43-2154-41e5-a531-f85827b8a6a1|COMPLETE STATUSES|28.0|
3321|Pending Close|1.0|2ce57417-a336-429d-95d8-e316addb1dda|COMPLETE STATUSES|29.0|
3321|Pending Fax|1.0|76ccf450-763e-4ddc-b091-7c3b7ee85201|INCOMPLETE STATUSES|12.0|
