cgprpsl_nbr|obj_id|ver_nbr|cgawd_beg_dt|cgawd_end_dt|cgawd_tot_amt|cgawd_addendum_nbr|cgawd_aloc_ucs_amt|cg_agency_awd_nbr|cg_fedpt_fnd_amt|cgawd_entry_dt|cg_agency_fut1_amt|cg_agency_fut2_amt|cg_agency_fut3_amt|cgawd_doc_nbr|cgawd_lst_updt_dt|cg_fedpt_ind|cg_old_prpsl_nbr|cgawd_drct_cst_amt|cgawd_indr_cst_amt|cg_fed_fnded_amt|cgawd_create_ts|cgawd_closing_dt|cgprpsl_awd_typ_cd|cgawd_stat_cd|cg_ltrcr_fndgrp_cd|cg_grant_desc_cd|cg_agency_nbr|cg_fedpt_agncy_nbr|cg_agncy_analst_nm|cg_analyst_phn_nbr|cgawd_proj_ttl|cgawd_purpose_cd|row_actv_ind|bill_freq_cd|excl_frm_inv_ind|addl_frms_req_ind|addl_frms_desc|instrmnt_typ_cd|min_inv_amt|cg_ltrcr_fnd_cd|auto_approve_ind|funding_exp_dt|inv_opt_cd|excl_frm_inv_reason_txt|state_trnsfr_ind|cmpgn_id|stop_wrk_ind|stop_wrk_reason_txt|
458.0|12CF4661C830EFE6E043814FD881EFE6|1.0|19700601000000|19710915000000|96494.0| |0.0| |0.0|19700425000000|0.0|0.0|0.0| |20000101000000|N|90550-00|96494.0|0.0|0.0||19930311000000|N|R||G|12100|| | |Programmed Tutoring to Compare Teach-Test and Discovery Methods for Teaching Beginning Reading|C|Y||||||||||||||Y||
468.0|12CF4661C831EFE6E043814FD881EFE6|1.0|19700101000000|19701231000000|11481.0| |0.0|R01 MH 11470-05 1270|0.0|19700128000000|0.0|0.0|0.0|0CR1MH41457A|20000101000000|N|90574-00|7716.0|3765.0|0.0||19930311000000|C|A||G|12851|| | |Sources and Effects of Incentive Preferences|C|Y||||||||||||||Y||
510.0|12CF4661C832EFE6E043814FD881EFE6|1.0|19700101000000|19701231000000|22151.0| |0.0|R01 MH 10852-06 1271|0.0|19691231000000|0.0|0.0|0.0|08T2NS07134B|20000101000000|N|90609-00|15480.0|6671.0|0.0||19930311000000|C|A||G|12851|| | |Effects of Lemniscal Lesions on Evoked Responses|C|Y||||||||||||||Y||
550.0|12CF4661C833EFE6E043814FD881EFE6|1.0|19700101000000|19721231000000|130659.0| |0.0| |0.0|19700415000000|0.0|0.0|0.0| |19931001000000|N|90690-00|130659.0|0.0|0.0||19930311000000|N|R||G|18500|| | |Judgements of Apparent Velocity|C|Y||||||||||||||Y||
569.0|12CF4661C834EFE6E043814FD881EFE6|1.0|19700701000000|19710630000000|102169.0| |0.0|T01 MH 5425-22 0671|0.0|19700521000000|0.0|0.0|0.0|08R1NS09783F|20000101000000|N|90679-00|95670.0|6499.0|0.0||19930311000000|C|A||G|12851|| | |Training Grant in Clinical Psychology|A|Y||||||||||||||Y||
591.0|12CF4661C835EFE6E043814FD881EFE6|1.0|19700201000000|19710131000000|100022.0| |0.0|P01 MH 14658-03 0171|0.0|19700128000000|0.0|0.0|0.0|0CT2MH17146A|20000101000000|N|90701-00|75245.0|24777.0|0.0||19930311000000|C|A||G|12851|| | |Program in Biochemical Correlates of Behavior|C|Y||||||||||||||Y||
607.0|12CF4661C836EFE6E043814FD881EFE6|1.0|19681101000000|19711031000000|35100.0| |0.0|GB 8232X-1|0.0|19700402000000|0.0|0.0|0.0| |20000101000000|N|00917-00|23602.0|11498.0|0.0||19930311000000|E|A||G|18500|| | |Psychophysical Studies of Color Vision|C|Y||||||||||||||Y||
667.0|12CF4661C837EFE6E043814FD881EFE6|1.0|19700401000000|19710331000000|7842.0| |0.0|R01 MH 16046-02 0372|0.0|19700324000000|0.0|0.0|0.0|0CT2MH17146A|20000101000000|N|90774-00|5590.0|2252.0|0.0||19930311000000|C|A||G|12851|| | |Variables Affecting Efficacy of Ics Reinforcement|C|Y||||||||||||||Y||
702.0|12CF4661C838EFE6E043814FD881EFE6|1.0|19710701000000|19720630000000|102169.0| |0.0|T01 MH 5425-23 0676|0.0|19710628000000|0.0|0.0|0.0|0CF2MH09357A|20000101000000|N|00033-00|95670.0|6499.0|0.0||19930311000000|E|A||G|12851|| | |Clinical Psychology|A|Y||||||||||||||Y||
817.0|12CF4661C839EFE6E043814FD881EFE6|1.0|19700701000000|19710630000000|16025.0| |0.0|T01 MH 11219-02 0673|0.0|19700611000000|0.0|0.0|0.0| |20000101000000|N|00139-00|15000.0|1025.0|0.0||19930311000000|E|A||G|12851|| | |Mathematical Psychology|A|Y||||||||||||||Y||
822.0|12CF4661C83AEFE6E043814FD881EFE6|1.0|19700501000000|19700915000000|15756.0| |0.0|INDPLS PUBLIC SCHOOLS|0.0|19700716000000|0.0|0.0|0.0| |20000101000000|N|00153-00|10745.0|5011.0|0.0||19930311000000|N|A||N|40700|| | |Development and Material for Beginning Mathematicstutorial Project|A|Y||||||||||||||Y||
914.0|12CF4661C83BEFE6E043814FD881EFE6|1.0|19700901000000|19710831000000|48306.0| |0.0|R01 MH19300-01 0873|0.0|19700908000000|0.0|0.0|0.0|0CR1MH37892A|20000101000000|N|00231-00|33909.0|14397.0|0.0||19930311000000|N|A||G|12851|| | |Generalization Gradients and Discrimination Learning|C|Y||||||||||||||Y||
927.0|12CF4661C83CEFE6E043814FD881EFE6|1.0|19710101000000|19741231000000|26661.0| |0.0| |0.0|19700520000000|0.0|0.0|0.0| |20000101000000|N|00274-00|26661.0|0.0|0.0||19930311000000|N|R||G|12500|| | |Peripheral Factors Regulating Food and Fluid Intake|C|Y||||||||||||||Y||
941.0|12CF4661C83DEFE6E043814FD881EFE6|1.0|19700901000000|19730831000000|83234.0| |0.0| |0.0|19700520000000|0.0|0.0|0.0| |20000101000000|N|00249-00|83234.0|0.0|0.0||19930311000000|N|R||G|18500|| | |Micro and Macrobehavioral Regulation of Ingestion|C|Y||||||||||||||Y||
980.0|12CF4661C83EEFE6E043814FD881EFE6|1.0|19700901000000|19720831000000|29950.0| |0.0| |0.0|19700625000000|0.0|0.0|0.0| |20000101000000|N|00266-00|25288.0|4662.0|0.0||19930311000000|N|R||G|18500|| | |Effects of Concession-Making Interpretation Conflict|C|Y||||||||||||||Y||
985.0|12CF4661C83FEFE6E043814FD881EFE6|1.0|19710201000000|19720131000000|71864.0| |3000.0|P01MH14658-04 0176|0.0|19710217000000|0.0|0.0|0.0|08R1NS12179C|20000101000000|N|00282-00|50756.0|21108.0|0.0||19930311000000|N|A||G|12851|| | |Program in Behavioral Pharmacology|C|Y||||||||||||||Y||
1043.0|12CF4661C840EFE6E043814FD881EFE6|1.0|19710101000000|19731231000000|70195.0| |0.0| |0.0|19700630000000|0.0|0.0|0.0| |20000101000000|N|00370-00|70195.0|0.0|0.0||19930311000000|N|R||G|12851|| | |Micro and Macrobehavioral Regulation of Ingestion|C|Y||||||||||||||Y||
1046.0|12CF4661C841EFE6E043814FD881EFE6|1.0|19670118000000|19710831000000|15000.0| |0.0|670-0054A|0.0|19700916000000|0.0|0.0|0.0| |20000101000000|N|00332-00|13250.0|1750.0|0.0||19930311000000|E|A||N|20280|| | |Development of Programmed Tutoring of Elementaryreading|A|Y||||||||||||||Y||
1072.0|12CF4661C842EFE6E043814FD881EFE6|1.0|19700630000000|19710630000000|30000.0| |0.0|OEG 4216-725 PL 90-35|0.0|19700630000000|0.0|0.0|0.0| |20000101000000|N|00341-00|27778.0|2222.0|0.0||19930311000000|N|A||G|12100|| | |Training Institute for Programed Tutoring in Beginning Reading|A|Y||||||||||||||Y||
1134.0|12CF4661C843EFE6E043814FD881EFE6|1.0|19710501000000|19720430000000|26168.0| |0.0|R01 NS 09750-01 0474|0.0|19710514000000|0.0|0.0|0.0|0CR1MH12717D|20000101000000|N|00419-00|19912.0|6256.0|0.0||19930311000000|N|A||G|12658|| | |Brain Damage in the Neonate|C|Y||||||||||||||Y||
1140.0|12CF4661C844EFE6E043814FD881EFE6|1.0|19700901000000|19710831000000|5300.0| |0.0|F01 MH 49533-01|0.0|19700909000000|0.0|0.0|0.0| |20000101000000|N|00867-00|5150.0|150.0|0.0||19930311000000|N|A||G|12851|| | |Predoctoral Fellowship for George R Potts|C|Y||||||||||||||Y||
1172.0|12CF4661C845EFE6E043814FD881EFE6|1.0|19700901000000|19710831000000|131155.0| |0.0|R01 MH 16817-02 0871|0.0|19700930000000|0.0|0.0|0.0| |20000101000000|N|00445-00|111413.0|19742.0|0.0||19930311000000|C|A||G|12851|| | |Cognitive Hierarachies|C|Y||||||||||||||Y||
1247.0|12CF4661C846EFE6E043814FD881EFE6|1.0|19700901000000|19720831000000|39728.0| |227.0|OFFICE OF GOVERNOR|0.0|19710308000000|0.0|0.0|0.0| |20000101000000|N|00506-00|39728.0|0.0|0.0||19930311000000|N|R||N|40100|| | |Leadership and Problem Solving for Community Oriented Groups|F|Y||||||||||||||Y||
1277.0|12CF4661C847EFE6E043814FD881EFE6|1.0|19700901000000|19710831000000|5100.0| |0.0|F01 MH 49580-01|0.0|19701106000000|0.0|0.0|0.0|0CR1MH28355D|20000101000000|N|00864-00|4950.0|150.0|0.0||19930311000000|N|A||G|12851|| | |Predoctoral Fellowship for Edward a Wasserman|C|Y||||||||||||||Y||
1290.0|12CF4661C848EFE6E043814FD881EFE6|1.0|19710106000000|19711031000000|5620.0| |0.0|GY 9075|0.0|19710203000000|0.0|0.0|0.0| |20000101000000|N|00540-00|5200.0|420.0|0.0||19930311000000|N|A||G|18500|| | |Undergraduate Research Participation|A|Y||||||||||||||Y||
1326.0|12CF4661C849EFE6E043814FD881EFE6|1.0|19710501000000|19720430000000|23485.0| |0.0|R01 NS 09783-01 0474|0.0|19710504000000|0.0|0.0|0.0| |20000101000000|N|00567-00|20671.0|2814.0|0.0||19930311000000|N|A||G|12658|| | |Parameters of Cutaneous Coding|C|Y||||||||||||||Y||
1356.0|12CF4661C84AEFE6E043814FD881EFE6|1.0|19710601000000|19720531000000|18695.0| |0.0|R01 HD 5693-01 0573|0.0|19710802000000|0.0|0.0|0.0|08R1HD22830A|20000101000000|N|00598-00|13827.0|4868.0|0.0||19930311000000|N|A||G|12636|| | |Development of Aggressive Behaviors|C|Y||||||||||||||Y||
1404.0|12CF4661C84BEFE6E043814FD881EFE6|1.0|19710101000000|19730131000000|23344.0| |0.0|R01 MH10852-07 0173|0.0|19701214000000|0.0|0.0|0.0|08R9NS24877A|20000101000000|N|00641-00|16319.0|7025.0|0.0||19930311000000|C|A||G|12851|| | |Effects of Lemniscal Lesions on Evoked Responses|C|Y||||||||||||||Y||
1412.0|12CF4661C84CEFE6E043814FD881EFE6|1.0|19710101000000|19711231000000|37916.0| |600.0|R01 MH 12717-05 1272|0.0|19710106000000|0.0|0.0|0.0| |20000101000000|N|00693-00|37916.0|0.0|0.0||19930311000000|C|A||G|12851|| | |Memory Storage and Retrievel|C|Y||||||||||||||Y||
1455.0|12CF4661C84DEFE6E043814FD881EFE6|1.0|19700901000000|19710630000000|25591.0| |0.0|INDIANAPOLIS PUBLIC SCHOOLS|0.0|19710524000000|0.0|0.0|0.0| |20000101000000|N|00689-00|18434.0|7157.0|0.0||19930311000000|E|A||N|40700|| | |Programmed Tutoring in Beginning Mathematics|A|Y||||||||||||||Y||
1475.0|12CF4661C84EEFE6E043814FD881EFE6|1.0|19710601000000|19720831000000|88632.0| |0.0| |0.0|19720303000000|0.0|0.0|0.0| |20000101000000|N|00710-00|61857.0|26775.0|0.0||19930311000000|N|W||G|12100|| | |Programed Tutoring-Developmental Research|C|Y||||||||||||||Y||
1510.0|12CF4661C84FEFE6E043814FD881EFE6|1.0|19710901000000|19720831000000|83143.0| |0.0|R01 MH 16817-03|0.0|19710928000000|0.0|0.0|0.0| |20000101000000|N|00746-00|67351.0|15792.0|0.0||19930311000000|E|A||G|12851|| | |Cognitive Hierarchies|C|Y||||||||||||||Y||
1523.0|12CF4661C850EFE6E043814FD881EFE6|1.0|19710701000000|19720630000000|16025.0| |0.0|T01 MH 11219-03 0673|0.0|19710525000000|0.0|0.0|0.0|0CR7MH38832B|20000101000000|N|00761-00|15000.0|1025.0|0.0||19930311000000|C|A||G|12851|| | |Mathematical Psychology|A|Y||||||||||||||Y||
1641.0|12CF4661C851EFE6E043814FD881EFE6|1.0|19710401000000|19720731000000|67600.0| |0.0|GW6711|0.0|19710430000000|0.0|0.0|0.0| |20000101000000|N|01020-00|45420.0|22180.0|0.0||19930311000000|N|A||G|18500|| | |The Adapation of Programed Tutoring to Beginning Mathematics|A|Y||||||||||||||Y||
1671.0|12CF4661C852EFE6E043814FD881EFE6|1.0|19710401000000|19720531000000|7842.0| |0.0|R01 MH 16046-03|0.0|19710408000000|0.0|0.0|0.0|08R1HD21233A|20000101000000|N|90774-03|5590.0|2252.0|0.0||19930311000000|C|A||G|12851|| | |Variables Affecting Efficacy of Ics Reinforcement|C|Y||||||||||||||Y||
1701.0|12CF4661C853EFE6E043814FD881EFE6|1.0|19710701000000|19720630000000|36262.0| |0.0|OEG 4216-725 PL90-35|0.0|19710326000000|0.0|0.0|0.0| |20000101000000|N|00341-01|33576.0|2686.0|0.0||19930311000000|E|A||G|12100|| | |Training Institute for Programed Tutoring in Beginning Reading|A|Y||||||||||||||Y||
1717.0|12CF4661C854EFE6E043814FD881EFE6|1.0|19710601000000|19720930000000|15848.0| |0.0|OEG 0069-508 PL 89-10|0.0|19710629000000|0.0|0.0|0.0| |20000101000000|N|01084-00|11577.0|4271.0|0.0||19930311000000|N|A||G|12100|| | |Functions of Verbal Evaluations in Childrens Learning|F|Y||||||||||||||Y||
1947.0|12CF4661C855EFE6E043814FD881EFE6|1.0|19720201000000|19730831000000|2936.0| |0.0|R01 MH 10852-0751 0173|0.0|19720728000000|0.0|0.0|0.0|08R9NS24877A|20000101000000|N|01222-00|2041.0|895.0|0.0||19930311000000|E|A||G|12851|| | |Effects of Lemniscal Lesions on Evoked Responses|C|Y||||||||||||||Y||
1999.0|12CF4661C856EFE6E043814FD881EFE6|1.0|19710901000000|19720831000000|53655.0| |0.0|R01 MH 19300-02 0873|0.0|19710928000000|0.0|0.0|0.0| |20000101000000|N|00231-02|36161.0|17494.0|0.0||19930311000000|C|A||G|12851|| | |Generalization Gradients and Discrimination Learning|C|Y||||||||||||||Y||
2096.0|12CF4661C857EFE6E043814FD881EFE6|1.0|19710901000000|19720831000000|14470.0| |200.0|R01 MH 18910-02 0873|0.0|19711109000000|0.0|0.0|0.0| |20000101000000|N|00069-02|9840.0|4630.0|0.0||19930311000000|C|A||G|12851|| | |Concession-Making and Conflict Resolution|C|Y||||||||||||||Y||
2109.0|12CF4661C858EFE6E043814FD881EFE6|1.0|19710701000000|19720831000000|20037.0| |0.0|INDPLS PUBLIC SCHOOLS|0.0|19710923000000|0.0|0.0|0.0| |20000101000000|N|01354-00|14000.0|6037.0|0.0||19930311000000|N|A||N|40700|| | |Reading Tutorial Project Proposal|A|Y||||||||||||||Y||
2114.0|12CF4661C859EFE6E043814FD881EFE6|1.0|19710701000000|19720831000000|20037.0| |0.0|INDPLS PUBLIC SCHOOLS|0.0|19710923000000|0.0|0.0|0.0| |20000101000000|N|01359-00|14000.0|6037.0|0.0||19930311000000|N|A||N|40700|| | |Mathematics Tutorial Project Proposal|A|Y||||||||||||||Y||
2242.0|12CF4661C85AEFE6E043814FD881EFE6|1.0|19720601000000|19730531000000|28999.0| |0.0|R01MH16046-04|0.0|19720414000000|0.0|0.0|0.0| |20000101000000|N|01445-00|19483.0|9516.0|0.0||19930311000000|E|R||G|12851|| | |Variables Affecting Efficacy of Ics Reinforcement|C|Y||||||||||||||Y||
2283.0|12CF4661C85BEFE6E043814FD881EFE6|1.0|19710901000000|19720831000000|7294.0| |600.0| |0.0|19711007000000|0.0|0.0|0.0| |20000101000000|N|01480-00|7294.0|0.0|0.0||19930311000000|N|R||N|20780|| | |Study of Intersensory Associative Processes as a Function of Modality Preferences|C|Y||||||||||||||Y||
2296.0|12CF4661C85CEFE6E043814FD881EFE6|1.0|19710701000000|19720630000000|5300.0| |0.0|F01 MH 51274-01|0.0|19711002000000|0.0|0.0|0.0| |20000101000000|N|01543-00|5150.0|150.0|0.0||19930311000000|N|A||G|12851|| | |Predoctoral Fellowship for Scott Paris|C|Y||||||||||||||Y||
2355.0|12CF4661C85DEFE6E043814FD881EFE6|1.0|19710901000000|19720331000000|4484.0| |0.0|F01 MH 49580-02|0.0|19711105000000|0.0|0.0|0.0|0CR1MH28355D|20000101000000|N|00864-02|4334.0|150.0|0.0||19930311000000|E|A||G|12851|| | |Predoctoral Fellowship for Edward Wasserman|C|Y||||||||||||||Y||
2483.0|12CF4661C85EEFE6E043814FD881EFE6|1.0|19720201000000|19730131000000|76901.0| |4300.0|P01 MH 14658-05 0176|0.0|19720223000000|0.0|0.0|0.0| |20000101000000|N|00282-05|53766.0|23135.0|0.0||19930311000000|C|A||G|12851|| | |Program in Behavioral Pharmacology|C|Y||||||||||||||Y||
2491.0|12CF4661C85FEFE6E043814FD881EFE6|1.0|19720101000000|19721231000000|44781.0| |400.0|R01 MH 12717-06 1272|0.0|19720118000000|0.0|0.0|0.0| |20000101000000|N|00693-06|30794.0|13987.0|0.0||19930311000000|C|A||G|12851|| | |Memory Storage and Retrieval|C|Y||||||||||||||Y||
2494.0|12CF4661C860EFE6E043814FD881EFE6|1.0|19720701000000|19730630000000|98646.0| |0.0|T01 MH 5425-24 0676|0.0|19720529000000|0.0|0.0|0.0| |20000101000000|N|00033-24|92408.0|6238.0|0.0||19930311000000|C|A||G|12851|| | |Clinical Psychology Training Grant|A|Y||||||||||||||Y||
2622.0|12CF4661C861EFE6E043814FD881EFE6|1.0|19720901000000|19730831000000|76517.0| |0.0|R01 MH16817-04|0.0|19720926000000|0.0|0.0|0.0|08T2NS07134B|20000101000000|N|01744-00|59729.0|16788.0|0.0||19930311000000|E|A||G|12851|| | |Cognitive Hierarchies|C|Y||||||||||||||Y||
2771.0|12CF4661C862EFE6E043814FD881EFE6|1.0|19730601000000|19740930000000|6498.0| |30.0|R03 DA00515-01 0574|0.0|19730702000000|0.0|0.0|0.0| |20000101000000|N|01871-00|4998.0|1500.0|0.0||19930311000000|N|A||G|12853|| | |Voluntary Intake and Behavioral Effects of Amphetamine in Rats|C|Y||||||||||||||Y||
2806.0|12CF4661C863EFE6E043814FD881EFE6|1.0|19720701000000|19740630000000|15282.0| |0.0|T01 MH 11219-04 0673|0.0|19720728000000|0.0|0.0|0.0| |20000101000000|N|00761-04|14994.0|288.0|0.0||19930311000000|C|A||G|12851|| | |Training Program in Mathematical Psychology|A|Y||||||||||||||Y||
2812.0|12CF4661C864EFE6E043814FD881EFE6|1.0|19720501000000|19730430000000|19395.0| |0.0|R01 NS 9783-02 0474|0.0|19720426000000|0.0|0.0|0.0|08R1NS20131A|20000101000000|N|00567-02|13925.0|5470.0|0.0||19930311000000|C|A||G|12658|| | |Parameters of Cutaneous Coding|C|Y||||||||||||||Y||
2813.0|12CF4661C865EFE6E043814FD881EFE6|1.0|19720501000000|19730430000000|22010.0| |0.0|R01 NS 9750-02 0474|0.0|19720421000000|0.0|0.0|0.0|08R1NS12179C|20000101000000|N|00419-02|15196.0|6814.0|0.0||19930311000000|C|A||G|12658|| | |Brain Damage in the Neo-Nate|C|Y||||||||||||||Y||
2823.0|12CF4661C866EFE6E043814FD881EFE6|1.0|19721101000000|19750430000000|32000.0| |250.0|GB36209|0.0|19721106000000|0.0|0.0|0.0| |20000101000000|N|01904-00|24315.0|7685.0|0.0||19930311000000|N|A||G|18500|| | |Response Deprivation and Reinforcement|C|Y||||||||||||||Y||
2940.0|12CF4661C867EFE6E043814FD881EFE6|1.0|19720601000000|19730831000000|20147.0| |0.0|R01 HD 05693-02 0573|0.0|19720613000000|0.0|0.0|0.0| |20000101000000|N|00598-02|13940.0|6207.0|0.0||19930311000000|C|A||G|12636|| | |Development of Aggressive Behaviors|C|Y||||||||||||||Y||
2993.0|12CF4661C868EFE6E043814FD881EFE6|1.0|19720401000000|19730531000000|33400.0| |0.0|GW 6711|0.0|19720606000000|0.0|0.0|0.0| |20000101000000|N|02115-00|22164.0|11236.0|0.0||19930311000000|N|A||G|18500|| | |Adaptation of Programed Tutoring to Beginning Mathematics|A|Y||||||||||||||Y||
3032.0|12CF4661C869EFE6E043814FD881EFE6|1.0|19720601000000|19730831000000|3025.0| |0.0| |0.0|19740214000000|0.0|0.0|0.0| |20000101000000|N|90774-04|3025.0|0.0|0.0||19930311000000|E|W||G|12851|| | |Variables Affecting Efficacy of Ics Reinforcement|C|Y||||||||||||||Y||
3069.0|12CF4661C86AEFE6E043814FD881EFE6|1.0|19710901000000|19720831000000|4050.0| |0.0|R01 MH 16817-03|0.0|19720606000000|0.0|0.0|0.0| |20000101000000|N|00746-30|4050.0|0.0|0.0||19930311000000|E|A||G|12851|| | |Cognitive Hierarchies|C|Y||||||||||||||Y||
3090.0|12CF4661C86BEFE6E043814FD881EFE6|1.0|19720901000000|19730831000000|56174.0| |0.0|R01 MH 19300-03 0873|0.0|19720911000000|0.0|0.0|0.0|0CT2MH17146A|20000101000000|N|00231-03|37827.0|18347.0|0.0||19930311000000|C|A||G|12851|| | |Generalization Gradients and Discrimination Learning|C|Y||||||||||||||Y||
3098.0|12CF4661C86CEFE6E043814FD881EFE6|1.0|19740601000000|19761231000000|33728.0| |1500.0|R01 MH 23563-01 0575|0.0|19740615000000|0.0|0.0|0.0|08R1HD21233A|20000101000000|N|02202-00|26000.0|7728.0|0.0||19930311000000|N|A||G|12851|| | |Multiple-Cue Probability Learning and Judgement|C|Y||||||||||||||Y||
3135.0|12CF4661C86DEFE6E043814FD881EFE6|1.0|19730501000000|19740430000000|37856.0| |0.0|R01 MH 12717-07 0477|0.0|19730405000000|0.0|0.0|0.0| |20000101000000|N|02212-00|25000.0|12856.0|0.0||19930311000000|N|A||G|12851|| | |Information Processing and Retrieval|C|Y||||||||||||||Y||
3155.0|12CF4661C86EEFE6E043814FD881EFE6|1.0|19720901000000|19750831000000|266000.0| |3000.0| |0.0|19731011000000|0.0|0.0|0.0| |20000101000000|N|02247-00|175500.0|90500.0|0.0||19930311000000|E|W||G|18500|| | |Studies in Visual Psychophysics|C|Y||||||||||||||Y||
3193.0|12CF4661C86FEFE6E043814FD881EFE6|1.0|19720901000000|19731231000000|15468.0| |0.0|R01 MH 18910-03 0873|0.0|19720911000000|0.0|0.0|0.0|0CT2MH17146A|20000101000000|N|00069-03|10050.0|5418.0|0.0||19930311000000|C|A||G|12851|| | |Concession-Making and Conflict Resolution|C|Y||||||||||||||Y||
3210.0|12CF4661C870EFE6E043814FD881EFE6|1.0|19720901000000|19730831000000|25286.0| |0.0|INDPLS PUBLIC SCHOOLS|0.0|19730104000000|0.0|0.0|0.0| |20000101000000|N|02287-00|16741.0|8545.0|0.0||19930311000000|E|A||N|40700|| | |Reading Tutorial Project Proposal|C|Y||||||||||||||Y||
3211.0|12CF4661C871EFE6E043814FD881EFE6|1.0|19720901000000|19730831000000|23724.0| |0.0|INDPLS PUBLIC SCHOOLS|0.0|19730104000000|0.0|0.0|0.0| |20000101000000|N|02288-00|15765.0|7959.0|0.0||19930311000000|E|A||N|40700|| | |Mathematics Tutorial Project Proposal|C|Y||||||||||||||Y||
