attr_data_id|obj_id|ver_nbr|rsp_id|kim_typ_id|kim_attr_defn_id|attr_val|
10062|KFS-TEM-RSP-ATTR-DATA-062|1.0|10015|7|41|FALSE|
10063|KFS-TEM-RSP-ATTR-DATA-063|1.0|10015|7|40|FALSE|
10064|KFS-TEM-RSP-ATTR-DATA-064|1.0|10016|7|16|DivisionReviewer|
10065|KFS-TEM-RSP-ATTR-DATA-065|1.0|10016|7|13|TR|
10066|KFS-TEM-RSP-ATTR-DATA-066|1.0|10016|7|41|FALSE|
10067|KFS-TEM-RSP-ATTR-DATA-067|1.0|10016|7|40|FALSE|
10068|KFS-TEM-RSP-ATTR-DATA-068|1.0|10017|7|16|Tax|
10069|KFS-TEM-RSP-ATTR-DATA-069|1.0|10017|7|13|TR|
10070|KFS-TEM-RSP-ATTR-DATA-070|1.0|10017|7|41|FALSE|
10071|KFS-TEM-RSP-ATTR-DATA-071|1.0|10017|7|40|FALSE|
10072|KFS-TEM-RSP-ATTR-DATA-072|1.0|10018|7|16|InternationalTravelReviewer|
10073|KFS-TEM-RSP-ATTR-DATA-073|1.0|10018|7|13|TR|
10074|KFS-TEM-RSP-ATTR-DATA-074|1.0|10018|7|41|FALSE|
10075|KFS-TEM-RSP-ATTR-DATA-075|1.0|10018|7|40|FALSE|
10076|KFS-TEM-RSP-ATTR-DATA-076|1.0|10019|7|16|APTravel|
10077|KFS-TEM-RSP-ATTR-DATA-077|1.0|10019|7|13|TR|
10078|KFS-TEM-RSP-ATTR-DATA-078|1.0|10019|7|41|FALSE|
10079|KFS-TEM-RSP-ATTR-DATA-079|1.0|10019|7|40|FALSE|
10080|KFS-TEM-RSP-ATTR-DATA-080|1.0|10020|7|16|SeparationOfDutiesReviewer|
10081|KFS-TEM-RSP-ATTR-DATA-081|1.0|10020|7|13|TR|
10082|KFS-TEM-RSP-ATTR-DATA-082|1.0|10020|7|41|FALSE|
10083|KFS-TEM-RSP-ATTR-DATA-083|1.0|10020|7|40|FALSE|
10084|KFS-TEM-RSP-ATTR-DATA-084|1.0|10021|7|16|TravelerReview|
10085|KFS-TEM-RSP-ATTR-DATA-085|1.0|10021|7|13|TA|
10086|KFS-TEM-RSP-ATTR-DATA-086|1.0|10021|7|41|FALSE|
10087|KFS-TEM-RSP-ATTR-DATA-087|1.0|10021|7|40|FALSE|
10088|KFS-TEM-RSP-ATTR-DATA-088|1.0|10022|7|16|TravelerReview|
10089|KFS-TEM-RSP-ATTR-DATA-089|1.0|10022|7|13|TTA|
10090|KFS-TEM-RSP-ATTR-DATA-090|1.0|10022|7|41|FALSE|
10091|KFS-TEM-RSP-ATTR-DATA-091|1.0|10022|7|40|FALSE|
10092|KFS-TEM-RSP-ATTR-DATA-092|1.0|10023|7|16|TravelManagerReview|
10093|KFS-TEM-RSP-ATTR-DATA-093|1.0|10023|7|13|CTAP|
10094|KFS-TEM-RSP-ATTR-DATA-094|1.0|10023|7|41|FALSE|
10095|KFS-TEM-RSP-ATTR-DATA-095|1.0|10023|7|40|FALSE|
10096|KFS-TEM-RSP-ATTR-DATA-096|1.0|10024|7|16|Account|
10097|KFS-TEM-RSP-ATTR-DATA-097|1.0|10024|7|13|CTAP|
10098|KFS-TEM-RSP-ATTR-DATA-098|1.0|10024|7|41|FALSE|
10099|KFS-TEM-RSP-ATTR-DATA-099|1.0|10024|7|40|FALSE|
10100|KFS-TEM-RSP-ATTR-DATA-100|1.0|10025|7|16|TravelManagerReview|
10101|KFS-TEM-RSP-ATTR-DATA-101|1.0|10025|7|13|CCAP|
10102|KFS-TEM-RSP-ATTR-DATA-102|1.0|10025|7|41|FALSE|
10103|KFS-TEM-RSP-ATTR-DATA-103|1.0|10025|7|40|FALSE|
10104|KFS-TEM-RSP-ATTR-DATA-104|1.0|10026|7|16|Account|
10105|KFS-TEM-RSP-ATTR-DATA-105|1.0|10026|7|13|CCAP|
10106|KFS-TEM-RSP-ATTR-DATA-106|1.0|10026|7|41|FALSE|
10107|KFS-TEM-RSP-ATTR-DATA-107|1.0|10026|7|40|FALSE|
10108|KFS-TEM-RSP-ATTR-DATA-108|1.0|10027|7|16|TravelerReview|
10109|KFS-TEM-RSP-ATTR-DATA-109|1.0|10027|7|13|ENT|
10110|KFS-TEM-RSP-ATTR-DATA-110|1.0|10027|7|41|FALSE|
10111|KFS-TEM-RSP-ATTR-DATA-111|1.0|10027|7|40|FALSE|
10112|KFS-TEM-RSP-ATTR-DATA-112|1.0|10028|7|16|TravelerReview|
10113|KFS-TEM-RSP-ATTR-DATA-113|1.0|10028|7|13|RELO|
10114|KFS-TEM-RSP-ATTR-DATA-114|1.0|10028|7|41|FALSE|
10115|KFS-TEM-RSP-ATTR-DATA-115|1.0|10028|7|40|FALSE|
10116|KFS-TEM-RSP-ATTR-DATA-116|1.0|10029|7|16|SeparationOfDutiesReviewer|
10117|KFS-TEM-RSP-ATTR-DATA-117|1.0|10029|7|13|ENT|
10118|KFS-TEM-RSP-ATTR-DATA-118|1.0|10029|7|41|FALSE|
10119|KFS-TEM-RSP-ATTR-DATA-119|1.0|10029|7|40|FALSE|
10120|KFS-TEM-RSP-ATTR-DATA-120|1.0|10030|7|16|SeparationOfDutiesReviewer|
10121|KFS-TEM-RSP-ATTR-DATA-121|1.0|10030|7|13|RELO|
10122|KFS-TEM-RSP-ATTR-DATA-122|1.0|10030|7|41|FALSE|
10123|KFS-TEM-RSP-ATTR-DATA-123|1.0|10030|7|40|FALSE|
10124|KFS-TEM-RSP-ATTR-DATA-124|1.0|10031|7|16|SpecialRequestReviewer|
10125|KFS-TEM-RSP-ATTR-DATA-125|1.0|10031|7|13|RELO|
10126|KFS-TEM-RSP-ATTR-DATA-126|1.0|10031|7|41|FALSE|
10127|KFS-TEM-RSP-ATTR-DATA-127|1.0|10031|7|40|FALSE|
KFS1|KFS1|1.0|10|7|16|ElectronicPayment|
KFS10|KFS10|1.0|12|7|13|KFS|
KFS11|KFS11|1.0|12|7|41|false|
KFS12|KFS12|1.0|12|7|40|true|
KFS125|KFS125|1.0|41|7|16|ProjectManagement|
KFS126|KFS126|1.0|41|7|13|ECD|
KFS127|KFS127|1.0|41|7|41|false|
KFS128|KFS128|1.0|41|7|40|false|
KFS137|KFS137|1.0|44|7|16|CashManagement|
KFS138|KFS138|1.0|44|7|13|CR|
KFS139|KFS139|1.0|44|7|41|false|
KFS140|KFS140|1.0|44|7|40|true|
KFS145|KFS145|1.0|46|7|16|Campus|
KFS146|KFS146|1.0|46|7|13|DV|
KFS147|KFS147|1.0|46|7|41|false|
KFS148|KFS148|1.0|46|7|40|false|
KFS153|KFS153|1.0|48|7|16|Purchasing|
KFS154|KFS154|1.0|48|7|13|DV|
KFS155|KFS155|1.0|48|7|41|false|
KFS156|KFS156|1.0|48|7|40|false|
KFS157|KFS157|1.0|49|7|16|Tax|
KFS158|KFS158|1.0|49|7|13|DV|
KFS159|KFS159|1.0|49|7|41|false|
KFS160|KFS160|1.0|49|7|40|false|
KFS161|KFS161|1.0|50|7|16|Travel|
KFS162|KFS162|1.0|50|7|13|DV|
KFS163|KFS163|1.0|50|7|41|false|
KFS164|KFS164|1.0|50|7|40|false|
KFS165|KFS165|1.0|51|7|16|PaymentMethod|
KFS166|KFS166|1.0|51|7|13|DV|
KFS167|KFS167|1.0|51|7|41|false|
KFS168|KFS168|1.0|51|7|40|false|
KFS2|KFS2|1.0|10|7|13|CTRL|
KFS245|KFS245|1.0|71|7|16|ImageAttachment|
KFS246|KFS246|1.0|71|7|13|AP|
KFS247|KFS247|1.0|71|7|41|false|
KFS248|KFS248|1.0|71|7|40|false|
KFS25|KFS25|1.0|16|7|16|Management|
KFS253|KFS253|1.0|73|7|16|Receiving|
KFS254|KFS254|1.0|73|7|13|PREQ|
KFS255|KFS255|1.0|73|7|41|false|
KFS256|KFS256|1.0|73|7|40|false|
KFS257|KFS257|1.0|74|7|16|Tax|
KFS258|KFS258|1.0|74|7|13|PREQ|
KFS259|KFS259|1.0|74|7|41|false|
KFS26|KFS26|1.0|16|7|13|FR|
KFS260|KFS260|1.0|74|7|40|false|
KFS261|KFS261|1.0|75|7|16|NewUnorderedItems|
KFS262|KFS262|1.0|75|7|13|POA|
KFS263|KFS263|1.0|75|7|41|false|
KFS264|KFS264|1.0|75|7|40|false|
KFS265|KFS265|1.0|76|7|16|Budget|
KFS266|KFS266|1.0|76|7|13|PO|
KFS267|KFS267|1.0|76|7|41|false|
KFS268|KFS268|1.0|76|7|40|false|
KFS27|KFS27|1.0|16|7|41|false|
KFS273|KFS273|1.0|78|7|16|ContractManagement|
KFS274|KFS274|1.0|78|7|13|PO|
KFS275|KFS275|1.0|78|7|41|false|
KFS276|KFS276|1.0|78|7|40|false|
KFS28|KFS28|1.0|16|7|40|false|
KFS281|KFS281|1.0|80|7|16|Tax|
KFS282|KFS282|1.0|80|7|13|PO|
KFS283|KFS283|1.0|80|7|41|false|
KFS284|KFS284|1.0|80|7|40|false|
KFS285|KFS285|1.0|81|7|16|AccountsPayable|
KFS286|KFS286|1.0|81|7|13|PORH|
KFS287|KFS287|1.0|81|7|41|false|
KFS288|KFS288|1.0|81|7|40|false|
KFS289|KFS289|1.0|6|7|16|Commodity|
KFS29|KFS29|1.0|17|7|16|Purchasing|
KFS290|KFS290|1.0|6|7|13|PUR|
KFS291|KFS291|1.0|6|7|41|true|
KFS292|KFS292|1.0|6|7|40|false|
KFS293|KFS293|1.0|83|7|16|SubAccount|
KFS294|KFS294|1.0|83|7|13|KFST|
KFS295|KFS295|1.0|83|7|41|true|
KFS296|KFS296|1.0|83|7|40|false|
KFS3|KFS3|1.0|10|7|41|false|
KFS30|KFS30|1.0|17|7|13|ARG|
KFS301|KFS301|1.0|85|7|16|SeparationOfDuties|
KFS302|KFS302|1.0|85|7|13|REQS|
KFS303|KFS303|1.0|85|7|41|false|
KFS304|KFS304|1.0|85|7|40|false|
KFS305|KFS305|1.0|3|7|16|Organization|
KFS306|KFS306|1.0|3|7|13|REQS|
KFS307|KFS307|1.0|3|7|41|true|
KFS308|KFS308|1.0|3|7|40|false|
KFS31|KFS31|1.0|17|7|41|false|
KFS310|KFS310|1.0|87|54|13|KFS|
KFS313|KFS313|1.0|1|7|16|OrganizationHierarchy|
KFS314|KFS314|1.0|1|7|13|KFS|
KFS315|KFS315|1.0|1|7|41|true|
KFS316|KFS316|1.0|1|7|40|false|
KFS317|KFS317|1.0|7|7|16|SubFund|
KFS318|KFS318|1.0|7|7|13|KFS|
KFS319|KFS319|1.0|7|7|41|true|
KFS32|KFS32|1.0|17|7|40|false|
KFS320|KFS320|1.0|7|7|40|false|
KFS321|KFS321|1.0|4|7|16|AccountingOrganizationHierarchy|
KFS322|KFS322|1.0|4|7|13|KFST|
KFS323|KFS323|1.0|4|7|41|true|
KFS324|KFS324|1.0|4|7|40|false|
KFS325|KFS325|1.0|91|7|16|Initiator|
KFS326|KFS326|1.0|91|7|13|PVEN|
KFS327|KFS327|1.0|91|7|41|false|
KFS328|KFS328|1.0|91|7|40|false|
KFS329|KFS329|1.0|92|7|16|Management|
KFS33|KFS33|1.0|18|7|16|PlantFund|
KFS330|KFS330|1.0|92|7|13|PVEN|
KFS331|KFS331|1.0|92|7|41|false|
KFS332|KFS332|1.0|92|7|40|false|
KFS337|KFS337|1.0|94|7|13|RCVL|
KFS338|KFS338|1.0|94|7|16|OutstandingTransactions|
KFS339|KFS339|1.0|94|7|40|false|
KFS34|KFS34|1.0|18|7|13|MPAY|
KFS340|KFS340|1.0|94|7|41|false|
KFS341|KFS341|1.0|95|7|13|ECD|
KFS342|KFS342|1.0|95|7|16|Management|
KFS343|KFS343|1.0|95|7|40|false|
KFS344|KFS344|1.0|95|7|41|false|
KFS349|KFS349|1.0|97|7|13|INV|
KFS35|KFS35|1.0|18|7|41|false|
KFS350|KFS350|1.0|97|7|16|Recurrence|
KFS351|KFS351|1.0|97|7|40|false|
KFS352|KFS352|1.0|97|7|41|false|
KFS36|KFS36|1.0|18|7|40|false|
KFS360|KFS360|1.0|99|7|13|PCDO|
KFS361|KFS361|1.0|99|7|16|AccountFullEdit|
KFS362|KFS362|1.0|99|7|40|true|
KFS363|KFS363|1.0|99|7|41|false|
KFS364|KFS364|1.0|100|7|13|ARM|
KFS365|KFS365|1.0|100|7|16|Management|
KFS366|KFS366|1.0|100|7|40|false|
KFS367|KFS367|1.0|100|7|41|false|
KFS368|KFS368|1.0|101|7|13|AR|
KFS369|KFS369|1.0|101|7|16|Management|
KFS37|KFS37|1.0|19|7|16|ExternalTransfer|
KFS370|KFS370|1.0|101|7|40|false|
KFS371|KFS371|1.0|101|7|41|false|
KFS38|KFS38|1.0|19|7|13|ARG|
KFS39|KFS39|1.0|19|7|41|false|
KFS392|KFS392|1.0|107|7|16|Account|
KFS393|KFS393|1.0|107|7|13|POA|
KFS394|KFS394|1.0|107|7|41|false|
KFS395|KFS395|1.0|107|7|40|true|
KFS396|KFS396|1.0|108|7|16|Account|
KFS397|KFS397|1.0|108|7|13|CM|
KFS398|KFS398|1.0|108|7|41|false|
KFS399|KFS399|1.0|108|7|40|false|
KFS4|KFS4|1.0|10|7|40|false|
KFS40|KFS40|1.0|19|7|40|false|
KFS400|KFS400|1.0|109|7|16|Management|
KFS401|KFS401|1.0|109|7|13|EIRT|
KFS402|KFS402|1.0|109|7|41|false|
KFS403|KFS403|1.0|109|7|40|false|
KFS408|KFS408|1.0|111|7|16|Unprocessed|
KFS409|KFS409|1.0|111|7|13|CLOS|
KFS410|KFS410|1.0|111|7|40|false|
KFS411|KFS411|1.0|111|7|41|false|
KFS412|KFS412|1.0|112|7|16|Management|
KFS413|KFS413|1.0|112|7|13|CLOS|
KFS414|KFS414|1.0|112|7|40|false|
KFS415|KFS415|1.0|112|7|41|false|
KFS416|KFS416|1.0|113|7|13|REQS|
KFS417|KFS417|1.0|113|7|16|Initiator|
KFS418|KFS418|1.0|113|7|40|false|
KFS419|KFS419|1.0|113|7|41|false|
KFS420|KFS420|1.0|114|7|13|INVR|
KFS421|KFS421|1.0|114|7|16|RecurrenceCreator|
KFS422|KFS422|1.0|114|7|40|false|
KFS423|KFS423|1.0|114|7|41|false|
KFS424|KFS424|1.0|115|7|13|BCIE|
KFS425|KFS425|1.0|115|7|16|Initiator|
KFS426|KFS426|1.0|115|7|40|false|
KFS427|KFS427|1.0|115|7|41|false|
KFS428|KFS428|1.0|116|7|13|APP|
KFS429|KFS429|1.0|116|7|16|Lockbox|
KFS430|KFS430|1.0|116|7|40|true|
KFS431|KFS431|1.0|116|7|41|false|
KFS432|KFS432|1.0|117|7|13|IdentityManagementDocument|
KFS433|KFS433|1.0|117|7|16|GroupType|
KFS434|KFS434|1.0|117|7|40|false|
KFS435|KFS435|1.0|117|7|41|true|
KFS436|KFS436|1.0|117|7|46|KFS68|
KFS437|KFS437|1.0|118|7|13|INV|
KFS438|KFS438|1.0|118|7|16|Initiator|
KFS439|KFS439|1.0|118|7|40|false|
KFS440|KFS440|1.0|118|7|41|false|
KFS441|KFS441|1.0|119|7|13|INVR|
KFS442|KFS442|1.0|119|7|16|Recurrence|
KFS443|KFS443|1.0|119|7|40|false|
KFS444|KFS444|1.0|119|7|41|false|
KFS445|KFS445|1.0|120|7|13|PCDO|
KFS446|KFS446|1.0|120|7|16|Account|
KFS447|KFS447|1.0|120|7|40|true|
KFS448|KFS448|1.0|120|7|41|false|
KFS449|KFS449|1.0|123|7|13|IdentityManagementDocument|
KFS450|KFS450|1.0|123|7|16|RoleType|
KFS451|KFS451|1.0|123|7|40|false|
KFS452|KFS452|1.0|123|7|41|true|
KFS453|KFS453|1.0|123|7|46|29|
KFS462|KFS462|1.0|124|7|40|true|
KFS463|KFS463|1.0|124|7|16|Account|
KFS464|KFS464|1.0|124|7|13|GDLG|
KFS465|KFS465|1.0|124|7|41|false|
KFS49|KFS49|1.0|22|7|16|Borrower|
KFS5|KFS5|1.0|11|7|16|Lockbox|
KFS50|KFS50|1.0|22|7|13|ELR|
KFS51|KFS51|1.0|22|7|41|false|
KFS52|KFS52|1.0|22|7|40|false|
KFS53|KFS53|1.0|5|7|16|ResearchRisk|
KFS54|KFS54|1.0|5|7|13|KFS|
KFS55|KFS55|1.0|5|7|41|true|
KFS56|KFS56|1.0|5|7|40|false|
KFS6|KFS6|1.0|11|7|13|CTRL|
KFS65|KFS65|1.0|26|7|16|Chart|
KFS66|KFS66|1.0|26|7|13|KFS|
KFS67|KFS67|1.0|26|7|41|false|
KFS68|KFS68|1.0|26|7|40|true|
KFS7|KFS7|1.0|11|7|41|false|
KFS77|KFS77|1.0|29|7|16|Account|
KFS78|KFS78|1.0|29|7|13|ACCT|
KFS79|KFS79|1.0|29|7|41|false|
KFS8|KFS8|1.0|11|7|40|true|
KFS80|KFS80|1.0|29|7|40|true|
KFS85|KFS85|1.0|31|7|16|Award|
KFS86|KFS86|1.0|31|7|13|KFS|
KFS87|KFS87|1.0|31|7|41|false|
KFS88|KFS88|1.0|31|7|40|false|
KFS9|KFS9|1.0|12|7|16|Account|
KFSCNTRB789-RAD1|KFSCNTRB789-RAD1|1.0|KFSCNTRB789-RSP1|7|13|ST|
KFSCNTRB789-RAD2|KFSCNTRB789-RAD2|1.0|KFSCNTRB789-RSP1|7|16|Workstudy|
KFSCNTRB789-RAD3|KFSCNTRB789-RAD3|1.0|KFSCNTRB789-RSP1|7|40|false|
KFSCNTRB789-RAD4|KFSCNTRB789-RAD4|1.0|KFSCNTRB789-RSP1|7|41|false|
KFSCNTRB789-RAD5|KFSCNTRB789-RAD5|1.0|KFSCNTRB789-RSP2|7|13|ECD|
KFSCNTRB789-RAD6|KFSCNTRB789-RAD6|1.0|KFSCNTRB789-RSP2|7|16|Workstudy|
KFSCNTRB789-RAD7|KFSCNTRB789-RAD7|1.0|KFSCNTRB789-RSP2|7|40|false|
KFSCNTRB789-RAD8|KFSCNTRB789-RAD8|1.0|KFSCNTRB789-RSP2|7|41|false|
KFSENDOW1|KFSENDOW1|1.0|125|7|13|ETB|
KFSENDOW2|KFSENDOW2|1.0|125|7|16|EndowmentApprovers|
KFSENDOW3|KFSENDOW3|1.0|125|7|40|true|
KFSENDOW4|KFSENDOW4|1.0|125|7|41|false|
KFSFP7037a|KFSFP7037a|1.0|126|7|41|false|
KFSFP7037b|KFSFP7037b|1.0|126|7|16|SeparationOfDuties|
KFSFP7037c|KFSFP7037c|1.0|126|7|13|DV|
KFSFP7037d|KFSFP7037d|1.0|126|7|40|false|
