cptlast_nbr|ast_loc_typ_cd|obj_id|ver_nbr|ast_loc_cntct_nm|ast_loc_cntct_id|ast_loc_inst_nm|ast_loc_phn_nbr|ast_loc_strt_addr|ast_loc_city_nm|ast_loc_state_cd|ast_loc_cntry_cd|ast_loc_zip_cd|
271404.0|ST|4754384BFFAE1512E0404F8189D83C7C|1.0|CHEMISTRY DEPARTMENT||||ROOM A025|BLOOMINGTON|IN||47405-400|
271405.0|ST|4754384BFFAF1512E0404F8189D83C7C|1.0|CHEMISTRY DEPARTMENT||||ROOM A025|BLOOMINGTON|IN||47405-400|
272520.0|ST|4754384BFFB01512E0404F8189D83C7C|1.0|CHEMISTRY DEPARTMENT||||ROOM A025|BLOOMINGTON|IN||47405-400|
273354.0|ST|4754384BFFB11512E0404F8189D83C7C|1.0|CHEMISTRY DEPARTMENT||||CHEMISTRY A025|BLOOMINGTON|IN||47405-400|
274452.0|ST|4754384BFFB21512E0404F8189D83C7C|1.0|CHEMISTRY DEPARTMENT||||ROOM A025|BLOOMINGTON|IN||47405-400|
275235.0|ST|4754384BFFB31512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A017||||THIRD AND HAWTHORNE|BLOOMINGTON|IN||47405|
278339.0|ST|4754384BFFB41512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||THIRD AND HAWTHORNE|BLOOMINGTON|IN||47405|
278874.0|ST|4754384BFFB51512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||THIRD AND HAWTHORNE|BLOOMINGTON|IN||47405|
279379.0|ST|4754384BFFB61512E0404F8189D83C7C|1.0|MOLECULAR BIOLOGY/JORDAN HALL 322|||||||||
279584.0|ST|4754384BFFB71512E0404F8189D83C7C|1.0|CHEMISTRY DEPARTMENT||||ROOM A025|BLOOMINGTON|IN||474054001|
279638.0|ST|4754384BFFB81512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||THIRD AND HAWTHORNE|BLOOMINGTON|IN||47405|
279803.0|ST|4754384BFFB91512E0404F8189D83C7C|1.0|MARTINDALE,DEBRA L|||||||||
279804.0|ST|4754384BFFBA1512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003|||||||||
279945.0|ST|4754384BFFBB1512E0404F8189D83C7C|1.0|MARTINDALE,DEBRA L|||||||||
279946.0|ST|4754384BFFBC1512E0404F8189D83C7C|1.0|CHEMISTRY DEPARTMENT||||ROOM A025|BLOOMINGTON|IN||47405|
280244.0|ST|4754384BFFBD1512E0404F8189D83C7C|1.0|PEARL HARTMAN, UITS|||||||||
280440.0|ST|4754384BFFBE1512E0404F8189D83C7C|1.0|TAYLOR,MILTON W.|||||||||
280968.0|ST|4754384BFFBF1512E0404F8189D83C7C|1.0|MARTINDALE,DEBRA L||||JORDAN HALL 142|||||
281294.0|ST|4754384BFFC01512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||3RD & HAWTHORNE|BLOOMINGTON|IN||47405|
281488.0|ST|4754384BFFC11512E0404F8189D83C7C|1.0|CHEMISTRY DEPARTMENT||||ROOM A025|BLOOMINGTON|IN||474054001|
281555.0|ST|4754384BFFC21512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||THIRD AND HAWTHORNE|BLOOMINGTON|IN||47405|
281671.0|B|4754384C00821512E0404F8189D83C7C|1.0||1000007095|||Boulevard Henri Becquerel|Cedex||FR||
281671.0|BS|4754384C00831512E0404F8189D83C7C|1.0||1000007095||||||||
281671.0|ST|4754384BFFC31512E0404F8189D83C7C|1.0|CHEMISTRY DEPT.||||ROOM A025|BLOOMINGTON|IN||474054001|
282246.0|ST|4754384BFFC41512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||THIRD AND HAWTHORNE|BLOOMINGTON|IN||47405|
282835.0|RQ|4754384BFFC51512E0404F8189D83C7C|1.0|HIEFTJE,GARY M.||||CHEMISTRY 115|BLOOMINGTON|IN||474054001|
282835.0|ST|4754384BFFC61512E0404F8189D83C7C|1.0|CHEMISTRY DEPT.||||ROOM A025|BLOOMINGTON|IN||474054001|
282924.0|RQ|4754384BFFC71512E0404F8189D83C7C|1.0|CLEMMER,DAVID E.||||CHEMISTRY 111|BLOOMINGTON|IN||474054001|
282924.0|ST|4754384BFFC81512E0404F8189D83C7C|1.0|CHEMISTRY DEPT.||||ROOM A025|BLOOMINGTON|IN||474054001|
282925.0|RQ|4754384BFFC91512E0404F8189D83C7C|1.0|CLEMMER,DAVID E.||||CHEMISTRY 111|BLOOMINGTON|IN||474054001|
282925.0|ST|4754384BFFCA1512E0404F8189D83C7C|1.0|CHEMISTRY DEPT.||||ROOM A025|BLOOMINGTON|IN||474054001|
283273.0|RQ|4754384BFFCB1512E0404F8189D83C7C|1.0|WATT, BETH|||||||||
283273.0|ST|4754384BFFCC1512E0404F8189D83C7C|1.0|MEDICAL SCIENCES/JORDAN HALL 306|||||||||
283355.0|RQ|4754384BFFCD1512E0404F8189D83C7C|1.0|GRIECO,PAUL A.||||CHEMISTRY 115|BLOOMINGTON|IN||474054001|
283355.0|ST|4754384BFFCE1512E0404F8189D83C7C|1.0|GRIECO,PAUL A.||||CHEMISTRY A025|BLOOMINGTON|IN||474054001|
285023.0|RQ|4754384BFFCF1512E0404F8189D83C7C|1.0|PALMER,JEFFREY D.||||JORDAN 044|BLOOMINGTON|IN||474056801|
285023.0|ST|4754384BFFD01512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||THIRD AND HAWTHORNE|BLOOMINGTON|IN||474056801|
285362.0|RQ|4754384BFFD11512E0404F8189D83C7C|1.0|DONAHUE,THOMAS F.||||JORDAN 142|BLOOMINGTON|IN||47405|
285362.0|ST|4754384BFFD21512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||THIRD AND HAWTHORNE|BLOOMINGTON|IN||47405|
286959.0|RQ|4754384BFFD31512E0404F8189D83C7C|1.0|CLEMMER,DAVID E.||||CHEMISTRY 111|||||
286959.0|ST|4754384BFFD41512E0404F8189D83C7C|1.0|CLEMMER,DAVID E.||||CHEMISTRY 111|||||
287830.0|RQ|4754384BFFDB1512E0404F8189D83C7C|1.0|HIEFTJE,GARY M.||||CHEMISTRY 115|BLOOMINGTON|IN||474054001|
287830.0|ST|4754384BFFDC1512E0404F8189D83C7C|1.0|CHEMISTRY DEPARTMENT||||800 E. KIRKWOOD AVE, ROOM A025|BLOOMINGTON|IN||47405|
287894.0|RQ|4754384BFFDD1512E0404F8189D83C7C|1.0|CLEMMER,DAVID E.||||CHEMISTRY 111|BLOOMINGTON|IN||474054001|
287894.0|ST|4754384BFFDE1512E0404F8189D83C7C|1.0|CHEMISTRY DEPARTMENT||||ROOM A025|BLOOMINGTON|IN||474054001|
287895.0|RQ|4754384BFFDF1512E0404F8189D83C7C|1.0|ZOLAN,MIRIAM E.||||JORDAN 142|BLOOMINGTON|IN||47405|
287895.0|ST|4754384BFFE01512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||THIRD AND HAWTHORNE|BLOOMINGTON|IN||47405|
287896.0|RQ|4754384BFFE11512E0404F8189D83C7C|1.0|BENDER,ALAN DAVID||||JORDAN 142        05|BLOOMINGTON|IN||47405|
287896.0|ST|4754384BFFE21512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||THIRD AND HAWTHORNE|BLOOMINGTON|IN||47405|
288553.0|RQ|4754384BFFE31512E0404F8189D83C7C|1.0|PALMER,JEFFREY D.||||JORDAN 044|BLOOMINGTON|IN||474056801|
288553.0|ST|4754384BFFE41512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||474056801|
288581.0|RQ|4754384BFFE51512E0404F8189D83C7C|1.0|MARTINDALE,DEBRA L||||JORDAN HALL|BLOOMINGTON|IN||47405|
288581.0|ST|4754384BFFE61512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||THIRD AND HAWTHORNE|BLOOMINGTON|IN||47405|
289431.0|RQ|4754384BFFE71512E0404F8189D83C7C|1.0|MARTINDALE,DEBRA L||||JORDAN HALL 142|BLOOMINGTON|IN||47405|
289431.0|ST|4754384BFFE81512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||THIRD AND HAWTHORNE|BLOOMINGTON|IN||47405|
290208.0|RQ|4754384BFFE91512E0404F8189D83C7C|1.0|HIEFTJE,GARY M.||||CHEMISTRY 115|BLOOMINGTON|IN||474054001|
290208.0|ST|4754384BFFEA1512E0404F8189D83C7C|1.0|CHEMISTRY DEPARTMENT||||800 E. KIRKWOOD, ROOM A025|BLOOMINGTON|IN||474057102|
290281.0|RQ|4754384BFFEB1512E0404F8189D83C7C|1.0|PALMER,JEFFREY D.||||JORDAN 044|BLOOMINGTON|IN||474056801|
290281.0|ST|4754384BFFEC1512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||474056801|
291681.0|RQ|4754384C00071512E0404F8189D83C7C|1.0|ANTOLOVIC',LAURIE G|||||||||
291681.0|ST|4754384C00081512E0404F8189D83C7C|1.0|JEFF GRONEK|||||||||
291967.0|RQ|4754384C00091512E0404F8189D83C7C|1.0|PALMER,JEFFREY D.||||JORDAN 044|BLOOMINGTON|IN||474056801|
291967.0|ST|4754384C000A1512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||474056801|
292875.0|RQ|4754384C000C1512E0404F8189D83C7C|1.0|TAYLOR,MILTON W.||||JORDAN 322|BLOOMINGTON|IN||474051201|
292875.0|ST|4754384C000D1512E0404F8189D83C7C|1.0|MOLECULAR BIOLOGY / JORDAN 322||||1001 E 3RD|BLOOMINGTON|IN||474051201|
293043.0|RQ|4754384C000E1512E0404F8189D83C7C|1.0|DR. ANDREW FEIG||WAYNE STATE UNIVERSITY|313-577-9229|5101 CASS AVENUE|DETROIT|MI|US|48202|
293043.0|ST|4754384C000F1512E0404F8189D83C7C|1.0|DR. ANDREW FEIG||WAYNE STATE UNIVERSITY|313-577-9229|5101 CASS AVENUE|DETROIT|MI|US|48202|
293595.0|RQ|4754384C00101512E0404F8189D83C7C|1.0|PALMER,JEFFREY D.||||JORDAN 127|BLOOMINGTON|IN||47405|
293595.0|ST|4754384C00111512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||47405|
293644.0|RQ|4754384C00121512E0404F8189D83C7C|1.0|FUQUA, CLAY||||JORDAN 127|BLOOMINGTON|IN||47405|
293644.0|ST|4754384C00131512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||47405|
293722.0|RQ|4754384C00141512E0404F8189D83C7C|1.0|CLEMMER,DAVID E.||||CHEMISTRY 111|BLOOMINGTON|IN||474054001|
293722.0|ST|4754384C00151512E0404F8189D83C7C|1.0|CHEMISTRY DEPARTMENT||||800 E. KIRKWOOD, ROOM A025|BLOOMINGTON|IN||474057102|
293723.0|RQ|4754384C00161512E0404F8189D83C7C|1.0|FEIG,ANDREW L||||CHEMISTRY 111|BLOOMINGTON|IN||474054001|
293723.0|ST|4754384C00171512E0404F8189D83C7C|1.0|CHEMISTRY DEPARTMENT||||800 E. KIRKWOOD, ROOM A025|BLOOMINGTON|IN||474057102|
293929.0|RQ|4754384C00181512E0404F8189D83C7C|1.0|FUQUA,CLAY||||JORDAN 127|BLOOMINGTON|IN||47405|
293929.0|ST|4754384C00191512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||47405|
294121.0|RQ|4754384C001A1512E0404F8189D83C7C|1.0|WADE,MICHAEL J.||||JORDAN 142|BLOOMINGTON|IN||47405|
294121.0|ST|4754384C001B1512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||47405|
294122.0|RQ|4754384C001C1512E0404F8189D83C7C|1.0|WADE,MICHAEL J.||||JORDAN 142|BLOOMINGTON|IN||47405|
294122.0|ST|4754384C001D1512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||47405|
294123.0|RQ|4754384C001E1512E0404F8189D83C7C|1.0|WADE,MICHAEL J.||||JORDAN 142|BLOOMINGTON|IN||47405|
294123.0|ST|4754384C001F1512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||47405|
294124.0|RQ|4754384C00201512E0404F8189D83C7C|1.0|WADE,MICHAEL J.||||JORDAN 142|BLOOMINGTON|IN||47405|
294124.0|ST|4754384C00211512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||47405|
294566.0|RQ|4754384C00221512E0404F8189D83C7C|1.0|DELPH,LYNDA F.||||Jordan Hall|||||
294566.0|ST|4754384C00231512E0404F8189D83C7C|1.0|DELPH,LYNDA F.||||JORDAN HALL|||||
294944.0|RQ|4754384C00241512E0404F8189D83C7C|1.0|EWING,GEORGE E.||||CHEMISTRY C125|||||
294944.0|ST|4754384C00251512E0404F8189D83C7C|1.0|EWING,GEORGE E.||||CHEMISTRY C125|||||
295027.0|RQ|4754384C00261512E0404F8189D83C7C|1.0|HIEFTJE,GARY M.||||CHEMISTRY|BLOOMINGTON|IN||47405|
295027.0|ST|4754384C00271512E0404F8189D83C7C|1.0|CHEMISTRY DEPARTMENT||||800 E. KIRKWOOD, ROOM A025|BLOOMINGTON|IN||47405|
295530.0|RQ|4754384C00281512E0404F8189D83C7C|1.0|FUQUA, CLAY||||JORDAN 127|BLOOMINGTON|IN||47405|
295530.0|ST|4754384C00291512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||47405|
295531.0|RQ|4754384C002A1512E0404F8189D83C7C|1.0|FUQUA, CLAY||||JORDAN 127|BLOOMINGTON|IN||47405|
295531.0|ST|4754384C002B1512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||47405|
295703.0|RQ|4754384C002C1512E0404F8189D83C7C|1.0|KAUFMAN,THOMAS C.||||JORDAN 044|BLOOMINGTON|IN||474056801|
295703.0|ST|4754384C002D1512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||474056801|
296060.0|RQ|4754384C002E1512E0404F8189D83C7C|1.0|HIEFTJE,GARY M.||||CHEMISTRY 115|||||
296060.0|ST|4754384C002F1512E0404F8189D83C7C|1.0|HIEFTJE,GARY M.||||CHEMISTRY 115|||||
296065.0|RQ|4754384C00301512E0404F8189D83C7C|1.0|HIEFTJE,GARY M.||||CHEMISTRY 115|||||
296065.0|ST|4754384C00311512E0404F8189D83C7C|1.0|HIEFTJE,GARY M.||||CHEMISTRY 115|||||
296710.0|RQ|4754384C00321512E0404F8189D83C7C|1.0|JEFFREY JOHNSTON||VANDERBILT UNIVERSITY DEPT OF CHEMISTRY||7330 STEVENSON CTR, STA|NASHVILLE|TN|US|37235|
296710.0|ST|4754384C00331512E0404F8189D83C7C|1.0|JEFFREY JOHNSTON||VANDERBILT UNIVERSITY DEPT OF CHEMISTRY||7330 STEVENSON CTR, STA|NASHVILLE|TN|US|37235|
297251.0|RQ|4754384C00341512E0404F8189D83C7C|1.0|OAKLEY,MARTHA GRAY||||CHEMISTRY 111|BLOOMINGTON|IN||474054001|
297251.0|ST|4754384C00351512E0404F8189D83C7C|1.0|CHEMISTRY DEPARTMENT||||800 E. KIRKWOOD, ROOM A025|BLOOMINGTON|IN||474057102|
297332.0|RQ|4754384C00361512E0404F8189D83C7C|1.0|BRUN,YVES V.||||JORDAN 142|BLOOMINGTON|IN||47405|
297332.0|ST|4754384C00371512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||47405|
297907.0|RQ|4754384C003A1512E0404F8189D83C7C|1.0|IMBI/TROWBRIDGE,M|||||||||
297907.0|ST|4754384C003B1512E0404F8189D83C7C|1.0|TISSUE CULTURE FACILITY|||||||||
297990.0|RQ|4754384C003C1512E0404F8189D83C7C|1.0|PALMER,JEFFREY D.||||JORDAN 044|BLOOMINGTON|IN||474056801|
297990.0|ST|4754384C003D1512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||474056801|
298735.0|RQ|4754384C003E1512E0404F8189D83C7C|1.0|FUQUA,CLAY||||JORDAN 127|BLOOMINGTON|IN||47405|
298735.0|ST|4754384C003F1512E0404F8189D83C7C|1.0|BIOLGOY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||47405|
299040.0|RQ|4754384C00401512E0404F8189D83C7C|1.0|EWING,GEORGE E.||||CHEMISTRY C125|BLOOMINGTON|IN||47405|
299040.0|ST|4754384C00411512E0404F8189D83C7C|1.0|CHEMISTRY DEPARTMENT||||800 E. KIRKWOOD, ROOM A025|BLOOMINGTON|IN||47405|
299391.0|RQ|4754384C00421512E0404F8189D83C7C|1.0|FORRESTER,WAYNE C.||||JORDAN 142|BLOOMINGTON|IN||47405|
299391.0|ST|4754384C00431512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||47405|
300763.0|RQ|4754384C00441512E0404F8189D83C7C|1.0|HIEFTJE,GARY M.||||CHEMISTRY 115|BLOOMINGTON|IN||474054001|
300763.0|ST|4754384C00451512E0404F8189D83C7C|1.0|CHEMISTRY DEPARTMENT||||800 E. KIRKWOOD, ROOM A025|BLOOMINGTON|IN||474057102|
301283.0|RQ|4754384C00461512E0404F8189D83C7C|1.0|BRUN,YVES V.||||JORDAN 142|BLOOMINGTON|IN||47405|
301283.0|ST|4754384C00471512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||47405|
302034.0|RQ|4754384C00481512E0404F8189D83C7C|1.0|HARDESTY,MICHAEL W|||||||||
302034.0|ST|4754384C00491512E0404F8189D83C7C|1.0|HARDESTY,MICHAEL W|||||||||
302042.0|RQ|4754384C004A1512E0404F8189D83C7C|1.0|SAXTON,WILLIAM M.||||JORDAN 142|BLOOMINGTON|IN||47405|
302042.0|ST|4754384C004B1512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||47405|
303527.0|RQ|4754384C004C1512E0404F8189D83C7C|1.0|BRUN,YVES V.||||JORDAN 142|||||
303527.0|ST|4754384C004D1512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN 044||||3RD & HAWTHORNE|BLOOMINGTON|IN||47405|
304198.0|RQ|4754384C004E1512E0404F8189D83C7C|1.0|CLEMMER,DAVID E.||||CHEMISTRY 111|BLOOMINGTON|IN||474054001|
304198.0|ST|4754384C004F1512E0404F8189D83C7C|1.0|CHEMISTRY DEPARTMENT||||800 E. KIRKWOOD, ROOM A025|BLOOMINGTON|IN||474057102|
304227.0|RQ|4754384C00501512E0404F8189D83C7C|1.0|RAFF,RUDOLF A.||||JORDAN 142|BLOOMINGTON|IN||47405|
304227.0|ST|4754384C00511512E0404F8189D83C7C|1.0|ALREADY IN OUR POSSESSION||||DO NOT DUPLICATE|||||
304804.0|RQ|4754384C00601512E0404F8189D83C7C|1.0|DAVIDSON,ERNEST R.||||CHEMISTRY 115|BLOOMINGTON|IN||474054001|
304804.0|ST|4754384C00611512E0404F8189D83C7C|1.0|CHEMISTRY DEPARTMENT||||800 E. KIRKWOOD, ROOM A025|BLOOMINGTON|IN||474057102|
304816.0|RQ|4754384C00621512E0404F8189D83C7C|1.0|HIEFTJE,GARY M.||||CHEMISTRY 115|BLOOMINGTON|IN||474054001|
304816.0|ST|4754384C00631512E0404F8189D83C7C|1.0|CHEMISTRY DEPARTMENT||||800 E. KIRKWOOD, ROOM A025|BLOOMINGTON|IN||474057102|
304878.0|RQ|4754384C00641512E0404F8189D83C7C|1.0|IMBI/TROWBRIDGE,M||||JORDAN 322|BLOOMINGTON|IN||474051201|
304878.0|ST|4754384C00651512E0404F8189D83C7C|1.0|MOLECULAR BIOLOGY/TAYLOR,MILTON W.||||JORDAN HALL/1001 E. 3RD STREET|BLOOMINGTON|IN||474053700|
304969.0|B|4754384C045A1512E0404F8189D83C7C|1.0|Loren Rieseberg|1000162286|University of British Columbia||Vancouver|British Columbia, Canada||CA||
304969.0|BS|4754384C045B1512E0404F8189D83C7C|1.0|Loren Rieseberg|1000162286|University of British Columbia||Vancouver|British Columbia, Canada||CA||
304969.0|RQ|4754384C00661512E0404F8189D83C7C|1.0|Loren Rieseberg||University of British Columbia||Vancouver|British Columbia, Canada||CA||
304969.0|ST|4754384C00671512E0404F8189D83C7C|1.0|Loren Rieseberg||University of British Columbia||Vancouver|British Columbia, Canada||CA||
305077.0|RQ|4754384C006A1512E0404F8189D83C7C|1.0|IMBI/TROWBRIDGE,M.|||||||||
305077.0|ST|4754384C006B1512E0404F8189D83C7C|1.0|TISSUE CULTURE FACILITY|||||||||
305316.0|RQ|4754384C006C1512E0404F8189D83C7C|1.0|CLEMMER,DAVID E.||||CHEMISTRY 111|BLOOMINGTON|IN||474054001|
305316.0|ST|4754384C006D1512E0404F8189D83C7C|1.0|CHEMISTRY DEPARTMENT||||800 E. KIRKWOOD, ROOM A025|BLOOMINGTON|IN||474057102|
305320.0|RQ|4754384C006E1512E0404F8189D83C7C|1.0|KEHOE,DAVID M.||||JORDAN 142|BLOOMINGTON|IN||47405|
305320.0|ST|4754384C006F1512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||47405|
306043.0|RQ|4754384C00701512E0404F8189D83C7C|1.0|CAULTON,KENNETH G.||||CHEM 111|BLOOMINGTON|IN||474054001|
306043.0|ST|4754384C00711512E0404F8189D83C7C|1.0|CHEMISTRY DEPARTMENT||||800 E. KIRKWOOD, ROOM A025|BLOOMINGTON|IN||474057102|
308093.0|RQ|4754384C00721512E0404F8189D83C7C|1.0|KEHOE,DAVID M.||||JORDAN 142|BLOOMINGTON|IN||47405|
308093.0|ST|4754384C00731512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||47405|
308302.0|RQ|4754384C00741512E0404F8189D83C7C|1.0|RAFF,RUDOLF A.||||JORDAN 142|BLOOMINGTON|IN||47405|
308302.0|ST|4754384C00751512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||47405|
308306.0|RQ|4754384C00761512E0404F8189D83C7C|1.0|GILBERT,DONALD G.||||JORDAN 142|BLOOMINGTON|IN||47405|
308306.0|ST|4754384C00771512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||47405|
309369.0|RQ|4754384C00781512E0404F8189D83C7C|1.0|DONAHUE,THOMAS F.||||JORDAN 142|BLOOMINGTON|IN||47405|
309369.0|ST|4754384C00791512E0404F8189D83C7C|1.0|BIOLOGY/JORDAN HALL A003||||1001 E. THIRD STREET|BLOOMINGTON|IN||47405|
309422.0|RQ|4754384C007A1512E0404F8189D83C7C|1.0|CLEMMER,DAVID E.||||CHEMISTRY 111|BLOOMINGTON|IN||474054001|
309422.0|ST|4754384C007B1512E0404F8189D83C7C|1.0|CHEMISTRY DEPARTMENT||||800 E. KIRKWOOD, ROOM A025|BLOOMINGTON|IN||474057102|
