univ_fiscal_yr|fin_coa_cd|account_nbr|org_level_cd|obj_id|ver_nbr|org_fin_coa_cd|org_cd|
2006.0|BL|4631653|2.0|1F9EC28CDC5A3086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4631653|3.0|1F9EC28CDC823086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4631653|4.0|1F9EC28CDCAA3086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4631655|1.0|1F9EC28CDC333086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4631655|2.0|1F9EC28CDC5B3086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4631655|3.0|1F9EC28CDC833086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4631655|4.0|1F9EC28CDCAB3086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4631669|1.0|1F9EC28CDC343086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4631669|2.0|1F9EC28CDC5C3086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4631669|3.0|1F9EC28CDC843086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4631669|4.0|1F9EC28CDCAC3086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4824404|1.0|1F9EC28CDC353086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4824404|2.0|1F9EC28CDC5D3086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4824404|3.0|1F9EC28CDC853086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4824404|4.0|1F9EC28CDCAD3086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4831401|1.0|1F9EC28CDC363086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4831401|2.0|1F9EC28CDC5E3086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4831401|3.0|1F9EC28CDC863086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4831401|4.0|1F9EC28CDCAE3086E043814FD8813086|1.0|IU|UNIV|
2006.0|BL|4831498|1.0|1F9EC28CDC373086E043814FD8813086|1.0|BL|PSY|
2006.0|BL|4831498|2.0|1F9EC28CDC5F3086E043814FD8813086|1.0|BL|ARSC|
2006.0|BL|4831498|3.0|1F9EC28CDC873086E043814FD8813086|1.0|BL|BL|
2006.0|BL|4831498|4.0|1F9EC28CDCAF3086E043814FD8813086|1.0|IU|UNIV|
2008.0|BA|6044900|1.0|FAA9CDC8-4B89-BC0E-7D49-7C46FEE26250|2.0|BA|PARK|
2008.0|BA|6044900|2.0|79CC5DDD-5806-BDCA-9E60-37CB4DD8BDB3|2.0|BA|TRAN|
2008.0|BA|6044900|3.0|F1712AAE-6F32-C110-5D72-7A1CC5ECC650|2.0|BA|AXOP|
2008.0|BA|6044900|4.0|0A96002E-D944-B352-03DA-72772709CEC3|2.0|BL|AXSV|
2008.0|BA|6044900|5.0|7320B7A4-1647-39A6-72C2-CA605D1011C0|2.0|BL|DBFA|
2008.0|BA|6044900|6.0|4E81C8AC-7140-1815-81EF-F9166D0F288D|2.0|BL|BUDG|
2008.0|BA|6044900|7.0|E4B8A462-37A3-72AC-BE18-D8AFBD3197EB|2.0|BL|BL|
2008.0|BA|6044900|8.0|1A252504-D28E-3252-2345-25794A912B52|2.0|IU|UNIV|
2008.0|BA|6044906|1.0|DF7366D5-3DC8-85AC-0ADC-73792BEFE9CF|2.0|BA|PARK|
2008.0|BA|6044906|2.0|96EDE63F-3B7E-480E-242E-00CA94798F7A|2.0|BA|TRAN|
2008.0|BA|6044906|3.0|2531C77D-CC05-4E65-3476-1782C17DDFCC|2.0|BA|AXOP|
2008.0|BA|6044906|4.0|D8AFFE59-B830-AED0-B866-095E000F3CB7|2.0|BL|AXSV|
2008.0|BA|6044906|5.0|D4411AC5-4C35-AEA2-95AF-938F30F13A67|2.0|BL|DBFA|
2008.0|BA|6044906|6.0|B5A4E97E-C76A-41C4-D844-BC3070454851|2.0|BL|BUDG|
2008.0|BA|6044906|7.0|930197BC-1F9F-3140-B4A4-B83B5F49F49F|2.0|BL|BL|
2008.0|BA|6044906|8.0|F77BFDF9-D989-9751-F1AF-27FE4FA0FC82|2.0|IU|UNIV|
2008.0|BL|0211101|1.0|493FBF98-B1DA-3EA6-10A4-F68E8C9BABC7|2.0|BL|PSY|
2008.0|BL|0211101|2.0|F15E9751-60D7-BB1F-5B14-51E344B181CE|2.0|BL|ARSC|
2008.0|BL|0211101|3.0|D7B01DDF-7BA1-0B2C-1EB5-01451F4191D1|2.0|BL|BL|
2008.0|BL|0211101|4.0|05C6EAD6-198C-87DE-7CFE-A859EC66A7CB|2.0|IU|UNIV|
2008.0|BL|0211102|1.0|93E62A87-FE7E-42F0-512B-3F54A7F3F03E|2.0|BL|PSY|
2008.0|BL|0211102|2.0|124AB2DD-8D4A-EB2D-BC65-E4B08876C002|2.0|BL|ARSC|
2008.0|BL|0211102|3.0|97492BA7-8262-31DA-9D7D-F93449E43996|2.0|BL|BL|
2008.0|BL|0211102|4.0|0F762DBF-C54B-C98B-653B-3596EB4188AF|2.0|IU|UNIV|
2008.0|BL|0211103|1.0|E09AF8C8-ACF0-8BFF-6806-3F2B96648ABD|2.0|BL|PSY|
2008.0|BL|0211103|2.0|16715061-5718-D3BF-33F4-0C4C18795C41|2.0|BL|ARSC|
2008.0|BL|0211103|3.0|78F3FBD0-E384-CEFE-9707-2D4EA15B31E9|2.0|BL|BL|
2008.0|BL|0211103|4.0|274CBA64-48D2-9C21-2F3B-F333A25CE90F|2.0|IU|UNIV|
2008.0|BL|0211104|1.0|3CDF1D87-87DF-C552-5883-0A1EA186D3F5|2.0|BL|PSY|
2008.0|BL|0211104|2.0|A0FF9034-E8C1-7DD3-1C7B-542C151778C0|2.0|BL|ARSC|
2008.0|BL|0211104|3.0|941028B1-0AD6-F656-913D-16C7CB997C52|2.0|BL|BL|
2008.0|BL|0211104|4.0|690A1324-3AFB-9F6F-71C5-A49478A3D90E|2.0|IU|UNIV|
2008.0|BL|0211105|1.0|30269502-48C8-1BA8-75BE-E0A6BD8A5D0D|2.0|BL|PSY|
2008.0|BL|0211105|2.0|7F6EF851-B77F-AF10-0556-5364D70A7AE9|2.0|BL|ARSC|
2008.0|BL|0211105|3.0|F9E9C1F5-CC34-BE3F-43C6-9938102FFFFD|2.0|BL|BL|
2008.0|BL|0211105|4.0|AF966A4F-A2AB-E5C3-A1CD-DC58D77B91E3|2.0|IU|UNIV|
2008.0|BL|0211106|1.0|F97A7CF8-6F25-AB2D-FECD-032512538CA3|2.0|BL|PSY|
2008.0|BL|0211106|2.0|2D9F240A-7A71-010A-B159-65476060E891|2.0|BL|ARSC|
2008.0|BL|0211106|3.0|27CB3FDE-7544-0525-72A8-AA2016DA58AB|2.0|BL|BL|
2008.0|BL|0211106|4.0|54480D13-1BC9-BFF6-A096-A0402BD306E4|2.0|IU|UNIV|
2008.0|BL|0211107|1.0|DD277DEA-7841-CCCB-0876-E50BBA7B2D06|2.0|BL|PSY|
2008.0|BL|0211107|2.0|938ACCB0-9F47-3392-745E-D7C81056AB33|2.0|BL|ARSC|
2008.0|BL|0211107|3.0|B22FB880-0F5C-ACA5-E3EB-3DA9B44183C3|2.0|BL|BL|
2008.0|BL|0211107|4.0|D18C428A-C74E-09E7-C293-69509F9C4A19|2.0|IU|UNIV|
2008.0|BL|0211108|1.0|D79478A4-9DBD-4620-F03E-7C71A65A617B|2.0|BL|PSY|
2008.0|BL|0211108|2.0|344EF5E2-578F-52B8-B301-7825DE63096A|2.0|BL|ARSC|
2008.0|BL|0211108|3.0|45F73522-D340-E986-1F07-B4FA54AAF6FB|2.0|BL|BL|
2008.0|BL|0211108|4.0|A3DDE2F9-4BD0-541A-BDD0-DCEB4DF71A52|2.0|IU|UNIV|
2008.0|BL|0211109|1.0|B91071CA-76BE-E116-C65A-2297297C0F0A|2.0|BL|PSY|
2008.0|BL|0211109|2.0|3F09EFB1-D98F-E197-6A84-DAC9D9CFE9C3|2.0|BL|ARSC|
2008.0|BL|0211109|3.0|F39AEAA1-A272-3FCE-BA84-AB8F5C8FD9C7|2.0|BL|BL|
2008.0|BL|0211109|4.0|A0A7FC81-7C49-FE41-32D9-28C3324BE014|2.0|IU|UNIV|
2008.0|BL|0211501|1.0|4B029BBE-52DF-6712-2A64-96305F7C2B95|2.0|BL|PSY|
2008.0|BL|0211501|2.0|2989D0ED-B2A6-3029-9931-8888755568D7|2.0|BL|ARSC|
2008.0|BL|0211501|3.0|110B9058-A62F-D512-FA31-C755D6937D44|2.0|BL|BL|
2008.0|BL|0211501|4.0|A039E814-C361-A65D-330D-7DE0A3A104F8|2.0|IU|UNIV|
2008.0|BL|0211502|1.0|800DAFAC-4709-2617-2BA8-C418BE3CA6F7|2.0|BL|PSY|
2008.0|BL|0211502|2.0|FFDC0736-3E0C-EF14-DFF9-60B7C50D7A51|2.0|BL|ARSC|
2008.0|BL|0211502|3.0|16EBBD6B-4875-6639-BE59-D10212A3F362|2.0|BL|BL|
2008.0|BL|0211502|4.0|40B4169C-BEF9-6182-7B01-C785CE381F49|2.0|IU|UNIV|
2008.0|BL|0211503|1.0|E71C0AA2-5872-CBE9-AE46-C773AAE1AFDC|2.0|BL|PSY|
2008.0|BL|0211503|2.0|A075D7E1-0C10-7EC5-1890-82ACA80A190B|2.0|BL|ARSC|
2008.0|BL|0211503|3.0|2566735C-1468-5021-BF40-24C303C898E0|2.0|BL|BL|
2008.0|BL|0211503|4.0|AEECE089-4AE1-F3E7-BF84-B29F6B02D5A4|2.0|IU|UNIV|
2008.0|BL|0211504|1.0|0C2A5813-D9BD-AFE3-8410-C877541C599F|2.0|BL|PSY|
2008.0|BL|0211504|2.0|0EBBCD29-33D3-9567-C08A-30CC67F4F817|2.0|BL|ARSC|
2008.0|BL|0211504|3.0|CFB528E2-838E-F58F-302A-A24B34B90F4F|2.0|BL|BL|
2008.0|BL|0211504|4.0|61217A58-CD22-1230-F6DB-4784EDE98ABD|2.0|IU|UNIV|
2008.0|BL|0211505|1.0|B45420BF-B426-FF21-E57D-0FC49C8E04FD|2.0|BL|PSY|
2008.0|BL|0211505|2.0|1111F7B9-931D-DE15-974C-A460E330A5D1|2.0|BL|ARSC|
2008.0|BL|0211505|3.0|9790DBB5-067A-ED30-7574-313235445C80|2.0|BL|BL|
2008.0|BL|0211505|4.0|2AD29558-F4AC-FCFB-9604-9C67A27AFAAD|2.0|IU|UNIV|
2008.0|BL|0211506|1.0|EEC258DA-93A2-258E-9572-BF181A967E2C|2.0|BL|PSY|
2008.0|BL|0211506|2.0|8C131169-AC56-CC63-89FD-8FBEEC39828B|2.0|BL|ARSC|
2008.0|BL|0211506|3.0|4940A051-5E8D-04E4-4E2F-10188523C1EB|2.0|BL|BL|
2008.0|BL|0211506|4.0|4417FBC1-037B-1226-ABCF-240F086E4D50|2.0|IU|UNIV|
2008.0|BL|0211507|1.0|9F0BD637-E40C-78BC-6785-C59C1D551B20|2.0|BL|PSY|
2008.0|BL|0211507|2.0|B1A35C0A-D031-86BB-A469-D74F17F4E772|2.0|BL|ARSC|
2008.0|BL|0211507|3.0|92D48968-B1F6-F537-0A8B-89384A3BDF30|2.0|BL|BL|
2008.0|BL|0211507|4.0|3DEFF184-4923-654A-97F0-E4DC802DEE1F|2.0|IU|UNIV|
2008.0|BL|0211508|1.0|E3A59017-0107-B6B8-B7C2-9EBC2F574E20|2.0|BL|PSY|
2008.0|BL|0211508|2.0|69C96DED-7BDA-66BE-44D5-B5ECEDDB292D|2.0|BL|ARSC|
2008.0|BL|0211508|3.0|85167A5A-89CE-7C7B-D00B-5DD158008904|2.0|BL|BL|
2008.0|BL|0211508|4.0|B4E864E0-7596-0752-D360-EE6CF27AD4EE|2.0|IU|UNIV|
2008.0|BL|0211509|1.0|BCED68D0-65B6-C5F8-294A-038D30D58A81|2.0|BL|PSY|
2008.0|BL|0211509|2.0|79F73162-1DE3-AAE1-192E-8201E520C923|2.0|BL|ARSC|
2008.0|BL|0211509|3.0|830D0FE9-3365-3345-A428-1628C4D961CD|2.0|BL|BL|
2008.0|BL|0211509|4.0|37142A1B-78E8-639A-1338-CB53E4845470|2.0|IU|UNIV|
2008.0|BL|0211701|1.0|8B6EB16E-F0BE-5E31-666A-7E1ED15C582C|2.0|BL|PSY|
2008.0|BL|0211701|2.0|B94ECCEB-FCB6-C0B7-FEC6-EEC93C0AFB56|2.0|BL|ARSC|
2008.0|BL|0211701|3.0|5037BDEE-C4B0-2989-7663-AFD4B6797F23|2.0|BL|BL|
2008.0|BL|0211701|4.0|F6CBB040-6BAC-3262-949E-7867E585E57E|2.0|IU|UNIV|
2008.0|BL|0211702|1.0|D7123E6D-C1BB-484F-8D0C-64BF01B93E92|2.0|BL|PSY|
2008.0|BL|0211702|2.0|7AAFF1CB-1AE7-28DE-D30F-316CAE2FC2D3|2.0|BL|ARSC|
2008.0|BL|0211702|3.0|39232FEB-0324-8ECD-E123-4F910D72A199|2.0|BL|BL|
2008.0|BL|0211702|4.0|9F00A627-4298-006A-F7E9-E2614B4E93A5|2.0|IU|UNIV|
2008.0|BL|0211703|1.0|D795CBB1-4171-E516-B551-43E759598085|2.0|BL|PSY|
2008.0|BL|0211703|2.0|C0E414EC-22D6-C0A2-BF13-35E46CA5C467|2.0|BL|ARSC|
2008.0|BL|0211703|3.0|16135D4B-33D4-2E8A-591E-DDC6DB960C86|2.0|BL|BL|
2008.0|BL|0211703|4.0|5D119956-006B-8FDE-CD34-B53E0B93DFEB|2.0|IU|UNIV|
