fin_coa_cd|org_cd|cgprpsl_nbr|obj_id|ver_nbr|cgprpsl_prmorg_ind|row_actv_ind|
BL|PSY|1356.0|12BF192103529D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|1404.0|12BF192103539D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|1412.0|12BF192103549D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|1455.0|12BF192103559D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|1475.0|12BF192103569D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|1510.0|12BF192103579D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|1523.0|12BF192103589D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|1641.0|12BF192103599D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|1671.0|12BF1921035A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|1701.0|12BF1921035B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|1717.0|12BF1921035C9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|1947.0|12BF1921035D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|1999.0|12BF1921035E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|2096.0|12BF1921035F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|2109.0|12BF192103609D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|2114.0|12BF192103619D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|2242.0|12BF192103629D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|2296.0|12BF192103639D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|2355.0|12BF192103649D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|2483.0|12BF192103659D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|2491.0|12BF192103669D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|2494.0|12BF192103679D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|2622.0|12BF192103689D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|2771.0|12BF192103699D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|2806.0|12BF1921036A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|2812.0|12BF1921036B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|2813.0|12BF1921036C9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|2823.0|12BF1921036D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|2940.0|12BF1921036E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|2993.0|12BF1921036F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3032.0|12BF192103709D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3069.0|12BF192103719D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3090.0|12BF192103729D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3098.0|12BF192103739D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3135.0|12BF192103749D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3155.0|12BF192103759D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3193.0|12BF192103769D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3210.0|12BF192103779D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3211.0|12BF192103789D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3301.0|12BF192103799D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3315.0|12BF1921037A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3333.0|12BF1921037B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3423.0|12BF1921037C9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3434.0|12BF1921037D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3573.0|12BF1921037E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3600.0|12BF1921037F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3702.0|12BF192103809D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3726.0|12BF192103819D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3746.0|12BF192103829D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3777.0|12BF192103839D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3797.0|12BF192103849D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3824.0|12BF192103859D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3827.0|12BF192103869D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3859.0|12BF192103879D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3868.0|12BF192103889D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3874.0|12BF192103899D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3877.0|12BF1921038A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3912.0|12BF1921038B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3913.0|12BF1921038C9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3937.0|12BF1921038D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3948.0|12BF1921038E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|3954.0|12BF1921038F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|4003.0|12BF192103909D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|4005.0|12BF192103919D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|4017.0|12BF192103929D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|4050.0|12BF192103939D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|4065.0|12BF192103949D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|4135.0|12BF192103959D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|4192.0|12BF192103969D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|4370.0|12BF192103979D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|4371.0|12BF192103989D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|4464.0|12BF192103999D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|4487.0|12BF1921039A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|4649.0|12BF1921039B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|4754.0|12BF1921039C9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|4776.0|12BF1921039D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|4783.0|12BF1921039E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|4790.0|12BF1921039F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|4817.0|12BF192103A09D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|4925.0|12BF192103A19D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|5037.0|12BF192103A29D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|5082.0|12BF192103A39D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|5099.0|12BF192103A49D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|5151.0|12BF192103A59D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|5176.0|12BF192103A69D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|5177.0|12BF192103A79D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|5327.0|12BF192103A89D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|5375.0|12BF192103A99D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|5411.0|12BF192103AA9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|5491.0|12BF192103AB9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|5523.0|12BF192103AC9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|5541.0|12BF192103AD9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|5604.0|12BF192103AE9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|5723.0|12BF192103AF9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|5809.0|12BF192103B09D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|5823.0|12BF192103B19D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|5824.0|12BF192103B29D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|5842.0|12BF192103B39D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|5870.0|12BF192103B49D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|5935.0|12BF192103B59D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|5956.0|12BF192103B69D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|5982.0|12BF192103B79D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|5990.0|12BF192103B89D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6016.0|12BF192103B99D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6025.0|12BF192103BA9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6122.0|12BF192103BB9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6183.0|12BF192103BC9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6214.0|12BF192103BD9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6216.0|12BF192103BE9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6228.0|12BF192103BF9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6334.0|12BF192103C09D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6343.0|12BF192103C19D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6357.0|12BF192103C29D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6385.0|12BF192103C39D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6411.0|12BF192103C49D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6430.0|12BF192103C59D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6466.0|12BF192103C69D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6468.0|12BF192103C79D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6485.0|12BF192103C89D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6525.0|12BF192103C99D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6540.0|12BF192103CA9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6541.0|12BF192103CB9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6579.0|12BF192103CC9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6639.0|12BF192103CD9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6640.0|12BF192103CE9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6669.0|12BF192103CF9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6849.0|12BF192103D09D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6853.0|12BF192103D19D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6857.0|12BF192103D29D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6945.0|12BF192103D39D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|6954.0|12BF192103D49D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|7009.0|12BF192103D59D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|7128.0|12BF192103D69D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|7181.0|12BF192103D79D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|7255.0|12BF192103D89D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|7256.0|12BF192103D99D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|7296.0|12BF192103DA9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|7324.0|12BF192103DB9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|7338.0|12BF192103DC9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|7350.0|12BF192103DD9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|7585.0|12BF192103DE9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|7603.0|12BF192103DF9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|7622.0|12BF192103E09D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|7835.0|12BF192103E19D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|7844.0|12BF192103E29D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|7870.0|12BF192103E39D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|7896.0|12BF192103E49D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|7920.0|12BF192103E59D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|7963.0|12BF192103E69D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|8004.0|12BF192103E79D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|8014.0|12BF192103E89D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|8017.0|12BF192103E99D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|8035.0|12BF192103EA9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|8176.0|12BF192103EB9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|8214.0|12BF192103EC9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|8261.0|12BF192103ED9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|8370.0|12BF192103EE9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|8394.0|12BF192103EF9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|8561.0|12BF192103F09D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|8607.0|12BF192103F19D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|8635.0|12BF192103F29D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|8797.0|12BF192103F39D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|8829.0|12BF192103F49D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|8884.0|12BF192103F59D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|8974.0|12BF192103F69D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|8980.0|12BF192103F79D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9027.0|12BF192103F89D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9041.0|12BF192103F99D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9046.0|12BF192103FA9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9065.0|12BF192103FB9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9070.0|12BF192103FC9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9073.0|12BF192103FD9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9191.0|12BF192103FE9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9194.0|12BF192103FF9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9373.0|12BF192104009D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9444.0|12BF192104019D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9492.0|12BF192104029D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9564.0|12BF192104039D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9591.0|12BF192104049D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9607.0|12BF192104059D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9627.0|12BF192104069D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9636.0|12BF192104079D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9653.0|12BF192104089D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9661.0|12BF192104099D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9709.0|12BF1921040A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9746.0|12BF1921040B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9747.0|12BF1921040C9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9820.0|12BF1921040D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9886.0|12BF1921040E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9931.0|12BF1921040F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9935.0|12BF192104109D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9958.0|12BF192104119D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|9967.0|12BF192104129D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10006.0|12BF192104139D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10007.0|12BF192104149D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10089.0|12BF192104159D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10094.0|12BF192104169D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10120.0|12BF192104179D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10179.0|12BF192104189D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10246.0|12BF192104199D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10321.0|12BF1921041A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10429.0|12BF1921041B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10452.0|12BF1921041C9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10476.0|12BF1921041D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10494.0|12BF1921041E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10585.0|12BF1921041F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10596.0|12BF192104209D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10727.0|12BF192104219D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10735.0|12BF192104229D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10776.0|12BF192104239D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10796.0|12BF192104249D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10819.0|12BF192104259D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10843.0|12BF192104269D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10852.0|12BF192104279D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10887.0|12BF192104289D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10916.0|12BF192104299D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10928.0|12BF1921042A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|10972.0|12BF1921042B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11041.0|12BF1921042C9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11059.0|12BF1921042D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11075.0|12BF1921042E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11107.0|12BF1921042F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11112.0|12BF192104309D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11119.0|12BF192104319D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11150.0|12BF192104329D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11177.0|12BF192104339D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11255.0|12BF192104349D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11288.0|12BF192104359D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11355.0|12BF192104369D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11356.0|12BF192104379D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11380.0|12BF192104389D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11389.0|12BF192104399D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11458.0|12BF1921043A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11485.0|12BF1921043B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11533.0|12BF1921043C9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11704.0|12BF1921043D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11750.0|12BF1921043E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11827.0|12BF1921043F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11829.0|12BF192104409D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11835.0|12BF192104419D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11895.0|12BF192104429D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|11988.0|12BF192104439D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12011.0|12BF192104449D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12017.0|12BF192104459D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12026.0|12BF192104469D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12032.0|12BF192104479D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12040.0|12BF192104489D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12051.0|12BF192104499D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12070.0|12BF1921044A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12074.0|12BF1921044B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12081.0|12BF1921044C9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12092.0|12BF1921044D9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12189.0|12BF1921044E9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12205.0|12BF1921044F9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12256.0|12BF192104509D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12267.0|12BF192104519D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12308.0|12BF192104529D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12313.0|12BF192104539D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12395.0|12BF192104549D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12409.0|12BF192104559D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12462.0|12BF192104569D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12463.0|12BF192104579D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12464.0|12BF192104589D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12487.0|12BF192104599D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12489.0|12BF1921045A9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12521.0|12BF1921045B9D6CE043814FD8819D6C|1.0|Y|Y|
BL|PSY|12638.0|12BF1921045C9D6CE043814FD8819D6C|1.0|Y|Y|
