kemid|sec_id|regis_cd|hldg_ip_ind|tot_hldg_lot_nbr|tot_hldg_units|tot_hldg_cost|ver_nbr|obj_id|
037L006493|99PLTF013|0CI|I|1.0|53330.0|55986.89|1.0|8B7336E751D27CDEE0404F8189D82212|
037L006493|99PLTF021|0CP|P|1.0|221721.0|221721.0|1.0|8B7336E751D37CDEE0404F8189D82212|
037L006493|99PSTF018|0AI|I|1.0|27230.0|27230.0|1.0|8B7336E751D47CDEE0404F8189D82212|
037L006709|99PLTF021|0CP|P|1.0|105147.0|121954.51|1.0|8B7336E751D57CDEE0404F8189D82212|
037MDER022|99PLTF013|0CI|I|1.0|37652.0|46192.32|1.0|8B7336E751D67CDEE0404F8189D82212|
037MDER022|99PLTF021|0CP|P|1.0|404406.0|427205.56|1.0|8B7336E751D77CDEE0404F8189D82212|
037MDER022|99PSTF018|0AI|I|1.0|26225.0|26225.0|1.0|8B7336E751D87CDEE0404F8189D82212|
037MDSL103|99PLTF013|0CI|I|1.0|1697.0|1862.39|1.0|8B7336E751D97CDEE0404F8189D82212|
037MDSL103|99PLTF021|0CP|P|1.0|143821.0|146260.1|1.0|8B7336E751DA7CDEE0404F8189D82212|
037MDSL103|99PSTF018|0AI|I|1.0|9902.0|9902.0|1.0|8B7336E751DB7CDEE0404F8189D82212|
037MMED197|99PLTF013|0CI|I|1.0|34623.0|36172.59|1.0|8B7336E751DC7CDEE0404F8189D82212|
037MMED197|99PLTF021|0CP|P|1.0|118959.0|130998.13|1.0|8B7336E751DD7CDEE0404F8189D82212|
037MMED197|99PSTF018|0AI|I|1.0|26184.0|26184.0|1.0|8B7336E751DE7CDEE0404F8189D82212|
037MPHC132|99PLTF021|0CP|P|1.0|87955.0|99124.57|1.0|8B7336E751DF7CDEE0404F8189D82212|
037MPHC132|99PSTF018|0AI|I|1.0|11016.0|11016.0|1.0|8B7336E751E07CDEE0404F8189D82212|
037O009148|99PLTF013|0CI|I|1.0|19.0|19.78|1.0|8B7336E751E17CDEE0404F8189D82212|
037O009148|99PLTF021|0CP|P|1.0|11660.0|12032.68|1.0|8B7336E751E27CDEE0404F8189D82212|
037O009148|99PSTF018|0AI|I|1.0|1591.0|1591.0|1.0|8B7336E751E37CDEE0404F8189D82212|
037P003108|99PLTF021|0CP|P|1.0|19347.0|23651.98|1.0|8B7336E751E47CDEE0404F8189D82212|
037P003108|99PSTF018|0AI|I|1.0|1553.0|1553.0|1.0|8B7336E751E57CDEE0404F8189D82212|
037P004148|99PLTF021|0CP|P|1.0|412307.0|434271.91|1.0|8B7336E751E67CDEE0404F8189D82212|
037P004148|99PSTF018|0AI|I|1.0|43603.0|43603.0|1.0|8B7336E751E77CDEE0404F8189D82212|
037P011291|99PLTF013|0CI|I|1.0|209.0|238.74|1.0|8B7336E751E87CDEE0404F8189D82212|
037P011291|99PLTF021|0CP|P|1.0|18937.0|20084.02|1.0|8B7336E751E97CDEE0404F8189D82212|
037P011291|99PSTF018|0AI|I|1.0|1360.0|1360.0|1.0|8B7336E751EA7CDEE0404F8189D82212|
037P011291|99PSTF034|0AP|P|1.0|0.0|0.0|1.0|8B7336E751EB7CDEE0404F8189D82212|
037RQ04222|99PLTF021|0CP|P|1.0|12647.0|12927.67|1.0|8B7336E751EC7CDEE0404F8189D82212|
037RQ04222|99PSTF018|0AI|I|1.0|1202.0|1202.0|1.0|8B7336E751ED7CDEE0404F8189D82212|
037RQ04222|99PSTF034|0AP|P|1.0|0.0|0.0|1.0|8B7336E751EE7CDEE0404F8189D82212|
037RT04333|99PLTF021|0CP|P|1.0|9266.0|9777.2|1.0|8B7336E751EF7CDEE0404F8189D82212|
037RT04333|99PSTF018|0AI|I|1.0|1922.0|1922.0|1.0|8B7336E751F07CDEE0404F8189D82212|
037RT04333|99PSTF034|0AP|P|1.0|0.0|0.0|1.0|8B7336E751F17CDEE0404F8189D82212|
037S012056|99PLTF021|0CP|P|1.0|42285.0|40968.99|1.0|8B7336E751F27CDEE0404F8189D82212|
037S012056|99PSTF018|0AI|I|1.0|6813.0|6813.0|1.0|8B7336E751F37CDEE0404F8189D82212|
037S012056|99PSTF034|0AP|P|1.0|0.0|0.0|1.0|8B7336E751F47CDEE0404F8189D82212|
037SC00501|99PLTF021|0CP|P|1.0|125014.0|121292.51|1.0|8B7336E751F57CDEE0404F8189D82212|
037SC00501|99PSTF018|0AI|I|1.0|10472.0|10472.0|1.0|8B7336E751F67CDEE0404F8189D82212|
037SC00501|99PSTF034|0AP|P|1.0|0.0|0.0|1.0|8B7336E751F77CDEE0404F8189D82212|
037V009140|99PLTF013|0CI|I|1.0|312.0|350.66|1.0|8B7336E751F87CDEE0404F8189D82212|
037V009140|99PLTF021|0CP|P|1.0|10484.0|11269.78|1.0|8B7336E751F97CDEE0404F8189D82212|
037V009140|99PSTF018|0AI|I|1.0|3342.0|3342.0|1.0|8B7336E751FA7CDEE0404F8189D82212|
037V009140|99PSTF034|0AP|P|1.0|0.0|0.0|1.0|8B7336E751FB7CDEE0404F8189D82212|
037V010080|99PLTF013|0CI|I|1.0|7422.0|8166.89|1.0|8B7336E751FC7CDEE0404F8189D82212|
037V010080|99PLTF021|0CP|P|1.0|86528.0|100320.0|1.0|8B7336E751FD7CDEE0404F8189D82212|
037V010080|99PSTF018|0AI|I|1.0|3512.0|3512.0|1.0|8B7336E751FE7CDEE0404F8189D82212|
037WHMM024|99PLTF021|0CP|P|1.0|269322.0|320334.58|1.0|8B7336E751FF7CDEE0404F8189D82212|
037WHMM024|99PSTF018|0AI|I|1.0|27447.0|27447.0|1.0|8B7336E752007CDEE0404F8189D82212|
037X002044|99PLTF013|0CI|I|1.0|239.0|283.19|1.0|8B7336E752017CDEE0404F8189D82212|
037X002044|99PLTF021|0CP|P|1.0|586760.0|586760.0|1.0|8B7336E752027CDEE0404F8189D82212|
037X002044|99PSTF018|0AI|I|1.0|17964.0|17964.0|1.0|8B7336E752037CDEE0404F8189D82212|
038A017011|99MMKT013|0AI|I|1.0|401512.0|401512.0|1.0|8B7336E752047CDEE0404F8189D82212|
038A017011|99PLTF021|0CP|P|1.0|4717403.0|5820548.38|1.0|8B7336E752057CDEE0404F8189D82212|
038A017011|99PSTF018|0AI|I|1.0|53943.0|53943.0|1.0|8B7336E752067CDEE0404F8189D82212|
038AS00057|99PLTF021|0CP|P|1.0|321504.0|359216.53|1.0|8B7336E752077CDEE0404F8189D82212|
038AS00057|99PSTF018|0AI|I|1.0|175299.0|175299.0|1.0|8B7336E752087CDEE0404F8189D82212|
038AS06237|99PLTF021|0CP|P|1.0|23960.0|25099.62|1.0|8B7336E752097CDEE0404F8189D82212|
038AS06237|99PSTF018|0AI|I|1.0|2388.0|2388.0|1.0|8B7336E7520A7CDEE0404F8189D82212|
038AS17028|99PETTY12|MAI|I|1.0|250.0|250.0|1.0|8B7336E7520B7CDEE0404F8189D82212|
038AS17028|99PLTF021|0CP|P|1.0|191365.0|222020.21|1.0|8B7336E7520C7CDEE0404F8189D82212|
038AS17028|99PSTF018|0AI|I|1.0|7034.0|7034.0|1.0|8B7336E7520D7CDEE0404F8189D82212|
038AS53023|99PLTF021|0CP|P|1.0|7.0|7.0|1.0|8B7336E7520E7CDEE0404F8189D82212|
038AS53023|REBROWN17|REP|P|1.0|122000.0|122000.0|1.0|8B7336E7520F7CDEE0404F8189D82212|
038B011179|99PLTF013|0CI|I|1.0|3114.0|3298.44|1.0|8B7336E752107CDEE0404F8189D82212|
038B011179|99PLTF021|0CP|P|1.0|384528.0|483812.05|1.0|8B7336E752117CDEE0404F8189D82212|
038B011179|99PSTF018|0AI|I|1.0|54713.0|54713.0|1.0|8B7336E752127CDEE0404F8189D82212|
038CC00118|99PLTF021|0CP|P|1.0|10894.0|12898.52|1.0|8B7336E752137CDEE0404F8189D82212|
038CC00118|99PSTF018|0AI|I|1.0|5426.0|5426.0|1.0|8B7336E752147CDEE0404F8189D82212|
038CC00118|99STULN13|MAI|I|1.0|2000.0|2000.0|1.0|8B7336E752157CDEE0404F8189D82212|
038D008041|99PLTF021|0CP|P|1.0|8479.0|9308.07|1.0|8B7336E752167CDEE0404F8189D82212|
038D008041|99PSTF018|0AI|I|1.0|7321.0|7321.0|1.0|8B7336E752177CDEE0404F8189D82212|
038D008041|99STULN13|MAI|I|1.0|15500.0|15500.0|1.0|8B7336E752187CDEE0404F8189D82212|
038E009022|99PLTF013|0CI|I|1.0|1053807.0|1245630.56|1.0|8B7336E752197CDEE0404F8189D82212|
038E009022|99PLTF021|0CP|P|1.0|3585772.0|3597865.72|1.0|8B7336E7521A7CDEE0404F8189D82212|
038E009022|99PSTF018|0AI|I|1.0|554077.0|554077.0|1.0|8B7336E7521B7CDEE0404F8189D82212|
038E009022|REBURREL4|REP|P|1.0|7600.0|7600.0|1.0|8B7336E7521C7CDEE0404F8189D82212|
038F002075|99PLTF021|0CP|P|1.0|328809.0|349823.58|1.0|8B7336E7521D7CDEE0404F8189D82212|
038F002075|99PSTF018|0AI|I|1.0|10670.0|10670.0|1.0|8B7336E7521E7CDEE0404F8189D82212|
038G003452|99ITRCIF3|MAI|I|1.0|5244.59|5244.59|1.0|8B7336E7521F7CDEE0404F8189D82212|
038G003452|99NTRCIF7|MAI|I|1.0|14000.0|14000.0|1.0|8B7336E752207CDEE0404F8189D82212|
038G003452|99PLTF021|0CP|P|1.0|267707.0|289597.4|1.0|8B7336E752217CDEE0404F8189D82212|
038G003452|99PSTF018|0AI|I|1.0|444652.0|444652.0|1.0|8B7336E752227CDEE0404F8189D82212|
038IU09022|99CSVLIF6|MAP|P|1.0|4865.42|4865.42|1.0|8B7336E752237CDEE0404F8189D82212|
038IU09022|99PLTF013|0CI|I|1.0|743007.0|815964.16|1.0|8B7336E752247CDEE0404F8189D82212|
038IU09022|99PLTF021|0CP|P|1.0|1.4210896E7|1.423562833E7|1.0|8B7336E752257CDEE0404F8189D82212|
038IU09022|99PSTF018|0AI|I|1.0|627285.0|627285.0|1.0|8B7336E752267CDEE0404F8189D82212|
038K008027|99PETTY12|MAI|I|1.0|2414.0|2414.0|1.0|8B7336E752277CDEE0404F8189D82212|
038K008027|99PLTF021|0CP|P|1.0|255129.0|291218.33|1.0|8B7336E752287CDEE0404F8189D82212|
038K008027|99PSTF018|0AI|I|1.0|879748.0|879748.0|1.0|8B7336E752297CDEE0404F8189D82212|
038L006228|99PLTF021|0CP|P|1.0|19564.0|21724.53|1.0|8B7336E7522A7CDEE0404F8189D82212|
038L006228|99PSTF018|0AI|I|1.0|11819.0|11819.0|1.0|8B7336E7522B7CDEE0404F8189D82212|
038MCCC134|99PLTF013|0CI|I|1.0|873.0|1029.15|1.0|8B7336E7522C7CDEE0404F8189D82212|
038MCCC134|99PLTF021|0CP|P|1.0|4656.0|4189.99|1.0|8B7336E7522D7CDEE0404F8189D82212|
038MCCC134|99PSTF018|0AI|I|1.0|16569.0|16569.0|1.0|8B7336E7522E7CDEE0404F8189D82212|
038MDSL325|99PLTF021|0CP|P|1.0|537.0|682.89|1.0|8B7336E7522F7CDEE0404F8189D82212|
038MDSL325|99PSTF018|0AI|I|1.0|558062.0|558062.0|1.0|8B7336E752307CDEE0404F8189D82212|
038MPHC072|99PLTF021|0CP|P|1.0|11281.0|14709.98|1.0|8B7336E752317CDEE0404F8189D82212|
038MPHC072|99PSTF018|0AI|I|1.0|1238.0|1238.0|1.0|8B7336E752327CDEE0404F8189D82212|
038MSCI011|99PLTF013|0CI|I|1.0|2112.0|2288.49|1.0|8B7336E752337CDEE0404F8189D82212|
038MSCI011|99PLTF021|0CP|P|1.0|8967.0|9031.22|1.0|8B7336E752347CDEE0404F8189D82212|
038MSCI011|99PSTF018|0AI|I|1.0|302.0|302.0|1.0|8B7336E752357CDEE0404F8189D82212|
038N008222|99PLTF013|0CI|I|1.0|217.0|249.02|1.0|8B7336E752367CDEE0404F8189D82212|
038N008222|99PLTF021|0CP|P|1.0|17558.0|20049.9|1.0|8B7336E752377CDEE0404F8189D82212|
038N008222|99PSTF018|0AI|I|1.0|567.0|567.0|1.0|8B7336E752387CDEE0404F8189D82212|
038P011463|99PLTF013|0CI|I|1.0|75.0|86.94|1.0|8B7336E752397CDEE0404F8189D82212|
038P011463|99PLTF021|0CP|P|1.0|78.0|99.99|1.0|8B7336E7523A7CDEE0404F8189D82212|
038P011463|99PSTF018|0AI|I|1.0|9999.0|9999.0|1.0|8B7336E7523B7CDEE0404F8189D82212|
038RPS1012|99PLTF021|0CP|P|1.0|51475.0|51475.0|1.0|8B7336E7523C7CDEE0404F8189D82212|
038RPS1012|99PSTF018|0AI|I|1.0|15024.0|15024.0|1.0|8B7336E7523D7CDEE0404F8189D82212|
038RQ04162|99PLTF013|0CI|I|1.0|41203.0|49999.43|1.0|8B7336E7523E7CDEE0404F8189D82212|
038RQ04162|99PLTF021|0CP|P|1.0|1058317.0|1058282.7|1.0|8B7336E7523F7CDEE0404F8189D82212|
038RQ04162|99PSTF018|0AI|I|1.0|82768.0|82768.0|1.0|8B7336E752407CDEE0404F8189D82212|
038RR04087|99PLTF021|0CP|P|1.0|28952.0|28951.94|1.0|8B7336E752417CDEE0404F8189D82212|
038RR04087|99PSTF018|0AI|I|1.0|4241.0|4241.0|1.0|8B7336E752427CDEE0404F8189D82212|
038RT04091|99PLTF021|0CP|P|1.0|49193.0|49707.13|1.0|8B7336E752437CDEE0404F8189D82212|
038RT04091|99PSTF018|0AI|I|1.0|67693.0|67693.0|1.0|8B7336E752447CDEE0404F8189D82212|
038RV04351|99PLTF021|0CP|P|1.0|139633.0|155930.2|1.0|8B7336E752457CDEE0404F8189D82212|
038RV04351|99PSTF018|0AI|I|1.0|24021.0|24021.0|1.0|8B7336E752467CDEE0404F8189D82212|
038SC01010|99PLTF021|0CP|P|1.0|1369.0|1353.41|1.0|8B7336E752477CDEE0404F8189D82212|
038SC01010|99PSTF018|0AI|I|1.0|1128.0|1128.0|1.0|8B7336E752487CDEE0404F8189D82212|
046G007720|99BTIP011|0CP|P|3.0|1500.0|29900.0|1.0|8B7336E7529C7CDEE0404F8189D82212|
046G007720|99PLTF021|0CP|P|1.0|174632.0|189629.52|1.0|8B7336E752497CDEE0404F8189D82212|
099PLTF013|99PLTF997|0CP|P|1.0|1.0161235E8|1.265310034E8|1.0|8B7336E7524A7CDEE0404F8189D82212|
099PLTF021|99PLTF997|0CP|P|1.0|1.229456642E9|1.527150615E9|1.0|8B7336E7524B7CDEE0404F8189D82212|
099PLTF997|023184203|0OP|P|1.0|1550.0|3875.0|1.0|8B7336E7524C7CDEE0404F8189D82212|
099PLTF997|04314Z998|0OP|P|1.0|45600.0|329574.43|1.0|8B7336E7524D7CDEE0404F8189D82212|
099PLTF997|610313108|0OP|P|1.0|284072.0|1073159.9|1.0|8B7336E7524E7CDEE0404F8189D82212|
099PLTF997|99ALPHTL4|0ZP|P|1.0|7.987124244E7|7.987124244E7|1.0|8B7336E7524F7CDEE0404F8189D82212|
099PLTF997|99ARTIS28|0ZP|P|1.0|3.212913248E7|3.212913247E7|1.0|8B7336E752507CDEE0404F8189D82212|
099PLTF997|99BERNST8|0ZP|P|1.0|4.1E7|4.1E7|1.0|8B7336E752517CDEE0404F8189D82212|
099PLTF997|99BGI0014|0ZP|P|1.0|3.423344471E7|3.423345037E7|1.0|8B7336E752527CDEE0404F8189D82212|
099PLTF997|99CHAMP14|0FP|P|1.0|16264.0|16264.0|1.0|8B7336E752537CDEE0404F8189D82212|
099PLTF997|99CHAMP22|0FP|P|1.0|3.12107546E7|3.12107546E7|1.0|8B7336E752547CDEE0404F8189D82212|
099PLTF997|99CHAMPL0|0FP|P|1.0|2732685.08|2732685.08|1.0|8B7336E752557CDEE0404F8189D82212|
099PLTF997|99CLIFTN0|0ZP|P|1.0|1.4017797E7|1.4017797E7|1.0|8B7336E752567CDEE0404F8189D82212|
099PLTF997|99CRM0014|0KP|P|1.0|4.249434559E7|4.249434559E7|1.0|8B7336E752577CDEE0404F8189D82212|
099PLTF997|99CRM0022|0KP|P|1.0|2879503.23|2879503.23|1.0|8B7336E752587CDEE0404F8189D82212|
099PLTF997|99CRM0030|0KP|P|1.0|14860.0|14860.0|1.0|8B7336E752597CDEE0404F8189D82212|
099PLTF997|99DFAEME0|0ZP|P|1.0|1.0E7|1.0E7|1.0|8B7336E7525A7CDEE0404F8189D82212|
099PLTF997|99DIMFND9|0ZP|P|1.0|5.8E7|5.8E7|1.0|8B7336E7525B7CDEE0404F8189D82212|
099PLTF997|99LOOMI12|0WP|P|1.0|3.592731253E7|3.592731253E7|1.0|8B7336E7525C7CDEE0404F8189D82212|
099PLTF997|99LOOMI20|0WP|P|1.0|1282992.53|1282992.53|1.0|8B7336E7525D7CDEE0404F8189D82212|
099PLTF997|99LOOMI38|0WP|P|1.0|853106.79|853106.79|1.0|8B7336E7525E7CDEE0404F8189D82212|
099PLTF997|99LOOMI46|0WP|P|1.0|5579251.08|5579251.08|1.0|8B7336E7525F7CDEE0404F8189D82212|
099PLTF997|99LOOMI53|0WP|P|1.0|215537.32|215537.32|1.0|8B7336E752607CDEE0404F8189D82212|
099PLTF997|99PIMCO00|0YP|P|1.0|3.802614808E7|3.802614808E7|1.0|8B7336E752617CDEE0404F8189D82212|
099PLTF997|99PIMCO26|0YP|P|1.0|9168348.69|9168348.69|1.0|8B7336E752627CDEE0404F8189D82212|
099PLTF997|99PIMCO34|0YP|P|1.0|529860.37|529860.37|1.0|8B7336E752637CDEE0404F8189D82212|
099PLTF997|99PIMCO42|0YP|P|1.0|2.251894035E7|2.251894035E7|1.0|8B7336E752647CDEE0404F8189D82212|
099PLTF997|99SNYDE28|0SP|P|1.0|2395271.22|2395271.22|1.0|8B7336E752657CDEE0404F8189D82212|
099PLTF997|99SNYDE36|0SP|P|1.0|26389.0|26389.0|1.0|8B7336E752667CDEE0404F8189D82212|
099PLTF997|99SNYDER3|0SP|P|1.0|6.09803863E7|6.09803863E7|1.0|8B7336E752677CDEE0404F8189D82212|
099PLTF997|99STKPLS8|0ZP|P|1.0|5.037591935E7|5.037591935E7|1.0|8B7336E752687CDEE0404F8189D82212|
099PLTF997|99TEMP010|0QP|P|1.0|6.493353872E7|6.493353872E7|1.0|8B7336E752697CDEE0404F8189D82212|
099PLTF997|99TEMP028|0QP|P|1.0|3615635.26|3615635.26|1.0|8B7336E7526A7CDEE0404F8189D82212|
099PLTF997|99TEMP036|0QP|P|1.0|159720.0|159720.0|1.0|8B7336E7526B7CDEE0404F8189D82212|
099PLTF997|99WILBL16|0DP|P|1.0|5747.0|5747.0|1.0|8B7336E7526C7CDEE0404F8189D82212|
099PLTF997|99WILBL24|0DP|P|1.0|3.829961314E7|3.829961314E7|1.0|8B7336E7526D7CDEE0404F8189D82212|
099PLTF997|99WILBLR9|0DP|P|1.0|714837.06|714837.06|1.0|8B7336E7526E7CDEE0404F8189D82212|
099PLTF997|REPEQF011|REP|P|1.0|2426585.0|1344385.4|1.0|8B7336E7526F7CDEE0404F8189D82212|
099PLTF997|REPEQF029|REP|P|1.0|1.0|450000.0|1.0|8B7336E752707CDEE0404F8189D82212|
099PLTF997|REPEQF037|REP|P|1.0|1.0|222200.0|1.0|8B7336E752717CDEE0404F8189D82212|
099PLTF997|REPEQF045|REP|P|1.0|7724.35|429083.35|1.0|8B7336E752727CDEE0404F8189D82212|
909BTIP011|3133X8AS1|0TP|P|1.0|525000.0|557675.99|1.0|8B7336E752737CDEE0404F8189D82212|
909BTIP011|3133XLDW0|0TP|P|1.0|350000.0|350000.0|1.0|8B7336E752747CDEE0404F8189D82212|
909BTIP011|36966RV94|0TP|P|1.0|440000.0|440000.0|1.0|8B7336E752757CDEE0404F8189D82212|
909BTIP011|464287176|0TP|P|5.0|29000.0|3067039.5|1.0|8B7336E752867CDEE0404F8189D82212|
909BTIP011|464287440|0TP|P|4.0|10000.0|869305.66|1.0|8B7336E752877CDEE0404F8189D82212|
909BTIP011|464287457|0TP|P|5.0|15000.0|1235949.1|1.0|8B7336E752887CDEE0404F8189D82212|
909BTIP011|650094CD5|0TP|P|1.0|400000.0|395848.0|1.0|8B7336E752767CDEE0404F8189D82212|
909BTIP011|717081AR4|0TP|P|1.0|380000.0|393345.6|1.0|8B7336E752777CDEE0404F8189D82212|
909BTIP011|71713UAL6|0TP|P|1.0|100000.0|118937.5|1.0|8B7336E752787CDEE0404F8189D82212|
909BTIP011|8447HBAC6|0TP|P|1.0|400000.0|393000.0|1.0|8B7336E752797CDEE0404F8189D82212|
909BTIP011|S99990558|0TP|P|1.0|0.01|0.01|1.0|8B7336E7527A7CDEE0404F8189D82212|
909ETIP018|04314Z998|0EP|P|2.0|25000.0|200000.0|1.0|8B7336E752897CDEE0404F8189D82212|
909ETIP018|09253U108|0EP|P|4.0|40000.0|891766.6|1.0|8B7336E7528A7CDEE0404F8189D82212|
909ETIP018|165167107|0EP|P|3.0|20000.0|173670.64|1.0|8B7336E7528B7CDEE0404F8189D82212|
909ETIP018|17275R102|0EP|P|3.0|25000.0|216658.88|1.0|8B7336E7528C7CDEE0404F8189D82212|
