cptlast_nbr|ast_pmt_seq_nbr|obj_id|ver_nbr|fin_coa_cd|account_nbr|sub_acct_nbr|fin_object_cd|fin_sub_obj_cd|fs_origin_cd|fdoc_typ_cd|fdoc_nbr|fdoc_post_yr|fdoc_post_prd_cd|fdoc_post_dt|project_cd|org_reference_id|acct_charge_amt|po_number|requisition_nbr|ast_depr1_base_amt|ast_acum_depr1_amt|ast_prvyrdepr1_amt|ast_prd1_depr1_amt|ast_prd2_depr1_amt|ast_prd3_depr1_amt|ast_prd4_depr1_amt|ast_prd5_depr1_amt|ast_prd6_depr1_amt|ast_prd7_depr1_amt|ast_prd8_depr1_amt|ast_prd9_depr1_amt|ast_prd10depr1_amt|ast_prd11depr1_amt|ast_prd12depr1_amt|ast_trnfr_pmt_cd|
2393.0|1.0|6DAAF0BDF2FECE85E0404F8189D808BA|1.0|BL|9520000|-----|7000|---|01|LGCY|IV000000|2009.0|9|20080325000000|----------| |11505.0|0| |11505.0|11505.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
2403.0|1.0|6DAAF0BDF2FFCE85E0404F8189D808BA|1.0|BL|9520000|-----|7000|---|01|LGCY|IV000000|2009.0|9|20080325000000|----------| |14125.0|0| |14125.0|14125.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
2419.0|1.0|6DAAF0BDF300CE85E0404F8189D808BA|1.0|BL|9520000|-----|7000|---|01|LGCY|IV000000|2009.0|9|20080325000000|----------| |17041.0|0| |17041.0|17041.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
2459.0|1.0|6DAAF0BDF301CE85E0404F8189D808BA|1.0|BL|1024797|-----|7000|---|01|LGCY|IV173907|2009.0|9|20080325000000|----------| |10245.0|4082585|85|10245.0|10245.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
2461.0|1.0|6DAAF0BDF302CE85E0404F8189D808BA|1.0|BL|9520000|-----|7000|---|01|LGCY|IV000000|2009.0|9|20080325000000|----------| |8116.0|0| |8116.0|8116.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
2470.0|1.0|6DAAF0BDF303CE85E0404F8189D808BA|1.0|BL|9520000|-----|7000|---|01|LGCY|IV000000|2009.0|9|20080325000000|----------| |20898.0|0| |20898.0|20898.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
2518.0|1.0|6DAAF0BDF304CE85E0404F8189D808BA|1.0|BL|1024797|-----|7000|---|01|LGCY|IV531176|2009.0|9|20080325000000|----------| |6000.0|10061114|1.90E+48|6000.0|6000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
2623.0|1.0|6DAAF0BDF305CE85E0404F8189D808BA|1.0|BL|1024797|-----|7000|---|01|LGCY|IV486718|2009.0|9|20080325000000|----------| |8409.0|10051047|1.90E+45|8409.0|8409.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
2637.0|1.0|6DAAF0BDF306CE85E0404F8189D808BA|1.0|BL|9520000|-----|7000|---|01|LGCY|IV000000|2009.0|9|20080325000000|----------| |16500.0|0| |16500.0|16500.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
3512.0|1.0|6DAAF0BDF307CE85E0404F8189D808BA|1.0|BL|1024797|-----|7030|---|01|LGCY|IV619195|2009.0|9|20080325000000|----------| |5750.0|16121587|AF126|5750.0|5750.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
6339.0|1.0|6DAAF0BDF308CE85E0404F8189D808BA|1.0|BL|4824750|-----|7030|---|01|LGCY|IV193183|2009.0|9|20080325000000|----------| |5090.0|10072942|LZ69277|5090.0|5090.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
10911.0|1.0|6DAAF0BDF309CE85E0404F8189D808BA|1.0|BL|9520000|-----|7000|---|01|LGCY|IV000000|2009.0|9|20080325000000|----------| |6063.0|0| |6063.0|6063.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
10921.0|1.0|6DAAF0BDF30ACE85E0404F8189D808BA|1.0|BL|9520000|-----|7000|---|01|LGCY|IV000000|2009.0|9|20080325000000|----------| |5093.0|0| |5093.0|5093.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
11039.0|1.0|6DAAF0BDF30BCE85E0404F8189D808BA|1.0|BL|2924753|-----|7000|---|01|LGCY|IV463153|2009.0|9|20080325000000|----------| |8051.0|19121401|4T7902|8051.0|8051.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
11049.0|1.0|6DAAF0BDF30CCE85E0404F8189D808BA|1.0|BL|9520000|-----|7000|---|01|LGCY|IV000000|2009.0|9|20080325000000|----------| |12575.0|0| |12575.0|12575.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
11049.0|2.0|6DAAF0BDF30DCE85E0404F8189D808BA|1.0|BL|1024797|-----|7030|---|01|LGCY|IV411750|2009.0|9|20080325000000|----------||10000.0|13091995|DC8300|10000.0|10000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
11051.0|1.0|6DAAF0BDF30ECE85E0404F8189D808BA|1.0|BL|1024797|-----|7000|---|01|LGCY|IV562213|2009.0|9|20080325000000|----------| |5301.0|19103195|1.90E+13|5301.0|5301.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
11057.0|1.0|6DAAF0BDF30FCE85E0404F8189D808BA|1.0|BL|1024797|-----|7000|---|01|LGCY|IV562213|2009.0|9|20080325000000|----------| |26628.0|19103195|1.90E+13|26628.0|26628.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
11057.0|2.0|6DAAF0BDF310CE85E0404F8189D808BA|1.0|BL|4824747|-----|7030|---|01|LGCY|IV545283|2009.0|9|20080325000000|----------||7200.0|14042655|DF8376|7200.0|7200.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
11076.0|1.0|6DAAF0BDF311CE85E0404F8189D808BA|1.0|BL|9520000|-----|7000|---|01|LGCY|IV000000|2009.0|9|20080325000000|----------| |7140.0|0| |7140.0|7140.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
11174.0|1.0|6DAAF0BDF312CE85E0404F8189D808BA|1.0|BL|1024697|-----|7000|---|01|LGCY|IV021239|2009.0|9|20080325000000|----------| |7605.0|17120700|286|7605.0|7605.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
11202.0|1.0|6DAAF0BDF313CE85E0404F8189D808BA|1.0|BL|1024697|-----|7000|---|01|LGCY|NONE|2009.0|9|20080325000000|----------| |6200.0|10012238|2|6200.0|6200.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
11202.0|2.0|6DAAF0BDF314CE85E0404F8189D808BA|1.0|BL|1024697|-----|7030|---|01|LGCY|IV658508|2009.0|9|20080325000000|----------||2126.0|14120244Z|170|2126.0|2126.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
11563.0|1.0|6DAAF0BDF315CE85E0404F8189D808BA|1.0|BL|1024697|-----|7000|---|01|LGCY|IV374711|2009.0|9|20080325000000|----------| |5134.0|15120208|AE18|5134.0|5134.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
11567.0|1.0|6DAAF0BDF316CE85E0404F8189D808BA|1.0|BL|9520000|-----|7000|---|01|LGCY|IV000000|2009.0|9|20080325000000|----------| |1856.0|0| |1856.0|1856.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
11567.0|2.0|6DAAF0BDF317CE85E0404F8189D808BA|1.0|BL|1024697|-----|7030|---|01|LGCY|IV232250|2009.0|9|20080325000000|----------||11750.0|13060674|63|11750.0|11750.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
11715.0|1.0|6DAAF0BDF318CE85E0404F8189D808BA|1.0|BL|9520000|-----|7000|---|01|LGCY|IV000000|2009.0|9|20080325000000|----------| |5266.0|0| |5266.0|5266.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
11894.0|1.0|6DAAF0BDF319CE85E0404F8189D808BA|1.0|BL|1024697|-----|7000|---|01|LGCY|IV241497|2009.0|9|20080325000000|----------| |19470.0|18112105|243|19470.0|19470.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
12010.0|1.0|6DAAF0BDF31ACE85E0404F8189D808BA|1.0|BL|1024697|-----|7000|---|01|LGCY|IV490654|2009.0|9|20080325000000|----------| |21440.0|16061798|17|21440.0|21440.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
12072.0|1.0|6DAAF0BDF31BCE85E0404F8189D808BA|1.0|BL|1024697|-----|7000|---|01|LGCY|IV289971|2009.0|9|20080325000000|----------| |6930.0|19042498|504|6930.0|6930.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
12268.0|1.0|6DAAF0BDF31CCE85E0404F8189D808BA|1.0|BL|9520000|-----|7000|---|01|LGCY|IV000000|2009.0|9|20080325000000|----------| |7925.0|0| |7925.0|7925.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
12269.0|1.0|6DAAF0BDF31DCE85E0404F8189D808BA|1.0|BL|9520000|-----|7000|---|01|LGCY|IV000000|2009.0|9|20080325000000|----------| |6013.0|0| |6013.0|6013.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
12690.0|1.0|6DAAF0BDF31ECE85E0404F8189D808BA|1.0|BL|1024697|-----|7000|---|01|LGCY|IV640956|2009.0|9|20080325000000|----------| |16443.0|10101111|195|16443.0|16443.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
12810.0|1.0|6DAAF0BDF31FCE85E0404F8189D808BA|1.0|BL|9520000|-----|7000|---|01|LGCY|IV000000|2009.0|9|20080325000000|----------| |8989.0|0| |8989.0|8989.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
12859.0|1.0|6DAAF0BDF320CE85E0404F8189D808BA|1.0|BL|9520000|-----|7000|---|01|LGCY|IV000000|2009.0|9|20080325000000|----------| |8760.0|0| |8760.0|8760.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
12864.0|1.0|6DAAF0BDF321CE85E0404F8189D808BA|1.0|BL|9520000|-----|7000|---|01|LGCY|IV000000|2009.0|9|20080325000000|----------| |13456.0|0| |13456.0|13456.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
12865.0|1.0|6DAAF0BDF322CE85E0404F8189D808BA|1.0|BL|1024697|-----|7000|---|01|LGCY|IV652415|2009.0|9|20080325000000|----------| |25112.0|10092524|168|25112.0|25112.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
12868.0|1.0|6DAAF0BDF323CE85E0404F8189D808BA|1.0|BL|9520000|-----|7000|---|01|LGCY|IV000000|2009.0|9|20080325000000|----------| |7040.0|0| |7040.0|7040.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
12873.0|1.0|6DAAF0BDF324CE85E0404F8189D808BA|1.0|BL|9520000|-----|7000|---|01|LGCY|IV000000|2009.0|9|20080325000000|----------| |5551.0|0| |5551.0|5551.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
20090.0|1.0|6DAAF0BDF325CE85E0404F8189D808BA|1.0|BL|9520000|-----|7000|---|01|LGCY|IV000000|2009.0|9|20080325000000|----------| |70000.0|0| |70000.0|70000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
20095.0|1.0|6DAAF0BDF326CE85E0404F8189D808BA|1.0|BL|9520000|-----|7000|---|01|LGCY|IV000000|2009.0|9|20080325000000|----------| |70000.0|0| |70000.0|70000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
20098.0|1.0|6DAAF0BDF327CE85E0404F8189D808BA|1.0|BL|9520000|-----|7000|---|01|LGCY|IV000000|2009.0|9|20080325000000|----------| |20000.0|0| |20000.0|20000.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|N|
