ca_icr_acct_gnrtd_id|obj_id|ver_nbr|fin_coa_cd|account_nbr|icr_fin_coa_cd|icr_fin_acct_nbr|acln_pct|dobj_maint_cd_actv_ind|
10031.0|AF204E1BF1FE9BC4E040007F0100096E|1.0|BL|0211601|BL|1023287|100|Y|
10032.0|AF204E1BF1FF9BC4E040007F0100096E|1.0|BL|0211602|BL|1023287|100|Y|
10033.0|AF204E1BF2009BC4E040007F0100096E|1.0|BL|0211603|BL|1023287|100|Y|
10034.0|AF204E1BF2019BC4E040007F0100096E|1.0|BL|0211604|BL|1023287|100|Y|
10035.0|AF204E1BF2029BC4E040007F0100096E|1.0|BL|0211605|BL|1023287|100|Y|
10036.0|AF204E1BF2039BC4E040007F0100096E|1.0|BL|0211606|BL|1023287|100|Y|
10037.0|AF204E1BF2049BC4E040007F0100096E|1.0|BL|0211607|BL|1023287|100|Y|
10038.0|AF204E1BF2059BC4E040007F0100096E|1.0|BL|2231499|BL|1031400|100|Y|
10039.0|AF204E1BF2069BC4E040007F0100096E|1.0|BL|2124740|BL|2124740|100|Y|
10040.0|AF204E1BF2079BC4E040007F0100096E|1.0|BL|2324705|BL|1023287|100|Y|
10041.0|AF204E1BF2089BC4E040007F0100096E|1.0|BL|2631476|BL|2631476|100|Y|
10042.0|AF204E1BF2099BC4E040007F0100096E|1.0|BL|2324609|BL|1023287|100|Y|
10043.0|AF204E1BF20A9BC4E040007F0100096E|1.0|BL|2324704|BL|1023287|100|Y|
10044.0|AF204E1BF20B9BC4E040007F0100096E|1.0|BL|4024401|BL|1023287|100|Y|
10045.0|AF204E1BF20C9BC4E040007F0100096E|1.0|BL|4024402|BL|1023287|100|Y|
10046.0|AF204E1BF20D9BC4E040007F0100096E|1.0|BL|4024403|BL|1023287|100|Y|
10047.0|AF204E1BF20E9BC4E040007F0100096E|1.0|BL|4024404|BL|1023287|100|Y|
10048.0|AF204E1BF20F9BC4E040007F0100096E|1.0|BL|4024405|BL|1023287|100|Y|
10049.0|AF204E1BF2109BC4E040007F0100096E|1.0|BL|4024406|BL|1023287|100|Y|
10050.0|AF204E1BF2119BC4E040007F0100096E|1.0|BL|4024407|BL|1023287|100|Y|
10051.0|AF204E1BF2129BC4E040007F0100096E|1.0|BL|4024408|BL|1023287|100|Y|
10052.0|AF204E1BF2139BC4E040007F0100096E|1.0|BL|4024409|BL|1023287|100|Y|
10053.0|AF204E1BF2149BC4E040007F0100096E|1.0|BL|4024601|BL|1023287|100|Y|
10054.0|AF204E1BF2159BC4E040007F0100096E|1.0|BL|4024602|BL|1023287|100|Y|
10055.0|AF204E1BF2169BC4E040007F0100096E|1.0|BL|4024603|BL|1023287|100|Y|
10056.0|AF204E1BF2179BC4E040007F0100096E|1.0|BL|4024604|BL|1023287|100|Y|
10057.0|AF204E1BF2189BC4E040007F0100096E|1.0|BL|4024605|BL|1023287|100|Y|
10058.0|AF204E1BF2199BC4E040007F0100096E|1.0|BL|4024606|BL|1023287|100|Y|
10059.0|AF204E1BF21A9BC4E040007F0100096E|1.0|BL|4024607|BL|1023287|100|Y|
10060.0|AF204E1BF21B9BC4E040007F0100096E|1.0|BL|4024608|BL|1023287|100|Y|
10061.0|AF204E1BF21C9BC4E040007F0100096E|1.0|BL|4024609|BL|1023287|100|Y|
10062.0|AF204E1BF21D9BC4E040007F0100096E|1.0|BL|4024610|BL|1023287|100|Y|
10063.0|AF204E1BF21E9BC4E040007F0100096E|1.0|BL|4024611|BL|1023287|100|Y|
10064.0|AF204E1BF21F9BC4E040007F0100096E|1.0|BL|4024612|BL|1023287|100|Y|
10065.0|AF204E1BF2209BC4E040007F0100096E|1.0|BL|4024613|BL|1023287|100|Y|
10066.0|AF204E1BF2219BC4E040007F0100096E|1.0|BL|4024614|BL|1023287|100|Y|
10067.0|AF204E1BF2229BC4E040007F0100096E|1.0|BL|4024615|BL|1023287|100|Y|
10068.0|AF204E1BF2239BC4E040007F0100096E|1.0|BL|4024616|BL|1023287|100|Y|
10069.0|AF204E1BF2249BC4E040007F0100096E|1.0|BL|4024617|BL|1023287|100|Y|
10070.0|AF204E1BF2259BC4E040007F0100096E|1.0|BL|4024618|BL|1023287|100|Y|
10071.0|AF204E1BF2269BC4E040007F0100096E|1.0|BL|4024619|BL|1023287|100|Y|
10072.0|AF204E1BF2279BC4E040007F0100096E|1.0|BL|4024620|BL|1023287|100|Y|
10073.0|AF204E1BF2289BC4E040007F0100096E|1.0|BL|4024621|BL|1023287|100|Y|
10074.0|AF204E1BF2299BC4E040007F0100096E|1.0|BL|4024622|BL|1023287|100|Y|
10075.0|AF204E1BF22A9BC4E040007F0100096E|1.0|BL|4024623|BL|1023287|100|Y|
10076.0|AF204E1BF22B9BC4E040007F0100096E|1.0|BL|4024624|BL|1023287|100|Y|
10077.0|AF204E1BF22C9BC4E040007F0100096E|1.0|BL|4024625|BL|1023287|100|Y|
10078.0|AF204E1BF22D9BC4E040007F0100096E|1.0|BL|4024626|BL|1023287|100|Y|
10079.0|AF204E1BF22E9BC4E040007F0100096E|1.0|BL|4024627|BL|1023287|100|Y|
10080.0|AF204E1BF22F9BC4E040007F0100096E|1.0|BL|4024628|BL|1023287|100|Y|
10081.0|AF204E1BF2309BC4E040007F0100096E|1.0|BL|4024629|BL|1023287|100|Y|
10082.0|AF204E1BF2319BC4E040007F0100096E|1.0|BL|4024630|BL|1023287|100|Y|
10083.0|AF204E1BF2329BC4E040007F0100096E|1.0|BL|4024631|BL|1023287|100|Y|
10084.0|AF204E1BF2339BC4E040007F0100096E|1.0|BL|4024632|BL|1023287|100|Y|
10085.0|AF204E1BF2349BC4E040007F0100096E|1.0|BL|4024633|BL|1023287|100|Y|
10086.0|AF204E1BF2359BC4E040007F0100096E|1.0|BL|4024701|BL|1023287|100|Y|
10087.0|AF204E1BF2369BC4E040007F0100096E|1.0|BL|4024702|BL|1023287|100|Y|
10088.0|AF204E1BF2379BC4E040007F0100096E|1.0|BL|4024703|BL|1023287|100|Y|
10089.0|AF204E1BF2389BC4E040007F0100096E|1.0|BL|4024704|BL|1023287|100|Y|
10090.0|AF204E1BF2399BC4E040007F0100096E|1.0|BL|4024705|BL|1023287|100|Y|
10091.0|AF204E1BF23A9BC4E040007F0100096E|1.0|BL|4024706|BL|1023287|100|Y|
10092.0|AF204E1BF23B9BC4E040007F0100096E|1.0|BL|4024707|BL|1023287|100|Y|
10093.0|AF204E1BF23C9BC4E040007F0100096E|1.0|BL|4024708|BL|1023287|100|Y|
10094.0|AF204E1BF23D9BC4E040007F0100096E|1.0|BL|4024709|BL|1023287|100|Y|
10095.0|AF204E1BF23E9BC4E040007F0100096E|1.0|BL|4024710|BL|1023287|100|Y|
10096.0|AF204E1BF23F9BC4E040007F0100096E|1.0|BL|4031412|BL|1023287|100|Y|
10097.0|AF204E1BF2409BC4E040007F0100096E|1.0|BL|4031413|BL|1023287|100|Y|
10098.0|AF204E1BF2419BC4E040007F0100096E|1.0|BL|4031414|BL|1023287|100|Y|
10099.0|AF204E1BF2429BC4E040007F0100096E|1.0|BL|4031415|BL|1023287|100|Y|
10100.0|AF204E1BF2439BC4E040007F0100096E|1.0|BL|4031416|BL|1023287|100|Y|
10101.0|AF204E1BF2449BC4E040007F0100096E|1.0|BL|4031417|BL|1023287|100|Y|
10102.0|AF204E1BF2459BC4E040007F0100096E|1.0|BL|4031418|BL|1023287|100|Y|
10103.0|AF204E1BF2469BC4E040007F0100096E|1.0|BL|4031419|BL|1023287|100|Y|
10104.0|AF204E1BF2479BC4E040007F0100096E|1.0|BL|4031420|BL|1023287|100|Y|
10105.0|AF204E1BF2489BC4E040007F0100096E|1.0|BL|4031421|BL|1023287|100|Y|
10106.0|AF204E1BF2499BC4E040007F0100096E|1.0|BL|4031422|BL|1023287|100|Y|
10107.0|AF204E1BF24A9BC4E040007F0100096E|1.0|BL|4031423|BL|1023287|100|Y|
10108.0|AF204E1BF24B9BC4E040007F0100096E|1.0|BL|4031424|BL|1031400|100|Y|
10109.0|AF204E1BF24C9BC4E040007F0100096E|1.0|BL|4031425|BL|1023287|100|Y|
10110.0|AF204E1BF24D9BC4E040007F0100096E|1.0|BL|4031426|BL|1023287|100|Y|
10111.0|AF204E1BF24E9BC4E040007F0100096E|1.0|BL|4031427|BL|1023287|100|Y|
10112.0|AF204E1BF24F9BC4E040007F0100096E|1.0|BL|4031428|BL|1023287|100|Y|
10113.0|AF204E1BF2509BC4E040007F0100096E|1.0|BL|4031429|BL|1023287|100|Y|
10114.0|AF204E1BF2519BC4E040007F0100096E|1.0|BL|4031430|BL|1023287|100|Y|
10115.0|AF204E1BF2529BC4E040007F0100096E|1.0|BL|4031431|BL|1023287|100|Y|
10116.0|AF204E1BF2539BC4E040007F0100096E|1.0|BL|4031432|BL|1023287|100|Y|
10117.0|AF204E1BF2549BC4E040007F0100096E|1.0|BL|4031433|BL|1023287|100|Y|
10118.0|AF204E1BF2559BC4E040007F0100096E|1.0|BL|4031434|BL|1023287|100|Y|
10119.0|AF204E1BF2569BC4E040007F0100096E|1.0|BL|4031435|BL|1023287|100|Y|
10120.0|AF204E1BF2579BC4E040007F0100096E|1.0|BL|4031436|BL|1023287|100|Y|
10121.0|AF204E1BF2589BC4E040007F0100096E|1.0|BL|4024711|BL|1023287|100|Y|
10122.0|AF204E1BF2599BC4E040007F0100096E|1.0|BL|4024712|BL|1023287|100|Y|
10123.0|AF204E1BF25A9BC4E040007F0100096E|1.0|BL|4024713|BL|1023287|100|Y|
10124.0|AF204E1BF25B9BC4E040007F0100096E|1.0|BL|4024714|BL|1023287|100|Y|
10125.0|AF204E1BF25C9BC4E040007F0100096E|1.0|BL|4024715|BL|1023287|100|Y|
10126.0|AF204E1BF25D9BC4E040007F0100096E|1.0|BL|4024716|BL|1023287|100|Y|
10127.0|AF204E1BF25E9BC4E040007F0100096E|1.0|BL|4024717|BL|1023287|100|Y|
10128.0|AF204E1BF25F9BC4E040007F0100096E|1.0|BL|4024718|BL|1023287|100|Y|
10129.0|AF204E1BF2609BC4E040007F0100096E|1.0|BL|4024719|BL|1023287|100|Y|
10130.0|AF204E1BF2619BC4E040007F0100096E|1.0|BL|4024720|BL|1023287|100|Y|
10131.0|AF204E1BF2629BC4E040007F0100096E|1.0|BL|4024721|BL|1023287|100|Y|
10132.0|AF204E1BF2639BC4E040007F0100096E|1.0|BL|4024723|BL|1023287|100|Y|
10133.0|AF204E1BF2649BC4E040007F0100096E|1.0|BL|4024724|BL|1023287|100|Y|
10134.0|AF204E1BF2659BC4E040007F0100096E|1.0|BL|4031300|BL|1023287|100|Y|
10135.0|AF204E1BF2669BC4E040007F0100096E|1.0|BL|4031301|BL|1023287|100|Y|
10136.0|AF204E1BF2679BC4E040007F0100096E|1.0|BL|4031401|BL|1023287|100|Y|
10137.0|AF204E1BF2689BC4E040007F0100096E|1.0|BL|4031402|BL|1023287|100|Y|
10138.0|AF204E1BF2699BC4E040007F0100096E|1.0|BL|4031403|BL|1023287|100|Y|
10139.0|AF204E1BF26A9BC4E040007F0100096E|1.0|BL|4031404|BL|1023287|100|Y|
10140.0|AF204E1BF26B9BC4E040007F0100096E|1.0|BL|4031405|BL|1023287|100|Y|
10141.0|AF204E1BF26C9BC4E040007F0100096E|1.0|BL|4031406|BL|1023287|100|Y|
10142.0|AF204E1BF26D9BC4E040007F0100096E|1.0|BL|4031407|BL|1023287|100|Y|
10143.0|AF204E1BF26E9BC4E040007F0100096E|1.0|BL|4031408|BL|1023287|100|Y|
10144.0|AF204E1BF26F9BC4E040007F0100096E|1.0|BL|4031409|BL|1023287|100|Y|
10145.0|AF204E1BF2709BC4E040007F0100096E|1.0|BL|4031410|BL|1023287|100|Y|
10146.0|AF204E1BF2719BC4E040007F0100096E|1.0|BL|4031411|BL|1023287|100|Y|
10147.0|AF204E1BF2729BC4E040007F0100096E|1.0|BL|4024300|BL|1023287|100|Y|
10148.0|AF204E1BF2739BC4E040007F0100096E|1.0|BL|4024301|BL|1023287|100|Y|
10149.0|AF204E1BF2749BC4E040007F0100096E|1.0|BL|4024302|BL|1023287|100|Y|
10150.0|AF204E1BF2759BC4E040007F0100096E|1.0|BL|4024400|BL|1023287|100|Y|
10151.0|AF204E1BF2769BC4E040007F0100096E|1.0|BL|4124633|BL|1023287|100|Y|
10152.0|AF204E1BF2779BC4E040007F0100096E|1.0|BL|4124634|BL|1023287|100|Y|
10153.0|AF204E1BF2789BC4E040007F0100096E|1.0|BL|4124635|BL|1023287|100|Y|
10154.0|AF204E1BF2799BC4E040007F0100096E|1.0|BL|4124636|BL|1023287|100|Y|
10155.0|AF204E1BF27A9BC4E040007F0100096E|1.0|BL|4124638|BL|1023287|100|Y|
10156.0|AF204E1BF27B9BC4E040007F0100096E|1.0|BL|4124639|BL|1023287|100|Y|
10157.0|AF204E1BF27C9BC4E040007F0100096E|1.0|BL|4124640|BL|1023287|100|Y|
10158.0|AF204E1BF27D9BC4E040007F0100096E|1.0|BL|4124641|BL|1023287|100|Y|
10159.0|AF204E1BF27E9BC4E040007F0100096E|1.0|BL|4124643|BL|1023287|100|Y|
10160.0|AF204E1BF27F9BC4E040007F0100096E|1.0|BL|4124644|BL|1023287|100|Y|
10161.0|AF204E1BF2809BC4E040007F0100096E|1.0|BL|4124645|BL|1023287|100|Y|
10162.0|AF204E1BF2819BC4E040007F0100096E|1.0|BL|4124646|BL|1023287|100|Y|
10163.0|AF204E1BF2829BC4E040007F0100096E|1.0|BL|4124647|BL|1023287|100|Y|
10164.0|AF204E1BF2839BC4E040007F0100096E|1.0|BL|4124649|BL|1023287|100|Y|
10165.0|AF204E1BF2849BC4E040007F0100096E|1.0|BL|4124650|BL|1023287|100|Y|
10166.0|AF204E1BF2859BC4E040007F0100096E|1.0|BL|4124701|BL|1023287|100|Y|
10167.0|AF204E1BF2869BC4E040007F0100096E|1.0|BL|4124702|BL|1023287|100|Y|
10168.0|AF204E1BF2879BC4E040007F0100096E|1.0|BL|4124703|BL|1023287|100|Y|
10169.0|AF204E1BF2889BC4E040007F0100096E|1.0|BL|4124704|BL|1023287|100|Y|
10170.0|AF204E1BF2899BC4E040007F0100096E|1.0|BL|4124705|BL|1023287|100|Y|
10171.0|AF204E1BF28A9BC4E040007F0100096E|1.0|BL|4124706|BL|1023287|100|Y|
10172.0|AF204E1BF28B9BC4E040007F0100096E|1.0|BL|4124707|BL|1023287|100|Y|
10173.0|AF204E1BF28C9BC4E040007F0100096E|1.0|BL|4124708|BL|1023287|100|Y|
10174.0|AF204E1BF28D9BC4E040007F0100096E|1.0|BL|4124709|BL|1023287|100|Y|
10175.0|AF204E1BF28E9BC4E040007F0100096E|1.0|BL|4124710|BL|1023287|100|Y|
10176.0|AF204E1BF28F9BC4E040007F0100096E|1.0|BL|4124711|BL|1023287|100|Y|
10177.0|AF204E1BF2909BC4E040007F0100096E|1.0|BL|4124712|BL|1023287|100|Y|
10178.0|AF204E1BF2919BC4E040007F0100096E|1.0|BL|4124713|BL|1023287|100|Y|
10179.0|AF204E1BF2929BC4E040007F0100096E|1.0|BL|4124714|BL|1023287|100|Y|
10180.0|AF204E1BF2939BC4E040007F0100096E|1.0|BL|4124715|BL|1023287|100|Y|
10181.0|AF204E1BF2949BC4E040007F0100096E|1.0|BL|4124716|BL|1023287|100|Y|
10182.0|AF204E1BF2959BC4E040007F0100096E|1.0|BL|4124717|BL|1023287|100|Y|
10183.0|AF204E1BF2969BC4E040007F0100096E|1.0|BL|4124718|BL|1023287|100|Y|
10184.0|AF204E1BF2979BC4E040007F0100096E|1.0|BL|4124719|BL|1023287|100|Y|
10185.0|AF204E1BF2989BC4E040007F0100096E|1.0|BL|4124720|BL|1023287|100|Y|
10186.0|AF204E1BF2999BC4E040007F0100096E|1.0|BL|4124721|BL|1023287|100|Y|
10187.0|AF204E1BF29A9BC4E040007F0100096E|1.0|BL|4124722|BL|1023287|100|Y|
10188.0|AF204E1BF29B9BC4E040007F0100096E|1.0|BL|4124723|BL|1023287|100|Y|
10189.0|AF204E1BF29C9BC4E040007F0100096E|1.0|BL|4124724|BL|1023287|100|Y|
10190.0|AF204E1BF29D9BC4E040007F0100096E|1.0|BL|4124725|BL|1023287|100|Y|
10191.0|AF204E1BF29E9BC4E040007F0100096E|1.0|BL|4124726|BL|1023287|100|Y|
10192.0|AF204E1BF29F9BC4E040007F0100096E|1.0|BL|4124727|BL|1023287|100|Y|
10193.0|AF204E1BF2A09BC4E040007F0100096E|1.0|BL|4124728|BL|1023287|100|Y|
10194.0|AF204E1BF2A19BC4E040007F0100096E|1.0|BL|4124729|BL|1023287|100|Y|
10195.0|AF204E1BF2A29BC4E040007F0100096E|1.0|BL|4124730|BL|1023287|100|Y|
10196.0|AF204E1BF2A39BC4E040007F0100096E|1.0|BL|4124731|BL|1023287|100|Y|
10197.0|AF204E1BF2A49BC4E040007F0100096E|1.0|BL|4124732|BL|1023287|100|Y|
10198.0|AF204E1BF2A59BC4E040007F0100096E|1.0|BL|4124733|BL|1023287|100|Y|
10199.0|AF204E1BF2A69BC4E040007F0100096E|1.0|BL|4124734|BL|1023287|100|Y|
10200.0|AF204E1BF2A79BC4E040007F0100096E|1.0|BL|4124735|BL|1023287|100|Y|
10201.0|AF204E1BF2A89BC4E040007F0100096E|1.0|BL|4124736|BL|1023287|100|Y|
10202.0|AF204E1BF2A99BC4E040007F0100096E|1.0|BL|4124737|BL|1023287|100|Y|
10203.0|AF204E1BF2AA9BC4E040007F0100096E|1.0|BL|4124738|BL|1023287|100|Y|
10204.0|AF204E1BF2AB9BC4E040007F0100096E|1.0|BL|4124739|BL|1023287|100|Y|
10205.0|AF204E1BF2AC9BC4E040007F0100096E|1.0|BL|4124740|BL|1023287|100|Y|
10206.0|AF204E1BF2AD9BC4E040007F0100096E|1.0|BL|4124741|BL|1023287|100|Y|
10207.0|AF204E1BF2AE9BC4E040007F0100096E|1.0|BL|4124742|BL|1023287|100|Y|
10208.0|AF204E1BF2AF9BC4E040007F0100096E|1.0|BL|4124743|BL|1023287|100|Y|
10209.0|AF204E1BF2B09BC4E040007F0100096E|1.0|BL|4124744|BL|1023287|100|Y|
10210.0|AF204E1BF2B19BC4E040007F0100096E|1.0|BL|4124745|BL|1023287|100|Y|
10211.0|AF204E1BF2B29BC4E040007F0100096E|1.0|BL|4124746|BL|1023287|100|Y|
10212.0|AF204E1BF2B39BC4E040007F0100096E|1.0|BL|4124747|BL|1023287|100|Y|
10213.0|AF204E1BF2B49BC4E040007F0100096E|1.0|BL|4124748|BL|1023287|100|Y|
10214.0|AF204E1BF2B59BC4E040007F0100096E|1.0|BL|4124749|BL|1023287|100|Y|
10215.0|AF204E1BF2B69BC4E040007F0100096E|1.0|BL|4124750|BL|1023287|100|Y|
10216.0|AF204E1BF2B79BC4E040007F0100096E|1.0|BL|4124751|BL|1023287|100|Y|
10217.0|AF204E1BF2B89BC4E040007F0100096E|1.0|BL|4124752|BL|1023287|100|Y|
10218.0|AF204E1BF2B99BC4E040007F0100096E|1.0|BL|4124753|BL|1023287|100|Y|
10219.0|AF204E1BF2BA9BC4E040007F0100096E|1.0|BL|4124754|BL|1023287|100|Y|
10220.0|AF204E1BF2BB9BC4E040007F0100096E|1.0|BL|4124755|BL|1023287|100|Y|
10221.0|AF204E1BF2BC9BC4E040007F0100096E|1.0|BL|4124756|BL|1023287|100|Y|
10222.0|AF204E1BF2BD9BC4E040007F0100096E|1.0|BL|4124757|BL|1023287|100|Y|
10223.0|AF204E1BF2BE9BC4E040007F0100096E|1.0|BL|4124758|BL|1023287|100|Y|
10224.0|AF204E1BF2BF9BC4E040007F0100096E|1.0|BL|4124759|BL|1023287|100|Y|
10225.0|AF204E1BF2C09BC4E040007F0100096E|1.0|BL|4124760|BL|1023287|100|Y|
10226.0|AF204E1BF2C19BC4E040007F0100096E|1.0|BL|4124761|BL|1023287|100|Y|
10227.0|AF204E1BF2C29BC4E040007F0100096E|1.0|BL|4124762|BL|1023287|100|Y|
10228.0|AF204E1BF2C39BC4E040007F0100096E|1.0|BL|4124763|BL|1023287|100|Y|
10229.0|AF204E1BF2C49BC4E040007F0100096E|1.0|BL|4131414|BL|1023287|100|Y|
10230.0|AF204E1BF2C59BC4E040007F0100096E|1.0|BL|4223206|BL|1023287|100|Y|
10231.0|AF204E1BF2C69BC4E040007F0100096E|1.0|BL|4224601|BL|1023287|100|Y|
10232.0|AF204E1BF2C79BC4E040007F0100096E|1.0|BL|4224602|BL|1023287|100|Y|
10233.0|AF204E1BF2C89BC4E040007F0100096E|1.0|BL|4224603|BL|1023287|100|Y|
10234.0|AF204E1BF2C99BC4E040007F0100096E|1.0|BL|4224701|BL|1023287|100|Y|
10235.0|AF204E1BF2CA9BC4E040007F0100096E|1.0|BL|4224702|BL|1023287|100|Y|
10236.0|AF204E1BF2CB9BC4E040007F0100096E|1.0|BL|4224703|BL|1023287|100|Y|
10237.0|AF204E1BF2CC9BC4E040007F0100096E|1.0|BL|4224704|BL|1023287|100|Y|
10238.0|AF204E1BF2CD9BC4E040007F0100096E|1.0|BL|4224705|BL|1023287|100|Y|
10239.0|AF204E1BF2CE9BC4E040007F0100096E|1.0|BL|4224706|BL|1023287|100|Y|
10240.0|AF204E1BF2CF9BC4E040007F0100096E|1.0|BL|4224707|BL|1023287|100|Y|
10241.0|AF204E1BF2D09BC4E040007F0100096E|1.0|BL|4224708|BL|1023287|100|Y|
10242.0|AF204E1BF2D19BC4E040007F0100096E|1.0|BL|4224709|BL|1023287|100|Y|
10243.0|AF204E1BF2D29BC4E040007F0100096E|1.0|BL|4224710|BL|1023287|100|Y|
10244.0|AF204E1BF2D39BC4E040007F0100096E|1.0|BL|4231400|BL|1023287|100|Y|
10245.0|AF204E1BF2D49BC4E040007F0100096E|1.0|BL|4324400|BL|1023287|100|Y|
10246.0|AF204E1BF2D59BC4E040007F0100096E|1.0|BL|4324601|BL|1023287|100|Y|
10247.0|AF204E1BF2D69BC4E040007F0100096E|1.0|BL|4324602|BL|1023287|100|Y|
10248.0|AF204E1BF2D79BC4E040007F0100096E|1.0|BL|4324603|BL|1023287|100|Y|
10249.0|AF204E1BF2D89BC4E040007F0100096E|1.0|BL|4324604|BL|1023287|100|Y|
10250.0|AF204E1BF2D99BC4E040007F0100096E|1.0|BL|4324605|BL|1023287|100|Y|
10251.0|AF204E1BF2DA9BC4E040007F0100096E|1.0|BL|4324606|BL|1023287|100|Y|
10252.0|AF204E1BF2DB9BC4E040007F0100096E|1.0|BL|4324607|BL|1023287|100|Y|
10253.0|AF204E1BF2DC9BC4E040007F0100096E|1.0|BL|4324608|BL|1023287|100|Y|
10254.0|AF204E1BF2DD9BC4E040007F0100096E|1.0|BL|4324609|BL|1023287|100|Y|
10255.0|AF204E1BF2DE9BC4E040007F0100096E|1.0|BL|4124764|BL|1023287|100|Y|
10256.0|AF204E1BF2DF9BC4E040007F0100096E|1.0|BL|4124765|BL|1023287|100|Y|
10257.0|AF204E1BF2E09BC4E040007F0100096E|1.0|BL|4124766|BL|1023287|100|Y|
10258.0|AF204E1BF2E19BC4E040007F0100096E|1.0|BL|4124767|BL|1023287|100|Y|
10259.0|AF204E1BF2E29BC4E040007F0100096E|1.0|BL|4124768|BL|1023287|100|Y|
10260.0|AF204E1BF2E39BC4E040007F0100096E|1.0|BL|4124769|BL|1023287|100|Y|
10261.0|AF204E1BF2E49BC4E040007F0100096E|1.0|BL|4124770|BL|1023287|100|Y|
10262.0|AF204E1BF2E59BC4E040007F0100096E|1.0|BL|4124771|BL|1023287|100|Y|
10263.0|AF204E1BF2E69BC4E040007F0100096E|1.0|BL|4124772|BL|1023287|100|Y|
10264.0|AF204E1BF2E79BC4E040007F0100096E|1.0|BL|4124773|BL|1023287|100|Y|
10265.0|AF204E1BF2E89BC4E040007F0100096E|1.0|BL|4124774|BL|1023287|100|Y|
10266.0|AF204E1BF2E99BC4E040007F0100096E|1.0|BL|4124776|BL|1023287|100|Y|
10267.0|AF204E1BF2EA9BC4E040007F0100096E|1.0|BL|4124777|BL|1023287|100|Y|
10268.0|AF204E1BF2EB9BC4E040007F0100096E|1.0|BL|4131401|BL|1023287|100|Y|
10269.0|AF204E1BF2EC9BC4E040007F0100096E|1.0|BL|4131402|BL|1020087|100|Y|
10270.0|AF204E1BF2ED9BC4E040007F0100096E|1.0|BL|4131403|BL|1023287|100|Y|
10271.0|AF204E1BF2EE9BC4E040007F0100096E|1.0|BL|4131404|BL|1023287|100|Y|
