entity_id|obj_id|ver_nbr|actv_ind|last_updt_dt|
KFS1168|KFS1168|1.0|Y|20121207232949|
KFS1172|KFS1172|1.0|Y|20121207232949|
KFS1231|KFS1231|1.0|Y|20121207232949|
KFS1232|KFS1232|1.0|Y|20121207232949|
KFS1264|KFS1264|1.0|Y|20121207232949|
KFS1309|KFS1309|1.0|Y|20121207232949|
KFS1315|KFS1315|1.0|Y|20121207232949|
KFS1334|KFS1334|1.0|Y|20121207232949|
KFS1337|KFS1337|1.0|Y|20121207232949|
KFS1361|KFS1361|1.0|Y|20121207232949|
KFS1399|KFS1399|1.0|Y|20121207232949|
KFS1423|KFS1423|1.0|Y|20121207232949|
KFS1433|KFS1433|1.0|Y|20121207232949|
KFS1438|KFS1438|1.0|Y|20121207232949|
KFS1441|KFS1441|1.0|Y|20121207232949|
KFS1444|KFS1444|1.0|Y|20121207232949|
KFS1453|KFS1453|1.0|Y|20121207232949|
KFS1455|KFS1455|1.0|Y|20121207232949|
KFS1470|KFS1470|1.0|Y|20121207232949|
KFS1482|KFS1482|1.0|Y|20121207232949|
KFS1515|KFS1515|1.0|Y|20121207232949|
KFS1520|KFS1520|1.0|Y|20121207232949|
KFS1525|KFS1525|1.0|Y|20121207232949|
KFS1526|KFS1526|1.0|Y|20121207232949|
KFS1531|KFS1531|1.0|Y|20121207232949|
KFS1545|KFS1545|1.0|Y|20121207232949|
KFS1556|KFS1556|1.0|Y|20121207232949|
KFS1574|KFS1574|1.0|Y|20121207232949|
KFS1586|KFS1586|1.0|Y|20121207232949|
KFS1599|KFS1599|1.0|Y|20121207232949|
KFS1601|KFS1601|1.0|Y|20121207232949|
KFS1603|KFS1603|1.0|Y|20121207232949|
KFS1625|KFS1625|1.0|Y|20121207232949|
KFS1637|KFS1637|1.0|Y|20121207232949|
KFS1638|KFS1638|1.0|Y|20121207232949|
KFS1656|KFS1656|1.0|Y|20121207232949|
KFS1676|KFS1676|1.0|Y|20121207232949|
KFS1686|KFS1686|1.0|Y|20121207232949|
KFS1689|KFS1689|1.0|Y|20121207232949|
KFS1705|KFS1705|1.0|Y|20121207232949|
KFS1717|KFS1717|1.0|Y|20121207232949|
KFS1731|KFS1731|1.0|Y|20121207232949|
KFS1744|KFS1744|1.0|Y|20121207232949|
KFS1747|KFS1747|1.0|Y|20121207232949|
KFS1783|KFS1783|1.0|Y|20121207232949|
KFS1861|KFS1861|1.0|Y|20121207232949|
KFS1864|KFS1864|1.0|Y|20121207232949|
KFS1870|KFS1870|1.0|Y|20121207232949|
KFS1884|KFS1884|1.0|Y|20121207232949|
KFS2|KFS2|1.0|Y|20121207232856|
KFS2018|KFS2018|1.0|Y|20121207232949|
KFS2019|KFS2019|1.0|Y|20121207232949|
KFS2049|KFS2049|1.0|Y|20121207232949|
KFS2053|KFS2053|1.0|Y|20121207232949|
KFS2062|KFS2062|1.0|Y|20121207232949|
KFS2073|KFS2073|1.0|Y|20121207232949|
KFS2075|KFS2075|1.0|Y|20121207232949|
KFS2138|KFS2138|1.0|Y|20121207232949|
KFS2163|KFS2163|1.0|Y|20121207232949|
KFS2204|KFS2204|1.0|Y|20121207232949|
KFS2224|KFS2224|1.0|Y|20121207232949|
KFS2227|KFS2227|1.0|Y|20121207232949|
KFS2230|KFS2230|1.0|Y|20121207232949|
KFS2235|KFS2235|1.0|Y|20121207232949|
KFS2236|KFS2236|1.0|Y|20121207232949|
KFS2247|KFS2247|1.0|Y|20121207232949|
KFS2284|KFS2284|1.0|Y|20121207232949|
KFS2344|KFS2344|1.0|Y|20121207232949|
KFS2369|KFS2369|1.0|Y|20121207232949|
KFS2376|KFS2376|1.0|Y|20121207232949|
KFS2377|KFS2377|1.0|Y|20121207232949|
KFS2382|KFS2382|1.0|Y|20121207232949|
KFS2383|KFS2383|1.0|Y|20121207232949|
KFS2388|KFS2388|1.0|Y|20121207232949|
KFS2389|KFS2389|1.0|Y|20121207232949|
KFS2409|KFS2409|1.0|Y|20121207232949|
KFS2412|KFS2412|1.0|Y|20121207232949|
KFS2492|KFS2492|1.0|Y|20121207232949|
KFS2533|KFS2533|1.0|Y|20121207232949|
KFS2534|KFS2534|1.0|Y|20121207232949|
KFS2535|KFS2535|1.0|Y|20121207232949|
KFS2549|KFS2549|1.0|Y|20121207232949|
KFS2550|KFS2550|1.0|Y|20121207232949|
KFS2552|KFS2552|1.0|Y|20121207232949|
KFS2554|KFS2554|1.0|Y|20121207232949|
KFS2559|KFS2559|1.0|Y|20121207232949|
KFS2566|KFS2566|1.0|Y|20121207232949|
KFS2567|KFS2567|1.0|Y|20121207232949|
KFS2568|KFS2568|1.0|Y|20121207232949|
KFS2578|KFS2578|1.0|Y|20121207232949|
KFS2582|KFS2582|1.0|Y|20121207232949|
KFS2584|KFS2584|1.0|Y|20121207232949|
KFS2587|KFS2587|1.0|Y|20121207232949|
KFS2588|KFS2588|1.0|Y|20121207232949|
KFS2593|KFS2593|1.0|Y|20121207232949|
KFS2594|KFS2594|1.0|Y|20121207232949|
KFS2595|KFS2595|1.0|Y|20121207232949|
KFS2602|KFS2602|1.0|Y|20121207232949|
KFS2606|KFS2606|1.0|Y|20121207232949|
KFS2607|KFS2607|1.0|Y|20121207232949|
KFS2612|KFS2612|1.0|Y|20121207232949|
KFS2616|KFS2616|1.0|Y|20121207232949|
KFS2621|KFS2621|1.0|Y|20121207232949|
KFS2629|KFS2629|1.0|Y|20121207232949|
KFS2631|KFS2631|1.0|Y|20121207232949|
KFS2641|KFS2641|1.0|Y|20121207232949|
KFS2646|KFS2646|1.0|Y|20121207232949|
KFS2648|KFS2648|1.0|Y|20121207232949|
KFS2651|KFS2651|1.0|Y|20121207232949|
KFS2655|KFS2655|1.0|Y|20121207232949|
KFS2656|KFS2656|1.0|Y|20121207232949|
KFS2657|KFS2657|1.0|Y|20121207232949|
KFS2658|KFS2658|1.0|Y|20121207232949|
KFS2659|KFS2659|1.0|Y|20121207232949|
KFS2693|KFS2693|1.0|Y|20121207232949|
KFS2694|KFS2694|1.0|Y|20121207232949|
KFS2695|KFS2695|1.0|Y|20121207232949|
KFS2734|KFS2734|1.0|Y|20121207232949|
KFS2742|KFS2742|1.0|Y|20121207232949|
KFS2743|KFS2743|1.0|Y|20121207232949|
KFS2744|KFS2744|1.0|Y|20121207232949|
KFS2745|KFS2745|1.0|Y|20121207232949|
KFS2746|KFS2746|1.0|Y|20121207232949|
KFS2747|KFS2747|1.0|Y|20121207232949|
KFS2748|KFS2748|1.0|Y|20121207232949|
KFS2749|KFS2749|1.0|Y|20121207232949|
KFS2750|KFS2750|1.0|Y|20121207232949|
KFS2751|KFS2751|1.0|Y|20121207232949|
KFS2752|KFS2752|1.0|Y|20121207232949|
KFS2753|KFS2753|1.0|Y|20121207232949|
KFS2754|KFS2754|1.0|Y|20121207232949|
KFS2755|KFS2755|1.0|Y|20121207232949|
KFS2756|KFS2756|1.0|Y|20121207232949|
KFS2757|KFS2757|1.0|Y|20121207232949|
KFS2758|KFS2758|1.0|Y|20121207232949|
KFS2759|KFS2759|1.0|Y|20121207232949|
KFS2760|KFS2760|1.0|Y|20121207232949|
KFS2761|KFS2761|1.0|Y|20121207232949|
KFS2762|KFS2762|1.0|Y|20121207232949|
KFS2763|KFS2763|1.0|Y|20121207232949|
KFS2764|KFS2764|1.0|Y|20121207232949|
KFS2765|KFS2765|1.0|Y|20121207232949|
KFS2766|KFS2766|1.0|Y|20121207232949|
KFS2767|KFS2767|1.0|Y|20121207232949|
KFS2768|KFS2768|1.0|Y|20121207232949|
KFS2769|KFS2769|1.0|Y|20121207232949|
KFS2770|KFS2770|1.0|Y|20121207232949|
KFS2771|KFS2771|1.0|Y|20121207232949|
KFS2772|KFS2772|1.0|Y|20121207232949|
KFS2773|KFS2773|1.0|Y|20121207232949|
KFS2774|KFS2774|1.0|Y|20121207232949|
KFS2775|KFS2775|1.0|Y|20121207232949|
KFS2776|KFS2776|1.0|Y|20121207232949|
KFS2777|KFS2777|1.0|Y|20121207232949|
KFS2778|KFS2778|1.0|Y|20121207232949|
KFS2779|KFS2779|1.0|Y|20121207232949|
KFS2780|KFS2780|1.0|Y|20121207232949|
KFS2781|KFS2781|1.0|Y|20121207232949|
KFS2782|KFS2782|1.0|Y|20121207232949|
KFS2783|KFS2783|1.0|Y|20121207232949|
KFS2784|KFS2784|1.0|Y|20121207232949|
KFS2785|KFS2785|1.0|Y|20121207232949|
KFS2786|KFS2786|1.0|Y|20121207232949|
KFS2787|KFS2787|1.0|Y|20121207232949|
KFS2788|KFS2788|1.0|Y|20121207232949|
KFS2789|KFS2789|1.0|Y|20121207232949|
KFS2790|KFS2790|1.0|Y|20121207232949|
KFS2791|KFS2791|1.0|Y|20121207232949|
KFS2792|KFS2792|1.0|Y|20121207232949|
KFS2793|KFS2793|1.0|Y|20121207232949|
KFS2794|KFS2794|1.0|Y|20121207232949|
KFS2795|KFS2795|1.0|Y|20121207232949|
KFS2796|KFS2796|1.0|Y|20121207232949|
KFS2797|KFS2797|1.0|Y|20121207232949|
KFS2798|KFS2798|1.0|Y|20121207232949|
KFS2799|KFS2799|1.0|Y|20121207232949|
KFS2800|KFS2800|1.0|Y|20121207232949|
KFS2801|KFS2801|1.0|Y|20121207232949|
KFS2802|KFS2802|1.0|Y|20121207232949|
KFS2803|KFS2803|1.0|Y|20121207232949|
KFS2804|KFS2804|1.0|Y|20121207232949|
KFS2805|KFS2805|1.0|Y|20121207232949|
KFS2806|KFS2806|1.0|Y|20121207232949|
KFS2807|KFS2807|1.0|Y|20121207232949|
KFS2808|KFS2808|1.0|Y|20121207232949|
KFS2809|KFS2809|1.0|Y|20121207232949|
KFS2810|KFS2810|1.0|Y|20121207232949|
KFS2811|KFS2811|1.0|Y|20121207232949|
KFS2812|KFS2812|1.0|Y|20121207232949|
KFS2813|KFS2813|1.0|Y|20121207232949|
KFS2814|KFS2814|1.0|Y|20121207232949|
KFS2815|KFS2815|1.0|Y|20121207232949|
KFS2816|KFS2816|1.0|Y|20121207232950|
KFS2817|KFS2817|1.0|Y|20121207232950|
KFS2818|KFS2818|1.0|Y|20121207232950|
KFS2819|KFS2819|1.0|Y|20121207232950|
KFS2820|KFS2820|1.0|Y|20121207232950|
KFS2821|KFS2821|1.0|Y|20121207232950|
KFS2822|KFS2822|1.0|Y|20121207232950|
KFS2823|KFS2823|1.0|Y|20121207232950|
KFS2824|KFS2824|1.0|Y|20121207232950|
KFS2825|KFS2825|1.0|Y|20121207232950|
KFS2826|KFS2826|1.0|Y|20121207232950|
KFS2827|KFS2827|1.0|Y|20121207232950|
KFS2828|KFS2828|1.0|Y|20121207232950|
KFS2829|KFS2829|1.0|Y|20121207232950|
KFS2830|KFS2830|1.0|Y|20121207232950|
KFS2831|KFS2831|1.0|Y|20121207232950|
KFS2832|KFS2832|1.0|Y|20121207232950|
KFS2833|KFS2833|1.0|Y|20121207232950|
KFS2834|KFS2834|1.0|Y|20121207232950|
KFS2835|KFS2835|1.0|Y|20121207232950|
KFS2836|KFS2836|1.0|Y|20121207232950|
KFS2837|KFS2837|1.0|Y|20121207232950|
KFS2838|KFS2838|1.0|Y|20121207232950|
KFS2839|KFS2839|1.0|Y|20121207232950|
KFS2840|KFS2840|1.0|Y|20121207232950|
KFS2841|KFS2841|1.0|Y|20121207232950|
KFS2842|KFS2842|1.0|Y|20121207232950|
KFS2843|KFS2843|1.0|Y|20121207232950|
KFS2844|KFS2844|1.0|Y|20121207232950|
KFS2845|KFS2845|1.0|Y|20121207232950|
KFS2846|KFS2846|1.0|Y|20121207232950|
KFS2847|KFS2847|1.0|Y|20121207232950|
KFS2848|KFS2848|1.0|Y|20121207232950|
KFS2849|KFS2849|1.0|Y|20121207232950|
KFS2850|KFS2850|1.0|Y|20121207232950|
KFS2851|KFS2851|1.0|Y|20121207232950|
KFS2852|KFS2852|1.0|Y|20121207232950|
KFS2853|KFS2853|1.0|Y|20121207232950|
KFS2854|KFS2854|1.0|Y|20121207232950|
KFS2855|KFS2855|1.0|Y|20121207232950|
KFS2856|KFS2856|1.0|Y|20121207232950|
KFS2857|KFS2857|1.0|Y|20121207232950|
KFS2858|KFS2858|1.0|Y|20121207232950|
KFS2859|KFS2859|1.0|Y|20121207232950|
KFS2860|KFS2860|1.0|Y|20121207232950|
KFS2861|KFS2861|1.0|Y|20121207232950|
KFS2862|KFS2862|1.0|Y|20121207232950|
KFS2863|KFS2863|1.0|Y|20121207232950|
KFS2864|KFS2864|1.0|Y|20121207232950|
KFS2865|KFS2865|1.0|Y|20121207232950|
KFS2866|KFS2866|1.0|Y|20121207232950|
KFS2867|KFS2867|1.0|Y|20121207232950|
KFS2868|KFS2868|1.0|Y|20121207232950|
KFS2869|KFS2869|1.0|Y|20121207232950|
KFS2870|KFS2870|1.0|Y|20121207232950|
KFS2871|KFS2871|1.0|Y|20121207232950|
KFS2872|KFS2872|1.0|Y|20121207232950|
KFS2873|KFS2873|1.0|Y|20121207232950|
KFS2874|KFS2874|1.0|Y|20121207232950|
KFS2875|KFS2875|1.0|Y|20121207232950|
KFS2876|KFS2876|1.0|Y|20121207232950|
KFS2877|KFS2877|1.0|Y|20121207232950|
KFS2878|KFS2878|1.0|Y|20121207232950|
KFS2879|KFS2879|1.0|Y|20121207232950|
KFS2880|KFS2880|1.0|Y|20121207232950|
KFS2881|KFS2881|1.0|Y|20121207232950|
KFS2882|KFS2882|1.0|Y|20121207232950|
KFS2883|KFS2883|1.0|Y|20121207232950|
KFS2884|KFS2884|1.0|Y|20121207232950|
KFS2885|KFS2885|1.0|Y|20121207232950|
KFS2886|KFS2886|1.0|Y|20121207232950|
KFS2887|KFS2887|1.0|Y|20121207232950|
KFS2888|KFS2888|1.0|Y|20121207232950|
KFS2889|KFS2889|1.0|Y|20121207232950|
KFS2890|KFS2890|1.0|Y|20121207232950|
KFS2891|KFS2891|1.0|Y|20121207232950|
KFS2892|KFS2892|1.0|Y|20121207232950|
KFS2893|KFS2893|1.0|Y|20121207232950|
KFS2894|KFS2894|1.0|Y|20121207232950|
KFS2895|KFS2895|1.0|Y|20121207232950|
KFS2896|KFS2896|1.0|Y|20121207232950|
KFS2897|KFS2897|1.0|Y|20121207232950|
KFS2898|KFS2898|1.0|Y|20121207232950|
KFS2899|KFS2899|1.0|Y|20121207232950|
KFS2900|KFS2900|1.0|Y|20121207232950|
KFS2901|KFS2901|1.0|Y|20121207232950|
KFS2902|KFS2902|1.0|Y|20121207232950|
KFS2903|KFS2903|1.0|Y|20121207232950|
KFS2904|KFS2904|1.0|Y|20121207232950|
KFS2905|KFS2905|1.0|Y|20121207232950|
KFS2906|KFS2906|1.0|Y|20121207232950|
KFS2907|KFS2907|1.0|Y|20121207232950|
KFS2908|KFS2908|1.0|Y|20121207232950|
KFS2909|KFS2909|1.0|Y|20121207232950|
KFS2910|KFS2910|1.0|Y|20121207232950|
KFS2911|KFS2911|1.0|Y|20121207232950|
KFS2912|KFS2912|1.0|Y|20121207232950|
KFS2913|KFS2913|1.0|Y|20121207232950|
KFS2914|KFS2914|1.0|Y|20121207232950|
KFS2915|KFS2915|1.0|Y|20121207232950|
KFS2916|KFS2916|1.0|Y|20121207232950|
KFS2917|KFS2917|1.0|Y|20121207232950|
KFS2918|KFS2918|1.0|Y|20121207232950|
KFS2919|KFS2919|1.0|Y|20121207232950|
KFS2920|KFS2920|1.0|Y|20121207232950|
KFS2921|KFS2921|1.0|Y|20121207232950|
KFS2922|KFS2922|1.0|Y|20121207232950|
KFS2923|KFS2923|1.0|Y|20121207232950|
KFS2924|KFS2924|1.0|Y|20121207232950|
KFS2925|KFS2925|1.0|Y|20121207232950|
KFS2926|KFS2926|1.0|Y|20121207232950|
KFS2927|KFS2927|1.0|Y|20121207232950|
KFS2928|KFS2928|1.0|Y|20121207232950|
KFS2929|KFS2929|1.0|Y|20121207232950|
KFS2930|KFS2930|1.0|Y|20121207232950|
KFS2931|KFS2931|1.0|Y|20121207232950|
KFS2932|KFS2932|1.0|Y|20121207232950|
KFS2933|KFS2933|1.0|Y|20121207232950|
KFS2934|KFS2934|1.0|Y|20121207232950|
KFS2935|KFS2935|1.0|Y|20121207232950|
KFS2936|KFS2936|1.0|Y|20121207232950|
KFS2937|KFS2937|1.0|Y|20121207232950|
KFS2938|KFS2938|1.0|Y|20121207232950|
KFS2939|KFS2939|1.0|Y|20121207232950|
KFS2940|KFS2940|1.0|Y|20121207232950|
KFS2941|KFS2941|1.0|Y|20121207232950|
KFS2942|KFS2942|1.0|Y|20121207232950|
KFS2943|KFS2943|1.0|Y|20121207232950|
KFS2944|KFS2944|1.0|Y|20121207232950|
KFS2945|KFS2945|1.0|Y|20121207232950|
KFS2946|KFS2946|1.0|Y|20121207232950|
KFS2947|KFS2947|1.0|Y|20121207232950|
KFS2948|KFS2948|1.0|Y|20121207232950|
KFS2949|KFS2949|1.0|Y|20121207232950|
KFS2950|KFS2950|1.0|Y|20121207232950|
KFS2951|KFS2951|1.0|Y|20121207232950|
KFS2952|KFS2952|1.0|Y|20121207232950|
KFS2953|KFS2953|1.0|Y|20121207232950|
KFS2954|KFS2954|1.0|Y|20121207232950|
KFS2955|KFS2955|1.0|Y|20121207232950|
KFS2956|KFS2956|1.0|Y|20121207232950|
KFS2957|KFS2957|1.0|Y|20121207232950|
KFS2958|KFS2958|1.0|Y|20121207232950|
KFS2959|KFS2959|1.0|Y|20121207232950|
KFS2960|KFS2960|1.0|Y|20121207232950|
KFS2961|KFS2961|1.0|Y|20121207232950|
KFS2962|KFS2962|1.0|Y|20121207232950|
KFS2963|KFS2963|1.0|Y|20121207232950|
KFS2964|KFS2964|1.0|Y|20121207232950|
KFS2965|KFS2965|1.0|Y|20121207232950|
KFS2966|KFS2966|1.0|Y|20121207232950|
KFS2967|KFS2967|1.0|Y|20121207232950|
KFS2968|KFS2968|1.0|Y|20121207232950|
KFS2969|KFS2969|1.0|Y|20121207232950|
KFS2970|KFS2970|1.0|Y|20121207232950|
KFS2971|KFS2971|1.0|Y|20121207232950|
KFS2972|KFS2972|1.0|Y|20121207232950|
KFS2973|KFS2973|1.0|Y|20121207232950|
KFS2974|KFS2974|1.0|Y|20121207232950|
KFS2975|KFS2975|1.0|Y|20121207232950|
KFS2976|KFS2976|1.0|Y|20121207232950|
KFS2977|KFS2977|1.0|Y|20121207232950|
KFS2978|KFS2978|1.0|Y|20121207232950|
KFS2979|KFS2979|1.0|Y|20121207232950|
KFS2980|KFS2980|1.0|Y|20121207232950|
KFS2981|KFS2981|1.0|Y|20121207232950|
KFS2982|KFS2982|1.0|Y|20121207232950|
KFS2983|KFS2983|1.0|Y|20121207232950|
KFS2984|KFS2984|1.0|Y|20121207232950|
KFS2985|KFS2985|1.0|Y|20121207232950|
KFS2986|KFS2986|1.0|Y|20121207232950|
KFS2987|KFS2987|1.0|Y|20121207232950|
KFS2988|KFS2988|1.0|Y|20121207232950|
KFS2989|KFS2989|1.0|Y|20121207232950|
KFS2990|KFS2990|1.0|Y|20121207232950|
KFS2991|KFS2991|1.0|Y|20121207232950|
KFS2992|KFS2992|1.0|Y|20121207232950|
KFS2993|KFS2993|1.0|Y|20121207232950|
KFS2994|KFS2994|1.0|Y|20121207232950|
KFS2995|KFS2995|1.0|Y|20121207232950|
KFS2996|KFS2996|1.0|Y|20121207232950|
KFS2997|KFS2997|1.0|Y|20121207232950|
KFS2998|KFS2998|1.0|Y|20121207232950|
KFS2999|KFS2999|1.0|Y|20121207232950|
KFS3000|KFS3000|1.0|Y|20121207232950|
KFS3001|KFS3001|1.0|Y|20121207232950|
KFS3002|KFS3002|1.0|Y|20121207232950|
KFS3003|KFS3003|1.0|Y|20121207232950|
KFS3004|KFS3004|1.0|Y|20121207232950|
KFS3005|KFS3005|1.0|Y|20121207232950|
KFS3006|KFS3006|1.0|Y|20121207232950|
KFS3007|KFS3007|1.0|Y|20121207232950|
KFS3008|KFS3008|1.0|Y|20121207232950|
KFS3009|KFS3009|1.0|Y|20121207232950|
KFS3010|KFS3010|1.0|Y|20121207232950|
KFS3011|KFS3011|1.0|Y|20121207232950|
KFS3012|KFS3012|1.0|Y|20121207232950|
KFS3013|KFS3013|1.0|Y|20121207232950|
KFS3014|KFS3014|1.0|Y|20121207232950|
KFS3015|KFS3015|1.0|Y|20121207232950|
KFS3016|KFS3016|1.0|Y|20121207232950|
KFS3017|KFS3017|1.0|Y|20121207232950|
KFS3018|KFS3018|1.0|Y|20121207232950|
KFS3019|KFS3019|1.0|Y|20121207232950|
KFS3020|KFS3020|1.0|Y|20121207232950|
KFS3021|KFS3021|1.0|Y|20121207232950|
KFS3022|KFS3022|1.0|Y|20121207232950|
KFS3023|KFS3023|1.0|Y|20121207232950|
KFS3024|KFS3024|1.0|Y|20121207232950|
KFS3025|KFS3025|1.0|Y|20121207232950|
KFS3026|KFS3026|1.0|Y|20121207232950|
KFS3027|KFS3027|1.0|Y|20121207232950|
KFS3028|KFS3028|1.0|Y|20121207232950|
KFS3029|KFS3029|1.0|Y|20121207232950|
KFS3030|KFS3030|1.0|Y|20121207232950|
