cgprpsl_nbr|fin_coa_cd|account_nbr|obj_id|ver_nbr|person_unvl_id|row_actv_ind|fnl_billed_ind|curr_lst_billed_dt|prev_lst_billed_dt|
510.0|BL|4624778|49D358CCEFF45F7AE0404F8189D8263A|1.0|4189500212|Y||||
510.0|BL|4831474|49D358CCE9CD5F7AE0404F8189D8263A|1.0|3880605325|Y||||
550.0|BL|4624779|49D358CCEFF55F7AE0404F8189D8263A|1.0|3098006714|Y||||
550.0|BL|4831477|49D358CCE9CE5F7AE0404F8189D8263A|1.0|3880605325|Y||||
569.0|BL|4624780|49D358CCEFF65F7AE0404F8189D8263A|1.0|1421900725|Y||||
569.0|BL|4831478|49D358CCE9CF5F7AE0404F8189D8263A|1.0|3880605325|Y||||
591.0|BL|4624781|49D358CCEFF75F7AE0404F8189D8263A|1.0|5366808694|Y||||
591.0|BL|4831480|49D358CCE9D05F7AE0404F8189D8263A|1.0|3880605325|Y||||
607.0|BL|4624782|49D358CCEFF85F7AE0404F8189D8263A|1.0|2341000360|Y||||
607.0|BL|4831483|49D358CCE9D15F7AE0404F8189D8263A|1.0|3880605325|Y||||
667.0|BL|4624784|49D358CCEFF95F7AE0404F8189D8263A|1.0|3012703100|Y||||
667.0|BL|4831484|49D358CCE9D25F7AE0404F8189D8263A|1.0|3880605325|Y||||
702.0|BL|4624785|49D358CCEFFA5F7AE0404F8189D8263A|1.0|5335901264|Y||||
702.0|BL|4831488|49D358CCE9D35F7AE0404F8189D8263A|1.0|3880605325|Y||||
817.0|BL|4624788|49D358CCEFFB5F7AE0404F8189D8263A|1.0|4542806317|Y||||
817.0|BL|4632922|49D358CCE9D45F7AE0404F8189D8263A|1.0|3880605325|Y||||
822.0|BL|4624789|49D358CCEFFC5F7AE0404F8189D8263A|1.0|5335901264|Y||||
822.0|BL|4831460|49D358CCE9D55F7AE0404F8189D8263A|1.0|3880605325|Y||||
914.0|BL|4624790|49D358CCEFFD5F7AE0404F8189D8263A|1.0|2191200653|Y||||
914.0|BL|4831465|49D358CCE9D65F7AE0404F8189D8263A|1.0|3880605325|Y||||
927.0|BL|4624791|49D358CCEFFE5F7AE0404F8189D8263A|1.0|1659405606|Y||||
927.0|BL|4831466|49D358CCE9D75F7AE0404F8189D8263A|1.0|3880605325|Y||||
941.0|BL|4624792|49D358CCEFFF5F7AE0404F8189D8263A|1.0|4446301330|Y||||
941.0|BL|4831468|49D358CCE9D85F7AE0404F8189D8263A|1.0|3880605325|Y||||
980.0|BL|4624793|49D358CCF0005F7AE0404F8189D8263A|1.0|3880605325|Y||||
980.0|BL|4831469|49D358CCE9D95F7AE0404F8189D8263A|1.0|3880605325|Y||||
985.0|BL|4624794|49D358CCF0015F7AE0404F8189D8263A|1.0|4667608469|Y||||
985.0|BL|4631577|49D358CCE9DA5F7AE0404F8189D8263A|1.0|3880605325|Y||||
1043.0|BL|4624795|49D358CCF0025F7AE0404F8189D8263A|1.0|4965407189|Y||||
1043.0|BL|4631583|49D358CCE9DB5F7AE0404F8189D8263A|1.0|3880605325|Y||||
1046.0|BL|4624796|49D358CCF0035F7AE0404F8189D8263A|1.0|3889504703|Y||||
1046.0|BL|4631584|49D358CCE9DC5F7AE0404F8189D8263A|1.0|3880605325|Y||||
1072.0|BL|4624797|49D358CCF0045F7AE0404F8189D8263A|1.0|3889504703|Y||||
1072.0|BL|4631585|49D358CCE9DD5F7AE0404F8189D8263A|1.0|3880605325|Y||||
1134.0|BL|4624798|49D358CCF0055F7AE0404F8189D8263A|1.0|5430509566|Y||||
1134.0|BL|4631586|49D358CCE9DE5F7AE0404F8189D8263A|1.0|3880605325|Y||||
1140.0|BL|4624799|49D358CCF0065F7AE0404F8189D8263A|1.0|4667608469|Y||||
1140.0|BL|4631596|49D358CCE9DF5F7AE0404F8189D8263A|1.0|3880605325|Y||||
1172.0|BL|4631560|49D358CCE9E05F7AE0404F8189D8263A|1.0|3880605325|Y||||
1172.0|BL|4724752|49D358CCF0075F7AE0404F8189D8263A|1.0|3889504703|Y||||
1247.0|BL|4631561|49D358CCE9E15F7AE0404F8189D8263A|1.0|3880605325|Y||||
1247.0|BL|4823204|49D358CCF0085F7AE0404F8189D8263A|1.0|1308508136|Y||||
1277.0|BL|4631562|49D358CCE9E25F7AE0404F8189D8263A|1.0|3880605325|Y||||
1277.0|BL|4823205|49D358CCF0095F7AE0404F8189D8263A|1.0|5430509566|Y||||
1290.0|BL|4631564|49D358CCE9E35F7AE0404F8189D8263A|1.0|3880605325|Y||||
1290.0|BL|4823206|49D358CCF00A5F7AE0404F8189D8263A|1.0|6012204256|Y||||
1326.0|BL|4631565|49D358CCE9E45F7AE0404F8189D8263A|1.0|3880605325|Y||||
1326.0|BL|4823207|49D358CCF00B5F7AE0404F8189D8263A|1.0|4146202628|Y||||
1356.0|BL|4631566|49D358CCE9E55F7AE0404F8189D8263A|1.0|3880605325|Y||||
1356.0|BL|4824700|49D358CCF00C5F7AE0404F8189D8263A|1.0|3098006714|Y||||
1404.0|BL|4631567|49D358CCE9E65F7AE0404F8189D8263A|1.0|3880605325|Y||||
1404.0|BL|4824701|49D358CCF00D5F7AE0404F8189D8263A|1.0|4146202628|Y||||
1412.0|BL|4631569|49D358CCE9E75F7AE0404F8189D8263A|1.0|3880605325|Y||||
1412.0|BL|4824702|49D358CCF00E5F7AE0404F8189D8263A|1.0|4446301330|Y||||
1455.0|BL|4631573|49D358CCE9E85F7AE0404F8189D8263A|1.0|3880605325|Y||||
1455.0|BL|4824703|49D358CCF00F5F7AE0404F8189D8263A|1.0|4446301330|Y||||
1475.0|BL|4631530|49D358CCE9E95F7AE0404F8189D8263A|1.0|3880605325|Y||||
1475.0|BL|4824704|49D358CCF0105F7AE0404F8189D8263A|1.0|4446301330|Y||||
1510.0|BL|4631544|49D358CCE9EA5F7AE0404F8189D8263A|1.0|3880605325|Y||||
1510.0|BL|4824705|49D358CCF0115F7AE0404F8189D8263A|1.0|6126708165|Y||||
1523.0|BL|4631547|49D358CCE9EB5F7AE0404F8189D8263A|1.0|3880605325|Y||||
1523.0|BL|4824706|49D358CCF0125F7AE0404F8189D8263A|1.0|3889504703|Y||||
1641.0|BL|4631510|49D358CCE9EC5F7AE0404F8189D8263A|1.0|3880605325|Y||||
1641.0|BL|4824707|49D358CCF0135F7AE0404F8189D8263A|1.0|4189500212|Y||||
1671.0|BL|4631523|49D358CCE9ED5F7AE0404F8189D8263A|1.0|3880605325|Y||||
1671.0|BL|4824708|49D358CCF0145F7AE0404F8189D8263A|1.0|1736801902|Y||||
1701.0|BL|4631450|49D358CCE9EE5F7AE0404F8189D8263A|1.0|3880605325|Y||||
1701.0|BL|4824709|49D358CCF0155F7AE0404F8189D8263A|1.0|1959008511|Y||||
1717.0|BL|4631402|49D358CCE9EF5F7AE0404F8189D8263A|1.0|3880605325|Y||||
1717.0|BL|4824710|49D358CCF0165F7AE0404F8189D8263A|1.0|5335901264|Y||||
1947.0|BL|4631403|49D358CCE9F05F7AE0404F8189D8263A|1.0|3880605325|Y||||
1947.0|BL|4824711|49D358CCF0175F7AE0404F8189D8263A|1.0|4146202628|Y||||
1999.0|BL|4631404|49D358CCE9F15F7AE0404F8189D8263A|1.0|3880605325|Y||||
1999.0|BL|4824712|49D358CCF0185F7AE0404F8189D8263A|1.0|4146202628|Y||||
2096.0|BL|4631405|49D358CCE9F25F7AE0404F8189D8263A|1.0|3880605325|Y||||
2096.0|BL|4824713|49D358CCF0195F7AE0404F8189D8263A|1.0|6012204256|Y||||
2109.0|BL|4631409|49D358CCE9F35F7AE0404F8189D8263A|1.0|3880605325|Y||||
2109.0|BL|4824714|49D358CCF01A5F7AE0404F8189D8263A|1.0|4146202628|Y||||
2114.0|BL|4631410|49D358CCE9F45F7AE0404F8189D8263A|1.0|3880605325|Y||||
2114.0|BL|4824715|49D358CCF01B5F7AE0404F8189D8263A|1.0|4146202628|Y||||
2242.0|BL|4031425|49D358CCE9F55F7AE0404F8189D8263A|1.0|3880605325|Y||||
2242.0|BL|4824716|49D358CCF01C5F7AE0404F8189D8263A|1.0|4189500212|Y||||
2283.0|BL|4824717|49D358CCF01D5F7AE0404F8189D8263A|1.0|1736801902|Y||||
2283.0|IN|4684206|49D358CCE9F65F7AE0404F8189D8263A|1.0|3880605325|Y||||
2296.0|BL|4824718|49D358CCF01E5F7AE0404F8189D8263A|1.0|3334505644|Y||||
2296.0|IN|4894706|49D358CCE9F75F7AE0404F8189D8263A|1.0|3880605325|Y||||
2355.0|BL|1020087|49D358CCE9F85F7AE0404F8189D8263A|1.0|3880605325|Y||||
2355.0|BL|4824719|49D358CCF01F5F7AE0404F8189D8263A|1.0|2580507812|Y||||
2483.0|BL|1021887|49D358CCE9F95F7AE0404F8189D8263A|1.0|3880605325|Y||||
2483.0|BL|4824720|49D358CCF0205F7AE0404F8189D8263A|1.0|4965407189|Y||||
2491.0|BL|0211609|49D37F45E924BF9FE0404F8189D82886|1.0|3880605325|Y||||
2491.0|BL|4824721|49D358CCF0215F7AE0404F8189D8263A|1.0|5790902739|Y||||
2494.0|BL|0211801|49D37F45E925BF9FE0404F8189D82886|1.0|3880605325|Y||||
2494.0|BL|4824722|49D358CCF0225F7AE0404F8189D8263A|1.0|3880605325|Y||||
2622.0|BL|0211802|49D37F45E926BF9FE0404F8189D82886|1.0|3880605325|Y||||
2622.0|BL|4824723|49D358CCF0235F7AE0404F8189D8263A|1.0|3880605325|Y||||
2771.0|BL|0211803|49D37F45E927BF9FE0404F8189D82886|1.0|3880605325|Y||||
2771.0|BL|4824724|49D358CCF0245F7AE0404F8189D8263A|1.0|3880605325|Y||||
2806.0|BL|0211804|49D37F45E928BF9FE0404F8189D82886|1.0|3880605325|Y||||
2806.0|BL|4824725|49D358CCF0255F7AE0404F8189D8263A|1.0|3880605325|Y||||
2812.0|BL|0211805|49D37F45E929BF9FE0404F8189D82886|1.0|3880605325|Y||||
2812.0|BL|4824726|49D358CCF0265F7AE0404F8189D8263A|1.0|5366808694|Y||||
2813.0|BL|0211806|49D37F45E92ABF9FE0404F8189D82886|1.0|3880605325|Y||||
2813.0|BL|4824727|49D358CCF0275F7AE0404F8189D8263A|1.0|3012703100|Y||||
2823.0|BL|0211807|49D37F45E92BBF9FE0404F8189D82886|1.0|3880605325|Y||||
2823.0|BL|4824728|49D358CCF0285F7AE0404F8189D8263A|1.0|3229901916|Y||||
2940.0|BL|0211808|49D37F45E92CBF9FE0404F8189D82886|1.0|3880605325|Y||||
2940.0|BL|4824729|49D358CCF0295F7AE0404F8189D8263A|1.0|5334003983|Y||||
2993.0|BL|0211809|49D37F45E92DBF9FE0404F8189D82886|1.0|3880605325|Y||||
2993.0|BL|4824730|49D358CCF02A5F7AE0404F8189D8263A|1.0|1308508136|Y||||
3032.0|BL|0211201|49D37F45E92EBF9FE0404F8189D82886|1.0|3880605325|Y||||
3032.0|BL|4824731|49D358CCF02B5F7AE0404F8189D8263A|1.0|4965407189|Y||||
3069.0|BL|0211202|49D37F45E92FBF9FE0404F8189D82886|1.0|3880605325|Y||||
3069.0|BL|4824732|49D358CCF02C5F7AE0404F8189D8263A|1.0|2341000360|Y||||
3090.0|BL|0211203|49D37F45E930BF9FE0404F8189D82886|1.0|3880605325|Y||||
3090.0|BL|4824733|49D358CCF02D5F7AE0404F8189D8263A|1.0|1308508136|Y||||
3098.0|BL|0211204|49D37F45E931BF9FE0404F8189D82886|1.0|3880605325|Y||||
3098.0|BL|4824734|49D358CCF02E5F7AE0404F8189D8263A|1.0|3098006714|Y||||
3135.0|BL|0211205|49D37F45E932BF9FE0404F8189D82886|1.0|3880605325|Y||||
3135.0|BL|4824735|49D358CCF02F5F7AE0404F8189D8263A|1.0|1335003222|Y||||
3155.0|BL|0211206|49D37F45E933BF9FE0404F8189D82886|1.0|3880605325|Y||||
3155.0|BL|4824736|49D358CCF0305F7AE0404F8189D8263A|1.0|4542806317|Y||||
3193.0|BL|0211207|49D37F45E934BF9FE0404F8189D82886|1.0|3880605325|Y||||
3193.0|BL|4824737|49D358CCF0315F7AE0404F8189D8263A|1.0|1308508136|Y||||
3210.0|BL|0211208|49D37F45E935BF9FE0404F8189D82886|1.0|3880605325|Y||||
3210.0|BL|4824738|49D358CCF0325F7AE0404F8189D8263A|1.0|3334505644|Y||||
3211.0|BL|0211209|49D37F45E936BF9FE0404F8189D82886|1.0|3880605325|Y||||
3211.0|BL|4824739|49D358CCF0335F7AE0404F8189D8263A|1.0|1959008511|Y||||
3301.0|BL|0211401|49D37F45E937BF9FE0404F8189D82886|1.0|3880605325|Y||||
3301.0|BL|4824740|49D358CCF0345F7AE0404F8189D8263A|1.0|4542806317|Y||||
3315.0|BL|0211402|49D37F45E938BF9FE0404F8189D82886|1.0|3880605325|Y||||
3315.0|BL|4824741|49D358CCF0355F7AE0404F8189D8263A|1.0|3880605325|Y||||
3333.0|BL|0211403|49D37F45E939BF9FE0404F8189D82886|1.0|3880605325|Y||||
3333.0|BL|4824742|49D358CCF0365F7AE0404F8189D8263A|1.0|4542806317|Y||||
3423.0|BL|0211404|49D37F45E93ABF9FE0404F8189D82886|1.0|3880605325|Y||||
3423.0|BL|4824743|49D358CCF0375F7AE0404F8189D8263A|1.0|1959008511|Y||||
3434.0|BL|0211405|49D37F45E93BBF9FE0404F8189D82886|1.0|3880605325|Y||||
3434.0|BL|4824744|49D358CCF0385F7AE0404F8189D8263A|1.0|3012703100|Y||||
3573.0|BL|0211406|49D37F45E93CBF9FE0404F8189D82886|1.0|3880605325|Y||||
3573.0|BL|4824745|49D358CCF0395F7AE0404F8189D8263A|1.0|3880605325|Y||||
3600.0|BL|0211407|49D37F45E93DBF9FE0404F8189D82886|1.0|3880605325|Y||||
3600.0|BL|4824747|49D358CCF03A5F7AE0404F8189D8263A|1.0|3012703100|Y||||
3702.0|BL|0211408|49D37F45E93EBF9FE0404F8189D82886|1.0|3880605325|Y||||
3702.0|BL|4824748|49D358CCF03B5F7AE0404F8189D8263A|1.0|1959008511|Y||||
3726.0|BL|0211409|49D37F45E93FBF9FE0404F8189D82886|1.0|3880605325|Y||||
3726.0|BL|4824749|49D358CCF03C5F7AE0404F8189D8263A|1.0|2553103572|Y||||
3746.0|BL|0211601|49D37F45E940BF9FE0404F8189D82886|1.0|3880605325|Y||||
3746.0|BL|4824750|49D358CCF03D5F7AE0404F8189D8263A|1.0|2580507812|Y||||
3777.0|BL|0211602|49D37F45E941BF9FE0404F8189D82886|1.0|3880605325|Y||||
3777.0|BL|4824751|49D358CCF03E5F7AE0404F8189D8263A|1.0|4965407189|Y||||
3797.0|BL|0211603|49D37F45E942BF9FE0404F8189D82886|1.0|3880605325|Y||||
3797.0|BL|4824752|49D358CCF03F5F7AE0404F8189D8263A|1.0|2553103572|Y||||
3824.0|BL|0211604|49D37F45E943BF9FE0404F8189D82886|1.0|3880605325|Y||||
3824.0|BL|4824753|49D358CCF0405F7AE0404F8189D8263A|1.0|3098006714|Y||||
3827.0|BL|0211605|49D37F45E944BF9FE0404F8189D82886|1.0|3880605325|Y||||
3827.0|BL|4824754|49D358CCF0415F7AE0404F8189D8263A|1.0|3889504703|Y||||
3859.0|BL|0211606|49D37F45E945BF9FE0404F8189D82886|1.0|3880605325|Y||||
3859.0|BL|4824755|49D358CCF0425F7AE0404F8189D8263A|1.0|3889504703|Y||||
3868.0|BL|0211607|49D37F45E946BF9FE0404F8189D82886|1.0|3880605325|Y||||
3868.0|BL|4824756|49D358CCF0435F7AE0404F8189D8263A|1.0|3012703100|Y||||
3874.0|BL|0211608|49D37F45E947BF9FE0404F8189D82886|1.0|3880605325|Y||||
3874.0|BL|4824757|49D358CCF0445F7AE0404F8189D8263A|1.0|3334505644|Y||||
3877.0|BL|4031301|49D358CCEA1E5F7AE0404F8189D8263A|1.0|3880605325|Y||||
3877.0|BL|4824758|49D358CCF0455F7AE0404F8189D8263A|1.0|1659405606|Y||||
3912.0|BL|4031443|49D358CCEA1F5F7AE0404F8189D8263A|1.0|3880605325|Y||||
3912.0|BL|4824759|49D358CCF0465F7AE0404F8189D8263A|1.0|1659405606|Y||||
3913.0|BL|4031445|49D358CCEA205F7AE0404F8189D8263A|1.0|3880605325|Y||||
3913.0|BL|4824760|49D358CCF0475F7AE0404F8189D8263A|1.0|5334003983|Y||||
3937.0|BL|4031446|49D358CCEA215F7AE0404F8189D8263A|1.0|3880605325|Y||||
3937.0|BL|4824761|49D358CCF0485F7AE0404F8189D8263A|1.0|1959008511|Y||||
3948.0|BL|4131414|49D358CCEA225F7AE0404F8189D8263A|1.0|3880605325|Y||||
3948.0|BL|4824762|49D358CCF0495F7AE0404F8189D8263A|1.0|5366808694|Y||||
3954.0|BL|4231400|49D358CCEA235F7AE0404F8189D8263A|1.0|3880605325|Y||||
3954.0|BL|4824763|49D358CCF04A5F7AE0404F8189D8263A|1.0|4189500212|Y||||
4003.0|BL|4331300|49D358CCEA245F7AE0404F8189D8263A|1.0|3880605325|Y||||
4003.0|BL|4824764|49D358CCF04B5F7AE0404F8189D8263A|1.0|1308508136|Y||||
4005.0|BL|4331411|49D358CCEA255F7AE0404F8189D8263A|1.0|5335901264|Y||||
4005.0|BL|4824765|49D358CCF04C5F7AE0404F8189D8263A|1.0|4965407189|Y||||
4017.0|BL|4431425|49D358CCEA265F7AE0404F8189D8263A|1.0|5335901264|Y||||
4017.0|BL|4824766|49D358CCF04D5F7AE0404F8189D8263A|1.0|1308508136|Y||||
4050.0|BL|4431426|49D358CCEA275F7AE0404F8189D8263A|1.0|3880605325|Y||||
4050.0|BL|4824767|49D358CCF04E5F7AE0404F8189D8263A|1.0|4446301330|Y||||
4065.0|BL|4431427|49D358CCEA285F7AE0404F8189D8263A|1.0|3880605325|Y||||
4065.0|BL|4824768|49D358CCF04F5F7AE0404F8189D8263A|1.0|4189500212|Y||||
4135.0|BL|4531416|49D358CCEA295F7AE0404F8189D8263A|1.0|3880605325|Y||||
4135.0|BL|4824769|49D358CCF0505F7AE0404F8189D8263A|1.0|6012204256|Y||||
4192.0|BL|4631301|49D358CCEA2A5F7AE0404F8189D8263A|1.0|3880605325|Y||||
4192.0|BL|4824770|49D358CCF0515F7AE0404F8189D8263A|1.0|4146202628|Y||||
4370.0|BL|4631303|49D358CCEA2B5F7AE0404F8189D8263A|1.0|3880605325|Y||||
4370.0|BL|4824771|49D358CCF0525F7AE0404F8189D8263A|1.0|1959008511|Y||||
4371.0|BL|4631304|49D358CCEA2C5F7AE0404F8189D8263A|1.0|3880605325|Y||||
4371.0|BL|4824773|49D358CCF0535F7AE0404F8189D8263A|1.0|5430509566|Y||||
4464.0|BL|4631674|49D358CCEA2D5F7AE0404F8189D8263A|1.0|3880605325|Y||||
4464.0|BL|4824775|49D358CCF0545F7AE0404F8189D8263A|1.0|5335901264|Y||||
4487.0|BL|4631680|49D358CCEA2E5F7AE0404F8189D8263A|1.0|3880605325|Y||||
4487.0|BL|4824779|49D358CCF0555F7AE0404F8189D8263A|1.0|1335003222|Y||||
4649.0|BL|4631681|49D358CCEA2F5F7AE0404F8189D8263A|1.0|3880605325|Y||||
4649.0|BL|4824780|49D358CCF0565F7AE0404F8189D8263A|1.0|3889504703|Y||||
4754.0|BL|4631683|49D358CCEA305F7AE0404F8189D8263A|1.0|3880605325|Y||||
4754.0|BL|4824781|49D358CCF0575F7AE0404F8189D8263A|1.0|5430509566|Y||||
4776.0|BL|4631684|49D358CCEA315F7AE0404F8189D8263A|1.0|3880605325|Y||||
4776.0|BL|4824784|49D358CCF0585F7AE0404F8189D8263A|1.0|5430509566|Y||||
4783.0|BL|4631685|49D358CCEA325F7AE0404F8189D8263A|1.0|3880605325|Y||||
4783.0|BL|4824785|49D358CCF0595F7AE0404F8189D8263A|1.0|5430509566|Y||||
4790.0|BL|4631686|49D358CCEA335F7AE0404F8189D8263A|1.0|3880605325|Y||||
4790.0|BL|4824786|49D358CCF05A5F7AE0404F8189D8263A|1.0|5430509566|Y||||
4817.0|BL|4631692|49D358CCEA345F7AE0404F8189D8263A|1.0|3880605325|Y||||
4817.0|BL|4824787|49D358CCF05B5F7AE0404F8189D8263A|1.0|3736906932|Y||||
4925.0|BL|4631695|49D358CCEA355F7AE0404F8189D8263A|1.0|3880605325|Y||||
4925.0|BL|4824788|49D358CCF05C5F7AE0404F8189D8263A|1.0|4189500212|Y||||
5037.0|BL|4824789|49D358CCF05D5F7AE0404F8189D8263A|1.0|4965407189|Y||||
5037.0|BL|4831301|49D358CCEA365F7AE0404F8189D8263A|1.0|3880605325|Y||||
5082.0|BL|4824790|49D358CCF05E5F7AE0404F8189D8263A|1.0|6012204256|Y||||
5082.0|BL|4831402|49D358CCEA375F7AE0404F8189D8263A|1.0|3880605325|Y||||
5099.0|BL|4031300|49D358CCEA385F7AE0404F8189D8263A|1.0|3880605325|Y||||
5099.0|BL|4331401|12D4ED216048EF34E043814FD881EF34|1.0|3880605325|Y||||
5099.0|BL|4824791|49D358CCF05F5F7AE0404F8189D8263A|1.0|4542806317|Y||||
5151.0|BL|4031432|49D358CCEA395F7AE0404F8189D8263A|1.0|3880605325|Y||||
5151.0|BL|4824792|49D358CCF0605F7AE0404F8189D8263A|1.0|1736801902|Y||||
5176.0|BL|4031442|49D358CCEA3A5F7AE0404F8189D8263A|1.0|3880605325|Y||||
5176.0|BL|4824793|49D358CCF0615F7AE0404F8189D8263A|1.0|4189500212|Y||||
5177.0|BL|4031444|49D358CCEA3B5F7AE0404F8189D8263A|1.0|3880605325|Y||||
5177.0|BL|4824794|49D358CCF0625F7AE0404F8189D8263A|1.0|1308508136|Y||||
5327.0|BL|4031447|49D358CCEA3C5F7AE0404F8189D8263A|1.0|3880605325|Y||||
5327.0|BL|4824795|49D358CCF0635F7AE0404F8189D8263A|1.0|3229901916|Y||||
5375.0|BL|4331301|49D358CCEA3D5F7AE0404F8189D8263A|1.0|3880605325|Y||||
5375.0|BL|4824796|49D358CCF0645F7AE0404F8189D8263A|1.0|3880605325|Y||||
5411.0|BL|4331412|49D358CCEA3E5F7AE0404F8189D8263A|1.0|3880605325|Y||||
5411.0|BL|4824797|49D358CCF0655F7AE0404F8189D8263A|1.0|3334505644|Y||||
5491.0|BL|4431424|49D358CCEA3F5F7AE0404F8189D8263A|1.0|3880605325|Y||||
5491.0|BL|4824798|49D358CCF0665F7AE0404F8189D8263A|1.0|4446301330|Y||||
5523.0|BL|4631300|49D358CCEA405F7AE0404F8189D8263A|1.0|3880605325|Y||||
5523.0|BL|4824799|49D358CCF0675F7AE0404F8189D8263A|1.0|4446301330|Y||||
5541.0|BL|4631305|49D358CCEA415F7AE0404F8189D8263A|1.0|3880605325|Y||||
5541.0|BL|5024779|49D358CCF0685F7AE0404F8189D8263A|1.0|1308508136|Y||||
5604.0|BL|4631310|49D358CCEA425F7AE0404F8189D8263A|1.0|3880605325|Y||||
5604.0|BL|5024784|49D358CCF0695F7AE0404F8189D8263A|1.0|2341000360|Y||||
5723.0|BL|4631311|49D358CCEA435F7AE0404F8189D8263A|1.0|3880605325|Y||||
5723.0|BL|5324708|49D358CCF06A5F7AE0404F8189D8263A|1.0|1959008511|Y||||
5809.0|BL|4631313|49D358CCEA445F7AE0404F8189D8263A|1.0|1335003222|Y||||
5809.0|BL|5324779|49D358CCF06B5F7AE0404F8189D8263A|1.0|4667608469|Y||||
5823.0|BL|4631675|49D358CCEA455F7AE0404F8189D8263A|1.0|1335003222|Y||||
5823.0|BL|5324782|49D358CCF06C5F7AE0404F8189D8263A|1.0|3889504703|Y||||
5824.0|BL|4631677|49D358CCEA465F7AE0404F8189D8263A|1.0|3880605325|Y||||
5824.0|BL|5324785|49D358CCF06D5F7AE0404F8189D8263A|1.0|4146202628|Y||||
5842.0|BL|4631678|49D358CCEA475F7AE0404F8189D8263A|1.0|3880605325|Y||||
5842.0|BL|5324788|49D358CCF06E5F7AE0404F8189D8263A|1.0|4146202628|Y||||
5870.0|BL|4631682|49D358CCEA485F7AE0404F8189D8263A|1.0|3880605325|Y||||
5870.0|BL|5324793|49D358CCF06F5F7AE0404F8189D8263A|1.0|4667608469|Y||||
5935.0|BL|4631688|49D358CCEA495F7AE0404F8189D8263A|1.0|3880605325|Y||||
5935.0|BL|5324794|49D358CCF0705F7AE0404F8189D8263A|1.0|5184906417|Y||||
5956.0|BL|4631691|49D358CCEA4A5F7AE0404F8189D8263A|1.0|3880605325|Y||||
5956.0|BL|5324796|49D358CCF0715F7AE0404F8189D8263A|1.0|3880605325|Y||||
5982.0|BL|4631693|49D358CCEA4B5F7AE0404F8189D8263A|1.0|3880605325|Y||||
5982.0|BL|5324797|49D358CCF0725F7AE0404F8189D8263A|1.0|3098006714|Y||||
5990.0|BL|4631696|49D358CCEA4C5F7AE0404F8189D8263A|1.0|5335901264|Y||||
5990.0|BL|5324798|49D358CCF0735F7AE0404F8189D8263A|1.0|1308508136|Y||||
6016.0|BL|4031415|12D4ED216049EF34E043814FD881EF34|1.0|3880605325|Y||||
6016.0|BL|4631697|49D358CCEA4D5F7AE0404F8189D8263A|1.0|5335901264|Y||||
6016.0|BL|5424712|49D358CCF0745F7AE0404F8189D8263A|1.0|5430509566|Y||||
6025.0|BL|4631699|49D358CCEA4E5F7AE0404F8189D8263A|1.0|3880605325|Y||||
