univ_fiscal_yr|fin_coa_cd|fdoc_typ_cd|fin_balance_typ_cd|obj_id|ver_nbr|fin_object_cd|
2009.0|BA|CR|AC|EC197484-8954-4141-3DE2-C3FBE547708A|1.0|8000|
2009.0|BA|CRM|AC|93676DBC-7C4B-0125-882B-D7E21A3C06FF|1.0|8118|
2009.0|BA|CRV|AC|41C1262D-AFD9-6798-B029-A429393F965F|1.0|8000|
2009.0|BA|CTRL|AC|6052DB040C2111A2E0404F8189D80964|1.0|8000|
2009.0|BA|DD|AC|31F76481-1960-A24D-9CC1-95A0D575B056|1.0|8000|
2009.0|BA|DEPR|AC|64A9B1A0-AC8A-681E-A4B3-7135057BC228|1.0|9899|
2009.0|BA|DI|AC|B79F6D70-F7F4-B0FF-DFA0-FD9D32FBCA0C|1.0|8000|
2009.0|BA|DV|AC|D589F518-3F48-23DA-914F-C1C09E7BD926|1.0|8000|
2009.0|BA|DVCA|AC|1CC88087-B12E-1759-0D46-2B93B2DDEACE|1.0|9041|
2009.0|BA|DVWF|AC|E276883D-C532-7215-DC45-3DA3C0B6A70D|1.0|8000|
2009.0|BA|EB07|AC|8CEB1DE4-F272-02E4-05B9-C1CD2B65366C|1.0|8000|
2009.0|BA|EB16|AC|8FAFF98D-C91D-D1F0-2A41-E06877037D62|1.0|8000|
2009.0|BA|EB17|AC|938F635A-7094-E0AD-8F52-54D1A07B7703|1.0|8000|
2009.0|BA|EB18|AC|CC40CBD3-D1C2-C1E7-F8CE-B7D5EAEC97A5|1.0|8000|
2009.0|BA|EB26|AC|3DB00707-1366-D91C-5EC8-AFAD55D7800C|1.0|8000|
2009.0|BA|EB37|AC|2D25E7FC-C5CD-FBD7-994F-4ED545A6E289|1.0|8000|
2009.0|BA|EB46|AC|E930B61A-FF7B-8EDA-E7D6-F09E51930F00|1.0|8000|
2009.0|BA|EB47|AC|72F6F13E-AAD9-C2C3-51B4-33AE6DD60850|1.0|8000|
2009.0|BA|EB49|AC|3917C9AC-89EF-7E93-911C-1FE86EE2DF59|1.0|8000|
2009.0|BA|EB55|AC|689B22F0-7F9C-4E55-E6AA-33D49486DF66|1.0|8000|
2009.0|BA|EB56|AC|799EAC01-F383-F55B-F098-3CDFF9CC8A2F|1.0|8000|
2009.0|BA|EB57|AC|871A9DB1-3359-72CC-1BDA-3CD5B8090B11|1.0|8000|
2009.0|BA|EB61|AC|BFA7E789-0CAF-C4DC-F096-33A26C693B75|1.0|8000|
2009.0|BA|EB62|AC|0651EBDA-9B7D-938C-6195-AD69EB307D9B|1.0|8000|
2009.0|BA|EB65|AC|4663C9CC-95CA-893B-45B1-94D249B526F2|1.0|8000|
2009.0|BA|EB67|AC|2CE10439-DC0B-EBD8-3508-76823D2E6CF0|1.0|8000|
2009.0|BA|ET|AC|4A762788-9CD1-D80B-7C46-2A83C46E16E6|1.0|8000|
2009.0|BA|EXEN|CE|624FD1DB-1DD1-F314-571E-D08A02E15E8A|1.0|9893|
2009.0|BA|EXEN|EX|C113830F-3488-E2BD-0553-345575B59699|1.0|9892|
2009.0|BA|FCRD|AC|D26CA063-9307-D8BC-067E-A3080891970D|1.0|8000|
2009.0|BA|GEC|AC|93498629-757A-51EA-F239-750F9706CB91|1.0|8000|
2009.0|BA|HDRW|AC|565CA0DD-9FB0-F164-ED67-D4CD9E113AE5|1.0|9050|
2009.0|BA|IB|AC|82CB7C8C-F377-AAB8-ED1F-90D633EBDEA5|1.0|8000|
2009.0|BA|ICA|AC|63B729B4-9C0C-B3C2-E9CB-483F62B91218|1.0|8000|
2009.0|BA|ID01|AC|C899FE27-3EF7-415F-6F80-2A96785D9C07|1.0|8000|
2009.0|BA|ID01|IE|EA0FD901-F0ED-15B5-5BB0-DA08D5A3023E|1.0|9891|
2009.0|BA|ID02|AC|3804B145-EE8D-6DF2-9F9A-9F259208084C|1.0|8000|
2009.0|BA|ID02|IE|DECD3274-EAEA-53B5-0635-BD16C25C6BCA|1.0|9891|
2009.0|BA|ID03|AC|38201CCC-06C1-0AC9-6417-02DA3E07DFAB|1.0|8000|
2009.0|BA|ID04|AC|FAD348F1-6CE9-0ECF-0B75-F8B9AE2EA040|1.0|8000|
2009.0|BA|ID05|AC|0D37C011-1D0E-5C27-ABF0-B4247F6A956E|1.0|8000|
2009.0|BA|ID06|AC|33F7B4D8-BE36-1102-66F9-B3C639CD5117|1.0|8000|
2009.0|BA|ID07|AC|8887B911-235C-C0FE-B9D1-51FB652CF4B1|1.0|8000|
2009.0|BA|ID08|AC|43D45AC4-E281-19DD-ECDE-195E5DBD0D37|1.0|8000|
2009.0|BA|ID09|AC|0DD5EAE6-7494-F815-E687-A21490FCFF42|1.0|8000|
2009.0|BA|ID10|AC|400C6CA1-853F-FBE4-CF54-396D776C7840|1.0|8000|
2009.0|BA|ID11|AC|5D1D9841-D767-FF52-4718-D45F1989FB80|1.0|8000|
2009.0|BA|ID12|AC|8B2DBE4E-DD8B-8516-E392-10C34B0B86A5|1.0|8000|
2009.0|BA|ID13|AC|30D8EC8A-B30B-643F-6064-6D67009CB6EC|1.0|8000|
2009.0|BA|ID14|AC|74FF0EEC-7D35-CB47-329A-E4B82FD6A57B|1.0|8000|
2009.0|BA|ID16|AC|A29C1995-4B4D-2503-BDA2-9E91480B435A|1.0|8000|
2009.0|BA|ID19|AC|C6699FE7-AB40-EDBF-AEBA-3530D5DD9844|1.0|8000|
2009.0|BA|ID20|AC|F48FE5A6-5265-D0EE-309D-E39DC560E959|1.0|8000|
2009.0|BA|ID21|AC|90AB401B-CC4F-42BD-912F-6E83FDEBCD7F|1.0|8000|
2009.0|BA|ID22|AC|0262A891-6583-E6E1-A66D-ECB3E0208085|1.0|8000|
2009.0|BA|ID23|AC|2AE96C82-185A-952C-64F3-909DBBA2AD71|1.0|8000|
2009.0|BA|ID24|AC|1436316F-274C-D32C-1D46-BEB430637F99|1.0|8000|
2009.0|BA|ID25|AC|64C5FC0D-97BC-40DC-76F8-59510B5172FD|1.0|8000|
2009.0|BA|ID26|AC|9C664332-3E3A-AA99-9589-788FE1D9589F|1.0|8000|
2009.0|BA|ID27|AC|65E243E0-A0C6-4854-3ED9-6701D573C577|1.0|8000|
2009.0|BA|ID28|AC|61F61274-2A82-B5E3-764E-BFC68FA107A5|1.0|8000|
2009.0|BA|ID29|AC|A6D6540F-B772-1533-77BD-55F809587023|1.0|8000|
2009.0|BA|ID30|AC|881BFE5F-3217-F46E-0747-ECD36A1FC291|1.0|8000|
2009.0|BA|ID31|AC|E3F9AAFF-54F8-E9E7-D86D-A116A7DAD240|1.0|8000|
2009.0|BA|ID32|AC|2DC6966F-0428-05B6-DA32-AEB35C8549B8|1.0|8000|
2009.0|BA|ID33|AC|32AFC8AA-5D4A-FB19-CA59-BF08E4453C00|1.0|8000|
2009.0|BA|ID34|AC|221B5892-C8EE-DAEF-AB68-A32036C74B5A|1.0|8000|
2009.0|BA|ID35|AC|A8FC8A3E-D2FC-A571-DC85-0C2E9676F905|1.0|8000|
2009.0|BA|ID36|AC|2B399607-7A65-5DAC-187F-331A7251665B|1.0|8000|
2009.0|BA|ID37|AC|2688B5B8-5DF9-3D45-B95B-69F6809E117B|1.0|8000|
2009.0|BA|ID38|AC|0B6F90A0-2B08-4ED4-C9AD-79623D219C45|1.0|8000|
2009.0|BA|ID39|AC|171D0560-0565-A369-37A8-34ADAA2C5EE5|1.0|8000|
2009.0|BA|ID40|AC|27423678-951A-2B41-2FD9-310F835F87CA|1.0|8000|
2009.0|BA|ID41|AC|C39711D4-D597-334E-E4BF-D1A1BC5BD13D|1.0|8000|
2009.0|BA|ID42|AC|18EB4725-F44F-AE9A-C768-E79259CEA432|1.0|8000|
2009.0|BA|ID43|AC|DF7815A3-ECEC-ED93-3474-49B17B3469A4|1.0|8000|
2009.0|BA|ID44|AC|2B489EBF-D551-1042-6C87-ECBFFD721868|1.0|8000|
2009.0|BA|ID45|AC|E1B50A2F-1189-7250-DF1C-5A8FC57AE771|1.0|8000|
2009.0|BA|ID46|AC|ECAB706E-162A-4C75-82FC-0C34D4E7CE35|1.0|8000|
2009.0|BA|ID47|AC|F1EA3E09-01D9-BA3F-8F97-5E48954810A1|1.0|8000|
2009.0|BA|ID48|AC|777DDAFD-46BC-D120-8939-2DFAA867E982|1.0|8000|
2009.0|BA|ID49|AC|657A1139-3EE0-E95A-7D11-DBF9FDFEDE40|1.0|8000|
2009.0|BA|ID50|AC|13A189DF-5F98-E2BD-9898-0DA5303D1737|1.0|8000|
2009.0|BA|ID51|AC|60B7FEB7-E081-434A-1183-E6033E02A759|1.0|8000|
2009.0|BA|ID52|AC|070105CF-D9C4-7C16-B332-BF9B938BC78D|1.0|8000|
2009.0|BA|ID53|AC|B2C7FB90-48C8-745B-FA2D-DF9D4AEF5E1E|1.0|8000|
2009.0|BA|ID54|AC|C75DE3F5-27C3-756C-0826-D95369164663|1.0|8000|
2009.0|BA|ID55|AC|C636E41C-940E-C588-51A1-E23E97D50A6C|1.0|8000|
2009.0|BA|ID58|AC|E8E3DE31-655E-4A9D-B693-11F1071A5C63|1.0|8000|
2009.0|BA|ID59|AC|58FB749E-6871-D2B1-419E-A6CF5F06738F|1.0|8000|
2009.0|BA|ID59|IE|95E182BD-BD0D-9F5E-7DD3-5239256CAE65|1.0|9891|
2009.0|BA|ID60|AC|107934E9-2FD1-21EB-161C-1C92D16D05D2|1.0|8000|
2009.0|BA|ID61|AC|63C6ED6D-9ECD-EB1B-931F-61D580D84446|1.0|8000|
2009.0|BA|ID63|AC|AE2D0743-5CB0-3058-F22F-BBF0B24A0A10|1.0|8000|
2009.0|BA|ID64|AC|FAF6A830-462B-979B-24FA-ED32491CEB27|1.0|8000|
2009.0|BA|ID66|EX|398ED891-D13C-2EB6-49D1-4E5A622E274D|1.0|9892|
2009.0|BA|ID68|AC|8707462E-1EEB-2B89-FA19-DB158277C06F|1.0|8000|
2009.0|BA|ID69|AC|871BEA29-BFB8-8367-5B0F-F5F6192C5761|1.0|8000|
2009.0|BA|ID70|AC|2EFB0880-7B0C-768B-AB96-8FC33680668C|1.0|8000|
2009.0|BA|IDBL|AC|ABB121F1-624A-5258-738C-DEF96CF94D3A|1.0|8000|
2009.0|BA|IINV|AC|600B8CAC-F3B5-5630-6D23-9CB61B57F8D9|1.0|8000|
2009.0|BA|INEN|CE|FA9DBC92-61C9-3E13-F698-EF79BE719A5B|1.0|9893|
2009.0|BA|INEN|IE|7D769610-CA01-B952-7C0B-A10252978926|1.0|9891|
2009.0|BA|INV|AC|522A4F165BE136DAE0404F8189D81DC6|1.0|9899|
2009.0|BA|INVW|AC|522A4F165BED36DAE0404F8189D81DC6|1.0|9899|
2009.0|BA|JV|AC|DE72039D-0935-DF11-5941-1D9BC1A0A241|1.0|8000|
2009.0|BA|JVOU|AC|8A230EC9-6998-6C58-DA9F-1FAF68F819C2|1.0|8000|
2009.0|BA|LADJ|AC|32D1362C-81EA-FCDC-782C-F1287443E6DE|1.0|8000|
2009.0|BA|LJVA|AC|5EC2EE23-31E7-2FD4-F5B4-736387FC867D|1.0|9050|
2009.0|BA|LJVC|AC|95AAF44A-55ED-0622-7544-F52ABD49EDCE|1.0|8000|
2009.0|BA|LJVE|IE|1EB89EB9-CBAF-6350-5BBE-67026A60FB8D|1.0|9891|
2009.0|BA|LLJV|AC|6FB569F5-E059-BFFF-B6E6-B86B19DF66AC|1.0|8000|
2009.0|BA|ND|AC|EA462714-AD6D-BECE-9A88-8913074537AB|1.0|8000|
2009.0|BA|OPAY|AC|1942E006-DBF8-19F2-03E4-AD01CE45553F|1.0|9050|
2009.0|BA|PAY|AC|C2D98E23-F8CD-BE2A-3F51-848D9DE9421F|1.0|9050|
2009.0|BA|PAYA|AC|9027A4E0-FA0E-A1C7-DA57-C39ED52D26FA|1.0|9050|
2009.0|BA|PAYC|AC|941E0F9C-4113-9C3A-9188-A6A8158FBE09|1.0|8000|
2009.0|BA|PAYD|AC|14341FB7-147F-03ED-8751-AA3BD1ECA9FA|1.0|8000|
2009.0|BA|PAYE|CE|78804A3D-5535-717C-2859-10B3835FE537|1.0|9893|
2009.0|BA|PAYE|IE|E565AF26-E52A-C452-9EE2-39A53E7C26D8|1.0|9891|
2009.0|BA|PAYG|AC|79CDB7F1-7452-D435-4D09-3DD103FDA4A3|1.0|5004|
2009.0|BA|PAYN|AC|F4323212-F430-E4D7-36E9-62466704E03B|1.0|9050|
2009.0|BA|PAYR|AC|8E189F45-CB21-A8DD-C79D-0B4F11C988C0|1.0|9050|
2009.0|BA|PCDE|AC|B2C5305F-E402-6A8A-4200-2CA9BEDE39A4|1.0|8000|
2009.0|BA|PCDO|AC|0A2DA640-F1EF-2175-5D5C-1620C02FE549|1.0|8000|
2009.0|BA|PE|CE|2BE7C035-FBBC-9C53-83C7-5A26367DE1AA|1.0|9893|
2009.0|BA|PE|PE|61FFA7A1-10DD-CC6E-897B-D787E85A24DC|1.0|9890|
2009.0|BA|PO|CE|60845D32-A7CA-3132-04CD-6F7FE047368F|1.0|9893|
2009.0|BA|PO|EX|B3CCD248-A365-E1C4-D23C-41106F5586F6|1.0|9892|
2009.0|BA|POA|CE|F8D1483A-1630-4EC5-E55B-7374090AB02C|1.0|9893|
2009.0|BA|POA|EX|5583DB58-7882-D5FD-5602-6493650C802D|1.0|9892|
2009.0|BA|POC|CE|F529F5F1-6C38-C034-7847-715EB1818ABB|1.0|9893|
2009.0|BA|POC|EX|67EAD9B3-0909-B175-B5D7-A7F0B2554BF3|1.0|9892|
2009.0|BA|POR|CE|F14D919C-EB7D-5D59-E66B-3DFD16D9A6F7|1.0|9893|
2009.0|BA|POR|EX|CC3D9F2F-98F7-1CF7-BF78-5CD3039E0736|1.0|9892|
2009.0|BA|POV|CE|E0AF5CE1-2387-D23A-8C81-1AB77EB8BE42|1.0|9893|
2009.0|BA|POV|EX|4CB2AFC3-A3C0-447E-3CE8-8B1B1141FE0C|1.0|9892|
2009.0|BA|PREQ|AC|56C61565-F7D8-C94C-628A-0796D2FCDBBE|1.0|9041|
2009.0|BA|PREQ|CE|DFC4BD88-7E3D-7E6F-CCFE-215C20CDEA06|1.0|9893|
2009.0|BA|PREQ|EX|8CB99531-30F9-3C9C-E2D5-85CCFAA604AC|1.0|9892|
2009.0|BA|RETR|AC|CA3605C5-BE4A-DA0C-06BE-B1FF160E6E85|1.0|8000|
2009.0|BA|SB|AC|9ADC45F8-6D7B-3168-307F-A1DE1B777CB3|1.0|8000|
2009.0|BA|ST|AC|A3A3F017-9F7E-5B77-0049-664187F1D536|1.0|8000|
2009.0|BA|STLN|AC|6F6DC42A-C588-F8C1-0BA2-3C0BC72EEF6A|1.0|8000|
2009.0|BA|TF|AC|AEF81533-07E3-10B3-0590-73CE0BD30048|1.0|8000|
2009.0|BA|TOPS|AC|CBDEFF4D-B081-65D4-E6DA-9CB67A46AB8C|1.0|8000|
2009.0|BA|YEBA|AC|2CAD7853-9C2C-0549-DCCD-67AFF418D44F|1.0|8000|
2009.0|BA|YEBT|AC|0548FB34-ED32-E4CF-7B20-206C69722344|1.0|8000|
2009.0|BA|YEDI|AC|C6A66CCF-60EC-89BC-EA98-183A951C2490|1.0|8000|
2009.0|BA|YEGE|AC|C29E972C-11EB-C69D-62F1-B7009CE5245E|1.0|8000|
2009.0|BA|YELA|AC|020BD6AC-828B-D0C9-AF34-3590DD03FF37|1.0|8000|
2009.0|BA|YEST|AC|3E69D1C3-4512-9478-8BC3-97F59638B5C4|1.0|8000|
2009.0|BA|YETF|AC|631F77C9-A462-0F65-62E3-95E8B890CAEE|1.0|8000|
2009.0|BL|AA|AC|497ECCC8-CE8A-7D1A-E16A-8831DD84B733|1.0|8000|
2009.0|BL|ACHC|AC|917BB4DC-559E-3CD7-BD79-0402E13B66C2|1.0|8000|
2009.0|BL|ACHD|AC|9C6FCFBB-4262-B894-8908-10A8CBC6D09D|1.0|8000|
2009.0|BL|ACHR|AC|3347F849-88FF-758D-4139-7E060779ACE7|1.0|8000|
2009.0|BL|ACLO|AC|D9ED30F3-9FFB-D6DF-83A7-FD53FE415DE2|1.0|9899|
2009.0|BL|AD|AC|B71224BD-FACD-4875-209D-E5C53CAE681C|1.0|8000|
2009.0|BL|APP|AC|5D29FC20F9773165E0404F8189D83F1E|1.0|8000|
2009.0|BL|ARBL|AC|7A2364D6-F58A-1999-EBA2-62952DDC6373|1.0|8000|
2009.0|BL|ARCM|AC|5FE5D110-B427-5878-6780-24504830D642|1.0|9899|
2009.0|BL|ARG|AC|0F470233-0D50-DE32-9A65-EE913DB57641|1.0|9899|
2009.0|BL|ARIN|AC|510E388D-A783-6176-13A9-76A0A436EC67|1.0|9899|
2009.0|BL|ARNI|AC|6B690950-F8A0-EA3C-3A33-EBBE768996D7|1.0|9899|
2009.0|BL|ARPY|AC|C4792906-A125-2553-B1B1-68DF42616CA1|1.0|9899|
2009.0|BL|AT|AC|17E9EC89-F59E-D2CA-B16A-D77253D244B0|1.0|9899|
2009.0|BL|AV|AC|07F9C331-7E56-0D3F-9AE2-4ACDE65E9F2D|1.0|9897|
2009.0|BL|AVAC|AC|2AE9420F-7A68-F75F-EC22-99FCCC8F5997|1.0|9899|
2009.0|BL|AVAD|AC|AE29CEAA-2F72-8DF2-356D-44E17E331715|1.0|9897|
2009.0|BL|AVAE|AC|327AF51D-D75F-951A-687A-BBE84B073F3E|1.0|9897|
2009.0|BL|AVRC|AC|75007E6D-6DE8-8508-C10B-17584873BBD1|1.0|9897|
2009.0|BL|BA|AC|37CC7170-E41A-5D93-34C4-292AEED778F0|1.0|8000|
2009.0|BL|BACH|AC|C9485374-B003-A28E-657A-681390C06E0C|1.0|8000|
2009.0|BL|BARS|AC|80B73771-038C-717A-7D4C-073003C16338|1.0|8000|
2009.0|BL|BRET|AC|E10ED8A9-77AF-A0F8-83DF-4A58B08D03FF|1.0|8000|
2009.0|BL|BT|AC|2C560F44-8A2E-1ABB-F238-7FE5F294BD72|1.0|8000|
2009.0|BL|CCAD|AC|0B50F4DD-733F-32B2-C34B-A28536A755F4|1.0|8000|
2009.0|BL|CCCH|AC|4D33616D-30EF-9202-7D6D-90F7DCFBBBE9|1.0|8000|
2009.0|BL|CCR|AC|6DD15EC1-287E-0CAB-1EB7-F18E61692FFF|1.0|8000|
2009.0|BL|CD|AC|44EB1859-E042-5EF0-4569-43D02CCA9AE3|1.0|8000|
2009.0|BL|CHKC|AC|FD05BDF3-6326-F6A3-F594-D6E168CB2901|1.0|8000|
2009.0|BL|CHKD|AC|87CFBFE1-6F52-0E9B-765E-8F788D62B9D6|1.0|8000|
2009.0|BL|CHKR|AC|D4CCE500-A895-C475-7570-09E173C442EA|1.0|8000|
2009.0|BL|CM|AC|A33A32B6-791A-F138-E82A-1AD3D4B316B7|1.0|9041|
2009.0|BL|CM|CE|8A0414EE-96F0-6A0F-ACDB-4A9D3C9EE46B|1.0|9893|
2009.0|BL|CM|EX|9B33ECD8-F306-B92F-4104-255D094521A3|1.0|9892|
2009.0|BL|CMD|AC|EDFBB2C9-A098-3877-0D94-A2C49EB8F5D5|1.0|8000|
2009.0|BL|CR|AC|7B10901F-BB0D-F480-F471-7AADA00F588C|1.0|8000|
2009.0|BL|CRM|AC|C758BB9D-12DB-4AF4-9814-66F836E7498A|1.0|8118|
2009.0|BL|CRV|AC|E9DEBFB3-3C6A-40F6-0B71-13EFB022E519|1.0|8000|
2009.0|BL|CTRL|AC|6052DB040C2011A2E0404F8189D80964|1.0|8000|
2009.0|BL|DD|AC|5F7365F8-7482-3F1B-1C85-AE0E8B7A38E9|1.0|8000|
2009.0|BL|DEPR|AC|E84D2F5A-8329-0296-3D14-9DD4FF2FBC7F|1.0|9899|
2009.0|BL|DI|AC|8C4B3920-9DB9-82C2-E58C-B3352611E611|1.0|8000|
2009.0|BL|DV|AC|30D93FA1-D9A6-8AEC-3051-BC5763AFEF9D|1.0|8000|
2009.0|BL|DVCA|AC|7796C2B5-8FC1-65CC-01AC-0AE53F51EF54|1.0|9041|
2009.0|BL|DVWF|AC|D3D49A31-F11B-252B-1549-0DD6B12AB1C1|1.0|8000|
2009.0|BL|EB07|AC|F8F6704F-D22A-F3F1-3322-A1100548E452|1.0|8000|
2009.0|BL|EB16|AC|ECC00B60-65B4-12BB-6B11-FF91184EED29|1.0|8000|
2009.0|BL|EB17|AC|5616CE37-7E2D-CFD1-1803-B1C3249C3467|1.0|8000|
2009.0|BL|EB18|AC|BD1BA240-AECD-04D1-5D3E-84F3385878B8|1.0|8000|
2009.0|BL|EB26|AC|59712BCB-E24B-F5A9-AD4C-4DB7644436E8|1.0|8000|
2009.0|BL|EB37|AC|C25D753C-A897-4CE8-D35D-2FEB99113BFB|1.0|8000|
2009.0|BL|EB46|AC|5293D4FA-53E5-DFBB-1545-5F121E54F55F|1.0|8000|
2009.0|BL|EB47|AC|1993B6CF-AC4A-4001-430F-5957FE423F11|1.0|8000|
2009.0|BL|EB49|AC|D1B91299-FA52-04F9-CAB9-B79028EE905E|1.0|8000|
2009.0|BL|EB55|AC|948BC291-D7C2-B9F0-0E3D-3FDFF24BC169|1.0|8000|
2009.0|BL|EB56|AC|0D90ADC6-C425-6315-216A-C3BA0B6C7219|1.0|8000|
2009.0|BL|EB57|AC|4BEB67DF-18F9-5726-B7DD-C2B4CDF14F06|1.0|8000|
2009.0|BL|EB61|AC|A012D5B8-237A-F857-D1B0-DF46FCF604E3|1.0|8000|
2009.0|BL|EB62|AC|569ECF8E-CC22-0311-B62F-CD8A5F1DCB8D|1.0|8000|
2009.0|BL|EB65|AC|AAAE1391-0717-50FB-FCBD-3FE14B3C49D8|1.0|8000|
2009.0|BL|EB67|AC|4A7D5A51-7F5B-1E61-23D9-F665C578BECD|1.0|8000|
2009.0|BL|ET|AC|54A9E294-C3E6-C39F-7ABC-4C71A81BB529|1.0|8000|
2009.0|BL|EXEN|CE|BB8B8536-8514-FB19-77DC-6594D134E113|1.0|9893|
2009.0|BL|EXEN|EX|4C15F78A-4DC3-EEEA-F3FA-016D9589A31A|1.0|9892|
2009.0|BL|FCRD|AC|55915B96-DCEB-CF1D-F270-3CC705DA1E94|1.0|8000|
2009.0|BL|GEC|AC|9E8BCF74-43FC-D26E-A5A8-91137C6FE308|1.0|8000|
2009.0|BL|HDRW|AC|14322C8D-42DF-B077-7B7D-44E737829C74|1.0|9050|
2009.0|BL|IB|AC|5E23B25B-69E5-5777-B284-8257809D7E56|1.0|8000|
2009.0|BL|ICA|AC|C61EE35B-318A-BC32-6A3D-A50C95BCAD34|1.0|8000|
2009.0|BL|ICR|AC|BC3C1496-69C6-5706-8AA3-34DAC5F85D2A|1.0|8000|
2009.0|BL|ID01|AC|2DE9B7D9-D06D-1672-7B8A-5E51A9D46A34|1.0|8000|
2009.0|BL|ID01|IE|3697181A-D056-5844-B09B-38316B2D16E8|1.0|9891|
2009.0|BL|ID02|AC|559ACE8B-2EC0-830B-BA3E-1FFBBC001E8B|1.0|8000|
2009.0|BL|ID02|IE|E269D4D9-48CA-AEC6-F490-1B336D3CB165|1.0|9891|
2009.0|BL|ID03|AC|550219D3-8DBF-B183-4474-B6B67D355797|1.0|8000|
2009.0|BL|ID04|AC|DE46F3EE-49C5-B178-BF38-6FACBFEB0AEA|1.0|8000|
2009.0|BL|ID05|AC|CBC409B7-B2BE-B05A-C076-79550CE0DDDB|1.0|8000|
2009.0|BL|ID06|AC|DF7BA737-92E4-5190-C895-7B40B712AF75|1.0|8000|
2009.0|BL|ID07|AC|C0191632-4124-2013-A12B-8B92EBC8308D|1.0|8000|
2009.0|BL|ID08|AC|9275DEFE-34C4-22E2-B71D-92BB583B7826|1.0|8000|
2009.0|BL|ID09|AC|CEE65D3C-BF83-F0BB-0068-87763DD995B3|1.0|8000|
2009.0|BL|ID10|AC|78808DDF-049C-58D7-F9C4-DDEBD687BA65|1.0|8000|
2009.0|BL|ID11|AC|68245784-9146-3582-9021-F18BF3DD48BE|1.0|8000|
2009.0|BL|ID12|AC|7FC4EC0D-AFB3-401B-2AD5-B557463F84BC|1.0|8000|
2009.0|BL|ID13|AC|6400B800-2E79-C3F7-58ED-10922BD6A0E7|1.0|8000|
2009.0|BL|ID14|AC|95407E75-C980-0BBF-B598-FCFA4FD2DED4|1.0|8000|
2009.0|BL|ID15|AC|832C5932-496C-B6C3-EAEA-A981A34B0B25|1.0|8000|
2009.0|BL|ID16|AC|52C88E5A-CCA3-D17D-06CA-604B6B7553EB|1.0|8000|
2009.0|BL|ID17|AC|3543128B-C946-8159-ACA9-DD3EF1856EBD|1.0|8000|
2009.0|BL|ID19|AC|82576B96-5799-C3FC-EF3D-38309F3D9FB5|1.0|8000|
2009.0|BL|ID20|AC|70D7CF86-E80F-743A-4F02-C87E769F8740|1.0|8000|
