fin_coa_cd|org_cd|cgprpsl_nbr|obj_id|ver_nbr|cgawd_prm_org_ind|row_actv_ind|
BL|PSY|2114.0|12E3D852EC3F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|2242.0|12E3D852EC409D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|2283.0|12E3D852EC419D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|2296.0|12E3D852EC429D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|2355.0|12E3D852EC439D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|2483.0|12E3D852EC449D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|2491.0|12E3D852EC459D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|2494.0|12E3D852EC469D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|2622.0|12E3D852EC479D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|2771.0|12E3D852EC489D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|2806.0|12E3D852EC499D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|2812.0|12E3D852EC4A9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|2813.0|12E3D852EC4B9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|2823.0|12E3D852EC4C9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|2940.0|12E3D852EC4D9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|2993.0|12E3D852EC4E9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3032.0|12E3D852EC4F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3069.0|12E3D852EC509D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3090.0|12E3D852EC519D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3098.0|12E3D852EC529D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3135.0|12E3D852EC539D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3155.0|12E3D852EC549D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3193.0|12E3D852EC559D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3210.0|12E3D852EC569D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3211.0|12E3D852EC579D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3301.0|12E3D852EC589D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3315.0|12E3D852EC599D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3333.0|12E3D852EC5A9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3423.0|12E3D852EC5B9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3434.0|12E3D852EC5C9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3573.0|12E3D852EC5D9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3600.0|12E3D852EC5E9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3702.0|12E3D852EC5F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3726.0|12E3D852EC609D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3746.0|12E3D852EC619D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3777.0|12E3D852EC629D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3797.0|12E3D852EC639D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3824.0|12E3D852EC649D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3827.0|12E3D852EC659D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3859.0|12E3D852EC669D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3868.0|12E3D852EC679D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3874.0|12E3D852EC689D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3877.0|12E3D852EC699D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3912.0|12E3D852EC6A9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3913.0|12E3D852EC6B9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3937.0|12E3D852EC6C9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3948.0|12E3D852EC6D9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|3954.0|12E3D852EC6E9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|4003.0|12E3D852EC6F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|4005.0|12E3D852EC709D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|4017.0|12E3D852EC719D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|4050.0|12E3D852EC729D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|4065.0|12E3D852EC739D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|4135.0|12E3D852EC749D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|4192.0|12E3D852EC759D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|4370.0|12E3D852EC769D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|4371.0|12E3D852EC779D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|4464.0|12E3D852EC789D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|4487.0|12E3D852EC799D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|4649.0|12E3D852EC7A9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|4754.0|12E3D852EC7B9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|4776.0|12E3D852EC7C9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|4783.0|12E3D852EC7D9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|4790.0|12E3D852EC7E9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|4817.0|12E3D852EC7F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|4925.0|12E3D852EC809D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|5037.0|12E3D852EC819D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|5082.0|12E3D852EC829D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|5099.0|12E3D852EC839D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|5151.0|12E3D852EC849D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|5176.0|12E3D852EC859D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|5177.0|12E3D852EC869D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|5327.0|12E3D852EC879D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|5375.0|12E3D852EC889D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|5411.0|12E3D852EC899D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|5491.0|12E3D852EC8A9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|5523.0|12E3D852EC8B9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|5541.0|12E3D852EC8C9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|5604.0|12E3D852EC8D9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|5723.0|12E3D852EC8E9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|5809.0|12E3D852EC8F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|5823.0|12E3D852EC909D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|5824.0|12E3D852EC919D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|5842.0|12E3D852EC929D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|5870.0|12E3D852EC939D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|5935.0|12E3D852EC949D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|5956.0|12E3D852EC959D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|5982.0|12E3D852EC969D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|5990.0|12E3D852EC979D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6016.0|12E3D852EC989D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6025.0|12E3D852EC999D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6122.0|12E3D852EC9A9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6183.0|12E3D852EC9B9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6214.0|12E3D852EC9C9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6216.0|12E3D852EC9D9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6228.0|12E3D852EC9E9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6334.0|12E3D852EC9F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6343.0|12E3D852ECA09D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6357.0|12E3D852ECA19D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6385.0|12E3D852ECA29D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6411.0|12E3D852ECA39D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6430.0|12E3D852ECA49D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6466.0|12E3D852ECA59D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6468.0|12E3D852ECA69D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6485.0|12E3D852ECA79D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6525.0|12E3D852ECA89D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6540.0|12E3D852ECA99D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6541.0|12E3D852ECAA9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6579.0|12E3D852ECAB9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6639.0|12E3D852ECAC9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6640.0|12E3D852ECAD9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6669.0|12E3D852ECAE9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6849.0|12E3D852ECAF9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6853.0|12E3D852ECB09D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6857.0|12E3D852ECB19D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6945.0|12E3D852ECB29D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|6954.0|12E3D852ECB39D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|7009.0|12E3D852ECB49D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|7128.0|12E3D852ECB59D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|7181.0|12E3D852ECB69D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|7255.0|12E3D852ECB79D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|7256.0|12E3D852ECB89D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|7296.0|12E3D852ECB99D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|7324.0|12E3D852ECBA9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|7338.0|12E3D852ECBB9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|7350.0|12E3D852ECBC9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|7585.0|12E3D852ECBD9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|7603.0|12E3D852ECBE9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|7622.0|12E3D852ECBF9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|7835.0|12E3D852ECC09D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|7844.0|12E3D852ECC19D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|7870.0|12E3D852ECC29D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|7896.0|12E3D852ECC39D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|7920.0|12E3D852ECC49D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|7963.0|12E3D852ECC59D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|8004.0|12E3D852ECC69D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|8014.0|12E3D852ECC79D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|8017.0|12E3D852ECC89D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|8035.0|12E3D852ECC99D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|8063.0|12E3D852ECCA9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|8176.0|12E3D852ECCB9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|8214.0|12E3D852ECCC9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|8261.0|12E3D852ECCD9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|8370.0|12E3D852ECCE9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|8394.0|12E3D852ECCF9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|8561.0|12E3D852ECD09D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|8607.0|12E3D852ECD19D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|8635.0|12E3D852ECD29D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|8797.0|12E3D852ECD39D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|8829.0|12E3D852ECD49D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|8884.0|12E3D852ECD59D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|8974.0|12E3D852ECD69D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|8980.0|12E3D852ECD79D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9027.0|12E3D852ECD89D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9041.0|12E3D852ECD99D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9046.0|12E3D852ECDA9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9065.0|12E3D852ECDB9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9070.0|12E3D852ECDC9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9073.0|12E3D852ECDD9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9191.0|12E3D852ECDE9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9194.0|12E3D852ECDF9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9373.0|12E3D852ECE09D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9444.0|12E3D852ECE19D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9492.0|12E3D852ECE29D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9564.0|12E3D852ECE39D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9591.0|12E3D852ECE49D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9607.0|12E3D852ECE59D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9627.0|12E3D852ECE69D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9636.0|12E3D852ECE79D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9653.0|12E3D852ECE89D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9661.0|12E3D852ECE99D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9709.0|12E3D852ECEA9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9746.0|12E3D852ECEB9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9747.0|12E3D852ECEC9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9820.0|12E3D852ECED9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9886.0|12E3D852ECEE9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9931.0|12E3D852ECEF9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9935.0|12E3D852ECF09D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9958.0|12E3D852ECF19D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|9967.0|12E3D852ECF29D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10006.0|12E3D852ECF39D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10007.0|12E3D852ECF49D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10089.0|12E3D852ECF59D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10094.0|12E3D852ECF69D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10120.0|12E3D852ECF79D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10179.0|12E3D852ECF89D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10246.0|12E3D852ECF99D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10321.0|12E3D852ECFA9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10429.0|12E3D852ECFB9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10452.0|12E3D852ECFC9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10476.0|12E3D852ECFD9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10494.0|12E3D852ECFE9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10585.0|12E3D852ECFF9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10596.0|12E3D852ED009D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10727.0|12E3D852ED019D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10735.0|12E3D852ED029D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10776.0|12E3D852ED039D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10796.0|12E3D852ED049D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10819.0|12E3D852ED059D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10843.0|12E3D852ED069D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10852.0|12E3D852ED079D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10887.0|12E3D852ED089D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10916.0|12E3D852ED099D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10928.0|12E3D852ED0A9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|10972.0|12E3D852ED0B9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11041.0|12E3D852ED0C9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11059.0|12E3D852ED0D9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11075.0|12E3D852ED0E9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11107.0|12E3D852ED0F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11112.0|12E3D852ED109D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11119.0|12E3D852ED119D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11150.0|12E3D852ED129D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11177.0|12E3D852ED139D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11255.0|12E3D852ED149D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11288.0|12E3D852ED159D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11355.0|12E3D852ED169D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11356.0|12E3D852ED179D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11380.0|12E3D852ED189D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11389.0|12E3D852ED199D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11458.0|12E3D852ED1A9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11485.0|12E3D852ED1B9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11533.0|12E3D852ED1C9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11704.0|12E3D852ED1D9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11750.0|12E3D852ED1E9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11827.0|12E3D852ED1F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11829.0|12E3D852ED209D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11835.0|12E3D852ED219D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11895.0|12E3D852ED229D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|11988.0|12E3D852ED239D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12011.0|12E3D852ED249D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12017.0|12E3D852ED259D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12026.0|12E3D852ED269D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12032.0|12E3D852ED279D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12040.0|12E3D852ED289D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12051.0|12E3D852ED299D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12070.0|12E3D852ED2A9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12074.0|12E3D852ED2B9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12081.0|12E3D852ED2C9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12092.0|12E3D852ED2D9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12189.0|12E3D852ED2E9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12205.0|12E3D852ED2F9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12256.0|12E3D852ED309D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12267.0|12E3D852ED319D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12308.0|12E3D852ED329D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12313.0|12E3D852ED339D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12395.0|12E3D852ED349D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12409.0|12E3D852ED359D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12462.0|12E3D852ED369D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12463.0|12E3D852ED379D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12464.0|12E3D852ED389D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12487.0|12E3D852ED399D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12489.0|12E3D852ED3A9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12521.0|12E3D852ED3B9D14E043814FD8819D14|1.0|Y|Y|
BL|PSY|12638.0|12E3D852ED3C9D14E043814FD8819D14|1.0|Y|Y|
