cptlast_nbr|obj_id|ver_nbr|org_cptlast_typ_id|cptlast_orgtag_nbr|org_txt|
36054.0|45086F4243BBC1AAE043814FD881C1AA|1.0||||
36055.0|45086F4243BCC1AAE043814FD881C1AA|1.0||||
36375.0|45086F4243BDC1AAE043814FD881C1AA|1.0||||
37441.0|45086F4243BEC1AAE043814FD881C1AA|1.0||||
37616.0|45086F4243BFC1AAE043814FD881C1AA|1.0||IU011119||
37742.0|45086F4243C0C1AAE043814FD881C1AA|1.0||||
38014.0|45086F4243C1C1AAE043814FD881C1AA|1.0||||
38021.0|45086F4243C2C1AAE043814FD881C1AA|1.0||||
38797.0|45086F4243C3C1AAE043814FD881C1AA|1.0||||
39218.0|45086F4243C4C1AAE043814FD881C1AA|1.0||||
40732.0|45086F4243C5C1AAE043814FD881C1AA|1.0||||
41467.0|45086F4243C6C1AAE043814FD881C1AA|1.0||||
41605.0|45086F4243C7C1AAE043814FD881C1AA|1.0||||
43355.0|45086F4243C8C1AAE043814FD881C1AA|1.0|||IN HALLWAY|
46189.0|45086F4243C9C1AAE043814FD881C1AA|1.0||||
46337.0|45086F4243CAC1AAE043814FD881C1AA|1.0||||
46452.0|45086F4243CBC1AAE043814FD881C1AA|1.0||||
46839.0|45086F4243CCC1AAE043814FD881C1AA|1.0||||
47129.0|45086F4243CDC1AAE043814FD881C1AA|1.0||||
48198.0|45086F4243CEC1AAE043814FD881C1AA|1.0||||
48477.0|45086F4243CFC1AAE043814FD881C1AA|1.0||||
48607.0|45086F4243D0C1AAE043814FD881C1AA|1.0||||
49100.0|45086F4243D1C1AAE043814FD881C1AA|1.0||||
49175.0|45086F4243D2C1AAE043814FD881C1AA|1.0||||
49643.0|45086F4243D3C1AAE043814FD881C1AA|1.0||||
50528.0|45086F4243D4C1AAE043814FD881C1AA|1.0||||
51262.0|45086F4243D5C1AAE043814FD881C1AA|1.0|||IN STORAGE SPENCER, INDIANA PER DR REILLY|
51409.0|45086F4243D6C1AAE043814FD881C1AA|1.0||||
51541.0|45086F4243D7C1AAE043814FD881C1AA|1.0||||
53175.0|45086F4243D8C1AAE043814FD881C1AA|1.0||||
54049.0|45086F4243D9C1AAE043814FD881C1AA|1.0||||
54161.0|45086F4243DAC1AAE043814FD881C1AA|1.0||||
54162.0|45086F4243DBC1AAE043814FD881C1AA|1.0||||
54268.0|45086F4243DCC1AAE043814FD881C1AA|1.0||||
54273.0|45086F4243DDC1AAE043814FD881C1AA|1.0||||
55332.0|45086F4243DEC1AAE043814FD881C1AA|1.0||||
55902.0|45086F4243DFC1AAE043814FD881C1AA|1.0||||
56287.0|45086F4243E0C1AAE043814FD881C1AA|1.0||||
57132.0|45086F4243E1C1AAE043814FD881C1AA|1.0|||ITEM ACTUALLY IN ROOM 103|
57590.0|45086F4243E2C1AAE043814FD881C1AA|1.0||||
57798.0|45086F4243E3C1AAE043814FD881C1AA|1.0||||
57927.0|45086F4243E4C1AAE043814FD881C1AA|1.0||||
58104.0|45086F4243E5C1AAE043814FD881C1AA|1.0||||
58388.0|45086F4243E6C1AAE043814FD881C1AA|1.0||||
59039.0|45086F4243E7C1AAE043814FD881C1AA|1.0||||
60018.0|45086F4243E8C1AAE043814FD881C1AA|1.0||||
60724.0|45086F4243E9C1AAE043814FD881C1AA|1.0||||
61150.0|45086F4243EAC1AAE043814FD881C1AA|1.0||||
62066.0|45086F4243EBC1AAE043814FD881C1AA|1.0||||
62309.0|45086F4243ECC1AAE043814FD881C1AA|1.0||||
62883.0|45086F4243EDC1AAE043814FD881C1AA|1.0||||
64695.0|45086F4243EEC1AAE043814FD881C1AA|1.0||||
65084.0|45086F4243EFC1AAE043814FD881C1AA|1.0||||
66039.0|45086F4243F0C1AAE043814FD881C1AA|1.0||||
66124.0|45086F4243F1C1AAE043814FD881C1AA|1.0||||
66339.0|45086F4243F2C1AAE043814FD881C1AA|1.0||||
66362.0|45086F4243F3C1AAE043814FD881C1AA|1.0||||
66846.0|45086F4243F4C1AAE043814FD881C1AA|1.0||||
66847.0|45086F4243F5C1AAE043814FD881C1AA|1.0||||
67464.0|45086F4243F6C1AAE043814FD881C1AA|1.0||||
67544.0|45086F4243F7C1AAE043814FD881C1AA|1.0||||
67831.0|45086F4243F8C1AAE043814FD881C1AA|1.0||||
70494.0|45086F4243F9C1AAE043814FD881C1AA|1.0||||
71236.0|45086F4243FAC1AAE043814FD881C1AA|1.0||||
71256.0|45086F4243FBC1AAE043814FD881C1AA|1.0||||
71257.0|45086F4243FCC1AAE043814FD881C1AA|1.0||||
72610.0|45086F4243FDC1AAE043814FD881C1AA|1.0|||LOCATED IN THE CLOSET|
72646.0|45086F4243FEC1AAE043814FD881C1AA|1.0||||
73223.0|45086F4243FFC1AAE043814FD881C1AA|1.0||||
74304.0|45086F424400C1AAE043814FD881C1AA|1.0||||
74307.0|45086F424401C1AAE043814FD881C1AA|1.0||||
75866.0|45086F424402C1AAE043814FD881C1AA|1.0||||
75871.0|45086F424403C1AAE043814FD881C1AA|1.0||||
76032.0|45086F424404C1AAE043814FD881C1AA|1.0||||
76235.0|45086F424405C1AAE043814FD881C1AA|1.0||||
76641.0|45086F424406C1AAE043814FD881C1AA|1.0|||LOCATED IN THE CLOSET|
77060.0|45086F424407C1AAE043814FD881C1AA|1.0||||
77450.0|45086F424408C1AAE043814FD881C1AA|1.0||||
77467.0|45086F424409C1AAE043814FD881C1AA|1.0||||
77656.0|45086F42440AC1AAE043814FD881C1AA|1.0||||
78758.0|45086F42440BC1AAE043814FD881C1AA|1.0||||
79638.0|45086F42440CC1AAE043814FD881C1AA|1.0||IU009670||
80563.0|45086F42440DC1AAE043814FD881C1AA|1.0||||
80566.0|45086F42440EC1AAE043814FD881C1AA|1.0||||
80932.0|45086F42440FC1AAE043814FD881C1AA|1.0||||
81338.0|45086F424410C1AAE043814FD881C1AA|1.0||||
82545.0|45086F424411C1AAE043814FD881C1AA|1.0||||
83573.0|45086F424412C1AAE043814FD881C1AA|1.0||||
84512.0|45086F424413C1AAE043814FD881C1AA|1.0||||
84513.0|45086F424414C1AAE043814FD881C1AA|1.0||||
84514.0|45086F424415C1AAE043814FD881C1AA|1.0||||
84515.0|45086F424416C1AAE043814FD881C1AA|1.0||||
84907.0|45086F424417C1AAE043814FD881C1AA|1.0||||
84908.0|45086F424418C1AAE043814FD881C1AA|1.0||||
86122.0|45086F424419C1AAE043814FD881C1AA|1.0||||
86533.0|45086F42441AC1AAE043814FD881C1AA|1.0||||
87010.0|45086F42441BC1AAE043814FD881C1AA|1.0||||
87021.0|45086F42441CC1AAE043814FD881C1AA|1.0||||
87558.0|45086F42441DC1AAE043814FD881C1AA|1.0||||
87559.0|45086F42441EC1AAE043814FD881C1AA|1.0||||
87560.0|45086F42441FC1AAE043814FD881C1AA|1.0||||
87566.0|45086F424420C1AAE043814FD881C1AA|1.0||||
87754.0|45086F424421C1AAE043814FD881C1AA|1.0||||
88116.0|45086F424422C1AAE043814FD881C1AA|1.0||||
90013.0|45086F424423C1AAE043814FD881C1AA|1.0||||
91427.0|45086F424424C1AAE043814FD881C1AA|1.0||||
91653.0|45086F424425C1AAE043814FD881C1AA|1.0||||
92815.0|45086F424426C1AAE043814FD881C1AA|1.0||||
92819.0|45086F424427C1AAE043814FD881C1AA|1.0||||
92820.0|45086F424428C1AAE043814FD881C1AA|1.0||||
92907.0|45086F424429C1AAE043814FD881C1AA|1.0||||
93861.0|45086F42442AC1AAE043814FD881C1AA|1.0||||
94243.0|45086F42442BC1AAE043814FD881C1AA|1.0||||
95153.0|45086F42442CC1AAE043814FD881C1AA|1.0||||
95171.0|45086F42442DC1AAE043814FD881C1AA|1.0|||FIRST BAY|
95352.0|45086F42442EC1AAE043814FD881C1AA|1.0||||
96559.0|45086F42442FC1AAE043814FD881C1AA|1.0||||
96560.0|45086F424430C1AAE043814FD881C1AA|1.0||||
96765.0|45086F424431C1AAE043814FD881C1AA|1.0||||
96792.0|45086F424432C1AAE043814FD881C1AA|1.0||||
98311.0|45086F424433C1AAE043814FD881C1AA|1.0||||
98312.0|45086F424434C1AAE043814FD881C1AA|1.0||||
98323.0|45086F424435C1AAE043814FD881C1AA|1.0||||
98324.0|45086F424436C1AAE043814FD881C1AA|1.0||||
98566.0|45086F424437C1AAE043814FD881C1AA|1.0||||
98568.0|45086F424438C1AAE043814FD881C1AA|1.0||||
99446.0|45086F424439C1AAE043814FD881C1AA|1.0||||
99447.0|45086F42443AC1AAE043814FD881C1AA|1.0||||
99660.0|45086F42443BC1AAE043814FD881C1AA|1.0||||
100358.0|45086F42443CC1AAE043814FD881C1AA|1.0||||
100361.0|45086F42443DC1AAE043814FD881C1AA|1.0|||Located in hallway outside 035|
100362.0|45086F42443EC1AAE043814FD881C1AA|1.0||||
101240.0|45086F42443FC1AAE043814FD881C1AA|1.0||||
101253.0|45086F424440C1AAE043814FD881C1AA|1.0||||
102270.0|45086F424441C1AAE043814FD881C1AA|1.0||||
105035.0|45086F424442C1AAE043814FD881C1AA|1.0||||
105053.0|45086F424443C1AAE043814FD881C1AA|1.0||||
105055.0|45086F424444C1AAE043814FD881C1AA|1.0||||
106007.0|45086F424445C1AAE043814FD881C1AA|1.0||||
106030.0|45086F424446C1AAE043814FD881C1AA|1.0||||
106255.0|45086F424447C1AAE043814FD881C1AA|1.0||||
106942.0|45086F424448C1AAE043814FD881C1AA|1.0||||
107152.0|45086F424449C1AAE043814FD881C1AA|1.0||||
108265.0|45086F42444AC1AAE043814FD881C1AA|1.0||||
112060.0|45086F42444BC1AAE043814FD881C1AA|1.0||||
112067.0|45086F42444CC1AAE043814FD881C1AA|1.0||||
112971.0|45086F42444DC1AAE043814FD881C1AA|1.0||||
113236.0|45086F42444EC1AAE043814FD881C1AA|1.0||||
113429.0|45086F42444FC1AAE043814FD881C1AA|1.0||||
113430.0|45086F424450C1AAE043814FD881C1AA|1.0||||
114341.0|45086F424451C1AAE043814FD881C1AA|1.0||||
115212.0|45086F424452C1AAE043814FD881C1AA|1.0||||
115213.0|45086F424453C1AAE043814FD881C1AA|1.0||||
115214.0|45086F424454C1AAE043814FD881C1AA|1.0||||
115215.0|45086F424455C1AAE043814FD881C1AA|1.0||||
115216.0|45086F424456C1AAE043814FD881C1AA|1.0||||
115217.0|45086F424457C1AAE043814FD881C1AA|1.0||||
115218.0|45086F424458C1AAE043814FD881C1AA|1.0||||
115757.0|45086F424459C1AAE043814FD881C1AA|1.0||||
115922.0|45086F42445AC1AAE043814FD881C1AA|1.0||||
116771.0|45086F42445BC1AAE043814FD881C1AA|1.0||||
116774.0|45086F42445CC1AAE043814FD881C1AA|1.0||||
117375.0|45086F42445DC1AAE043814FD881C1AA|1.0||||
118653.0|45086F42445EC1AAE043814FD881C1AA|1.0||||
119667.0|45086F42445FC1AAE043814FD881C1AA|1.0||||
129246.0|45086F424460C1AAE043814FD881C1AA|1.0||||
129252.0|45086F424461C1AAE043814FD881C1AA|1.0||||
129631.0|45086F424462C1AAE043814FD881C1AA|1.0||||
130143.0|45086F424463C1AAE043814FD881C1AA|1.0||||
130524.0|45086F424464C1AAE043814FD881C1AA|1.0||||
130525.0|45086F424465C1AAE043814FD881C1AA|1.0||||
130526.0|45086F424466C1AAE043814FD881C1AA|1.0||||
131258.0|45086F424467C1AAE043814FD881C1AA|1.0||IU011122||
131259.0|45086F424468C1AAE043814FD881C1AA|1.0||||
131293.0|45086F424469C1AAE043814FD881C1AA|1.0||||
131294.0|45086F42446AC1AAE043814FD881C1AA|1.0||||
131296.0|45086F42446BC1AAE043814FD881C1AA|1.0||||
131297.0|45086F42446CC1AAE043814FD881C1AA|1.0||||
131775.0|45086F42446DC1AAE043814FD881C1AA|1.0||||
131778.0|45086F42446EC1AAE043814FD881C1AA|1.0||||
132763.0|45086F42446FC1AAE043814FD881C1AA|1.0||||
132764.0|45086F424470C1AAE043814FD881C1AA|1.0||||
133023.0|45086F424471C1AAE043814FD881C1AA|1.0||||
133024.0|45086F424472C1AAE043814FD881C1AA|1.0||||
134014.0|45086F424473C1AAE043814FD881C1AA|1.0||||
137205.0|45086F424474C1AAE043814FD881C1AA|1.0||IU009617||
138276.0|45086F424475C1AAE043814FD881C1AA|1.0||||
138751.0|45086F424476C1AAE043814FD881C1AA|1.0||||
138752.0|45086F424477C1AAE043814FD881C1AA|1.0||||
139349.0|45086F424478C1AAE043814FD881C1AA|1.0|||REPLACES IU TAG #746337|
140103.0|45086F424479C1AAE043814FD881C1AA|1.0||||
140911.0|45086F42447AC1AAE043814FD881C1AA|1.0||||
141301.0|45086F42447BC1AAE043814FD881C1AA|1.0||||
141302.0|45086F42447CC1AAE043814FD881C1AA|1.0||||
142550.0|45086F42447DC1AAE043814FD881C1AA|1.0||||
142717.0|45086F42447EC1AAE043814FD881C1AA|1.0||||
142719.0|45086F42447FC1AAE043814FD881C1AA|1.0||||
142722.0|45086F424480C1AAE043814FD881C1AA|1.0||||
142780.0|45086F424481C1AAE043814FD881C1AA|1.0||||
143231.0|45086F424482C1AAE043814FD881C1AA|1.0||||
143685.0|45086F424483C1AAE043814FD881C1AA|1.0||||
143702.0|45086F424484C1AAE043814FD881C1AA|1.0||||
144535.0|45086F424485C1AAE043814FD881C1AA|1.0||||
146412.0|45086F424486C1AAE043814FD881C1AA|1.0||||
147588.0|45086F424487C1AAE043814FD881C1AA|1.0||||
147773.0|45086F424488C1AAE043814FD881C1AA|1.0||||
147776.0|45086F424489C1AAE043814FD881C1AA|1.0||||
149215.0|45086F42448AC1AAE043814FD881C1AA|1.0||||
149233.0|45086F42448BC1AAE043814FD881C1AA|1.0||IU009623||
149238.0|45086F42448CC1AAE043814FD881C1AA|1.0||||
149239.0|45086F42448DC1AAE043814FD881C1AA|1.0||||
153138.0|45086F42448EC1AAE043814FD881C1AA|1.0||||
200284.0|45086F42448FC1AAE043814FD881C1AA|1.0||||
200621.0|45086F424490C1AAE043814FD881C1AA|1.0||||
204135.0|45086F424491C1AAE043814FD881C1AA|1.0||||
204980.0|45086F424492C1AAE043814FD881C1AA|1.0||||
205683.0|45086F424493C1AAE043814FD881C1AA|1.0||||
205687.0|45086F424494C1AAE043814FD881C1AA|1.0||||
205877.0|45086F424495C1AAE043814FD881C1AA|1.0||||
206225.0|45086F424496C1AAE043814FD881C1AA|1.0||||
207120.0|45086F424497C1AAE043814FD881C1AA|1.0||||
207134.0|45086F424498C1AAE043814FD881C1AA|1.0||||
207254.0|45086F424499C1AAE043814FD881C1AA|1.0||||
208057.0|45086F42462BC1AAE043814FD881C1AA|1.0|||Really located in room 421|
208078.0|45086F42462AC1AAE043814FD881C1AA|1.0|||Located in hallway outside 515|
208331.0|45086F42449AC1AAE043814FD881C1AA|1.0||||
208458.0|45086F42449BC1AAE043814FD881C1AA|1.0||||
208885.0|45086F42449CC1AAE043814FD881C1AA|1.0||||
209764.0|45086F42449DC1AAE043814FD881C1AA|1.0||||
211027.0|45086F42449EC1AAE043814FD881C1AA|1.0||||
211068.0|45086F42449FC1AAE043814FD881C1AA|1.0||||
211238.0|45086F4244A0C1AAE043814FD881C1AA|1.0|||Asset 211239,211241 & 211242 merged into this asset.|
212172.0|45086F4244A1C1AAE043814FD881C1AA|1.0||||
212176.0|45086F4244A2C1AAE043814FD881C1AA|1.0||||
212181.0|45086F4244A3C1AAE043814FD881C1AA|1.0||||
214338.0|45086F4244A4C1AAE043814FD881C1AA|1.0||||
214786.0|45086F4244A5C1AAE043814FD881C1AA|1.0|||mike hollandsworth|
217327.0|45086F4244A6C1AAE043814FD881C1AA|1.0||||
219829.0|45086F4244A7C1AAE043814FD881C1AA|1.0||||
220658.0|45086F4244A8C1AAE043814FD881C1AA|1.0||||
220967.0|45086F4244A9C1AAE043814FD881C1AA|1.0||||
221232.0|45086F4244AAC1AAE043814FD881C1AA|1.0||||
222028.0|45086F4244ABC1AAE043814FD881C1AA|1.0||||
223550.0|45086F4244ACC1AAE043814FD881C1AA|1.0||||
224897.0|45086F4244ADC1AAE043814FD881C1AA|1.0||IU009615||
224932.0|45086F4244AEC1AAE043814FD881C1AA|1.0||||
227552.0|45086F4244AFC1AAE043814FD881C1AA|1.0||||
227562.0|45086F4244B0C1AAE043814FD881C1AA|1.0||||
227568.0|45086F4244B1C1AAE043814FD881C1AA|1.0||||
229045.0|45086F4244B2C1AAE043814FD881C1AA|1.0|||Really in room 421.|
229397.0|45086F4244B3C1AAE043814FD881C1AA|1.0||||
229404.0|45086F4244B4C1AAE043814FD881C1AA|1.0||||
229727.0|45086F4244B5C1AAE043814FD881C1AA|1.0||||
229997.0|45086F4244B6C1AAE043814FD881C1AA|1.0||||
230377.0|45086F4244B7C1AAE043814FD881C1AA|1.0||||
230378.0|45086F4244B8C1AAE043814FD881C1AA|1.0||||
230408.0|45086F4244B9C1AAE043814FD881C1AA|1.0||||
230555.0|45086F4244BAC1AAE043814FD881C1AA|1.0|||STF Award Transfer|
231505.0|45086F4244BBC1AAE043814FD881C1AA|1.0||||
232582.0|45086F4244BCC1AAE043814FD881C1AA|1.0||||
233649.0|45086F4244BDC1AAE043814FD881C1AA|1.0||||
233650.0|45086F4244BEC1AAE043814FD881C1AA|1.0||||
233921.0|45086F4244BFC1AAE043814FD881C1AA|1.0||||
235142.0|45086F4244C0C1AAE043814FD881C1AA|1.0|||Inside IU Tag #IU000231|
235143.0|45086F4244C1C1AAE043814FD881C1AA|1.0||||
235144.0|45086F4244C2C1AAE043814FD881C1AA|1.0||||
235151.0|45086F4244C3C1AAE043814FD881C1AA|1.0||||
235152.0|45086F4244C4C1AAE043814FD881C1AA|1.0||||
235153.0|45086F4244C5C1AAE043814FD881C1AA|1.0||||
235155.0|45086F4244C6C1AAE043814FD881C1AA|1.0||||
235212.0|45086F4244C7C1AAE043814FD881C1AA|1.0||||
235238.0|45086F4244C8C1AAE043814FD881C1AA|1.0||||
236230.0|45086F4244C9C1AAE043814FD881C1AA|1.0||||
236266.0|45086F4244CAC1AAE043814FD881C1AA|1.0||||
237258.0|45086F4244CBC1AAE043814FD881C1AA|1.0||||
237283.0|45086F4244CCC1AAE043814FD881C1AA|1.0||||
238109.0|45086F4244CDC1AAE043814FD881C1AA|1.0||||
238110.0|45086F4244CEC1AAE043814FD881C1AA|1.0||||
239274.0|45086F4244CFC1AAE043814FD881C1AA|1.0|||Original Account 48-247-66|
239279.0|45086F4244D0C1AAE043814FD881C1AA|1.0|||Sent:ok, this is the ISiS detector array. It is presently at Texas A&M. It's original mission has been completed and the detector elements are being inserted inside a larger array constructed by the A&M people. So it's a little late for tagging.Vic|
239281.0|45086F4244D1C1AAE043814FD881C1AA|1.0||||
239283.0|45086F4244D2C1AAE043814FD881C1AA|1.0||||
239287.0|45086F4244D3C1AAE043814FD881C1AA|1.0||||
239372.0|45086F4244D4C1AAE043814FD881C1AA|1.0||||
239612.0|45086F4244D5C1AAE043814FD881C1AA|1.0|||TAG LOCATED ON TABLE UNDER COUNTER TOP|
239742.0|45086F4244D6C1AAE043814FD881C1AA|1.0||||
239823.0|45086F4244D7C1AAE043814FD881C1AA|1.0||||
239873.0|45086F4244D8C1AAE043814FD881C1AA|1.0||||
239876.0|45086F4244D9C1AAE043814FD881C1AA|1.0||||
239877.0|45086F4244DAC1AAE043814FD881C1AA|1.0||||
239945.0|45086F4244DBC1AAE043814FD881C1AA|1.0||||
240264.0|45086F4244DCC1AAE043814FD881C1AA|1.0||||
240271.0|45086F4244DDC1AAE043814FD881C1AA|1.0||||
240273.0|45086F4244DEC1AAE043814FD881C1AA|1.0||||
244727.0|45086F4244DFC1AAE043814FD881C1AA|1.0||||
248473.0|45086F4244E0C1AAE043814FD881C1AA|1.0||||
248675.0|45086F4244E1C1AAE043814FD881C1AA|1.0|||LOCATED AT LAWRENCE BERKELEY NATIONAL LAB PER DR DESOUZA 10/18/06|
250103.0|45086F4244E2C1AAE043814FD881C1AA|1.0||||
250611.0|45086F4244E3C1AAE043814FD881C1AA|1.0||||
250641.0|45086F4244E4C1AAE043814FD881C1AA|1.0||||
250645.0|45086F4244E5C1AAE043814FD881C1AA|1.0||||
250646.0|45086F4244E6C1AAE043814FD881C1AA|1.0||||
250647.0|45086F4244E7C1AAE043814FD881C1AA|1.0||||
250648.0|45086F4244E8C1AAE043814FD881C1AA|1.0||||
250649.0|45086F4244E9C1AAE043814FD881C1AA|1.0||||
250650.0|45086F4244EAC1AAE043814FD881C1AA|1.0||||
250651.0|45086F4244EBC1AAE043814FD881C1AA|1.0||||
250652.0|45086F4244ECC1AAE043814FD881C1AA|1.0||||
250653.0|45086F4244EDC1AAE043814FD881C1AA|1.0||||
250654.0|45086F4244EEC1AAE043814FD881C1AA|1.0||||
250854.0|45086F4244EFC1AAE043814FD881C1AA|1.0||||
250859.0|45086F4244F0C1AAE043814FD881C1AA|1.0||||
251761.0|45086F4244F1C1AAE043814FD881C1AA|1.0||||
251788.0|45086F4244F2C1AAE043814FD881C1AA|1.0||||
251789.0|45086F4244F3C1AAE043814FD881C1AA|1.0||||
253514.0|45086F4244F4C1AAE043814FD881C1AA|1.0||||
254111.0|45086F4244F5C1AAE043814FD881C1AA|1.0||||
255191.0|45086F4244F6C1AAE043814FD881C1AA|1.0||||
255563.0|45086F4244F7C1AAE043814FD881C1AA|1.0||||
255564.0|45086F4244F8C1AAE043814FD881C1AA|1.0||||
255567.0|45086F4244F9C1AAE043814FD881C1AA|1.0||||
255568.0|45086F4244FAC1AAE043814FD881C1AA|1.0||||
256432.0|45086F4244FBC1AAE043814FD881C1AA|1.0||||
256575.0|45086F4244FCC1AAE043814FD881C1AA|1.0||||
257054.0|45086F4244FDC1AAE043814FD881C1AA|1.0||||
257060.0|45086F4244FEC1AAE043814FD881C1AA|1.0||||
257063.0|45086F4244FFC1AAE043814FD881C1AA|1.0||||
257944.0|45086F424500C1AAE043814FD881C1AA|1.0||||
258600.0|45086F424501C1AAE043814FD881C1AA|1.0||||
258633.0|45086F424502C1AAE043814FD881C1AA|1.0|||Delicate instrument; not taggable|
258715.0|45086F424503C1AAE043814FD881C1AA|1.0||||
259057.0|45086F424504C1AAE043814FD881C1AA|1.0||||
259058.0|45086F424505C1AAE043814FD881C1AA|1.0||||
259060.0|45086F424506C1AAE043814FD881C1AA|1.0||||
259397.0|45086F424507C1AAE043814FD881C1AA|1.0||||
260309.0|45086F424508C1AAE043814FD881C1AA|1.0||||
261368.0|45086F424509C1AAE043814FD881C1AA|1.0||||
261572.0|45086F42450AC1AAE043814FD881C1AA|1.0||||
261784.0|45086F42450BC1AAE043814FD881C1AA|1.0|||TAG LOCATED ON TABLE UNDER COUNTER TOP|
261785.0|45086F42450CC1AAE043814FD881C1AA|1.0|||TAG LOCATED ON TABLE UNDER COUNTER TOP|
261786.0|45086F42450DC1AAE043814FD881C1AA|1.0|||TAG LOCATED ON TABLE UNDER COUNTER TOP|
262021.0|45086F42450EC1AAE043814FD881C1AA|1.0||||
262022.0|45086F42450FC1AAE043814FD881C1AA|1.0||||
262595.0|45086F424510C1AAE043814FD881C1AA|1.0||||
263457.0|45086F424511C1AAE043814FD881C1AA|1.0||||
264569.0|45086F424512C1AAE043814FD881C1AA|1.0|||Alan Bender|
