fin_coa_cd|account_nbr|obj_id|ver_nbr|rpts_to_fin_coa_cd|rpts_to_org_cd|
BL|0211206|714C839B-E0BF-B815-CE2A-CF07F1D194BC|2.0|BL|PSY|
BL|0211207|56C3D894-102B-D0FB-0B2C-5D058F037DCC|2.0|BL|PSY|
BL|0211208|E3C2818C-83B8-0582-52D8-10E8A614DAFC|2.0|BL|PSY|
BL|0211209|BA60E25C-C29D-8C99-4D62-B8DE0453B43D|2.0|BL|PSY|
BL|0211301|68B469C5-CEAB-48A0-EA5D-599B9F5E9CF5|2.0|BL|PSY|
BL|0211302|96A36292-9A82-FD15-7348-EB36E59CB482|2.0|BL|PSY|
BL|0211303|8B662C81-57DC-B546-D21C-EDCCCBC37BD2|2.0|BL|PSY|
BL|0211304|97EE5C97-7687-3BFD-73F7-78275D148796|2.0|BL|PSY|
BL|0211305|857605D7-A2B4-10AF-62BF-86F04B7BB3DB|2.0|BL|PSY|
BL|0211306|5331C1E3-8CE1-7DC2-C04F-67AC6E3C672C|2.0|BL|PSY|
BL|0211307|739620C9-7197-2AC6-8901-80053E2C9BA4|2.0|BL|PSY|
BL|0211308|BB12D5F8-1055-468A-8A92-C8C8D837FBA8|2.0|BL|PSY|
BL|0211309|C507B38A-4BD9-2223-6A81-0AE15DC2BE74|2.0|BL|PSY|
BL|0211401|A96570C6-FFA8-1CE3-A128-3F9814DE76CF|2.0|BL|PSY|
BL|0211402|7ACD5D39-E98E-179C-1511-1BDB4CCC0E1E|2.0|BL|PSY|
BL|0211403|3442ADE6-0FAB-D76E-9A3E-37212F88A22B|2.0|BL|PSY|
BL|0211404|0073B959-1947-D5DC-FFC2-EA5F878A22D1|2.0|BL|PSY|
BL|0211405|2F2E6737-9B52-7C8B-CC3F-B0F17B81A06B|2.0|BL|PSY|
BL|0211406|EAA3EBEE-C399-C5D3-6188-D3F17D0CB9A7|2.0|BL|PSY|
BL|0211407|51C62C3E-2EE3-CBF5-699E-281FEEF9FC6C|2.0|BL|PSY|
BL|0211408|09B33E41-DFD7-1BD2-C3DD-99872571CD21|2.0|BL|PSY|
BL|0211409|03EAD967-7750-E858-5A55-93D39C31BADD|2.0|BL|PSY|
BL|0211501|3FA3EBC2-C689-FE9E-DE6C-94D248036205|2.0|BL|PSY|
BL|0211502|87B18DA2-E230-A2CB-372E-6C75CA620C17|2.0|BL|PSY|
BL|0211503|DE925130-4DB9-58FB-06D7-656FA932164D|2.0|BL|PSY|
BL|0211504|52AAD3E1-820F-C2A9-2C1E-20525A881774|2.0|BL|PSY|
BL|0211505|3B621B86-35D7-7FC8-C6E4-20C0082AD328|2.0|BL|PSY|
BL|0211506|C9AACDC4-E8ED-BC44-EA6D-8E9BC876983E|2.0|BL|PSY|
BL|0211507|49CEA120-F4EB-B88D-630C-672043E591D6|2.0|BL|PSY|
BL|0211508|5B8109E1-01F0-3674-B023-356797E938E3|2.0|BL|PSY|
BL|0211509|D51EF382-177F-64F1-7401-E858473DABF6|2.0|BL|PSY|
BL|0211601|4B68954B-7C95-53BC-C5B8-7B89019D87FC|2.0|BL|PSY|
BL|0211602|6437C9AA-DDB5-EF9E-0195-4CAC4220467F|2.0|BL|PSY|
BL|0211603|F0A33781-BF8C-1BB2-B1F4-C1B0E68867A2|2.0|BL|PSY|
BL|0211604|872CBA06-7605-87C2-C57C-9AB3CBAECAE0|2.0|BL|PSY|
BL|0211605|60B9F12C-15A1-C2FA-6D3C-1A43454193AA|2.0|BL|PSY|
BL|0211606|4240775B-8026-8C74-B44B-ADA328C3E259|2.0|BL|PSY|
BL|0211607|BDB05665-2302-BE5E-6BA8-83F3FF30E2D8|2.0|BL|PSY|
BL|0211608|9A46D796-7240-5CB1-9E5B-18E11AB6BB6A|2.0|BL|PSY|
BL|0211609|B7434BC6-E439-888E-773B-2662E497E767|2.0|BL|PSY|
BL|0211701|5614C1E4-B2BB-DF9C-4C36-C1250A182018|2.0|BL|PSY|
BL|0211702|B1099C82-304B-5807-BE06-9BCB69F96400|2.0|BL|PSY|
BL|0211703|1E5F0684-0F46-B701-6B3C-DAAA0DBD262D|2.0|BL|PSY|
BL|0211704|094F3342-29F1-67C9-33CB-FC182EE57ACC|2.0|BL|PSY|
BL|0211705|A88AF25C-7036-D958-D23D-98A79F8CAC99|2.0|BL|PSY|
BL|0211706|B284A7C2-0419-747D-8A1F-8C5C6147B252|2.0|BL|PSY|
BL|0211707|7FAA6345-FB57-21F7-A472-E686392B7597|2.0|BL|PSY|
BL|0211708|2A4DFA79-A71E-A6B8-C858-76B745163A2F|2.0|BL|PSY|
BL|0211709|EA7E8B8B-84AF-A61D-3054-005996FDB04C|2.0|BL|PSY|
BL|0211801|0F9D5709-33F3-3E9E-9BE3-58E2E76D90DD|2.0|BL|PSY|
BL|0211802|25886DD3-386B-D1C6-6EB1-ED89CFF853F2|2.0|BL|PSY|
BL|0211803|9A812FE5-70CE-DF37-7966-4203FD618176|2.0|BL|PSY|
BL|0211804|0D0DCB96-3017-4815-9D91-69B1084641E5|2.0|BL|PSY|
BL|0211805|EA943CD7-4A24-F8B6-4E34-9966C3258076|2.0|BL|PSY|
BL|0211806|2AC477CE-5004-8271-F165-01AA3AD74E9D|2.0|BL|PSY|
BL|0211807|24BDFAD5-7CFA-AF99-A97B-2A377E63BD5B|2.0|BL|PSY|
BL|0211808|60D9897F-F0B4-65AD-4898-7BF88A917C7A|2.0|BL|PSY|
BL|0211809|9AD8B959-D5C2-DAC7-7843-01859F60CBE3|2.0|BL|PSY|
BL|0211901|98800200-003E-5398-2DBA-C77F3F9AE47F|2.0|BL|PSY|
BL|0211902|0D14D5C5-3196-8EC8-C503-1EB64825BCF0|2.0|BL|PSY|
BL|0211903|C39A0090-B9BF-9E68-3D5E-AB0F0F6C80EF|2.0|BL|PSY|
BL|0211904|FE3642F9-08DF-B7F4-28C5-AC48BE07CA30|2.0|BL|PSY|
BL|0211905|D676A838-82D6-3797-B80C-6109451C48BB|2.0|BL|PSY|
BL|0211906|8B027A95-B92E-0155-374F-6473BE52C079|2.0|BL|PSY|
BL|0211907|74FB0795-D0E6-C781-9498-43F73FA77979|2.0|BL|PSY|
BL|0211908|D1A3807E-F744-0702-B494-64DD0DA09334|2.0|BL|PSY|
BL|0211909|C93CBE18-C14F-9722-6356-E28C50D4E3C0|2.0|BL|PSY|
BL|0212001|A8E0202C-F3D2-DF6E-5CBF-4A94A4694F70|2.0|BL|PSY|
BL|0212002|EE927FC4-DF9F-5512-D9CA-EAD20FF999C3|2.0|BL|PSY|
BL|0212003|8DA7DFD3-7C61-B82C-FD83-1FE8A627096E|2.0|BL|PSY|
BL|0212004|08D9D6F5-60E6-5B43-DA22-ABAA40EA6ADE|2.0|BL|PSY|
BL|0212005|A2788B8E-CCFF-CAED-1D30-1A8ED0A3C015|2.0|BL|PSY|
BL|0212006|8AE66850-C1D5-2360-FDA9-7AEF1CB953E2|2.0|BL|PSY|
BL|0212007|24F3E603-4437-98D8-3FE1-39DD223E13F1|2.0|BL|PSY|
BL|0212008|43381F08-81AC-3D2D-3ECC-320B9F554A60|2.0|BL|PSY|
BL|0212009|239D7999-9885-76DB-7836-3D2DDC513B1E|2.0|BL|PSY|
BL|1020087|F0B14670-0D2E-B462-5271-BABD8DF3313C|2.0|BL|PSY|
BL|1021887|71C08859-6332-0AE1-762C-82125A06975B|2.0|BL|PSY|
BL|1023200|CD8B1B2F-DC7C-24BF-E0C2-81FE2CCDC6BA|2.0|BL|ARSD|
BL|1023287|931A18EC-2E29-F9CC-9FAB-D0C48E5451E3|2.0|BL|PSY|
BL|1023295|1B9A904B-AA8F-D006-6487-F88770BAFA59|2.0|BL|ARSD|
BL|1024600|CB58FAAF-950F-6DE4-39AF-DB3194E7BDBE|2.0|BL|BI|
BL|1024650|F7D02B86-41EF-C706-941E-76115A8BF278|2.0|BL|BI|
BL|1024697|BBCE07EE-494E-AF8B-E82A-E06637A076D4|2.0|BL|BI|
BL|1024700|3F7124BE-7B15-4F5C-85DF-90E3AE7CB916|2.0|BL|CHEM|
BL|1024767|92D1DB80-3C85-D493-372C-AC5EFECC8253|2.0|BL|CHEM|
BL|1024797|EB0B654A-B83B-7DFF-8F39-9E66D6F9C982|2.0|BL|CHEM|
BL|1031400|266AA19C-A0B0-0945-6FBF-FE4E7DB90177|2.0|BL|PSY|
BL|1031420|2967ED1D-925D-6993-26BD-1BB06EA727F6|2.0|BL|PSY|
BL|1031467|2BE300A2-17EA-D5C1-66F3-D03F7366AF0E|2.0|BL|VPIT|
BL|1031490|48317AC8-78AE-23A6-C4C6-8CD027111732|2.0|BL|CTED|
BL|1031497|5B9A5AD3-C8BB-2811-A123-89B5EB9C6486|2.0|BL|PSY|
BL|1031499|83152873-D27E-8435-1413-EB7E7D3C8837|2.0|BL|PSY|
BL|1042900|2A4C3E89-D920-5168-0678-EAC5D68777E4|2.0|BL|RUAD|
BL|1042960|69700C77-47C0-4F9D-3EFD-36FA991F73DD|2.0|BL|IMBI|
BL|1042987|27E4AE26-5922-A7A2-21B5-00F93E84AD6D|2.0|BL|RUAD|
BL|2124712|593605BA-25F0-AE62-5B5F-7AC64A9F40D5|2.0|BL|CHEM|
BL|2124740|80401D8E-4132-6DAD-4F94-51036B2AE96C|2.0|BL|CHEM|
BL|2131401|7B8BD595-6388-E9DD-C2FC-014EE67CB113|2.0|BL|PSY|
BL|2142965|3CEF78FB-763D-A06F-8657-B3FF624D75FA|2.0|BL|IMBI|
BL|2220090|3CE896E6-36E9-B50D-9378-95712B11BD59|2.0|BL|PSY|
BL|2224601|2EB151D2-8A9E-53A4-3AEA-D47CCEF8812D|2.0|BL|BI|
BL|2224602|91880B34-B1BE-F769-FCFF-716C47E64433|2.0|BL|BI|
BL|2224603|FF6DEBAB-B4B2-3BE0-EB8B-FC12A02C412C|2.0|BL|BI|
BL|2224604|A4300F38-1DA1-20C7-9C9E-5C2725DA6F3A|2.0|BL|BI|
BL|2224605|3E396858-1084-6B77-10EE-506430D35D8A|2.0|BL|BI|
BL|2224606|4F98DD9E-F49B-392F-F704-BC12FEFACF49|2.0|BL|BI|
BL|2224607|204E94FC-A67D-19E3-8FBA-C4A0FE72CA80|2.0|BL|BI|
BL|2224608|F010342B-9DD0-2CE8-E52A-29C0A75BC1C0|2.0|BL|BI|
BL|2224610|E8F367D5-2C3F-A477-7EB9-F95218CDCDD7|2.0|BL|BI|
BL|2224611|42DCE90E-8CF0-15B4-A673-9B6962FF50B6|2.0|BL|BI|
BL|2224612|431E1C0B-F045-04EF-3E4F-B98AB1E81BC2|2.0|BL|BI|
BL|2224613|2AA638C6-2866-90F6-0587-18CB11BDCA42|2.0|BL|BI|
BL|2224614|D890A68F-26FF-0BAB-C3B2-680A356B8FD6|2.0|BL|BI|
BL|2224615|1130998F-5763-30F8-E659-8CD0CBDEA9F8|2.0|BL|BI|
BL|2224616|9D9E103D-3D5D-8675-E6B1-7FECB0FDA64B|2.0|BL|BI|
BL|2224617|D9D44F6E-8C62-C967-9840-0B2D0DC74292|2.0|BL|BI|
BL|2224618|75F94F6C-7427-D144-EA12-E7E5A09551F0|2.0|BL|BI|
BL|2224619|59240389-AE20-1A23-131E-DEB0C31EC6FE|2.0|BL|BI|
BL|2224620|D33760B5-F766-E4CA-20B9-D30C50004A6E|2.0|BL|BI|
BL|2224621|DD466F97-6D75-A727-F323-0980BBF259DA|2.0|BL|BI|
BL|2224622|09AEA539-65A5-E4E7-BDE4-409C356E0805|2.0|BL|BI|
BL|2224623|264F93CE-E641-215C-4C23-84D5EC82AB10|2.0|BL|BI|
BL|2224624|689D9264-109F-D388-4D0D-B427EBDFD782|2.0|BL|BI|
BL|2224625|3EBADD96-E4C3-3659-2A13-5705BC894640|2.0|BL|BI|
BL|2224631|8D1FB726-D1A2-9D06-997B-DEFE9387FDA4|2.0|BL|BI|
BL|2224635|B042FC3D-4847-F0C5-DF44-2FD4957AFECA|2.0|BL|BI|
BL|2224636|BE7355D6-6377-75CB-46AB-A78359B98E23|2.0|BL|BI|
BL|2224637|CC24E3BF-314D-2D8B-2B3C-4E552E9B1FE8|2.0|BL|BI|
BL|2224638|4212C727-43F1-0078-21C8-CAECF12FFB2C|2.0|BL|BI|
BL|2224639|123BD6E5-984F-E3C7-5E70-9C5B73280C23|2.0|BL|BI|
BL|2224640|30C4079B-5E46-216B-6670-02F32D70D4A3|2.0|BL|BI|
BL|2224641|E7AC0485-ABE9-22AC-E87A-3ED3D9FADD16|2.0|BL|HBI|
BL|2224642|05A3749D-EC81-1F06-B731-0ADF6A286C7B|2.0|BL|BI|
BL|2224643|AEA6A727-740C-5A84-5A5E-7D328CB7E9F9|2.0|BL|BI|
BL|2224644|6B675473-B883-1FE4-3147-0537D41AFC5C|2.0|BL|BI|
BL|2224646|21DEB1CD-9949-1E0D-318A-9179DBE89341|2.0|BL|BI|
BL|2224647|212240C9-F01A-F805-9DB0-1C193665CE66|2.0|BL|BI|
BL|2224650|B33B7DC5-7790-F3A1-5D90-51D9A761286A|2.0|BL|BI|
BL|2224651|C532FE5F-DDC8-1CFD-B176-6014F74943EB|2.0|BL|BI|
BL|2224652|38B5CBF9-ABA5-3D18-5A54-E7FA83C9A2D0|2.0|BL|BI|
BL|2224653|8A6711B7-40D9-CDBA-8095-6C2BB1F12445|2.0|BL|BI|
BL|2224654|8716BD10-5185-D2C2-C97A-39EC0205F632|2.0|BL|BI|
BL|2224655|5B7EF654-3301-82F6-0F2B-394C4330408A|2.0|BL|BI|
BL|2224660|FD21A2A2-1934-8D8C-6ED8-C733826DBEF3|2.0|BL|BI|
BL|2224664|8E1E411A-2A22-3B4E-9985-8E91238173AE|2.0|BL|BI|
BL|2224665|D92C9731-EF1D-6A97-072B-7C84D0047D7D|2.0|BL|BI|
BL|2224666|C44D5AB4-3A35-85A8-9F2C-2FDC47C04684|2.0|BL|BI|
BL|2224667|F4275AFA-F251-0C1D-0331-DF1FCDC62DCD|2.0|BL|BI|
BL|2224668|31C0DDC9-0C2E-008B-143B-4DF6056613C5|2.0|BL|BI|
BL|2224669|20DC29B8-72DC-6B29-3C06-033C14358EAB|2.0|BL|BI|
BL|2224670|8CBC2F01-117A-8401-F658-814A9A741B0E|2.0|BL|BI|
BL|2224671|4945E110-350C-7F05-9F11-61EEF3EF9132|2.0|BL|BI|
BL|2224673|E770F6AE-3348-32EF-3732-9E5E522437DD|2.0|BL|BI|
BL|2224674|C79E28F0-2DC7-9AEF-6634-A41CC58D1039|2.0|BL|BI|
BL|2224675|BB991967-B62C-6AC6-186A-593EF09C681B|2.0|BL|BI|
BL|2224676|7837EB08-9896-91A9-09A0-AD807A72CB66|2.0|BL|BI|
BL|2224677|1B4D4DA8-5558-2316-C396-71AA706A2AD4|2.0|BL|BI|
BL|2224679|769140CE-5ED3-5288-85A4-4EC69756B412|2.0|BL|BI|
BL|2224680|1F2F28FC-C133-332C-7A1B-5BF163CA5B93|2.0|BL|BI|
BL|2224681|0BAFCED9-1C29-8B6D-066C-F3EE94320542|2.0|BL|BI|
BL|2224682|19D65FAF-B233-9602-3C24-AF2285A832E6|2.0|BL|BI|
BL|2224683|616FD94E-9CCF-1701-401E-8F3260EC8762|2.0|BL|BI|
BL|2224685|16777C80-CBB4-157C-A662-922D4A0FB7A9|2.0|BL|BI|
BL|2224686|E2338FDD-FFF5-5BB6-4276-F7D944D727F6|2.0|BL|BI|
BL|2224687|C1FD1B80-D41F-4828-2CD3-258CB9849025|2.0|BL|BI|
BL|2224688|C1270A91-EBA2-3229-77AD-0EB3F1AC81D4|2.0|BL|BI|
BL|2224689|EF6D8C45-E126-C70E-156D-098E66804690|2.0|BL|BI|
BL|2224690|0A0E1EED-80AC-A76A-D302-781EFCE21C31|2.0|BL|BI|
BL|2224691|0D6D8EE1-1F76-DF76-4AF4-E9C4E3FC2134|2.0|BL|BI|
BL|2224692|C8AA86EF-E0AA-75D9-95D0-666A59A2527E|2.0|BL|BI|
BL|2224693|E0F7B020-2393-DF6D-5FAB-6ADCF6B55939|2.0|BL|BI|
BL|2224694|D0AF3106-9721-333B-6B83-E035E7A7AF64|2.0|BL|BI|
BL|2224695|6C0D67D6-9ABC-7C54-D13E-A356103C9EBE|2.0|BL|BI|
BL|2224696|393DAAD8-A2AF-84D3-A1E6-FA03CA35CF8B|2.0|BL|BI|
BL|2224697|25D190C5-8B1B-664E-3BA5-92ED95629BC9|2.0|BL|BI|
BL|2224698|5A763413-E1A2-AF99-3A11-C07CD15FBF0A|2.0|BL|BI|
BL|2224699|39D87A76-9DC4-514E-D17B-C488DADA5D4C|2.0|BL|BI|
BL|2224705|5206B13F-EF6E-E64E-39C4-9472BEF1669A|2.0|BL|CHEM|
BL|2224710|B16C6C16-12C8-A77C-3CB3-E109D6B1E045|2.0|BL|CHEM|
BL|2224711|726227F5-A8DB-7DE8-7A60-D46295A5E848|2.0|BL|CHEM|
BL|2224712|4FF5C6C7-B296-1942-F11C-7233906EBC8A|2.0|BL|CHEM|
BL|2224713|3066DF31-0716-A774-0569-A3E7C4DCD2E7|2.0|BL|CHEM|
BL|2224715|BECA400E-7C6F-7634-874B-3FDD67A8EEB5|2.0|BL|CHEM|
BL|2224716|60F655CF-F6DA-6F1E-2579-F35B0CC76437|2.0|BL|CHEM|
BL|2224717|3B60D677-D6CA-933E-3EF9-E51591A49A17|2.0|BL|CHEM|
BL|2224718|632C39BB-33E0-A45C-7EC4-D89381E61DE0|2.0|BL|CHEM|
BL|2224720|AE10D7E2-39FB-37D3-6B03-18978E1C42FA|2.0|BL|CHEM|
BL|2224725|3066F03E-C612-CB23-0D90-C134D0893D13|2.0|BL|CHEM|
BL|2224730|0D13A2CD-9A30-ADED-63F0-008ED0B98320|2.0|BL|CHEM|
BL|2224732|220B4C79-C084-208B-1111-503975A44ECF|2.0|BL|CHEM|
BL|2224733|2A60A684-5775-A5CB-0C7B-728FA18FCE02|2.0|BL|CHEM|
BL|2224734|A97F47FB-26BA-85AF-38C6-94208377645A|2.0|BL|CHEM|
BL|2224736|53FCC1B5-2282-77D6-9BDA-B59D6D1CB82C|2.0|BL|CHEM|
BL|2224737|2D2869AD-2A9D-0612-81B2-64A75CD98D2A|2.0|BL|CHEM|
BL|2224739|DC5F332F-7249-F4CA-5DC4-B3F7A25AA4F0|2.0|BL|CHEM|
BL|2224740|E9012B36-924B-6169-C76A-9062B599C2CD|2.0|BL|TCHE|
BL|2224741|8B349B79-26DA-B58B-87D1-F8D512BF08BA|2.0|BL|CHEM|
BL|2224742|595B8055-8AE5-D5AB-C9B2-AFCE0171569D|2.0|BL|CHEM|
BL|2224745|E2BB1A8B-72EA-9351-7EC4-D1381916B552|2.0|BL|CHEM|
BL|2224752|11584313-D94F-B554-466A-B6E3E6A54325|2.0|BL|CHEM|
BL|2224754|7060AEFC-A4F4-ADDC-15B2-CD3165B1952B|2.0|BL|CHEM|
BL|2224755|785F4251-9874-48F2-71AE-AD064DBAA74D|2.0|BL|CHEM|
BL|2224756|234034D3-D705-6A54-9A7F-1AF9A25F3063|2.0|BL|CHEM|
BL|2224758|BEB93A7A-A176-F2D6-5362-C829461BFB4A|2.0|BL|CHEM|
BL|2224762|55A468EE-0848-7DE1-B4DC-6E0B183722A1|2.0|BL|CHEM|
BL|2224765|33AB9174-794B-EA2D-40C2-2C4A926CCE54|2.0|BL|CHEM|
BL|2224771|741F1160-C20D-99ED-FD13-8218AD00713E|2.0|BL|CHEM|
BL|2224773|EA55343C-2F02-C962-BF8A-840F133F6A9C|2.0|BL|CHEM|
BL|2224774|A0809536-547D-D19A-0645-07F999D3AB2D|2.0|BL|CHEM|
BL|2224775|5C0A8CC1-FADC-A4F9-2795-6A8534BF99D5|2.0|BL|CHEM|
BL|2224778|8909AAFE-29B1-9D07-476C-C9FFD3EFA2FA|2.0|BL|CHEM|
BL|2224780|00D9307F-8E2F-0A61-0373-012B8A239988|2.0|BL|CHEM|
BL|2224788|528A4335-D72F-31D0-DD0A-F696948C1F1D|2.0|BL|CHEM|
BL|2224790|9351DD6C-AF4B-BE1D-582C-1E884BA02212|2.0|BL|CHEM|
BL|2224791|0B13CF7D-519E-7C32-91BE-FC9F39ED9F96|2.0|BL|CHEM|
BL|2224792|47E1CCB5-9F1E-A887-D691-1FEAB4B2C857|2.0|BL|CHEM|
BL|2224793|5E70E9F0-ACA6-EC46-D664-E9F3557AC03D|2.0|BL|CHEM|
BL|2224795|6EE6B418-425C-425E-01C6-1D868298109C|2.0|BL|CHEM|
BL|2224796|0FD80359-A649-0212-DEE0-62203FA90424|2.0|BL|CHEM|
BL|2224797|F561620D-D66E-D836-04F4-CA71BD0C0D73|2.0|BL|CHEM|
BL|2224798|8050475E-1224-61F2-2510-287247580117|2.0|BL|CHEM|
BL|2231401|5130DBA7-1EFF-040B-B2E7-B59CC020B4F0|2.0|BL|ARSD|
BL|2231402|6C7A1602-0BD4-F834-70EE-6D501C674138|2.0|BL|PSY|
BL|2231404|97E21DB0-1093-F8A8-FDC3-6244AD49B588|2.0|BL|PSY|
BL|2231405|7C3E3C80-E3CF-5ACB-D83D-D409163CB29D|2.0|BL|ARSD|
BL|2231406|F9642E22-2D83-AECD-7080-446E123CE513|2.0|BL|PSY|
BL|2231407|BDED78BC-E422-90A8-457B-2A167CD7217B|2.0|BL|PSY|
BL|2231408|D3D7EA7A-1860-352D-9C0C-F627FA87289B|2.0|BL|PSY|
BL|2231409|32336B3D-BBF8-EDE8-7E54-D03C1F5863AF|2.0|BL|PSY|
BL|2231410|A39D2C19-0BD6-747B-B123-F40BCB610CA3|2.0|BL|PSY|
BL|2231411|23838A3B-DF9A-6FDA-01A0-541CAFDADBDC|2.0|BL|VPIT|
BL|2231412|B4A65B8A-4585-D120-DA8F-BF5AA551C2F8|2.0|BL|PSY|
BL|2231413|EBD2FE6A-E779-5CB8-E93F-8C5655DD162A|2.0|BL|PSY|
BL|2231414|9F4BB9E5-F2AC-9413-0092-D93A2B443CE0|2.0|BL|PSY|
BL|2231415|F1DAAEBC-90FB-6123-8192-8E60B172C992|2.0|BL|PSY|
BL|2231416|90576BFB-D04E-1644-94E4-6E5F712444E9|2.0|BL|PSY|
BL|2231417|3A6B841A-A680-577F-B267-4A022B913868|2.0|BL|PSY|
BL|2231419|E67B8DDA-3C46-73F2-E5D8-274DFF224B34|2.0|BL|BI|
BL|2231422|5FBEF937-DA4C-844D-AFBF-AF540A39DE75|2.0|BL|PSY|
BL|2231423|C4718001-3795-7ED1-9FBE-46AB30F44B0F|2.0|BL|PSY|
BL|2231424|49D2E254-0A40-B425-0E0A-842286D30EDB|2.0|BL|PSY|
BL|2231425|6F48C757-19BC-EDBF-B592-2A221F2E8B98|2.0|BL|BI|
BL|2231426|9A819D0B-DBB4-603D-96EC-3E5B582118F6|2.0|BL|PSY|
BL|2231428|40F1BDD0-02C7-FD0D-42BB-F1854461939E|2.0|BL|PSY|
BL|2231429|AB1DD59D-D5B0-BDDF-FBC4-81B9706DDEAA|2.0|BL|PSY|
BL|2231430|F6120CB5-5D1C-AD8B-412F-0029182171C4|2.0|BL|PSY|
BL|2231431|92BC62E3-FCBF-D8AB-D19E-C015C01E9D54|2.0|BL|PSY|
BL|2231432|37597E44-4710-CB28-D5EF-A62F213BA49B|2.0|BL|PSY|
BL|2231433|A61EB699-89CE-FA9D-F147-BFA08E74CEEA|2.0|BL|PSY|
BL|2231434|29FF102A-ABD6-A51D-0A1C-A9DBE9EFB084|2.0|BL|PSY|
BL|2231435|90934F15-6199-EA39-C721-06A4F916557F|2.0|BL|PSY|
BL|2231436|A3E9B941-9668-B4E1-3FDC-242F50FF0328|2.0|BL|PSY|
