nmspc_cd|cmpnt_clss|prprty_nm|obj_id|ver_nbr|fnctnl_field_descr|active_ind|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CashControlDetail|customerNumber|5D06BF993D9B7808E0404F8189D80667|1.0|A unique number assigned to identify each vendor/organization as a customer.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CashControlDetail|customerPaymentDate|5D06BF993D9C7808E0404F8189D80667|1.0|The date of the check or other payment medium.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CashControlDetail|customerPaymentDescription|5D06BF993D9D7808E0404F8189D80667|1.0|To describe why the Cash Control Document is being created.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CashControlDetail|customerPaymentMediumIdentifier|5D06BF993D9E7808E0404F8189D80667|1.0|Payment method such as cash, check, money order, credit card, etc.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CashControlDetail|documentNumber|5D06BF993D9F7808E0404F8189D80667|1.0|A unique, sequential, system-assigned number for a document.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CashControlDetail|financialDocumentLineAmount|5D06BF993DA07808E0404F8189D80667|1.0|The dollar amount of the payment received.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CashControlDetail|referenceFinancialDocumentNumber|5D06BF993DA17808E0404F8189D80667|1.0|The Document Number of the source system.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CashControlDetail|status|5D06BF993DA27808E0404F8189D80667|1.0|Indicates the status of the document. It is system-generated and is based on the document's progress through the approval hierarchy.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customer800PhoneNumber|5D06BF993DA67808E0404F8189D80667|1.0|The toll free phone number for the customer.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerActiveIndicator|5D06BF993DA77808E0404F8189D80667|1.0|The flag in a maintenance table that determines if a particular record (table row value) is available for use or not.? Typically, inactive values may not be used on transactions or assigned as attributes in other tables.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerAddressChangeDate|5D06BF993DA87808E0404F8189D80667|1.0|The date an address was changed or updated.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerAddresses.customerAddressInternationalProvinceName|5D06BF993DBD7808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerAddresses.customerAddressName|5D06BF993DB77808E0404F8189D80667|1.0|The address of the cumstomer.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerAddresses.customerCityName|5D06BF993DBA7808E0404F8189D80667|1.0|The city of where the customer resides..|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerAddresses.customerLine1StreetAddress|5D06BF993DB87808E0404F8189D80667|1.0|This would be the first line of the street address.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerAddresses.customerLine2StreetAddress|5D06BF993DB97808E0404F8189D80667|1.0|Additional address if needed.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerAddresses.customerStateCode|5D06BF993DBB7808E0404F8189D80667|1.0|The state of where the customer resides.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerAddresses.customerZipCode|5D06BF993DBC7808E0404F8189D80667|1.0|Defines zip code to city and state cross-references.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerBirthDate|5D06BF993DA97808E0404F8189D80667|1.0|The birthdate of the customer if applicable.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerContactName|5D06BF993DAA7808E0404F8189D80667|1.0|The contact person for this account.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerContactPhoneNumber|5D06BF993DAB7808E0404F8189D80667|1.0|The contact person's phone number (including area code).|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerCreditApprovedByName|5D06BF993DAC7808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerCreditLimitAmount|5D06BF993DAD7808E0404F8189D80667|1.0|The dollar amount that the customer is limited to purchasing.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerEmailAddress|5D06BF993DAE7808E0404F8189D80667|1.0|The customer's email address.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerFaxNumber|5D06BF993DAF7808E0404F8189D80667|1.0|The customer's fax number.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerLastActivityDate|5D06BF993DB07808E0404F8189D80667|1.0|The date of the last transaction.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerName|5D06BF993DB17808E0404F8189D80667|1.0|The name of the customer who is receiving goods or services from the institution.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerNumber|5D06BF993DB27808E0404F8189D80667|1.0|A unique number assigned to identify each vendor/organization as a customer.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerPhoneNumber|5D06BF993DB37808E0404F8189D80667|1.0|The local phone number for the customer.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerRecordAddDate|5D06BF993DB47808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerTaxExemptIndicator|5D06BF993DB57808E0404F8189D80667|1.0|Indicates if the customer is tax emempt.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerTaxNbr|5D06BF993DBF7808E0404F8189D80667|1.0|The federal tax identification number or social security number for the customer.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerTaxTypeCode|5D06BF993DBE7808E0404F8189D80667|1.0|Describes Tax Number. [INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.Customer|customerTypeCode|5D06BF993DB67808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAddress|customerAddressEndDate|5D06BF993DC07808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAddress|customerAddressIdentifier|5D06BF993DC17808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAddress|customerAddressInternationalProvinceName|5D06BF993DCD7808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAddress|customerAddressName|5D06BF993DC27808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAddress|customerAddressTypeCode|5D06BF993DC37808E0404F8189D80667|1.0|Code used for categorizing?types of addresses. [INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAddress|customerCityName|5D06BF993DC47808E0404F8189D80667|1.0|The city name for an address.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAddress|customerCountryCode|5D06BF993DCC7808E0404F8189D80667|1.0|Assigns specific identifying codes to country names.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAddress|customerEmailAddress|5D06BF993DC57808E0404F8189D80667|1.0|The customer's email address.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAddress|customerInternationalMailCode|5D06BF993DC67808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAddress|customerLine1StreetAddress|5D06BF993DC77808E0404F8189D80667|1.0|The first line of the address information.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAddress|customerLine2StreetAddress|5D06BF993DC87808E0404F8189D80667|1.0|The second line of the address information.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAddress|customerNumber|5D06BF993DC97808E0404F8189D80667|1.0|A unique number assigned to identify each vendor/organization as a customer.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAddress|customerStateCode|5D06BF993DCA7808E0404F8189D80667|1.0|Defines U.S. Postal Service codes used to identify states.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAddress|customerZipCode|5D06BF993DCB7808E0404F8189D80667|1.0|Defines zip code to city and state cross-references.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAddressType|active|5D06BF993DD07808E0404F8189D80667|1.0|The flag in a maintenance table that determines if a particular record (table row value) is available for use or not.  Typically, inactive values may not be used on transactions or assigned as attributes in other tables.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAddressType|customerAddressTypeCode|5D06BF993DCE7808E0404F8189D80667|1.0|The code used for categorizing various types of addresses. [INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAddressType|customerAddressTypeDescription|5D06BF993DCF7808E0404F8189D80667|1.0|The familiar title of the address. [INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAgingReportDetail|accountNumber|5D06BF993DD37808E0404F8189D80667|1.0|The unique number that identifies a pool of funds assigned to a specific institution entity for a specific function.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAgingReportDetail|chartOfAccountsCode|5D06BF993DD17808E0404F8189D80667|1.0|An alphanumeric value that uniquely identifies a single chart.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAgingReportDetail|customerName|5D06BF993DD47808E0404F8189D80667|1.0|The name of the customer who is receiving goods or services from the institution.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAgingReportDetail|customerNumber|5D06BF993DD57808E0404F8189D80667|1.0|A unique number assigned to identify each vendor/organization as a customer.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAgingReportDetail|organizationCode|5D06BF993DD27808E0404F8189D80667|1.0|The organization code that uniquely identifies the campus, department or school associated with the user.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAgingReportDetail|unpaidBalance0to30|5D06BF993DD67808E0404F8189D80667|1.0|The balance that is unpaid from the original invoice date up to 30 days after.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAgingReportDetail|unpaidBalance31to60|5D06BF993DD77808E0404F8189D80667|1.0|The balance that is unpaid from the 31st day after original invoice date up to 60 days.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAgingReportDetail|unpaidBalance61to90|5D06BF993DD87808E0404F8189D80667|1.0|The balance that is unpaid from the 61st day after original invoice date up to 90 days.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAgingReportDetail|unpaidBalance91toSYSPR|5D06BF993DD97808E0404F8189D80667|1.0|The balance that is unpaid from the 91st day after original invoice.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerAgingReportDetail|unpaidBalanceSYSPRplus1orMore|5D06BF993DDA7808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerCreditMemoDetail|creditMemoItemQuantity|5D06BF993DDC7808E0404F8189D80667|1.0|The quantity of each item that is being credited.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerCreditMemoDetail|creditMemoItemTaxAmount|5D06BF993DDD7808E0404F8189D80667|1.0|The sales tax amount for each item that is being credited.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerCreditMemoDetail|creditMemoItemTotalAmount|5D06BF993DDE7808E0404F8189D80667|1.0|The total item amount that is being credited for each item.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerCreditMemoDetail|creditMemoLineTotalAmount|5D06BF993DDF7808E0404F8189D80667|1.0|The total line amount that is being credited for each line.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerCreditMemoDetail|invoiceLineTotalAmount|5D06BF993DE07808E0404F8189D80667|1.0|The total amount for each line.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerCreditMemoDetail|invoiceOpenItemAmount|5D06BF993DE27808E0404F8189D80667|1.0|The open invoice item amount. [INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerCreditMemoDetail|invoiceOpenItemQuantity|5D06BF993DE17808E0404F8189D80667|1.0|The open invoice item quantity. [INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerCreditMemoDetail|referenceInvoiceItemNumber|5D06BF993DDB7808E0404F8189D80667|1.0|References original invoice item number for which the credit is being issued.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|accountNumber|5D06BF993DE47808E0404F8189D80667|1.0|The unique number that identifies a pool of funds assigned to a specific institution entity for a specific function.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|accountsReceivableObjectCode|5D06BF993DED7808E0404F8189D80667|1.0|A code ""used to classify all financial activity based on accounting principles into detailed categories of income, expense, asset, liability, and fund balances""|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|accountsReceivableSubObjectCode|5D06BF993DEE7808E0404F8189D80667|1.0|The default sub object code for accounts receivable entries on the Chart.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|amount|5D06BF993DE87808E0404F8189D80667|1.0|The total dollar amount of check or batch of checks. [INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|amountToBeApplied|5D06BF993DF87808E0404F8189D80667|1.0|The amount to be applied. [INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|appliedAmount|5D06BF993DF77808E0404F8189D80667|1.0|The applied amount. [INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|balance|5D06BF993DFA7808E0404F8189D80667|1.0|Total dollar amount including approved and unapproved payment amounts. [INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|chartOfAccountsCode|5D06BF993DE67808E0404F8189D80667|1.0|An alphanumeric value that uniquely identifies a single chart.  |Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|documentNumber|5D06BF993DEC7808E0404F8189D80667|1.0|A unique, sequential, system-assigned number for a document.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|financialObjectCode|5D06BF993DE37808E0404F8189D80667|1.0|A four character code used to classify all financial activity based on accounting principles into detailed categories of income, expense, asset, liability, and fund balances that are assigned to transactions.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|financialSubObjectCode|5D06BF993DEB7808E0404F8189D80667|1.0|An optional element of the accounting string related to the object code that allows you to create finer distinctions within a particular object code for a specific account (for example, income and expense class).|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|invoiceItemCode|5D06BF993DEF7808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|invoiceItemDescription|5D06BF993DF07808E0404F8189D80667|1.0|The description of goods or services. [INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|invoiceItemQuantity|5D06BF993DF17808E0404F8189D80667|1.0|The quantity of goods or services provided. [INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|invoiceItemServiceDate|5D06BF993DF27808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|invoiceItemTaxAmount|5D06BF993DF57808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|invoiceItemUnitOfMeasureCode|5D06BF993DF37808E0404F8189D80667|1.0|The code that identifies the unit of measure for the corresponding item.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|invoiceItemUnitPrice|5D06BF993DF47808E0404F8189D80667|1.0|The unit cost of an item.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|openAmount|5D06BF993DFB7808E0404F8189D80667|1.0|Total dollar amount including only approved payment amounts. [INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|organizationReferenceId|5D06BF993DE57808E0404F8189D80667|1.0|Reference Identification Number assigned by Organization.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|postingYear|5D06BF993DE77808E0404F8189D80667|1.0|A universities defined yearly period used for the purposes of financial reporting. Defines the active fiscal years to which general ledger entries can be posted.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|projectCode|5D06BF993DEA7808E0404F8189D80667|1.0|Code that identifies a project that may have transactions that span multiple accounts.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|sequenceNumber|5D06BF993DF97808E0404F8189D80667|1.0|The item number. [INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|subAccountNumber|5D06BF993DE97808E0404F8189D80667|1.0|The five character identifier for a specific sub-account. A sub-account may be made up of alpha characters, numeric characters, or a combination of both.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|taxableIndicator|5D06BF993DF67808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceDetail|writeoffAmount|5D06BF993DFC7808E0404F8189D80667|1.0|A unique, sequential, system-assigned number for a document. [INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceItemCode|active|5D06BF993DFE7808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceItemCode|chartOfAccountsCode|5D06BF993DFF7808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceItemCode|defaultInvoiceAccountNumber|5D06BF993E007808E0404F8189D80667|1.0|An optional part of the accounting string that allows tracking of financial activity within a particular account.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceItemCode|defaultInvoiceChartOfAccountsCode|5D06BF993E017808E0404F8189D80667|1.0|An alphanumeric value that uniquely identifies a single chart.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceItemCode|defaultInvoiceFinancialObjectCode|5D06BF993E027808E0404F8189D80667|1.0|A code used to classify all financial activity based on accounting principles into detailed categories of income, expense, asset, liability, and fund balances.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceItemCode|defaultInvoiceFinancialSubObjectCode|5D06BF993E037808E0404F8189D80667|1.0|An optional element of the accounting string related to the object code that allows you to create finer distinctions within a particular object code for a specific account (for example, income and expense class).|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceItemCode|defaultInvoiceOrganizationReferenceIdentifier|5D06BF993E047808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceItemCode|defaultInvoiceProjectCode|5D06BF993E057808E0404F8189D80667|1.0|Code that identifies a project that may have transactions that span multiple accounts.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceItemCode|defaultInvoiceSubAccountNumber|5D06BF993E067808E0404F8189D80667|1.0|An optional part of the accounting string that allows tracking of financial activity within a particular account. |Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceItemCode|defaultUnitOfMeasureCode|5D06BF993E077808E0404F8189D80667|1.0|Defines the unit of measure for that item.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceItemCode|invoiceItemCode|5D06BF993E087808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceItemCode|invoiceItemDescription|5D06BF993E097808E0404F8189D80667|1.0|The description of goods or services. [INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceItemCode|itemDefaultPrice|5D06BF993E0A7808E0404F8189D80667|1.0|The cost per unit for this item. [INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceItemCode|itemDefaultQuantity|5D06BF993E0B7808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceItemCode|organizationCode|5D06BF993E0C7808E0404F8189D80667|1.0|An organization which bills customers for goods or services which generates revenue.  Organization must be designated as such before using the Accounts Receivable module.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceItemCode|relatedStockNumber|5D06BF993E0D7808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceItemCode|taxableIndicator|5D06BF993DFD7808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceWriteoffLookupResult|age|5D06BF993E147808E0404F8189D80667|1.0|Lists the aging for each invoice.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceWriteoffLookupResult|customerInvoiceNumber|5D06BF993E117808E0404F8189D80667|1.0|A unique, sequential, system-assigned number for a document.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceWriteoffLookupResult|customerName|5D06BF993E0F7808E0404F8189D80667|1.0|The name of the customer who is receiving goods or services from the institution.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceWriteoffLookupResult|customerNumber|5D06BF993E0E7808E0404F8189D80667|1.0|A unique number assigned to identify each vendor/organization as a customer.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceWriteoffLookupResult|customerTotal|5D06BF993E127808E0404F8189D80667|1.0|The total dollar amount that will be written off.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerInvoiceWriteoffLookupResult|customerTypeCode|5D06BF993E107808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerOpenItemReportDetail|documentDescription|5D06BF993E177808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerOpenItemReportDetail|documentNumber|5D06BF993E167808E0404F8189D80667|1.0|A unique, sequential, system-assigned number for a document.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerOpenItemReportDetail|documentPaymentAmount|5D06BF993E197808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerOpenItemReportDetail|documentType|5D06BF993E157808E0404F8189D80667|1.0|Document Type is used to distinguish between the different types of transactions (e.g., Cash Receipts, Disbursement Vouchers) or maintenance actions (e.g., Account or Fund Group maintenance) possible in the KFS  as well as transactions that can be fed from external systems. A separate Workflow Document Type defines the routing behavior of KFS documents.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerOpenItemReportDetail|dueApprovedDate|5D06BF993E187808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerOpenItemReportDetail|unpaidUnappliedAmount|5D06BF993E1A7808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerProcessingType|active|5D06BF993E1B7808E0404F8189D80667|1.0|The flag in a maintenance table that determines if a particular record (table row value) is available for use or not.? Typically, inactive values may not be used on transactions or assigned as attributes in other tables.|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerProcessingType|customerSpecialProcessingCode|5D06BF993E1C7808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerProcessingType|customerSpecialProcessingDescription|5D06BF993E1D7808E0404F8189D80667|1.0|[INCOMPLETE]|Y|
KFS-AR|org.kuali.kfs.module.ar.businessobject.CustomerType|active|5D06BF993E207808E0404F8189D80667|1.0|The flag in a maintenance table that determines if a particular record (table row value) is available for use or not.? Typically, inactive values may not be used on transactions or assigned as attributes in other tables.|Y|
