univ_fiscal_yr|fin_coa_cd|account_nbr|sub_acct_nbr|fin_object_cd|fin_sub_obj_cd|fin_balance_typ_cd|fdoc_typ_cd|fs_origin_cd|fdoc_nbr|trn_encum_desc|trn_encum_dt|acln_encum_amt|acln_encum_cls_amt|acln_encum_prg_cd|timestamp|
2009.0|BA|9020174|-----|7466|---|EX|EXEN|02|223120001|Description Hidden|20030728000000|16330.0|0.0| |20060914000000|
2009.0|BA|9020175|-----|7466|---|EX|EXEN|02|223120004|Description Hidden|20030728000000|7937.74|0.0| |20060914000000|
2009.0|BA|9020391|-----|7301|---|EX|EXEN|02|223070002|Description Hidden|20030728000000|520.0|0.0| |20060914000000|
2009.0|BA|9020650|-----|7301|---|EX|EXEN|02|222040014|Description Hidden|20030728000000|1312.0|0.0| |20060914000000|
2009.0|BA|9020805|-----|7301|---|EX|EXEN|02|222040013|Description Hidden|20030728000000|1252.0|0.0| |20060914000000|
2009.0|BA|9020857|-----|7301|---|EX|EXEN|02|222040015|Description Hidden|20030728000000|8070.24|0.0| |20060914000000|
2009.0|BA|9020860|-----|7301|---|EX|EXEN|02|223040009|Description Hidden|20030728000000|7400.0|0.0| |20060914000000|
2009.0|BL|0211101|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211101|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211101|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211102|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211102|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211102|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211103|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211103|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211103|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211104|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211104|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211104|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211105|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211105|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211105|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211106|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211106|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211106|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211107|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211107|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211107|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211108|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211108|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211108|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211109|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211109|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211109|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211201|-----|4075|---|EX|EXEN|02|101080118|Description Hidden|20030728000000|309266.0|0.0| |20060914000000|
2009.0|BL|0211202|-----|4075|---|EX|EXEN|02|101080118|Description Hidden|20030728000000|309266.0|0.0| |20060914000000|
2009.0|BL|0211203|-----|4075|---|EX|EXEN|02|101080118|Description Hidden|20030728000000|309266.0|0.0| |20060914000000|
2009.0|BL|0211204|-----|4075|---|EX|EXEN|02|101080118|Description Hidden|20030728000000|309266.0|0.0| |20060914000000|
2009.0|BL|0211205|-----|4075|---|EX|EXEN|02|101080118|Description Hidden|20030728000000|309266.0|0.0| |20060914000000|
2009.0|BL|0211206|-----|4075|---|EX|EXEN|02|101080118|Description Hidden|20030728000000|309266.0|0.0| |20060914000000|
2009.0|BL|0211207|-----|4075|---|EX|EXEN|02|101080118|Description Hidden|20030728000000|309266.0|0.0| |20060914000000|
2009.0|BL|0211208|-----|4075|---|EX|EXEN|02|101080118|Description Hidden|20030728000000|309266.0|0.0| |20060914000000|
2009.0|BL|0211209|-----|4075|---|EX|EXEN|02|101080118|Description Hidden|20030728000000|309266.0|0.0| |20060914000000|
2009.0|BL|0211301|-----|5215|---|EX|EXEN|02|813061982|Description Hidden|20030728000000|89.24|0.0| |20060914000000|
2009.0|BL|0211302|-----|5215|---|EX|EXEN|02|813061982|Description Hidden|20030728000000|89.24|0.0| |20060914000000|
2009.0|BL|0211303|-----|5215|---|EX|EXEN|02|813061982|Description Hidden|20030728000000|89.24|0.0| |20060914000000|
2009.0|BL|0211304|-----|5215|---|EX|EXEN|02|813061982|Description Hidden|20030728000000|89.24|0.0| |20060914000000|
2009.0|BL|0211305|-----|5215|---|EX|EXEN|02|813061982|Description Hidden|20030728000000|89.24|0.0| |20060914000000|
2009.0|BL|0211306|-----|5215|---|EX|EXEN|02|813061982|Description Hidden|20030728000000|89.24|0.0| |20060914000000|
2009.0|BL|0211307|-----|5215|---|EX|EXEN|02|813061982|Description Hidden|20030728000000|89.24|0.0| |20060914000000|
2009.0|BL|0211308|-----|5215|---|EX|EXEN|02|813061982|Description Hidden|20030728000000|89.24|0.0| |20060914000000|
2009.0|BL|0211309|-----|5215|---|EX|EXEN|02|813061982|Description Hidden|20030728000000|89.24|0.0| |20060914000000|
2009.0|BL|0211401|-----|4035|---|EX|EXEN|02|813061934|Description Hidden|20030728000000|137.6|0.0| |20060914000000|
2009.0|BL|0211401|-----|4938|---|EX|EXEN|02|813101510|Description Hidden|20030728000000|13.96|0.0| |20060914000000|
2009.0|BL|0211401|-----|5200|---|EX|EXEN|02|813061298|Description Hidden|20030728000000|46.72|0.0| |20060914000000|
2009.0|BL|0211402|-----|4035|---|EX|EXEN|02|813061934|Description Hidden|20030728000000|137.6|0.0| |20060914000000|
2009.0|BL|0211402|-----|4938|---|EX|EXEN|02|813101510|Description Hidden|20030728000000|13.96|0.0| |20060914000000|
2009.0|BL|0211402|-----|5200|---|EX|EXEN|02|813061298|Description Hidden|20030728000000|46.72|0.0| |20060914000000|
2009.0|BL|0211403|-----|4035|---|EX|EXEN|02|813061934|Description Hidden|20030728000000|137.6|0.0| |20060914000000|
2009.0|BL|0211403|-----|4938|---|EX|EXEN|02|813101510|Description Hidden|20030728000000|13.96|0.0| |20060914000000|
2009.0|BL|0211403|-----|5200|---|EX|EXEN|02|813061298|Description Hidden|20030728000000|46.72|0.0| |20060914000000|
2009.0|BL|0211404|-----|4035|---|EX|EXEN|02|813061934|Description Hidden|20030728000000|137.6|0.0| |20060914000000|
2009.0|BL|0211404|-----|4938|---|EX|EXEN|02|813101510|Description Hidden|20030728000000|13.96|0.0| |20060914000000|
2009.0|BL|0211404|-----|5200|---|EX|EXEN|02|813061298|Description Hidden|20030728000000|46.72|0.0| |20060914000000|
2009.0|BL|0211405|-----|4035|---|EX|EXEN|02|813061934|Description Hidden|20030728000000|137.6|0.0| |20060914000000|
2009.0|BL|0211405|-----|4938|---|EX|EXEN|02|813101510|Description Hidden|20030728000000|13.96|0.0| |20060914000000|
2009.0|BL|0211405|-----|5200|---|EX|EXEN|02|813061298|Description Hidden|20030728000000|46.72|0.0| |20060914000000|
2009.0|BL|0211406|-----|4035|---|EX|EXEN|02|813061934|Description Hidden|20030728000000|137.6|0.0| |20060914000000|
2009.0|BL|0211406|-----|4938|---|EX|EXEN|02|813101510|Description Hidden|20030728000000|13.96|0.0| |20060914000000|
2009.0|BL|0211406|-----|5200|---|EX|EXEN|02|813061298|Description Hidden|20030728000000|46.72|0.0| |20060914000000|
2009.0|BL|0211407|-----|4035|---|EX|EXEN|02|813061934|Description Hidden|20030728000000|137.6|0.0| |20060914000000|
2009.0|BL|0211407|-----|4938|---|EX|EXEN|02|813101510|Description Hidden|20030728000000|13.96|0.0| |20060914000000|
2009.0|BL|0211407|-----|5200|---|EX|EXEN|02|813061298|Description Hidden|20030728000000|46.72|0.0| |20060914000000|
2009.0|BL|0211408|-----|4035|---|EX|EXEN|02|813061934|Description Hidden|20030728000000|137.6|0.0| |20060914000000|
2009.0|BL|0211408|-----|4938|---|EX|EXEN|02|813101510|Description Hidden|20030728000000|13.96|0.0| |20060914000000|
2009.0|BL|0211408|-----|5200|---|EX|EXEN|02|813061298|Description Hidden|20030728000000|46.72|0.0| |20060914000000|
2009.0|BL|0211409|-----|4035|---|EX|EXEN|02|813061934|Description Hidden|20030728000000|137.6|0.0| |20060914000000|
2009.0|BL|0211409|-----|4938|---|EX|EXEN|02|813101510|Description Hidden|20030728000000|13.96|0.0| |20060914000000|
2009.0|BL|0211409|-----|5200|---|EX|EXEN|02|813061298|Description Hidden|20030728000000|46.72|0.0| |20060914000000|
2009.0|BL|0211501|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211501|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211501|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211502|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211502|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211502|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211503|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211503|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211503|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211504|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211504|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211504|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211505|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211505|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211505|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211506|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211506|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211506|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211507|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211507|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211507|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211508|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211508|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211508|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211509|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211509|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211509|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211601|-----|4035|---|EX|EXEN|02|813061934|Description Hidden|20030728000000|137.6|0.0| |20060914000000|
2009.0|BL|0211601|-----|4938|---|EX|EXEN|02|813101510|Description Hidden|20030728000000|13.96|0.0| |20060914000000|
2009.0|BL|0211601|-----|5200|---|EX|EXEN|02|813061298|Description Hidden|20030728000000|46.72|0.0| |20060914000000|
2009.0|BL|0211602|-----|4035|---|EX|EXEN|02|813061934|Description Hidden|20030728000000|137.6|0.0| |20060914000000|
2009.0|BL|0211602|-----|4938|---|EX|EXEN|02|813101510|Description Hidden|20030728000000|13.96|0.0| |20060914000000|
2009.0|BL|0211602|-----|5200|---|EX|EXEN|02|813061298|Description Hidden|20030728000000|46.72|0.0| |20060914000000|
2009.0|BL|0211603|-----|4035|---|EX|EXEN|02|813061934|Description Hidden|20030728000000|137.6|0.0| |20060914000000|
2009.0|BL|0211603|-----|4938|---|EX|EXEN|02|813101510|Description Hidden|20030728000000|13.96|0.0| |20060914000000|
2009.0|BL|0211603|-----|5200|---|EX|EXEN|02|813061298|Description Hidden|20030728000000|46.72|0.0| |20060914000000|
2009.0|BL|0211604|-----|4035|---|EX|EXEN|02|813061934|Description Hidden|20030728000000|137.6|0.0| |20060914000000|
2009.0|BL|0211604|-----|4938|---|EX|EXEN|02|813101510|Description Hidden|20030728000000|13.96|0.0| |20060914000000|
2009.0|BL|0211604|-----|5200|---|EX|EXEN|02|813061298|Description Hidden|20030728000000|46.72|0.0| |20060914000000|
2009.0|BL|0211605|-----|4035|---|EX|EXEN|02|813061934|Description Hidden|20030728000000|137.6|0.0| |20060914000000|
2009.0|BL|0211605|-----|4938|---|EX|EXEN|02|813101510|Description Hidden|20030728000000|13.96|0.0| |20060914000000|
2009.0|BL|0211605|-----|5200|---|EX|EXEN|02|813061298|Description Hidden|20030728000000|46.72|0.0| |20060914000000|
2009.0|BL|0211606|-----|4035|---|EX|EXEN|02|813061934|Description Hidden|20030728000000|137.6|0.0| |20060914000000|
2009.0|BL|0211606|-----|4938|---|EX|EXEN|02|813101510|Description Hidden|20030728000000|13.96|0.0| |20060914000000|
2009.0|BL|0211606|-----|5200|---|EX|EXEN|02|813061298|Description Hidden|20030728000000|46.72|0.0| |20060914000000|
2009.0|BL|0211607|-----|4035|---|EX|EXEN|02|813061934|Description Hidden|20030728000000|137.6|0.0| |20060914000000|
2009.0|BL|0211607|-----|4938|---|EX|EXEN|02|813101510|Description Hidden|20030728000000|13.96|0.0| |20060914000000|
2009.0|BL|0211607|-----|5200|---|EX|EXEN|02|813061298|Description Hidden|20030728000000|46.72|0.0| |20060914000000|
2009.0|BL|0211608|-----|4035|---|EX|EXEN|02|813061934|Description Hidden|20030728000000|137.6|0.0| |20060914000000|
2009.0|BL|0211608|-----|4938|---|EX|EXEN|02|813101510|Description Hidden|20030728000000|13.96|0.0| |20060914000000|
2009.0|BL|0211608|-----|5200|---|EX|EXEN|02|813061298|Description Hidden|20030728000000|46.72|0.0| |20060914000000|
2009.0|BL|0211609|-----|4035|---|EX|EXEN|02|813061934|Description Hidden|20030728000000|137.6|0.0| |20060914000000|
2009.0|BL|0211609|-----|4938|---|EX|EXEN|02|813101510|Description Hidden|20030728000000|13.96|0.0| |20060914000000|
2009.0|BL|0211609|-----|5200|---|EX|EXEN|02|813061298|Description Hidden|20030728000000|46.72|0.0| |20060914000000|
2009.0|BL|0211701|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211701|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211701|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211702|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211702|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211702|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211703|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211703|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211703|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211704|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211704|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211704|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211705|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211705|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211705|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211706|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211706|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211706|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211707|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211707|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211707|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211708|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211708|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211708|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211709|-----|5000|---|EX|EXEN|02|273060108|Description Hidden|20030728000000|4021.67|0.0| |20060914000000|
2009.0|BL|0211709|-----|5017|---|EX|EXEN|02|203071120|Description Hidden|20030728000000|98.34|0.0| |20060914000000|
2009.0|BL|0211709|-----|5200|---|EX|EXEN|02|810021581|Description Hidden|20030728000000|349.0|0.0| |20060914000000|
2009.0|BL|0211801|-----|4035|---|EX|EXEN|02|813061876|Description Hidden|20030728000000|195.0|0.0| |20060914000000|
2009.0|BL|0211801|-----|4035|---|EX|EXEN|02|813062079|Description Hidden|20030728000000|240.0|0.0| |20060914000000|
2009.0|BL|0211802|-----|4035|---|EX|EXEN|02|813061876|Description Hidden|20030728000000|195.0|0.0| |20060914000000|
2009.0|BL|0211802|-----|4035|---|EX|EXEN|02|813062079|Description Hidden|20030728000000|240.0|0.0| |20060914000000|
2009.0|BL|0211803|-----|4035|---|EX|EXEN|02|813061876|Description Hidden|20030728000000|195.0|0.0| |20060914000000|
2009.0|BL|0211803|-----|4035|---|EX|EXEN|02|813062079|Description Hidden|20030728000000|240.0|0.0| |20060914000000|
2009.0|BL|0211804|-----|4035|---|EX|EXEN|02|813061876|Description Hidden|20030728000000|195.0|0.0| |20060914000000|
2009.0|BL|0211804|-----|4035|---|EX|EXEN|02|813062079|Description Hidden|20030728000000|240.0|0.0| |20060914000000|
2009.0|BL|0211805|-----|4035|---|EX|EXEN|02|813061876|Description Hidden|20030728000000|195.0|0.0| |20060914000000|
2009.0|BL|0211805|-----|4035|---|EX|EXEN|02|813062079|Description Hidden|20030728000000|240.0|0.0| |20060914000000|
2009.0|BL|0211806|-----|4035|---|EX|EXEN|02|813061876|Description Hidden|20030728000000|195.0|0.0| |20060914000000|
2009.0|BL|0211806|-----|4035|---|EX|EXEN|02|813062079|Description Hidden|20030728000000|240.0|0.0| |20060914000000|
2009.0|BL|0211807|-----|4035|---|EX|EXEN|02|813061876|Description Hidden|20030728000000|195.0|0.0| |20060914000000|
2009.0|BL|0211807|-----|4035|---|EX|EXEN|02|813062079|Description Hidden|20030728000000|240.0|0.0| |20060914000000|
2009.0|BL|0211808|-----|4035|---|EX|EXEN|02|813061876|Description Hidden|20030728000000|195.0|0.0| |20060914000000|
2009.0|BL|0211808|-----|4035|---|EX|EXEN|02|813062079|Description Hidden|20030728000000|240.0|0.0| |20060914000000|
2009.0|BL|0211809|-----|4035|---|EX|EXEN|02|813061876|Description Hidden|20030728000000|195.0|0.0| |20060914000000|
2009.0|BL|0211809|-----|4035|---|EX|EXEN|02|813062079|Description Hidden|20030728000000|240.0|0.0| |20060914000000|
2009.0|BL|0211901|-----|5000|---|EX|EXEN|02|813060024|Description Hidden|20030728000000|875.0|0.0| |20060914000000|
2009.0|BL|0211902|-----|5000|---|EX|EXEN|02|813060024|Description Hidden|20030728000000|875.0|0.0| |20060914000000|
2009.0|BL|0211903|-----|5000|---|EX|EXEN|02|813060024|Description Hidden|20030728000000|875.0|0.0| |20060914000000|
2009.0|BL|0211904|-----|5000|---|EX|EXEN|02|813060024|Description Hidden|20030728000000|875.0|0.0| |20060914000000|
