fin_coa_cd|org_cd|obj_id|ver_nbr|org_auto_po_lmt|actv_ind|
BA|TTAH|24E6069F889BA19EE043814FD881A19E|1.0|5000.0|Y|
BA|TTBR|24E6069F889CA19EE043814FD881A19E|1.0|5000.0|Y|
BA|TTER|24E6069F889DA19EE043814FD881A19E|1.0|5000.0|Y|
BA|UAAH|24E6069F889EA19EE043814FD881A19E|1.0|5000.0|Y|
BA|UPHO|24E6069F889FA19EE043814FD881A19E|1.0|5000.0|Y|
BA|UTIL|24E6069F88A0A19EE043814FD881A19E|1.0|5000.0|Y|
BA|UTIM|24E6069F88A1A19EE043814FD881A19E|1.0|5000.0|Y|
BA|VPAT|24E6069F88A2A19EE043814FD881A19E|1.0|5000.0|Y|
BA|VSHP|24E6069F88A3A19EE043814FD881A19E|1.0|5000.0|Y|
BA|WLBR|24E6069F88A4A19EE043814FD881A19E|1.0|5000.0|Y|
BA|WLER|24E6069F88A5A19EE043814FD881A19E|1.0|5000.0|Y|
BA|WLGE|24E6069F88A6A19EE043814FD881A19E|1.0|5000.0|Y|
BA|WLSH|24E6069F88A7A19EE043814FD881A19E|1.0|5000.0|Y|
BA|WLSU|24E6069F88A8A19EE043814FD881A19E|1.0|5000.0|Y|
BA|WPDR|24E6069F88A9A19EE043814FD881A19E|1.0|5000.0|Y|
BA|WRBR|24E6069F88AAA19EE043814FD881A19E|1.0|5000.0|Y|
BA|WRCS|24E6069F88ABA19EE043814FD881A19E|1.0|5000.0|Y|
BA|WRDR|24E6069F88ACA19EE043814FD881A19E|1.0|5000.0|Y|
BA|WRER|24E6069F88ADA19EE043814FD881A19E|1.0|5000.0|Y|
BA|WRSB|24E6069F88AEA19EE043814FD881A19E|1.0|5000.0|Y|
BA|WRSH|24E6069F88AFA19EE043814FD881A19E|1.0|5000.0|Y|
BA|WWBR|24E6069F88B0A19EE043814FD881A19E|1.0|5000.0|Y|
BA|WWDR|24E6069F88B1A19EE043814FD881A19E|1.0|5000.0|Y|
BA|WWER|24E6069F88B2A19EE043814FD881A19E|1.0|5000.0|Y|
BA|WWSH|24E6069F88B3A19EE043814FD881A19E|1.0|5000.0|Y|
BL|AAAI|24E6069F88B4A19EE043814FD881A19E|1.0|5000.0|Y|
BL|AAAM|24E6069F88B5A19EE043814FD881A19E|1.0|5000.0|Y|
BL|AAAR|24E6069F88B6A19EE043814FD881A19E|1.0|5000.0|Y|
BL|AACC|24E6069F88B7A19EE043814FD881A19E|1.0|5000.0|Y|
BL|AADC|24E6069F88B8A19EE043814FD881A19E|1.0|5000.0|Y|
BL|AAIS|24E6069F88B9A19EE043814FD881A19E|1.0|5000.0|Y|
BL|ABEH|24E6069F88BAA19EE043814FD881A19E|1.0|5000.0|Y|
BL|ACAD|24E6069F88BBA19EE043814FD881A19E|1.0|5000.0|Y|
BL|ACC|24E6069F88BCA19EE043814FD881A19E|1.0|5000.0|Y|
BL|ACQU|24E6069F88BDA19EE043814FD881A19E|1.0|5000.0|Y|
BL|ACSP|24E6069F88BEA19EE043814FD881A19E|1.0|5000.0|Y|
BL|ACT|24E6069F88BFA19EE043814FD881A19E|1.0|5000.0|Y|
BL|ACTG|24E6069F88C0A19EE043814FD881A19E|1.0|5000.0|Y|
BL|ACTR|24E6069F88C1A19EE043814FD881A19E|1.0|5000.0|Y|
BL|ADBS|24E6069F88C2A19EE043814FD881A19E|1.0|5000.0|Y|
BL|ADED|24E6069F88C3A19EE043814FD881A19E|1.0|5000.0|Y|
BL|ADLP|24E6069F88C4A19EE043814FD881A19E|1.0|5000.0|Y|
BL|ADML|24E6069F88C5A19EE043814FD881A19E|1.0|5000.0|Y|
BL|ADMN|24E6069F88C6A19EE043814FD881A19E|1.0|5000.0|Y|
BL|ADMS|24E6069F88C7A19EE043814FD881A19E|1.0|5000.0|Y|
BL|ADPL|24E6069F88C8A19EE043814FD881A19E|1.0|5000.0|Y|
BL|ADST|24E6069F88C9A19EE043814FD881A19E|1.0|5000.0|Y|
BL|ADVS|24E6069F88CAA19EE043814FD881A19E|1.0|5000.0|Y|
BL|AECC|24E6069F88CBA19EE043814FD881A19E|1.0|5000.0|Y|
BL|AERO|24E6069F88CCA19EE043814FD881A19E|1.0|5000.0|Y|
BL|AFCE|24E6069F88CDA19EE043814FD881A19E|1.0|5000.0|Y|
BL|AFFA|24E6069F88CEA19EE043814FD881A19E|1.0|5000.0|Y|
BL|AFRA|24E6069F88CFA19EE043814FD881A19E|1.0|5000.0|Y|
BL|AFRI|24E6069F88D0A19EE043814FD881A19E|1.0|5000.0|Y|
BL|AFRO|24E6069F88D1A19EE043814FD881A19E|1.0|5000.0|Y|
BL|AGBD|24E6069F88D2A19EE043814FD881A19E|1.0|5000.0|Y|
BL|AGDD|24E6069F88D3A19EE043814FD881A19E|1.0|5000.0|Y|
BL|AGP|24E6069F88D4A19EE043814FD881A19E|1.0|5000.0|Y|
BL|AHRV|24E6069F88D5A19EE043814FD881A19E|1.0|5000.0|Y|
BL|AIND|24E6069F88D6A19EE043814FD881A19E|1.0|5000.0|Y|
BL|ALCO|24E6069F88D7A19EE043814FD881A19E|1.0|5000.0|Y|
BL|ALPG|24E6069F88D8A19EE043814FD881A19E|1.0|5000.0|Y|
BL|AMBA|24E6069F88D9A19EE043814FD881A19E|1.0|5000.0|Y|
BL|AMBN|24E6069F88DAA19EE043814FD881A19E|1.0|5000.0|Y|
BL|AMID|24E6069F88DBA19EE043814FD881A19E|1.0|5000.0|Y|
BL|AMST|24E6069F88DCA19EE043814FD881A19E|1.0|5000.0|Y|
BL|AMUS|24E6069F88DDA19EE043814FD881A19E|1.0|5000.0|Y|
BL|ANAT|24E6069F88DEA19EE043814FD881A19E|1.0|5000.0|Y|
BL|ANPH|24E6069F88DFA19EE043814FD881A19E|1.0|5000.0|Y|
BL|ANTH|24E6069F88E0A19EE043814FD881A19E|1.0|5000.0|Y|
BL|APDD|24E6069F88E1A19EE043814FD881A19E|1.0|5000.0|Y|
BL|APHP|24E6069F88E2A19EE043814FD881A19E|1.0|5000.0|Y|
BL|APHS|24E6069F88E3A19EE043814FD881A19E|1.0|5000.0|Y|
BL|APLG|24E6069F88E4A19EE043814FD881A19E|1.0|5000.0|Y|
BL|APPE|24E6069F88E5A19EE043814FD881A19E|1.0|5000.0|Y|
BL|ARAC|24E6069F88E6A19EE043814FD881A19E|1.0|5000.0|Y|
BL|ARBU|24E6069F88E7A19EE043814FD881A19E|1.0|5000.0|Y|
BL|ARCH|24E6069F88E8A19EE043814FD881A19E|1.0|5000.0|Y|
BL|ARLG|24E6069F88E9A19EE043814FD881A19E|1.0|5000.0|Y|
BL|ARSC|24E6069F88EAA19EE043814FD881A19E|1.0|5000.0|Y|
BL|ARSD|24E6069F88EBA19EE043814FD881A19E|1.0|5000.0|Y|
BL|ARTS|24E6069F88ECA19EE043814FD881A19E|1.0|5000.0|Y|
BL|ARVM|24E6069F88EDA19EE043814FD881A19E|1.0|5000.0|Y|
BL|ASBE|24E6069F88EEA19EE043814FD881A19E|1.0|5000.0|Y|
BL|ASDV|24E6069F88EFA19EE043814FD881A19E|1.0|5000.0|Y|
BL|ASIA|24E6069F88F0A19EE043814FD881A19E|1.0|5000.0|Y|
BL|ASPL|24E6069F88F1A19EE043814FD881A19E|1.0|5000.0|Y|
BL|ASPP|24E6069F88F2A19EE043814FD881A19E|1.0|5000.0|Y|
BL|AST|24E6069F88F3A19EE043814FD881A19E|1.0|5000.0|Y|
BL|ATSI|24E6069F88F4A19EE043814FD881A19E|1.0|5000.0|Y|
BL|AUDO|24E6069F88F5A19EE043814FD881A19E|1.0|5000.0|Y|
BL|AUTM|24E6069F88F6A19EE043814FD881A19E|1.0|5000.0|Y|
BL|AUVS|24E6069F88F7A19EE043814FD881A19E|1.0|5000.0|Y|
BL|AUXA|24E6069F88F8A19EE043814FD881A19E|1.0|5000.0|Y|
BL|AUXE|24E6069F88F9A19EE043814FD881A19E|1.0|5000.0|Y|
BL|AXSV|24E6069F88FAA19EE043814FD881A19E|1.0|5000.0|Y|
BL|BALS|24E6069F88FBA19EE043814FD881A19E|1.0|5000.0|Y|
BL|BAND|24E6069F88FCA19EE043814FD881A19E|1.0|5000.0|Y|
BL|BBDB|24E6069F88FDA19EE043814FD881A19E|1.0|5000.0|Y|
BL|BCEI|24E6069F88FEA19EE043814FD881A19E|1.0|5000.0|Y|
BL|BCLB|24E6069F88FFA19EE043814FD881A19E|1.0|5000.0|Y|
BL|BCMI|24E6069F8900A19EE043814FD881A19E|1.0|5000.0|Y|
BL|BCOM|24E6069F8901A19EE043814FD881A19E|1.0|5000.0|Y|
BL|BCOR|24E6069F8902A19EE043814FD881A19E|1.0|5000.0|Y|
BL|BCTS|24E6069F8903A19EE043814FD881A19E|1.0|5000.0|Y|
BL|BEPP|24E6069F8904A19EE043814FD881A19E|1.0|5000.0|Y|
BL|BEST|24E6069F8905A19EE043814FD881A19E|1.0|5000.0|Y|
BL|BFAC|24E6069F8906A19EE043814FD881A19E|1.0|5000.0|Y|
BL|BFAF|24E6069F8907A19EE043814FD881A19E|1.0|5000.0|Y|
BL|BFC|24E6069F8908A19EE043814FD881A19E|1.0|5000.0|Y|
BL|BFIN|24E6069F8909A19EE043814FD881A19E|1.0|5000.0|Y|
BL|BGCM|24E6069F890AA19EE043814FD881A19E|1.0|5000.0|Y|
BL|BI|24E6069F890BA19EE043814FD881A19E|1.0|5000.0|Y|
BL|BILI|24E6069F890CA19EE043814FD881A19E|1.0|5000.0|Y|
BL|BIOC|24E6069F890DA19EE043814FD881A19E|1.0|5000.0|Y|
BL|BIUT|24E6069F890EA19EE043814FD881A19E|1.0|5000.0|Y|
BL|BL|24E6069F890FA19EE043814FD881A19E|1.0|5000.0|Y|
BL|BLAN|24E6069F8910A19EE043814FD881A19E|1.0|5000.0|Y|
BL|BLDG|24E6069F8911A19EE043814FD881A19E|1.0|5000.0|Y|
BL|BLIB|24E6069F8912A19EE043814FD881A19E|1.0|5000.0|Y|
BL|BLKC|24E6069F8913A19EE043814FD881A19E|1.0|5000.0|Y|
BL|BLLT|24E6069F8914A19EE043814FD881A19E|1.0|5000.0|Y|
BL|BLRR|24E6069F8915A19EE043814FD881A19E|1.0|5000.0|Y|
BL|BLSB|24E6069F8916A19EE043814FD881A19E|1.0|5000.0|Y|
BL|BLTP|24E6069F8917A19EE043814FD881A19E|1.0|5000.0|Y|
BL|BMGM|24E6069F8918A19EE043814FD881A19E|1.0|5000.0|Y|
BL|BOND|24E6069F8919A19EE043814FD881A19E|1.0|5000.0|Y|
BL|BOT|24E6069F891AA19EE043814FD881A19E|1.0|5000.0|Y|
BL|BPAA|24E6069F891BA19EE043814FD881A19E|1.0|5000.0|Y|
