etran_cd|chart_cd|object|obj_id|ver_nbr|row_actv_ind|
42300|UA|1800|8D68C4FCFE43212CE0404F8189D839AC||Y|
42320|BL|1800|8D68C4FCFE07212CE0404F8189D839AC||Y|
42320|IN|1800|8D68C4FCFE81212CE0404F8189D839AC||Y|
42320|UA|1800|8D68C4FCFE44212CE0404F8189D839AC||Y|
42415|BL|1800|8D68C4FCFE08212CE0404F8189D839AC||Y|
42415|IN|1800|8D68C4FCFE82212CE0404F8189D839AC||Y|
42415|UA|1800|8D68C4FCFE45212CE0404F8189D839AC||Y|
45000|BL|1800|8D68C4FCFE09212CE0404F8189D839AC||Y|
45000|IN|1800|8D68C4FCFE83212CE0404F8189D839AC||Y|
45000|UA|1800|8D68C4FCFE46212CE0404F8189D839AC||Y|
45100|BL|1800|8D68C4FCFE0A212CE0404F8189D839AC||Y|
45100|IN|1800|8D68C4FCFE84212CE0404F8189D839AC||Y|
45100|UA|1800|8D68C4FCFE47212CE0404F8189D839AC||Y|
74000|BL|9951|8D68C4FCFE0B212CE0404F8189D839AC||Y|
74000|IN|9951|8D68C4FCFE85212CE0404F8189D839AC||Y|
74000|UA|9951|8D68C4FCFE48212CE0404F8189D839AC||Y|
74100|BL|9951|8D68C4FCFE0C212CE0404F8189D839AC||Y|
74100|IN|9951|8D68C4FCFE86212CE0404F8189D839AC||Y|
74100|UA|9951|8D68C4FCFE49212CE0404F8189D839AC||Y|
75010|BL|9951|8D68C4FCFE0D212CE0404F8189D839AC||Y|
75010|IN|9951|8D68C4FCFE87212CE0404F8189D839AC||Y|
75010|UA|9951|8D68C4FCFE4A212CE0404F8189D839AC||Y|
75020|BL|9951|8D68C4FCFE0E212CE0404F8189D839AC||Y|
75020|IN|9951|8D68C4FCFE88212CE0404F8189D839AC||Y|
75020|UA|9951|8D68C4FCFE4B212CE0404F8189D839AC||Y|
75720|BL|9951|8D68C4FCFE14212CE0404F8189D839AC||Y|
75720|IN|9951|8D68C4FCFE8E212CE0404F8189D839AC||Y|
75720|UA|9951|8D68C4FCFE51212CE0404F8189D839AC||Y|
76010|BL|9951|8D68C4FCFE0F212CE0404F8189D839AC||Y|
76010|IN|9951|8D68C4FCFE89212CE0404F8189D839AC||Y|
76010|UA|9951|8D68C4FCFE4C212CE0404F8189D839AC||Y|
76020|BL|9951|8D68C4FCFE10212CE0404F8189D839AC||Y|
76020|IN|9951|8D68C4FCFE8A212CE0404F8189D839AC||Y|
76020|UA|9951|8D68C4FCFE4D212CE0404F8189D839AC||Y|
77000|BL|9951|8D68C4FCFE12212CE0404F8189D839AC||Y|
77000|IN|9951|8D68C4FCFE8C212CE0404F8189D839AC||Y|
77000|UA|9951|8D68C4FCFE4F212CE0404F8189D839AC||Y|
78100|BL|9951|8D68C4FCFE11212CE0404F8189D839AC||Y|
78100|IN|9951|8D68C4FCFE8B212CE0404F8189D839AC||Y|
78100|UA|9951|8D68C4FCFE4E212CE0404F8189D839AC||Y|
