pur_comm_cd|obj_id|ver_nbr|pur_comm_desc|pur_sales_tax_ind|itm_rstrc_ind|snstv_dta_cd|dobj_maint_cd_actv_ind|
114|486D3478879EC267E0404F8189D8349E|1.0|Fishing, Hunting and Trapping|Y|N||Y|
1141|486D3478880CC267E0404F8189D8349E|1.0|Fishing|Y|N||Y|
11411|486D3478895CC267E0404F8189D8349E|1.0|Fishing|Y|N||Y|
114111|486D34788C3AC267E0404F8189D8349E|1.0|Finfish Fishing|N|N||Y|
114112|486D34788C3BC267E0404F8189D8349E|1.0|Shellfish Fishing|N|N||Y|
114119|486D34788C3CC267E0404F8189D8349E|1.0|Other Marine Fishing|N|N||Y|
1142|486D3478880DC267E0404F8189D8349E|1.0|Hunting and Trapping|Y|N||Y|
11421|486D3478895DC267E0404F8189D8349E|1.0|Hunting and Trapping|Y|N||Y|
114210|486D34788C3DC267E0404F8189D8349E|1.0|Hunting and Trapping|N|N||Y|
115|486D3478879FC267E0404F8189D8349E|1.0|Support Activities for Agriculture and Forestry|Y|N||Y|
1151|486D3478880EC267E0404F8189D8349E|1.0|Support Activities for Crop Production|Y|N||Y|
11511|486D3478895EC267E0404F8189D8349E|1.0|Support Activities for Crop Production|Y|N||Y|
115111|486D34788C3EC267E0404F8189D8349E|1.0|Cotton Ginning|N|N||Y|
115112|486D34788C3FC267E0404F8189D8349E|1.0|Soil Preparation, Planting, and Cultivating|N|N||Y|
115113|486D34788C40C267E0404F8189D8349E|1.0|Crop Harvesting, Primarily by Machine|N|N||Y|
115114|486D34788C41C267E0404F8189D8349E|1.0|Postharvest Crop Activities (except Cotton Ginning)|N|N||Y|
115115|486D34788C42C267E0404F8189D8349E|1.0|Farm Labor Contractors and Crew Leaders|N|N||Y|
115116|486D34788C43C267E0404F8189D8349E|1.0|Farm Management Services|N|N||Y|
1152|486D3478880FC267E0404F8189D8349E|1.0|Support Activities for Animal Production|Y|N||Y|
11521|486D3478895FC267E0404F8189D8349E|1.0|Support Activities for Animal Production|Y|N||Y|
115210|486D34788C44C267E0404F8189D8349E|1.0|Support Activities for Animal Production|N|N||Y|
1153|486D34788810C267E0404F8189D8349E|1.0|Support Activities for Forestry|Y|N||Y|
11531|486D34788960C267E0404F8189D8349E|1.0|Support Activities for Forestry|Y|N||Y|
115310|486D34788C45C267E0404F8189D8349E|1.0|Support Activities for Forestry|N|N||Y|
21|486D34788784C267E0404F8189D8349E|1.0|Mining, Quarrying, and Oil and Gas Extraction|Y|N||Y|
211|486D347887A0C267E0404F8189D8349E|1.0|Oil and Gas Extraction|Y|N||Y|
2111|486D34788811C267E0404F8189D8349E|1.0|Oil and Gas Extraction|Y|N||Y|
21111|486D34788961C267E0404F8189D8349E|1.0|Oil and Gas Extraction|Y|N||Y|
211111|486D34788C46C267E0404F8189D8349E|1.0|Crude Petroleum and Natural Gas Extraction|N|N||Y|
211112|486D34788C47C267E0404F8189D8349E|1.0|Natural Gas Liquid Extraction|N|N||Y|
212|486D347887A1C267E0404F8189D8349E|1.0|Mining (except Oil and Gas)|Y|N||Y|
2121|486D34788812C267E0404F8189D8349E|1.0|Coal Mining|Y|N||Y|
21211|486D34788962C267E0404F8189D8349E|1.0|Coal Mining|Y|N||Y|
212111|486D34788C48C267E0404F8189D8349E|1.0|Bituminous Coal and Lignite Surface Mining|N|N||Y|
212112|486D34788C49C267E0404F8189D8349E|1.0|Bituminous Coal Underground Mining|N|N||Y|
212113|486D34788C4AC267E0404F8189D8349E|1.0|Anthracite Mining|N|N||Y|
2122|486D34788813C267E0404F8189D8349E|1.0|Metal Ore Mining|Y|N||Y|
21221|486D34788963C267E0404F8189D8349E|1.0|Iron Ore Mining|Y|N||Y|
212210|486D34788C4BC267E0404F8189D8349E|1.0|Iron Ore Mining|N|N||Y|
21222|486D34788964C267E0404F8189D8349E|1.0|Gold Ore and Silver Ore Mining|Y|N||Y|
212221|486D34788C4CC267E0404F8189D8349E|1.0|Gold Ore Mining|N|N||Y|
212222|486D34788C4DC267E0404F8189D8349E|1.0|Silver Ore Mining|N|N||Y|
21223|486D34788965C267E0404F8189D8349E|1.0|Copper, Nickel, Lead, and Zinc Mining|Y|N||Y|
212231|486D34788C4EC267E0404F8189D8349E|1.0|Lead Ore and Zinc Ore Mining|N|N||Y|
212234|486D34788C4FC267E0404F8189D8349E|1.0|Copper Ore and Nickel Ore Mining|N|N||Y|
21229|486D34788966C267E0404F8189D8349E|1.0|Other Metal Ore Mining|Y|N||Y|
212291|486D34788C50C267E0404F8189D8349E|1.0|Uranium-Radium-Vanadium Ore Mining|N|N||Y|
212299|486D34788C51C267E0404F8189D8349E|1.0|All Other Metal Ore Mining|N|N||Y|
2123|486D34788814C267E0404F8189D8349E|1.0|Nonmetallic Mineral Mining and Quarrying|Y|N||Y|
21231|486D34788967C267E0404F8189D8349E|1.0|Stone Mining and Quarrying|Y|N||Y|
212311|486D34788C52C267E0404F8189D8349E|1.0|Dimension Stone Mining and Quarrying|N|N||Y|
212312|486D34788C53C267E0404F8189D8349E|1.0|Crushed and Broken Limestone Mining and Quarrying|N|N||Y|
212313|486D34788C54C267E0404F8189D8349E|1.0|Crushed and Broken Granite Mining and Quarrying|N|N||Y|
212319|486D34788C55C267E0404F8189D8349E|1.0|Other Crushed and Broken Stone Mining and Quarrying|N|N||Y|
21232|486D34788968C267E0404F8189D8349E|1.0|Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying|Y|N||Y|
212321|486D34788C56C267E0404F8189D8349E|1.0|Construction Sand and Gravel Mining|N|N||Y|
212322|486D34788C57C267E0404F8189D8349E|1.0|Industrial Sand Mining|N|N||Y|
212324|486D34788C58C267E0404F8189D8349E|1.0|Kaolin and Ball Clay Mining|N|N||Y|
212325|486D34788C59C267E0404F8189D8349E|1.0|Clay and Ceramic and Refractory Minerals Mining|N|N||Y|
21239|486D34788969C267E0404F8189D8349E|1.0|Other Nonmetallic Mineral Mining and Quarrying|Y|N||Y|
212391|486D34788C5AC267E0404F8189D8349E|1.0|Potash, Soda, and Borate Mineral Mining|N|N||Y|
212392|486D34788C5BC267E0404F8189D8349E|1.0|Phosphate Rock Mining|N|N||Y|
212393|486D34788C5CC267E0404F8189D8349E|1.0|Other Chemical and Fertilizer Mineral Mining|N|N||Y|
212399|486D34788C5DC267E0404F8189D8349E|1.0|All Other Nonmetallic Mineral Mining|N|N||Y|
213|486D347887A2C267E0404F8189D8349E|1.0|Support Activities for Mining|Y|N||Y|
2131|486D34788815C267E0404F8189D8349E|1.0|Support Activities for Mining|Y|N||Y|
21311|486D3478896AC267E0404F8189D8349E|1.0|Support Activities for Mining|Y|N||Y|
213111|486D34788C5EC267E0404F8189D8349E|1.0|Drilling Oil and Gas Wells|N|N||Y|
213112|486D34788C5FC267E0404F8189D8349E|1.0|Support Activities for Oil and Gas Operations|N|N||Y|
213113|486D34788C60C267E0404F8189D8349E|1.0|Support Activities for Coal Mining|N|N||Y|
213114|486D34788C61C267E0404F8189D8349E|1.0|Support Activities for Metal Mining|N|N||Y|
213115|486D34788C62C267E0404F8189D8349E|1.0|Support Activities for Nonmetallic Minerals (except Fuels) Mining|N|N||Y|
22|486D34788785C267E0404F8189D8349E|1.0|Utilities|Y|N||Y|
221|486D347887A3C267E0404F8189D8349E|1.0|Utilities|Y|N||Y|
2211|486D34788816C267E0404F8189D8349E|1.0|Electric Power Generation, Transmission and Distribution|Y|N||Y|
22111|486D3478896BC267E0404F8189D8349E|1.0|Electric Power Generation|Y|N||Y|
221111|486D34788C63C267E0404F8189D8349E|1.0|Hydroelectric Power Generation|N|N||Y|
221112|486D34788C64C267E0404F8189D8349E|1.0|Fossil Fuel Electric Power Generation|N|N||Y|
221113|486D34788C65C267E0404F8189D8349E|1.0|Nuclear Electric Power Generation|N|N||Y|
221119|486D34788C66C267E0404F8189D8349E|1.0|Other Electric Power Generation|N|N||Y|
22112|486D3478896CC267E0404F8189D8349E|1.0|Electric Power Transmission, Control, and Distribution|Y|N||Y|
221121|486D34788C67C267E0404F8189D8349E|1.0|Electric Bulk Power Transmission and Control|N|N||Y|
221122|486D34788C68C267E0404F8189D8349E|1.0|Electric Power Distribution|N|N||Y|
2212|486D34788817C267E0404F8189D8349E|1.0|Natural Gas Distribution|Y|N||Y|
22121|486D3478896DC267E0404F8189D8349E|1.0|Natural Gas Distribution|Y|N||Y|
221210|486D34788C69C267E0404F8189D8349E|1.0|Natural Gas Distribution|N|N||Y|
2213|486D34788818C267E0404F8189D8349E|1.0|Water, Sewage and Other Systems|Y|N||Y|
22131|486D3478896EC267E0404F8189D8349E|1.0|Water Supply and Irrigation Systems|Y|N||Y|
221310|486D34788C6AC267E0404F8189D8349E|1.0|Water Supply and Irrigation Systems|N|N||Y|
22132|486D3478896FC267E0404F8189D8349E|1.0|Sewage Treatment Facilities|Y|N||Y|
221320|486D34788C6BC267E0404F8189D8349E|1.0|Sewage Treatment Facilities|N|N||Y|
22133|486D34788970C267E0404F8189D8349E|1.0|Steam and Air-Conditioning Supply|Y|N||Y|
221330|486D34788C6CC267E0404F8189D8349E|1.0|Steam and Air-Conditioning Supply|N|N||Y|
23|486D34788786C267E0404F8189D8349E|1.0|Construction|Y|N||Y|
236|486D347887A4C267E0404F8189D8349E|1.0|Construction of Buildings|Y|N||Y|
2361|486D34788819C267E0404F8189D8349E|1.0|Residential Building Construction|Y|N||Y|
23611|486D34788971C267E0404F8189D8349E|1.0|Residential Building Construction|Y|N||Y|
236115|486D34788C6DC267E0404F8189D8349E|1.0|New Single-Family Housing Construction (except Operative Builders)|N|N||Y|
236116|486D34788C6EC267E0404F8189D8349E|1.0|New Multifamily Housing Construction (except Operative Builders)|N|N||Y|
236117|486D34788C6FC267E0404F8189D8349E|1.0|New Housing Operative Builders|N|N||Y|
236118|486D34788C70C267E0404F8189D8349E|1.0|Residential Remodelers|N|N||Y|
2362|486D3478881AC267E0404F8189D8349E|1.0|Nonresidential Building Construction|Y|N||Y|
23621|486D34788972C267E0404F8189D8349E|1.0|Industrial Building Construction|Y|N||Y|
236210|486D34788C71C267E0404F8189D8349E|1.0|Industrial Building Construction|N|N||Y|
23622|486D34788973C267E0404F8189D8349E|1.0|Commercial and Institutional Building Construction|Y|N||Y|
236220|486D34788C72C267E0404F8189D8349E|1.0|Commercial and Institutional Building Construction|N|N||Y|
237|486D347887A5C267E0404F8189D8349E|1.0|Heavy and Civil Engineering Construction|Y|N||Y|
2371|486D3478881BC267E0404F8189D8349E|1.0|Utility System Construction|Y|N||Y|
23711|486D34788974C267E0404F8189D8349E|1.0|Water and Sewer Line and Related Structures Construction|Y|N||Y|
237110|486D34788C73C267E0404F8189D8349E|1.0|Water and Sewer Line and Related Structures Construction|N|N||Y|
23712|486D34788975C267E0404F8189D8349E|1.0|Oil and Gas Pipeline and Related Structures Construction|Y|N||Y|
237120|486D34788C74C267E0404F8189D8349E|1.0|Oil and Gas Pipeline and Related Structures Construction|N|N||Y|
23713|486D34788976C267E0404F8189D8349E|1.0|Power and Communication Line and Related Structures Construction|Y|N||Y|
237130|486D34788C75C267E0404F8189D8349E|1.0|Power and Communication Line and Related Structures Construction|N|N||Y|
2372|486D3478881CC267E0404F8189D8349E|1.0|Land Subdivision|Y|N||Y|
23721|486D34788977C267E0404F8189D8349E|1.0|Land Subdivision|Y|N||Y|
237210|486D34788C76C267E0404F8189D8349E|1.0|Land Subdivision|N|N||Y|
2373|486D3478881DC267E0404F8189D8349E|1.0|Highway, Street, and Bridge Construction|Y|N||Y|
23731|486D34788978C267E0404F8189D8349E|1.0|Highway, Street, and Bridge Construction|Y|N||Y|
237310|486D34788C77C267E0404F8189D8349E|1.0|Highway, Street, and Bridge Construction|N|N||Y|
2379|486D3478881EC267E0404F8189D8349E|1.0|Other Heavy and Civil Engineering Construction|Y|N||Y|
23799|486D34788979C267E0404F8189D8349E|1.0|Other Heavy and Civil Engineering Construction|Y|N||Y|
237990|486D34788C78C267E0404F8189D8349E|1.0|Other Heavy and Civil Engineering Construction|N|N||Y|
238|486D347887A6C267E0404F8189D8349E|1.0|Specialty Trade Contractors|Y|N||Y|
2381|486D3478881FC267E0404F8189D8349E|1.0|Foundation, Structure, and Building Exterior Contractors|Y|N||Y|
23811|486D3478897AC267E0404F8189D8349E|1.0|Poured Concrete Foundation and Structure Contractors|Y|N||Y|
238110|486D34788C79C267E0404F8189D8349E|1.0|Poured Concrete Foundation and Structure Contractors|N|N||Y|
23812|486D3478897BC267E0404F8189D8349E|1.0|Structural Steel and Precast Concrete Contractors|Y|N||Y|
238120|486D34788C7AC267E0404F8189D8349E|1.0|Structural Steel and Precast Concrete Contractors|N|N||Y|
23813|486D3478897CC267E0404F8189D8349E|1.0|Framing Contractors|Y|N||Y|
238130|486D34788C7BC267E0404F8189D8349E|1.0|Framing Contractors|N|N||Y|
23814|486D3478897DC267E0404F8189D8349E|1.0|Masonry Contractors|Y|N||Y|
238140|486D34788C7CC267E0404F8189D8349E|1.0|Masonry Contractors|N|N||Y|
23815|486D3478897EC267E0404F8189D8349E|1.0|Glass and Glazing Contractors|Y|N||Y|
238150|486D34788C7DC267E0404F8189D8349E|1.0|Glass and Glazing Contractors|N|N||Y|
23816|486D3478897FC267E0404F8189D8349E|1.0|Roofing Contractors|Y|N||Y|
238160|486D34788C7EC267E0404F8189D8349E|1.0|Roofing Contractors|N|N||Y|
23817|486D34788980C267E0404F8189D8349E|1.0|Siding Contractors|Y|N||Y|
238170|486D34788C7FC267E0404F8189D8349E|1.0|Siding Contractors|N|N||Y|
23819|486D34788981C267E0404F8189D8349E|1.0|Other Foundation, Structure, and Building Exterior Contractors|Y|N||Y|
238190|486D34788C80C267E0404F8189D8349E|1.0|Other Foundation, Structure, and Building Exterior Contractors|N|N||Y|
2382|486D34788820C267E0404F8189D8349E|1.0|Building Equipment Contractors|Y|N||Y|
23821|486D34788982C267E0404F8189D8349E|1.0|Electrical Contractors and Other Wiring Installation Contractors|Y|N||Y|
238210|486D34788C81C267E0404F8189D8349E|1.0|Electrical Contractors and Other Wiring Installation Contractors|N|N||Y|
23822|486D34788983C267E0404F8189D8349E|1.0|Plumbing, Heating, and Air-Conditioning Contractors|Y|N||Y|
238220|486D34788C82C267E0404F8189D8349E|1.0|Plumbing, Heating, and Air-Conditioning Contractors|N|N||Y|
23829|486D34788984C267E0404F8189D8349E|1.0|Other Building Equipment Contractors|Y|N||Y|
238290|486D34788C83C267E0404F8189D8349E|1.0|Other Building Equipment Contractors|N|N||Y|
2383|486D34788821C267E0404F8189D8349E|1.0|Building Finishing Contractors|Y|N||Y|
23831|486D34788985C267E0404F8189D8349E|1.0|Drywall and Insulation Contractors|Y|N||Y|
238310|486D34788C84C267E0404F8189D8349E|1.0|Drywall and Insulation Contractors|N|N||Y|
23832|486D34788986C267E0404F8189D8349E|1.0|Painting and Wall Covering Contractors|Y|N||Y|
238320|486D34788C85C267E0404F8189D8349E|1.0|Painting and Wall Covering Contractors|N|N||Y|
23833|486D34788987C267E0404F8189D8349E|1.0|Flooring Contractors|Y|N||Y|
238330|486D34788C86C267E0404F8189D8349E|1.0|Flooring Contractors|N|N||Y|
23834|486D34788988C267E0404F8189D8349E|1.0|Tile and Terrazzo Contractors|Y|N||Y|
238340|486D34788C87C267E0404F8189D8349E|1.0|Tile and Terrazzo Contractors|N|N||Y|
23835|486D34788989C267E0404F8189D8349E|1.0|Finish Carpentry Contractors|Y|N||Y|
238350|486D34788C88C267E0404F8189D8349E|1.0|Finish Carpentry Contractors|N|N||Y|
23839|486D3478898AC267E0404F8189D8349E|1.0|Other Building Finishing Contractors|Y|N||Y|
238390|486D34788C89C267E0404F8189D8349E|1.0|Other Building Finishing Contractors|N|N||Y|
2389|486D34788822C267E0404F8189D8349E|1.0|Other Specialty Trade Contractors|Y|N||Y|
23891|486D3478898BC267E0404F8189D8349E|1.0|Site Preparation Contractors|Y|N||Y|
238910|486D34788C8AC267E0404F8189D8349E|1.0|Site Preparation Contractors|N|N||Y|
23899|486D3478898CC267E0404F8189D8349E|1.0|All Other Specialty Trade Contractors|Y|N||Y|
238990|486D34788C8BC267E0404F8189D8349E|1.0|All Other Specialty Trade Contractors|N|N||Y|
31|486D34788787C267E0404F8189D8349E|1.0|Manufacturing|Y|N||Y|
311|486D347887A7C267E0404F8189D8349E|1.0|Food Manufacturing|Y|N||Y|
3111|486D34788823C267E0404F8189D8349E|1.0|Animal Food Manufacturing|Y|N||Y|
31111|486D3478898DC267E0404F8189D8349E|1.0|Animal Food Manufacturing|Y|N||Y|
311111|486D34788C8CC267E0404F8189D8349E|1.0|Dog and Cat Food Manufacturing|N|N||Y|
311119|486D34788C8DC267E0404F8189D8349E|1.0|Other Animal Food Manufacturing|N|N||Y|
3112|486D34788824C267E0404F8189D8349E|1.0|Grain and Oilseed Milling|Y|N||Y|
31121|486D3478898EC267E0404F8189D8349E|1.0|Flour Milling and Malt Manufacturing|Y|N||Y|
311211|486D34788C8EC267E0404F8189D8349E|1.0|Flour Milling|N|N||Y|
311212|486D34788C8FC267E0404F8189D8349E|1.0|Rice Milling|N|N||Y|
311213|486D34788C90C267E0404F8189D8349E|1.0|Malt Manufacturing|N|N||Y|
31122|486D3478898FC267E0404F8189D8349E|1.0|Starch and Vegetable Fats and Oils Manufacturing|Y|N||Y|
311221|486D34788C91C267E0404F8189D8349E|1.0|Wet Corn Milling|N|N||Y|
311222|486D34788C92C267E0404F8189D8349E|1.0|Soybean Processing|N|N||Y|
311223|486D34788C93C267E0404F8189D8349E|1.0|Other Oilseed Processing|N|N||Y|
311225|486D34788C94C267E0404F8189D8349E|1.0|Fats and Oils Refining and Blending|N|N||Y|
31123|486D34788990C267E0404F8189D8349E|1.0|Breakfast Cereal Manufacturing|Y|N||Y|
311230|486D34788C95C267E0404F8189D8349E|1.0|Breakfast Cereal Manufacturing|N|N||Y|
