campus_cd|bldg_cd|bldg_room_nbr|obj_id|ver_nbr|bldg_room_type|bldg_room_dept|bldg_room_desc|row_actv_ind|
BL|BL001|099P|44017F9CD76280D6E043814FD88180D6|1.0|BOOK LIFT|GENERAL BUILDING SPACE|ELEVATOR|Y|
BL|BL001|100|44017F9CD76380D6E043814FD88180D6|1.0|RESERVE READING|LAW LIBRARY|STUDENT STUDY|Y|
BL|BL001|100A|44017F9CD76480D6E043814FD88180D6|1.0|CIRCULATION|LAW LIBRARY|ADMIN. OFFICE|Y|
BL|BL001|100B|44017F9CD76580D6E043814FD88180D6|1.0|STORAGE|LAW LIBRARY|LIBRARY PROCESSING|Y|
BL|BL001|100C|44017F9CD76680D6E043814FD88180D6|1.0|STORAGE|LAW LIBRARY|LIBRARY PROCESSING|Y|
BL|BL001|101|44017F9CD76780D6E043814FD88180D6|1.0|ADMIN ASSISTANT|LAW LIBRARY|SUPPORT STAFF OFFICE|Y|
BL|BL001|101A|44017F9CD76880D6E043814FD88180D6|1.0|PAUWELS|LAW LIBRARY|ADMIN. OFFICE|Y|
BL|BL001|101B|44017F9CD76980D6E043814FD88180D6|1.0|CONFERENCE ROOM|LAW LIBRARY|OFFICE CONFERENCE|Y|
BL|BL001|101C|44017F9CD76A80D6E043814FD88180D6|1.0|LOUNGE|LAW LIBRARY|STAFF LOUNGE|Y|
BL|BL001|101D|44017F9CD76B80D6E043814FD88180D6|1.0|STAFF RESTROOM|LAW LIBRARY|OFFICE PRIVATE TOILET|Y|
BL|BL001|101E|44017F9CD76C80D6E043814FD88180D6|1.0|BRYAN|LAW LIBRARY|FACULTY OFFICE|Y|
BL|BL001|101F|44017F9CD76D80D6E043814FD88180D6|1.0|DOCUMENT|LAW LIBRARY|LIBRARY PROCESSING|Y|
BL|BL001|101G|44017F9CD76E80D6E043814FD88180D6|1.0|STORAGE|LAW LIBRARY|LIBRARY PROCESSING|Y|
BL|BL001|101H|44017F9CD76F80D6E043814FD88180D6|1.0|TECHNICIAN|LAW LIBRARY|LIBRARY PROCESSING|Y|
BL|BL001|101J|44017F9CD77080D6E043814FD88180D6|1.0|VAUGHAN|LAW LIBRARY|FACULTY OFFICE|Y|
BL|BL001|101K|44017F9CD77180D6E043814FD88180D6|1.0|MABEN|LAW LIBRARY|FACULTY OFFICE|Y|
BL|BL001|101L|44017F9CD77280D6E043814FD88180D6|1.0|OFFICE|LAW LIBRARY|ADMIN. OFFICE|Y|
BL|BL001|101M|44017F9CD77380D6E043814FD88180D6|1.0|WATT|LAW LIBRARY|FACULTY OFFICE|Y|
BL|BL001|101N|44017F9CD77480D6E043814FD88180D6|1.0|CLOSET|LAW LIBRARY|OFFICE SERVICE|Y|
BL|BL001|101P|44017F9CD77580D6E043814FD88180D6|1.0|EDWARDS|LAW LIBRARY|SUPPORT STAFF OFFICE|Y|
BL|BL001|101Q|44017F9CD77680D6E043814FD88180D6|1.0|CLOSET|LAW LIBRARY|OFFICE SERVICE|Y|
BL|BL001|101R|44017F9CD77780D6E043814FD88180D6|1.0|INTERNAL HALLWAY|LAW LIBRARY|OFFICE SERVICE|Y|
BL|BL001|104|44017F9CD77880D6E043814FD88180D6|1.0|CIRC/STUDY|LAW LIBRARY|LIBRARY PROCESSING|Y|
BL|BL001|104A|44017F9CD77980D6E043814FD88180D6|1.0|CIRC DESK|LAW LIBRARY|LIBRARY PROCESSING|Y|
BL|BL001|104B|44017F9CD77A80D6E043814FD88180D6|1.0|XEROX|LAW LIBRARY|LIBRARY PROCESSING|Y|
BL|BL001|105|44017F9CD77B80D6E043814FD88180D6|1.0|REFERENCE|LAW LIBRARY|LIBRARY PROCESSING|Y|
BL|BL001|105A|44017F9CD77C80D6E043814FD88180D6|1.0|BUCKLEY|LAW LIBRARY|FACULTY OFFICE|Y|
BL|BL001|105B|44017F9CD77D80D6E043814FD88180D6|1.0|FARISS|LAW LIBRARY|ADMIN. OFFICE|Y|
BL|BL001|105C|44017F9CD77E80D6E043814FD88180D6|1.0|GAEBLER|LAW LIBRARY|FACULTY OFFICE|Y|
BL|BL001|105D|44017F9CD77F80D6E043814FD88180D6|1.0|STORAGE|LAW LIBRARY|LIBRARY PROCESSING|Y|
BL|BL001|105E|44017F9CD78080D6E043814FD88180D6|1.0|MARSHALL|LAW LIBRARY|FACULTY OFFICE|Y|
BL|BL001|105F|44017F9CD78180D6E043814FD88180D6|1.0|GOLDBERG|LAW LIBRARY|FACULTY OFFICE|Y|
BL|BL001|106|44017F9CD78280D6E043814FD88180D6|1.0|STACKS|LAW LIBRARY|LIBRARY COLLECTION|Y|
BL|BL001|106A|44017F9CD78380D6E043814FD88180D6|1.0|CLOSET|LAW LIBRARY|STUDY SERVICE|Y|
BL|BL001|120|44017F9CD78480D6E043814FD88180D6|1.0|CLASSROOM|LAW|LECTURE|Y|
BL|BL001|121|44017F9CD78580D6E043814FD88180D6|1.0|CLASSROOM|LAW|LECTURE|Y|
BL|BL001|122|44017F9CD78680D6E043814FD88180D6|1.0|CLASSROOM|LAW|LECTURE|Y|
BL|BL001|123|44017F9CD78780D6E043814FD88180D6|1.0|MOOT COURT|LAW|OPEN LAB|Y|
BL|BL001|123A|44017F9CD78880D6E043814FD88180D6|1.0|CLOSET|LAW|SPECIAL LAB SERV.|Y|
BL|BL001|124|44017F9CD78980D6E043814FD88180D6|1.0|CLASSROOM|LAW|LECTURE|Y|
BL|BL001|125|44017F9CD78A80D6E043814FD88180D6|1.0|CLASSROOM|LAW|LECTURE|Y|
BL|BL001|125A|44017F9CD78B80D6E043814FD88180D6|1.0|CLOSET|LAW|CLASSROOM SERVICE|Y|
BL|BL001|125B|44017F9CD78C80D6E043814FD88180D6|1.0|CLOSET|LAW|CLASSROOM SERVICE|Y|
BL|BL001|192|44017F9CD78D80D6E043814FD88180D6|1.0|TELECOMMUNICATIONS|TELECOMMUNICATIONS - UITS|COMP/TELECOMM. SERV.|Y|
BL|BL001|193|44017F9CD78E80D6E043814FD88180D6|1.0|WOMEN|GENERAL BUILDING SPACE|TOILET ROOM|Y|
BL|BL001|195|44017F9CD78F80D6E043814FD88180D6|1.0|ENTRY|GENERAL BUILDING SPACE|TOILET ROOM|Y|
BL|BL001|195A|44017F9CD79080D6E043814FD88180D6|1.0|MEN|GENERAL BUILDING SPACE|TOILET ROOM|Y|
BL|BL001|196|44017F9CD79180D6E043814FD88180D6|1.0|MEN|GENERAL BUILDING SPACE|TOILET ROOM|Y|
BL|BL001|197|44017F9CD79280D6E043814FD88180D6|1.0|WOMEN|GENERAL BUILDING SPACE|TOILET ROOM|Y|
BL|BL001|198|44017F9CD79380D6E043814FD88180D6|1.0|CUSTODIAL CLOSET|GENERAL BUILDING SPACE|JANITOR ROOM|Y|
BL|BL001|199|44017F9CD79480D6E043814FD88180D6|1.0|CENTRAL HALLWAY|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL001|199B|44017F9CD79580D6E043814FD88180D6|1.0|REAR ENT STAIRWELL|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL001|199C|44017F9CD79680D6E043814FD88180D6|1.0|REAR ENTRY|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL001|199E|44017F9CD79780D6E043814FD88180D6|1.0|STACK STAIRS|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL001|199F|44017F9CD79880D6E043814FD88180D6|1.0|FAR EA STAIRWELL|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL001|199J|44017F9CD79980D6E043814FD88180D6|1.0|CUSTODIAL|GENERAL BUILDING SPACE|JANITOR ROOM|Y|
BL|BL001|199K|44017F9CD79A80D6E043814FD88180D6|1.0|WEST STAIR ENTRY|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL001|199L|44017F9CD79B80D6E043814FD88180D6|1.0|RESTROOM HALLWAY|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL001|199M|44017F9CD79C80D6E043814FD88180D6|1.0|STAIRWELL|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL001|199N|44017F9CD79D80D6E043814FD88180D6|1.0|NORTH STAIRWELL|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL001|199P|44017F9CD79E80D6E043814FD88180D6|1.0|CLASSROOM HALLWAY|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL001|199R|44017F9CD79F80D6E043814FD88180D6|1.0|SOUTH STAIRWELL|GENERAL BUILDING SPACE|HALLWAY|Y|
BL|BL001|200|44017F9CD7A080D6E043814FD88180D6|1.0|BUDGET|LAW|SUPPORT STAFF OFFICE|Y|
BL|BL001|200A|44017F9CD7A180D6E043814FD88180D6|1.0|CLOSET|LAW|OFFICE SERVICE|Y|
BL|BL001|201|44017F9CD7A280D6E043814FD88180D6|1.0|STORAGE|LAW LIBRARY|LIBRARY PROCESSING|Y|
BL|BL001|202|44017F9CD7A380D6E043814FD88180D6|1.0|BUDGET|LAW|SUPPORT STAFF OFFICE|Y|
BL|BL001|202A|44017F9CD7A480D6E043814FD88180D6|1.0|TELECOMMUNICATIONS|TELECOMMUNICATIONS - UITS|COMP/TELECOMM. SERV.|Y|
BL|BL001|203A|44017F9CD7A580D6E043814FD88180D6|1.0|AV VIEWING|LAW LIBRARY|OFFICE OTHER|Y|
BL|BL001|203B|44017F9CD7A680D6E043814FD88180D6|1.0|AV VIEWING|LAW LIBRARY|OFFICE OTHER|Y|
BL|BL001|203C|44017F9CD7A780D6E043814FD88180D6|1.0|AV VIEWING|LAW LIBRARY|OFFICE OTHER|Y|
BL|BL001|203D|44017F9CD7A880D6E043814FD88180D6|1.0|ACCESSIBLE STUDY|LAW LIBRARY|OFFICE OTHER|Y|
BL|BL001|203E|44017F9CD7A980D6E043814FD88180D6|1.0|LEXIS/WESTLAW|LAW LIBRARY|OFFICE OTHER|Y|
BL|BL001|203F|44017F9CD7AA80D6E043814FD88180D6|1.0|STUDY|LAW LIBRARY|OFFICE OTHER|Y|
BL|BL001|203G|44017F9CD7AB80D6E043814FD88180D6|1.0|STORAGE|LAW LIBRARY|OFFICE SERVICE|Y|
BL|BL001|203H|44017F9CD7AC80D6E043814FD88180D6|1.0|INTERACTIVE VIDEO|LAW LIBRARY|OFFICE OTHER|Y|
BL|BL001|204|44017F9CD7AD80D6E043814FD88180D6|1.0|RARE BOOKS|LAW LIBRARY|STUDENT STUDY|Y|
BL|BL001|204A|44017F9CD7AE80D6E043814FD88180D6|1.0|STORAGE|LAW LIBRARY|LIBRARY PROCESSING|Y|
BL|BL001|206|44017F9CD7AF80D6E043814FD88180D6|1.0|STACK/MICROFORMS|LAW LIBRARY|LIBRARY COLLECTION|Y|
BL|BL001|206A|44017F9CD7B080D6E043814FD88180D6|1.0|STUDY ROOM|LAW LIBRARY|STUDENT STUDY|Y|
BL|BL001|206B|44017F9CD7B180D6E043814FD88180D6|1.0|STUDY ROOM|LAW LIBRARY|STUDENT STUDY|Y|
BL|BL001|206C|44017F9CD7B280D6E043814FD88180D6|1.0|STUDY ROOM|LAW LIBRARY|STUDENT STUDY|Y|
BL|BL001|206D|44017F9CD7B380D6E043814FD88180D6|1.0|STUDY ROOM|LAW LIBRARY|STUDENT STUDY|Y|
BL|BL001|206E|44017F9CD7B480D6E043814FD88180D6|1.0|STUDY ROOM|LAW LIBRARY|STUDENT STUDY|Y|
BL|BL001|208|44017F9CD7B580D6E043814FD88180D6|1.0|MEDIA CONTROL CENTER|LAW LIBRARY|LIBRARY PROCESSING|Y|
BL|BL001|208A|44017F9CD7B680D6E043814FD88180D6|1.0|COMPUTER ROOM|LAW LIBRARY|STUDENT STUDY|Y|
BL|BL001|208B|44017F9CD7B780D6E043814FD88180D6|1.0|COMPUTER ROOM|LAW LIBRARY|STUDENT STUDY|Y|
BL|BL001|208C|44017F9CD7B880D6E043814FD88180D6|1.0|LIBRARY STORAGE|LAW LIBRARY|LIBRARY PROCESSING|Y|
BL|BL001|208D|44017F9CD7B980D6E043814FD88180D6|1.0|COMPUTER ROOM|LAW LIBRARY|STUDENT STUDY|Y|
BL|BL001|210|44017F9CD7BA80D6E043814FD88180D6|1.0|WISSEL|LAW|ADMIN. OFFICE|Y|
BL|BL001|213|44017F9CD7BB80D6E043814FD88180D6|1.0|STAFF LOUNGE|LAW|STAFF LOUNGE|Y|
BL|BL001|214|44017F9CD7BC80D6E043814FD88180D6|1.0|SEM 10 TABLES|LAW|SEMINAR ROOM|Y|
BL|BL001|215|44017F9CD7BD80D6E043814FD88180D6|1.0|GLSJ|LAW|OFFICE OTHER|Y|
BL|BL001|216|44017F9CD7BE80D6E043814FD88180D6|1.0|SEMINAR|LAW|SEMINAR ROOM|Y|
BL|BL001|217|44017F9CD7BF80D6E043814FD88180D6|1.0|STORAGE|LAW|OFFICE SERVICE|Y|
BL|BL001|218|44017F9CD7C080D6E043814FD88180D6|1.0|ADMISSIONS|LAW|ADMIN. OFFICE|Y|
BL|BL001|219|44017F9CD7C180D6E043814FD88180D6|1.0|MOOT TRIAL TECH|LAW|TEACHING LAB|Y|
BL|BL001|220|44017F9CD7C280D6E043814FD88180D6|1.0|AV-CNTRL PNLS FR 219|LAW|MEDIA PRODUCTION|Y|
BL|BL001|222|44017F9CD7C380D6E043814FD88180D6|1.0|SEM 7 TABLES CHALK|LAW|SEMINAR ROOM|Y|
BL|BL001|223|44017F9CD7C480D6E043814FD88180D6|1.0|STOR ADMIS|LAW|OFFICE SERVICE|Y|
BL|BL001|224|44017F9CD7C580D6E043814FD88180D6|1.0|LW&R INST|LAW|FACULTY OFFICE|Y|
BL|BL001|226|44017F9CD7C680D6E043814FD88180D6|1.0|LW&R INST|LAW|FACULTY OFFICE|Y|
BL|BL001|228|44017F9CD7C780D6E043814FD88180D6|1.0|ADMISSIONS|LAW|ADMIN. OFFICE|Y|
BL|BL001|230|44017F9CD7C880D6E043814FD88180D6|1.0|ADMIS SECRETARY|LAW|SUPPORT STAFF OFFICE|Y|
BL|BL001|232|44017F9CD7C980D6E043814FD88180D6|1.0|ADMISSIONS|LAW|ADMIN. OFFICE|Y|
BL|BL001|234|44017F9CD7CA80D6E043814FD88180D6|1.0|LW&R INST|LAW|FACULTY OFFICE|Y|
BL|BL001|236|44017F9CD7CB80D6E043814FD88180D6|1.0|LW&R INST|LAW|FACULTY OFFICE|Y|
BL|BL001|240|44017F9CD7CC80D6E043814FD88180D6|1.0|DEAN RECEPTION AREA|LAW|SUPPORT STAFF OFFICE|Y|
BL|BL001|240A|44017F9CD7CD80D6E043814FD88180D6|1.0|DEAN ROBEL|LAW|ADMIN. OFFICE|Y|
BL|BL001|240B|44017F9CD7CE80D6E043814FD88180D6|1.0|DEAN ROBEL|LAW|ACAD/PROF OFFICE|Y|
BL|BL001|240C|44017F9CD7CF80D6E043814FD88180D6|1.0|DEAN'S ASSISTANT|LAW|ADMIN. OFFICE|Y|
BL|BL001|240D|44017F9CD7D080D6E043814FD88180D6|1.0|VISITING FACULTY|LAW|FACULTY OFFICE|Y|
BL|BL001|240E|44017F9CD7D180D6E043814FD88180D6|1.0|WESTERFIELD, D.|LAW|SUPPORT STAFF OFFICE|Y|
BL|BL001|240F|44017F9CD7D280D6E043814FD88180D6|1.0|CONFERENCE|LAW|OFFICE CONFERENCE|Y|
BL|BL001|240G|44017F9CD7D380D6E043814FD88180D6|1.0|CLOSET|LAW|OFFICE SERVICE|Y|
BL|BL001|240H|44017F9CD7D480D6E043814FD88180D6|1.0|CLOSET|LAW|OFFICE SERVICE|Y|
BL|BL001|240J|44017F9CD7D580D6E043814FD88180D6|1.0|CLOSET|LAW|OFFICE SERVICE|Y|
BL|BL001|240K|44017F9CD7D680D6E043814FD88180D6|1.0|CLOSET|LAW|OFFICE SERVICE|Y|
BL|BL001|241|44017F9CD7D780D6E043814FD88180D6|1.0|BUDGET|LAW|ADMIN. OFFICE|Y|
BL|BL001|243|44017F9CD7D880D6E043814FD88180D6|1.0|FACULTY|LAW|FACULTY OFFICE|Y|
BL|BL001|245|44017F9CD7D980D6E043814FD88180D6|1.0|FACULTY|LAW|FACULTY OFFICE|Y|
BL|BL001|247|44017F9CD7DA80D6E043814FD88180D6|1.0|FACULTY|LAW|FACULTY OFFICE|Y|
BL|BL001|249|44017F9CD7DB80D6E043814FD88180D6|1.0|FACULTY|LAW|FACULTY OFFICE|Y|
BL|BL001|251|44017F9CD7DC80D6E043814FD88180D6|1.0|FACULTY|LAW|FACULTY OFFICE|Y|
BL|BL001|252|44017F9CD7DD80D6E043814FD88180D6|1.0|CLERICAL|LAW|SUPPORT STAFF OFFICE|Y|
BL|BL001|253|44017F9CD7DE80D6E043814FD88180D6|1.0|FACULTY|LAW|FACULTY OFFICE|Y|
BL|BL001|254|44017F9CD7DF80D6E043814FD88180D6|1.0|SERVER|LAW|CENTRAL COMPUTER/TELECOMM|Y|
BL|BL001|255|44017F9CD7E080D6E043814FD88180D6|1.0|FACULTY|LAW|FACULTY OFFICE|Y|
BL|BL001|256|44017F9CD7E180D6E043814FD88180D6|1.0|ADJUNCT FACULTY|LAW|FACULTY OFFICE|Y|
BL|BL001|257|44017F9CD7E280D6E043814FD88180D6|1.0|FACULTY|LAW|FACULTY OFFICE|Y|
BL|BL001|258|44017F9CD7E380D6E043814FD88180D6|1.0|INTERNATIONAL|LAW|ADMIN. OFFICE|Y|
BL|BL001|259|44017F9CD7E480D6E043814FD88180D6|1.0|FACULTY|LAW|FACULTY OFFICE|Y|
BL|BL001|261|44017F9CD7E580D6E043814FD88180D6|1.0|FACULTY|LAW|FACULTY OFFICE|Y|
BL|BL001|263|44017F9CD7E680D6E043814FD88180D6|1.0|FACULTY|LAW|FACULTY OFFICE|Y|
BL|BL001|264|44017F9CD7E780D6E043814FD88180D6|1.0|FACULTY|LAW|FACULTY OFFICE|Y|
BL|BL001|265|44017F9CD7E880D6E043814FD88180D6|1.0|LEGAL RESEARCH WRITING|LAW|FACULTY OFFICE|Y|
BL|BL001|266|44017F9CD7E980D6E043814FD88180D6|1.0|FACULTY|LAW|FACULTY OFFICE|Y|
BL|BL001|267|44017F9CD7EA80D6E043814FD88180D6|1.0|INTERNATIONAL|LAW|SUPPORT STAFF OFFICE|Y|
BL|BL001|268|44017F9CD7EB80D6E043814FD88180D6|1.0|FACULTY|LAW|FACULTY OFFICE|Y|
BL|BL001|270|44017F9CD7EC80D6E043814FD88180D6|1.0|FACULTY|LAW|FACULTY OFFICE|Y|
BL|BL001|272|44017F9CD7ED80D6E043814FD88180D6|1.0|FACULTY|LAW|FACULTY OFFICE|Y|
BL|BL001|274|44017F9CD7EE80D6E043814FD88180D6|1.0|FACULTY|LAW|FACULTY OFFICE|Y|
