attr_data_id|obj_id|ver_nbr|perm_id|kim_typ_id|kim_attr_defn_id|attr_val|
213|5B4F09744A45EF33E0404F8189D84F24|1.0|162|10|4|KR*|
216|5B4F09744A48EF33E0404F8189D84F24|1.0|163|16|4|KR*|
217|5B4F09744A49EF33E0404F8189D84F24|1.0|164|15|4|KR*|
218|5B4F09744A4AEF33E0404F8189D84F24|1.0|165|3|13|RiceDocument|
219|5B4F09744A4BEF33E0404F8189D84F24|1.0|166|12|4|KR*|
220|5B4F09744A4CEF33E0404F8189D84F24|1.0|167|8|13|KualiDocument|
221|5B4F09744A4DEF33E0404F8189D84F24|1.0|168|3|13|KualiDocument|
222|5B4F09744A4EEF33E0404F8189D84F24|1.0|290|8|13|RiceDocument|
223|5B4F09744A4FEF33E0404F8189D84F24|1.0|170|4|14|A|
225|5B4F09744A51EF33E0404F8189D84F24|1.0|172|4|14|F|
226|5B4F09744A52EF33E0404F8189D84F24|1.0|173|4|14|K|
237|5B4F09744A5DEF33E0404F8189D84F24|1.0|180|8|13|KualiDocument|
238|5B4F09744A5EEF33E0404F8189D84F24|1.0|180|8|16|PreRoute|
239|5B4F09744A5FEF33E0404F8189D84F24|1.0|181|8|13|KualiDocument|
240|5B4F09744A60EF33E0404F8189D84F24|1.0|181|8|15|R|
243|5B4F09744A63EF33E0404F8189D84F24|1.0|183|11|5|KimPrincipalImpl|
244|5B4F09744A64EF33E0404F8189D84F24|1.0|183|11|6|password|
249|5B6013B3AD121A9CE0404F8189D87094|1.0|167|8|16|PreRoute|
376|606763510FC496D3E0404F8189D857A2|1.0|259|9|13|KualiDocument|
379|606763510FC796D3E0404F8189D857A2|1.0|261|9|13|KualiDocument|
384|606763510FCE96D3E0404F8189D857A2|1.0|264|59|13|RiceDocument|
385|606763510FCF96D3E0404F8189D857A2|1.0|264|59|8|false|
431|6314CC58CF59B7B5E0404F8189D84439|1.0|306|11|5|IdentityManagementPersonDocument|
432|6314CC58CF5AB7B5E0404F8189D84439|1.0|306|11|6|taxId|
478|662384B381BA67A1E0404F8189D868A6|1.0|332|5|13|KualiDocument|
479|662384B381BB67A1E0404F8189D868A6|1.0|332|5|14|F|
480|662384B381BE67A1E0404F8189D868A6|1.0|333|5|13|KualiDocument|
481|662384B381BF67A1E0404F8189D868A6|1.0|333|5|14|K|
482|662384B381C267A1E0404F8189D868A6|1.0|334|5|13|KualiDocument|
483|662384B381C367A1E0404F8189D868A6|1.0|334|5|14|A|
701|A207FBACC3764793896D0D769F6DBBFF|1.0|701|10|5|RuleTemplate|
702|37F35D51EE714A8B8A66802F89626C50|1.0|702|10|5|EDocLiteStyle|
703|950DE6A28C144A9B87CA2CFD9FF337C8|1.0|703|10|5|EDocLiteDefinition|
707|D270B9BA7E494507AD0B5D184AB13479|1.0|707|10|5|RuleAttribute|
719|45EEFA6F23FD4015B927D1D19F482888|1.0|719|10|5|ParameterDetailType|
720|FFF2C6639C6041F1B148AA9901C8A1F7|1.0|720|10|5|ParameterNamespace|
721|6D489E39C0BC4890803E3A5F412297BE|1.0|721|10|5|ParameterType|
751|A3142D53EC1541BE92223181852C37CF|1.0|701|10|4|KR-WKFLW|
752|6250F01B4CA243FCBA64A93FE4EAFE83|1.0|702|10|4|KR-WKFLW|
753|E0F57E480CF646A585BC92E91AB5FB1D|1.0|703|10|4|KR-WKFLW|
757|266BD230C3AA40EB9FC8079FBB960DF0|1.0|707|10|4|KR-WKFLW|
768|160C75C4C8A3411D8856A50F38487EB2|1.0|719|10|4|KR-NS|
769|992DE7BE4C3C46F8AEDBE7925CBEE6B3|1.0|720|10|4|KR-NS|
770|330AAEB4459F4A34BBF8FECEA9E23404|1.0|721|10|4|KR-NS|
800|606763510FD296D3E0404F8189D857A2|1.0|801|10|4|KR-WKFLW|
801|606763510FD396D3E0404F8189D857A2|1.0|801|10|5|RuleTemplate|
802|606763510FD596D3E0404F8189D857A2|1.0|802|10|4|KR-WKFLW|
803|606763510FD696D3E0404F8189D857A2|1.0|802|10|5|EDocLiteStyle|
804|606763510FD896D3E0404F8189D857A2|1.0|803|10|4|KR-WKFLW|
805|606763510FD996D3E0404F8189D857A2|1.0|803|10|5|EDocLiteDefinition|
806|606763510FDB96D3E0404F8189D857A2|1.0|807|10|4|KR-WKFLW|
807|606763510FDC96D3E0404F8189D857A2|1.0|807|10|5|RuleAttribute|
814|606763510FE396D3E0404F8189D857A2|1.0|814|10|5|PessimisticLock|
819|606763510FE696D3E0404F8189D857A2|1.0|819|10|5|ParameterDetailType|
820|606763510FE996D3E0404F8189D857A2|1.0|820|10|5|ParameterNamespace|
821|606763510FEC96D3E0404F8189D857A2|1.0|821|10|5|ParameterType|
864|606763510FE296D3E0404F8189D857A2|1.0|814|10|4|KR-NS|
868|606763510FE596D3E0404F8189D857A2|1.0|819|10|4|KR-NS|
869|606763510FE896D3E0404F8189D857A2|1.0|820|10|4|KR-NS|
870|606763510FEB96D3E0404F8189D857A2|1.0|821|10|4|KR-NS|
873|606763510FF396D3E0404F8189D857A2|1.0|265|12|4|KR-WKFLW|
874|606763510FF496D3E0404F8189D857A2|1.0|265|12|2|org.kuali.rice.core.web.impex.IngesterAction|
880|ECCB8A6C-A0DA-5311-6A57-40F743EA334C|1.0|840|12|2|org.kuali.rice.ksb.messaging.web.ConfigViewerAction|
881|717e2c18-89e4-11df-98b1-1300c9ee50c1|1.0|841|3|13|KualiDocument|
882|B6FDEDA86F977F26E0402E0AA9D728AF|1.0|842|12|2|org.kuali.rice.core.web.cache.CacheAdminController|
883|B7DBFABEFD2C8CBFE0402E0AA9D757C9|1.0|843|67|4|KRMS_TEST|
884|aa1d1400-6155-4819-8bad-e5dd81f9871b|1.0|844|56|13|TermMaintenanceDocument|
885|c43bc7f5-949e-4a85-b173-6a53d81f2762|1.0|845|56|13|ContextMaintenanceDocument|
886|d3e373ca-296b-4834-bd66-ba159ebe733a|1.0|846|56|13|TermSpecificationMaintenanceDocument|
887|BD74D7B702AC02CEE0402E0AA9D75B2D|1.0|847|8|13|*|
888|BFCADCB34018249AE0402E0AA9D7065D|1.0|848|5|13|KualiDocument|
889|BFCADCB34019249AE0402E0AA9D7065D|1.0|848|5|14|C|
KFS1|KFS1|1.0|1|51|13|CTRL|
KFS100|KFS100|1.0|74|15|1|procurementCardInputFileType|
KFS10000|KFS10000|1.0|1100|3|13|KFST|
KFS10001|KFS10001|1.0|1101|3|13|KFS|
KFS10003|KFS10003|1.0|1103|3|13|KFS|
KFS101|KFS101|1.0|75|3|13|GLCP|
KFS103|KFS103|1.0|76|15|1|collectorXmlInputFileType|
KFS105|KFS105|1.0|77|15|1|enterpriseFeederFileSetType|
KFS106|KFS106|1.0|78|3|13|LLJV|
KFS107|KFS107|1.0|79|3|13|LLCP|
KFS108|KFS108|1.0|81|3|13|PDSM|
KFS110|KFS110|1.0|88|10|4|KFS-PDP|
KFS111|KFS111|1.0|89|10|4|KFS-PDP|
KFS113|KFS113|1.0|90|15|1|paymentInputFileType|
KFS114|KFS114|1.0|91|3|13|PREQ|
KFS115|KFS115|1.0|92|3|13|REQS|
KFS116|KFS116|1.0|93|3|13|PUR|
KFS117|KFS117|1.0|94|3|13|PO|
KFS118|KFS118|1.0|95|3|13|POC|
KFS119|KFS119|1.0|96|3|13|PORT|
KFS12|KFS12|1.0|8|3|13|AR|
KFS120|KFS120|1.0|97|3|13|PREQ|
KFS121|KFS121|1.0|98|3|13|RCV|
KFS122|KFS122|1.0|99|3|13|EIRT|
KFS123|KFS123|1.0|100|8|13|REQS|
KFS124|KFS124|1.0|101|8|13|PO|
KFS125|KFS125|1.0|102|8|13|AP|
KFS126|KFS126|1.0|103|8|13|RCV|
KFS13|KFS13|1.0|9|11|5|Customer|
KFS132|KFS132|1.0|108|51|13|KFST|
KFS14|KFS14|1.0|9|11|6|customerTaxNbr|
KFS141|KFS141|1.0|113|3|13|KFS|
KFS142|KFS142|1.0|114|3|13|KFS|
KFS143|KFS143|1.0|115|3|13|KFS|
KFS144|KFS144|1.0|116|3|13|FSSM|
KFS145|KFS145|1.0|117|3|13|BANK|
KFS149|KFS149|1.0|119|18|4|KFS*|
KFS15|KFS15|1.0|10|11|5|Customer|
KFS150|KFS150|1.0|120|19|4|KFS*|
KFS151|KFS151|1.0|121|20|4|KFS*|
KFS152|KFS152|1.0|122|21|4|KFS*|
KFS16|KFS16|1.0|10|11|6|customerTaxNbr|
KFS162|KFS162|1.0|128|11|5|Bank|
KFS163|KFS163|1.0|128|11|6|bankAccountNumber|
KFS164|KFS164|1.0|129|10|4|KFS*|
KFS165|KFS165|1.0|130|10|4|KFS*|
KFS166|KFS166|1.0|131|16|4|KFS*|
KFS167|KFS167|1.0|132|15|4|KFS*|
KFS168|KFS168|1.0|133|3|13|KFS|
KFS169|KFS169|1.0|134|11|5|Bank|
KFS17|KFS17|1.0|11|15|1|customerLoadInputFileType|
KFS170|KFS170|1.0|134|11|6|bankAccountNumber|
KFS171|KFS171|1.0|135|12|4|KFS*|
KFS172|KFS172|1.0|136|3|13|PVEN|
KFS174|KFS174|1.0|137|11|5|VendorDetail|
KFS175|KFS175|1.0|137|11|6|vendorHeader.vendorTaxNumber|
KFS176|KFS176|1.0|138|11|5|VendorDetail|
KFS177|KFS177|1.0|138|11|6|vendorHeader.vendorTaxNumber|
KFS178|KFS178|1.0|139|57|5|VendorDetail|
KFS179|KFS179|1.0|139|57|44|vendorContracts|
KFS18|KFS18|1.0|12|12|4|KFS-AR|
KFS21|KFS21|1.0|15|12|4|KFS-CAB|
KFS22|KFS22|1.0|16|3|13|MPAY|
KFS222|KFS222|1.0|169|8|13|KFS|
KFS23|KFS23|1.0|17|3|13|BCIE|
KFS24|KFS24|1.0|18|3|13|CAM|
KFS245|KFS245|1.0|100|8|16|PreRoute|
KFS246|KFS246|1.0|101|8|16|PreRoute|
KFS247|KFS247|1.0|102|8|16|PreRoute|
KFS248|KFS248|1.0|103|8|16|PreRoute|
KFS25|KFS25|1.0|19|3|13|CAMM|
KFS250|KFS250|1.0|184|57|5|VendorDetail|
KFS251|KFS251|1.0|184|57|44|vendorCommodities|
KFS252|KFS252|1.0|185|8|13|CMD|
KFS253|KFS253|1.0|185|8|16|PreRoute|
KFS257|KFS257|1.0|187|11|5|DisbursementPayee|
KFS258|KFS258|1.0|187|11|6|taxNumber|
KFS259|KFS259|1.0|188|52|13|INV|
KFS260|KFS260|1.0|188|52|16|Account|
KFS261|KFS261|1.0|188|52|6|sourceAccountingLines|
KFS262|KFS262|1.0|200|52|13|MPAY|
KFS263|KFS263|1.0|200|52|16|Account|
KFS264|KFS264|1.0|200|52|6|sourceAccountingLines|
KFS265|KFS265|1.0|189|52|13|SB|
KFS266|KFS266|1.0|189|52|16|PreRoute|
KFS267|KFS267|1.0|189|52|6|sourceAccountingLines|
KFS268|KFS268|1.0|190|52|13|FP|
KFS269|KFS269|1.0|190|52|16|Account|
KFS270|KFS270|1.0|190|52|6|sourceAccountingLines|
KFS271|KFS271|1.0|191|52|13|FP|
KFS272|KFS272|1.0|191|52|16|Account|
KFS273|KFS273|1.0|191|52|6|targetAccountingLines|
KFS274|KFS274|1.0|192|52|13|DV|
KFS275|KFS275|1.0|192|52|16|Campus|
KFS276|KFS276|1.0|192|52|6|sourceAccountingLines.financialObjectCode|
KFS277|KFS277|1.0|193|52|13|DV|
KFS278|KFS278|1.0|193|52|16|Tax|
KFS279|KFS279|1.0|193|52|6|sourceAccountingLines.amount|
KFS280|KFS280|1.0|194|52|13|DV|
KFS281|KFS281|1.0|194|52|16|Travel|
KFS282|KFS282|1.0|194|52|6|sourceAccountingLines.amount|
KFS283|KFS283|1.0|195|52|13|DV|
KFS284|KFS284|1.0|195|52|16|PaymentMethod|
KFS285|KFS285|1.0|195|52|6|sourceAccountingLines.amount|
KFS286|KFS286|1.0|196|52|13|LD|
KFS287|KFS287|1.0|196|52|16|Account|
KFS288|KFS288|1.0|196|52|6|targetAccountingLines|
KFS289|KFS289|1.0|197|52|13|ST|
KFS290|KFS290|1.0|197|52|6|targetAccountingLines.financialObjectCode|
KFS292|KFS292|1.0|198|52|13|PUR|
KFS293|KFS293|1.0|198|52|16|Account|
KFS294|KFS294|1.0|198|52|6|items.sourceAccountingLines|
KFS295|KFS295|1.0|199|52|13|AP|
KFS296|KFS296|1.0|199|52|16|Account|
KFS297|KFS297|1.0|199|52|6|items.sourceAccountingLines|
KFS298|KFS298|1.0|201|3|13|PRPL|
KFS299|KFS299|1.0|202|3|13|ST|
KFS302|KFS302|1.0|205|3|13|ST|
KFS303|KFS303|1.0|206|14|10|detailTabEntry|
KFS304|KFS304|1.0|207|14|10|summaryTabEntry|
KFS306|KFS306|1.0|209|14|10|taxEntry|
KFS307|KFS307|1.0|210|14|10|frnEntry|
KFS308|KFS308|1.0|211|14|10|wireEntry|
KFS309|KFS309|1.0|212|14|10|travelEntry|
KFS31|KFS31|1.0|32|11|5|Asset|
KFS314|KFS314|1.0|217|14|10|editPreExtract|
KFS317|KFS317|1.0|220|3|13|KFST|
KFS32|KFS32|1.0|32|11|6|organizationOwnerChartOfAccountsCode|
KFS322|KFS322|1.0|225|3|13|BC|
KFS327|KFS327|1.0|233|11|5|PayeeACHAccount|
KFS328|KFS328|1.0|233|11|6|bankAccountNumber|
KFS329|KFS329|1.0|234|11|5|ACHBank|
KFS33|KFS33|1.0|33|11|5|Asset|
KFS330|KFS330|1.0|234|11|6|bankRoutingNumber|
KFS331|KFS331|1.0|235|11|5|PayeeACHAccount|
KFS332|KFS332|1.0|235|11|6|bankAccountNumber|
KFS333|KFS333|1.0|236|11|5|PayeeACHAccount|
KFS334|KFS334|1.0|236|11|6|bankRoutingNumber|
KFS337|KFS337|1.0|238|52|13|FP|
KFS338|KFS338|1.0|238|52|16|PreRoute|
KFS339|KFS339|1.0|238|52|6|sourceAccountingLines|
KFS34|KFS34|1.0|33|11|6|organizationOwnerAccountNumber|
KFS340|KFS340|1.0|239|52|13|FP|
KFS341|KFS341|1.0|239|52|16|PreRoute|
KFS342|KFS342|1.0|239|52|6|targetAccountingLines|
KFS343|KFS343|1.0|240|52|13|LD|
KFS344|KFS344|1.0|240|52|16|PreRoute|
KFS345|KFS345|1.0|240|52|6|targetAccountingLines|
KFS346|KFS346|1.0|241|52|13|PUR|
KFS347|KFS347|1.0|241|52|16|PreRoute|
KFS348|KFS348|1.0|241|52|6|items.sourceAccountingLines|
KFS349|KFS349|1.0|242|52|13|AP|
KFS35|KFS35|1.0|34|11|5|Asset|
KFS350|KFS350|1.0|242|52|16|PreRoute|
KFS351|KFS351|1.0|242|52|6|items.sourceAccountingLines|
KFS352|KFS352|1.0|243|52|13|INV|
KFS353|KFS353|1.0|243|52|16|PreRoute|
KFS354|KFS354|1.0|243|52|6|sourceAccountingLines|
KFS355|KFS355|1.0|244|52|13|CAM|
KFS356|KFS356|1.0|244|52|16|PreRoute|
KFS357|KFS357|1.0|244|52|6|sourceAccountingLines|
KFS358|KFS358|1.0|245|3|13|CUS|
KFS359|KFS359|1.0|246|3|13|INV|
KFS36|KFS36|1.0|34|11|6|capitalAssetInServiceDate|
KFS360|KFS360|1.0|247|3|13|BC|
KFS361|KFS361|1.0|248|56|13|OOPT|
KFS362|KFS362|1.0|248|56|7|FALSE|
KFS363|KFS363|1.0|249|56|13|OOPT|
KFS364|KFS364|1.0|249|56|7|TRUE|
KFS365|KFS365|1.0|250|56|13|CASM|
KFS366|KFS366|1.0|250|56|7|FALSE|
KFS367|KFS367|1.0|251|12|4|KFS-BC|
KFS37|KFS37|1.0|35|11|5|Asset|
KFS372|KFS372|1.0|256|10|5|BatchJobStatus|
KFS373|KFS373|1.0|257|12|2|org.kuali.kfs.module.purap.web.struts.B2BAction|
KFS374|KFS374|1.0|258|9|13|PREQ|
KFS375|KFS375|1.0|258|9|9|Invoice Image|
KFS377|KFS377|1.0|260|9|13|PREQ|
KFS378|KFS378|1.0|260|9|9|Invoice Image|
KFS38|KFS38|1.0|35|11|6|agencyNumber|
KFS382|KFS382|1.0|263|59|13|KFS|
KFS383|KFS383|1.0|263|59|8|FALSE|
KFS387|KFS387|1.0|266|8|13|BC|
KFS388|KFS388|1.0|266|8|15|F|
KFS39|KFS39|1.0|36|11|5|Asset|
KFS391|KFS391|1.0|268|8|13|PREQ|
KFS392|KFS392|1.0|268|8|15|R|
KFS393|KFS393|1.0|269|3|13|PRAP|
KFS394|KFS394|1.0|270|12|2|org.kuali.kfs.module.purap.document.web.struts.PrintAction|
KFS395|KFS395|1.0|271|12|2|org.kuali.kfs.sys.web.struts.ElectronicFundTransferAction|
KFS396|KFS396|1.0|272|14|10|printPurchaseOrder|
KFS397|KFS397|1.0|273|14|10|previewPrintPurchaseOrder|
KFS398|KFS398|1.0|274|14|10|assignSensitiveData|
KFS399|KFS399|1.0|275|14|10|resendPurchaseOrder|
KFS4|KFS4|1.0|3|3|13|ARM|
KFS40|KFS40|1.0|36|11|6|vendorName|
KFS400|KFS400|1.0|276|14|10|requestPaymentRequestCancel|
KFS401|KFS401|1.0|277|14|10|paymentRequestHoldCancelRemoval|
KFS403|KFS403|1.0|279|52|13|LD|
KFS404|KFS404|1.0|279|52|16|PreRoute|
KFS405|KFS405|1.0|279|52|6|sourceAccountingLines|
KFS406|KFS406|1.0|280|52|13|PCDO|
KFS407|KFS407|1.0|280|52|16|AccountFullEdit|
KFS408|KFS408|1.0|280|52|6|sourceAccountingLines|
KFS409|KFS409|1.0|281|52|13|PCDO|
KFS41|KFS41|1.0|37|11|5|Asset|
KFS410|KFS410|1.0|281|52|16|AccountFullEdit|
KFS411|KFS411|1.0|281|52|6|targetAccountingLines|
KFS412|KFS412|1.0|282|14|10|managerCancel|
KFS413|KFS413|1.0|283|14|10|processorCancel|
KFS414|KFS414|1.0|284|3|13|ACM|
KFS415|KFS415|1.0|285|12|4|KFS-PDP|
KFS416|KFS416|1.0|286|14|10|requestPaymentRequestHold|
KFS417|KFS417|1.0|287|12|2|org.kuali.kfs.gl.web.struts.BalanceInquiryAction|
KFS42|KFS42|1.0|37|11|6|oldTagNumber|
KFS420|KFS420|1.0|291|3|13|EIRT|
KFS421|KFS421|1.0|292|15|1|electronicInvoiceInputFileType|
KFS422|KFS422|1.0|293|14|10|requestVendorCreditMemoHold|
KFS423|KFS423|1.0|294|14|10|vendorCreditMemoHoldRemoval|
KFS425|KFS425|1.0|301|12|2|org.kuali.kfs.sys.web.struts.KualiBalanceInquiryReportMenuAction|
KFS426|KFS426|1.0|302|3|13|DEPR|
KFS427|KFS427|1.0|303|10|4|KFS-CAB|
KFS428|KFS428|1.0|304|10|4|KFS-CAB|
KFS429|KFS429|1.0|305|56|13|IICO|
KFS43|KFS43|1.0|38|11|5|Asset|
KFS430|KFS430|1.0|305|56|7|FALSE|
KFS433|KFS433|1.0|328|52|13|REQS|
KFS434|KFS434|1.0|328|52|6|items.sourceAccountingLines|
KFS435|KFS435|1.0|328|52|16|Organization|
KFS436|KFS436|1.0|308|52|13|REQS|
KFS437|KFS437|1.0|308|52|6|items.sourceAccountingLines|
KFS438|KFS438|1.0|308|52|16|Initiator|
KFS44|KFS44|1.0|38|11|6|governmentTagNumber|
KFS447|KFS447|1.0|313|9|13|PO|
KFS448|KFS448|1.0|313|9|9|Contracts|
KFS449|KFS449|1.0|314|9|13|PO|
KFS45|KFS45|1.0|39|11|5|Asset|
KFS450|KFS450|1.0|314|9|9|Contracts|
KFS451|KFS451|1.0|315|9|13|PO|
KFS452|KFS452|1.0|315|9|9|Contract Ammendments|
KFS453|KFS453|1.0|316|9|13|PO|
KFS454|KFS454|1.0|316|9|9|Contract Ammendments|
KFS455|KFS455|1.0|317|9|13|PO|
KFS456|KFS456|1.0|317|9|9|Quotes|
KFS457|KFS457|1.0|318|9|13|PO|
KFS458|KFS458|1.0|318|9|9|Quotes|
KFS459|KFS459|1.0|319|9|13|PO|
KFS46|KFS46|1.0|39|11|6|nationalStockNumber|
KFS460|KFS460|1.0|319|9|9|RFPs|
KFS461|KFS461|1.0|320|9|13|PO|
KFS462|KFS462|1.0|320|9|9|RFPs|
KFS463|KFS463|1.0|321|9|13|PO|
KFS464|KFS464|1.0|321|9|9|RFP Responses|
KFS465|KFS465|1.0|322|9|13|PO|
KFS466|KFS466|1.0|322|9|9|RFP Responses|
KFS467|KFS467|1.0|323|9|13|PO|
KFS468|KFS468|1.0|323|9|9|Other - Restricted|
KFS469|KFS469|1.0|324|9|13|PO|
KFS47|KFS47|1.0|40|11|5|Asset|
KFS470|KFS470|1.0|324|9|9|Other - Restricted|
KFS471|KFS471|1.0|325|9|13|CM|
KFS472|KFS472|1.0|325|9|9|Credit Memo Image|
KFS473|KFS473|1.0|326|9|13|CM|
KFS474|KFS474|1.0|326|9|9|Credit Memo Image|
KFS475|KFS475|1.0|329|12|2|org.kuali.kfs.fp.document.web.struts.CashManagementStatusAction|
KFS476|KFS476|1.0|330|12|2|org.kuali.kfs.fp.document.web.struts.DepositWizardAction|
KFS477|KFS477|1.0|331|12|2|org.kuali.kfs.fp.web.struts.CashDrawerCorrectionAction|
KFS48|KFS48|1.0|40|11|6|financialObjectSubTypeCode|
KFS484|KFS484|1.0|335|11|5|VendorDetail|
KFS485|KFS485|1.0|335|11|6|vendorHeader.vendorTaxTypeCode|
KFS498|KFS498|1.0|342|11|5|Asset|
KFS499|KFS499|1.0|342|11|6|capitalAssetTypeCode|
KFS500|KFS500|1.0|343|11|5|Asset|
KFS501|KFS501|1.0|343|11|6|capitalAssetDescription|
KFS502|KFS502|1.0|344|11|5|Asset|
KFS503|KFS503|1.0|344|11|6|campusTagNumber|
KFS505|KFS505|1.0|346|13|3|calculateEqualSourceAmountsButton|
KFS506|KFS506|1.0|347|13|3|calculateSeparateSourceRemainingAmountButton|
KFS507|KFS507|1.0|348|11|5|Asset|
KFS508|KFS508|1.0|348|11|6|oldTagNumber|
KFS509|KFS509|1.0|349|3|13|IICO|
KFS510|KFS510|1.0|350|3|13|CR|
KFS511|KFS511|1.0|354|12|2|org.kuali.kfs.fp.document.web.struts.DisbursementVoucherHelpAction|
KFS512|KFS512|1.0|355|52|13|POA|
KFS513|KFS513|1.0|355|52|16|NewUnorderedItems|
KFS514|KFS514|1.0|355|52|6|items.sourceAccountingLines|
KFS515|KFS515|1.0|356|3|13|CM|
KFS516|KFS516|1.0|357|3|13|APP|
KFS517|KFS517|1.0|358|52|13|DV|
KFS518|KFS518|1.0|358|52|16|Travel|
KFS519|KFS519|1.0|358|52|6|sourceAccountingLines.financialObjectCode|
KFS52|KFS52|1.0|42|15|1|assetBarcodeInventoryInputFileType|
KFS521|KFS521|1.0|360|3|13|INVR|
KFS522|KFS522|1.0|361|3|13|CDS|
KFS523|KFS523|1.0|362|KFSCNTRB199-TYP1|4|KFS*|
KFS524|KFS524|1.0|206|14|13|ECD|
KFS525|KFS525|1.0|207|14|13|ECD|
KFS527|KFS527|1.0|209|14|13|DV|
KFS528|KFS528|1.0|210|14|13|DV|
KFS529|KFS529|1.0|211|14|13|DV|
KFS53|KFS53|1.0|43|11|5|Asset|
KFS530|KFS530|1.0|212|14|13|DV|
KFS535|KFS535|1.0|217|14|13|AP|
KFS538|KFS538|1.0|272|14|13|PO|
KFS539|KFS539|1.0|273|14|13|PO|
KFS54|KFS54|1.0|43|11|6|replacementAmount|
KFS540|KFS540|1.0|274|14|13|PO|
KFS541|KFS541|1.0|275|14|13|PO|
KFS542|KFS542|1.0|276|14|13|PREQ|
KFS543|KFS543|1.0|277|14|13|PREQ|
KFS545|KFS545|1.0|282|14|13|AP|
KFS546|KFS546|1.0|283|14|13|AP|
KFS547|KFS547|1.0|286|14|13|PREQ|
KFS548|KFS548|1.0|293|14|13|CM|
KFS549|KFS549|1.0|294|14|13|CM|
KFS55|KFS55|1.0|44|11|5|Asset|
KFS550|KFS550|1.0|363|10|4|KFS-PDP|
KFS551|KFS551|1.0|363|10|5|PurchasingPaymentDetail|
KFS552|KFS552|1.0|364|11|5|VendorDetail|
KFS553|KFS553|1.0|364|11|6|vendorHeader.vendorTaxTypeCode|
KFS554|KFS554|1.0|365|8|13|PREQ|
KFS555|KFS555|1.0|365|8|15|P|
KFS556|KFS556|1.0|366|8|13|PREQ|
KFS557|KFS557|1.0|366|8|15|F|
KFS558|KFS558|1.0|367|8|13|CM|
KFS559|KFS559|1.0|367|8|15|P|
KFS56|KFS56|1.0|44|11|6|estimatedSellingPrice|
KFS560|KFS560|1.0|368|8|13|CM|
KFS561|KFS561|1.0|368|8|15|F|
KFS562|KFS562|1.0|369|56|13|OADF|
KFS563|KFS563|1.0|369|56|7|FALSE|
KFS566|KFS566|1.0|371|52|13|INV|
KFS567|KFS567|1.0|371|52|16|Recurrence|
KFS568|KFS568|1.0|371|52|6|sourceAccountingLines.invoiceItemDescription|
KFS569|KFS569|1.0|372|3|13|CMD|
KFS570|KFS570|1.0|373|3|13|PREQ|
KFS571|KFS571|1.0|374|3|13|DV|
KFS572|KFS572|1.0|375|10|5|Pretag|
KFS573|KFS573|1.0|376|56|13|PTAG|
KFS574|KFS574|1.0|379|3|13|IdentityManagementGroupDocument|
KFS575|KFS575|1.0|380|3|13|GORV|
KFS576|KFS576|1.0|381|11|5|DisbursementVoucherWireTransfer|
KFS577|KFS577|1.0|381|11|6|disbVchrPayeeAccountNumber|
KFS578|KFS578|1.0|382|8|13|FSSM|
KFS579|KFS579|1.0|383|8|13|KFSM|
KFS580|KFS580|1.0|382|8|16|AdHoc|
KFS581|KFS581|1.0|383|8|16|AdHoc|
KFS582|KFS582|1.0|382|8|15|R|
KFS583|KFS583|1.0|383|8|15|R|
KFS586|KFS586|1.0|385|15|1|collectorFlatFileInputFileType|
KFS587|KFS587|1.0|386|11|5|PaymentGroup|
