role_perm_id|obj_id|ver_nbr|role_id|perm_id|actv_ind|
841|5C27A267EF6D7417E0404F8189D830AD|1.0|63|835|Y|
850|70086A2DF17C62E4E0404F8189D863CD|1.0|63|307|Y|
855|E83AB210-EB48-3BDE-2D6F-F6177869AE27|1.0|63|840|Y|
857|B6FDEDA86F987F26E0402E0AA9D728AF|1.0|63|842|Y|
858|B7DBFABEFD2F8CBFE0402E0AA9D757C9|1.0|98|843|Y|
859|45f8f55e-23d9-4278-ade8-ddfc870852e6|1.0|98|844|Y|
860|cd7cbc67-c0b2-4785-afa8-8c8d073b78df|1.0|98|845|Y|
861|83a270a0-1cdb-4440-ab8b-41cd8afc41d9|1.0|98|846|Y|
862|BD74D7B702AD02CEE0402E0AA9D75B2D|1.0|60|847|Y|
863|BFCADCB3401A249AE0402E0AA9D7065D|1.0|83|848|Y|
865|BFCADCB3401C249AE0402E0AA9D7065D|1.0|61|167|Y|
KFS1|KFS1|1.0|30|1|Y|
KFS10|KFS10|1.0|49|10|Y|
KFS100|KFS100|1.0|45|77|Y|
KFS1004|KFS1004|1.0|49|306|Y|
KFS101|KFS101|1.0|44|78|Y|
KFS102|KFS102|1.0|45|79|Y|
KFS103|KFS103|1.0|20|80|Y|
KFS104|KFS104|1.0|45|81|Y|
KFS105|KFS105|1.0|19|82|Y|
KFS106|KFS106|1.0|20|83|Y|
KFS107|KFS107|1.0|19|84|Y|
KFS109|KFS109|1.0|19|86|Y|
KFS11|KFS11|1.0|2|11|Y|
KFS110|KFS110|1.0|50|87|Y|
KFS1106|KFS1106|1.0|62|1100|Y|
KFS1107|KFS1107|1.0|55|1100|Y|
KFS1108|KFS1108|1.0|95|1101|Y|
KFS1109|KFS1109|1.0|31|3|Y|
KFS1110|KFS1110|1.0|31|248|Y|
KFS1111|KFS1111|1.0|61|1103|Y|
KFS113|KFS113|1.0|19|89|Y|
KFS114|KFS114|1.0|18|89|Y|
KFS115|KFS115|1.0|18|90|Y|
KFS116|KFS116|1.0|44|91|Y|
KFS117|KFS117|1.0|62|91|Y|
KFS118|KFS118|1.0|32|92|Y|
KFS119|KFS119|1.0|54|92|Y|
KFS12|KFS12|1.0|2|12|Y|
KFS121|KFS121|1.0|26|93|Y|
KFS123|KFS123|1.0|26|94|Y|
KFS124|KFS124|1.0|62|94|Y|
KFS125|KFS125|1.0|32|95|Y|
KFS126|KFS126|1.0|54|95|Y|
KFS127|KFS127|1.0|32|96|Y|
KFS128|KFS128|1.0|54|96|Y|
KFS129|KFS129|1.0|22|97|Y|
KFS130|KFS130|1.0|32|98|Y|
KFS131|KFS131|1.0|54|98|Y|
KFS132|KFS132|1.0|62|99|Y|
KFS133|KFS133|1.0|32|100|Y|
KFS134|KFS134|1.0|54|100|Y|
KFS136|KFS136|1.0|26|101|Y|
KFS137|KFS137|1.0|22|102|Y|
KFS138|KFS138|1.0|32|103|Y|
KFS139|KFS139|1.0|54|103|Y|
KFS143|KFS143|1.0|16|107|Y|
KFS144|KFS144|1.0|95|108|Y|
KFS15|KFS15|1.0|35|15|Y|
KFS151|KFS151|1.0|55|113|Y|
KFS152|KFS152|1.0|44|114|Y|
KFS153|KFS153|1.0|54|115|Y|
KFS154|KFS154|1.0|44|116|Y|
KFS155|KFS155|1.0|45|117|Y|
KFS157|KFS157|1.0|44|119|Y|
KFS158|KFS158|1.0|44|120|Y|
KFS159|KFS159|1.0|44|121|Y|
KFS16|KFS16|1.0|35|16|Y|
KFS160|KFS160|1.0|54|122|Y|
KFS167|KFS167|1.0|45|128|Y|
KFS168|KFS168|1.0|32|129|Y|
KFS169|KFS169|1.0|54|129|Y|
KFS17|KFS17|1.0|5|17|Y|
KFS170|KFS170|1.0|32|130|Y|
KFS171|KFS171|1.0|54|130|Y|
KFS172|KFS172|1.0|44|131|Y|
KFS173|KFS173|1.0|45|132|Y|
KFS174|KFS174|1.0|54|133|Y|
KFS175|KFS175|1.0|61|133|Y|
KFS176|KFS176|1.0|44|134|Y|
KFS177|KFS177|1.0|32|136|Y|
KFS178|KFS178|1.0|54|136|Y|
KFS179|KFS179|1.0|49|137|Y|
KFS18|KFS18|1.0|6|18|Y|
KFS180|KFS180|1.0|49|138|Y|
KFS182|KFS182|1.0|26|139|Y|
KFS19|KFS19|1.0|6|19|Y|
KFS192|KFS192|1.0|55|148|Y|
KFS20|KFS20|1.0|35|20|Y|
KFS209|KFS209|1.0|44|163|Y|
KFS21|KFS21|1.0|5|21|Y|
KFS214|KFS214|1.0|66|169|Y|
KFS215|KFS215|1.0|62|169|Y|
KFS22|KFS22|1.0|35|22|Y|
KFS23|KFS23|1.0|46|23|Y|
KFS230|KFS230|1.0|44|183|Y|
KFS232|KFS232|1.0|26|184|Y|
KFS233|KFS233|1.0|11|185|Y|
KFS235|KFS235|1.0|49|187|Y|
KFS236|KFS236|1.0|19|87|Y|
KFS237|KFS237|1.0|41|188|Y|
KFS238|KFS238|1.0|41|200|Y|
KFS239|KFS239|1.0|13|189|Y|
KFS24|KFS24|1.0|35|24|Y|
KFS240|KFS240|1.0|41|190|Y|
KFS241|KFS241|1.0|41|191|Y|
KFS242|KFS242|1.0|66|192|Y|
KFS243|KFS243|1.0|66|193|Y|
KFS244|KFS244|1.0|66|194|Y|
KFS245|KFS245|1.0|66|195|Y|
KFS246|KFS246|1.0|41|196|Y|
KFS247|KFS247|1.0|39|197|Y|
KFS248|KFS248|1.0|41|198|Y|
KFS249|KFS249|1.0|41|199|Y|
KFS25|KFS25|1.0|5|24|Y|
KFS250|KFS250|1.0|62|5|Y|
KFS251|KFS251|1.0|62|6|Y|
KFS254|KFS254|1.0|44|201|Y|
KFS255|KFS255|1.0|62|201|Y|
KFS256|KFS256|1.0|62|65|Y|
KFS257|KFS257|1.0|54|202|Y|
KFS258|KFS258|1.0|62|202|Y|
KFS26|KFS26|1.0|34|25|Y|
KFS263|KFS263|1.0|55|205|Y|
KFS264|KFS264|1.0|62|205|Y|
KFS265|KFS265|1.0|41|206|Y|
KFS266|KFS266|1.0|28|206|Y|
KFS267|KFS267|1.0|38|206|Y|
KFS268|KFS268|1.0|40|207|Y|
KFS27|KFS27|1.0|46|25|Y|
KFS270|KFS270|1.0|50|209|Y|
KFS271|KFS271|1.0|70|210|Y|
KFS272|KFS272|1.0|70|211|Y|
KFS273|KFS273|1.0|15|212|Y|
KFS28|KFS28|1.0|5|26|Y|
KFS280|KFS280|1.0|22|217|Y|
KFS284|KFS284|1.0|16|220|Y|
KFS29|KFS29|1.0|34|27|Y|
KFS291|KFS291|1.0|75|225|Y|
KFS294|KFS294|1.0|81|228|Y|
KFS295|KFS295|1.0|81|229|Y|
KFS296|KFS296|1.0|38|230|Y|
KFS299|KFS299|1.0|44|233|Y|
KFS3|KFS3|1.0|2|3|Y|
KFS30|KFS30|1.0|46|27|Y|
KFS300|KFS300|1.0|19|234|Y|
KFS301|KFS301|1.0|45|235|Y|
KFS302|KFS302|1.0|19|236|Y|
KFS304|KFS304|1.0|54|52|Y|
KFS305|KFS305|1.0|66|239|Y|
KFS306|KFS306|1.0|66|240|Y|
KFS307|KFS307|1.0|66|241|Y|
KFS308|KFS308|1.0|66|242|Y|
KFS309|KFS309|1.0|66|243|Y|
KFS31|KFS31|1.0|35|28|Y|
KFS310|KFS310|1.0|66|244|Y|
KFS311|KFS311|1.0|66|238|Y|
KFS312|KFS312|1.0|2|245|Y|
KFS313|KFS313|1.0|62|245|Y|
KFS314|KFS314|1.0|2|246|Y|
KFS315|KFS315|1.0|62|246|Y|
KFS316|KFS316|1.0|45|73|Y|
KFS317|KFS317|1.0|62|247|Y|
KFS318|KFS318|1.0|4|248|Y|
KFS319|KFS319|1.0|2|249|Y|
KFS32|KFS32|1.0|35|29|Y|
KFS320|KFS320|1.0|6|250|Y|
KFS321|KFS321|1.0|41|212|Y|
KFS33|KFS33|1.0|46|29|Y|
KFS36|KFS36|1.0|34|32|Y|
KFS37|KFS37|1.0|34|33|Y|
KFS38|KFS38|1.0|34|34|Y|
KFS39|KFS39|1.0|34|35|Y|
KFS40|KFS40|1.0|46|35|Y|
KFS41|KFS41|1.0|34|36|Y|
KFS42|KFS42|1.0|46|36|Y|
KFS43|KFS43|1.0|34|37|Y|
KFS44|KFS44|1.0|46|37|Y|
KFS45|KFS45|1.0|34|38|Y|
KFS46|KFS46|1.0|46|38|Y|
KFS47|KFS47|1.0|34|39|Y|
KFS48|KFS48|1.0|46|39|Y|
KFS49|KFS49|1.0|34|40|Y|
KFS5|KFS5|1.0|4|5|Y|
KFS50|KFS50|1.0|46|40|Y|
KFS50-2|KFS50-2|1.0|54|820|Y|
KFS50-3|KFS50-3|1.0|32|820|Y|
KFS50-4|KFS50-4|1.0|54|819|Y|
KFS50-5|KFS50-5|1.0|32|819|Y|
KFS50-6|KFS50-6|1.0|54|821|Y|
KFS50-7|KFS50-7|1.0|32|821|Y|
KFS502|KFS502|1.0|80|225|Y|
KFS503|KFS503|1.0|54|251|Y|
KFS508|KFS508|1.0|82|256|Y|
KFS509|KFS509|1.0|54|257|Y|
KFS510|KFS510|1.0|32|257|Y|
KFS511|KFS511|1.0|22|258|Y|
KFS513|KFS513|1.0|22|260|Y|
KFS514|KFS514|1.0|26|260|Y|
KFS518|KFS518|1.0|44|263|Y|
KFS522|KFS522|1.0|75|266|Y|
KFS524|KFS524|1.0|22|268|Y|
KFS525|KFS525|1.0|59|268|Y|
KFS526|KFS526|1.0|84|269|Y|
KFS527|KFS527|1.0|26|270|Y|
KFS528|KFS528|1.0|30|271|Y|
KFS529|KFS529|1.0|16|271|Y|
KFS53|KFS53|1.0|5|42|Y|
KFS530|KFS530|1.0|26|272|Y|
KFS531|KFS531|1.0|89|272|Y|
KFS532|KFS532|1.0|26|273|Y|
KFS533|KFS533|1.0|26|274|Y|
KFS534|KFS534|1.0|47|275|Y|
KFS535|KFS535|1.0|59|276|Y|
KFS536|KFS536|1.0|86|277|Y|
KFS537|KFS537|1.0|29|277|Y|
KFS539|KFS539|1.0|60|279|Y|
KFS54|KFS54|1.0|35|43|Y|
KFS540|KFS540|1.0|66|280|Y|
KFS541|KFS541|1.0|66|281|Y|
KFS542|KFS542|1.0|29|282|Y|
KFS543|KFS543|1.0|22|283|Y|
KFS544|KFS544|1.0|26|284|Y|
KFS545|KFS545|1.0|20|285|Y|
KFS546|KFS546|1.0|22|286|Y|
KFS547|KFS547|1.0|59|286|Y|
KFS549|KFS549|1.0|54|287|Y|
KFS55|KFS55|1.0|5|43|Y|
KFS551|KFS551|1.0|60|101|Y|
KFS554|KFS554|1.0|22|291|Y|
KFS555|KFS555|1.0|62|136|Y|
KFS556|KFS556|1.0|22|292|Y|
KFS557|KFS557|1.0|22|293|Y|
KFS558|KFS558|1.0|29|294|Y|
KFS559|KFS559|1.0|86|294|Y|
KFS56|KFS56|1.0|35|44|Y|
KFS560|KFS560|1.0|75|296|Y|
KFS561|KFS561|1.0|80|297|Y|
KFS562|KFS562|1.0|81|295|Y|
KFS563|KFS563|1.0|44|149|Y|
KFS565|KFS565|1.0|44|298|Y|
KFS567|KFS567|1.0|44|299|Y|
KFS57|KFS57|1.0|5|44|Y|
KFS570|KFS570|1.0|54|247|Y|
KFS571|KFS571|1.0|54|301|Y|
KFS572|KFS572|1.0|62|302|Y|
KFS573|KFS573|1.0|35|21|Y|
KFS574|KFS574|1.0|35|26|Y|
KFS575|KFS575|1.0|35|303|Y|
KFS576|KFS576|1.0|35|304|Y|
KFS577|KFS577|1.0|2|305|Y|
KFS579|KFS579|1.0|44|306|Y|
KFS580|KFS580|1.0|66|328|Y|
KFS581|KFS581|1.0|66|308|Y|
KFS594|KFS594|1.0|26|313|Y|
KFS595|KFS595|1.0|26|314|Y|
KFS596|KFS596|1.0|26|315|Y|
KFS597|KFS597|1.0|26|316|Y|
KFS598|KFS598|1.0|26|317|Y|
KFS599|KFS599|1.0|26|318|Y|
KFS6|KFS6|1.0|4|6|Y|
KFS60|KFS60|1.0|35|46|Y|
KFS600|KFS600|1.0|26|319|Y|
KFS601|KFS601|1.0|26|320|Y|
KFS602|KFS602|1.0|26|321|Y|
KFS603|KFS603|1.0|26|322|Y|
KFS604|KFS604|1.0|26|323|Y|
KFS605|KFS605|1.0|26|324|Y|
KFS606|KFS606|1.0|22|325|Y|
KFS607|KFS607|1.0|22|326|Y|
KFS608|KFS608|1.0|26|326|Y|
KFS61|KFS61|1.0|5|46|Y|
KFS610|KFS610|1.0|6|327|Y|
KFS611|KFS611|1.0|62|95|Y|
KFS612|KFS612|1.0|11|329|Y|
KFS613|KFS613|1.0|11|330|Y|
KFS614|KFS614|1.0|11|331|Y|
KFS619|KFS619|1.0|49|335|Y|
KFS62|KFS62|1.0|34|47|Y|
KFS63|KFS63|1.0|46|47|Y|
KFS632|KFS632|1.0|46|32|Y|
KFS633|KFS633|1.0|46|33|Y|
KFS634|KFS634|1.0|46|34|Y|
KFS635|KFS635|1.0|35|342|Y|
KFS636|KFS636|1.0|5|342|Y|
KFS637|KFS637|1.0|35|343|Y|
KFS638|KFS638|1.0|5|343|Y|
KFS639|KFS639|1.0|35|344|Y|
KFS64|KFS64|1.0|34|48|Y|
KFS640|KFS640|1.0|5|344|Y|
KFS642|KFS642|1.0|35|346|Y|
KFS643|KFS643|1.0|5|346|Y|
KFS644|KFS644|1.0|35|347|Y|
KFS645|KFS645|1.0|5|347|Y|
KFS646|KFS646|1.0|35|348|Y|
KFS647|KFS647|1.0|5|348|Y|
KFS648|KFS648|1.0|2|349|Y|
KFS649|KFS649|1.0|92|350|Y|
KFS65|KFS65|1.0|46|48|Y|
KFS650|KFS650|1.0|33|351|Y|
KFS651|KFS651|1.0|94|352|Y|
KFS652|KFS652|1.0|93|353|Y|
KFS653|KFS653|1.0|62|102|Y|
KFS654|KFS654|1.0|54|354|Y|
KFS655|KFS655|1.0|39|206|Y|
KFS656|KFS656|1.0|66|355|Y|
KFS657|KFS657|1.0|62|97|Y|
KFS658|KFS658|1.0|22|356|Y|
KFS659|KFS659|1.0|44|357|Y|
KFS66|KFS66|1.0|34|49|Y|
KFS660|KFS660|1.0|62|357|Y|
KFS661|KFS661|1.0|66|358|Y|
KFS662|KFS662|1.0|83|354|Y|
KFS663|KFS663|1.0|62|360|Y|
KFS664|KFS664|1.0|11|361|Y|
KFS665|KFS665|1.0|44|362|Y|
KFS666|KFS666|1.0|54|363|Y|
KFS667|KFS667|1.0|32|363|Y|
KFS668|KFS668|1.0|54|88|Y|
KFS669|KFS669|1.0|32|88|Y|
KFS67|KFS67|1.0|46|49|Y|
KFS670|KFS670|1.0|49|364|Y|
KFS671|KFS671|1.0|22|365|Y|
KFS672|KFS672|1.0|22|366|Y|
KFS673|KFS673|1.0|22|367|Y|
KFS674|KFS674|1.0|22|368|Y|
KFS675|KFS675|1.0|44|205|Y|
KFS676|KFS676|1.0|2|360|Y|
KFS677|KFS677|1.0|4|369|Y|
KFS678|KFS678|1.0|2|369|Y|
KFS679|KFS679|1.0|66|371|Y|
KFS680|KFS680|1.0|11|372|Y|
KFS681|KFS681|1.0|22|373|Y|
KFS682|KFS682|1.0|22|374|Y|
KFS684|KFS684|1.0|6|375|Y|
KFS685|KFS685|1.0|6|376|Y|
KFS686|KFS686|1.0|5|377|Y|
KFS687|KFS687|1.0|35|377|Y|
KFS688|KFS688|1.0|53|61|Y|
KFS689|KFS689|1.0|53|62|Y|
KFS690|KFS690|1.0|53|63|Y|
KFS691|KFS691|1.0|53|64|Y|
KFS693|KFS693|1.0|54|379|Y|
KFS694|KFS694|1.0|37|380|Y|
KFS696|KFS696|1.0|60|381|Y|
KFS697|KFS697|1.0|70|381|Y|
KFS698|KFS698|1.0|59|382|Y|
KFS699|KFS699|1.0|59|383|Y|
KFS70|KFS70|1.0|38|51|Y|
KFS703|KFS703|1.0|50|260|Y|
KFS707|KFS707|1.0|17|385|Y|
KFS708|KFS708|1.0|50|212|Y|
KFS71|KFS71|1.0|62|52|Y|
KFS710|KFS710|1.0|19|386|Y|
KFS711|KFS711|1.0|19|387|Y|
KFS712|KFS712|1.0|54|390|Y|
KFS713|KFS713|1.0|54|391|Y|
KFS714|KFS714|1.0|32|391|Y|
KFS715|KFS715|1.0|54|392|Y|
KFS716|KFS716|1.0|32|392|Y|
KFS718|KFS718|1.0|61|54|Y|
KFS719|KFS719|1.0|KFS98|260|Y|
KFS721|KFS721|1.0|KFS98|326|Y|
KFS722|KFS722|1.0|70|212|Y|
KFS73|KFS73|1.0|39|54|Y|
KFS74|KFS74|1.0|37|55|Y|
KFS75|KFS75|1.0|37|56|Y|
KFS77|KFS77|1.0|44|58|Y|
KFS78|KFS78|1.0|33|59|Y|
KFS79|KFS79|1.0|39|60|Y|
KFS8|KFS8|1.0|2|8|Y|
KFS80|KFS80|1.0|37|61|Y|
KFS81|KFS81|1.0|46|61|Y|
KFS82|KFS82|1.0|37|62|Y|
KFS83|KFS83|1.0|46|62|Y|
KFS84|KFS84|1.0|37|63|Y|
KFS85|KFS85|1.0|46|63|Y|
KFS86|KFS86|1.0|37|64|Y|
KFS87|KFS87|1.0|46|64|Y|
KFS88|KFS88|1.0|38|65|Y|
KFS89|KFS89|1.0|16|66|Y|
KFS9|KFS9|1.0|49|9|Y|
KFS90|KFS90|1.0|16|67|Y|
KFS93|KFS93|1.0|11|69|Y|
KFS94|KFS94|1.0|13|70|Y|
KFS95|KFS95|1.0|44|71|Y|
KFS96|KFS96|1.0|62|72|Y|
KFS97|KFS97|1.0|45|74|Y|
KFS98|KFS98|1.0|45|75|Y|
KFS99|KFS99|1.0|17|76|Y|
KFSAR5340RP|KFSAR5340RP|1.0|KFSAR5340R|KFSAR5340P|Y|
KFSAR6012-1|KFSAR6012-1|1.0|2|KFSAR6012|Y|
KFSAR6732-1|KFSAR6732-1|1.0|30|KFSAR6732|Y|
KFSAR6732-2|KFSAR6732-2|1.0|60|KFSAR6732|Y|
KFSCNTRB162-RLPRM1|KFSCNTRB162-RLPRM1|1.0|56|KFSCNTRB162-PRM|Y|
KFSCNTRB199-RP1|KFSCNTRB199-RP1|1.0|51|KFSCNTRB199-P1|Y|
KFSCNTRB199-RP2|KFSCNTRB199-RP2|1.0|51|KFSCNTRB199-P2|Y|
KFSCNTRB65-RLPRM1|KFSCNTRB65-RLPRM1|1.0|45|KFSCNTRB65-PRM1|Y|
KFSCOA1|KFSCOA1|1.0|54|1106|Y|
KFSCOA2|KFSCOA2|1.0|62|1106|Y|
KFSENDOW1|KFSENDOW1|1.0|62|1104|Y|
KFSENDOW2|KFSENDOW2|1.0|54|1104|Y|
KFSENDOW6005-1|KFSENDOW6005-1|1.0|44|KFSENDOW6005|Y|
KFSENDOW6005-2|KFSENDOW6005-2|1.0|62|KFSENDOW6005|Y|
KFSENDOW6007-1|KFSENDOW6007-1|1.0|1|KFSENDOW6007|Y|
KFSENDOW6008-1|KFSENDOW6008-1|1.0|54|KFSENDOW6008|Y|
KFSENDOW6009-1|KFSENDOW6009-1|1.0|54|KFSENDOW6009|Y|
KFSENDOW6010-1|KFSENDOW6010-1|1.0|54|KFSENDOW6010|Y|
KFSENDOW6011-1|KFSENDOW6011-1|1.0|54|KFSENDOW6011|Y|
KFSLD1|KFSLD1|1.0|45|1105|Y|
KFSMI6886-RLPRM1|KFSMI6886-RLPRM1|1.0|KFSMI6886-ROLE|KFSMI6886-PRM1|Y|
KFSMI6886-RLPRM2|KFSMI6886-RLPRM2|1.0|KFSMI6886-ROLE|KFSMI6886-PRM2|Y|
KFSMI6886-RLPRM3|KFSMI6886-RLPRM3|1.0|KFSMI6886-ROLE|KFSMI6886-PRM3|Y|
KFSMI6886-RLPRM4|KFSMI6886-RLPRM4|1.0|45|KFSMI6886-PRM3|Y|
KFSMI7041-RLPRM1|KFSMI7041-RLPRM1|1.0|54|KFSMI7041-PRM|Y|
KFSMI8146|KFSMI8146|1.0|83|259|Y|
KFSMI8342-RLPRM|KFSMI8342-RLPRM|1.0|39|KFSMI8342-PRM|Y|
KFSMI8906-RLPRM|KFSMI8906-RLPRM|1.0|26|KFSMI8906-PRM|Y|
KFSMI8944-RLPRM|KFSMI8944-RLPRM|1.0|66|KFSMI8944-PRM|Y|
KFSMI9598-RLPRM1|KFSMI9598-RLPRM1|1.0|45|KFSMI9598-PRM1|Y|
KFSMI9598-RLPRM2|KFSMI9598-RLPRM2|1.0|45|KFSMI9598-PRM2|Y|
KFSMI9598-RLPRM3|KFSMI9598-RLPRM3|1.0|45|KFSMI9598-PRM3|Y|
KFSPDP8271-01|KFSPDP8271-01|1.0|KFSMI6886-ROLE|89|Y|
KFSPURAP6940-01|KFSPURAP6940-01|1.0|26|KFSPURAP6940|Y|
KFSSEC6001-1|KFSSEC6001-1|1.0|51|KFSSEC6001|Y|
KFSSEC6001-2|KFSSEC6001-2|1.0|44|KFSSEC6001|Y|
KFSSEC6002-1|KFSSEC6002-1|1.0|51|KFSSEC6002|Y|
KFSSEC6002-2|KFSSEC6002-2|1.0|44|KFSSEC6002|Y|
KFSSEC6003-1|KFSSEC6003-1|1.0|51|KFSSEC6003|Y|
KFSSEC6003-2|KFSSEC6003-2|1.0|44|KFSSEC6003|Y|
KFSSEC6004-1|KFSSEC6004-1|1.0|51|KFSSEC6004|Y|
KFSSEC6004-2|KFSSEC6004-2|1.0|44|KFSSEC6004|Y|
KFSSYS6007-1|KFSSYS6007-1|1.0|12|KFSSYS6007|Y|
KFSSYS6007-2|KFSSYS6007-2|1.0|45|KFSSYS6007|Y|
TEM-10000|KFS-TEM-ROLE-PERM-001|1.0|7|TEM-10000|Y|
TEM-10001|KFS-TEM-ROLE-PERM-002|1.0|15|TEM-10000|Y|
TEM-10002|KFS-TEM-ROLE-PERM-003|1.0|51|TEM-10000|Y|
TEM-10003|KFS-TEM-ROLE-PERM-004|1.0|15|TEM-10001|Y|
TEM-10004|KFS-TEM-ROLE-PERM-005|1.0|15|TEM-10002|Y|
TEM-10005|KFS-TEM-ROLE-PERM-006|1.0|51|TEM-10002|Y|
TEM-10006|KFS-TEM-ROLE-PERM-007|1.0|41|TEM-10003|Y|
TEM-10007|KFS-TEM-ROLE-PERM-008|1.0|15|TEM-10003|Y|
TEM-10008|KFS-TEM-ROLE-PERM-009|1.0|51|TEM-10003|Y|
TEM-10009|KFS-TEM-ROLE-PERM-010|1.0|7|TEM-10004|Y|
TEM-10010|KFS-TEM-ROLE-PERM-011|1.0|41|TEM-10004|Y|
TEM-10011|KFS-TEM-ROLE-PERM-012|1.0|15|TEM-10004|Y|
