univ_fiscal_yr|fin_coa_cd|fin_object_cd|obj_id|ver_nbr|dtl_pos_req_cd|fin_obj_hrs_req_cd|fin_obj_pay_typ_cd|finobj_frngslry_cd|pos_obj_grp_cd|actv_ind|
2009.0|BA|2362|B785E072-F5B0-3E99-F787-CC9A103BF8F6|1.0|N|N|M|S|AC|Y|
2009.0|BA|2364|71DC38DB-BB60-0A70-4C67-D0F303B02072|1.0|N|N|M|S|AC|Y|
2009.0|BA|2370|CE41E994-8B28-CA6D-0FC7-86A5DE6AF136|1.0|N|N|M|S|SU|Y|
2009.0|BA|2381|B8932B6F-6CDB-F376-CA50-83538F5F11E3|1.0|N|N|M|S|AC|Y|
2009.0|BA|2382|F6400CD8-7821-E53E-5C3C-B12BE190DD48|1.0|N|N|M|S|AC|Y|
2009.0|BA|2383|365CD896-5E14-8F80-35A7-26AE38BD2564|1.0|N|N|M|S|AC|Y|
2009.0|BA|2384|73379C58-B0AD-E3E3-7F67-FD808F321482|1.0|N|N|M|S|AC|Y|
2009.0|BA|2387|AFCBBF21-5BB0-F6EF-DB4D-F85FC3D2586B|1.0|N|N|M|S|AC|Y|
2009.0|BA|2388|CB6D1937-368C-40A7-6BFE-AE34EB1E8FF5|1.0|N|N|M|S|AC|Y|
2009.0|BA|2390|0807B53C-3515-6317-B592-946C9D6FF06A|1.0|N|N|M|S|AC|Y|
2009.0|BA|2391|88D578AB-DCD9-330E-9E91-2E16008CBF4D|1.0|N|N|M|S|AC|Y|
2009.0|BA|2392|8E3AD764-AA6E-0453-B481-771E58F42865|1.0|N|N|M|S|AC|Y|
2009.0|BA|2394|59AFBDD5-73D0-F079-D75D-1C98CF575E30|1.0|N|N|M|S|AC|Y|
2009.0|BA|2400|D246083A-AD18-FAB9-F834-7C3F9B115E79|1.0|Y|N|M|S|PA|Y|
2009.0|BA|2403|14415F02-43B9-C4E1-E5D4-762CAAB943D1|1.0|N|N|X|S|XX|Y|
2009.0|BA|2405|9CE25BDB-7AB4-B3E5-84C2-12D0F8D18CD3|1.0|N|N|X|S|XX|Y|
2009.0|BA|2420|8AE13C75-0E10-4546-D3EA-38A1599835FD|1.0|N|N|M|S|SP|Y|
2009.0|BA|2450|5DBA70BB-8234-0BEF-053C-A5570D820C9F|1.0|N|N|M|S|TP|Y|
2009.0|BA|2480|2B816843-7490-B79A-D892-2E9F8E223295|1.0|Y|N|M|S|CL|Y|
2009.0|BA|2488|49BEA3DA-7945-DCE4-4F32-CDD3CC8A0798|1.0|N|N|M|S|CL|Y|
2009.0|BA|2500|32A634B3-D829-560F-AEBC-27DC4ED7A42E|1.0|Y|N|B|S|CL|Y|
2009.0|BA|2502|13F3E351-6C41-E515-C348-8C48C7727123|1.0|N|N|X|S|XX|Y|
2009.0|BA|2504|111EE203-F609-06AD-1E45-2BBBE0EBAC75|1.0|N|N|X|S|XX|Y|
2009.0|BA|2550|E34FB3A8-DCDB-1AC9-B4EE-0E54CCE19CC0|1.0|N|N|B|S|TP|Y|
2009.0|BA|3000|037624A6-286D-CFAC-2521-FEDF7D32D9F5|1.0|N|N|B|S|HO|Y|
2009.0|BA|3050|ECEC5D9C-8B07-C573-A5F7-F1BA909B97EB|1.0|N|N|B|S|HO|Y|
2009.0|BA|3100|56BCFB94-EBD3-AE15-7A22-B5297C033203|1.0|N|N|B|S|OP|Y|
2009.0|BA|3150|E61929CD-B4D4-3AA2-0F1E-37AD3626CA57|1.0|N|N|B|S|OP|Y|
2009.0|BA|3200|21CE546F-1273-465B-EF06-F9C347D8887F|1.0|N|N|B|S|OP|Y|
2009.0|BA|3205|F02C3503-10C4-375E-1084-891B2E798AD8|1.0|N|N|B|S|OP|Y|
2009.0|BA|3210|EB1080C4-1202-B8DF-72A0-736305E99043|1.0|N|N|B|S|OP|Y|
2009.0|BA|3250|FEB0E2E0-6329-75F5-CE3B-27268BB8B6DC|1.0|N|N|B|S|OP|Y|
2009.0|BA|3300|20B17745-EB26-0BAC-CB64-0C8E76399A7F|1.0|N|N|B|S|HO|Y|
2009.0|BA|3301|2B742536-5885-EB27-4A06-FB819AE56544|1.0|N|N|B|S|HO|Y|
2009.0|BA|3302|2187452A-C70B-3E56-B36D-6E89BCA1A5CF|1.0|N|N|B|S|HO|Y|
2009.0|BA|3304|A92FD76A-A931-055A-DE17-CAFCA93D48CC|1.0|N|N|B|S|HO|Y|
2009.0|BA|3390|17FB1C10-CA8D-EF7F-7901-5FC0638E18DC|1.0|N|N|B|S|HO|Y|
2009.0|BA|3391|1D03DA8D-3FD5-0C2C-5DE7-0EF25FC9B667|1.0|N|N|B|S|HO|Y|
2009.0|BA|3392|BD020FB7-FA99-173C-0A91-6B36063174D0|1.0|N|N|B|S|HO|Y|
2009.0|BA|3394|07014ED0-C5A9-D2D2-FB16-EBA8E5AFD761|1.0|N|N|B|S|HO|Y|
2009.0|BA|3400|FD75C53A-DAAD-61E4-BDE9-0B8EE7E36E9B|1.0|N|N|B|S|HO|Y|
2009.0|BA|3401|CBEBE268-3622-FBD4-39B5-D8AB141EA8A2|1.0|N|N|B|S|HO|Y|
2009.0|BA|3402|7CB516BC-8845-D3A0-9873-98EEE0C7881D|1.0|N|N|B|S|HO|Y|
2009.0|BA|3404|A743E88D-46E3-4A30-CD80-5481057D5EBC|1.0|N|N|B|S|HO|Y|
2009.0|BA|3500|D4508617-85BA-BA7F-2D75-27CBC0B65ED9|1.0|N|N|B|S|HO|Y|
2009.0|BA|3600|D0C0E5E4-AB81-A2C6-9AD5-93CC60FC8A05|1.0|N|N|B|S|OP|Y|
2009.0|BA|3700|345DAE01-065D-0AE1-1EAE-71D0472ABA49|1.0|N|N|B|S|OP|Y|
2009.0|BA|3800|C11A1654-1B24-F010-70D4-27E859412A5B|1.0|N|N|B|S|HO|Y|
2009.0|BA|3801|9F73664E-B39A-4CFF-8251-C83F7C4BCA46|1.0|N|N|B|S|HO|Y|
2009.0|BA|3802|76D27730-5216-9EAF-8925-F1714EA60C8B|1.0|N|N|B|S|HO|Y|
2009.0|BA|3804|6B9CA72E-20D2-2FF9-A76B-A452FA7537AC|1.0|N|N|B|S|HO|Y|
2009.0|BA|3850|7A9923A4-C7DA-F033-9BA9-5F1BCDE36D67|1.0|N|N|B|S|HO|Y|
2009.0|BA|3851|0C697425-1DBB-A70E-4CD2-22898F6B8C81|1.0|N|N|B|S|HO|Y|
2009.0|BA|3852|D11B3AAF-3301-CF52-E0C4-2FDA327C5B1E|1.0|N|N|B|S|HO|Y|
2009.0|BA|3854|7C6042B7-2E76-117F-913C-A5D7B71B8403|1.0|N|N|B|S|HO|Y|
2009.0|BA|3900|602351A8-4DE4-4E23-BA8F-B23923D3F0C6|1.0|N|N|B|S|HO|Y|
2009.0|BA|3901|592573A2-4499-88D2-EB48-C61BFA62C7DF|1.0|N|N|B|S|HO|Y|
2009.0|BA|3910|0A5EBD0F-3266-F0A9-1011-6A822213EAAC|1.0|N|N|B|S|HO|Y|
2009.0|BA|3911|13172698-91D1-65BD-CFA8-E34ED2BC039B|1.0|N|N|B|S|HO|Y|
2009.0|BA|3950|B0B038AA-6046-FD91-F956-64E31877E160|1.0|N|N|B|S|HO|Y|
2009.0|BA|3951|C0789A8B-31D9-0570-FFCD-570A65B927EC|1.0|N|N|B|S|HO|Y|
2009.0|BA|3952|4D2A5079-BFAE-731B-009D-F494E187570C|1.0|N|N|B|S|HO|Y|
2009.0|BA|3954|1108F97C-366C-70A7-1079-7B60A39529E7|1.0|N|N|B|S|HO|Y|
2009.0|BA|3960|D84D0F90-8D7E-15E5-27DA-3AF632C7F5C5|1.0|N|N|B|S|HO|Y|
2009.0|BA|3961|708E7837-3D5F-F82B-D316-0BF0A16EA7CE|1.0|N|N|B|S|HO|Y|
2009.0|BA|3962|5A24491D-C137-189F-F650-7F74F4B6754C|1.0|N|N|B|S|HO|Y|
2009.0|BA|3964|98410D4E-0802-D78B-1CEB-C789BC92F41D|1.0|N|N|B|S|HO|Y|
2009.0|BA|4580|A556E7DD-9E41-0809-133A-F4594B9E2E18|1.0|N|N|M|S|XX|Y|
2009.0|BA|4581|FE6648DF-0DF9-7523-4E71-25DB24B14389|1.0|N|N|M|S|XX|Y|
2009.0|BA|4588|E3535419-3134-E757-EABC-738D801C20EA|1.0|N|N|M|S|XX|Y|
2009.0|BA|4590|00D19A49-FFD8-0886-D605-EDA0532F16FB|1.0|N|N|B|S|XX|Y|
2009.0|BA|5400|66B45119-F54E-7E99-46E5-6EFB64785C24|1.0|N|N|X|S|XX|Y|
2009.0|BA|5410|977576AD-DB32-E428-5386-8421155F6FB1|1.0|N|N|X|S|XX|Y|
2009.0|BA|5625|C9DB237C-2FFD-E623-C875-8C94FB2F3F69|1.0|N|N|X|F|XX|Y|
2009.0|BA|5630|08E1BB59-D1F4-EE72-D965-C0A15C6E8C3C|1.0|N|N|X|S|XX|Y|
2009.0|BA|5631|6476F295-2D85-977D-549E-B0108C003207|1.0|N|N|X|S|XX|Y|
2009.0|BA|5760|628B1651-3C89-476C-7D75-61D436053566|1.0|N|N|X|F|XX|Y|
2009.0|BA|5771|DC31FE24-B9D7-5BEF-0521-6A387B02AB89|1.0|N|N|X|F|XX|Y|
2009.0|BA|5772|F83DCE4B-F5EB-73C8-F2CE-B4949938AA9D|1.0|N|N|X|F|XX|Y|
2009.0|BA|5773|9FD31752-4F26-BA49-6362-A73F782793E6|1.0|N|N|X|F|XX|Y|
2009.0|BA|5820|64FA69FF-D230-A121-55BB-0AEFA6FA4BC0|1.0|N|N|M|S|XX|Y|
2009.0|BL|2000|96215EE4-703E-A187-9D3B-681239D8BDB3|1.0|Y|N|M|S|AC|Y|
2009.0|BL|2003|CD90E85A-6ECC-F9BE-2FC2-B2CAA71BD518|1.0|N|N|X|S|XX|Y|
2009.0|BL|2005|137F3895-FE6E-255F-B892-674F415574FE|1.0|N|N|X|S|XX|Y|
2009.0|BL|2008|B3113051-0C24-0544-6D7B-40A71EA76A22|1.0|N|N|M|S|AC|Y|
2009.0|BL|2010|8A1E99F3-679D-1BB4-6F3B-668660EFE2F7|1.0|N|N|M|S|SU|Y|
2009.0|BL|2170|4BDA9D04-0811-76DF-C8AB-B3941ABADA36|1.0|N|N|M|S|SP|Y|
2009.0|BL|2175|24ADF8A0-B190-A6C1-B44F-B7E8FD415C00|1.0|N|N|M|S|SP|Y|
2009.0|BL|2200|7471DABB-3F51-19AF-BE6A-3C136E80CA86|1.0|N|N|M|S|SP|Y|
2009.0|BL|2205|30D041E5-FA78-4C36-2C23-8C0A2ABBC37A|1.0|N|N|M|S|SP|Y|
2009.0|BL|2280|39513A0E-BB68-8D11-9B3A-AD3389DADDFC|1.0|Y|N|M|S|CL|Y|
2009.0|BL|2288|AC63A667-E1B5-26B5-4168-42F75A4D2EEE|1.0|N|N|M|S|CL|Y|
2009.0|BL|2290|ED9A05AF-F2C5-7487-CD57-AA7F16033572|1.0|N|N|M|S|AC|Y|
2009.0|BL|2300|80409CBE-7A64-CEB5-7597-11346E28417E|1.0|N|N|M|S|AC|Y|
2009.0|BL|2310|8B182EFD-E789-0AEA-21E8-E145C5E377C3|1.0|N|N|M|S|SU|Y|
2009.0|BL|2315|915AA076-9CF9-AB8D-CB27-53117DCA7C65|1.0|N|N|M|S|AC|Y|
2009.0|BL|2320|DFA02AB6-3A90-8E7A-0009-409C7FAC813E|1.0|N|N|M|S|AC|Y|
2009.0|BL|2331|BD7CB9F3-B5C0-009A-99D1-3F66228AE300|1.0|N|N|M|S|AC|Y|
2009.0|BL|2332|87DD020F-1546-DB73-10F3-DF3EE6AE8551|1.0|N|N|M|S|SU|Y|
2009.0|BL|2340|7EC99AD9-526A-4823-045A-2E4C2ED84674|1.0|N|N|M|S|AC|Y|
2009.0|BL|2341|BF1B5AB0-F2B3-8F54-65E6-51D02449C847|1.0|N|N|M|S|SU|Y|
2009.0|BL|2349|AE952B6D-9AFF-5876-425F-C5CEBEC2BE2C|1.0|N|N|M|S|AC|Y|
2009.0|BL|2350|DC14B0C9-C9FB-238A-6345-6910A7A6D232|1.0|N|N|M|S|AC|Y|
2009.0|BL|2351|9CD7A355-BCB3-2C39-565C-9E865454D655|1.0|N|N|M|S|AC|Y|
2009.0|BL|2360|7CCBEC6B-E645-3C17-A13B-1B39CB171105|1.0|N|N|M|S|AC|Y|
2009.0|BL|2361|6B268DA6-356D-7433-54BA-FAA0C39FB195|1.0|N|N|M|S|AC|Y|
2009.0|BL|2362|FE6B0895-A8E9-448F-515A-873CE65F3ECF|1.0|N|N|M|S|AC|Y|
2009.0|BL|2364|E2BF6FD0-D9D0-291C-DAEA-4E2DC97124B9|1.0|N|N|M|S|AC|Y|
2009.0|BL|2370|0B579CDF-15DF-1103-3D6E-C11FB1E4E4EF|1.0|N|N|M|S|SU|Y|
2009.0|BL|2381|5499FE86-5607-1BBC-8F46-0397162854B7|1.0|N|N|M|S|AC|Y|
2009.0|BL|2382|4D8D524F-63EE-00DF-C187-A35ABB2939C8|1.0|N|N|M|S|AC|Y|
2009.0|BL|2383|C6D48CE6-4F72-A885-1D91-C51E665B1CE1|1.0|N|N|M|S|AC|Y|
2009.0|BL|2384|9047B9E7-80C2-A5C8-D899-404CEB64DE6A|1.0|N|N|M|S|AC|Y|
2009.0|BL|2387|EFA37510-777E-E21F-D776-370B2BC9D56D|1.0|N|N|M|S|AC|Y|
2009.0|BL|2388|6BB71FB7-FF81-251F-8729-5568E62B13C8|1.0|N|N|M|S|AC|Y|
2009.0|BL|2390|5DA9AEA9-5FF7-5AAA-6085-05AE5F6FE800|1.0|N|N|M|S|AC|Y|
2009.0|BL|2391|657C2002-6C46-EFFE-6665-BE12A3DC2685|1.0|N|N|M|S|AC|Y|
2009.0|BL|2392|7BB2697B-232A-4F39-3E08-25DE4D894861|1.0|N|N|M|S|AC|Y|
2009.0|BL|2394|9D629848-19E3-302A-20B6-F3745C7463ED|1.0|N|N|M|S|AC|Y|
2009.0|BL|2400|B97186B1-5FC8-6EF6-EE92-40C5FCCB2175|1.0|Y|N|M|S|PA|Y|
2009.0|BL|2403|9DECF0A1-98DD-2896-7B3F-9684C0096892|1.0|N|N|X|S|XX|Y|
2009.0|BL|2405|1B60DB4E-AB86-9EE8-76CF-238AE997BDE6|1.0|N|N|X|S|XX|Y|
2009.0|BL|2408|D5177EAF-3EC4-F0BF-A2D3-CD103A6A6549|1.0|N|N|M|S|PA|Y|
2009.0|BL|2420|D533CD9C-E319-6083-95D9-4BFF36665E6F|1.0|N|N|M|S|SP|Y|
2009.0|BL|2428|527EA4C4-DCC1-878F-4724-9E54EE8B62BD|1.0|N|N|M|S|SP|Y|
2009.0|BL|2450|019DA521-5086-88A2-1A09-A8A2449C3876|1.0|N|N|M|S|TP|Y|
2009.0|BL|2458|EB71C3D7-036B-07B2-4E6D-0F98E155ADB0|1.0|N|N|M|S|TP|Y|
2009.0|BL|2480|8E42A5D7-8194-91F2-45DC-25AEE21D2C0C|1.0|Y|N|M|S|CL|Y|
2009.0|BL|2488|4A064CC7-D4E1-F51E-13D9-990E3FEC9D0E|1.0|N|N|M|S|CL|Y|
2009.0|BL|2500|B2CF8496-B7EF-025E-F2C7-EAEF86A4D256|1.0|Y|N|B|S|CL|Y|
2009.0|BL|2502|849663E0-B266-2AB6-0E8C-B2290AA21B5A|1.0|N|N|X|S|XX|Y|
2009.0|BL|2504|FB9CF924-0A0B-236D-D589-AF1789F73EC6|1.0|N|N|X|S|XX|Y|
2009.0|BL|2550|2D443B14-D5B8-E023-7C52-05FB7DFD9887|1.0|N|N|B|S|TP|Y|
2009.0|BL|3000|AB1DCB01-373A-6A27-DDB7-72E47D42AD19|1.0|N|N|B|S|HO|Y|
2009.0|BL|3050|F8533868-B10C-24CB-F210-CC9133AE91AC|1.0|N|N|B|S|HO|Y|
2009.0|BL|3100|E0CE0EF9-A530-B519-9934-DB6560F0F9E8|1.0|N|N|B|S|OP|Y|
2009.0|BL|3150|2CB29665-EB13-3953-6EAA-CA826246B3AC|1.0|N|N|B|S|OP|Y|
2009.0|BL|3200|016F7A52-BFC0-25C1-CBC5-4096ED332A6C|1.0|N|N|B|S|OP|Y|
2009.0|BL|3205|E7F92285-DC69-D3A5-8288-51E6CF9BBB94|1.0|N|N|B|S|OP|Y|
2009.0|BL|3210|E67CCADB-0297-6692-00BE-F960B67C385D|1.0|N|N|B|S|OP|Y|
2009.0|BL|3250|B48B3FFE-B19A-A0E7-194D-291251CA0627|1.0|N|N|B|S|OP|Y|
2009.0|BL|3300|C853D796-6044-6B11-945D-16A150876A1B|1.0|N|N|B|S|HO|Y|
2009.0|BL|3301|32ECAE7D-531B-A090-5057-836C39B20547|1.0|N|N|B|S|HO|Y|
2009.0|BL|3302|CBAD2A67-855D-7B91-38BF-AF690ACB5F3B|1.0|N|N|B|S|HO|Y|
2009.0|BL|3304|1EC106FD-9846-F1D3-17F1-B8243E6D1EE9|1.0|N|N|B|S|HO|Y|
2009.0|BL|3390|99B3CF04-91A3-8FDC-FE06-4C959F9BD409|1.0|N|N|B|S|HO|Y|
2009.0|BL|3391|9D60DB86-694E-8DD0-94CF-082B6B1B7A56|1.0|N|N|B|S|HO|Y|
2009.0|BL|3392|EBC0A421-EC24-ED93-DA16-52B281B61B04|1.0|N|N|B|S|HO|Y|
2009.0|BL|3394|62DBF764-7FAB-13B4-C2E3-8E289189EC27|1.0|N|N|B|S|HO|Y|
2009.0|BL|3400|61B6AE35-6B09-9026-B3C6-FCDFEFE71F35|1.0|N|N|B|S|HO|Y|
2009.0|BL|3401|80C49112-8A7D-F9CB-C986-1A9286C788BF|1.0|N|N|B|S|HO|Y|
2009.0|BL|3402|29498045-9AE3-0FE6-F6EA-850D7A036161|1.0|N|N|B|S|HO|Y|
2009.0|BL|3404|6C07FCF7-6BE5-1CB0-84A0-0E6CA5F4ED2F|1.0|N|N|B|S|HO|Y|
2009.0|BL|3500|3EAB8C9C-5BE7-49DD-BFDC-7B44C96DD34F|1.0|N|N|B|S|HO|Y|
2009.0|BL|3600|2F567B8D-DA66-9E81-D243-D2467641961C|1.0|N|N|B|S|OP|Y|
2009.0|BL|3700|E2D35D2C-B0A1-5130-826E-1D4CCAA4DF87|1.0|N|N|B|S|OP|Y|
2009.0|BL|3800|30DC74BE-1821-4C1A-9599-7DB125CE3A07|1.0|N|N|B|S|HO|Y|
2009.0|BL|3801|078DF80E-D8A0-7EE8-CDF8-84BA20CEE856|1.0|N|N|B|S|HO|Y|
2009.0|BL|3802|31BA363C-19B0-C024-5F60-D7DACEB576F7|1.0|N|N|B|S|HO|Y|
2009.0|BL|3804|9D9DE2DE-CA6B-6F95-946E-9F8ABD3918FC|1.0|N|N|B|S|HO|Y|
2009.0|BL|3850|1DA02111-953A-C705-910D-1598EB1A26BD|1.0|N|N|B|S|HO|Y|
2009.0|BL|3851|A9C7DC3F-87C7-327C-6072-B76843F80FCA|1.0|N|N|B|S|HO|Y|
2009.0|BL|3852|B7B0F105-4624-FF68-F33A-040EC37CFD80|1.0|N|N|B|S|HO|Y|
2009.0|BL|3854|1EC882F4-007D-8B3C-8A1D-B8530D68D20E|1.0|N|N|B|S|HO|Y|
2009.0|BL|3900|FD4D87E7-2DE0-7DD6-3239-BC9087B6321D|1.0|N|N|B|S|HO|Y|
2009.0|BL|3901|FC7D193A-0AD5-3DFF-8212-679DAB3B8D4F|1.0|N|N|B|S|HO|Y|
2009.0|BL|3910|4A85D6EC-57FA-8599-D89D-40C42B120592|1.0|N|N|B|S|HO|Y|
2009.0|BL|3911|503F7AC6-57E0-B57D-84DC-5F7BFFF13947|1.0|N|N|B|S|HO|Y|
2009.0|BL|3950|3BB386A8-E735-0C35-1C8A-DCEF73072739|1.0|N|N|B|S|HO|Y|
2009.0|BL|3951|37997703-13BE-2DE4-38BA-C49F2DCB9382|1.0|N|N|B|S|HO|Y|
2009.0|BL|3952|42A3F104-404B-53D2-F24B-828B2C3D70AB|1.0|N|N|B|S|HO|Y|
2009.0|BL|3954|B3303516-0217-F980-C7B1-970C0581B8A9|1.0|N|N|B|S|HO|Y|
2009.0|BL|3960|AF99C21D-D475-638F-6015-A0CB68198A77|1.0|N|N|B|S|HO|Y|
2009.0|BL|3961|10A63183-39BC-C5E4-63B9-1DFF399A5547|1.0|N|N|B|S|HO|Y|
2009.0|BL|3962|984ACF9B-E408-BA7B-A307-BC67351C3755|1.0|N|N|B|S|HO|Y|
2009.0|BL|3964|6C54556E-864E-C6DA-188D-605743F49879|1.0|N|N|B|S|HO|Y|
2009.0|BL|4580|7C37A896-0058-B60E-D3B4-61B318FAC5F9|1.0|N|N|M|S|XX|Y|
2009.0|BL|4581|F3A854AB-C33E-C661-4DC6-9FC734517229|1.0|N|N|M|S|XX|Y|
2009.0|BL|4582|F63921DB-E0D9-E477-5BCC-A960047DECE3|1.0|N|N|X|S|XX|Y|
2009.0|BL|4588|368770F9-7521-3751-F4F7-BFFFE5D0FFBD|1.0|N|N|M|S|XX|Y|
2009.0|BL|4590|4B79B094-21E3-CBA5-E09C-E54B7873A7F3|1.0|N|N|B|S|XX|Y|
2009.0|BL|5400|6870666C-BC1C-64A7-C13F-6BC5DA0B9B03|1.0|N|N|X|S|XX|Y|
2009.0|BL|5410|86ADA5C4-D269-E22B-C70B-BF4D6DB5FDF3|1.0|N|N|X|S|XX|Y|
2009.0|BL|5625|3EC2AD27-CB94-1E63-7011-74202BDA01FB|1.0|N|N|X|F|XX|Y|
2009.0|BL|5630|F65967B3-401C-730F-D2A8-A4EEB79E71B3|1.0|N|N|X|S|XX|Y|
2009.0|BL|5631|9EC08B27-942E-D5B0-155F-FB554A1CEB7F|1.0|N|N|X|S|XX|Y|
2009.0|BL|5760|CC8FAFA2-84D4-ED3B-3B78-38877729E455|1.0|N|N|X|F|XX|Y|
2009.0|BL|5771|951721B1-5C5B-7FD9-DDD5-B9A7F40DCDDA|1.0|N|N|X|F|XX|Y|
2009.0|BL|5772|5E75B103-6371-01BB-9A62-21B54D607315|1.0|N|N|X|F|XX|Y|
2009.0|BL|5773|AB557A65-2646-D2B6-9D57-FAAC0303991A|1.0|N|N|X|F|XX|Y|
2009.0|BL|5820|A636D438-4BC7-5D7B-1660-676544926376|1.0|N|N|M|S|XX|Y|
2009.0|BL|5821|7492C093-A837-F57D-C3D5-C065162376CA|1.0|N|N|X|S|XX|Y|
2009.0|EA|2000|84C3EE6A-47AC-A917-49EA-D22CE545D139|1.0|Y|N|M|S|AC|Y|
2009.0|EA|2003|43613C81-1670-205F-EEDF-E7179D7F88E5|1.0|N|N|X|S|XX|Y|
2009.0|EA|2005|E2B49E77-0DFE-8DEF-0DFC-E0DBDBD8A5BD|1.0|N|N|X|S|XX|Y|
2009.0|EA|2008|AAEB5513-2668-DE9B-75E1-408682B500D2|1.0|N|N|M|S|AC|Y|
2009.0|EA|2010|EB738383-4C69-4E34-E843-A965A76BC792|1.0|N|N|M|S|SU|Y|
2009.0|EA|2170|52C99623-25F0-6FAC-3FF3-9165E7EAA409|1.0|N|N|M|S|SP|Y|
2009.0|EA|2175|7F57C7BB-4B40-6DFE-A08B-4BB16F8EF7E5|1.0|N|N|M|S|SP|Y|
2009.0|EA|2200|D4286F82-A031-B3DD-C740-DB62B716CB80|1.0|N|N|M|S|SP|Y|
2009.0|EA|2205|BA39589F-2C86-3DC2-40FE-2E239621D1B4|1.0|N|N|M|S|SP|Y|
2009.0|EA|2280|FB9148F2-E0FE-C88F-BD2C-6B48C89CDA24|1.0|Y|N|M|S|CL|Y|
2009.0|EA|2288|660B1254-1900-ACB7-74F1-BCCD35DB3003|1.0|N|N|M|S|CL|Y|
2009.0|EA|2290|305DEA58-A47B-D303-1F2F-96339F0781D8|1.0|N|N|M|S|AC|Y|
2009.0|EA|2300|26BA001D-55FF-6CD8-97D1-EF0F6B97320B|1.0|N|N|M|S|AC|Y|
2009.0|EA|2310|BC8189DA-4631-FBCB-0B61-7793CA941AFA|1.0|N|N|M|S|SU|Y|
2009.0|EA|2331|18115BD9-31BF-F56B-E1B8-C955DB506D57|1.0|N|N|M|S|AC|Y|
2009.0|EA|2332|727FD6FD-325C-2D18-3003-37E784E9D7AB|1.0|N|N|M|S|SU|Y|
2009.0|EA|2340|5423AA2F-AEBE-F9F4-A1DF-F85C3008D1FC|1.0|N|N|M|S|AC|Y|
2009.0|EA|2341|9956743C-1AA5-E8D9-233E-AC9B059087F5|1.0|N|N|M|S|SU|Y|
2009.0|EA|2350|1C560963-138D-E169-AB08-5D294A79BCCD|1.0|N|N|M|S|AC|Y|
2009.0|EA|2351|60024CF6-8525-D1F4-A28E-FF3F546B28B1|1.0|N|N|M|S|AC|Y|
2009.0|EA|2360|A6D9535E-B896-8D9B-17A7-E72A55B41190|1.0|N|N|M|S|AC|Y|
2009.0|EA|2361|28B990C7-58A2-246F-731A-7CBA9DB4D667|1.0|N|N|M|S|AC|Y|
2009.0|EA|2362|37FE6244-54AE-1B95-3385-D179D3C00A50|1.0|N|N|M|S|AC|Y|
2009.0|EA|2364|997316F3-98D5-95D1-C758-339762C39C0D|1.0|N|N|M|S|AC|Y|
