univ_fiscal_yr|a21_lbr_rpt_nbr|lbr_rpt_posobj_cd|obj_id|ver_nbr|row_actv_ind|
2012.0|B01|HO|EAE4B4FA-DECE-2E23-CD63-81A56B687C3B|2.0|Y|
2012.0|B02|CL|65E964C9-1717-2240-7345-A203CDD55944|2.0|Y|
2012.0|B02|HO|0C882D00-34BB-3AC6-B21B-D583D0B4DD7D|2.0|Y|
2012.0|B03|CL|0D54AA4D-FB7B-D781-50FB-240CBC9B569B|2.0|Y|
2012.0|B03|HO|351CD4A2-CE3E-1B95-5D77-26BD9B2B5D75|2.0|Y|
2012.0|B04|CL|F1E5A8CC-7A3D-2AB4-38B1-EEE7BABB89A6|2.0|Y|
2012.0|B04|HO|086954BA-009C-3D17-CD12-CC3CE7DCDB9B|2.0|Y|
2012.0|M01|AC|D6B59279-9424-019D-349A-7389BD0D06AE|2.0|Y|
2012.0|M01|PA|624A00F4-A10E-44BE-3A1A-C2FA7896DEC8|2.0|Y|
2012.0|M02|AC|4E0B2101-95DD-A908-5E95-B7962759C017|2.0|Y|
2012.0|M02|PA|ED5D6ED3-BB23-09ED-B51C-E4935BB8B029|2.0|Y|
2013.0|A02|AC|f54727e5-1fee-4e61-87c0-04e84827a1b8|2.0|Y|
2013.0|B01|CL|d54dbc3e-731a-41c8-94a2-35d380fd1320|2.0|Y|
2013.0|B01|HO|d0baca0a-861e-414e-aa4d-a05f2ccc05f0|2.0|Y|
2013.0|B02|CL|100cf827-73d6-4085-b223-25495af05d41|2.0|Y|
2013.0|B02|HO|8e642c05-ae28-493f-960d-7793d4e70cfa|2.0|Y|
2013.0|B03|CL|66ca56db-f50b-444a-825e-a4d3684bf305|2.0|Y|
2013.0|B03|HO|c63162a9-331b-4edf-9f6f-6d4867662445|2.0|Y|
2013.0|B04|CL|2bdfc291-7aa3-4eb8-b0d8-4c94f8dab5ee|2.0|Y|
2013.0|B04|HO|6ea8da73-48a9-4839-822f-b812311f0358|2.0|Y|
2013.0|M01|AC|da0f03f1-b9fa-4bc7-b658-3d887b365149|2.0|Y|
2013.0|M01|PA|bb547cc6-b12c-4a90-9ddb-6094e3c1d155|2.0|Y|
2013.0|M02|AC|afa9fb93-fd8c-4133-b1c8-39aefa7850fa|2.0|Y|
2013.0|M02|PA|875813f3-3940-4e01-9a40-870e09eaf1ec|2.0|Y|
2014.0|A02|AC|6587d2c8-3703-480c-999c-5e898d4e0d0f|2.0|Y|
2014.0|B01|CL|671b11e8-4fcf-4e3d-910b-ef7abf205713|2.0|Y|
2014.0|B01|HO|f9c15866-82e8-4ac3-a3ea-595e5156fbd2|2.0|Y|
2014.0|B02|CL|b7ce6f0d-7a51-41be-972c-28200aff5b4e|2.0|Y|
2014.0|B02|HO|c007f5b3-3123-4915-af9a-1bd441b9dc19|2.0|Y|
2014.0|B03|CL|952454a0-e6e5-485f-a589-f14cbd7c0c41|2.0|Y|
2014.0|B03|HO|95c8e904-936e-4aeb-8aae-1c8fa930af84|2.0|Y|
2014.0|B04|CL|f32627b1-03f8-422b-ab68-c86fef9686cf|2.0|Y|
2014.0|B04|HO|623d1745-7408-4cdb-8aa0-f44b73795b91|2.0|Y|
2014.0|M01|AC|6c9588c6-e2c6-4c03-bf5c-02eeaf9dae1c|2.0|Y|
2014.0|M01|PA|b04dc4e9-4df7-4421-a5dc-cce864cf51f1|2.0|Y|
2014.0|M02|AC|4e67e16b-5efb-474a-92e2-3f5fc057dc71|2.0|Y|
2014.0|M02|PA|cbb90f95-ac27-4647-a269-2efbcb22cff6|2.0|Y|
2015.0|A02|AC|a78c9ae0-02a0-4568-95b3-6ea9887f57d8|2.0|Y|
2015.0|B01|CL|9a62bf20-267a-4034-b420-a7bde04e4bca|2.0|Y|
2015.0|B01|HO|d03077ad-3cf4-42a6-8929-c863b2954e74|2.0|Y|
2015.0|B02|CL|dcfc4a16-eb8c-435a-971c-803c8bb2c124|2.0|Y|
2015.0|B02|HO|c7b261f0-9a6f-41ce-89d1-98d92c1539ed|2.0|Y|
2015.0|B03|CL|d74d1aac-8ec2-4bea-8d3f-01bb27b19c28|2.0|Y|
2015.0|B03|HO|194d6d4d-3a96-4655-b6a0-fabf3c3f23c7|2.0|Y|
2015.0|B04|CL|26d307b7-7b59-44cf-a485-99d1493a41cb|2.0|Y|
2015.0|B04|HO|445f804d-fcfa-4365-9f35-163025186707|2.0|Y|
2015.0|M01|AC|bd6648c3-78e2-4adf-9552-5bd9aaed5c56|2.0|Y|
2015.0|M01|PA|ba31dbe5-061a-4544-b158-663153b76bcf|2.0|Y|
2015.0|M02|AC|4f6bd40a-3c65-4a4e-a6a9-3921e903e754|2.0|Y|
2015.0|M02|PA|b7ba00ee-5bbb-43ed-b11a-0c6bb0855c2e|2.0|Y|
