kemid|me_dt_id|sec_id|regis_cd|hldg_lot_nbr|hldg_ip_ind|hldg_units|hldg_cost|hldg_annl_inc_est|sec_unit_val|hldg_acqd_dt|hldg_prior_acrd_inc|hldg_acrd_inc_due|last_tran_dt|hldg_mval|obj_id|ver_nbr|avg_mval|hldg_fy_rem_est_inc|hldg_next_fy_est_inc|
032A017014|3.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20070831000000|10000.0|878401820B4DF247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|3.0|99MMKT013|0AI|1.0|I|6251752.0|6251752.0|108155.31|1.0|20070101000000|0.0|0.0|20070831000000|6251752.0|878401820B49F247E0404F8189D84D1E|1.0|6251752.0|90129.43|0.0|
032A017014|3.0|99PLTF013|0CI|1.0|I|678791.422|678791.42|39912.94|1.31488|20070101000000|0.0|0.0|20070831000000|892529.26|878401820B4CF247E0404F8189D84D1E|1.0|892529.26|33260.78|0.0|
032A017014|3.0|99PSTF018|0AI|1.0|I|5972.0|5972.0|179.16|1.0|20070101000000|0.0|14.16478|20070831000000|5972.0|878401820B4AF247E0404F8189D84D1E|1.0|0.0|149.3|0.0|
032A017014|3.0|REHUNT017|0BI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20070831000000|10000.0|878401820B4BF247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|4.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20070930000000|10000.0|878401820CB7F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|4.0|99MMKT013|0AI|1.0|I|6261289.0|6261289.0|368163.79|1.0|20070101000000|0.0|0.0|20070930000000|6261289.0|878401820CB3F247E0404F8189D84D1E|1.0|6261289.0|276122.84|0.0|
032A017014|4.0|99PLTF013|0CI|1.0|I|678791.422|678791.42|39912.94|1.30937|20070101000000|0.0|0.0|20070930000000|888789.12|878401820CB6F247E0404F8189D84D1E|1.0|888789.12|29934.71|0.0|
032A017014|4.0|99PSTF018|0AI|1.0|I|6018.0|6018.0|180.54|1.0|20070101000000|0.0|11.32239|20070930000000|6018.0|878401820CB4F247E0404F8189D84D1E|1.0|0.0|135.41|0.0|
032A017014|4.0|REHUNT017|0BI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20070930000000|10000.0|878401820CB5F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|5.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20071031000000|10000.0|878401820E1DF247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|5.0|99MMKT013|0AI|1.0|I|7183056.0|7183056.0|0.0|1.0|20070101000000|0.0|0.0|20071031000000|7183056.0|878401820E1AF247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|5.0|99PSTF018|0AI|1.0|I|28526.0|28526.0|855.78|1.0|20070101000000|0.0|61.35409|20071031000000|28526.0|878401820E1BF247E0404F8189D84D1E|1.0|0.0|570.52|0.0|
032A017014|5.0|REHUNT017|0BI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20071031000000|10000.0|878401820E1CF247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|6.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20071130000000|10000.0|878401820F88F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|6.0|99MMKT013|0AI|1.0|I|7211582.0|7211582.0|0.0|1.0|20070101000000|0.0|0.0|20071130000000|7211582.0|878401820F85F247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|6.0|99PSTF018|0AI|1.0|I|10134.0|10134.0|304.02|1.0|20070101000000|0.0|37.7239|20071130000000|10134.0|878401820F86F247E0404F8189D84D1E|1.0|0.0|177.35|0.0|
032A017014|6.0|REHUNT017|0BI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20071130000000|10000.0|878401820F87F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|7.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20071231000000|10000.0|8784018210F8F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|7.0|99MMKT013|0AI|1.0|I|7221716.0|7221716.0|324977.22|1.0|20070101000000|0.0|0.0|20071231000000|7221716.0|8784018210F5F247E0404F8189D84D1E|1.0|0.0|162488.61|0.0|
032A017014|7.0|99PSTF018|0AI|1.0|I|51991.0|51991.0|1039.82|1.0|20070101000000|0.0|53.86125|20071231000000|51991.0|8784018210F6F247E0404F8189D84D1E|1.0|0.0|519.91|0.0|
032A017014|7.0|REHUNT017|0BI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20071231000000|10000.0|8784018210F7F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|8.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20080131000000|10000.0|878401821276F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|8.0|99MMKT013|0AI|1.0|I|7273707.0|7273707.0|327316.82|1.0|20070101000000|0.0|0.0|20080131000000|7273707.0|878401821273F247E0404F8189D84D1E|1.0|0.0|136382.01|0.0|
032A017014|8.0|99PSTF018|0AI|1.0|I|21030.0|21030.0|420.6|1.0|20070101000000|0.0|93.44791|20080131000000|21030.0|878401821274F247E0404F8189D84D1E|1.0|0.0|175.25|0.0|
032A017014|8.0|REHUNT017|0BI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20080131000000|10000.0|878401821275F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|9.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20080229000000|10000.0|8784018213E4F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|9.0|99MMKT013|0AI|1.0|I|7294830.0|7294830.0|328267.35|1.0|20070101000000|0.0|0.0|20080229000000|7294830.0|8784018213E1F247E0404F8189D84D1E|1.0|0.0|109422.45|0.0|
032A017014|9.0|99PSTF018|0AI|1.0|I|16124.0|16124.0|322.48|1.0|20070101000000|0.0|15.73737|20080229000000|16124.0|8784018213E2F247E0404F8189D84D1E|1.0|0.0|107.49|0.0|
032A017014|9.0|REHUNT017|0BI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20080229000000|10000.0|8784018213E3F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|10.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20080331000000|10000.0|878401821556F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|10.0|99MMKT013|0AI|1.0|I|7313470.0|7313470.0|329106.15|1.0|20070101000000|0.0|0.0|20080331000000|7313470.0|878401821553F247E0404F8189D84D1E|1.0|0.0|82276.54|0.0|
032A017014|10.0|99PSTF018|0AI|1.0|I|15075.0|15075.0|301.5|1.0|20070101000000|0.0|14.6336|20080331000000|15075.0|878401821554F247E0404F8189D84D1E|1.0|0.0|75.38|0.0|
032A017014|10.0|REHUNT017|0BI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20080331000000|10000.0|878401821555F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|11.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20080430000000|10000.0|8784018216CEF247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|11.0|99MMKT013|0AI|1.0|I|7331301.0|7331301.0|329908.55|1.0|20070101000000|0.0|0.0|20080430000000|7331301.0|8784018216CBF247E0404F8189D84D1E|1.0|7331301.0|54984.76|0.0|
032A017014|11.0|99PSTF018|0AI|1.0|I|16972.0|16972.0|169.72|1.0|20070101000000|0.0|9.02391|20080430000000|16972.0|8784018216CCF247E0404F8189D84D1E|1.0|0.0|28.29|0.0|
032A017014|11.0|REHUNT017|0BI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20080430000000|10000.0|8784018216CDF247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|12.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20080531000000|10000.0|87840182183EF247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|12.0|99MMKT013|0AI|1.0|I|7348282.0|7348282.0|0.0|1.0|20070101000000|0.0|0.0|20080531000000|7348282.0|87840182183BF247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|12.0|99PSTF018|0AI|1.0|I|19423.0|19423.0|194.23|1.0|20070101000000|0.0|4.63844|20080531000000|19423.0|87840182183CF247E0404F8189D84D1E|1.0|0.0|16.19|0.0|
032A017014|12.0|REHUNT017|0BI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20080531000000|10000.0|87840182183DF247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|13.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20080630000000|10000.0|8784018219AFF247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|13.0|99MMKT013|0AI|1.0|I|7368094.0|7368094.0|0.0|1.0|20070101000000|0.0|0.0|20080630000000|7368094.0|8784018219ADF247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|13.0|REHUNT017|0BI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20080630000000|10000.0|8784018219AEF247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|14.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20080731000000|10000.0|878401821B20F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|14.0|99MMKT013|0AI|1.0|I|2018523.0|2018523.0|0.0|1.0|20070101000000|0.0|0.0|20080731000000|2018523.0|878401821B1DF247E0404F8189D84D1E|1.0|2018523.0|0.0|0.0|
032A017014|14.0|99PSTF018|0AI|1.0|I|1659.0|1659.0|16.59|1.0|20070101000000|0.0|0.45275|20080731000000|1659.0|878401821B1EF247E0404F8189D84D1E|1.0|0.0|15.21|0.0|
032A017014|14.0|REHUNT017|0BI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20080731000000|10000.0|878401821B1FF247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|15.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20080831000000|10000.0|878401821C8EF247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|15.0|99MMKT013|0AI|1.0|I|2020232.0|2020232.0|0.0|1.0|20070101000000|0.0|0.0|20080831000000|2020232.0|878401821C8BF247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|15.0|99PSTF018|0AI|1.0|I|12670.0|12670.0|126.7|1.0|20070101000000|0.0|2.10573|20080831000000|12670.0|878401821C8CF247E0404F8189D84D1E|1.0|0.0|105.58|0.0|
032A017014|15.0|REHUNT017|0BI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20080831000000|10000.0|878401821C8DF247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|16.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20080930000000|10000.0|878401821DF8F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|16.0|99MMKT013|0AI|1.0|I|2032904.0|2032904.0|0.0|1.0|20070101000000|0.0|0.0|20080930000000|2032904.0|878401821DF6F247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|16.0|99PSTF018|0AI|1.0|I|30369.0|30369.0|303.69|1.0|20070101000000|0.0|4.28422|20080930000000|30369.0|878401821DF7F247E0404F8189D84D1E|1.0|0.0|227.77|0.0|
032A017014|16.0|REHUNT017|REI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20080930000000|10000.0|878401821DF9F247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|17.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20081031000000|10000.0|878401821F62F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|17.0|99MMKT013|0AI|1.0|I|2063278.0|2063278.0|0.0|1.0|20070101000000|0.0|0.0|20081031000000|2063278.0|878401821F60F247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|17.0|99PSTF018|0AI|1.0|I|1212.0|1212.0|6.06|1.0|20070101000000|0.0|5.0948|20081031000000|1212.0|878401821F61F247E0404F8189D84D1E|1.0|0.0|4.04|0.0|
032A017014|17.0|REHUNT017|REI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20081031000000|10000.0|878401821F63F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|18.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20081130000000|10000.0|8784018220CFF247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|18.0|532457108|0BI|1.0|I|3.0|125.0|5.64|34.15|20070101000000|0.0|0.0|20081130000000|102.45|8784018220CEF247E0404F8189D84D1E|1.0|0.0|3.29|0.0|
032A017014|18.0|99MMKT013|0AI|1.0|I|2064530.0|2064530.0|0.0|1.0|20070101000000|0.0|0.0|20081130000000|2064530.0|8784018220CCF247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|18.0|99PSTF018|0AI|1.0|I|4868.0|4868.0|24.34|1.0|20070101000000|0.0|0.70237|20081130000000|4868.0|8784018220CDF247E0404F8189D84D1E|1.0|0.0|14.2|0.0|
032A017014|18.0|REHUNT017|REI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20081130000000|10000.0|8784018220D0F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|19.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20081231000000|10000.0|87840182223BF247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|19.0|99MMKT013|0AI|1.0|I|2069542.0|2069542.0|0.0|1.0|20070101000000|0.0|0.0|20081231000000|2069542.0|878401822239F247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|19.0|99PSTF018|0AI|1.0|I|31532.0|31532.0|78.83|1.0|20070101000000|0.0|1.30633|20081231000000|31532.0|87840182223AF247E0404F8189D84D1E|1.0|0.0|39.42|0.0|
032A017014|19.0|REHUNT017|REI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20081231000000|10000.0|87840182223CF247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|20.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20090131000000|10000.0|8784018223B2F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|20.0|99MMKT013|0AI|1.0|I|2102160.0|2102160.0|0.0|1.0|20070101000000|0.0|0.0|20090131000000|2102160.0|8784018223B0F247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|20.0|99PSTF018|0AI|1.0|I|4311.0|4311.0|10.78|1.0|20070101000000|0.0|2.39725|20090131000000|4311.0|8784018223B1F247E0404F8189D84D1E|1.0|0.0|4.49|0.0|
032A017014|20.0|REHUNT017|REI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20090131000000|10000.0|8784018223B3F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|21.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20090228000000|10000.0|878401822520F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|21.0|99MMKT013|0AI|1.0|I|2106473.0|2106473.0|0.0|1.0|20070101000000|0.0|0.0|20090228000000|2106473.0|87840182251EF247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|21.0|99PSTF018|0AI|1.0|I|1013.0|1013.0|2.53|1.0|20070101000000|0.0|0.3045|20090228000000|1013.0|87840182251FF247E0404F8189D84D1E|1.0|0.0|0.84|0.0|
032A017014|21.0|REHUNT017|REI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20090228000000|10000.0|878401822521F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|22.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20090331000000|10000.0|878401822688F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|22.0|99MMKT013|0AI|1.0|I|2107486.0|2107486.0|0.0|1.0|20070101000000|0.0|0.0|20090331000000|2107486.0|878401822686F247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|22.0|99PSTF018|0AI|1.0|I|4395.0|4395.0|10.99|1.0|20070101000000|0.0|0.30193|20090331000000|4395.0|878401822687F247E0404F8189D84D1E|1.0|0.0|2.75|0.0|
032A017014|22.0|REHUNT017|REI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20090331000000|10000.0|878401822689F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|23.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20090430000000|10000.0|8784018227EFF247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|23.0|99MMKT013|0AI|1.0|I|2111882.0|2111882.0|0.0|1.0|20070101000000|0.0|0.0|20090430000000|2111882.0|8784018227EDF247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|23.0|99PSTF018|0AI|1.0|I|5325.0|5325.0|13.31|1.0|20070101000000|0.0|0.36097|20090430000000|5325.0|8784018227EEF247E0404F8189D84D1E|1.0|0.0|2.22|0.0|
032A017014|23.0|REHUNT017|REI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20090430000000|10000.0|8784018227F0F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|24.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20090531000000|10000.0|878401822957F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|24.0|99MMKT013|0AI|1.0|I|2117208.0|2117208.0|0.0|1.0|20070101000000|0.0|0.0|20090531000000|2117208.0|878401822955F247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|24.0|99PSTF018|0AI|1.0|I|7451.0|7451.0|18.63|1.0|20070101000000|0.0|1.19195|20090531000000|7451.0|878401822956F247E0404F8189D84D1E|1.0|0.0|1.55|0.0|
032A017014|24.0|REHUNT017|REI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20090531000000|10000.0|878401822958F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|25.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20090630000000|10000.0|878401822ABCF247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|25.0|99MMKT013|0AI|1.0|I|2124931.0|2124931.0|0.0|1.0|20070101000000|0.0|0.0|20090630000000|2124931.0|878401822ABBF247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|25.0|REHUNT017|REI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20090630000000|10000.0|878401822ABDF247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|26.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20090731000000|10000.0|878401822C25F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|26.0|99MMKT013|0AI|1.0|I|205523.0|205523.0|0.0|1.0|20070101000000|0.0|0.0|20090731000000|205523.0|878401822C23F247E0404F8189D84D1E|1.0|205523.0|0.0|0.0|
032A017014|26.0|99PSTF018|0AI|1.0|I|23600.0|23600.0|59.0|1.0|20070101000000|0.0|0.17652|20090731000000|23600.0|878401822C24F247E0404F8189D84D1E|1.0|0.0|54.08|0.0|
032A017014|26.0|REHUNT017|REI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20090731000000|10000.0|878401822C26F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|27.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20090831000000|10000.0|878401822D92F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|27.0|99MMKT013|0AI|1.0|I|229123.0|229123.0|0.0|1.0|20070101000000|0.0|0.0|20090831000000|229123.0|878401822D90F247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|27.0|99PSTF018|0AI|1.0|I|4300.0|4300.0|10.75|1.0|20070101000000|0.0|1.10618|20090831000000|4300.0|878401822D91F247E0404F8189D84D1E|1.0|0.0|8.96|0.0|
032A017014|27.0|REHUNT017|REI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20090831000000|10000.0|878401822D93F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|28.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20090930000000|10000.0|878401822F04F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|28.0|99MMKT013|0AI|1.0|I|233424.0|233424.0|0.0|1.0|20070101000000|0.0|0.0|20090930000000|233424.0|878401822F02F247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|28.0|99PSTF018|0AI|1.0|I|12722.0|12722.0|31.81|1.0|20070101000000|0.0|1.19557|20090930000000|12722.0|878401822F03F247E0404F8189D84D1E|1.0|0.0|23.86|0.0|
032A017014|28.0|REHUNT017|REI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20090930000000|10000.0|878401822F05F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|29.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20091031000000|10000.0|87840182306DF247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|29.0|99MMKT013|0AI|1.0|I|246146.0|246146.0|0.0|1.0|20070101000000|0.0|0.0|20091031000000|246146.0|87840182306BF247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|29.0|99PSTF018|0AI|1.0|I|36440.0|36440.0|0.0|1.0|20070101000000|0.0|0.0|20091031000000|36440.0|87840182306CF247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|29.0|REHUNT017|REI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20091031000000|10000.0|87840182306EF247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|30.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20091130000000|10000.0|8784018231DCF247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|30.0|99MMKT013|0AI|1.0|I|282586.0|282586.0|0.0|1.0|20070101000000|0.0|0.0|20091130000000|282586.0|8784018231DAF247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|30.0|99PSTF018|0AI|1.0|I|17829.0|17829.0|0.0|1.0|20070101000000|0.0|0.0|20091130000000|17829.0|8784018231DBF247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|30.0|REHUNT017|REI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20091130000000|10000.0|8784018231DDF247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|31.0|094420981|0NI|1.0|I|20.0|10000.0|0.0|500.0|20070101000000|0.0|0.0|20091231000000|10000.0|878401823343F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032A017014|31.0|99MMKT013|0AI|1.0|I|282586.0|282586.0|0.0|1.0|20070101000000|0.0|0.0|20091231000000|282586.0|878401823341F247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|31.0|99PSTF018|0AI|1.0|I|23123.0|23123.0|0.0|1.0|20070101000000|0.0|0.0|20091231000000|23123.0|878401823342F247E0404F8189D84D1E|1.0|0.0|0.0|0.0|
032A017014|31.0|REHUNT017|REI|1.0|I|10000.0|10000.0|0.0|1.0|20070101000000|0.0|0.0|20091231000000|10000.0|878401823344F247E0404F8189D84D1E|1.0|10000.0|0.0|0.0|
032AS06149|1.0|99PLTF013|0CI|1.0|I|2012.0|1963.85|115.89|1.35134|20070101000000|0.0|0.0|20070630000000|2718.9|87840182087EF247E0404F8189D84D1E|1.0|2718.9|0.0|115.89|
032AS06149|1.0|99PSTF018|0AI|1.0|I|182.0|182.0|5.46|1.0|20070101000000|0.0|0.44678|20070630000000|182.0|87840182087DF247E0404F8189D84D1E|1.0|0.0|0.0|5.46|
