PERSON_UNVL_ID,CGPRPSL_NBR,OBJ_ID,VER_NBR,CGAWD_PRMPRJDR_IND,CGAWD_PRJDRPRJ_TTL,ROW_ACTV_IND
6218206268,3948,12D4ED215D0FEF34E043814FD881EF76,1,Y,,Y
6218206268,3937,12D4ED215D0FEF34E043814FD881EF77,1,Y,,Y
6218206268,3913,12D4ED215D0FEF34E043814FD881EF78,1,Y,,Y
6218206268,3868,12D4ED215D0FEF34E043814FD881EF79,1,Y,,Y
6218206268,3824,12D4ED215D0FEF34E043814FD881EF80,1,Y,,Y
6218206268,3777,12D4ED215D0FEF34E043814FD881EF81,1,Y,,Y
6218206268,3211,12D4ED215D0FEF34E043814FD881EF82,1,Y,,Y
6218206268,3210,12D4ED215D0FEF34E043814FD881EF83,1,Y,,Y
6218206268,3069,12D4ED215D0FEF34E043814FD881EF84,1,Y,,Y
6218206268,2993,12D4ED215D0FEF34E043814FD881EF85,1,Y,,Y
6218206268,2813,12D4ED215D0FEF34E043814FD881EF86,1,Y,,Y
6218206268,2355,12D4ED215D0FEF34E043814FD881EF87,1,Y,,Y
6218206268,2296,12D4ED215D0FEF34E043814FD881EF88,1,Y,,Y
6218206268,2283,12D4ED215D0FEF34E043814FD881EF89,1,Y,,Y
6218206268,2114,12D4ED215D0FEF34E043814FD881EF90,1,Y,,Y
6218206268,2109,12D4ED215D0FEF34E043814FD881EF91,1,Y,,Y
6218206268,1523,12D4ED215D0FEF34E043814FD881EF92,1,Y,,Y
6218206268,1455,12D4ED215D0FEF34E043814FD881EF93,1,Y,,Y
6218206268,1290,12D4ED215D0FEF34E043814FD881EF94,1,Y,,Y
6218206268,1277,12D4ED215D0FEF34E043814FD881EF95,1,Y,,Y
6218206268,1247,12D4ED215D0FEF34E043814FD881EF96,1,Y,,Y
6218206268,1140,12D4ED215D0FEF34E043814FD881EF97,1,Y,,Y
6218206268,1134,12D4ED215D0FEF34E043814FD881EF98,1,Y,,Y
6218206268,1072,12D4ED215D0FEF34E043814FD881EF99,1,Y,,Y
6218206268,1046,12D4ED215D0FEF34E043814FD881EF100,1,Y,,Y
6218206268,1043,12D4ED215D0FEF34E043814FD881EF101,1,Y,,Y
6218206268,980,12D4ED215D0FEF34E043814FD881EF102,1,Y,,Y
6218206268,941,12D4ED215D0FEF34E043814FD881EF103,1,Y,,Y
6218206268,927,12D4ED215D0FEF34E043814FD881EF104,1,Y,,Y
6218206268,822,12D4ED215D0FEF34E043814FD881EF105,1,Y,,Y
6218206268,607,12D4ED215D0FEF34E043814FD881EF106,1,Y,,Y
6218206268,458,12D4ED215D0FEF34E043814FD881EF107,1,Y,,Y
6218206268,378,12D4ED215D0FEF34E043814FD881EF108,1,Y,,Y
6218206268,37,12D4ED215D0FEF34E043814FD881EF109,1,Y,,Y
